Date,DENMARK MID GROWTH Mid Cap
2002-04-05,1309.659
2002-04-08,1294.114
2002-04-09,1296.571
2002-04-10,1274.49
2002-04-11,1283.319
2002-04-12,1281.551
2002-04-15,1272.645
2002-04-16,1264.039
2002-04-17,1260.398
2002-04-18,1247.142
2002-04-19,1263.642
2002-04-22,1258.345
2002-04-23,1240.738
2002-04-24,1230.991
2002-04-25,1223.818
2002-04-26,1223.811
2002-04-29,1234.632
2002-04-30,1247.817
2002-05-01,1256.38
2002-05-02,1278.055
2002-05-03,1284.362
2002-05-06,1293.686
2002-05-07,1316.884
2002-05-08,1314.212
2002-05-09,1313.923
2002-05-10,1298.913
2002-05-13,1291.835
2002-05-14,1277.033
2002-05-15,1267.946
2002-05-16,1264.842
2002-05-17,1285.249
2002-05-20,1285.679
2002-05-21,1290.191
2002-05-22,1285.615
2002-05-23,1301.844
2002-05-24,1296.732
2002-05-27,1287.954
2002-05-28,1270.126
2002-05-29,1265.058
2002-05-30,1289.748
2002-05-31,1312.062
2002-06-03,1322.507
2002-06-04,1337.707
2002-06-05,1329.312
2002-06-06,1379.673
2002-06-07,1359.411
2002-06-10,1366.831
2002-06-11,1357.435
2002-06-12,1352.493
2002-06-13,1357.572
2002-06-14,1335.114
2002-06-17,1339.033
2002-06-18,1353.928
2002-06-19,1331.592
2002-06-20,1340.751
2002-06-21,1326.993
2002-06-24,1293.285
2002-06-25,1312.051
2002-06-26,1359.219
2002-06-27,1394.931
2002-06-28,1413.458
2002-07-01,1406.078
2002-07-02,1405.336
2002-07-03,1379.147
2002-07-04,1359.452
2002-07-05,1364.835
2002-07-08,1377.76
2002-07-09,1371.27
2002-07-10,1351.874
2002-07-11,1307.192
2002-07-12,1310.722
2002-07-15,1335.726
2002-07-16,1321.737
2002-07-17,1353.034
2002-07-18,1386.13
2002-07-19,1380.432
2002-07-22,1350.77
2002-07-23,1303.665
2002-07-24,1197.614
2002-07-25,1251.117
2002-07-26,1207.277
2002-07-29,1229.626
2002-07-30,1267.988
2002-07-31,1239.387
2002-08-01,1234.031
2002-08-02,1209.571
2002-08-05,1193.448
2002-08-06,1152.476
2002-08-07,1161.38
2002-08-08,1146.249
2002-08-09,1163.11
2002-08-12,1169.814
2002-08-13,1181.338
2002-08-14,1146.209
2002-08-15,1137.584
2002-08-16,1132.862
2002-08-19,1123.314
2002-08-20,1144.567
2002-08-21,1193.357
2002-08-22,1212.187
2002-08-23,1202.314
2002-08-26,1193.413
2002-08-27,1183.356
2002-08-28,1271.852
2002-08-29,1291.88
2002-08-30,1272.098
2002-09-02,1278.637
2002-09-03,1290.745
2002-09-04,1254.431
2002-09-05,1221.038
2002-09-06,1232.021
2002-09-09,1199.976
2002-09-10,1190.901
2002-09-11,1198.652
2002-09-12,1189.127
2002-09-13,1182.407
2002-09-16,1149.206
2002-09-17,1139.57
2002-09-18,1089.064
2002-09-19,1067.482
2002-09-20,1084.895
2002-09-23,1058.88
2002-09-24,1010.451
2002-09-25,978.196
2002-09-26,975.47
2002-09-27,977.787
2002-09-30,943.358
2002-10-01,902.216
2002-10-02,904.626
2002-10-03,870.109
2002-10-04,904.24
2002-10-07,907.439
2002-10-08,929.789
2002-10-09,911.076
2002-10-10,880.643
2002-10-11,936.487
2002-10-14,940.64
2002-10-15,996.292
2002-10-16,990.489
2002-10-17,1038.549
2002-10-18,1053.971
2002-10-21,1050.078
2002-10-22,1043.285
2002-10-23,987.786
2002-10-24,980.565
2002-10-25,976.822
2002-10-28,999.864
2002-10-29,957.8
2002-10-30,978.795
2002-10-31,998.092
2002-11-01,1008.205
2002-11-04,1025.904
2002-11-05,1015.722
2002-11-06,1006.758
2002-11-07,995.831
2002-11-08,999.159
2002-11-11,994.26
2002-11-12,980.31
2002-11-13,954.051
2002-11-14,958.778
2002-11-15,968.763
2002-11-18,1001.441
2002-11-19,1028.171
2002-11-20,1041.532
2002-11-21,1046.771
2002-11-22,1041.213
2002-11-25,1044.576
2002-11-26,1039.833
2002-11-27,1016.629
2002-11-28,1020.178
2002-11-29,1037.211
2002-12-02,1035.079
2002-12-03,1009.377
2002-12-04,995.948
2002-12-05,998.218
2002-12-06,989.908
2002-12-09,997.581
2002-12-10,1013.243
2002-12-11,1017.473
2002-12-12,1035.214
2002-12-13,1030.637
2002-12-16,1059.196
2002-12-17,1163.706
2002-12-18,1142.843
2002-12-19,1138.641
2002-12-20,1101.537
2002-12-23,1100.437
2002-12-24,1105.051
2002-12-25,1105.051
2002-12-26,1107.788
2002-12-27,1111.713
2002-12-30,1127.296
2002-12-31,1131.477
2003-01-01,1131.477
2003-01-02,1135.738
2003-01-03,1147.868
2003-01-06,1159.169
2003-01-07,1135.136
2003-01-08,1134.367
2003-01-09,1143.739
2003-01-10,1161.917
2003-01-13,1163.429
2003-01-14,1150.066
2003-01-15,1129.74
2003-01-16,1151.649
2003-01-17,1148.08
2003-01-20,1150.681
2003-01-21,1164.715
2003-01-22,1162.052
2003-01-23,1146.373
2003-01-24,1145.523
2003-01-27,1119.995
2003-01-28,1086.821
2003-01-29,1100.637
2003-01-30,1100.15
2003-01-31,1079.897
2003-02-03,1091.514
2003-02-04,1054.932
2003-02-05,1062.466
2003-02-06,1059.499
2003-02-07,1048.834
2003-02-10,1021.155
2003-02-11,1008.78
2003-02-12,1000.003
2003-02-13,1004.24
2003-02-14,1022.031
2003-02-17,1029.031
2003-02-18,1025.64
2003-02-19,1024.078
2003-02-20,1012.052
2003-02-21,989.535
2003-02-24,1012.783
2003-02-25,992.66
2003-02-26,991.728
2003-02-27,1011.459
2003-02-28,1021.748
2003-03-03,1027.755
2003-03-04,1008.047
2003-03-05,1012.321
2003-03-06,983.611
2003-03-07,984.579
2003-03-10,929.723
2003-03-11,945.843
2003-03-12,915.727
2003-03-13,902.632
2003-03-14,942.515
2003-03-17,965.322
2003-03-18,989.304
2003-03-19,994.902
2003-03-20,1000.304
2003-03-21,1026.067
2003-03-24,1032.891
2003-03-25,1052.593
2003-03-26,1052.02
2003-03-27,1037.437
2003-03-28,1068.64
2003-03-31,1062.055
2003-04-01,1069.675
2003-04-02,1086.334
2003-04-03,1104.872
2003-04-04,1099.845
2003-04-07,1123.388
2003-04-08,1096.779
2003-04-09,1095.361
2003-04-10,1107.969
2003-04-11,1119.672
2003-04-14,1136.902
2003-04-15,1146.525
2003-04-16,1137.019
2003-04-17,1142.478
2003-04-18,1142.478
2003-04-21,1137.592
2003-04-22,1153.816
2003-04-23,1184.263
2003-04-24,1183.755
2003-04-25,1167.971
2003-04-28,1183.261
2003-04-29,1202.449
2003-04-30,1222.341
2003-05-01,1236.335
2003-05-02,1242.213
2003-05-05,1269.512
2003-05-06,1232.115
2003-05-07,1240.034
2003-05-08,1248.566
2003-05-09,1258.67
2003-05-12,1260.54
2003-05-13,1259.79
2003-05-14,1272.306
2003-05-15,1304.271
2003-05-16,1312.816
2003-05-19,1320.335
2003-05-20,1338.3
2003-05-21,1339.383
2003-05-22,1325.258
2003-05-23,1315.294
2003-05-26,1308.888
2003-05-27,1288.726
2003-05-28,1289.042
2003-05-29,1298.591
2003-05-30,1300.781
2003-06-02,1327.985
2003-06-03,1326.911
2003-06-04,1323.432
2003-06-05,1342.68
2003-06-06,1339.248
2003-06-09,1346.47
2003-06-10,1369.03
2003-06-11,1423.214
2003-06-12,1437.441
2003-06-13,1430.98
2003-06-16,1431.128
2003-06-17,1457.539
2003-06-18,1440.287
2003-06-19,1400.498
2003-06-20,1400.458
2003-06-23,1385.234
2003-06-24,1357.439
2003-06-25,1379.886
2003-06-26,1360.769
2003-06-27,1354.705
2003-06-30,1358.152
2003-07-01,1355.795
2003-07-02,1359.874
2003-07-03,1369.138
2003-07-04,1353.517
2003-07-07,1345.413
2003-07-08,1382.295
2003-07-09,1381.05
2003-07-10,1366.769
2003-07-11,1355.929
2003-07-14,1365.714
2003-07-15,1348.974
2003-07-16,1323.459
2003-07-17,1336.115
2003-07-18,1347.303
2003-07-21,1343.64
2003-07-22,1348.62
2003-07-23,1361.829
2003-07-24,1375.8
2003-07-25,1347.877
2003-07-28,1332.011
2003-07-29,1327.857
2003-07-30,1320.061
2003-07-31,1276.461
2003-08-01,1287.384
2003-08-04,1302.366
2003-08-05,1288.729
2003-08-06,1268.011
2003-08-07,1263.981
2003-08-08,1263.724
2003-08-11,1247.989
2003-08-12,1274.373
2003-08-13,1283.867
2003-08-14,1277.309
2003-08-15,1284.772
2003-08-18,1279.207
2003-08-19,1272.673
2003-08-20,1348.333
2003-08-21,1397.044
2003-08-22,1399.632
2003-08-25,1395.829
2003-08-26,1389.418
2003-08-27,1392.658
2003-08-28,1388.067
2003-08-29,1420.388
2003-09-01,1430.238
2003-09-02,1469.752
2003-09-03,1501.611
2003-09-04,1503.075
2003-09-05,1505.279
2003-09-08,1514.164
2003-09-09,1527.398
2003-09-10,1506.521
2003-09-11,1522.636
2003-09-12,1545.989
2003-09-15,1557.7
2003-09-16,1586.609
2003-09-17,1593.834
2003-09-18,1594.469
2003-09-19,1610.928
2003-09-22,1579.681
2003-09-23,1555.355
2003-09-24,1568.702
2003-09-25,1556.836
2003-09-26,1545.133
2003-09-29,1521.023
2003-09-30,1479.793
2003-10-01,1515.813
2003-10-02,1540.585
2003-10-03,1546.168
2003-10-06,1537.662
2003-10-07,1519.542
2003-10-08,1525.646
2003-10-09,1525.128
2003-10-10,1518.564
2003-10-13,1486.024
2003-10-14,1508.205
2003-10-15,1566.399
2003-10-16,1614.83
2003-10-17,1571.719
2003-10-20,1577.717
2003-10-21,1598.988
2003-10-22,1560.485
2003-10-23,1559.974
2003-10-24,1564.714
2003-10-27,1572.684
2003-10-28,1543.561
2003-10-29,1549.629
2003-10-30,1585.068
2003-10-31,1537.965
2003-11-03,1572.392
2003-11-04,1584.92
2003-11-05,1467.942
2003-11-06,1453.688
2003-11-07,1485.035
2003-11-10,1468.247
2003-11-11,1452.616
2003-11-12,1495.324
2003-11-13,1521.974
2003-11-14,1515.27
2003-11-17,1493.5
2003-11-18,1504.384
2003-11-19,1508.986
2003-11-20,1472.043
2003-11-21,1437.924
2003-11-24,1419.897
2003-11-25,1389.845
2003-11-26,1412.504
2003-11-27,1414.201
2003-11-28,1427.147
2003-12-01,1431.49
2003-12-02,1428.549
2003-12-03,1438.658
2003-12-04,1428.124
2003-12-05,1440.163
2003-12-08,1418.654
2003-12-09,1424.508
2003-12-10,1416.547
2003-12-11,1418.357
2003-12-12,1404.268
2003-12-15,1400.045
2003-12-16,1409.353
2003-12-17,1412.117
2003-12-18,1411.072
2003-12-19,1426.666
2003-12-22,1440.208
2003-12-23,1467.859
2003-12-24,1471.85
2003-12-25,1471.85
2003-12-26,1471.346
2003-12-29,1506.118
2003-12-30,1506.506
2003-12-31,1516.14
2004-01-01,1516.14
2004-01-02,1531.314
2004-01-05,1554.153
2004-01-06,1568.768
2004-01-07,1569.92
2004-01-08,1599.987
2004-01-09,1639.062
2004-01-12,1641.427
2004-01-13,1663.001
2004-01-14,1675.891
2004-01-15,1704.345
2004-01-16,1658.158
2004-01-19,1622.516
2004-01-20,1629.925
2004-01-21,1613.647
2004-01-22,1634.214
2004-01-23,1633.744
2004-01-26,1623.364
2004-01-27,1642.646
2004-01-28,1634.562
2004-01-29,1588.547
2004-01-30,1582.268
2004-02-02,1612.669
2004-02-03,1611.795
2004-02-04,1637.827
2004-02-05,1648.976
2004-02-06,1705.824
2004-02-09,1706.051
2004-02-10,1697.49
2004-02-11,1679.256
2004-02-12,1693.686
2004-02-13,1678.781
2004-02-16,1664.826
2004-02-17,1675.046
2004-02-18,1662.358
2004-02-19,1640.355
2004-02-20,1637.145
2004-02-23,1625.245
2004-02-24,1642.12
2004-02-25,1656.652
2004-02-26,1691.595
2004-02-27,1717.898
2004-03-01,1687.238
2004-03-02,1679.977
2004-03-03,1612.425
2004-03-04,1614.357
2004-03-05,1640.498
2004-03-08,1624.065
2004-03-09,1610.624
2004-03-10,1584.087
2004-03-11,1625.496
2004-03-12,1589.926
2004-03-15,1614.674
2004-03-16,1602.805
2004-03-17,1576.366
2004-03-18,1589.669
2004-03-19,1569.496
2004-03-22,1538.376
2004-03-23,1531.616
2004-03-24,1528.268
2004-03-25,1593.98
2004-03-26,1574.092
2004-03-29,1568.723
2004-03-30,1570.16
2004-03-31,1576.32
2004-04-01,1580.272
2004-04-02,1605.951
2004-04-05,1600.168
2004-04-06,1573.745
2004-04-07,1623.706
2004-04-08,1615.166
2004-04-09,1615.166
2004-04-12,1610.518
2004-04-13,1586.843
2004-04-14,1573.831
2004-04-15,1587.56
2004-04-16,1608.095
2004-04-19,1615.49
2004-04-20,1595.531
2004-04-21,1607.177
2004-04-22,1610.947
2004-04-23,1588.611
2004-04-26,1595.159
2004-04-27,1596.764
2004-04-28,1561.615
2004-04-29,1552.213
2004-04-30,1550.3
2004-05-03,1553.572
2004-05-04,1550.435
2004-05-05,1555.64
2004-05-06,1529.162
2004-05-07,1507.919
2004-05-10,1481.431
2004-05-11,1477.736
2004-05-12,1489.052
2004-05-13,1496.514
2004-05-14,1483.951
2004-05-17,1486.712
2004-05-18,1457.161
2004-05-19,1498.801
2004-05-20,1485.538
2004-05-21,1494.357
2004-05-24,1467.495
2004-05-25,1474.762
2004-05-26,1478.61
2004-05-27,1499.586
2004-05-28,1483.249
2004-05-31,1483.249
2004-06-01,1499.833
2004-06-02,1516.628
2004-06-03,1533.617
2004-06-04,1507.932
2004-06-07,1529.311
2004-06-08,1561.363
2004-06-09,1536.569
2004-06-10,1509.109
2004-06-11,1487.387
2004-06-14,1488.921
2004-06-15,1485.624
2004-06-16,1472.1
2004-06-17,1472.673
2004-06-18,1489.066
2004-06-21,1485.044
2004-06-22,1479.632
2004-06-23,1474.57
2004-06-24,1495.41
2004-06-25,1515.887
2004-06-28,1548.049
2004-06-29,1500.59
2004-06-30,1534.655
2004-07-01,1568.917
2004-07-02,1605.103
2004-07-05,1583.053
2004-07-06,1588.543
2004-07-07,1605.5
2004-07-08,1605.464
2004-07-09,1593.152
2004-07-12,1592.942
2004-07-13,1595.139
2004-07-14,1629.496
2004-07-15,1627.178
2004-07-16,1616.197
2004-07-19,1607.784
2004-07-20,1611.609
2004-07-21,1594.319
2004-07-22,1577.038
2004-07-23,1559.017
2004-07-26,1544.252
2004-07-27,1536.333
2004-07-28,1501.821
2004-07-29,1509.735
2004-07-30,1513.841
2004-08-02,1515.942
2004-08-03,1535.648
2004-08-04,1519.825
2004-08-05,1543.155
2004-08-06,1541.332
2004-08-09,1497.379
2004-08-10,1512.473
2004-08-11,1484.899
2004-08-12,1479.721
2004-08-13,1491.832
2004-08-16,1485.182
2004-08-17,1493.645
2004-08-18,1495.947
2004-08-19,1521.759
2004-08-20,1516.04
2004-08-23,1520.874
2004-08-24,1503.432
2004-08-25,1504.64
2004-08-26,1516.037
2004-08-27,1507.644
2004-08-30,1505.846
2004-08-31,1515.254
2004-09-01,1532.411
2004-09-02,1541.527
2004-09-03,1527.221
2004-09-06,1541.258
2004-09-07,1546.915
2004-09-08,1553.286
2004-09-09,1537.719
2004-09-10,1547.108
2004-09-13,1538.961
2004-09-14,1544.785
2004-09-15,1540.029
2004-09-16,1537.751
2004-09-17,1539.455
2004-09-20,1536.094
2004-09-21,1542.801
2004-09-22,1565.373
2004-09-23,1570.002
2004-09-24,1568.87
2004-09-27,1557.772
2004-09-28,1571.47
2004-09-29,1559.179
2004-09-30,1569.602
2004-10-01,1587.32
2004-10-04,1586.58
2004-10-05,1621.631
2004-10-06,1614.105
2004-10-07,1595.297
2004-10-08,1604.179
2004-10-11,1588.811
2004-10-12,1572.761
2004-10-13,1586.745
2004-10-14,1596.188
2004-10-15,1604.718
2004-10-18,1598.095
2004-10-19,1613.454
2004-10-20,1616.498
2004-10-21,1621.319
2004-10-22,1606.21
2004-10-25,1606.092
2004-10-26,1608.86
2004-10-27,1619.975
2004-10-28,1617.186
2004-10-29,1605.98
2004-11-01,1612.783
2004-11-02,1618.344
2004-11-03,1624.15
2004-11-04,1640.394
2004-11-05,1664.423
2004-11-08,1662.319
2004-11-09,1683.613
2004-11-10,1714.687
2004-11-11,1740.644
2004-11-12,1759.823
2004-11-15,1752.306
2004-11-16,1748.245
2004-11-17,1740.023
2004-11-18,1686.439
2004-11-19,1713.196
2004-11-22,1690.582
2004-11-23,1712.376
2004-11-24,1723.716
2004-11-25,1728.462
2004-11-26,1728.176
2004-11-29,1728.554
2004-11-30,1726.599
2004-12-01,1725.878
2004-12-02,1714.476
2004-12-03,1759.584
2004-12-06,1752.309
2004-12-07,1764.32
2004-12-08,1737.035
2004-12-09,1724.482
2004-12-10,1739.505
2004-12-13,1757.467
2004-12-14,1804.173
2004-12-15,1820.993
2004-12-16,1779.902
2004-12-17,1777.423
2004-12-20,1779.611
2004-12-21,1764.67
2004-12-22,1788.058
2004-12-23,1798.373
2004-12-24,1802.627
2004-12-27,1833.581
2004-12-28,1824.988
2004-12-29,1823.875
2004-12-30,1836.779
2004-12-31,1831.896
2005-01-03,1874.11
2005-01-04,1835.955
2005-01-05,1808.531
2005-01-06,1808.845
2005-01-07,1798.855
2005-01-10,1820.251
2005-01-11,1811.778
2005-01-12,1830.344
2005-01-13,1823.261
2005-01-14,1814.2
2005-01-17,1824.297
2005-01-18,1852.44
2005-01-19,1851.081
2005-01-20,1836.39
2005-01-21,1848.316
2005-01-24,1840.511
2005-01-25,1856.454
2005-01-26,1850.206
2005-01-27,1845.635
2005-01-28,1847.133
2005-01-31,1859.605
2005-02-01,1929.452
2005-02-02,1958.504
2005-02-03,1929.541
2005-02-04,1922.034
2005-02-07,1922.788
2005-02-08,1952.861
2005-02-09,1950.269
2005-02-10,1965.877
2005-02-11,1991.34
2005-02-14,1984.93
2005-02-15,1980.052
2005-02-16,1951.278
2005-02-17,1991.755
2005-02-18,1980.429
2005-02-21,1992.927
2005-02-22,2021.795
2005-02-23,2003.241
2005-02-24,1993.55
2005-02-25,2017.244
2005-02-28,2049.835
2005-03-01,2039.608
2005-03-02,2039.817
2005-03-03,2064.46
2005-03-04,2077.124
2005-03-07,2028.32
2005-03-08,2042.797
2005-03-09,2009.867
2005-03-10,2040.633
2005-03-11,2077.641
2005-03-14,2078.381
2005-03-15,2072.171
2005-03-16,2075.595
2005-03-17,2076.688
2005-03-18,2100.111
2005-03-21,2080.651
2005-03-22,2078.124
2005-03-23,2036.417
2005-03-24,2029.133
2005-03-25,2029.133
2005-03-28,2014.912
2005-03-29,2624.915
2005-03-30,2646.159
2005-03-31,2652.899
2005-04-01,2645.56
2005-04-04,2609.529
2005-04-05,2617.749
2005-04-06,2617.379
2005-04-07,2628.464
2005-04-08,2617.108
2005-04-11,2639.827
2005-04-12,2621.375
2005-04-13,2629.325
2005-04-14,2602.985
2005-04-15,2613.069
2005-04-18,2623.99
2005-04-19,2631.679
2005-04-20,2638.671
2005-04-21,2644.768
2005-04-22,2639.079
2005-04-25,2615.988
2005-04-26,2620.615
2005-04-27,2636.425
2005-04-28,2632.309
2005-04-29,2631.533
2005-05-02,2614.41
2005-05-03,2624.752
2005-05-04,2621.55
2005-05-05,2618.224
2005-05-06,2605.698
2005-05-09,2624.777
2005-05-10,2629.432
2005-05-11,2615.964
2005-05-12,2595.387
2005-05-13,2584.658
2005-05-16,2579.551
2005-05-17,2578.605
2005-05-18,2581.675
2005-05-19,2577.628
2005-05-20,2561.955
2005-05-23,2568.986
2005-05-24,2572.561
2005-05-25,2575.782
2005-05-26,2561.375
2005-05-27,2566.21
2005-05-30,2549.758
2005-05-31,2523.531
2005-06-01,2509.599
2005-06-02,2513.908
2005-06-03,2509.314
2005-06-06,2513.763
2005-06-07,2510.779
2005-06-08,2521.944
2005-06-09,2493.51
2005-06-10,2477.173
2005-06-13,2471.021
2005-06-14,2480.608
2005-06-15,2487.921
2005-06-16,2485.879
2005-06-17,2517.754
2005-06-20,2481.907
2006-05-31,485.722
