Date,ISRAEL SMID VALUE SMID (Small+Mid Cap)
2008-10-01,723.627
2008-10-02,684.829
2008-10-03,683.297
2008-10-06,618.427
2008-10-07,644.712
2008-10-08,631.378
2008-10-09,631.96
2008-10-10,630.703
2008-10-13,628.319
2008-10-14,634.922
2008-10-15,611.993
2008-10-16,590.652
2008-10-17,587.613
2008-10-20,587.864
2008-10-21,583.147
2008-10-22,590.747
2008-10-23,594.685
2008-10-24,593.121
2008-10-27,544.517
2008-10-28,540.881
2008-10-29,544.492
2008-10-30,551.693
2008-10-31,559.447
2008-11-03,577.133
2008-11-04,600.902
2008-11-05,587.977
2008-11-06,558.392
2008-11-07,560.066
2008-11-10,568.101
2008-11-11,536.053
2008-11-12,500.869
2008-11-13,473.609
2008-11-14,473.931
2008-11-17,459.617
2008-11-18,463.683
2008-11-19,459.553
2008-11-20,438.038
2008-11-21,441.728
2008-11-24,442.551
2008-11-25,484.037
2008-11-26,479.74
2008-11-27,476.828
2008-11-28,477.201
2008-12-01,462.035
2008-12-02,471.704
2008-12-03,454.884
2008-12-04,471.6
2008-12-05,472.293
2008-12-08,525.513
2008-12-09,528.576
2008-12-10,530.955
2008-12-11,523.505
2008-12-12,521.207
2008-12-15,491.218
2008-12-16,504.735
2008-12-17,518.696
2008-12-18,523.272
2008-12-19,519.913
2008-12-22,474.966
2008-12-23,461.804
2008-12-24,446.31
2008-12-25,445.34
2008-12-26,447.801
2008-12-29,443.788
2008-12-30,462.27
2008-12-31,468.687
2009-01-01,494.92
2009-01-02,497.989
2009-01-05,493.601
2009-01-06,511.383
2009-01-07,507.269
2009-01-08,492.62
2009-01-09,493.108
2009-01-12,498.445
2009-01-13,496.853
2009-01-14,476.041
2009-01-15,484.56
2009-01-16,491.092
2009-01-19,494.857
2009-01-20,494.83
2009-01-21,471.05
2009-01-22,460.505
2009-01-23,456.742
2009-01-26,471.224
2009-01-27,462.856
2009-01-28,478.359
2009-01-29,469.898
2009-01-30,467.608
2009-02-02,458.266
2009-02-03,470.79
2009-02-04,489.078
2009-02-05,496.185
2009-02-06,501.327
2009-02-09,516.726
2009-02-10,519.073
2009-02-11,498.373
2009-02-12,502.69
2009-02-13,503.575
2009-02-16,502.115
2009-02-17,486.37
2009-02-18,487.576
2009-02-19,481.723
2009-02-20,479.681
2009-02-23,465.002
2009-02-24,453.537
2009-02-25,454.451
2009-02-26,458.693
2009-02-27,462.474
2009-03-02,445.378
2009-03-03,444.676
2009-03-04,454.805
2009-03-05,440.456
2009-03-06,440.158
2009-03-09,435.54
2009-03-10,437.742
2009-03-11,460.605
2009-03-12,459.041
2009-03-13,459.52
2009-03-16,486.687
2009-03-17,489.599
2009-03-18,486.823
2009-03-19,505.38
2009-03-20,505.249
2009-03-23,524.786
2009-03-24,523.629
2009-03-25,528.482
2009-03-26,546.094
2009-03-27,542.562
2009-03-30,523.561
2009-03-31,539.796
2009-04-01,543.867
2009-04-02,581.07
2009-04-03,581.56
2009-04-06,573.846
2009-04-07,574.983
2009-04-08,574.516
2009-04-09,579.027
2009-04-10,579.027
2009-04-13,600.247
2009-04-14,596.284
2009-04-15,595.129
2009-04-16,610.461
2009-04-17,611.508
2009-04-20,580.086
2009-04-21,567.699
2009-04-22,572.975
2009-04-23,594.293
2009-04-24,597.923
2009-04-27,607.153
2009-04-28,608.41
2009-04-29,615.768
2009-04-30,639.823
2009-05-01,640.494
2009-05-04,651.047
2009-05-05,655.209
2009-05-06,671.321
2009-05-07,676.563
2009-05-08,683.538
2009-05-11,664.935
2009-05-12,672.78
2009-05-13,647.445
2009-05-14,650.67
2009-05-15,649.362
2009-05-18,660.119
2009-05-19,689.373
2009-05-20,710.807
2009-05-21,706.19
2009-05-22,714.449
2009-05-25,715.65
2009-05-26,705.182
2009-05-27,712.256
2009-05-28,714.033
2009-05-29,723.404
2009-06-01,757.956
2009-06-02,751.174
2009-06-03,729.214
2009-06-04,730.532
2009-06-05,726.843
2009-06-08,722.257
2009-06-09,742.321
2009-06-10,737.964
2009-06-11,734.522
2009-06-12,733.903
2009-06-15,698.677
2009-06-16,705.838
2009-06-17,693.158
2009-06-18,696.083
2009-06-19,695.907
2009-06-22,703.207
2009-06-23,705.511
2009-06-24,722.56
2009-06-25,703.107
2009-06-26,706.594
2009-06-29,738.252
2009-06-30,731.901
2009-07-01,753.156
2009-07-02,742.748
2009-07-03,741.192
2009-07-06,706.787
2009-07-07,713.695
2009-07-08,700.85
2009-07-09,701.749
2009-07-10,699.784
2009-07-13,715.198
2009-07-14,724.662
2009-07-15,742.855
2009-07-16,756.636
2009-07-17,753.108
2009-07-20,775.38
2009-07-21,797.946
2009-07-22,795.235
2009-07-23,809.511
2009-07-24,810.736
2009-07-27,833.305
2009-07-28,843.083
2009-07-29,849.328
2009-07-30,852.77
2009-07-31,854.228
2009-08-03,873.38
2009-08-04,848.485
2009-08-05,843.818
2009-08-06,851.237
2009-08-07,853.723
2009-08-10,834.316
2009-08-11,821.685
2009-08-12,831.748
2009-08-13,857.649
2009-08-14,853.744
2009-08-17,820.243
2009-08-18,833.667
2009-08-19,837.313
2009-08-20,855.1
2009-08-21,858.275
2009-08-24,887.015
2009-08-25,902.512
2009-08-26,895.709
2009-08-27,875.594
2009-08-28,876.216
2009-08-31,857.095
2009-09-01,871.48
2009-09-02,863.404
2009-09-03,884.663
2009-09-04,894.365
2009-09-07,884.616
2009-09-08,882.563
2009-09-09,884.029
2009-09-10,868.872
2009-09-11,872.448
2009-09-14,852.894
2009-09-15,871.13
2009-09-16,895.485
2009-09-17,896.534
2009-09-18,900.213
2009-09-21,896.666
2009-09-22,919.498
2009-09-23,918.371
2009-09-24,914.498
2009-09-25,909.809
2009-09-28,913.168
2009-09-29,919.27
2009-09-30,897.553
2009-10-01,908.992
2009-10-02,906.608
2009-10-05,912.321
2009-10-06,933.207
2009-10-07,928.673
2009-10-08,933.885
2009-10-09,932.848
2009-10-12,947.139
2009-10-13,943.946
2009-10-14,962.154
2009-10-15,963.914
2009-10-16,961.99
2009-10-19,966.416
2009-10-20,966.704
2009-10-21,969.877
2009-10-22,970.936
2009-10-23,970.36
2009-10-26,980.788
2009-10-27,972.833
2009-10-28,941.961
2009-10-29,939.881
2009-10-30,937.482
2009-11-02,910.037
2009-11-03,887.194
2009-11-04,907.423
2009-11-05,914.186
2009-11-06,917.548
2009-11-09,942.674
2009-11-10,938.714
2009-11-11,950.313
2009-11-12,937.776
2009-11-13,940.505
2009-11-16,948.701
2009-11-17,950.315
2009-11-18,953.932
2009-11-19,944.984
2009-11-20,942.35
2009-11-23,961.1
2009-11-24,961.082
2009-11-25,974.367
2009-11-26,956.331
2009-11-27,954.578
2009-11-30,959.614
2009-12-01,982.047
2009-12-02,985.266
2009-12-03,996.99
2009-12-04,992.212
2009-12-07,995.08
2009-12-08,981.855
2009-12-09,984.983
2009-12-10,1001.341
2009-12-11,998.371
2009-12-14,1000.434
2009-12-15,993.294
2009-12-16,998.786
2009-12-17,981.736
2009-12-18,978.117
2009-12-21,998.199
2009-12-22,1005.251
2009-12-23,1006.938
2009-12-24,1022.172
2009-12-25,1022.172
2009-12-28,1018.086
2009-12-29,1012.534
2009-12-30,1014.751
2009-12-31,1011.92
2010-01-01,1011.92
2010-01-04,1055.348
2010-01-05,1063.414
2010-01-06,1064.024
2010-01-07,1059.416
2010-01-08,1061.623
2010-01-11,1075.896
2010-01-12,1048.3
2010-01-13,1058.956
2010-01-14,1054.636
2010-01-15,1054.573
2010-01-18,1074.62
2010-01-19,1071.69
2010-01-20,1057.43
2010-01-21,1057.516
2010-01-22,1056.876
2010-01-25,1043.047
2010-01-26,1038.799
2010-01-27,1031.061
2010-01-28,1038.598
2010-01-29,1040.934
2010-02-01,1027.12
2010-02-02,1039.776
2010-02-03,1045.541
2010-02-04,1033.091
2010-02-05,1031.672
2010-02-08,1022.513
2010-02-09,1024.246
2010-02-10,1026.165
2010-02-11,1032.828
2010-02-12,1029.552
2010-02-15,1047.128
2010-02-16,1056.591
2010-02-17,1059.321
2010-02-18,1051.85
2010-02-19,1043.139
2010-02-22,1056.209
2010-02-23,1050.727
2010-02-24,1054.255
2010-02-25,1036.26
2010-02-26,1041.49
2010-03-01,1057.928
2010-03-02,1066.176
2010-03-03,1070.559
2010-03-04,1082.494
2010-03-05,1083.624
2010-03-08,1085.436
2010-03-09,1075.84
2010-03-10,1092.143
2010-03-11,1092.748
2010-03-12,1094.62
2010-03-15,1090.104
2010-03-16,1092.447
2010-03-17,1106.68
2010-03-18,1089.084
2010-03-19,1087.719
2010-03-22,1071.373
2010-03-23,1082.777
2010-03-24,1088.384
2010-03-25,1092.289
2010-03-26,1091.309
2010-03-29,1104.649
2010-03-30,1107.498
2010-03-31,1106.777
2010-04-01,1113.174
2010-04-02,1113.174
2010-04-05,1114.327
2010-04-06,1116.703
2010-04-07,1104.038
2010-04-08,1084.842
2010-04-09,1088.003
2010-04-12,1097.048
2010-04-13,1090.036
2010-04-14,1093.996
2010-04-15,1081.77
2010-04-16,1077.494
2010-04-19,1059.135
2010-04-20,1062.022
2010-04-21,1064.793
2010-04-22,1061.088
2010-04-23,1065.871
2010-04-26,1072.105
2010-04-27,1062.166
2010-04-28,1047.374
2010-04-29,1029.717
2010-04-30,1029.834
2010-05-03,1029.566
2010-05-04,995.882
2010-05-05,968.34
2010-05-06,965.101
2010-05-07,961.476
2010-05-10,1007.071
2010-05-11,983.11
2010-05-12,1002.429
2010-05-13,994.142
2010-05-14,989.282
2010-05-17,969.112
2010-05-18,964.713
2010-05-19,957.571
2010-05-20,916.164
2010-05-21,922.011
2010-05-24,925.957
2010-05-25,893.941
2010-05-26,908.66
2010-05-27,911.512
2010-05-28,914.389
2010-05-31,889.19
2010-06-01,885.508
2010-06-02,889.667
2010-06-03,909.066
2010-06-04,906.302
2010-06-07,884.445
2010-06-08,873.54
2010-06-09,883.647
2010-06-10,879.368
2010-06-11,878.798
2010-06-14,912.876
2010-06-15,920.693
2010-06-16,914.148
2010-06-17,916.132
2010-06-18,917.451
2010-06-21,939.437
2010-06-22,926.136
2010-06-23,913.171
2010-06-24,894.88
2010-06-25,893.607
2010-06-28,887.592
2010-06-29,869.62
2010-06-30,862.81
2010-07-01,854.096
2010-07-02,853.295
2010-07-05,869.728
2010-07-06,889.86
2010-07-07,874.472
2010-07-08,892.738
2010-07-09,893.257
2010-07-12,906.203
2010-07-13,917.003
2010-07-14,906.169
2010-07-15,905.43
2010-07-16,908.542
2010-07-19,892.251
2010-07-20,890.609
2010-07-21,902.446
2010-07-22,907.309
2010-07-23,909.215
2010-07-26,923.273
2010-07-27,933.636
2010-07-28,930.668
2010-07-29,941.287
2010-07-30,941.661
2010-08-02,962.608
2010-08-03,957.699
2010-08-04,963.685
2010-08-05,963.747
2010-08-06,965.961
2010-08-09,981.649
2010-08-10,965.885
2010-08-11,951.388
2010-08-12,943.017
2010-08-13,941.219
2010-08-16,953.33
2010-08-17,967.777
2010-08-18,972.678
2010-08-19,963.704
2010-08-20,958.767
2010-08-23,959.208
2010-08-24,935.482
2010-08-25,921.116
2010-08-26,943.445
2010-08-27,939.808
2010-08-30,941.305
2010-08-31,937.655
2010-09-01,956.116
2010-09-02,962.171
2010-09-03,963.699
2010-09-06,989.084
2010-09-07,983.939
2010-09-08,987.668
2010-09-09,988.48
2010-09-10,988.9
2010-09-13,992.864
2010-09-14,990.719
2010-09-15,984.627
2010-09-16,983.031
2010-09-17,983.295
2010-09-20,1014.818
2010-09-21,1035.871
2010-09-22,1040.836
2010-09-23,1038.937
2010-09-24,1047.002
2010-09-27,1039.404
2010-09-28,1040.137
2010-09-29,1049.852
2010-09-30,1051.44
2010-10-01,1051.296
2010-10-04,1059.075
2010-10-05,1079.608
2010-10-06,1075.223
2010-10-07,1059.132
2010-10-08,1056.778
2010-10-11,1084.18
2010-10-12,1076.023
2010-10-13,1098.059
2010-10-14,1105.305
2010-10-15,1107.767
2010-10-18,1107.582
2010-10-19,1092.421
2010-10-20,1094.857
2010-10-21,1111.747
2010-10-22,1106.686
2010-10-25,1113.372
2010-10-26,1086.959
2010-10-27,1083.182
2010-10-28,1093.564
2010-10-29,1095.522
2010-11-01,1107.163
2010-11-02,1114.923
2010-11-03,1105.214
2010-11-04,1127.86
2010-11-05,1124.606
2010-11-08,1117.506
2010-11-09,1127.097
2010-11-10,1117.32
2010-11-11,1097.106
2010-11-12,1091.358
2010-11-15,1106.115
2010-11-16,1103.886
2010-11-17,1105.015
2010-11-18,1123.673
2010-11-19,1127.84
2010-11-22,1131.656
2010-11-23,1106.577
2010-11-24,1114.882
2010-11-25,1113.369
2010-11-26,1105.94
2010-11-29,1100.112
2010-11-30,1083.036
2010-12-01,1097.507
2010-12-02,1111.081
2010-12-03,1118.767
2010-12-06,1137.239
2010-12-07,1148.234
2010-12-08,1149.177
2010-12-09,1149.576
2010-12-10,1152.137
2010-12-13,1161.342
2010-12-14,1163.98
2010-12-15,1169.295
2010-12-16,1172.082
2010-12-17,1173.73
2010-12-20,1163.26
2010-12-21,1164.765
2010-12-22,1165.882
2010-12-23,1167.083
2010-12-24,1168.546
2010-12-27,1161.809
2010-12-28,1174.138
2010-12-29,1189.679
2010-12-30,1201.129
2010-12-31,1201.807
2011-01-03,1226.899
2011-01-04,1229.253
2011-01-05,1217.714
2011-01-06,1210.733
2011-01-07,1207.603
2011-01-10,1177.284
2011-01-11,1205.012
2011-01-12,1214.943
2011-01-13,1215.042
2011-01-14,1214.871
2011-01-17,1213.885
2011-01-18,1215.256
2011-01-19,1215.037
2011-01-20,1183.99
2011-01-21,1183.139
2011-01-24,1174.261
2011-01-25,1174.814
2011-01-26,1177.692
2011-01-27,1172.53
2011-01-28,1155.063
2011-01-31,1098.972
2011-02-01,1091.778
2011-02-02,1100.521
2011-02-03,1089.025
2011-02-04,1080.935
2011-02-07,1128.201
2011-02-08,1139.225
2011-02-09,1126.361
2011-02-10,1108.079
2011-02-11,1107.357
2011-02-14,1133.246
2011-02-15,1135.152
2011-02-16,1167.247
2011-02-17,1157.635
2011-02-18,1159.2
2011-02-21,1161.876
2011-02-22,1137.173
2011-02-23,1121.22
2011-02-24,1091.761
2011-02-25,1094.304
2011-02-28,1110.552
2011-03-01,1088.775
2011-03-02,1075.54
2011-03-03,1086.304
2011-03-04,1087.192
2011-03-07,1095.5
2011-03-08,1092.941
2011-03-09,1087.181
2011-03-10,1091.398
2011-03-11,1091.474
2011-03-14,1092.078
2011-03-15,1084.58
2011-03-16,1097.979
2011-03-17,1120.523
2011-03-18,1126.414
2011-03-21,1155.405
2011-03-22,1161.431
2011-03-23,1135.95
2011-03-24,1128.834
2011-03-25,1130.821
2011-03-28,1163.761
2011-03-29,1177.085
2011-03-30,1188.482
2011-03-31,1204.444
2011-04-01,1203.855
2011-04-04,1206.153
2011-04-05,1196.493
2011-04-06,1197.665
2011-04-07,1184.205
2011-04-08,1189.462
2011-04-11,1208.399
2011-04-12,1203.629
2011-04-13,1217.158
2011-04-14,1205.577
2011-04-15,1205.56
2011-04-18,1201.575
2011-04-19,1211.647
2011-04-20,1224.092
2011-04-21,1233.66
2011-04-22,1233.66
2011-04-25,1230.493
2011-04-26,1218.203
2011-04-27,1203.672
2011-04-28,1198.516
2011-04-29,1208.388
2011-05-02,1186.545
2011-05-03,1171.801
2011-05-04,1185.427
2011-05-05,1160.835
2011-05-06,1154.119
2011-05-09,1152.988
2011-05-10,1154.44
2011-05-11,1158.275
2011-05-12,1140.271
2011-05-13,1140.287
2011-05-16,1119.744
2011-05-17,1109.679
2011-05-18,1121.668
2011-05-19,1130.749
2011-05-20,1132.532
2011-05-23,1096.53
2011-05-24,1093.076
2011-05-25,1071.597
2011-05-26,1080.187
2011-05-27,1083.871
2011-05-30,1111.254
2011-05-31,1133.952
2011-06-01,1116.209
2011-06-02,1106.142
2011-06-03,1112.958
2011-06-06,1110.804
2011-06-07,1115.727
2011-06-08,1113.904
2011-06-09,1095.73
2011-06-10,1088.868
2011-06-13,1082.314
2011-06-14,1097.251
2011-06-15,1065.859
2011-06-16,1053.13
2011-06-17,1064.178
2011-06-20,1047.218
2011-06-21,1070.865
2011-06-22,1082.684
2011-06-23,1046.793
2011-06-24,1051.232
2011-06-27,1054.53
2011-06-28,1066.547
2011-06-29,1078.609
2011-06-30,1082.81
2011-07-01,1085.841
2011-07-04,1110.015
2011-07-05,1102.974
2011-07-06,1093.138
2011-07-07,1110.268
2011-07-08,1106.231
2011-07-11,1080.106
2011-07-12,1073.724
2011-07-13,1076.814
2011-07-14,1077.304
2011-07-15,1069.27
2011-07-18,1055.46
2011-07-19,1062.934
2011-07-20,1072.458
2011-07-21,1086.755
2011-07-22,1088.513
2011-07-25,1087.429
2011-07-26,1089.942
2011-07-27,1075.717
2011-07-28,1052.905
2011-07-29,1057.266
2011-08-01,1023.525
2011-08-02,1003.94
2011-08-03,990.046
2011-08-04,960.088
2011-08-05,950.673
2011-08-08,872.587
2011-08-09,861.946
2011-08-10,826.429
2011-08-11,819.395
2011-08-12,818.066
2011-08-15,858.376
2011-08-16,843.277
2011-08-17,865.362
2011-08-18,829.363
2011-08-19,829.862
2011-08-22,853.398
2011-08-23,849.007
2011-08-24,840.709
2011-08-25,822.057
2011-08-26,819.445
2011-08-29,855.377
2011-08-30,856.843
2011-08-31,875.047
2011-09-01,876.241
2011-09-02,869.864
2011-09-05,820.923
2011-09-06,783.11
2011-09-07,803.143
2011-09-08,790.584
2011-09-09,786.481
2011-09-12,730.689
2011-09-13,747.308
2011-09-14,760.052
2011-09-15,786.378
2011-09-16,790.733
2011-09-19,758.984
2011-09-20,790.925
2011-09-21,799.155
2011-09-22,762.763
2011-09-23,767.641
2011-09-26,777.977
2011-09-27,799.808
2011-09-28,796.799
2011-09-29,795.858
2011-09-30,789.796
2011-10-03,793.045
2011-10-04,768.432
2011-10-05,786.229
2011-10-06,792.484
2011-10-07,794.626
2011-10-10,828.876
2011-10-11,839.036
2011-10-12,846.682
2011-10-13,843.504
2011-10-14,844.772
2011-10-17,898.067
2011-10-18,896.973
2011-10-19,900.01
2011-10-20,891.228
2011-10-21,899.478
2011-10-24,904.3
2011-10-25,895.234
2011-10-26,895.896
2011-10-27,935.256
2011-10-28,942.336
2011-10-31,907.098
2011-11-01,862.704
2011-11-02,868.682
2011-11-03,866.484
2011-11-04,868.494
2011-11-07,872.97
2011-11-08,881.268
2011-11-09,845.901
2011-11-10,848.878
2011-11-11,851.604
2011-11-14,867.775
2011-11-15,855.225
2011-11-16,849.89
2011-11-17,839.918
2011-11-18,840.426
2011-11-21,788.068
2011-11-22,772.244
2011-11-23,763.02
2011-11-24,746.882
2011-11-25,746.97
2011-11-28,786.68
2011-11-29,761.9
2011-11-30,795.162
2011-12-01,803.084
2011-12-02,802.013
2011-12-05,817.315
2011-12-06,794.31
2011-12-07,776.72
2011-12-08,779.65
2011-12-09,779.288
2011-12-12,770.986
2011-12-13,775.508
2011-12-14,763.657
2011-12-15,772.118
2011-12-16,775.311
2011-12-19,771.938
2011-12-20,778.019
2011-12-21,764.681
2011-12-22,755.692
2011-12-23,755.791
2011-12-26,775.543
2011-12-27,779.284
2011-12-28,768.87
2011-12-29,756.348
2011-12-30,753.925
2012-01-02,772.389
2012-01-03,779.286
2012-01-04,766.808
2012-01-05,770.985
2012-01-06,770.265
2012-01-09,765.861
2012-01-10,779.161
2012-01-11,773.62
2012-01-12,784.397
2012-01-13,780.354
2012-01-16,777.095
2012-01-17,791.452
2012-01-18,801.7
2012-01-19,803.522
2012-01-20,805.725
2012-01-23,800.922
2012-01-24,787.449
2012-01-25,776.742
2012-01-26,793.834
2012-01-27,791.236
2012-01-30,777.907
2012-01-31,790.557
2012-02-01,796.296
2012-02-02,798.368
2012-02-03,800.574
2012-02-06,799.039
2012-02-07,798.055
2012-02-08,796.808
2012-02-09,798.173
2012-02-10,794.689
2012-02-13,803.738
2012-02-14,799.262
2012-02-15,791.966
2012-02-16,779.412
2012-02-17,785.06
2012-02-20,793.982
2012-02-21,789.861
2012-02-22,774.297
2012-02-23,759.309
2012-02-24,755.029
2012-02-27,735.744
2012-02-28,724.0
2012-02-29,734.025
2012-03-01,736.737
2012-03-02,731.728
2012-03-05,737.848
2012-03-06,717.696
2012-03-07,717.108
2012-03-08,724.22
2012-03-09,721.688
2012-03-12,715.177
2012-03-13,722.063
2012-03-14,749.243
2012-03-15,752.306
2012-03-16,757.702
2012-03-19,767.228
2012-03-20,762.343
2012-03-21,763.011
2012-03-22,769.451
2012-03-23,773.277
2012-03-26,794.746
2012-03-27,796.412
2012-03-28,785.926
2012-03-29,770.819
2012-03-30,776.557
2012-04-02,786.045
2012-04-03,791.645
2012-04-04,783.79
2012-04-05,784.544
2012-04-06,784.544
2012-04-09,775.765
2012-04-10,780.159
2012-04-11,770.99
2012-04-12,773.615
2012-04-13,774.194
2012-04-16,766.523
2012-04-17,777.316
2012-04-18,777.219
2012-04-19,772.461
2012-04-20,773.211
2012-04-23,766.113
2012-04-24,776.65
2012-04-25,775.606
2012-04-26,775.203
2012-04-27,776.505
2012-04-30,776.201
2012-05-01,774.825
2012-05-02,765.7
2012-05-03,766.564
2012-05-04,766.128
2012-05-07,752.901
2012-05-08,752.599
2012-05-09,742.35
2012-05-10,746.475
2012-05-11,745.644
2012-05-14,727.286
2012-05-15,704.989
2012-05-16,693.201
2012-05-17,666.569
2012-05-18,668.742
2012-05-21,665.951
2012-05-22,666.316
2012-05-23,648.383
2012-05-24,646.144
2012-05-25,645.248
2012-05-28,644.926
2012-05-29,639.767
2012-05-30,632.297
2012-05-31,633.429
2012-06-01,632.658
2012-06-04,625.658
2012-06-05,630.56
2012-06-06,642.78
2012-06-07,655.75
2012-06-08,654.06
2012-06-11,641.433
2012-06-12,638.313
2012-06-13,628.72
2012-06-14,625.933
2012-06-15,629.345
2012-06-18,631.231
2012-06-19,634.608
2012-06-20,624.023
2012-06-21,612.662
2012-06-22,610.387
2012-06-25,596.317
2012-06-26,589.851
2012-06-27,590.381
2012-06-28,578.925
2012-06-29,584.126
2012-07-02,595.058
2012-07-03,595.214
2012-07-04,592.185
2012-07-05,591.058
2012-07-06,590.27
2012-07-09,583.911
2012-07-10,589.362
2012-07-11,593.04
2012-07-12,590.134
2012-07-13,592.845
2012-07-16,579.758
2012-07-17,572.951
2012-07-18,566.347
2012-07-19,559.56
2012-07-20,559.525
2012-07-23,542.753
2012-07-24,536.149
2012-07-25,536.398
2012-07-26,539.07
2012-07-27,543.367
2012-07-30,544.049
2012-07-31,551.71
2012-08-01,563.402
2012-08-02,560.074
2012-08-03,563.772
2012-08-06,566.923
2012-08-07,572.831
2012-08-08,573.003
2012-08-09,569.133
2012-08-10,568.278
2012-08-13,529.271
2012-08-14,538.919
2012-08-15,536.857
2012-08-16,553.469
2012-08-17,552.072
2012-08-20,557.371
2012-08-21,566.184
2012-08-22,565.37
2012-08-23,564.309
2012-08-24,561.757
2012-08-27,560.781
2012-08-28,558.807
2012-08-29,566.145
2012-08-30,568.45
2012-08-31,571.941
2012-09-03,568.654
2012-09-04,561.407
2012-09-05,559.707
2012-09-06,562.629
2012-09-07,569.293
2012-09-10,594.32
2012-09-11,602.847
2012-09-12,609.542
2012-09-13,609.904
2012-09-14,619.927
2012-09-17,619.465
2012-09-18,619.036
2012-09-19,623.447
2012-09-20,621.046
2012-09-21,621.611
2012-09-24,651.675
2012-09-25,654.275
2012-09-26,649.261
2012-09-27,664.309
2012-09-28,663.302
2012-10-01,665.345
2012-10-02,697.385
2012-10-03,705.999
2012-10-04,703.858
2012-10-05,707.465
2012-10-08,702.649
2012-10-09,700.598
2012-10-10,703.121
2012-10-11,712.249
2012-10-12,715.379
2012-10-15,739.619
2012-10-16,749.357
2012-10-17,750.346
2012-10-18,745.251
2012-10-19,742.105
2012-10-22,744.109
2012-10-23,724.229
2012-10-24,730.641
2012-10-25,736.903
2012-10-26,735.001
2012-10-29,724.213
2012-10-30,735.31
2012-10-31,734.09
2012-11-01,739.274
2012-11-02,735.648
2012-11-05,737.353
2012-11-06,745.444
2012-11-07,735.627
2012-11-08,729.271
2012-11-09,728.384
2012-11-12,717.417
2012-11-13,720.66
2012-11-14,707.342
2012-11-15,705.637
2012-11-16,702.606
2012-11-19,728.347
2012-11-20,728.649
2012-11-21,733.518
2012-11-22,747.27
2012-11-23,750.751
2012-11-26,764.692
2012-11-27,766.612
2012-11-28,760.827
2012-11-29,776.746
2012-11-30,778.713
2012-12-03,778.269
2012-12-04,773.228
2012-12-05,774.938
2012-12-06,771.136
2012-12-07,769.828
2012-12-10,772.653
2012-12-11,783.661
2012-12-12,794.158
2012-12-13,778.821
2012-12-14,778.062
2012-12-17,775.814
2012-12-18,791.153
2012-12-19,800.636
2012-12-20,808.075
2012-12-21,808.938
2012-12-24,781.688
2012-12-25,773.884
2012-12-26,779.092
2012-12-27,786.692
2012-12-28,785.187
2012-12-31,788.649
2013-01-01,816.395
2013-01-02,825.594
2013-01-03,808.447
2013-01-04,803.684
2013-01-07,795.343
2013-01-08,798.758
2013-01-09,806.592
2013-01-10,818.89
2013-01-11,824.13
2013-01-14,823.719
2013-01-15,814.521
2013-01-16,809.845
2013-01-17,813.108
2013-01-18,811.352
2013-01-21,795.078
2013-01-22,794.812
2013-01-23,809.737
2013-01-24,815.934
2013-01-25,815.242
2013-01-28,812.703
2013-01-29,805.236
2013-01-30,798.132
2013-01-31,800.83
2013-02-01,810.084
2013-02-04,816.595
2013-02-05,827.534
2013-02-06,826.952
2013-02-07,836.687
2013-02-08,839.889
2013-02-11,835.358
2013-02-12,845.573
2013-02-13,849.439
2013-02-14,844.017
2013-02-15,841.96
2013-02-18,845.514
2013-02-19,851.695
2013-02-20,871.036
2013-02-21,843.329
2013-02-22,837.544
2013-02-25,835.348
2013-02-26,831.323
2013-02-27,835.855
2013-02-28,845.284
2013-03-01,839.958
2013-03-04,834.549
2013-03-05,844.338
2013-03-06,847.149
2013-03-07,842.596
2013-03-08,847.71
2013-03-11,853.791
2013-03-12,853.564
2013-03-13,847.318
2013-03-14,851.903
2013-03-15,855.261
2013-03-18,861.119
2013-03-19,865.026
2013-03-20,869.512
2013-03-21,860.288
2013-03-22,863.849
2013-03-25,876.718
2013-03-26,877.492
2013-03-27,875.854
2013-03-28,871.594
2013-03-29,871.594
2013-04-01,870.696
2013-04-02,880.736
2013-04-03,875.577
2013-04-04,862.725
2013-04-05,863.736
2013-04-08,863.092
2013-04-09,864.762
2013-04-10,868.186
2013-04-11,867.311
2013-04-12,867.79
2013-04-15,865.743
2013-04-16,867.5
2013-04-17,857.851
2013-04-18,846.7
2013-04-19,846.56
2013-04-22,839.494
2013-04-23,850.159
2013-04-24,859.532
2013-04-25,859.986
2013-04-26,861.778
2013-04-29,864.179
2013-04-30,874.108
2013-05-01,875.708
2013-05-02,879.72
2013-05-03,882.8
2013-05-06,883.822
2013-05-07,889.238
2013-05-08,892.749
2013-05-09,878.794
2013-05-10,872.266
2013-05-13,867.234
2013-05-14,857.18
2013-05-15,852.63
2013-05-16,863.837
2013-05-17,856.356
2013-05-20,865.8
2013-05-21,872.232
2013-05-22,865.964
2013-05-23,853.941
2013-05-24,854.691
2013-05-27,862.431
2013-05-28,879.291
2013-05-29,873.236
2013-05-30,877.176
2013-05-31,873.435
2013-06-03,885.782
2013-06-04,890.451
2013-06-05,887.48
2013-06-06,900.856
2013-06-07,901.417
2013-06-10,903.593
2013-06-11,891.555
2013-06-12,893.635
2013-06-13,889.387
2013-06-14,893.447
2013-06-17,914.498
2013-06-18,913.775
2013-06-19,907.251
2013-06-20,876.527
2013-06-21,875.638
2013-06-24,865.839
2013-06-25,878.455
2013-06-26,866.588
2013-06-27,867.797
2013-06-28,864.257
2013-07-01,873.69
2013-07-02,877.298
