Date,CANADA SMID GROWTH SMID (Small+Mid Cap)
2001-11-26,262.049
2001-11-27,262.89
2001-11-28,261.106
2001-11-29,264.565
2001-11-30,267.405
2001-12-03,266.008
2001-12-04,268.785
2001-12-05,276.308
2001-12-06,275.522
2001-12-07,277.506
2001-12-10,275.738
2001-12-11,275.787
2001-12-12,279.444
2001-12-13,275.39
2001-12-14,275.094
2001-12-17,278.059
2001-12-18,277.458
2001-12-19,274.251
2001-12-20,273.696
2001-12-21,276.49
2001-12-24,275.239
2001-12-25,275.239
2001-12-26,275.156
2001-12-27,280.184
2001-12-28,281.865
2001-12-31,282.73
2002-01-01,282.73
2002-01-02,281.433
2002-01-03,285.424
2002-01-04,287.735
2002-01-07,288.114
2002-01-08,288.115
2002-01-09,289.449
2002-01-10,287.457
2002-01-11,286.698
2002-01-14,282.909
2002-01-15,285.28
2002-01-16,283.638
2002-01-17,282.329
2002-01-18,280.255
2002-01-21,279.023
2002-01-22,278.811
2002-01-23,279.193
2002-01-24,282.724
2002-01-25,280.099
2002-01-28,279.414
2002-01-29,282.643
2002-01-30,281.439
2002-01-31,283.446
2002-02-01,286.984
2002-02-04,283.039
2002-02-05,279.914
2002-02-06,276.791
2002-02-07,275.452
2002-02-08,278.072
2002-02-11,281.328
2002-02-12,280.142
2002-02-13,282.323
2002-02-14,282.592
2002-02-15,280.683
2002-02-18,281.389
2002-02-19,280.776
2002-02-20,277.435
2002-02-21,276.242
2002-02-22,275.503
2002-02-25,277.253
2002-02-26,277.293
2002-02-27,278.729
2002-02-28,280.344
2002-03-01,283.967
2002-03-04,290.928
2002-03-05,293.216
2002-03-06,296.938
2002-03-07,299.041
2002-03-08,298.241
2002-03-11,299.255
2002-03-12,297.944
2002-03-13,295.924
2002-03-14,295.103
2002-03-15,295.887
2002-03-18,296.989
2002-03-19,299.426
2002-03-20,300.351
2002-03-21,297.8
2002-03-22,299.813
2002-03-25,294.053
2002-03-26,292.823
2002-03-27,295.52
2002-03-28,295.051
2002-03-29,295.051
2002-04-01,295.4
2002-04-02,296.157
2002-04-03,295.826
2002-04-04,295.968
2002-04-05,295.804
2002-04-08,294.394
2002-04-09,292.588
2002-04-10,292.799
2002-04-11,289.734
2002-04-12,292.092
2002-04-15,292.097
2002-04-16,297.626
2002-04-17,300.96
2002-04-18,299.323
2002-04-19,300.932
2002-04-22,298.749
2002-04-23,296.81
2002-04-24,297.428
2002-04-25,295.388
2002-04-26,294.659
2002-04-29,291.288
2002-04-30,292.457
2002-05-01,292.808
2002-05-02,293.965
2002-05-03,293.467
2002-05-06,291.703
2002-05-07,291.031
2002-05-08,296.009
2002-05-09,293.253
2002-05-10,292.926
2002-05-13,297.722
2002-05-14,300.039
2002-05-15,301.044
2002-05-16,302.103
2002-05-17,304.412
2002-05-20,304.765
2002-05-21,305.443
2002-05-22,304.426
2002-05-23,305.587
2002-05-24,304.466
2002-05-27,304.801
2002-05-28,305.175
2002-05-29,304.334
2002-05-30,301.665
2002-05-31,305.76
2002-06-03,304.672
2002-06-04,304.923
2002-06-05,302.074
2002-06-06,300.728
2002-06-07,297.595
2002-06-10,293.384
2002-06-11,292.432
2002-06-12,290.752
2002-06-13,287.274
2002-06-14,284.701
2002-06-17,287.083
2002-06-18,287.694
2002-06-19,284.776
2002-06-20,286.767
2002-06-21,286.925
2002-06-24,289.602
2002-06-25,285.727
2002-06-26,282.573
2002-06-27,283.93
2002-06-28,283.783
2002-07-01,284.264
2002-07-02,277.254
2002-07-03,276.475
2002-07-04,276.133
2002-07-05,281.093
2002-07-08,283.648
2002-07-09,283.903
2002-07-10,278.692
2002-07-11,273.84
2002-07-12,273.109
2002-07-15,266.041
2002-07-16,267.095
2002-07-17,265.53
2002-07-18,264.128
2002-07-19,260.549
2002-07-22,251.089
2002-07-23,239.076
2002-07-24,243.127
2002-07-25,239.165
2002-07-26,237.494
2002-07-29,246.642
2002-07-30,249.865
2002-07-31,249.175
2002-08-01,247.877
2002-08-02,246.797
2002-08-05,245.912
2002-08-06,243.327
2002-08-07,243.635
2002-08-08,247.743
2002-08-09,250.997
2002-08-12,249.41
2002-08-13,248.066
2002-08-14,248.22
2002-08-15,250.648
2002-08-16,251.86
2002-08-19,254.078
2002-08-20,252.652
2002-08-21,254.755
2002-08-22,260.395
2002-08-23,256.734
2002-08-26,260.234
2002-08-27,259.486
2002-08-28,255.761
2002-08-29,256.159
2002-08-30,255.932
2002-09-02,256.68
2002-09-03,252.548
2002-09-04,252.27
2002-09-05,250.049
2002-09-06,250.75
2002-09-09,253.072
2002-09-10,252.74
2002-09-11,254.746
2002-09-12,250.561
2002-09-13,248.834
2002-09-16,248.904
2002-09-17,245.297
2002-09-18,241.432
2002-09-19,239.616
2002-09-20,240.4
2002-09-23,234.139
2002-09-24,233.11
2002-09-25,237.3
2002-09-26,239.616
2002-09-27,238.575
2002-09-30,237.966
2002-10-01,238.311
2002-10-02,234.663
2002-10-03,232.392
2002-10-04,229.025
2002-10-07,224.312
2002-10-08,222.828
2002-10-09,218.646
2002-10-10,221.34
2002-10-11,228.256
2002-10-14,228.707
2002-10-15,235.803
2002-10-16,234.264
2002-10-17,240.413
2002-10-18,240.949
2002-10-21,243.975
2002-10-22,243.027
2002-10-23,244.416
2002-10-24,244.267
2002-10-25,246.081
2002-10-28,248.954
2002-10-29,245.108
2002-10-30,246.353
2002-10-31,245.301
2002-11-01,249.912
2002-11-04,253.002
2002-11-05,252.72
2002-11-06,254.665
2002-11-07,252.623
2002-11-08,251.28
2002-11-11,246.906
2002-11-12,247.911
2002-11-13,245.554
2002-11-14,247.646
2002-11-15,250.08
2002-11-18,249.769
2002-11-19,247.098
2002-11-20,248.884
2002-11-21,251.354
2002-11-22,249.73
2002-11-25,252.932
2002-11-26,251.155
2002-11-27,255.164
2002-11-28,255.906
2002-11-29,256.501
2002-12-02,258.875
2002-12-03,258.655
2002-12-04,257.523
2002-12-05,254.94
2002-12-06,255.133
2002-12-09,252.827
2002-12-10,255.629
2002-12-11,255.489
2002-12-12,258.233
2002-12-13,258.251
2002-12-16,260.78
2002-12-17,258.445
2002-12-18,256.045
2002-12-19,255.835
2002-12-20,257.412
2002-12-23,260.878
2002-12-24,260.164
2002-12-25,260.164
2002-12-26,259.591
2002-12-27,257.856
2002-12-30,255.727
2002-12-31,256.802
2003-01-01,256.802
2003-01-02,260.797
2003-01-03,263.411
2003-01-06,265.371
2003-01-07,263.763
2003-01-08,263.081
2003-01-09,265.739
2003-01-10,267.528
2003-01-13,267.675
2003-01-14,265.954
2003-01-15,267.743
2003-01-16,268.613
2003-01-17,265.976
2003-01-20,264.817
2003-01-21,264.478
2003-01-22,264.735
2003-01-23,268.225
2003-01-24,266.926
2003-01-27,262.588
2003-01-28,261.723
2003-01-29,262.226
2003-01-30,261.416
2003-01-31,261.374
2003-02-03,262.398
2003-02-04,262.73
2003-02-05,260.934
2003-02-06,259.952
2003-02-07,257.501
2003-02-10,254.807
2003-02-11,256.803
2003-02-12,254.423
2003-02-13,255.906
2003-02-14,255.603
2003-02-17,256.448
2003-02-18,257.517
2003-02-19,258.397
2003-02-20,260.376
2003-02-21,260.059
2003-02-24,260.378
2003-02-25,257.827
2003-02-26,258.416
2003-02-27,259.677
2003-02-28,260.257
2003-03-03,257.105
2003-03-04,256.95
2003-03-05,256.544
2003-03-06,253.116
2003-03-07,253.39
2003-03-10,250.391
2003-03-11,249.458
2003-03-12,247.043
2003-03-13,249.542
2003-03-14,250.809
2003-03-17,255.506
2003-03-18,257.15
2003-03-19,255.205
2003-03-20,256.554
2003-03-21,257.259
2003-03-24,251.077
2003-03-25,252.558
2003-03-26,253.71
2003-03-27,254.196
2003-03-28,256.99
2003-03-31,255.472
2003-04-01,253.058
2003-04-02,254.546
2003-04-03,254.528
2003-04-04,254.637
2003-04-07,254.034
2003-04-08,254.753
2003-04-09,254.533
2003-04-10,256.68
2003-04-11,257.407
2003-04-14,258.345
2003-04-15,259.994
2003-04-16,260.954
2003-04-17,264.035
2003-04-18,264.035
2003-04-21,265.739
2003-04-22,267.689
2003-04-23,267.379
2003-04-24,263.763
2003-04-25,261.676
2003-04-28,264.399
2003-04-29,264.935
2003-04-30,269.084
2003-05-01,273.163
2003-05-02,275.627
2003-05-05,279.797
2003-05-06,281.876
2003-05-07,280.452
2003-05-08,280.58
2003-05-09,283.048
2003-05-12,286.172
2003-05-13,282.555
2003-05-14,286.533
2003-05-15,287.319
2003-05-16,287.571
2003-05-19,289.125
2003-05-20,289.125
2003-05-21,291.207
2003-05-22,290.627
2003-05-23,289.106
2003-05-26,289.064
2003-05-27,293.572
2003-05-28,292.361
2003-05-29,294.71
2003-05-30,299.162
2003-06-02,301.431
2003-06-03,298.378
2003-06-04,307.159
2003-06-05,313.16
2003-06-06,311.148
2003-06-09,307.119
2003-06-10,306.172
2003-06-11,311.422
2003-06-12,312.899
2003-06-13,312.806
2003-06-16,315.388
2003-06-17,317.123
2003-06-18,318.794
2003-06-19,314.453
2003-06-20,314.227
2003-06-23,308.938
2003-06-24,306.364
2003-06-25,312.382
2003-06-26,311.391
2003-06-27,310.218
2003-06-30,308.973
2003-07-01,311.091
2003-07-02,315.159
2003-07-03,316.841
2003-07-04,316.052
2003-07-07,317.77
2003-07-08,316.295
2003-07-09,314.382
2003-07-10,310.038
2003-07-11,310.638
2003-07-14,313.909
2003-07-15,308.118
2003-07-16,306.272
2003-07-17,302.921
2003-07-18,301.144
2003-07-21,303.57
2003-07-22,304.93
2003-07-23,310.456
2003-07-24,316.154
2003-07-25,319.336
2003-07-28,320.656
2003-07-29,317.947
2003-07-30,315.056
2003-07-31,316.374
2003-08-01,319.645
2003-08-04,317.683
2003-08-05,316.066
2003-08-06,313.885
2003-08-07,316.585
2003-08-08,319.315
2003-08-11,323.852
2003-08-12,324.981
2003-08-13,326.43
2003-08-14,327.987
2003-08-15,328.061
2003-08-18,328.702
2003-08-19,329.934
2003-08-20,331.801
2003-08-21,331.976
2003-08-22,329.842
2003-08-25,330.248
2003-08-26,330.185
2003-08-27,331.78
2003-08-28,334.415
2003-08-29,337.33
2003-09-01,338.709
2003-09-02,338.783
2003-09-03,340.454
2003-09-04,343.56
2003-09-05,344.983
2003-09-08,346.691
2003-09-09,351.388
2003-09-10,346.042
2003-09-11,347.413
2003-09-12,347.768
2003-09-15,347.174
2003-09-16,349.541
2003-09-17,349.439
2003-09-18,351.389
2003-09-19,356.493
2003-09-22,356.578
2003-09-23,357.806
2003-09-24,353.724
2003-09-25,351.863
2003-09-26,345.37
2003-09-29,346.654
2003-09-30,347.162
2003-10-01,351.459
2003-10-02,355.471
2003-10-03,354.16
2003-10-06,356.261
2003-10-07,359.733
2003-10-08,361.717
2003-10-09,363.62
2003-10-10,366.634
2003-10-13,367.119
2003-10-14,371.116
2003-10-15,370.21
2003-10-16,374.686
2003-10-17,370.333
2003-10-20,368.799
2003-10-21,374.293
2003-10-22,373.784
2003-10-23,367.47
2003-10-24,367.782
2003-10-27,370.855
2003-10-28,373.153
2003-10-29,378.103
2003-10-30,377.249
2003-10-31,377.573
2003-11-03,377.467
2003-11-04,377.855
2003-11-05,378.207
2003-11-06,377.344
2003-11-07,380.088
2003-11-10,380.793
2003-11-11,377.644
2003-11-12,384.444
2003-11-13,384.346
2003-11-14,383.034
2003-11-17,382.129
2003-11-18,384.831
2003-11-19,386.975
2003-11-20,384.818
2003-11-21,381.414
2003-11-24,379.681
2003-11-25,380.597
2003-11-26,387.914
2003-11-27,387.991
2003-11-28,391.8
2003-12-01,396.43
2003-12-02,399.492
2003-12-03,396.357
2003-12-04,393.661
2003-12-05,396.803
2003-12-08,396.703
2003-12-09,389.805
2003-12-10,383.303
2003-12-11,384.252
2003-12-12,389.695
2003-12-15,389.045
2003-12-16,388.489
2003-12-17,388.609
2003-12-18,390.413
2003-12-19,386.49
2003-12-22,389.034
2003-12-23,396.075
2003-12-24,398.954
2003-12-25,398.954
2003-12-26,401.584
2003-12-29,409.006
2003-12-30,408.642
2003-12-31,413.13
2004-01-01,413.13
2004-01-02,415.918
2004-01-05,428.394
2004-01-06,429.098
2004-01-07,425.591
2004-01-08,427.211
2004-01-09,429.775
2004-01-12,427.444
2004-01-13,426.921
2004-01-14,419.65
2004-01-15,415.774
2004-01-16,419.731
2004-01-19,424.502
2004-01-20,433.098
2004-01-21,426.451
2004-01-22,424.429
2004-01-23,424.895
2004-01-26,422.895
2004-01-27,424.28
2004-01-28,414.141
2004-01-29,406.732
2004-01-30,408.893
2004-02-02,409.101
2004-02-03,412.135
2004-02-04,407.349
2004-02-05,410.569
2004-02-06,420.698
2004-02-09,425.297
2004-02-10,425.958
2004-02-11,427.633
2004-02-12,429.903
2004-02-13,430.019
2004-02-16,430.856
2004-02-17,434.843
2004-02-18,430.986
2004-02-19,423.745
2004-02-20,415.864
2004-02-23,413.127
2004-02-24,415.728
2004-02-25,416.693
2004-02-26,420.027
2004-02-27,423.562
2004-03-01,432.94
2004-03-02,428.897
2004-03-03,425.072
2004-03-04,428.946
2004-03-05,440.188
2004-03-08,436.124
2004-03-09,432.418
2004-03-10,418.424
2004-03-11,416.724
2004-03-12,418.925
2004-03-15,413.497
2004-03-16,416.64
2004-03-17,417.488
2004-03-18,422.226
2004-03-19,423.744
2004-03-22,417.853
2004-03-23,415.752
2004-03-24,410.268
2004-03-25,420.281
2004-03-26,421.997
2004-03-29,427.631
2004-03-30,433.098
2004-03-31,430.657
2004-04-01,435.846
2004-04-02,441.526
2004-04-05,445.787
2004-04-06,447.08
2004-04-07,443.384
2004-04-08,440.185
2004-04-09,440.185
2004-04-12,441.889
2004-04-13,430.955
2004-04-14,422.724
2004-04-15,423.764
2004-04-16,428.831
2004-04-19,428.975
2004-04-20,420.655
2004-04-21,416.55
2004-04-22,422.114
2004-04-23,420.681
2004-04-26,422.839
2004-04-27,416.519
2004-04-28,398.828
2004-04-29,397.794
2004-04-30,396.131
2004-05-03,398.106
2004-05-04,408.898
2004-05-05,409.408
2004-05-06,403.602
2004-05-07,393.745
2004-05-10,383.996
2004-05-11,389.381
2004-05-12,389.747
2004-05-13,386.419
2004-05-14,389.523
2004-05-17,390.39
2004-05-18,391.383
2004-05-19,401.275
2004-05-20,400.972
2004-05-21,404.847
2004-05-24,406.121
2004-05-25,413.705
2004-05-26,413.978
2004-05-27,419.992
2004-05-28,419.256
2004-05-31,422.914
2004-06-01,420.464
2004-06-02,421.001
2004-06-03,416.806
2004-06-04,421.908
2004-06-07,426.442
2004-06-08,424.824
2004-06-09,416.204
2004-06-10,415.926
2004-06-11,415.528
2004-06-14,409.029
2004-06-15,411.26
2004-06-16,412.802
2004-06-17,415.752
2004-06-18,420.548
2004-06-21,418.799
2004-06-22,422.171
2004-06-23,422.688
2004-06-24,431.098
2004-06-25,428.179
2004-06-28,427.779
2004-06-29,427.684
2004-06-30,432.666
2004-07-01,435.426
2004-07-02,434.346
2004-07-05,433.656
2004-07-06,432.658
2004-07-07,434.894
2004-07-08,433.902
2004-07-09,434.685
2004-07-12,432.284
2004-07-13,427.401
2004-07-14,429.845
2004-07-15,426.321
2004-07-16,429.848
2004-07-19,429.19
2004-07-20,427.015
2004-07-21,422.66
2004-07-22,422.379
2004-07-23,416.747
2004-07-26,408.178
2004-07-27,408.23
2004-07-28,411.941
2004-07-29,416.693
2004-07-30,416.345
2004-08-02,415.252
2004-08-03,418.054
2004-08-04,414.083
2004-08-05,408.192
2004-08-06,405.468
2004-08-09,402.189
2004-08-10,405.996
2004-08-11,397.281
2004-08-12,393.459
2004-08-13,400.147
2004-08-16,407.757
2004-08-17,407.401
2004-08-18,408.395
2004-08-19,416.936
2004-08-20,419.068
2004-08-23,415.061
2004-08-24,411.838
2004-08-25,415.609
2004-08-26,413.344
2004-08-27,414.935
2004-08-30,410.332
2004-08-31,414.84
2004-09-01,418.362
2004-09-02,420.008
2004-09-03,414.968
2004-09-06,416.087
2004-09-07,419.502
2004-09-08,418.071
2004-09-09,422.671
2004-09-10,423.697
2004-09-13,426.191
2004-09-14,428.03
2004-09-15,423.65
2004-09-16,427.428
2004-09-17,425.834
2004-09-20,428.186
2004-09-21,436.629
2004-09-22,435.657
2004-09-23,439.605
2004-09-24,440.093
2004-09-27,438.472
2004-09-28,445.491
2004-09-29,448.452
2004-09-30,454.001
2004-10-01,461.262
2004-10-04,459.845
2004-10-05,464.694
2004-10-06,469.401
2004-10-07,468.767
2004-10-08,471.759
2004-10-11,470.236
2004-10-12,462.923
2004-10-13,453.689
2004-10-14,456.992
2004-10-15,458.825
2004-10-18,457.082
2004-10-19,454.81
2004-10-20,462.908
2004-10-21,466.945
2004-10-22,466.068
2004-10-25,474.088
2004-10-26,474.8
2004-10-27,474.17
2004-10-28,473.401
2004-10-29,476.86
2004-11-01,475.023
2004-11-02,472.26
2004-11-03,479.872
2004-11-04,484.821
2004-11-05,492.535
2004-11-08,490.85
2004-11-09,491.82
2004-11-10,489.571
2004-11-11,493.826
2004-11-12,500.506
2004-11-15,497.248
2004-11-16,503.956
2004-11-17,506.131
2004-11-18,498.149
2004-11-19,500.464
2004-11-22,507.192
2004-11-23,506.26
2004-11-24,510.406
2004-11-25,514.707
2004-11-26,517.43
2004-11-29,517.223
2004-11-30,512.015
2004-12-01,511.742
2004-12-02,502.528
2004-12-03,501.697
2004-12-06,500.894
2004-12-07,489.669
2004-12-08,483.43
2004-12-09,486.787
2004-12-10,485.2
2004-12-13,489.952
2004-12-14,489.646
2004-12-15,496.757
2004-12-16,494.861
2004-12-17,495.75
2004-12-20,500.028
2004-12-21,502.181
2004-12-22,501.099
2004-12-23,501.599
2004-12-24,506.482
2004-12-27,509.514
2004-12-28,509.368
2004-12-29,507.348
2004-12-30,514.065
2004-12-31,516.88
2005-01-03,511.127
2005-01-04,496.055
2005-01-05,488.77
2005-01-06,487.494
2005-01-07,485.828
2005-01-10,493.367
2005-01-11,496.371
2005-01-12,503.034
2005-01-13,501.912
2005-01-14,499.496
2005-01-17,502.105
2005-01-18,503.873
2005-01-19,502.317
2005-01-20,498.765
2005-01-21,502.718
2005-01-24,505.468
2005-01-25,499.323
2005-01-26,504.288
2005-01-27,502.58
2005-01-28,497.807
2005-01-31,502.933
2005-02-01,507.397
2005-02-02,512.725
2005-02-03,512.729
2005-02-04,515.039
2005-02-07,510.853
2005-02-08,512.657
2005-02-09,513.003
2005-02-10,523.783
2005-02-11,530.696
2005-02-14,534.015
2005-02-15,532.418
2005-02-16,532.751
2005-02-17,537.165
2005-02-18,537.921
2005-02-21,538.335
2005-02-22,541.845
2005-02-23,537.655
2005-02-24,537.977
2005-02-25,547.322
2005-02-28,548.527
2005-03-01,544.461
2005-03-02,547.537
2005-03-03,548.258
2005-03-04,560.456
2005-03-07,558.251
2005-03-08,566.339
2005-03-09,563.16
2005-03-10,556.259
2005-03-11,560.955
2005-03-14,559.052
2005-03-15,558.888
2005-03-16,560.035
2005-03-17,563.72
2005-03-18,561.636
2005-03-21,554.304
2005-03-22,554.54
2005-03-23,540.226
2005-03-24,538.251
2005-03-25,538.175
2005-03-28,529.986
2005-03-29,524.842
2005-03-30,528.141
2005-03-31,541.07
2005-04-01,543.351
2005-04-04,538.953
2005-04-05,536.145
2005-04-06,534.117
2005-04-07,534.556
2005-04-08,529.817
2005-04-11,528.538
2005-04-12,522.061
2005-04-13,511.829
2005-04-14,501.921
2005-04-15,497.381
2005-04-18,497.425
2005-04-19,508.548
2005-04-20,505.4
2005-04-21,506.958
2005-04-22,507.411
2005-04-25,509.451
2005-04-26,507.159
2005-04-27,498.574
2005-04-28,489.7
2005-04-29,492.793
2005-05-02,494.525
2005-05-03,494.665
2005-05-04,502.133
2005-05-05,505.211
2005-05-06,506.477
2005-05-09,511.823
2005-05-10,507.112
2005-05-11,499.133
2005-05-12,488.88
2005-05-13,479.786
2005-05-16,476.451
2005-05-17,480.961
2005-05-18,487.028
2005-05-19,488.414
2005-05-20,487.759
2005-05-23,490.38
2005-05-24,495.154
2005-05-25,493.555
2005-05-26,498.125
2005-05-27,504.47
2005-05-30,509.526
2005-05-31,507.957
2005-06-01,515.903
2005-06-02,513.276
2005-06-03,516.92
2005-06-06,514.285
2005-06-07,509.12
2005-06-08,510.58
2005-06-09,507.889
2005-06-10,514.443
2005-06-13,514.532
2005-06-14,515.07
2005-06-15,525.188
2005-06-16,533.223
2005-06-17,533.409
2005-06-20,534.053
2005-06-21,530.068
2005-06-22,531.21
2005-06-23,529.023
2005-06-24,525.414
2005-06-27,525.921
2005-06-28,526.66
2005-06-29,529.124
2005-06-30,527.166
2005-07-01,520.254
2005-07-04,525.599
2005-07-05,529.539
2005-07-06,537.445
2005-07-07,538.084
2005-07-08,545.632
2005-07-11,549.918
2005-07-12,553.638
2005-07-13,552.997
2005-07-14,547.801
2005-07-15,544.48
2005-07-18,547.825
2005-07-19,552.981
2005-07-20,555.13
2005-07-21,559.947
2005-07-22,563.97
2005-07-25,560.274
2005-07-26,552.963
2005-07-27,555.037
2005-07-28,560.939
2005-07-29,562.159
2005-08-01,568.072
2005-08-02,579.743
2005-08-03,582.453
2005-08-04,584.77
2005-08-05,576.996
2005-08-08,579.8
2005-08-09,575.877
2005-08-10,581.376
2005-08-11,587.963
2005-08-12,588.522
2005-08-15,581.328
2005-08-16,574.043
2005-08-17,568.246
2005-08-18,558.339
2005-08-19,567.695
2005-08-22,574.848
2005-08-23,579.347
2005-08-24,578.802
2005-08-25,582.099
2005-08-26,578.328
2005-08-29,579.266
2005-08-30,578.82
2005-08-31,587.221
2005-09-01,598.739
2005-09-02,597.543
2005-09-05,596.814
2005-09-06,602.258
2005-09-07,605.146
2005-09-08,610.764
2005-09-09,625.014
2005-09-12,620.77
2005-09-13,618.715
2005-09-14,625.871
2005-09-15,624.297
2005-09-16,631.9
2005-09-19,636.771
2005-09-20,626.066
2005-09-21,631.485
2005-09-22,622.544
2005-09-23,619.223
2005-09-26,624.885
2005-09-27,622.102
2005-09-28,622.85
2005-09-29,632.04
2005-09-30,635.36
2005-10-03,635.565
2005-10-04,626.442
2005-10-05,610.676
2005-10-06,601.299
2005-10-07,611.373
2005-10-10,611.373
2005-10-11,610.617
2005-10-12,603.251
2005-10-13,589.038
2005-10-14,590.492
2005-10-17,598.852
2005-10-18,583.061
2005-10-19,584.909
2005-10-20,570.793
2005-10-21,572.962
2005-10-24,577.201
2005-10-25,584.519
2005-10-26,586.409
2005-10-27,582.547
2005-10-28,583.914
2005-10-31,587.318
2005-11-01,587.658
2005-11-02,601.58
2005-11-03,606.336
2005-11-04,608.463
2005-11-07,600.843
2005-11-08,595.703
