Date,WORLD ex USA SMALL CAP Small Cap
2001-01-01,100.0
2001-01-02,100.22
2001-01-03,99.586
2001-01-04,99.8
2001-01-05,100.167
2001-01-08,99.934
2001-01-09,98.764
2001-01-10,98.392
2001-01-11,98.257
2001-01-12,98.737
2001-01-15,98.835
2001-01-16,99.444
2001-01-17,99.717
2001-01-18,100.98
2001-01-19,101.726
2001-01-22,101.732
2001-01-23,102.014
2001-01-24,100.924
2001-01-25,101.396
2001-01-26,100.994
2001-01-29,101.45
2001-01-30,102.014
2001-01-31,102.955
2001-02-01,104.182
2001-02-02,103.845
2001-02-05,103.776
2001-02-06,103.407
2001-02-07,102.846
2001-02-08,101.745
2001-02-09,101.56
2001-02-12,101.768
2001-02-13,101.747
2001-02-14,101.491
2001-02-15,101.284
2001-02-16,101.592
2001-02-19,101.305
2001-02-20,101.072
2001-02-21,100.366
2001-02-22,99.557
2001-02-23,99.958
2001-02-26,100.499
2001-02-27,101.305
2001-02-28,100.692
2001-03-01,100.421
2001-03-02,99.977
2001-03-05,99.84
2001-03-06,100.998
2001-03-07,100.781
2001-03-08,101.197
2001-03-09,100.993
2001-03-12,99.037
2001-03-13,96.967
2001-03-14,95.616
2001-03-15,95.121
2001-03-16,94.042
2001-03-19,94.053
2001-03-20,94.312
2001-03-21,94.245
2001-03-22,91.509
2001-03-23,93.323
2001-03-26,95.191
2001-03-27,95.411
2001-03-28,95.392
2001-03-29,94.288
2001-03-30,93.686
2001-04-02,93.455
2001-04-03,93.337
2001-04-04,94.199
2001-04-05,95.419
2001-04-06,96.031
2001-04-09,95.675
2001-04-10,95.794
2001-04-11,96.443
2001-04-12,97.582
2001-04-13,97.798
2001-04-16,97.358
2001-04-17,97.209
2001-04-18,98.089
2001-04-19,99.727
2001-04-20,100.276
2001-04-23,100.04
2001-04-24,100.313
2001-04-25,100.845
2001-04-26,101.66
2001-04-27,101.352
2001-04-30,101.855
2001-05-01,103.452
2001-05-02,103.777
2001-05-03,104.395
2001-05-04,104.391
2001-05-07,104.25
2001-05-08,103.326
2001-05-09,102.782
2001-05-10,103.019
2001-05-11,102.689
2001-05-14,101.727
2001-05-15,102.21
2001-05-16,102.119
2001-05-17,103.153
2001-05-18,103.09
2001-05-21,103.869
2001-05-22,103.748
2001-05-23,103.989
2001-05-24,103.717
2001-05-25,103.604
2001-05-28,103.473
2001-05-29,103.231
2001-05-30,102.395
2001-05-31,102.06
2001-06-01,102.261
2001-06-04,102.362
2001-06-05,102.532
2001-06-06,102.545
2001-06-07,102.957
2001-06-08,103.008
2001-06-11,102.258
2001-06-12,101.179
2001-06-13,101.651
2001-06-14,101.654
2001-06-15,100.865
2001-06-18,100.257
2001-06-19,99.945
2001-06-20,98.836
2001-06-21,99.278
2001-06-22,99.878
2001-06-25,100.391
2001-06-26,100.158
2001-06-27,99.547
2001-06-28,98.522
2001-06-29,99.194
2001-07-02,98.865
2001-07-03,99.0
2001-07-04,98.557
2001-07-05,97.602
2001-07-06,96.68
2001-07-09,95.993
2001-07-10,96.722
2001-07-11,96.281
2001-07-12,96.682
2001-07-13,96.633
2001-07-16,96.471
2001-07-17,95.616
2001-07-18,96.133
2001-07-19,96.364
2001-07-20,96.502
2001-07-23,94.986
2001-07-24,95.303
2001-07-25,95.273
2001-07-26,95.216
2001-07-27,95.339
2001-07-30,94.623
2001-07-31,95.234
2001-08-01,96.075
2001-08-02,97.246
2001-08-03,97.179
2001-08-06,96.83
2001-08-07,96.55
2001-08-08,96.412
2001-08-09,95.983
2001-08-10,96.578
2001-08-13,96.246
2001-08-14,96.935
2001-08-15,98.17
2001-08-16,97.915
2001-08-17,97.89
2001-08-20,96.962
2001-08-21,97.551
2001-08-22,98.235
2001-08-23,97.674
2001-08-24,97.764
2001-08-27,98.015
2001-08-28,97.572
2001-08-29,97.44
2001-08-30,96.616
2001-08-31,96.114
2001-09-03,94.891
2001-09-04,94.419
2001-09-05,93.343
2001-09-06,92.863
2001-09-07,92.624
2001-09-10,90.351
2001-09-11,89.151
2001-09-12,85.965
2001-09-13,86.817
2001-09-14,87.126
2001-09-17,84.511
2001-09-18,84.729
2001-09-19,85.09
2001-09-20,83.126
2001-09-21,80.507
2001-09-24,81.388
2001-09-25,82.842
2001-09-26,83.11
2001-09-27,82.678
2001-09-28,83.741
2001-10-01,84.068
2001-10-02,84.262
2001-10-03,84.363
2001-10-04,85.817
2001-10-05,85.982
2001-10-08,85.642
2001-10-09,85.644
2001-10-10,85.548
2001-10-11,86.844
2001-10-12,87.328
2001-10-15,87.3
2001-10-16,88.173
2001-10-17,88.974
2001-10-18,87.729
2001-10-19,87.169
2001-10-22,87.062
2001-10-23,87.84
2001-10-24,88.333
2001-10-25,88.94
2001-10-26,88.936
2001-10-29,89.158
2001-10-30,88.091
2001-10-31,87.893
2001-11-01,88.091
2001-11-02,88.227
2001-11-05,88.36
2001-11-06,88.967
2001-11-07,89.152
2001-11-08,89.504
2001-11-09,89.213
2001-11-12,88.657
2001-11-13,88.602
2001-11-14,89.268
2001-11-15,89.704
2001-11-16,90.173
2001-11-19,90.865
2001-11-20,90.704
2001-11-21,90.08
2001-11-22,90.402
2001-11-23,90.185
2001-11-26,91.198
2001-11-27,91.264
2001-11-28,90.946
2001-11-29,90.644
2001-11-30,91.381
2001-12-03,90.134
2001-12-04,90.322
2001-12-05,91.435
2001-12-06,92.149
2001-12-07,91.902
2001-12-10,91.182
2001-12-11,90.726
2001-12-12,91.185
2001-12-13,90.245
2001-12-14,89.739
2001-12-17,89.387
2001-12-18,89.003
2001-12-19,88.176
2001-12-20,88.28
2001-12-21,87.824
2001-12-24,87.557
2001-12-25,87.614
2001-12-26,87.416
2001-12-27,88.587
2001-12-28,89.162
2001-12-31,89.77
2002-01-01,89.77
2002-01-02,90.352
2002-01-03,90.993
2002-01-04,91.69
2002-01-07,91.973
2002-01-08,91.167
2002-01-09,91.167
2002-01-10,90.911
2002-01-11,90.838
2002-01-14,90.507
2002-01-15,89.838
2002-01-16,89.045
2002-01-17,88.759
2002-01-18,89.162
2002-01-21,89.409
2002-01-22,89.093
2002-01-23,89.025
2002-01-24,88.993
2002-01-25,88.154
2002-01-28,88.336
2002-01-29,88.279
2002-01-30,87.716
2002-01-31,88.086
2002-02-01,88.067
2002-02-04,87.949
2002-02-05,87.112
2002-02-06,86.843
2002-02-07,86.906
2002-02-08,87.287
2002-02-11,88.115
2002-02-12,88.661
2002-02-13,88.876
2002-02-14,89.351
2002-02-15,89.334
2002-02-18,89.213
2002-02-19,88.409
2002-02-20,87.952
2002-02-21,88.506
2002-02-22,88.432
2002-02-25,88.215
2002-02-26,88.463
2002-02-27,89.114
2002-02-28,89.497
2002-03-01,90.431
2002-03-04,92.594
2002-03-05,92.626
2002-03-06,93.175
2002-03-07,95.29
2002-03-08,95.475
2002-03-11,96.054
2002-03-12,95.076
2002-03-13,94.49
2002-03-14,95.175
2002-03-15,95.598
2002-03-18,95.509
2002-03-19,96.017
2002-03-20,96.061
2002-03-21,95.829
2002-03-22,95.735
2002-03-25,95.232
2002-03-26,94.98
2002-03-27,95.445
2002-03-28,95.785
2002-03-29,95.47
2002-04-01,95.605
2002-04-02,95.801
2002-04-03,96.059
2002-04-04,96.354
2002-04-05,96.822
2002-04-08,96.344
2002-04-09,96.246
2002-04-10,96.812
2002-04-11,96.623
2002-04-12,96.112
2002-04-15,96.407
2002-04-16,97.32
2002-04-17,98.35
2002-04-18,98.671
2002-04-19,98.759
2002-04-22,98.93
2002-04-23,98.945
2002-04-24,99.07
2002-04-25,99.204
2002-04-26,99.197
2002-04-29,98.959
2002-04-30,98.675
2002-05-01,99.46
2002-05-02,99.505
2002-05-03,100.146
2002-05-06,100.014
2002-05-07,98.908
2002-05-08,99.501
2002-05-09,99.77
2002-05-10,100.01
2002-05-13,99.848
2002-05-14,99.394
2002-05-15,100.382
2002-05-16,101.023
2002-05-17,102.389
2002-05-20,102.64
2002-05-21,102.976
2002-05-22,103.428
2002-05-23,102.964
2002-05-24,103.288
2002-05-27,103.431
2002-05-28,103.871
2002-05-29,103.49
2002-05-30,103.407
2002-05-31,103.331
2002-06-03,103.782
2002-06-04,103.177
2002-06-05,102.779
2002-06-06,102.967
2002-06-07,102.025
2002-06-10,101.898
2002-06-11,101.712
2002-06-12,101.044
2002-06-13,100.089
2002-06-14,98.439
2002-06-17,97.809
2002-06-18,98.508
2002-06-19,97.593
2002-06-20,97.91
2002-06-21,98.084
2002-06-24,97.891
2002-06-25,97.727
2002-06-26,97.329
2002-06-27,97.7
2002-06-28,99.131
2002-07-01,99.437
2002-07-02,98.349
2002-07-03,97.964
2002-07-04,97.869
2002-07-05,98.743
2002-07-08,99.745
2002-07-09,100.478
2002-07-10,99.332
2002-07-11,97.856
2002-07-12,98.015
2002-07-15,97.383
2002-07-16,96.315
2002-07-17,96.05
2002-07-18,97.007
2002-07-19,96.092
2002-07-22,93.976
2002-07-23,91.972
2002-07-24,90.506
2002-07-25,91.286
2002-07-26,89.337
2002-07-29,90.007
2002-07-30,91.38
2002-07-31,91.087
2002-08-01,90.366
2002-08-02,89.814
2002-08-05,88.601
2002-08-06,86.283
2002-08-07,87.526
2002-08-08,87.752
2002-08-09,88.921
2002-08-12,88.439
2002-08-13,88.364
2002-08-14,89.166
2002-08-15,89.589
2002-08-16,90.034
2002-08-19,89.525
2002-08-20,89.429
2002-08-21,89.947
2002-08-22,90.337
2002-08-23,90.32
2002-08-26,90.869
2002-08-27,91.478
2002-08-28,90.675
2002-08-29,89.899
2002-08-30,90.039
2002-09-02,89.764
2002-09-03,88.944
2002-09-04,87.653
2002-09-05,87.391
2002-09-06,87.123
2002-09-09,87.243
2002-09-10,87.045
2002-09-11,87.378
2002-09-12,87.36
2002-09-13,86.445
2002-09-16,85.615
2002-09-17,86.102
2002-09-18,85.442
2002-09-19,85.509
2002-09-20,84.461
2002-09-23,83.294
2002-09-24,82.12
2002-09-25,82.169
2002-09-26,82.997
2002-09-27,83.57
2002-09-30,83.156
2002-10-01,82.114
2002-10-02,81.822
2002-10-03,81.214
2002-10-04,80.445
2002-10-07,78.367
2002-10-08,77.911
2002-10-09,77.224
2002-10-10,76.897
2002-10-11,78.251
2002-10-14,78.046
2002-10-15,80.014
2002-10-16,80.166
2002-10-17,80.9
2002-10-18,81.106
2002-10-21,81.641
2002-10-22,81.174
2002-10-23,81.256
2002-10-24,81.027
2002-10-25,81.499
2002-10-28,82.181
2002-10-29,81.707
2002-10-30,82.05
2002-10-31,82.485
2002-11-01,82.794
2002-11-04,83.646
2002-11-05,84.399
2002-11-06,84.389
2002-11-07,84.788
2002-11-08,84.585
2002-11-11,83.451
2002-11-12,83.492
2002-11-13,82.707
2002-11-14,82.114
2002-11-15,82.55
2002-11-18,82.254
2002-11-19,81.563
2002-11-20,81.382
2002-11-21,82.596
2002-11-22,83.136
2002-11-25,83.459
2002-11-26,82.978
2002-11-27,83.32
2002-11-28,84.601
2002-11-29,84.809
2002-12-02,84.555
2002-12-03,84.021
2002-12-04,83.38
2002-12-05,82.919
2002-12-06,82.789
2002-12-09,82.229
2002-12-10,82.234
2002-12-11,82.316
2002-12-12,82.192
2002-12-13,82.232
2002-12-16,81.852
2002-12-17,82.146
2002-12-18,81.24
2002-12-19,81.442
2002-12-20,81.65
2002-12-23,81.649
2002-12-24,81.907
2002-12-25,81.993
2002-12-26,82.556
2002-12-27,82.834
2002-12-30,83.145
2002-12-31,83.44
2003-01-01,83.44
2003-01-02,83.69
2003-01-03,84.396
2003-01-06,85.46
2003-01-07,84.722
2003-01-08,83.787
2003-01-09,84.247
2003-01-10,84.752
2003-01-13,85.172
2003-01-14,85.945
2003-01-15,85.941
2003-01-16,86.032
2003-01-17,86.028
2003-01-20,85.733
2003-01-21,85.794
2003-01-22,85.243
2003-01-23,85.954
2003-01-24,86.028
2003-01-27,84.278
2003-01-28,83.605
2003-01-29,82.959
2003-01-30,82.748
2003-01-31,82.546
2003-02-03,83.233
2003-02-04,83.717
2003-02-05,83.671
2003-02-06,83.368
2003-02-07,82.957
2003-02-10,82.352
2003-02-11,82.318
2003-02-12,82.405
2003-02-13,82.539
2003-02-14,82.653
2003-02-17,83.241
2003-02-18,83.461
2003-02-19,83.575
2003-02-20,83.597
2003-02-21,83.013
2003-02-24,82.929
2003-02-25,81.515
2003-02-26,81.609
2003-02-27,81.322
2003-02-28,81.959
2003-03-03,82.743
2003-03-04,82.657
2003-03-05,82.647
2003-03-06,82.125
2003-03-07,81.283
2003-03-10,80.128
2003-03-11,79.337
2003-03-12,78.706
2003-03-13,78.679
2003-03-14,79.072
2003-03-17,78.758
2003-03-18,79.594
2003-03-19,79.71
2003-03-20,80.323
2003-03-21,80.478
2003-03-24,80.965
2003-03-25,80.853
2003-03-26,81.53
2003-03-27,81.523
2003-03-28,81.585
2003-03-31,81.287
2003-04-01,81.325
2003-04-02,81.731
2003-04-03,81.653
2003-04-04,82.018
2003-04-07,83.19
2003-04-08,83.015
2003-04-09,83.122
2003-04-10,83.885
2003-04-11,83.737
2003-04-14,83.752
2003-04-15,84.56
2003-04-16,85.238
2003-04-17,85.736
2003-04-18,85.852
2003-04-21,85.776
2003-04-22,86.33
2003-04-23,86.9
2003-04-24,86.979
2003-04-25,86.407
2003-04-28,86.639
2003-04-29,87.135
2003-04-30,88.815
2003-05-01,89.818
2003-05-02,89.959
2003-05-05,90.813
2003-05-06,92.03
2003-05-07,92.592
2003-05-08,92.523
2003-05-09,92.939
2003-05-12,93.714
2003-05-13,93.729
2003-05-14,94.327
2003-05-15,94.417
2003-05-16,95.302
2003-05-19,94.711
2003-05-20,94.777
2003-05-21,94.417
2003-05-22,94.933
2003-05-23,95.647
2003-05-26,96.003
2003-05-27,95.867
2003-05-28,95.739
2003-05-29,96.736
2003-05-30,96.729
2003-06-02,97.912
2003-06-03,97.618
2003-06-04,98.346
2003-06-05,100.28
2003-06-06,100.742
2003-06-09,100.785
2003-06-10,100.479
2003-06-11,101.63
2003-06-12,102.114
2003-06-13,102.408
2003-06-16,102.843
2003-06-17,103.568
2003-06-18,103.189
2003-06-19,102.634
2003-06-20,102.544
2003-06-23,102.158
2003-06-24,100.9
2003-06-25,101.955
2003-06-26,100.704
2003-06-27,101.521
2003-06-30,101.81
2003-07-01,102.634
2003-07-02,103.861
2003-07-03,103.94
2003-07-04,103.819
2003-07-07,104.573
2003-07-08,104.495
2003-07-09,104.536
2003-07-10,104.393
2003-07-11,103.632
2003-07-14,104.826
2003-07-15,104.33
2003-07-16,103.779
2003-07-17,102.246
2003-07-18,102.416
2003-07-21,103.04
2003-07-22,102.837
2003-07-23,104.221
2003-07-24,105.215
2003-07-25,105.56
2003-07-28,106.218
2003-07-29,106.188
2003-07-30,105.281
2003-07-31,104.896
2003-08-01,105.813
2003-08-04,105.704
2003-08-05,105.401
2003-08-06,104.567
2003-08-07,105.029
2003-08-08,105.17
2003-08-11,105.818
2003-08-12,106.339
2003-08-13,107.311
2003-08-14,107.898
2003-08-15,108.184
2003-08-18,108.866
2003-08-19,109.465
2003-08-20,110.223
2003-08-21,110.591
2003-08-22,110.359
2003-08-25,110.473
2003-08-26,110.048
2003-08-27,110.153
2003-08-28,110.295
2003-08-29,111.809
2003-09-01,113.363
2003-09-02,113.348
2003-09-03,114.359
2003-09-04,114.109
2003-09-05,114.601
2003-09-08,115.294
2003-09-09,116.273
2003-09-10,115.368
2003-09-11,114.819
2003-09-12,115.866
2003-09-15,116.095
2003-09-16,116.73
2003-09-17,117.644
2003-09-18,118.467
2003-09-19,119.9
2003-09-22,119.683
2003-09-23,119.659
2003-09-24,119.509
2003-09-25,118.42
2003-09-26,117.515
2003-09-29,117.781
2003-09-30,118.243
2003-10-01,119.542
2003-10-02,121.219
2003-10-03,122.401
2003-10-06,123.041
2003-10-07,123.885
2003-10-08,124.104
2003-10-09,124.802
2003-10-10,126.026
2003-10-13,125.983
2003-10-14,126.528
2003-10-15,127.058
2003-10-16,128.173
2003-10-17,128.164
2003-10-20,128.545
2003-10-21,128.749
2003-10-22,128.055
2003-10-23,124.578
2003-10-24,125.528
2003-10-27,126.598
2003-10-28,127.363
2003-10-29,128.587
2003-10-30,128.748
2003-10-31,127.688
2003-11-03,127.026
2003-11-04,128.311
2003-11-05,127.791
2003-11-06,126.778
2003-11-07,127.932
2003-11-10,128.106
2003-11-11,125.83
2003-11-12,126.517
2003-11-13,127.68
2003-11-14,127.395
2003-11-17,123.973
2003-11-18,124.839
2003-11-19,123.899
2003-11-20,124.358
2003-11-21,124.687
2003-11-24,124.299
2003-11-25,125.443
2003-11-26,127.397
2003-11-27,127.584
2003-11-28,127.807
2003-12-01,129.009
2003-12-02,130.103
2003-12-03,130.632
2003-12-04,130.434
2003-12-05,130.757
2003-12-08,130.187
2003-12-09,130.089
2003-12-10,128.749
2003-12-11,128.341
2003-12-12,129.78
2003-12-15,131.024
2003-12-16,130.261
2003-12-17,130.101
2003-12-18,130.102
2003-12-19,129.97
2003-12-22,130.513
2003-12-23,131.0
2003-12-24,131.757
2003-12-25,131.909
2003-12-26,132.333
2003-12-29,133.559
2003-12-30,134.954
2003-12-31,135.647
2004-01-01,135.647
2004-01-02,136.464
2004-01-05,138.891
2004-01-06,139.54
2004-01-07,139.211
2004-01-08,140.626
2004-01-09,141.917
2004-01-12,141.582
2004-01-13,142.04
2004-01-14,142.269
