Date,WORLD ex USA SMALL CAP Small Cap
2005-11-10,195.371
2005-11-11,196.314
2005-11-14,195.307
2005-11-15,194.095
2005-11-16,193.941
2005-11-17,196.352
2005-11-18,196.754
2005-11-21,197.522
2005-11-22,197.474
2005-11-23,199.056
2005-11-24,198.823
2005-11-25,198.643
2005-11-28,199.856
2005-11-29,200.211
2005-11-30,201.01
2005-12-01,201.809
2005-12-02,203.586
2005-12-05,205.548
2005-12-06,205.339
2005-12-07,205.636
2005-12-08,205.188
2005-12-09,206.81
2005-12-12,209.674
2005-12-13,210.262
2005-12-14,212.057
2005-12-15,211.491
2005-12-16,212.625
2005-12-19,212.423
2005-12-20,212.664
2005-12-21,213.399
2005-12-22,214.596
2005-12-23,215.279
2005-12-26,216.089
2005-12-27,215.31
2005-12-28,216.883
2005-12-29,217.554
2005-12-30,216.635
2006-01-02,217.016
2006-01-03,221.031
2006-01-04,224.717
2006-01-05,225.949
2006-01-06,228.56
2006-01-09,228.768
2006-01-10,227.64
2006-01-11,229.399
2006-01-12,230.556
2006-01-13,231.033
2006-01-16,231.938
2006-01-17,226.516
2006-01-18,220.536
2006-01-19,225.841
2006-01-20,225.234
2006-01-23,223.249
2006-01-24,225.64
2006-01-25,227.435
2006-01-26,228.695
2006-01-27,230.832
2006-01-30,231.096
2006-01-31,232.079
2006-02-01,231.766
2006-02-02,231.665
2006-02-03,230.119
2006-02-06,231.849
2006-02-07,231.863
2006-02-08,228.509
2006-02-09,230.011
2006-02-10,228.218
2006-02-13,223.461
2006-02-14,224.291
2006-02-15,224.492
2006-02-16,223.522
2006-02-17,221.927
2006-02-20,220.187
2006-02-21,222.807
2006-02-22,223.687
2006-02-23,227.46
2006-02-24,228.645
2006-02-27,229.685
2006-02-28,229.166
2006-03-01,228.468
2006-03-02,228.188
2006-03-03,227.24
2006-03-06,227.973
2006-03-07,224.382
2006-03-08,222.389
2006-03-09,225.457
2006-03-10,225.11
2006-03-13,228.264
2006-03-14,230.658
2006-03-15,231.693
2006-03-16,232.318
2006-03-17,234.319
2006-03-20,235.756
2006-03-21,234.182
2006-03-22,235.505
2006-03-23,234.156
2006-03-24,235.424
2006-03-27,236.917
2006-03-28,237.536
2006-03-29,237.322
2006-03-30,240.641
2006-03-31,239.94
2006-04-03,242.678
2006-04-04,244.428
2006-04-05,244.157
2006-04-06,245.988
2006-04-07,244.791
2006-04-10,244.248
2006-04-11,243.181
2006-04-12,241.355
2006-04-13,241.43
2006-04-14,241.448
2006-04-17,242.484
2006-04-18,244.401
2006-04-19,246.612
2006-04-20,245.961
2006-04-21,247.527
2006-04-24,247.207
2006-04-25,248.892
2006-04-26,250.448
2006-04-27,250.938
2006-04-28,251.108
2006-05-01,252.683
2006-05-02,254.518
2006-05-03,254.157
2006-05-04,255.836
2006-05-05,258.938
2006-05-08,261.645
2006-05-09,262.409
2006-05-10,262.24
2006-05-11,261.833
2006-05-12,258.418
2006-05-15,251.776
2006-05-16,248.333
2006-05-17,245.948
2006-05-18,240.842
2006-05-19,239.376
2006-05-22,232.583
2006-05-23,235.739
2006-05-24,233.166
2006-05-25,234.794
2006-05-26,238.508
2006-05-29,240.156
2006-05-30,238.55
2006-05-31,237.231
2006-06-01,235.602
2006-06-02,239.579
2006-06-05,238.717
2006-06-06,230.93
2006-06-07,227.941
2006-06-08,219.227
2006-06-09,223.155
2006-06-12,222.128
2006-06-13,214.114
2006-06-14,215.483
2006-06-15,221.519
2006-06-16,223.623
2006-06-19,222.472
2006-06-20,221.629
2006-06-21,221.885
2006-06-22,223.652
2006-06-23,222.951
2006-06-26,223.316
2006-06-27,224.137
2006-06-28,221.828
2006-06-29,224.3
2006-06-30,231.454
2006-07-03,232.988
2006-07-04,234.244
2006-07-05,230.567
2006-07-06,231.45
2006-07-07,232.009
2006-07-10,230.63
2006-07-11,229.019
2006-07-12,226.608
2006-07-13,224.096
2006-07-14,220.203
2006-07-17,216.444
2006-07-18,212.141
2006-07-19,214.726
2006-07-20,218.577
2006-07-21,217.009
2006-07-24,216.644
2006-07-25,218.021
2006-07-26,217.65
2006-07-27,221.675
2006-07-28,223.434
2006-07-31,225.801
2006-08-01,225.246
2006-08-02,227.879
2006-08-03,226.291
2006-08-04,228.4
2006-08-07,225.698
2006-08-08,226.347
2006-08-09,226.954
2006-08-10,225.194
2006-08-11,225.252
2006-08-14,225.65
2006-08-15,227.336
2006-08-16,230.341
2006-08-17,231.147
2006-08-18,231.167
2006-08-21,231.971
2006-08-22,231.684
2006-08-23,231.915
2006-08-24,230.948
2006-08-25,230.254
2006-08-28,229.503
2006-08-29,230.218
2006-08-30,231.37
2006-08-31,232.403
2006-09-01,233.51
2006-09-04,236.642
2006-09-05,236.608
2006-09-06,234.627
2006-09-07,231.538
2006-09-08,231.005
2006-09-11,227.431
2006-09-12,227.298
2006-09-13,227.368
2006-09-14,229.005
2006-09-15,228.413
2006-09-18,228.801
2006-09-19,229.369
2006-09-20,228.541
2006-09-21,229.884
2006-09-22,229.152
2006-09-25,227.735
2006-09-26,227.839
2006-09-27,230.759
2006-09-28,231.739
2006-09-29,231.778
2006-10-02,233.214
2006-10-03,231.686
2006-10-04,230.18
2006-10-05,232.843
2006-10-06,230.777
2006-10-09,230.957
2006-10-10,230.186
2006-10-11,228.635
2006-10-12,229.632
2006-10-13,231.498
2006-10-16,234.2
2006-10-17,233.585
2006-10-18,234.675
2006-10-19,236.84
2006-10-20,237.404
2006-10-23,237.504
2006-10-24,237.648
2006-10-25,238.926
2006-10-26,240.617
2006-10-27,240.7
2006-10-30,238.982
2006-10-31,240.98
2006-11-01,241.261
2006-11-02,240.619
2006-11-03,240.064
2006-11-06,240.963
2006-11-07,243.201
2006-11-08,240.948
2006-11-09,241.347
2006-11-10,242.378
2006-11-13,240.226
2006-11-14,242.43
2006-11-15,242.478
2006-11-16,242.46
2006-11-17,241.466
2006-11-20,238.305
2006-11-21,239.809
2006-11-22,244.238
2006-11-23,244.715
2006-11-24,245.599
2006-11-27,245.087
2006-11-28,244.813
2006-11-29,248.252
2006-11-30,251.345
2006-12-01,252.305
2006-12-04,252.929
2006-12-05,253.445
2006-12-06,254.644
2006-12-07,254.643
2006-12-08,254.416
2006-12-11,254.027
2006-12-12,254.146
2006-12-13,254.815
2006-12-14,255.608
2006-12-15,255.354
2006-12-18,255.127
2006-12-19,254.6
2006-12-20,256.82
2006-12-21,256.369
2006-12-22,256.052
2006-12-25,255.562
2006-12-26,256.089
2006-12-27,257.466
2006-12-28,258.128
2006-12-29,258.786
2007-01-01,258.786
2007-01-02,261.413
2007-01-03,259.529
2007-01-04,257.165
2007-01-05,255.071
2007-01-08,255.468
2007-01-09,255.849
2007-01-10,253.403
2007-01-11,254.065
2007-01-12,256.929
2007-01-15,259.784
2007-01-16,259.766
2007-01-17,260.566
2007-01-18,261.052
2007-01-19,261.993
2007-01-22,263.157
2007-01-23,264.188
2007-01-24,264.815
2007-01-25,264.022
2007-01-26,262.316
2007-01-29,263.19
2007-01-30,263.651
2007-01-31,264.065
2007-02-01,266.936
2007-02-02,267.355
2007-02-05,267.729
2007-02-06,268.976
2007-02-07,269.581
2007-02-08,268.353
2007-02-09,269.13
2007-02-12,267.933
2007-02-13,269.842
2007-02-14,273.023
2007-02-15,274.709
2007-02-16,274.432
2007-02-19,275.895
2007-02-20,275.632
2007-02-21,275.328
2007-02-22,276.596
2007-02-23,278.391
2007-02-26,279.927
2007-02-27,273.974
2007-02-28,268.699
2007-03-01,267.0
2007-03-02,266.666
2007-03-05,257.779
2007-03-06,262.934
2007-03-07,265.499
2007-03-08,268.767
2007-03-09,268.944
2007-03-12,271.462
2007-03-13,269.465
2007-03-14,263.721
2007-03-15,267.249
2007-03-16,267.598
2007-03-19,269.746
2007-03-20,271.541
2007-03-21,273.06
2007-03-22,276.477
2007-03-23,275.945
2007-03-26,276.956
2007-03-27,276.437
2007-03-28,276.534
2007-03-29,276.913
2007-03-30,277.605
2007-04-02,277.893
2007-04-03,279.241
2007-04-04,281.608
2007-04-05,282.755
2007-04-06,282.551
2007-04-09,282.17
2007-04-10,285.098
2007-04-11,284.655
2007-04-12,284.794
2007-04-13,285.038
2007-04-16,287.015
2007-04-17,287.18
2007-04-18,288.072
2007-04-19,285.577
2007-04-20,286.456
2007-04-23,287.124
2007-04-24,286.195
2007-04-25,287.528
2007-04-26,287.199
2007-04-27,288.336
2007-04-30,288.309
2007-05-01,287.017
2007-05-02,288.598
2007-05-03,288.627
2007-05-04,290.181
2007-05-07,292.327
2007-05-08,289.936
2007-05-09,291.102
2007-05-10,290.162
2007-05-11,289.386
2007-05-14,289.341
2007-05-15,289.369
2007-05-16,287.997
2007-05-17,287.398
2007-05-18,287.333
2007-05-21,288.268
2007-05-22,289.713
2007-05-23,291.8
2007-05-24,289.151
2007-05-25,288.219
2007-05-28,289.393
2007-05-29,290.172
2007-05-30,288.965
2007-05-31,292.57
2007-06-01,294.317
2007-06-04,296.225
2007-06-05,296.1
2007-06-06,293.955
2007-06-07,290.3
2007-06-08,287.261
2007-06-11,288.166
2007-06-12,286.597
2007-06-13,285.478
2007-06-14,288.338
2007-06-15,291.385
2007-06-18,292.247
2007-06-19,292.378
2007-06-20,292.797
2007-06-21,291.386
2007-06-22,291.562
2007-06-25,289.504
2007-06-26,288.772
2007-06-27,286.7
2007-06-28,290.174
2007-06-29,291.933
2007-07-02,295.396
2007-07-03,296.594
2007-07-04,297.672
2007-07-05,297.354
2007-07-06,297.975
2007-07-09,299.178
2007-07-10,299.612
2007-07-11,299.111
2007-07-12,300.265
2007-07-13,301.97
2007-07-16,301.74
2007-07-17,301.469
2007-07-18,300.586
2007-07-19,302.504
2007-07-20,302.619
2007-07-23,301.039
2007-07-24,299.904
2007-07-25,295.995
2007-07-26,290.729
2007-07-27,285.336
2007-07-30,287.045
2007-07-31,290.136
2007-08-01,284.691
2007-08-02,285.062
2007-08-03,285.378
2007-08-06,282.431
2007-08-07,281.376
2007-08-08,283.517
2007-08-09,280.58
2007-08-10,272.851
2007-08-13,274.95
2007-08-14,272.943
2007-08-15,266.757
2007-08-16,258.334
2007-08-17,256.227
2007-08-20,260.247
2007-08-21,261.822
2007-08-22,265.401
2007-08-23,269.593
2007-08-24,270.579
2007-08-27,272.235
2007-08-28,269.542
2007-08-29,268.344
2007-08-30,269.93
2007-08-31,274.834
2007-09-03,275.72
2007-09-04,276.679
2007-09-05,273.907
2007-09-06,274.276
2007-09-07,274.042
2007-09-10,270.299
2007-09-11,273.387
2007-09-12,273.919
2007-09-13,272.377
2007-09-14,271.372
2007-09-17,268.949
2007-09-18,267.805
2007-09-19,274.531
2007-09-20,276.299
2007-09-21,276.314
2007-09-24,276.945
2007-09-25,276.248
2007-09-26,277.566
2007-09-27,280.779
2007-09-28,281.041
2007-10-01,282.514
2007-10-02,284.167
2007-10-03,285.067
2007-10-04,285.499
2007-10-05,288.096
2007-10-08,287.271
2007-10-09,289.087
2007-10-10,291.063
2007-10-11,294.247
2007-10-12,292.941
2007-10-15,293.52
2007-10-16,289.571
2007-10-17,290.563
2007-10-18,292.921
2007-10-19,290.81
2007-10-22,284.613
2007-10-23,289.272
2007-10-24,288.992
2007-10-25,290.614
2007-10-26,293.105
2007-10-29,296.212
2007-10-30,295.567
2007-10-31,300.017
2007-11-01,298.516
2007-11-02,297.036
2007-11-05,292.903
2007-11-06,295.579
2007-11-07,294.937
2007-11-08,291.327
2007-11-09,287.958
2007-11-12,280.541
2007-11-13,280.858
2007-11-14,285.259
2007-11-15,280.918
2007-11-16,277.333
2007-11-19,270.977
2007-11-20,272.104
2007-11-21,266.017
2007-11-22,265.95
2007-11-23,268.493
2007-11-26,269.961
2007-11-27,268.939
2007-11-28,271.078
2007-11-29,273.796
2007-11-30,275.367
2007-12-03,275.193
2007-12-04,271.628
2007-12-05,272.143
2007-12-06,273.097
2007-12-07,275.528
2007-12-10,276.584
2007-12-11,276.856
2007-12-12,276.369
2007-12-13,270.197
2007-12-14,266.512
2007-12-17,258.743
2007-12-18,258.769
2007-12-19,257.818
2007-12-20,257.361
2007-12-21,260.293
2007-12-24,261.129
2007-12-25,261.711
2007-12-26,263.916
2007-12-27,265.242
2007-12-28,266.69
2007-12-31,267.298
2008-01-01,267.298
2008-01-02,268.766
2008-01-03,267.331
2008-01-04,262.098
2008-01-07,256.833
2008-01-08,257.093
2008-01-09,253.131
2008-01-10,250.332
2008-01-11,248.424
2008-01-14,251.075
2008-01-15,244.836
2008-01-16,236.694
2008-01-17,238.467
2008-01-18,237.051
2008-01-21,225.743
2008-01-22,224.612
2008-01-23,224.755
2008-01-24,233.665
2008-01-25,238.542
2008-01-28,236.42
2008-01-29,240.667
2008-01-30,239.557
2008-01-31,241.388
2008-02-01,245.986
2008-02-04,249.222
2008-02-05,242.423
2008-02-06,239.233
2008-02-07,235.817
2008-02-08,236.166
2008-02-11,235.476
2008-02-12,239.388
2008-02-13,239.282
2008-02-14,243.519
2008-02-15,242.635
2008-02-18,243.804
2008-02-19,246.685
2008-02-20,242.627
2008-02-21,247.335
2008-02-22,246.744
2008-02-25,249.878
2008-02-26,251.84
2008-02-27,255.924
2008-02-28,255.186
2008-02-29,252.849
2008-03-03,248.197
2008-03-04,246.584
2008-03-05,247.683
2008-03-06,249.136
2008-03-07,244.618
2008-03-10,240.126
2008-03-11,241.589
2008-03-12,246.415
2008-03-13,244.744
2008-03-14,242.939
2008-03-17,237.838
2008-03-18,240.254
2008-03-19,237.974
2008-03-20,234.161
2008-03-21,235.704
2008-03-24,235.271
2008-03-25,243.446
2008-03-26,246.49
2008-03-27,249.254
2008-03-28,249.21
2008-03-31,250.059
2008-04-01,250.217
2008-04-02,253.036
2008-04-03,253.304
2008-04-04,254.662
2008-04-07,256.136
2008-04-08,252.955
2008-04-09,251.869
2008-04-10,250.577
2008-04-11,250.701
2008-04-14,248.349
2008-04-15,249.337
2008-04-16,254.518
2008-04-17,254.352
2008-04-18,253.978
2008-04-21,256.2
2008-04-22,255.805
2008-04-23,255.099
2008-04-24,251.994
2008-04-25,254.184
2008-04-28,255.938
2008-04-29,254.674
2008-04-30,256.144
2008-05-01,254.325
2008-05-02,257.601
2008-05-05,258.841
2008-05-06,260.295
2008-05-07,260.256
2008-05-08,262.337
2008-05-09,260.004
2008-05-12,261.385
2008-05-13,260.65
2008-05-14,261.075
2008-05-15,263.5
2008-05-16,265.868
2008-05-19,267.008
2008-05-20,266.001
2008-05-21,265.865
2008-05-22,265.531
2008-05-23,264.739
2008-05-26,262.484
2008-05-27,260.915
2008-05-28,259.915
2008-05-29,260.654
2008-05-30,261.318
2008-06-02,261.029
2008-06-03,259.808
2008-06-04,259.366
2008-06-05,260.022
2008-06-06,260.524
2008-06-09,256.995
2008-06-10,250.808
2008-06-11,249.579
2008-06-12,246.721
2008-06-13,247.213
2008-06-16,249.516
2008-06-17,251.505
2008-06-18,249.378
2008-06-19,246.706
2008-06-20,245.423
2008-06-23,242.578
2008-06-24,241.74
2008-06-25,243.039
2008-06-26,242.274
2008-06-27,241.19
2008-06-30,241.125
2008-07-01,237.623
2008-07-02,234.507
2008-07-03,231.004
2008-07-04,230.238
2008-07-07,230.342
2008-07-08,226.124
2008-07-09,228.774
2008-07-10,227.828
2008-07-11,226.552
2008-07-14,226.77
2008-07-15,224.942
2008-07-16,223.595
2008-07-17,227.872
2008-07-18,227.965
2008-07-21,230.677
2008-07-22,230.7
2008-07-23,232.291
2008-07-24,230.376
2008-07-25,227.798
2008-07-28,227.111
2008-07-29,224.509
2008-07-30,228.565
2008-07-31,228.967
2008-08-01,226.536
2008-08-04,224.024
2008-08-05,223.551
2008-08-06,226.125
2008-08-07,224.223
2008-08-08,221.427
2008-08-11,223.137
2008-08-12,220.683
2008-08-13,217.065
2008-08-14,217.269
2008-08-15,216.627
2008-08-18,217.139
2008-08-19,213.086
2008-08-20,214.023
2008-08-21,216.255
2008-08-22,216.211
2008-08-25,216.622
2008-08-26,215.066
2008-08-27,215.522
2008-08-28,217.226
2008-08-29,220.5
2008-09-01,217.694
2008-09-02,215.618
2008-09-03,213.394
2008-09-04,208.741
2008-09-05,204.663
2008-09-08,208.101
2008-09-09,203.697
2008-09-10,201.702
2008-09-11,198.114
2008-09-12,203.091
2008-09-15,199.429
2008-09-16,193.663
2008-09-17,192.532
2008-09-18,192.811
2008-09-19,201.41
2008-09-22,202.424
2008-09-23,200.119
2008-09-24,199.079
2008-09-25,198.826
2008-09-26,194.901
2008-09-29,185.673
2008-09-30,181.714
2008-10-01,181.734
2008-10-02,176.397
2008-10-03,174.615
2008-10-06,161.931
2008-10-07,158.994
2008-10-08,149.895
2008-10-09,149.62
2008-10-10,139.43
2008-10-13,145.973
2008-10-14,154.61
2008-10-15,149.194
2008-10-16,139.904
2008-10-17,142.651
2008-10-20,145.396
2008-10-21,145.609
2008-10-22,137.57
2008-10-23,134.959
2008-10-24,128.325
2008-10-27,120.391
2008-10-28,122.908
2008-10-29,130.997
2008-10-30,136.606
2008-10-31,136.857
2008-11-03,139.427
2008-11-04,146.838
2008-11-05,148.519
2008-11-06,141.061
2008-11-07,139.6
2008-11-10,142.54
2008-11-11,137.129
2008-11-12,134.121
2008-11-13,131.714
2008-11-14,132.033
2008-11-17,130.24
2008-11-18,128.664
2008-11-19,126.034
2008-11-20,120.645
2008-11-21,121.48
2008-11-24,125.827
2008-11-25,127.728
2008-11-26,127.169
2008-11-27,129.591
2008-11-28,130.226
2008-12-01,126.133
2008-12-02,125.012
2008-12-03,125.296
2008-12-04,124.888
2008-12-05,122.596
2008-12-08,128.409
2008-12-09,129.157
2008-12-10,131.598
2008-12-11,134.01
2008-12-12,131.451
2008-12-15,135.69
2008-12-16,135.798
2008-12-17,139.51
2008-12-18,139.53
2008-12-19,135.355
2008-12-22,134.462
2008-12-23,134.707
2008-12-24,134.397
2008-12-25,134.868
2008-12-26,135.473
2008-12-29,138.339
2008-12-30,139.585
2008-12-31,138.91
2009-01-01,138.91
2009-01-02,142.159
2009-01-05,142.076
2009-01-06,142.373
2009-01-07,143.919
2009-01-08,142.963
2009-01-09,142.3
2009-01-12,140.151
2009-01-13,135.555
2009-01-14,133.637
2009-01-15,131.32
2009-01-16,134.111
2009-01-19,132.477
2009-01-20,128.606
2009-01-21,128.899
2009-01-22,129.3
2009-01-23,126.48
2009-01-26,129.164
2009-01-27,131.591
2009-01-28,133.757
2009-01-29,132.39
2009-01-30,130.842
2009-02-02,127.985
2009-02-03,129.277
2009-02-04,131.233
2009-02-05,130.598
2009-02-06,132.085
2009-02-09,133.583
2009-02-10,131.939
2009-02-11,130.84
2009-02-12,128.854
2009-02-13,130.384
2009-02-16,129.292
2009-02-17,125.454
2009-02-18,123.638
2009-02-19,124.019
2009-02-20,120.615
2009-02-23,119.816
2009-02-24,117.769
2009-02-25,118.294
2009-02-26,119.2
2009-02-27,118.891
2009-03-02,114.782
2009-03-03,113.015
2009-03-04,115.575
2009-03-05,114.771
2009-03-06,113.305
2009-03-09,110.831
2009-03-10,113.22
2009-03-11,114.81
2009-03-12,114.678
2009-03-13,116.977
2009-03-16,120.04
2009-03-17,119.953
2009-03-18,120.569
2009-03-19,126.932
2009-03-20,125.216
2009-03-23,128.067
2009-03-24,129.299
2009-03-25,130.171
2009-03-26,131.168
2009-03-27,129.859
2009-03-30,125.8
2009-03-31,126.526
2009-04-01,128.669
2009-04-02,134.521
2009-04-03,135.315
2009-04-06,134.867
2009-04-07,133.39
2009-04-08,132.454
2009-04-09,136.021
2009-04-10,136.08
2009-04-13,137.432
2009-04-14,139.953
2009-04-15,140.008
2009-04-16,141.048
2009-04-17,141.897
2009-04-20,138.573
2009-04-21,137.79
2009-04-22,139.375
2009-04-23,141.306
2009-04-24,143.827
2009-04-27,143.187
2009-04-28,140.493
2009-04-29,143.981
2009-04-30,146.03
2009-05-01,146.514
2009-05-04,149.965
2009-05-05,152.121
2009-05-06,153.29
2009-05-07,155.485
2009-05-08,157.75
2009-05-11,157.601
2009-05-12,158.168
2009-05-13,154.83
2009-05-14,154.083
2009-05-15,156.494
2009-05-18,156.588
2009-05-19,160.749
2009-05-20,164.316
2009-05-21,162.754
2009-05-22,164.197
2009-05-25,164.864
2009-05-26,165.11
2009-05-27,166.053
2009-05-28,165.05
2009-05-29,167.64
2009-06-01,171.224
2009-06-02,173.825
2009-06-03,172.043
2009-06-04,171.035
2009-06-05,169.657
2009-06-08,167.447
2009-06-09,169.784
2009-06-10,172.266
2009-06-11,174.71
2009-06-12,173.761
2009-06-15,170.486
2009-06-16,169.018
2009-06-17,166.808
2009-06-18,166.773
2009-06-19,167.365
2009-06-22,164.394
2009-06-23,163.522
2009-06-24,166.878
2009-06-25,166.831
2009-06-26,170.077
2009-06-29,170.328
2009-06-30,169.654
2009-07-01,171.583
2009-07-02,169.563
2009-07-03,168.766
2009-07-06,166.517
2009-07-07,166.425
2009-07-08,163.289
2009-07-09,164.181
2009-07-10,163.418
2009-07-13,162.425
2009-07-14,165.754
2009-07-15,169.572
2009-07-16,170.501
2009-07-17,170.771
2009-07-20,173.254
2009-07-21,176.214
2009-07-22,176.813
2009-07-23,178.628
2009-07-24,179.277
2009-07-27,179.866
2009-07-28,178.72
2009-07-29,177.979
2009-07-30,180.278
2009-07-31,183.287
2009-08-03,188.118
2009-08-04,188.21
2009-08-05,188.307
2009-08-06,188.903
2009-08-07,186.955
2009-08-10,187.367
2009-08-11,186.822
2009-08-12,187.549
2009-08-13,191.45
2009-08-14,192.228
2009-08-17,186.115
2009-08-18,187.935
2009-08-19,188.483
2009-08-20,191.284
2009-08-21,193.267
2009-08-24,196.594
2009-08-25,197.14
2009-08-26,196.132
2009-08-27,195.234
2009-08-28,198.838
2009-08-31,197.414
2009-09-01,194.985
2009-09-02,192.157
2009-09-03,193.854
2009-09-04,195.55
2009-09-07,198.992
2009-09-08,202.652
2009-09-09,204.254
2009-09-10,205.82
2009-09-11,207.678
2009-09-14,205.542
2009-09-15,206.199
2009-09-16,209.514
2009-09-17,211.268
2009-09-18,209.645
2009-09-21,206.879
2009-09-22,210.204
2009-09-23,210.152
2009-09-24,207.154
2009-09-25,206.329
2009-09-28,206.606
2009-09-29,206.337
2009-09-30,208.509
2009-10-01,205.144
2009-10-02,201.071
2009-10-05,201.922
2009-10-06,207.355
2009-10-07,208.27
2009-10-08,211.973
2009-10-09,212.169
2009-10-12,213.422
2009-10-13,213.397
2009-10-14,216.595
2009-10-15,217.024
2009-10-16,215.194
2009-10-19,217.681
2009-10-20,217.613
2009-10-21,217.603
2009-10-22,215.466
2009-10-23,214.611
2009-10-26,211.978
2009-10-27,208.416
2009-10-28,203.145
2009-10-29,206.067
2009-10-30,205.293
2009-11-02,204.508
2009-11-03,202.509
2009-11-04,207.046
2009-11-05,207.855
2009-11-06,208.768
2009-11-09,212.562
2009-11-10,211.795
2009-11-11,212.623
2009-11-12,210.815
2009-11-13,212.199
2009-11-16,215.421
2009-11-17,212.409
2009-11-18,213.169
2009-11-19,209.041
2009-11-20,207.957
2009-11-23,211.405
2009-11-24,209.468
2009-11-25,211.025
2009-11-26,206.62
2009-11-27,206.71
2009-11-30,206.893
2009-12-01,212.697
2009-12-02,213.499
2009-12-03,214.062
2009-12-04,211.547
2009-12-07,211.291
2009-12-08,208.546
2009-12-09,207.033
2009-12-10,207.165
2009-12-11,206.795
2009-12-14,208.392
2009-12-15,207.197
2009-12-16,209.039
2009-12-17,205.523
2009-12-18,204.47
2009-12-21,205.419
2009-12-22,205.135
2009-12-23,207.089
2009-12-24,207.599
2009-12-25,207.54
2009-12-28,208.89
2009-12-29,210.192
2009-12-30,208.648
2009-12-31,209.509
2010-01-01,209.509
2010-01-04,214.555
2010-01-05,216.153
2010-01-06,216.935
2010-01-07,216.923
2010-01-08,218.405
2010-01-11,221.565
2010-01-12,220.21
2010-01-13,219.939
2010-01-14,221.674
2010-01-15,220.892
2010-01-18,221.239
2010-01-19,220.441
2010-01-20,216.881
2010-01-21,214.5
2010-01-22,212.668
2010-01-25,212.575
2010-01-26,210.689
2010-01-27,208.882
2010-01-28,208.452
2010-01-29,206.749
2010-02-01,207.035
2010-02-02,210.88
2010-02-03,210.28
2010-02-04,205.592
2010-02-05,201.298
2010-02-08,200.003
2010-02-09,200.599
2010-02-10,201.123
2010-02-11,202.384
2010-02-12,202.445
2010-02-15,202.035
2010-02-16,204.146
2010-02-17,206.428
2010-02-18,206.807
2010-02-19,204.44
2010-02-22,207.005
2010-02-23,205.919
2010-02-24,205.345
2010-02-25,202.983
2010-02-26,205.565
2010-03-01,206.337
2010-03-02,209.077
2010-03-03,211.739
2010-03-04,210.674
2010-03-05,212.788
2010-03-08,213.815
2010-03-09,213.492
2010-03-10,214.962
2010-03-11,215.547
2010-03-12,217.448
2010-03-15,216.211
2010-03-16,218.364
2010-03-17,220.583
2010-03-18,218.927
2010-03-19,217.765
2010-03-22,217.808
2010-03-23,219.101
2010-03-24,216.638
2010-03-25,217.274
2010-03-26,218.324
2010-03-29,219.915
2010-03-30,220.415
2010-03-31,220.847
2010-04-01,223.596
2010-04-02,223.728
2010-04-05,224.317
2010-04-06,225.31
2010-04-07,225.666
2010-04-08,225.01
2010-04-09,227.663
2010-04-12,229.241
2010-04-13,227.403
2010-04-14,229.849
2010-04-15,230.893
2010-04-16,228.433
2010-04-19,225.184
2010-04-20,227.46
2010-04-21,228.301
2010-04-22,226.556
2010-04-23,228.391
2010-04-26,230.651
2010-04-27,227.316
2010-04-28,221.809
2010-04-29,224.256
2010-04-30,225.211
2010-05-03,223.87
2010-05-04,217.997
2010-05-05,213.978
2010-05-06,210.024
2010-05-07,202.781
2010-05-10,212.609
2010-05-11,210.893
2010-05-12,213.755
2010-05-13,214.329
2010-05-14,209.583
2010-05-17,204.511
2010-05-18,204.576
2010-05-19,199.212
2010-05-20,194.72
2010-05-21,195.563
2010-05-24,194.847
2010-05-25,188.311
2010-05-26,191.536
2010-05-27,196.299
2010-05-28,197.423
2010-05-31,198.152
2010-06-01,197.643
2010-06-02,196.164
2010-06-03,199.517
2010-06-04,196.118
2010-06-07,191.446
2010-06-08,190.98
2010-06-09,193.755
2010-06-10,197.141
2010-06-11,198.168
2010-06-14,202.726
2010-06-15,204.171
2010-06-16,204.852
2010-06-17,205.088
2010-06-18,206.528
2010-06-21,208.55
2010-06-22,207.214
2010-06-23,204.67
2010-06-24,203.493
2010-06-25,202.284
2010-06-28,203.071
2010-06-29,197.169
2010-06-30,196.292
2010-07-01,194.879
2010-07-02,196.572
2010-07-05,196.202
2010-07-06,201.02
2010-07-07,201.429
2010-07-08,203.985
2010-07-09,204.851
2010-07-12,204.507
2010-07-13,207.039
2010-07-14,208.375
2010-07-15,208.446
2010-07-16,206.498
2010-07-19,204.706
2010-07-20,203.969
2010-07-21,205.567
2010-07-22,208.378
2010-07-23,209.857
2010-07-26,212.724
2010-07-27,212.911
2010-07-28,213.334
2010-07-29,214.372
2010-07-30,213.127
2010-08-02,217.569
2010-08-03,219.007
2010-08-04,217.563
2010-08-05,218.63
2010-08-06,219.644
2010-08-09,220.361
2010-08-10,216.279
2010-08-11,210.525
2010-08-12,208.098
2010-08-13,208.585
2010-08-16,209.731
2010-08-17,212.147
2010-08-18,212.427
2010-08-19,212.02
2010-08-20,207.606
2010-08-23,207.995
2010-08-24,205.712
2010-08-25,203.406
2010-08-26,206.078
2010-08-27,207.373
2010-08-30,208.715
2010-08-31,207.59
2010-09-01,212.111
2010-09-02,213.513
2010-09-03,215.465
2010-09-06,217.7
2010-09-07,215.671
2010-09-08,216.127
2010-09-09,217.991
2010-09-10,218.311
2010-09-13,221.755
2010-09-14,223.427
2010-09-15,222.815
2010-09-16,222.364
2010-09-17,222.635
2010-09-20,224.505
2010-09-21,225.251
2010-09-22,226.917
