Date,ACWI MID GROWTH Mid Cap
2022-07-29,2014.392
2022-08-31,1941.957
2022-09-30,1744.077
2022-10-31,1835.89
2022-11-30,1990.732
2022-12-30,1927.697
2023-01-31,2088.476
2023-02-28,2034.107
2023-03-31,2074.054
2023-04-28,2066.895
2023-05-31,2043.578
2023-06-30,2151.753
2023-07-31,2237.403
2023-08-31,2150.956
2023-09-29,2043.148
2023-10-31,1920.953
2023-11-30,2137.895
2023-12-29,2282.461
2024-01-31,2244.295
2024-02-29,2373.487
2024-03-29,2427.369
2024-04-30,2310.184
2024-05-31,2349.325
2024-06-28,2360.841
2024-07-31,2419.916
2024-08-30,2478.772
2024-09-30,2568.239
2024-10-31,2490.239
2024-11-29,2632.261
2024-12-31,2524.057
2025-01-31,2643.443
2025-02-28,2592.416
2025-03-31,2498.576
2025-04-30,2603.529
2025-05-30,2793.386
2025-06-30,2948.343
2025-07-31,2969.291
2025-08-29,3016.737
