Date,ACWI MID GROWTH Mid Cap
1994-05-31,355.702
1994-06-30,353.475
1994-07-29,359.357
1994-08-31,374.048
1994-09-30,367.567
1994-10-31,372.647
1994-11-30,353.715
1994-12-30,357.646
1995-01-31,348.501
1995-02-28,351.128
1995-03-31,363.564
1995-04-28,372.149
1995-05-31,369.997
1995-06-30,375.674
1995-07-31,397.563
1995-08-31,394.799
1995-09-29,402.514
1995-10-31,391.277
1995-11-30,397.798
1995-12-29,405.477
1996-01-31,413.882
1996-02-29,424.509
1996-03-29,431.885
1996-04-30,452.377
1996-05-31,455.532
1996-06-28,447.293
1996-07-31,422.419
1996-08-30,435.513
1996-09-30,448.375
1996-10-31,441.187
1996-11-29,454.53
1996-12-31,447.639
1997-01-31,454.006
1997-02-28,452.755
1997-03-31,436.292
1997-04-30,436.658
1997-05-30,471.566
1997-06-30,486.67
1997-07-31,504.734
1997-08-29,486.747
1997-09-30,502.974
1997-10-31,468.611
1997-11-28,456.492
1997-12-31,453.998
1998-01-30,454.824
1998-02-27,493.995
1998-03-31,517.272
1998-04-30,527.68
1998-05-29,511.892
1998-06-30,511.419
1998-07-31,501.821
1998-08-31,409.086
1998-09-30,417.042
1998-10-30,452.244
1998-11-30,476.57
1998-12-31,512.347
1999-01-29,530.198
1999-02-26,502.996
1999-03-31,526.297
1999-04-30,555.188
1999-05-31,550.617
1999-06-30,588.916
1999-07-30,593.355
1999-08-31,606.673
1999-09-30,607.276
1999-10-29,638.991
1999-11-30,717.395
1999-12-31,841.348
2000-01-31,822.017
2000-02-29,992.165
2000-03-31,940.252
2000-04-28,820.556
2000-05-31,755.3
2000-06-30,820.867
2000-07-31,780.938
2000-08-31,843.846
2000-09-29,790.663
2000-10-31,714.972
2000-11-30,592.771
2000-12-29,609.065
2001-01-31,638.289
2001-02-28,555.369
2001-03-30,489.761
2001-04-30,548.86
2001-05-31,543.302
2001-06-29,528.724
2001-07-31,499.075
2001-08-31,468.167
2001-09-28,395.506
2001-10-31,427.626
2001-11-30,459.672
2001-12-31,470.217
2002-01-31,457.294
2002-02-28,444.198
2002-03-29,474.649
2002-04-30,461.716
2002-05-31,459.15
2002-06-28,423.869
2002-07-31,379.15
2002-08-30,376.972
2002-09-30,344.318
2002-10-31,367.566
2002-11-29,393.232
2002-12-31,369.842
2003-01-31,362.57
2003-02-28,356.294
2003-03-31,359.626
2003-04-30,387.599
2003-05-30,423.169
2003-06-30,428.84
2003-07-31,441.913
2003-08-29,464.999
2003-09-30,465.325
2003-10-31,504.681
2003-11-28,514.273
2003-12-31,531.9
2004-01-30,548.715
2004-02-27,557.399
2004-03-31,558.805
2004-04-30,540.411
2004-05-31,549.758
2004-06-30,562.404
2004-07-30,529.307
2004-08-31,527.159
2004-09-30,548.577
2004-10-29,569.442
2004-11-30,610.468
2004-12-31,636.711
2005-01-31,622.301
2005-02-28,645.213
2005-03-31,632.103
2005-04-29,608.689
2005-05-31,628.021
2005-06-30,642.466
2005-07-29,673.335
2005-08-31,681.663
2005-09-30,702.077
2005-10-31,680.0
2005-11-30,714.416
2005-12-30,740.937
2006-01-31,794.34
2006-02-28,786.024
2006-03-31,811.722
2006-04-28,834.835
2006-05-31,793.097
2006-06-30,788.661
2006-07-31,773.734
2006-08-31,796.762
2006-09-29,807.803
2006-10-31,840.268
2006-11-30,872.964
2006-12-29,886.619
2007-01-31,900.466
2007-02-28,906.526
2007-03-30,927.515
2007-04-30,967.42
2007-05-31,1000.0
2007-06-29,996.431
2007-07-31,980.619
2007-08-31,966.367
2007-09-28,1013.937
2007-10-31,1056.351
2007-11-30,993.977
2007-12-31,994.286
2008-01-31,894.644
2008-02-29,910.665
2008-03-31,889.94
2008-04-30,944.057
2008-05-30,977.103
2008-06-30,904.506
2008-07-31,851.373
2008-08-29,835.608
2008-09-30,691.928
2008-10-31,522.822
2008-11-28,484.047
2008-12-31,510.8
2009-01-30,480.118
2009-02-27,441.973
2009-03-31,476.222
2009-04-30,538.849
2009-05-29,587.477
2009-06-30,586.632
2009-07-31,633.021
2009-08-31,656.359
2009-09-30,695.442
2009-10-30,675.373
2009-11-30,701.815
2009-12-31,732.764
2010-01-29,699.122
2010-02-26,716.297
2010-03-31,764.539
2010-04-30,779.041
2010-05-31,707.837
2010-06-30,687.883
2010-07-30,743.207
2010-08-31,720.438
2010-09-30,805.375
2010-10-29,835.342
2010-11-30,833.279
2010-12-31,892.222
2011-01-31,899.06
2011-02-28,927.041
2011-03-31,941.335
2011-04-29,980.726
2011-05-31,968.051
2011-06-30,950.484
2011-07-29,933.78
2011-08-31,865.73
2011-09-30,763.524
2011-10-31,856.983
2011-11-30,829.111
2011-12-30,815.668
2012-01-31,869.288
2012-02-29,914.78
2012-03-30,920.564
2012-04-30,914.808
2012-05-31,828.86
2012-06-29,856.506
2012-07-31,863.091
2012-08-31,890.482
2012-09-28,917.301
2012-10-31,907.158
2012-11-30,921.656
2012-12-31,943.587
2013-01-31,985.884
2013-02-28,993.907
2013-03-29,1017.643
2013-04-30,1035.958
2013-05-31,1043.629
2013-06-28,1015.659
2013-07-31,1069.768
2013-08-30,1050.194
2013-09-30,1112.104
2013-10-31,1139.806
2013-11-29,1145.795
2013-12-31,1173.311
2014-01-31,1138.968
2014-02-28,1208.923
2014-03-31,1198.267
2014-04-30,1194.003
2014-05-30,1223.485
2014-06-30,1251.351
2014-07-31,1224.534
2014-08-29,1259.657
2014-09-30,1204.279
2014-10-31,1216.252
2014-11-28,1237.869
2014-12-31,1223.747
2015-01-30,1210.868
2015-02-27,1286.993
2015-03-31,1281.108
2015-04-30,1309.911
2015-05-29,1312.331
2015-06-30,1288.775
2015-07-31,1301.559
2015-08-31,1228.175
2015-09-30,1176.27
2015-10-30,1259.473
2015-11-30,1260.166
2015-12-31,1238.513
2016-01-29,1145.755
2016-02-29,1150.969
2016-03-31,1243.394
2016-04-29,1257.952
2016-05-31,1265.157
2016-06-30,1244.714
2016-07-29,1312.298
2016-08-31,1302.317
2016-09-30,1312.369
2016-10-31,1270.531
2016-11-30,1269.804
2016-12-30,1273.646
2017-01-31,1325.17
2017-02-28,1355.312
2017-03-31,1374.442
2017-04-28,1406.31
2017-05-31,1441.637
2017-06-30,1444.589
2017-07-31,1480.777
2017-08-31,1490.019
2017-09-29,1521.407
2017-10-31,1551.728
2017-11-30,1586.321
2017-12-29,1617.309
2018-01-31,1705.875
2018-02-28,1635.735
2018-03-30,1623.91
2018-04-30,1628.142
2018-05-31,1652.463
2018-06-29,1640.086
2018-07-31,1669.719
2018-08-31,1691.597
2018-09-28,1680.293
2018-10-31,1499.883
2018-11-30,1508.38
2018-12-31,1405.94
2019-01-31,1531.864
2019-02-28,1587.525
2019-03-29,1606.487
2019-04-30,1662.254
2019-05-31,1578.833
2019-06-28,1688.564
2019-07-31,1691.226
2019-08-30,1654.238
2019-09-30,1664.571
2019-10-31,1716.176
2019-11-29,1771.888
2019-12-31,1815.795
2020-01-31,1812.877
2020-02-28,1661.847
2020-03-31,1419.224
2020-04-30,1604.039
2020-05-29,1744.52
2020-06-30,1798.947
2020-07-31,1922.925
2020-08-31,1997.894
2020-09-30,1970.318
2020-10-30,1949.414
2020-11-30,2193.659
2020-12-31,2323.39
2021-01-29,2295.48
2021-02-26,2324.674
2021-03-31,2316.703
2021-04-30,2436.229
2021-05-31,2455.826
2021-06-30,2527.859
2021-07-30,2548.6
2021-08-31,2618.875
2021-09-30,2499.182
2021-10-29,2620.921
2021-11-30,2540.524
2021-12-31,2584.548
2022-01-31,2291.299
2022-02-28,2262.937
2022-03-31,2291.496
2022-04-29,2058.565
2022-05-31,2031.841
2022-06-30,1852.453
