Date,ACWI MID GROWTH Mid Cap
2001-01-01,609.047
2001-01-02,583.622
2001-01-03,598.133
2001-01-04,593.471
2001-01-05,578.792
2001-01-08,572.716
2001-01-09,574.585
2001-01-10,585.01
2001-01-11,597.136
2001-01-12,603.968
2001-01-15,604.472
2001-01-16,602.923
2001-01-17,612.042
2001-01-18,619.117
2001-01-19,620.899
2001-01-22,620.796
2001-01-23,631.033
2001-01-24,630.55
2001-01-25,626.461
2001-01-26,627.7
2001-01-29,634.623
2001-01-30,637.687
2001-01-31,638.289
2001-02-01,637.806
2001-02-02,625.109
2001-02-05,620.51
2001-02-06,625.17
2001-02-07,616.642
2001-02-08,611.18
2001-02-09,604.434
2001-02-12,605.161
2001-02-13,598.558
2001-02-14,598.481
2001-02-15,604.772
2001-02-16,594.524
2001-02-19,592.024
2001-02-20,580.29
2001-02-21,570.822
2001-02-22,562.867
2001-02-23,563.322
2001-02-26,573.321
2001-02-27,565.776
2001-02-28,555.369
2001-03-01,551.345
2001-03-02,546.43
2001-03-05,545.047
2001-03-06,557.209
2001-03-07,559.634
2001-03-08,553.115
2001-03-09,540.432
2001-03-12,517.237
2001-03-13,514.721
2001-03-14,505.6
2001-03-15,503.012
2001-03-16,490.505
2001-03-19,498.13
2001-03-20,493.647
2001-03-21,484.306
2001-03-22,474.537
2001-03-23,490.038
2001-03-26,501.992
2001-03-27,507.22
2001-03-28,496.086
2001-03-29,488.093
2001-03-30,489.761
2001-04-02,478.343
2001-04-03,460.761
2001-04-04,460.565
2001-04-05,481.71
2001-04-06,477.455
2001-04-09,480.352
2001-04-10,493.491
2001-04-11,496.317
2001-04-12,508.0
2001-04-13,508.232
2001-04-16,502.834
2001-04-17,505.009
2001-04-18,528.365
2001-04-19,542.017
2001-04-20,539.197
2001-04-23,526.21
2001-04-24,522.532
2001-04-25,530.524
2001-04-26,536.179
2001-04-27,541.072
2001-04-30,548.86
2001-05-01,555.311
2001-05-02,560.448
2001-05-03,550.596
2001-05-04,555.397
2001-05-07,553.456
2001-05-08,552.826
2001-05-09,547.43
2001-05-10,545.555
2001-05-11,541.458
2001-05-14,535.72
2001-05-15,537.697
2001-05-16,548.096
2001-05-17,558.134
2001-05-18,558.418
2001-05-21,572.728
2001-05-22,574.675
2001-05-23,564.486
2001-05-24,566.822
2001-05-25,564.457
2001-05-28,564.245
2001-05-29,554.151
2001-05-30,540.153
2001-05-31,543.302
2001-06-01,547.27
2001-06-04,548.614
2001-06-05,557.89
2001-06-06,553.847
2001-06-07,557.874
2001-06-08,553.504
2001-06-11,542.654
2001-06-12,538.821
2001-06-13,536.502
2001-06-14,525.24
2001-06-15,523.667
2001-06-18,515.895
2001-06-19,515.271
2001-06-20,517.741
2001-06-21,520.177
2001-06-22,517.216
2001-06-25,517.569
2001-06-26,516.74
2001-06-27,516.656
2001-06-28,520.535
2001-06-29,528.724
2001-07-02,525.99
2001-07-03,522.613
2001-07-04,520.261
2001-07-05,511.008
2001-07-06,498.913
2001-07-09,498.121
2001-07-10,494.046
2001-07-11,490.567
2001-07-12,500.602
2001-07-13,501.35
2001-07-16,493.718
2001-07-17,495.004
2001-07-18,492.541
2001-07-19,495.885
2001-07-20,495.229
2001-07-23,489.327
2001-07-24,484.163
2001-07-25,487.845
2001-07-26,493.931
2001-07-27,498.531
2001-07-30,496.807
2001-07-31,499.075
2001-08-01,503.815
2001-08-02,508.031
2001-08-03,505.821
2001-08-06,500.97
2001-08-07,498.36
2001-08-08,490.625
2001-08-09,487.5
2001-08-10,487.354
2001-08-13,490.41
2001-08-14,491.414
2001-08-15,489.986
2001-08-16,485.765
2001-08-17,480.11
2001-08-20,477.48
2001-08-21,473.868
2001-08-22,478.034
2001-08-23,475.884
2001-08-24,483.342
2001-08-27,484.589
2001-08-28,478.016
2001-08-29,475.721
2001-08-30,468.172
2001-08-31,468.167
2001-09-03,464.744
2001-09-04,462.326
2001-09-05,454.986
2001-09-06,446.829
2001-09-07,443.23
2001-09-10,438.717
2001-09-11,432.159
2001-09-12,426.533
2001-09-13,427.197
2001-09-14,423.339
2001-09-17,403.986
2001-09-18,396.841
2001-09-19,393.77
2001-09-20,382.339
2001-09-21,372.488
2001-09-24,382.607
2001-09-25,386.972
2001-09-26,384.569
2001-09-27,386.794
2001-09-28,395.506
2001-10-01,390.615
2001-10-02,393.19
2001-10-03,402.919
2001-10-04,409.958
2001-10-05,410.342
2001-10-08,409.529
2001-10-09,409.036
2001-10-10,417.335
2001-10-11,428.753
2001-10-12,428.978
2001-10-15,427.069
2001-10-16,431.894
2001-10-17,427.435
2001-10-18,422.227
2001-10-19,424.116
2001-10-22,427.721
2001-10-23,430.734
2001-10-24,434.273
2001-10-25,440.203
2001-10-26,442.053
2001-10-29,434.247
2001-10-30,425.204
2001-10-31,427.626
2001-11-01,433.162
2001-11-02,433.36
2001-11-05,440.138
2001-11-06,445.559
2001-11-07,446.276
2001-11-08,445.033
2001-11-09,444.788
2001-11-12,443.604
2001-11-13,450.281
2001-11-14,453.057
2001-11-15,454.864
2001-11-16,457.272
2001-11-19,462.867
2001-11-20,455.901
2001-11-21,452.993
2001-11-22,454.194
2001-11-23,457.093
2001-11-26,464.596
2001-11-27,464.412
2001-11-28,456.181
2001-11-29,458.355
2001-11-30,459.672
2001-12-03,455.127
2001-12-04,463.363
2001-12-05,477.883
2001-12-06,480.207
2001-12-07,475.364
2001-12-10,468.848
2001-12-11,469.652
2001-12-12,470.561
2001-12-13,462.137
2001-12-14,461.672
2001-12-17,465.803
2001-12-18,468.131
2001-12-19,464.53
2001-12-20,458.689
2001-12-21,459.806
2001-12-24,459.768
2001-12-25,460.205
2001-12-26,462.539
2001-12-27,467.461
2001-12-28,471.901
2001-12-31,470.217
2002-01-01,470.244
2002-01-02,471.367
2002-01-03,477.439
2002-01-04,482.129
2002-01-07,478.709
2002-01-08,476.947
2002-01-09,475.991
2002-01-10,474.446
2002-01-11,471.216
2002-01-14,464.923
2002-01-15,464.849
2002-01-16,455.329
2002-01-17,459.404
