Date,ACWI MID GROWTH Mid Cap
2002-01-18,456.289
2002-01-21,456.254
2002-01-22,451.92
2002-01-23,457.627
2002-01-24,460.684
2002-01-25,459.605
2002-01-28,460.379
2002-01-29,453.914
2002-01-30,454.057
2002-01-31,457.294
2002-02-01,455.137
2002-02-04,446.407
2002-02-05,443.095
2002-02-06,440.882
2002-02-07,437.324
2002-02-08,443.785
2002-02-11,449.88
2002-02-12,450.405
2002-02-13,452.823
2002-02-14,452.559
2002-02-15,449.108
2002-02-18,448.412
2002-02-19,439.387
2002-02-20,440.397
2002-02-21,437.121
2002-02-22,437.309
2002-02-25,441.809
2002-02-26,444.713
2002-02-27,446.323
2002-02-28,444.198
2002-03-01,452.892
2002-03-04,468.091
2002-03-05,466.99
2002-03-06,471.85
2002-03-07,474.486
2002-03-08,478.951
2002-03-11,480.433
2002-03-12,474.855
2002-03-13,471.096
2002-03-14,472.744
2002-03-15,475.936
2002-03-18,479.066
2002-03-19,480.91
2002-03-20,476.629
2002-03-21,478.173
2002-03-22,474.875
2002-03-25,468.39
2002-03-26,469.344
2002-03-27,472.426
2002-03-28,474.899
2002-03-29,474.649
2002-04-01,475.689
2002-04-02,470.649
2002-04-03,467.177
2002-04-04,466.925
2002-04-05,466.092
2002-04-08,466.179
2002-04-09,463.082
2002-04-10,466.62
2002-04-11,461.288
2002-04-12,463.758
2002-04-15,465.486
2002-04-16,473.758
2002-04-17,475.794
2002-04-18,475.093
2002-04-19,475.119
2002-04-22,471.208
2002-04-23,469.205
2002-04-24,466.78
2002-04-25,466.266
2002-04-26,461.818
2002-04-29,457.915
2002-04-30,461.716
2002-05-01,463.7
2002-05-02,460.744
2002-05-03,457.772
2002-05-06,453.768
2002-05-07,450.214
2002-05-08,463.84
2002-05-09,459.203
2002-05-10,454.939
2002-05-13,459.05
2002-05-14,465.274
2002-05-15,467.883
2002-05-16,467.34
2002-05-17,471.157
2002-05-20,467.517
2002-05-21,462.589
2002-05-22,462.686
2002-05-23,464.565
2002-05-24,462.42
2002-05-27,461.833
2002-05-28,461.878
2002-05-29,459.559
2002-05-30,459.384
2002-05-31,459.15
2002-06-03,450.814
2002-06-04,449.221
2002-06-05,450.371
2002-06-06,445.946
2002-06-07,444.985
2002-06-10,445.213
2002-06-11,439.649
2002-06-12,437.577
2002-06-13,432.679
2002-06-14,430.148
2002-06-17,438.604
2002-06-18,438.664
2002-06-19,432.497
2002-06-20,427.03
2002-06-21,421.841
2002-06-24,420.954
2002-06-25,416.182
2002-06-26,414.403
2002-06-27,419.006
2002-06-28,423.869
2002-07-01,414.905
2002-07-02,403.824
2002-07-03,403.574
2002-07-04,404.234
2002-07-05,418.922
2002-07-08,414.511
2002-07-09,408.068
2002-07-10,397.1
2002-07-11,395.48
2002-07-12,396.639
2002-07-15,393.877
2002-07-16,391.306
2002-07-17,394.877
2002-07-18,390.261
2002-07-19,379.746
2002-07-22,367.693
2002-07-23,359.249
2002-07-24,368.187
2002-07-25,364.924
2002-07-26,363.148
2002-07-29,378.578
2002-07-30,382.384
2002-07-31,379.15
2002-08-01,368.017
2002-08-02,361.074
2002-08-05,349.946
2002-08-06,356.471
2002-08-07,360.5
2002-08-08,368.304
2002-08-09,370.886
2002-08-12,369.016
2002-08-13,364.023
2002-08-14,373.787
2002-08-15,380.765
2002-08-16,384.372
2002-08-19,390.596
2002-08-20,386.027
2002-08-21,391.128
2002-08-22,396.595
2002-08-23,389.996
2002-08-26,391.247
2002-08-27,386.854
2002-08-28,378.073
2002-08-29,378.039
2002-08-30,376.972
2002-09-02,375.406
2002-09-03,364.649
2002-09-04,368.214
2002-09-05,363.281
2002-09-06,370.52
2002-09-09,371.572
2002-09-10,375.484
2002-09-11,377.173
2002-09-12,369.992
2002-09-13,368.525
2002-09-16,366.155
2002-09-17,362.278
2002-09-18,360.243
2002-09-19,351.955
2002-09-20,351.53
2002-09-23,344.267
2002-09-24,339.31
2002-09-25,347.363
2002-09-26,352.398
2002-09-27,350.008
2002-09-30,344.318
2002-10-01,348.535
2002-10-02,345.15
2002-10-03,340.691
2002-10-04,334.04
2002-10-07,326.899
2002-10-08,329.2
2002-10-09,324.849
2002-10-10,330.444
2002-10-11,342.266
2002-10-14,345.029
2002-10-15,359.353
2002-10-16,353.054
2002-10-17,363.117
2002-10-18,363.928
2002-10-21,369.874
2002-10-22,364.165
2002-10-23,366.351
2002-10-24,363.826
2002-10-25,368.005
2002-10-28,367.434
2002-10-29,361.891
2002-10-30,366.934
2002-10-31,367.566
2002-11-01,372.823
2002-11-04,378.954
2002-11-05,379.98
2002-11-06,383.869
2002-11-07,377.238
2002-11-08,372.142
2002-11-11,363.832
2002-11-12,368.363
2002-11-13,367.624
2002-11-14,374.605
2002-11-15,377.468
2002-11-18,376.247
2002-11-19,373.186
2002-11-20,379.058
2002-11-21,388.523
2002-11-22,389.522
2002-11-25,390.123
2002-11-26,381.904
2002-11-27,391.173
2002-11-28,393.731
2002-11-29,393.232
2002-12-02,393.037
2002-12-03,386.81
2002-12-04,382.845
2002-12-05,379.58
2002-12-06,380.388
2002-12-09,370.961
2002-12-10,374.643
2002-12-11,375.931
2002-12-12,376.365
2002-12-13,370.483
2002-12-16,376.368
2002-12-17,374.691
2002-12-18,368.735
2002-12-19,367.338
2002-12-20,371.373
2002-12-23,373.354
2002-12-24,372.526
2002-12-25,372.442
2002-12-26,372.886
2002-12-27,367.8
2002-12-30,368.29
2002-12-31,369.842
2003-01-01,369.83
2003-01-02,378.882
2003-01-03,379.759
2003-01-06,385.25
2003-01-07,382.823
2003-01-08,376.446
2003-01-09,382.23
2003-01-10,384.348
2003-01-13,383.523
2003-01-14,385.104
2003-01-15,381.409
2003-01-16,381.039
2003-01-17,375.404
2003-01-20,374.394
2003-01-21,369.695
2003-01-22,367.335
2003-01-23,371.943
2003-01-24,366.361
2003-01-27,359.197
2003-01-28,362.854
2003-01-29,364.342
2003-01-30,360.971
2003-01-31,362.57
2003-02-03,364.822
2003-02-04,360.414
2003-02-05,360.177
2003-02-06,357.727
2003-02-07,354.644
2003-02-10,354.998
2003-02-11,355.106
2003-02-12,350.443
2003-02-13,348.091
2003-02-14,352.117
2003-02-17,353.73
2003-02-18,359.757
2003-02-19,357.188
2003-02-20,356.258
2003-02-21,359.071
2003-02-24,354.359
2003-02-25,352.351
2003-02-26,349.804
2003-02-27,352.37
2003-02-28,356.294
2003-03-03,355.342
2003-03-04,350.816
2003-03-05,350.938
2003-03-06,349.971
2003-03-07,350.342
2003-03-10,343.232
2003-03-11,340.431
2003-03-12,339.229
2003-03-13,350.034
2003-03-14,352.942
2003-03-17,362.813
2003-03-18,365.594
2003-03-19,365.202
2003-03-20,367.521
2003-03-21,372.662
2003-03-24,362.577
2003-03-25,367.005
2003-03-26,367.306
2003-03-27,366.691
2003-03-28,365.574
2003-03-31,359.626
2003-04-01,360.66
2003-04-02,369.455
2003-04-03,369.189
2003-04-04,368.328
2003-04-07,371.755
2003-04-08,369.197
2003-04-09,365.227
2003-04-10,366.902
2003-04-11,366.635
2003-04-14,370.802
2003-04-15,374.128
2003-04-16,370.922
2003-04-17,377.276
2003-04-18,377.42
2003-04-21,376.984
2003-04-22,382.157
2003-04-23,384.593
2003-04-24,383.072
2003-04-25,378.312
2003-04-28,383.276
2003-04-29,385.669
2003-04-30,387.599
2003-05-01,389.028
2003-05-02,394.674
2003-05-05,397.332
2003-05-06,402.394
2003-05-07,400.988
2003-05-08,396.453
2003-05-09,401.243
2003-05-12,406.101
2003-05-13,405.781
2003-05-14,405.671
2003-05-15,408.64
2003-05-16,410.435
2003-05-19,400.573
2003-05-20,399.709
2003-05-21,400.632
2003-05-22,405.87
2003-05-23,407.213
2003-05-26,407.907
2003-05-27,414.941
2003-05-28,415.454
2003-05-29,417.35
2003-05-30,423.169
2003-06-02,424.339
2003-06-03,422.488
2003-06-04,429.415
2003-06-05,435.181
2003-06-06,435.599
2003-06-09,430.185
2003-06-10,432.668
2003-06-11,439.35
2003-06-12,439.983
2003-06-13,436.007
2003-06-16,443.14
2003-06-17,444.31
2003-06-18,442.236
2003-06-19,436.449
2003-06-20,436.532
2003-06-23,429.361
2003-06-24,426.958
2003-06-25,429.233
2003-06-26,430.607
2003-06-27,429.955
2003-06-30,428.84
2003-07-01,431.125
2003-07-02,437.519
2003-07-03,437.308
2003-07-04,436.529
2003-07-07,443.995
2003-07-08,447.732
2003-07-09,447.56
2003-07-10,441.957
2003-07-11,443.103
2003-07-14,447.873
2003-07-15,446.333
2003-07-16,442.201
2003-07-17,434.691
2003-07-18,437.319
2003-07-21,434.258
2003-07-22,437.301
2003-07-23,440.388
2003-07-24,440.853
2003-07-25,444.535
2003-07-28,446.817
2003-07-29,445.297
2003-07-30,441.508
2003-07-31,441.913
2003-08-01,440.516
2003-08-04,439.237
2003-08-05,434.029
2003-08-06,431.092
2003-08-07,432.964
2003-08-08,433.293
2003-08-11,436.888
2003-08-12,441.335
2003-08-13,442.87
2003-08-14,445.526
2003-08-15,445.913
2003-08-18,450.593
2003-08-19,453.402
2003-08-20,455.698
2003-08-21,459.82
2003-08-22,457.209
2003-08-25,455.7
2003-08-26,454.81
2003-08-27,457.108
2003-08-28,461.258
2003-08-29,464.999
2003-09-01,467.717
2003-09-02,470.767
2003-09-03,472.9
2003-09-04,473.861
2003-09-05,472.403
2003-09-08,477.359
2003-09-09,474.622
2003-09-10,466.313
2003-09-11,468.293
2003-09-12,470.705
2003-09-15,469.618
2003-09-16,475.38
2003-09-17,476.239
2003-09-18,481.82
2003-09-19,482.541
2003-09-22,476.982
2003-09-23,480.078
2003-09-24,474.561
2003-09-25,469.807
2003-09-26,464.837
2003-09-29,468.18
2003-09-30,465.325
2003-10-01,473.267
2003-10-02,477.224
2003-10-03,484.468
2003-10-06,486.535
2003-10-07,490.015
2003-10-08,488.542
2003-10-09,492.041
2003-10-10,495.336
2003-10-13,498.026
2003-10-14,499.649
2003-10-15,499.572
2003-10-16,502.94
2003-10-17,497.979
2003-10-20,500.398
2003-10-21,502.88
2003-10-22,497.083
2003-10-23,491.861
2003-10-24,492.196
2003-10-27,494.984
2003-10-28,502.293
2003-10-29,505.715
2003-10-30,506.041
2003-10-31,504.681
2003-11-03,507.476
2003-11-04,508.74
2003-11-05,508.58
2003-11-06,508.973
2003-11-07,510.483
2003-11-10,506.626
2003-11-11,502.697
2003-11-12,509.387
2003-11-13,512.366
2003-11-14,507.632
2003-11-17,499.714
2003-11-18,498.03
2003-11-19,496.804
2003-11-20,495.361
2003-11-21,497.248
2003-11-24,504.333
2003-11-25,506.823
2003-11-26,512.287
2003-11-27,512.6
2003-11-28,514.273
2003-12-01,520.717
2003-12-02,521.325
2003-12-03,519.175
2003-12-04,517.918
2003-12-05,514.523
2003-12-08,515.316
2003-12-09,510.454
2003-12-10,506.291
2003-12-11,511.707
2003-12-12,514.831
2003-12-15,513.226
2003-12-16,510.935
2003-12-17,511.854
2003-12-18,518.139
2003-12-19,517.027
2003-12-22,518.819
2003-12-23,521.805
2003-12-24,522.484
2003-12-25,522.585
2003-12-26,523.516
2003-12-29,528.971
2003-12-30,530.904
2003-12-31,531.9
2004-01-01,531.908
2004-01-02,532.591
2004-01-05,540.144
2004-01-06,541.952
2004-01-07,541.975
2004-01-08,546.293
2004-01-09,547.663
2004-01-12,549.144
2004-01-13,546.293
2004-01-14,549.12
2004-01-15,549.0
2004-01-16,552.864
2004-01-19,553.792
2004-01-20,558.232
2004-01-21,559.146
2004-01-22,557.424
2004-01-23,556.553
2004-01-26,557.763
2004-01-27,556.69
2004-01-28,552.415
2004-01-29,547.263
2004-01-30,548.715
2004-02-02,549.394
2004-02-03,550.263
2004-02-04,544.695
2004-02-05,547.138
2004-02-06,556.92
2004-02-09,557.962
2004-02-10,559.398
2004-02-11,563.275
2004-02-12,565.329
2004-02-13,562.691
2004-02-16,563.146
2004-02-17,569.431
2004-02-18,568.43
2004-02-19,563.599
2004-02-20,557.859
2004-02-23,554.092
2004-02-24,553.498
2004-02-25,554.368
2004-02-26,555.619
2004-02-27,557.399
2004-03-01,565.655
2004-03-02,562.657
2004-03-03,558.908
2004-03-04,562.261
2004-03-05,566.809
2004-03-08,561.248
2004-03-09,557.243
2004-03-10,548.001
2004-03-11,540.537
2004-03-12,545.098
2004-03-15,537.223
2004-03-16,541.859
2004-03-17,548.346
2004-03-18,549.62
2004-03-19,546.657
2004-03-22,538.243
2004-03-23,537.521
2004-03-24,536.886
2004-03-25,545.847
2004-03-26,546.461
2004-03-29,554.021
2004-03-30,555.932
2004-03-31,558.805
2004-04-01,564.22
2004-04-02,569.025
2004-04-05,571.574
2004-04-06,569.832
2004-04-07,570.712
2004-04-08,570.384
2004-04-09,569.511
2004-04-12,572.136
2004-04-13,564.854
2004-04-14,559.96
2004-04-15,557.121
2004-04-16,559.75
2004-04-19,561.068
2004-04-20,556.428
2004-04-21,556.055
2004-04-22,562.291
2004-04-23,563.284
2004-04-26,562.165
2004-04-27,561.378
2004-04-28,551.86
2004-04-29,546.336
2004-04-30,540.411
2004-05-03,543.919
2004-05-04,547.866
2004-05-05,551.055
2004-05-06,542.898
2004-05-07,533.74
2004-05-10,518.902
2004-05-11,524.975
2004-05-12,525.502
2004-05-13,524.458
2004-05-14,520.985
2004-05-17,514.475
2004-05-18,520.24
2004-05-19,527.721
2004-05-20,523.602
2004-05-21,529.214
2004-05-24,531.901
2004-05-25,538.003
2004-05-26,541.406
2004-05-27,547.517
2004-05-28,549.667
2004-05-31,549.758
2004-06-01,548.804
2004-06-02,549.126
2004-06-03,542.927
2004-06-04,546.728
2004-06-07,557.824
2004-06-08,557.906
2004-06-09,551.043
2004-06-10,552.512
2004-06-11,550.251
2004-06-14,543.836
2004-06-15,547.949
2004-06-16,550.068
2004-06-17,549.16
2004-06-18,550.181
2004-06-21,549.147
2004-06-22,550.429
2004-06-23,554.319
2004-06-24,557.943
2004-06-25,559.871
2004-06-28,560.071
2004-06-29,559.961
2004-06-30,562.404
2004-07-01,558.522
2004-07-02,556.516
2004-07-05,554.342
2004-07-06,547.811
2004-07-07,549.959
2004-07-08,545.74
2004-07-09,548.055
2004-07-12,547.021
2004-07-13,545.156
2004-07-14,543.066
2004-07-15,541.691
2004-07-16,541.654
2004-07-19,540.704
2004-07-20,542.583
2004-07-21,535.35
2004-07-22,533.957
2004-07-23,527.522
2004-07-26,522.035
2004-07-27,524.185
2004-07-28,523.635
2004-07-29,527.134
2004-07-30,529.307
2004-08-02,529.155
2004-08-03,525.717
2004-08-04,521.91
2004-08-05,518.062
2004-08-06,512.152
2004-08-09,510.416
2004-08-10,516.844
2004-08-11,512.042
2004-08-12,507.669
2004-08-13,508.41
2004-08-16,513.558
2004-08-17,515.816
2004-08-18,520.55
2004-08-19,522.253
2004-08-20,524.271
2004-08-23,523.51
2004-08-24,521.799
2004-08-25,525.678
2004-08-26,527.504
2004-08-27,529.269
2004-08-30,525.133
2004-08-31,527.159
2004-09-01,531.17
2004-09-02,535.033
2004-09-03,531.041
2004-09-06,533.467
2004-09-07,536.535
2004-09-08,535.916
2004-09-09,537.139
2004-09-10,542.928
2004-09-13,546.737
2004-09-14,548.534
2004-09-15,541.6
2004-09-16,544.282
2004-09-17,546.635
2004-09-20,545.837
2004-09-21,550.992
2004-09-22,545.697
2004-09-23,545.407
2004-09-24,545.315
2004-09-27,540.91
2004-09-28,542.563
2004-09-29,545.01
2004-09-30,548.577
2004-10-01,557.158
2004-10-04,560.969
2004-10-05,560.477
2004-10-06,562.328
2004-10-07,558.998
2004-10-08,557.577
2004-10-11,557.456
2004-10-12,552.462
2004-10-13,550.384
2004-10-14,548.303
2004-10-15,550.212
2004-10-18,552.103
2004-10-19,552.814
2004-10-20,553.509
2004-10-21,559.544
2004-10-22,557.012
2004-10-25,555.739
2004-10-26,559.245
2004-10-27,566.712
2004-10-28,568.411
2004-10-29,569.442
2004-11-01,570.711
2004-11-02,573.605
2004-11-03,579.167
2004-11-04,584.059
2004-11-05,588.695
2004-11-08,587.038
2004-11-09,586.749
2004-11-10,587.585
2004-11-11,591.647
2004-11-12,598.637
2004-11-15,600.175
2004-11-16,597.788
2004-11-17,603.529
2004-11-18,603.594
2004-11-19,601.517
2004-11-22,601.789
2004-11-23,603.575
2004-11-24,608.996
2004-11-25,612.2
2004-11-26,611.98
2004-11-29,612.696
2004-11-30,610.468
2004-12-01,615.814
2004-12-02,615.888
2004-12-03,618.721
2004-12-06,618.554
2004-12-07,613.644
2004-12-08,609.658
2004-12-09,609.511
2004-12-10,609.194
2004-12-13,615.182
2004-12-14,618.147
2004-12-15,622.328
2004-12-16,619.25
2004-12-17,619.068
2004-12-20,621.748
2004-12-21,624.277
2004-12-22,625.772
2004-12-23,627.907
2004-12-24,629.747
2004-12-27,629.708
2004-12-28,633.303
2004-12-29,633.176
2004-12-30,636.139
2004-12-31,636.711
2005-01-03,630.085
2005-01-04,620.917
2005-01-05,615.624
2005-01-06,614.832
2005-01-07,613.423
2005-01-10,615.399
2005-01-11,614.31
2005-01-12,618.39
2005-01-13,616.635
2005-01-14,618.971
2005-01-17,620.666
2005-01-18,622.486
2005-01-19,619.783
2005-01-20,614.798
2005-01-21,613.259
2005-01-24,611.803
2005-01-25,611.571
2005-01-26,617.922
2005-01-27,619.02
2005-01-28,616.201
2005-01-31,622.301
2005-02-01,624.335
2005-02-02,627.755
2005-02-03,626.013
2005-02-04,633.243
2005-02-07,631.778
2005-02-08,630.49
2005-02-09,625.318
2005-02-10,628.61
2005-02-11,634.631
2005-02-14,637.659
2005-02-15,640.004
2005-02-16,638.772
2005-02-17,637.933
2005-02-18,638.81
2005-02-21,638.094
2005-02-22,634.441
2005-02-23,634.265
2005-02-24,639.101
2005-02-25,645.471
2005-02-28,645.213
2005-03-01,647.482
2005-03-02,645.761
2005-03-03,645.755
2005-03-04,652.681
2005-03-07,654.05
2005-03-08,653.208
2005-03-09,649.177
2005-03-10,646.681
2005-03-11,646.969
2005-03-14,646.608
2005-03-15,644.521
2005-03-16,641.489
2005-03-17,640.664
2005-03-18,639.764
2005-03-21,637.197
2005-03-22,635.605
2005-03-23,628.504
2005-03-24,629.411
2005-03-25,629.556
2005-03-28,627.875
2005-03-29,622.811
2005-03-30,627.703
2005-03-31,632.103
2005-04-01,631.916
2005-04-04,628.137
2005-04-05,631.736
2005-04-06,633.837
2005-04-07,637.636
2005-04-08,634.396
2005-04-11,635.511
2005-04-12,635.033
2005-04-13,631.311
2005-04-14,622.773
2005-04-15,612.571
2005-04-18,609.305
2005-04-19,617.012
2005-04-20,612.556
2005-04-21,619.114
2005-04-22,619.006
2005-04-25,621.809
2005-04-26,616.684
2005-04-27,613.136
2005-04-28,605.545
2005-04-29,608.689
2005-05-02,610.712
2005-05-03,611.138
2005-05-04,618.554
2005-05-05,619.427
2005-05-06,620.198
2005-05-09,621.585
2005-05-10,617.697
2005-05-11,617.279
2005-05-12,611.84
2005-05-13,609.394
2005-05-16,610.85
2005-05-17,612.637
2005-05-18,619.453
2005-05-19,623.251
2005-05-20,622.23
2005-05-23,625.869
2005-05-24,626.808
2005-05-25,624.595
2005-05-26,627.703
2005-05-27,629.18
2005-05-30,629.808
2005-05-31,628.021
2005-06-01,631.449
2005-06-02,634.483
2005-06-03,634.156
2005-06-06,634.877
2005-06-07,635.846
2005-06-08,636.249
2005-06-09,636.272
2005-06-10,635.46
2005-06-13,635.73
2005-06-14,637.538
2005-06-15,640.105
2005-06-16,644.448
2005-06-17,649.532
2005-06-20,647.319
2005-06-21,646.763
2005-06-22,647.806
2005-06-23,644.384
2005-06-24,639.923
2005-06-27,638.769
2005-06-28,643.628
2005-06-29,644.18
2005-06-30,642.466
2005-07-01,642.151
2005-07-04,641.663
2005-07-05,645.215
2005-07-06,645.308
2005-07-07,643.317
2005-07-08,649.035
2005-07-11,656.241
2005-07-12,660.19
2005-07-13,657.92
2005-07-14,658.206
2005-07-15,658.002
2005-07-18,657.914
2005-07-19,661.484
2005-07-20,664.139
2005-07-21,665.359
2005-07-22,669.028
2005-07-25,666.453
2005-07-26,666.161
2005-07-27,668.59
2005-07-28,673.916
2005-07-29,673.335
2005-08-01,676.995
2005-08-02,681.234
2005-08-03,682.936
2005-08-04,679.964
2005-08-05,673.036
2005-08-08,673.949
2005-08-09,676.274
2005-08-10,681.408
2005-08-11,685.972
2005-08-12,684.119
2005-08-15,683.611
2005-08-16,678.383
2005-08-17,677.249
2005-08-18,673.18
2005-08-19,674.571
2005-08-22,679.1
2005-08-23,677.356
2005-08-24,676.292
2005-08-25,676.499
2005-08-26,673.922
2005-08-29,673.709
2005-08-30,672.131
2005-08-31,681.663
2005-09-01,689.005
2005-09-02,688.824
2005-09-05,690.014
2005-09-06,693.816
2005-09-07,696.314
2005-09-08,694.322
2005-09-09,701.031
2005-09-12,700.262
2005-09-13,695.62
2005-09-14,695.944
2005-09-15,694.509
2005-09-16,696.484
2005-09-19,694.143
2005-09-20,692.475
2005-09-21,688.777
2005-09-22,686.237
2005-09-23,686.4
2005-09-26,690.989
2005-09-27,689.165
2005-09-28,692.62
2005-09-29,697.723
2005-09-30,702.077
2005-10-03,701.752
2005-10-04,699.705
2005-10-05,688.931
2005-10-06,682.132
2005-10-07,683.553
2005-10-10,679.915
2005-10-11,680.031
2005-10-12,673.736
2005-10-13,666.276
2005-10-14,673.069
2005-10-17,674.105
2005-10-18,664.614
2005-10-19,665.306
2005-10-20,661.956
2005-10-21,665.336
2005-10-24,673.503
2005-10-25,675.802
2005-10-26,673.613
2005-10-27,666.054
2005-10-28,670.531
2005-10-31,680.0
2005-11-01,682.398
2005-11-02,691.285
2005-11-03,695.872
2005-11-04,692.139
2005-11-07,692.429
2005-11-08,690.073
2005-11-09,690.81
