Date,ACWI MID GROWTH Mid Cap
2018-02-28,1685.574
2018-03-30,1673.934
2018-04-30,1678.926
2018-05-31,1705.011
2018-06-29,1692.674
2018-07-31,1723.423
2018-08-31,1746.37
2018-09-28,1735.046
2018-10-31,1548.924
2018-11-30,1557.988
2018-12-31,1452.441
2019-01-31,1582.684
2019-02-28,1640.445
2019-03-29,1660.55
2019-04-30,1718.911
2019-05-31,1633.684
2019-06-28,1747.647
2019-07-31,1750.694
2019-08-30,1712.931
2019-09-30,1723.999
2019-10-31,1777.621
2019-11-29,1835.633
2019-12-31,1881.457
2020-01-31,1878.607
2020-02-28,1722.364
2020-03-31,1471.299
2020-04-30,1663.353
2020-05-29,1809.558
2020-06-30,1866.316
2020-07-31,1995.156
2020-08-31,2073.245
2020-09-30,2044.964
2020-10-30,2023.451
2020-11-30,2277.259
2020-12-31,2412.285
2021-01-29,2383.407
2021-02-26,2413.908
2021-03-31,2406.056
2021-04-30,2530.724
2021-05-31,2552.609
2021-06-30,2627.918
2021-07-30,2649.679
2021-08-31,2723.079
2021-09-30,2599.055
2021-10-29,2725.877
2021-11-30,2642.724
2021-12-31,2688.786
2022-01-31,2383.794
2022-02-28,2354.535
2022-03-31,2384.849
2022-04-29,2142.885
2022-05-31,2115.961
2022-06-30,1929.608
2022-07-29,2098.61
2022-08-31,2023.467
2022-09-30,1817.721
2022-10-31,1913.529
2022-11-30,2075.269
2022-12-30,2009.893
2023-01-31,2177.682
2023-02-28,2121.236
2023-03-31,2163.473
2023-04-28,2156.375
2023-05-31,2132.966
2023-06-30,2246.312
2023-07-31,2335.99
2023-08-31,2246.091
2023-09-29,2133.953
2023-10-31,2006.524
2023-11-30,2233.414
2023-12-29,2384.749
2024-01-31,2344.948
2024-02-29,2480.156
2024-03-29,2537.099
2024-04-30,2415.284
2024-05-31,2457.009
2024-06-28,2469.63
2024-07-31,2531.739
2024-08-30,2593.612
2024-09-30,2687.965
2024-10-31,2606.527
2024-11-29,2755.425
2024-12-31,2642.792
2025-01-31,2767.916
2025-02-28,2714.712
2025-03-31,2617.136
2025-04-30,2727.874
2025-05-30,2928.467
2025-06-30,3091.617
2025-07-31,3114.138
2025-08-29,3164.244
