Date,ACWI MID GROWTH Mid Cap
1994-05-31,349.27
1994-06-30,347.181
1994-07-29,353.007
1994-08-31,367.461
1994-09-30,361.119
1994-10-31,366.131
1994-11-30,347.547
1994-12-30,351.417
1995-01-31,342.444
1995-02-28,345.042
1995-03-31,357.316
1995-04-28,365.799
1995-05-31,363.814
1995-06-30,369.525
1995-07-31,391.101
1995-08-31,388.409
1995-09-29,396.033
1995-10-31,384.996
1995-11-30,391.434
1995-12-29,399.004
1996-01-31,407.283
1996-02-29,417.763
1996-03-29,425.072
1996-04-30,445.299
1996-05-31,448.499
1996-06-28,440.478
1996-07-31,416.031
1996-08-30,428.941
1996-09-30,441.655
1996-10-31,434.604
1996-11-29,447.754
1996-12-31,440.981
1997-01-31,447.262
1997-02-28,446.071
1997-03-31,429.903
1997-04-30,430.313
1997-05-30,464.815
1997-06-30,479.776
1997-07-31,497.636
1997-08-29,479.911
1997-09-30,495.951
1997-10-31,462.096
1997-11-28,450.153
1997-12-31,447.7
1998-01-30,448.527
1998-02-27,487.164
1998-03-31,510.172
1998-04-30,520.495
1998-05-29,505.005
1998-06-30,504.644
1998-07-31,495.222
1998-08-31,403.712
1998-09-30,411.6
1998-10-30,446.352
1998-11-30,470.375
1998-12-31,505.732
1999-01-29,523.365
1999-02-26,496.52
1999-03-31,519.598
1999-04-30,548.164
1999-05-31,543.696
1999-06-30,581.557
1999-07-30,585.963
1999-08-31,599.134
1999-09-30,599.765
1999-10-29,631.095
1999-11-30,708.541
1999-12-31,830.98
2000-01-31,811.898
2000-02-29,979.96
2000-03-31,928.76
2000-04-28,810.655
2000-05-31,746.274
2000-06-30,811.08
2000-07-31,771.668
2000-08-31,833.838
2000-09-29,781.319
2000-10-31,706.532
2000-11-30,585.785
2000-12-29,601.901
2001-01-31,630.806
2001-02-28,548.875
2001-03-30,484.111
2001-04-30,542.575
2001-05-31,537.225
2001-06-29,522.873
2001-07-31,493.593
2001-08-31,463.04
2001-09-28,391.212
2001-10-31,422.995
2001-11-30,454.712
2001-12-31,465.165
2002-01-31,452.395
2002-02-28,439.46
2002-03-29,469.665
2002-04-30,456.92
2002-05-31,454.51
2002-06-28,419.644
2002-07-31,375.395
2002-08-30,373.28
2002-09-30,340.988
2002-10-31,364.026
2002-11-29,389.477
2002-12-31,366.343
2003-01-31,359.164
2003-02-28,352.974
2003-03-31,356.372
2003-04-30,384.203
2003-05-30,419.559
2003-06-30,425.251
2003-07-31,438.261
2003-08-29,461.204
2003-09-30,461.579
2003-10-31,500.646
2003-11-28,510.206
2003-12-31,527.757
2004-01-30,544.476
2004-02-27,553.142
2004-03-31,554.617
2004-04-30,536.487
2004-05-31,545.967
2004-06-30,558.615
2004-07-30,525.777
2004-08-31,523.726
2004-09-30,545.077
2004-10-29,565.839
2004-11-30,606.676
2004-12-31,632.908
2005-01-31,618.619
2005-02-28,641.493
2005-03-31,628.576
2005-04-29,605.403
2005-05-31,624.991
2005-06-30,639.496
2005-07-29,670.278
2005-08-31,678.668
2005-09-30,699.097
2005-10-31,677.16
2005-11-30,711.585
2005-12-30,738.128
2006-01-31,791.411
2006-02-28,783.283
2006-03-31,809.066
2006-04-28,832.301
2006-05-31,791.166
2006-06-30,786.915
2006-07-31,772.147
2006-08-31,795.254
2006-09-29,806.418
2006-10-31,838.929
2006-11-30,871.697
2006-12-29,885.525
2007-01-31,899.425
2007-02-28,905.637
2007-03-30,926.854
2007-04-30,966.939
2007-05-31,1000.0
2007-06-29,996.551
2007-07-31,980.85
2007-08-31,966.794
2007-09-28,1014.504
2007-10-31,1057.047
2007-11-30,994.812
2007-12-31,995.26
2008-01-31,895.58
2008-02-29,911.815
2008-03-31,891.422
2008-04-30,946.072
2008-05-30,979.751
2008-06-30,907.185
2008-07-31,854.028
2008-08-29,838.39
2008-09-30,694.407
2008-10-31,524.738
2008-11-28,485.973
2008-12-31,512.947
2009-01-30,482.186
2009-02-27,443.998
2009-03-31,478.577
2009-04-30,541.686
2009-05-29,590.954
2009-06-30,590.242
2009-07-31,637.007
2009-08-31,660.602
2009-09-30,700.032
2009-10-30,679.856
2009-11-30,706.597
2009-12-31,737.876
2010-01-29,704.027
2010-02-26,721.433
2010-03-31,770.25
2010-04-30,785.054
2010-05-31,713.601
2010-06-30,693.665
2010-07-30,749.563
2010-08-31,726.74
2010-09-30,812.534
2010-10-29,842.816
2010-11-30,840.868
2010-12-31,900.501
2011-01-31,907.454
2011-02-28,935.859
2011-03-31,950.593
2011-04-29,990.715
2011-05-31,978.543
2011-06-30,961.009
2011-07-29,944.265
2011-08-31,875.665
2011-09-30,772.436
2011-10-31,867.04
2011-11-30,839.08
2011-12-30,825.686
2012-01-31,880.051
2012-02-29,926.286
2012-03-30,932.451
2012-04-30,926.923
2012-05-31,840.317
2012-06-29,868.699
2012-07-31,875.483
2012-08-31,903.569
2012-09-28,930.971
2012-10-31,920.853
2012-11-30,935.817
2012-12-31,958.533
2013-01-31,1001.579
2013-02-28,1009.923
2013-03-29,1034.305
2013-04-30,1053.246
2013-05-31,1061.691
2013-06-28,1033.505
2013-07-31,1088.798
2013-08-30,1069.139
2013-09-30,1132.386
2013-10-31,1160.67
2013-11-29,1167.005
2013-12-31,1195.232
2014-01-31,1160.353
2014-02-28,1231.888
2014-03-31,1221.417
2014-04-30,1217.393
2014-05-30,1248.056
2014-06-30,1276.918
2014-07-31,1249.654
2014-08-29,1285.767
2014-09-30,1229.484
2014-10-31,1241.834
2014-11-28,1264.435
2014-12-31,1250.287
2015-01-30,1237.218
2015-02-27,1315.271
2015-03-31,1309.676
2015-04-30,1339.409
2015-05-29,1342.413
2015-06-30,1318.682
2015-07-31,1331.845
2015-08-31,1257.026
2015-09-30,1204.193
2015-10-30,1289.586
2015-11-30,1290.591
2015-12-31,1268.774
2016-01-29,1173.837
2016-02-29,1179.465
2016-03-31,1274.623
2016-04-29,1289.936
2016-05-31,1297.985
2016-06-30,1277.343
2016-07-29,1346.865
2016-08-31,1336.896
2016-09-30,1347.536
2016-10-31,1304.792
2016-11-30,1304.314
2016-12-30,1308.563
2017-01-31,1361.604
2017-02-28,1392.828
2017-03-31,1413.003
2017-04-28,1446.167
2017-05-31,1483.264
2017-06-30,1486.635
2017-07-31,1524.019
2017-08-31,1533.995
2017-09-29,1566.699
2017-10-31,1598.07
2017-11-30,1634.015
2017-12-29,1666.224
2018-01-31,1757.542
