Date,NORWAY IMI IMI (Large+Mid+Small Cap)
2005-11-09,557.747
2005-11-10,553.839
2005-11-11,546.107
2005-11-14,549.162
2005-11-15,543.381
2005-11-16,534.747
2005-11-17,546.049
2005-11-18,544.633
2005-11-21,547.349
2005-11-22,556.77
2005-11-23,557.072
2005-11-24,553.445
2005-11-25,558.555
2005-11-28,556.346
2005-11-29,553.106
2005-11-30,554.893
2005-12-01,559.452
2005-12-02,569.931
2005-12-05,578.42
2005-12-06,574.923
2005-12-07,582.258
2005-12-08,583.435
2005-12-09,587.877
2005-12-12,591.842
2005-12-13,595.179
2005-12-14,600.743
2005-12-15,588.107
2005-12-16,583.09
2005-12-19,573.311
2005-12-20,573.016
2005-12-21,571.621
2005-12-22,579.717
2005-12-23,580.48
2005-12-26,580.48
2005-12-27,582.451
2005-12-28,587.588
2005-12-29,587.283
2005-12-30,588.033
2006-01-02,589.049
2006-01-03,605.411
2006-01-04,617.199
2006-01-05,615.65
2006-01-06,623.298
2006-01-09,620.198
2006-01-10,610.742
2006-01-11,608.253
2006-01-12,611.832
2006-01-13,608.888
2006-01-16,615.588
2006-01-17,607.869
2006-01-18,597.332
2006-01-19,612.299
2006-01-20,623.325
2006-01-23,627.838
2006-01-24,635.05
2006-01-25,636.3
2006-01-26,635.327
2006-01-27,642.892
2006-01-30,645.158
2006-01-31,643.592
2006-02-01,650.805
2006-02-02,648.804
2006-02-03,635.696
2006-02-06,643.886
2006-02-07,632.139
2006-02-08,626.853
2006-02-09,636.001
2006-02-10,629.035
2006-02-13,619.671
2006-02-14,606.863
2006-02-15,618.703
2006-02-16,622.738
2006-02-17,636.063
2006-02-20,647.49
2006-02-21,649.542
2006-02-22,641.558
2006-02-23,650.028
2006-02-24,656.574
2006-02-27,655.901
2006-02-28,649.389
2006-03-01,661.142
2006-03-02,666.269
2006-03-03,676.897
2006-03-06,674.214
2006-03-07,661.862
2006-03-08,653.183
2006-03-09,655.215
2006-03-10,654.987
2006-03-13,662.531
2006-03-14,670.307
2006-03-15,674.519
2006-03-16,684.837
2006-03-17,694.767
2006-03-20,698.515
2006-03-21,684.458
2006-03-22,692.501
2006-03-23,695.329
2006-03-24,704.579
2006-03-27,709.154
2006-03-28,714.135
2006-03-29,715.445
2006-03-30,730.224
2006-03-31,724.49
2006-04-03,737.056
2006-04-04,735.498
2006-04-05,742.072
2006-04-06,750.957
2006-04-07,740.79
2006-04-10,751.757
2006-04-11,752.84
2006-04-12,740.658
2006-04-13,738.334
2006-04-14,738.334
2006-04-17,750.443
2006-04-18,763.689
2006-04-19,777.665
2006-04-20,791.631
2006-04-21,792.214
2006-04-24,803.253
2006-04-25,799.411
2006-04-26,810.685
2006-04-27,792.789
2006-04-28,793.899
2006-05-01,795.844
2006-05-02,811.169
2006-05-03,818.024
2006-05-04,832.877
2006-05-05,835.157
2006-05-08,825.144
2006-05-09,835.865
2006-05-10,843.855
2006-05-11,851.82
2006-05-12,834.367
2006-05-15,783.698
2006-05-16,779.831
2006-05-17,778.043
2006-05-18,734.895
2006-05-19,727.675
2006-05-22,694.871
2006-05-23,748.139
2006-05-24,724.689
2006-05-25,726.104
2006-05-26,752.505
2006-05-29,772.469
2006-05-30,758.084
2006-05-31,761.471
2006-06-01,764.304
2006-06-02,785.577
2006-06-05,788.892
2006-06-06,756.786
2006-06-07,745.025
2006-06-08,693.556
2006-06-09,711.437
2006-06-12,690.071
2006-06-13,659.172
2006-06-14,661.99
2006-06-15,702.477
2006-06-16,692.394
2006-06-19,688.528
2006-06-20,680.054
2006-06-21,681.753
2006-06-22,686.652
2006-06-23,705.327
2006-06-26,704.19
2006-06-27,722.347
2006-06-28,711.628
2006-06-29,719.898
2006-06-30,732.496
2006-07-03,744.346
2006-07-04,747.914
2006-07-05,731.496
2006-07-06,746.253
2006-07-07,755.449
2006-07-10,740.916
2006-07-11,741.353
2006-07-12,754.325
2006-07-13,748.086
2006-07-14,737.325
2006-07-17,716.339
2006-07-18,702.803
2006-07-19,707.089
2006-07-20,719.954
2006-07-21,709.846
2006-07-24,705.74
2006-07-25,728.727
2006-07-26,729.762
2006-07-27,752.452
2006-07-28,748.552
2006-07-31,750.825
2006-08-01,752.102
2006-08-02,766.356
2006-08-03,755.243
2006-08-04,759.072
2006-08-07,758.685
2006-08-08,756.44
2006-08-09,751.951
2006-08-10,733.731
2006-08-11,729.78
2006-08-14,720.21
2006-08-15,729.987
2006-08-16,733.472
2006-08-17,724.996
2006-08-18,728.157
2006-08-21,749.548
2006-08-22,743.742
2006-08-23,748.339
2006-08-24,740.882
2006-08-25,739.879
2006-08-28,738.614
2006-08-29,725.616
2006-08-30,736.483
2006-08-31,735.508
2006-09-01,740.939
2006-09-04,751.7
2006-09-05,752.726
2006-09-06,734.064
2006-09-07,717.925
2006-09-08,710.775
2006-09-11,681.756
2006-09-12,684.048
2006-09-13,685.464
2006-09-14,695.209
2006-09-15,686.413
2006-09-18,692.423
2006-09-19,701.007
2006-09-20,694.334
2006-09-21,677.52
2006-09-22,673.38
2006-09-25,648.101
2006-09-26,668.133
2006-09-27,686.704
2006-09-28,691.893
2006-09-29,687.212
2006-10-02,681.047
2006-10-03,663.859
2006-10-04,665.031
2006-10-05,676.441
2006-10-06,667.288
2006-10-09,676.338
2006-10-10,681.986
2006-10-11,676.514
2006-10-12,681.715
2006-10-13,694.594
2006-10-16,703.518
2006-10-17,699.573
2006-10-18,705.621
2006-10-19,718.431
2006-10-20,725.018
2006-10-23,714.706
2006-10-24,721.494
2006-10-25,728.122
2006-10-26,748.353
2006-10-27,748.379
2006-10-30,735.589
2006-10-31,743.575
2006-11-01,756.664
2006-11-02,751.407
2006-11-03,757.513
2006-11-06,770.757
2006-11-07,771.676
2006-11-08,770.611
2006-11-09,779.853
2006-11-10,782.016
2006-11-13,777.499
2006-11-14,783.505
2006-11-15,786.942
2006-11-16,794.515
2006-11-17,767.375
2006-11-20,773.212
2006-11-21,782.976
2006-11-22,789.068
2006-11-23,783.718
2006-11-24,793.255
2006-11-27,783.806
2006-11-28,772.749
2006-11-29,794.607
2006-11-30,810.267
2006-12-01,811.183
2006-12-04,815.651
2006-12-05,821.565
2006-12-06,820.285
2006-12-07,820.941
2006-12-08,822.198
2006-12-11,817.539
2006-12-12,821.924
2006-12-13,817.351
2006-12-14,828.139
2006-12-15,830.392
2006-12-18,849.513
2006-12-19,844.591
2006-12-20,855.965
2006-12-21,846.411
2006-12-22,844.996
2006-12-25,844.996
2006-12-26,844.765
2006-12-27,842.235
2006-12-28,849.564
2006-12-29,855.17
2007-01-01,855.17
2007-01-02,874.114
2007-01-03,852.619
2007-01-04,821.793
2007-01-05,813.879
2007-01-08,825.539
2007-01-09,814.103
2007-01-10,793.095
2007-01-11,804.142
2007-01-12,809.825
2007-01-15,833.997
2007-01-16,831.329
2007-01-17,823.877
2007-01-18,826.238
2007-01-19,838.146
2007-01-22,849.111
2007-01-23,854.382
2007-01-24,873.31
2007-01-25,871.881
2007-01-26,871.693
2007-01-29,882.419
2007-01-30,881.166
2007-01-31,888.201
2007-02-01,898.927
2007-02-02,900.277
2007-02-05,900.501
2007-02-06,905.847
2007-02-07,911.589
2007-02-08,903.927
2007-02-09,908.343
2007-02-12,900.483
2007-02-13,911.03
2007-02-14,930.602
2007-02-15,914.247
2007-02-16,914.946
2007-02-19,920.773
2007-02-20,909.358
2007-02-21,907.843
2007-02-22,906.596
2007-02-23,915.016
2007-02-26,924.359
2007-02-27,892.237
2007-02-28,871.708
2007-03-01,860.718
2007-03-02,865.257
2007-03-05,838.958
2007-03-06,851.239
2007-03-07,857.565
2007-03-08,876.112
2007-03-09,875.74
2007-03-12,879.465
2007-03-13,878.172
2007-03-14,858.36
2007-03-15,869.131
2007-03-16,875.107
2007-03-19,889.119
2007-03-20,890.744
2007-03-21,899.913
2007-03-22,912.159
2007-03-23,919.962
2007-03-26,918.469
2007-03-27,910.329
2007-03-28,920.927
2007-03-29,924.733
2007-03-30,920.277
2007-04-02,923.257
2007-04-03,926.696
2007-04-04,926.623
2007-04-05,933.53
2007-04-06,933.53
2007-04-09,928.412
2007-04-10,946.611
2007-04-11,944.416
2007-04-12,939.999
2007-04-13,948.121
2007-04-16,963.066
2007-04-17,962.515
2007-04-18,950.016
2007-04-19,949.044
2007-04-20,962.746
2007-04-23,969.049
2007-04-24,967.828
2007-04-25,971.453
2007-04-26,972.501
2007-04-27,969.815
2007-04-30,976.786
2007-05-01,972.657
2007-05-02,984.581
2007-05-03,984.27
2007-05-04,995.417
2007-05-07,999.044
2007-05-08,967.74
2007-05-09,969.892
2007-05-10,959.709
2007-05-11,948.419
2007-05-14,950.662
2007-05-15,967.214
2007-05-16,969.256
2007-05-17,961.041
2007-05-18,977.547
2007-05-21,985.295
2007-05-22,994.095
2007-05-23,1007.986
2007-05-24,1001.265
2007-05-25,993.109
2007-05-28,993.109
2007-05-29,989.269
2007-05-30,977.443
2007-05-31,1000.0
2007-06-01,1009.215
2007-06-04,1011.706
2007-06-05,1012.523
2007-06-06,991.231
2007-06-07,982.932
2007-06-08,967.689
2007-06-11,974.672
2007-06-12,960.063
2007-06-13,965.296
2007-06-14,988.762
2007-06-15,1016.772
2007-06-18,1021.992
2007-06-19,1023.301
2007-06-20,1032.937
2007-06-21,1033.051
2007-06-22,1034.494
2007-06-25,1028.134
2007-06-26,1021.438
2007-06-27,1011.128
2007-06-28,1041.202
2007-06-29,1050.186
2007-07-02,1072.273
2007-07-03,1073.902
2007-07-04,1083.154
2007-07-05,1083.886
2007-07-06,1082.069
2007-07-09,1086.488
2007-07-10,1078.06
2007-07-11,1083.387
2007-07-12,1103.937
2007-07-13,1107.856
2007-07-16,1112.35
2007-07-17,1106.565
2007-07-18,1104.684
2007-07-19,1119.939
2007-07-20,1114.925
2007-07-23,1112.943
2007-07-24,1085.26
2007-07-25,1065.265
2007-07-26,1035.606
2007-07-27,1008.524
2007-07-30,1017.744
2007-07-31,1038.192
2007-08-01,1011.86
2007-08-02,1023.595
2007-08-03,1014.027
2007-08-06,984.981
2007-08-07,990.436
2007-08-08,1030.111
2007-08-09,990.184
2007-08-10,956.865
2007-08-13,971.718
2007-08-14,968.473
2007-08-15,945.771
2007-08-16,894.588
2007-08-17,928.897
2007-08-20,943.468
2007-08-21,928.109
2007-08-22,950.641
2007-08-23,967.289
2007-08-24,975.276
2007-08-27,971.221
2007-08-28,952.218
2007-08-29,954.404
2007-08-30,971.653
2007-08-31,991.526
2007-09-03,992.642
2007-09-04,1004.537
2007-09-05,1008.563
2007-09-06,1020.211
2007-09-07,1008.632
2007-09-10,1003.939
2007-09-11,1023.918
2007-09-12,1031.809
2007-09-13,1049.541
2007-09-14,1047.387
2007-09-17,1037.983
2007-09-18,1038.259
2007-09-19,1080.352
2007-09-20,1088.066
2007-09-21,1095.753
2007-09-24,1101.426
2007-09-25,1085.476
2007-09-26,1093.389
2007-09-27,1102.769
2007-09-28,1116.714
2007-10-01,1133.044
2007-10-02,1108.881
2007-10-03,1092.976
2007-10-04,1088.28
2007-10-05,1099.349
2007-10-08,1091.318
2007-10-09,1092.714
2007-10-10,1103.001
2007-10-11,1140.372
2007-10-12,1137.21
2007-10-15,1154.142
2007-10-16,1136.034
2007-10-17,1138.381
2007-10-18,1126.445
2007-10-19,1125.743
2007-10-22,1080.345
2007-10-23,1118.631
2007-10-24,1109.233
2007-10-25,1137.218
2007-10-26,1156.756
2007-10-29,1173.493
2007-10-30,1158.965
2007-10-31,1163.326
2007-11-01,1141.249
2007-11-02,1137.107
2007-11-05,1140.39
2007-11-06,1174.168
2007-11-07,1189.591
2007-11-08,1195.222
2007-11-09,1169.739
2007-11-12,1115.993
2007-11-13,1102.368
2007-11-14,1122.229
2007-11-15,1086.706
2007-11-16,1066.922
2007-11-19,1034.213
2007-11-20,1076.007
2007-11-21,1055.9
2007-11-22,1057.52
2007-11-23,1077.776
2007-11-26,1095.653
2007-11-27,1061.987
2007-11-28,1088.175
2007-11-29,1089.861
2007-11-30,1088.58
2007-12-03,1080.647
2007-12-04,1069.173
2007-12-05,1090.422
2007-12-06,1103.739
2007-12-07,1087.589
2007-12-10,1098.878
2007-12-11,1100.627
2007-12-12,1110.253
2007-12-13,1085.822
2007-12-14,1065.796
2007-12-17,1036.402
2007-12-18,1035.301
2007-12-19,1031.074
2007-12-20,1026.531
2007-12-21,1051.737
2007-12-24,1057.64
2007-12-25,1057.64
2007-12-26,1064.842
2007-12-27,1092.429
2007-12-28,1110.569
2007-12-31,1107.685
2008-01-01,1107.685
2008-01-02,1112.728
2008-01-03,1113.933
2008-01-04,1093.726
2008-01-07,1069.523
2008-01-08,1092.259
2008-01-09,1060.596
2008-01-10,1038.907
2008-01-11,1019.721
2008-01-14,1029.781
2008-01-15,989.609
2008-01-16,931.595
2008-01-17,928.942
2008-01-18,907.383
2008-01-21,835.562
2008-01-22,863.537
2008-01-23,838.257
2008-01-24,884.033
2008-01-25,914.803
2008-01-28,890.252
2008-01-29,919.51
2008-01-30,914.5
2008-01-31,883.215
2008-02-01,907.17
2008-02-04,924.168
2008-02-05,900.683
2008-02-06,899.229
2008-02-07,874.364
2008-02-08,869.329
2008-02-11,863.649
2008-02-12,906.831
2008-02-13,908.762
2008-02-14,943.467
2008-02-15,942.411
2008-02-18,958.6
2008-02-19,977.067
2008-02-20,958.202
2008-02-21,985.277
2008-02-22,975.176
2008-02-25,975.96
2008-02-26,985.629
2008-02-27,1018.426
2008-02-28,1018.942
2008-02-29,999.617
2008-03-03,990.402
2008-03-04,998.893
2008-03-05,1007.947
2008-03-06,1003.967
2008-03-07,974.005
2008-03-10,953.247
2008-03-11,978.196
2008-03-12,989.854
2008-03-13,971.548
2008-03-14,967.012
2008-03-17,938.773
2008-03-18,953.345
2008-03-19,940.392
2008-03-20,916.732
2008-03-21,916.732
2008-03-24,916.732
2008-03-25,943.839
2008-03-26,962.15
2008-03-27,983.031
2008-03-28,984.517
2008-03-31,992.968
2008-04-01,989.252
2008-04-02,1004.736
2008-04-03,1008.366
2008-04-04,1032.607
2008-04-07,1053.086
2008-04-08,1044.521
2008-04-09,1052.548
2008-04-10,1054.208
2008-04-11,1051.23
2008-04-14,1043.314
2008-04-15,1067.978
2008-04-16,1092.241
2008-04-17,1077.088
2008-04-18,1071.261
2008-04-21,1097.396
2008-04-22,1129.665
2008-04-23,1117.931
2008-04-24,1085.241
2008-04-25,1094.9
2008-04-28,1121.35
2008-04-29,1093.224
2008-04-30,1110.556
2008-05-01,1100.136
2008-05-02,1139.11
2008-05-05,1145.573
2008-05-06,1150.421
2008-05-07,1166.674
2008-05-08,1179.303
2008-05-09,1165.421
2008-05-12,1176.833
2008-05-13,1169.666
2008-05-14,1185.419
2008-05-15,1209.973
2008-05-16,1232.41
2008-05-19,1250.813
2008-05-20,1237.198
2008-05-21,1253.013
2008-05-22,1276.212
2008-05-23,1254.735
2008-05-26,1221.473
2008-05-27,1197.986
2008-05-28,1190.28
2008-05-29,1178.492
2008-05-30,1186.444
2008-06-02,1178.809
2008-06-03,1182.37
2008-06-04,1153.556
2008-06-05,1153.124
2008-06-06,1189.751
2008-06-09,1177.029
2008-06-10,1137.375
2008-06-11,1129.333
2008-06-12,1130.428
2008-06-13,1132.197
2008-06-16,1160.688
2008-06-17,1171.082
2008-06-18,1155.472
2008-06-19,1149.893
2008-06-20,1134.392
2008-06-23,1119.49
2008-06-24,1122.171
2008-06-25,1124.1
2008-06-26,1118.679
2008-06-27,1107.398
2008-06-30,1109.074
2008-07-01,1093.052
2008-07-02,1102.703
2008-07-03,1060.025
2008-07-04,1060.985
2008-07-07,1069.673
2008-07-08,1033.874
2008-07-09,1051.817
2008-07-10,1034.198
2008-07-11,1045.514
2008-07-14,1022.874
2008-07-15,989.523
2008-07-16,957.57
2008-07-17,990.324
2008-07-18,984.621
2008-07-21,1003.47
2008-07-22,990.181
2008-07-23,973.137
2008-07-24,955.533
2008-07-25,946.343
2008-07-28,965.928
2008-07-29,965.663
2008-07-30,988.983
2008-07-31,1009.178
2008-08-01,978.929
2008-08-04,970.711
2008-08-05,936.466
2008-08-06,949.129
2008-08-07,960.991
2008-08-08,928.151
2008-08-11,934.278
2008-08-12,918.475
2008-08-13,900.154
2008-08-14,917.111
2008-08-15,904.122
2008-08-18,923.352
2008-08-19,909.632
2008-08-20,925.739
2008-08-21,956.179
2008-08-22,957.886
2008-08-25,946.823
2008-08-26,928.777
2008-08-27,951.358
2008-08-28,962.641
2008-08-29,962.416
2008-09-01,933.598
2008-09-02,898.465
2008-09-03,868.19
2008-09-04,837.236
2008-09-05,804.277
2008-09-08,820.661
2008-09-09,765.535
2008-09-10,759.904
2008-09-11,747.783
2008-09-12,787.796
2008-09-15,746.17
2008-09-16,690.216
2008-09-17,671.03
2008-09-18,700.347
2008-09-19,774.301
2008-09-22,793.781
2008-09-23,778.217
2008-09-24,761.556
2008-09-25,754.015
2008-09-26,713.302
2008-09-29,640.8
2008-09-30,660.131
2008-10-01,639.062
2008-10-02,591.574
2008-10-03,626.494
2008-10-06,541.922
2008-10-07,536.161
2008-10-08,498.163
2008-10-09,516.379
2008-10-10,469.314
2008-10-13,499.221
2008-10-14,524.618
2008-10-15,470.788
2008-10-16,416.1
2008-10-17,431.883
2008-10-20,459.932
2008-10-21,460.816
2008-10-22,421.449
2008-10-23,423.052
2008-10-24,393.426
2008-10-27,366.611
2008-10-28,377.775
2008-10-29,399.729
2008-10-30,427.049
2008-10-31,444.446
2008-11-03,466.56
2008-11-04,505.172
2008-11-05,498.91
2008-11-06,438.023
2008-11-07,449.125
2008-11-10,455.74
2008-11-11,416.036
2008-11-12,381.698
2008-11-13,382.239
2008-11-14,393.701
2008-11-17,377.246
2008-11-18,372.35
2008-11-19,345.837
2008-11-20,326.545
2008-11-21,316.814
2008-11-24,365.89
2008-11-25,369.228
2008-11-26,372.06
2008-11-27,395.474
2008-11-28,384.288
2008-12-01,348.638
2008-12-02,359.759
2008-12-03,363.083
2008-12-04,353.984
2008-12-05,319.592
2008-12-08,364.253
2008-12-09,367.11
2008-12-10,380.113
2008-12-11,392.65
2008-12-12,369.658
2008-12-15,383.651
2008-12-16,383.204
2008-12-17,412.246
2008-12-18,404.492
2008-12-19,381.48
2008-12-22,366.829
2008-12-23,370.138
2008-12-24,368.543
2008-12-25,368.543
2008-12-26,366.749
2008-12-29,387.189
2008-12-30,395.25
2008-12-31,395.185
2009-01-01,395.185
2009-01-02,427.161
2009-01-05,430.773
2009-01-06,439.738
2009-01-07,423.911
2009-01-08,422.942
2009-01-09,418.379
2009-01-12,404.671
2009-01-13,395.005
2009-01-14,374.78
2009-01-15,381.666
2009-01-16,410.348
2009-01-19,397.413
2009-01-20,382.407
2009-01-21,392.919
2009-01-22,389.7
2009-01-23,391.789
2009-01-26,420.982
2009-01-27,416.256
2009-01-28,430.987
2009-01-29,416.438
2009-01-30,405.322
2009-02-02,381.56
2009-02-03,396.78
2009-02-04,407.905
2009-02-05,406.69
2009-02-06,424.158
2009-02-09,449.01
2009-02-10,441.528
2009-02-11,434.276
2009-02-12,414.627
2009-02-13,431.53
2009-02-16,415.024
2009-02-17,395.514
2009-02-18,388.589
2009-02-19,401.297
2009-02-20,379.089
2009-02-23,377.577
2009-02-24,377.33
2009-02-25,378.259
2009-02-26,392.577
2009-02-27,377.448
2009-03-02,356.69
2009-03-03,337.999
2009-03-04,366.932
2009-03-05,351.023
2009-03-06,351.823
2009-03-09,360.751
2009-03-10,381.152
2009-03-11,377.064
2009-03-12,373.027
2009-03-13,382.082
2009-03-16,392.233
2009-03-17,393.018
2009-03-18,387.838
2009-03-19,432.238
2009-03-20,431.981
2009-03-23,453.699
2009-03-24,443.754
2009-03-25,442.464
2009-03-26,451.085
2009-03-27,430.89
2009-03-30,400.658
2009-03-31,413.838
2009-04-01,417.829
2009-04-02,451.503
2009-04-03,436.926
2009-04-06,432.925
2009-04-07,416.497
2009-04-08,405.581
2009-04-09,409.776
2009-04-10,409.776
2009-04-13,412.545
2009-04-14,427.607
2009-04-15,425.111
2009-04-16,438.897
2009-04-17,451.912
2009-04-20,422.934
2009-04-21,432.274
2009-04-22,440.185
2009-04-23,440.486
2009-04-24,457.426
2009-04-27,444.074
2009-04-28,443.603
2009-04-29,467.453
2009-04-30,471.385
2009-05-01,472.921
2009-05-04,502.07
2009-05-05,498.148
2009-05-06,503.81
2009-05-07,519.209
2009-05-08,542.745
2009-05-11,530.344
2009-05-12,533.343
2009-05-13,514.0
2009-05-14,515.744
2009-05-15,519.895
2009-05-18,529.311
2009-05-19,542.722
2009-05-20,555.829
2009-05-21,552.643
2009-05-22,547.224
2009-05-25,550.169
2009-05-26,539.93
2009-05-27,544.615
2009-05-28,544.114
2009-05-29,568.976
2009-06-01,576.323
2009-06-02,605.634
2009-06-03,567.578
2009-06-04,578.037
2009-06-05,573.048
2009-06-08,555.254
2009-06-09,571.608
2009-06-10,585.933
2009-06-11,597.647
2009-06-12,588.979
2009-06-15,561.489
2009-06-16,571.033
2009-06-17,542.759
2009-06-18,553.469
2009-06-19,553.452
2009-06-22,506.545
2009-06-23,508.232
2009-06-24,533.225
2009-06-25,518.681
2009-06-26,532.155
2009-06-29,541.481
2009-06-30,537.54
2009-07-01,555.982
2009-07-02,538.531
2009-07-03,536.39
2009-07-06,507.121
2009-07-07,508.465
2009-07-08,494.651
2009-07-09,502.132
2009-07-10,489.973
2009-07-13,499.266
2009-07-14,512.766
2009-07-15,538.511
2009-07-16,535.116
2009-07-17,538.634
2009-07-20,555.217
2009-07-21,570.352
2009-07-22,566.824
2009-07-23,580.308
2009-07-24,578.697
2009-07-27,590.097
2009-07-28,573.154
2009-07-29,563.698
2009-07-30,580.606
2009-07-31,590.792
2009-08-03,619.872
2009-08-04,611.126
2009-08-05,611.187
2009-08-06,606.521
2009-08-07,604.287
2009-08-10,590.939
2009-08-11,574.929
2009-08-12,597.653
2009-08-13,607.57
2009-08-14,601.471
2009-08-17,573.428
2009-08-18,585.984
2009-08-19,591.208
2009-08-20,604.955
2009-08-21,622.677
2009-08-24,634.534
2009-08-25,635.927
2009-08-26,615.666
2009-08-27,605.561
2009-08-28,624.72
2009-08-31,608.214
2009-09-01,601.211
2009-09-02,584.847
2009-09-03,594.751
2009-09-04,602.514
2009-09-07,620.945
2009-09-08,632.161
2009-09-09,643.755
2009-09-10,635.774
2009-09-11,642.468
2009-09-14,635.85
2009-09-15,652.659
2009-09-16,671.386
2009-09-17,677.042
2009-09-18,674.544
2009-09-21,659.899
2009-09-22,681.843
2009-09-23,677.164
2009-09-24,662.095
2009-09-25,667.42
2009-09-28,671.695
2009-09-29,667.636
2009-09-30,676.595
2009-10-01,666.236
2009-10-02,650.903
2009-10-05,672.614
2009-10-06,705.031
2009-10-07,695.073
2009-10-08,717.562
2009-10-09,725.931
2009-10-12,727.816
2009-10-13,722.74
2009-10-14,747.208
2009-10-15,745.952
2009-10-16,735.71
2009-10-19,758.699
2009-10-20,759.981
2009-10-21,764.767
2009-10-22,754.792
2009-10-23,751.205
2009-10-26,732.966
2009-10-27,727.222
2009-10-28,696.047
2009-10-29,725.273
2009-10-30,704.569
2009-11-02,702.997
2009-11-03,683.415
2009-11-04,716.503
2009-11-05,720.179
2009-11-06,711.281
2009-11-09,745.352
2009-11-10,738.648
2009-11-11,748.628
2009-11-12,740.048
2009-11-13,744.704
2009-11-16,775.912
2009-11-17,764.622
2009-11-18,772.194
2009-11-19,745.013
2009-11-20,745.377
2009-11-23,779.248
2009-11-24,768.546
2009-11-25,775.272
2009-11-26,742.072
2009-11-27,756.818
2009-11-30,742.937
2009-12-01,769.284
2009-12-02,775.953
2009-12-03,770.326
2009-12-04,775.099
2009-12-07,768.192
2009-12-08,755.045
2009-12-09,749.154
2009-12-10,761.213
2009-12-11,757.78
2009-12-14,763.484
2009-12-15,763.801
2009-12-16,780.798
2009-12-17,755.324
2009-12-18,749.904
2009-12-21,764.406
2009-12-22,758.615
2009-12-23,770.322
2009-12-24,770.646
2009-12-25,770.646
2009-12-28,778.964
2009-12-29,785.304
2009-12-30,774.077
2009-12-31,778.506
2010-01-01,778.506
2010-01-04,807.565
2010-01-05,810.159
2010-01-06,807.333
2010-01-07,808.46
2010-01-08,813.555
2010-01-11,828.812
2010-01-12,811.605
2010-01-13,809.349
2010-01-14,819.363
2010-01-15,806.376
2010-01-18,810.745
2010-01-19,801.979
2010-01-20,772.151
2010-01-21,756.883
2010-01-22,745.499
2010-01-25,746.182
2010-01-26,734.029
2010-01-27,734.302
2010-01-28,731.591
2010-01-29,744.738
2010-02-01,747.528
2010-02-02,765.08
2010-02-03,759.02
2010-02-04,727.112
2010-02-05,708.76
2010-02-08,705.021
2010-02-09,716.235
2010-02-10,702.983
2010-02-11,706.203
2010-02-12,700.676
2010-02-15,693.984
2010-02-16,716.658
2010-02-17,722.07
2010-02-18,720.749
2010-02-19,720.6
2010-02-22,734.54
2010-02-23,718.279
2010-02-24,719.987
2010-02-25,696.298
2010-02-26,715.558
2010-03-01,727.312
2010-03-02,731.771
2010-03-03,745.053
2010-03-04,740.019
2010-03-05,756.853
2010-03-08,754.92
2010-03-09,750.329
2010-03-10,767.68
2010-03-11,760.843
2010-03-12,766.899
2010-03-15,750.336
2010-03-16,767.309
2010-03-17,772.046
2010-03-18,757.441
2010-03-19,754.161
2010-03-22,748.053
2010-03-23,762.639
2010-03-24,748.115
2010-03-25,749.039
2010-03-26,744.796
2010-03-29,754.207
2010-03-30,750.921
2010-03-31,765.713
2010-04-01,767.595
2010-04-02,767.595
2010-04-05,765.545
2010-04-06,776.907
2010-04-07,778.265
2010-04-08,776.459
2010-04-09,791.437
2010-04-12,797.022
2010-04-13,784.656
2010-04-14,798.144
2010-04-15,806.268
2010-04-16,791.008
2010-04-19,776.665
2010-04-20,795.959
2010-04-21,793.591
2010-04-22,787.073
2010-04-23,798.583
2010-04-26,804.325
2010-04-27,792.549
2010-04-28,768.317
2010-04-29,785.856
2010-04-30,779.39
2010-05-03,777.663
2010-05-04,748.129
2010-05-05,728.342
2010-05-06,701.362
2010-05-07,667.277
2010-05-10,727.065
2010-05-11,717.368
2010-05-12,735.619
2010-05-13,731.877
2010-05-14,701.183
2010-05-17,696.928
2010-05-18,698.371
2010-05-19,653.252
2010-05-20,619.164
2010-05-21,636.954
2010-05-24,635.459
2010-05-25,599.979
2010-05-26,637.827
2010-05-27,654.997
2010-05-28,649.181
2010-05-31,636.742
2010-06-01,642.203
2010-06-02,640.483
2010-06-03,658.995
2010-06-04,637.435
2010-06-07,617.491
2010-06-08,609.165
2010-06-09,637.066
2010-06-10,652.517
2010-06-11,658.045
2010-06-14,684.15
2010-06-15,687.627
2010-06-16,677.119
2010-06-17,678.265
2010-06-18,683.622
2010-06-21,696.168
2010-06-22,675.726
2010-06-23,662.214
2010-06-24,649.361
2010-06-25,635.948
2010-06-28,646.652
2010-06-29,605.088
2010-06-30,607.179
2010-07-01,589.328
2010-07-02,611.891
2010-07-05,605.54
2010-07-06,637.309
2010-07-07,644.723
2010-07-08,651.749
2010-07-09,657.887
2010-07-12,663.859
2010-07-13,684.146
2010-07-14,682.43
2010-07-15,675.959
2010-07-16,667.712
2010-07-19,662.47
2010-07-20,656.55
2010-07-21,676.595
2010-07-22,700.682
2010-07-23,696.971
2010-07-26,709.683
2010-07-27,711.466
2010-07-28,711.685
2010-07-29,711.983
2010-07-30,707.405
2010-08-02,742.944
2010-08-03,743.41
2010-08-04,745.971
2010-08-05,747.74
2010-08-06,753.768
2010-08-09,751.543
2010-08-10,728.275
2010-08-11,698.382
2010-08-12,694.631
2010-08-13,691.122
2010-08-16,699.994
2010-08-17,718.507
2010-08-18,714.553
2010-08-19,699.276
2010-08-20,681.725
2010-08-23,685.258
2010-08-24,662.683
