Date,FRANCE LARGE CAP Large Cap
2001-09-18,404.41
2001-09-19,400.29
2001-09-20,384.849
2001-09-21,372.656
2001-09-24,392.799
2001-09-25,400.265
2001-09-26,406.138
2001-09-27,409.518
2001-09-28,411.46
2001-10-01,406.786
2001-10-02,409.987
2001-10-03,409.141
2001-10-04,423.434
2001-10-05,423.383
2001-10-08,424.342
2001-10-09,424.293
2001-10-10,435.605
2001-10-11,431.732
2001-10-12,434.286
2001-10-15,423.279
2001-10-16,434.127
2001-10-17,443.067
2001-10-18,434.182
2001-10-19,424.61
2001-10-22,429.549
2001-10-23,440.048
2001-10-24,444.992
2001-10-25,435.5
2001-10-26,443.638
2001-10-29,440.058
2001-10-30,428.489
2001-10-31,433.782
2001-11-01,439.489
2001-11-02,439.254
2001-11-05,447.318
2001-11-06,445.23
2001-11-07,450.8
2001-11-08,454.915
2001-11-09,449.32
2001-11-12,436.367
2001-11-13,449.277
2001-11-14,451.654
2001-11-15,450.993
2001-11-16,454.296
2001-11-19,458.244
2001-11-20,452.602
2001-11-21,445.185
2001-11-22,451.091
2001-11-23,447.06
2001-11-26,448.183
2001-11-27,442.1
2001-11-28,440.649
2001-11-29,440.759
2001-11-30,448.111
2001-12-03,444.613
2001-12-04,451.85
2001-12-05,464.354
2001-12-06,465.496
2001-12-07,462.314
2001-12-10,453.103
2001-12-11,452.891
2001-12-12,451.634
2001-12-13,442.978
2001-12-14,438.187
2001-12-17,453.976
2001-12-18,451.472
2001-12-19,448.837
2001-12-20,445.466
2001-12-21,447.23
2001-12-24,443.079
2001-12-25,443.079
2001-12-26,443.457
2001-12-27,455.941
2001-12-28,455.898
2001-12-31,460.344
2002-01-01,460.344
2002-01-02,463.412
2002-01-03,471.265
2002-01-04,468.886
2002-01-07,461.317
2002-01-08,456.152
2002-01-09,456.852
2002-01-10,451.454
2002-01-11,453.31
2002-01-14,445.512
2002-01-15,450.923
2002-01-16,437.979
2002-01-17,441.105
2002-01-18,438.836
2002-01-21,436.208
2002-01-22,438.367
2002-01-23,438.599
2002-01-24,440.984
2002-01-25,431.904
2002-01-28,435.776
2002-01-29,429.193
2002-01-30,422.708
2002-01-31,427.531
2002-02-01,426.218
2002-02-04,422.727
2002-02-05,415.689
2002-02-06,411.719
2002-02-07,413.452
2002-02-08,415.403
2002-02-11,423.378
2002-02-12,420.346
2002-02-13,421.038
2002-02-14,425.986
2002-02-15,422.645
2002-02-18,418.091
2002-02-19,410.698
2002-02-20,408.224
2002-02-21,412.278
2002-02-22,410.876
2002-02-25,414.013
2002-02-26,416.02
2002-02-27,422.317
2002-02-28,425.635
2002-03-01,428.546
2002-03-04,441.527
2002-03-05,439.058
2002-03-06,443.141
2002-03-07,449.014
2002-03-08,447.905
2002-03-11,443.344
2002-03-12,438.326
2002-03-13,437.331
2002-03-14,443.148
2002-03-15,447.888
2002-03-18,450.823
2002-03-19,453.377
2002-03-20,451.426
2002-03-21,448.547
2002-03-22,449.096
2002-03-25,446.678
2002-03-26,450.216
2002-03-27,447.603
2002-03-28,453.835
2002-03-29,453.835
2002-04-01,457.554
2002-04-02,452.618
2002-04-03,452.086
2002-04-04,443.318
2002-04-05,440.096
2002-04-08,429.95
2002-04-09,433.501
2002-04-10,440.769
2002-04-11,433.996
2002-04-12,435.064
2002-04-15,438.793
2002-04-16,449.627
2002-04-17,451.955
2002-04-18,452.623
2002-04-19,453.221
2002-04-22,448.408
2002-04-23,449.08
2002-04-24,446.612
2002-04-25,443.71
2002-04-26,443.701
2002-04-29,442.983
2002-04-30,445.944
2002-05-01,448.467
2002-05-02,441.797
2002-05-03,439.838
2002-05-06,443.281
2002-05-07,433.912
2002-05-08,442.975
2002-05-09,441.283
2002-05-10,437.637
2002-05-13,441.576
2002-05-14,444.552
2002-05-15,450.425
2002-05-16,450.973
2002-05-17,455.878
2002-05-20,451.872
2002-05-21,450.334
2002-05-22,446.987
2002-05-23,445.957
2002-05-24,447.885
2002-05-27,448.408
2002-05-28,450.942
2002-05-29,451.81
2002-05-30,446.955
2002-05-31,446.818
2002-06-03,443.544
2002-06-04,428.958
2002-06-05,428.086
2002-06-06,432.982
2002-06-07,424.896
2002-06-10,425.031
2002-06-11,433.11
2002-06-12,423.97
2002-06-13,419.738
2002-06-14,409.164
2002-06-17,425.876
2002-06-18,427.203
2002-06-19,423.379
2002-06-20,416.997
2002-06-21,415.33
2002-06-24,404.093
2002-06-25,412.258
2002-06-26,413.048
2002-06-27,414.697
2002-06-28,434.438
2002-07-01,434.008
2002-07-02,414.249
2002-07-03,399.625
2002-07-04,407.023
2002-07-05,422.14
2002-07-08,428.99
2002-07-09,427.876
2002-07-10,407.315
2002-07-11,391.358
2002-07-12,391.146
2002-07-15,375.48
2002-07-16,375.952
2002-07-17,388.926
2002-07-18,396.705
2002-07-19,376.697
2002-07-22,353.29
2002-07-23,339.15
2002-07-24,334.003
2002-07-25,351.725
2002-07-26,350.404
2002-07-29,371.059
2002-07-30,372.497
2002-07-31,375.458
2002-08-01,356.925
2002-08-02,358.914
2002-08-05,346.328
2002-08-06,358.36
2002-08-07,359.226
2002-08-08,372.163
2002-08-09,378.968
2002-08-12,371.59
2002-08-13,374.51
2002-08-14,360.192
2002-08-15,372.759
2002-08-16,374.267
2002-08-19,384.108
2002-08-20,377.352
2002-08-21,384.318
2002-08-22,392.036
2002-08-23,384.353
2002-08-26,378.054
2002-08-27,393.088
2002-08-28,376.561
2002-08-29,367.642
2002-08-30,371.972
2002-09-02,362.068
2002-09-03,349.951
2002-09-04,353.73
2002-09-05,350.809
2002-09-06,361.373
2002-09-09,354.727
2002-09-10,363.478
2002-09-11,373.172
2002-09-12,357.232
2002-09-13,348.307
2002-09-16,345.035
2002-09-17,340.636
2002-09-18,331.792
2002-09-19,326.125
2002-09-20,321.822
2002-09-23,311.553
2002-09-24,304.715
2002-09-25,309.593
2002-09-26,330.414
2002-09-27,329.043
2002-09-30,313.577
2002-10-01,319.856
2002-10-02,333.326
2002-10-03,325.528
2002-10-04,311.601
2002-10-07,309.169
2002-10-08,303.579
2002-10-09,302.066
2002-10-10,313.406
2002-10-11,328.875
2002-10-14,327.525
2002-10-15,348.076
2002-10-16,345.293
2002-10-17,353.89
2002-10-18,350.909
2002-10-21,351.061
2002-10-22,347.353
2002-10-23,331.901
2002-10-24,340.846
2002-10-25,340.153
2002-10-28,347.973
2002-10-29,331.191
2002-10-30,344.996
2002-10-31,355.651
2002-11-01,353.041
2002-11-04,363.747
2002-11-05,368.811
2002-11-06,363.977
2002-11-07,356.611
2002-11-08,352.397
2002-11-11,351.921
2002-11-12,352.387
2002-11-13,348.469
2002-11-14,359.859
2002-11-15,361.97
2002-11-18,368.086
2002-11-19,365.584
2002-11-20,359.754
2002-11-21,372.773
2002-11-22,372.568
2002-11-25,366.936
2002-11-26,358.315
2002-11-27,367.598
2002-11-28,370.764
2002-11-29,369.95
2002-12-02,365.721
2002-12-03,358.971
2002-12-04,358.21
2002-12-05,352.94
2002-12-06,358.351
2002-12-09,350.328
2002-12-10,354.498
2002-12-11,359.729
2002-12-12,355.808
2002-12-13,351.591
2002-12-16,363.31
2002-12-17,363.18
2002-12-18,355.499
2002-12-19,352.909
2002-12-20,356.862
2002-12-23,357.995
2002-12-24,359.065
2002-12-25,359.065
2002-12-26,359.971
2002-12-27,353.834
2002-12-30,357.826
2002-12-31,363.926
2003-01-01,363.926
2003-01-02,374.786
2003-01-03,374.725
2003-01-06,380.778
2003-01-07,372.602
2003-01-08,363.17
2003-01-09,373.584
2003-01-10,375.093
2003-01-13,375.739
2003-01-14,378.16
2003-01-15,373.696
2003-01-16,373.275
2003-01-17,366.406
2003-01-20,362.01
2003-01-21,358.803
2003-01-22,352.098
2003-01-23,351.734
2003-01-24,350.282
2003-01-27,337.711
2003-01-28,338.211
2003-01-29,344.728
2003-01-30,350.714
2003-01-31,352.997
2003-02-03,355.769
2003-02-04,348.505
2003-02-05,349.704
2003-02-06,343.593
2003-02-07,337.97
2003-02-10,333.976
2003-02-11,340.714
2003-02-12,332.871
2003-02-13,333.97
2003-02-14,341.969
2003-02-17,346.73
2003-02-18,352.964
2003-02-19,344.934
2003-02-20,341.409
2003-02-21,345.182
2003-02-24,339.528
2003-02-25,326.126
2003-02-26,324.444
2003-02-27,330.134
2003-02-28,335.657
2003-03-03,339.15
2003-03-04,331.151
2003-03-05,331.401
2003-03-06,329.087
2003-03-07,323.357
2003-03-10,316.28
2003-03-11,314.148
2003-03-12,299.801
2003-03-13,314.711
2003-03-14,332.485
2003-03-17,341.834
2003-03-18,335.668
2003-03-19,339.401
2003-03-20,335.432
2003-03-21,345.888
2003-03-24,329.46
2003-03-25,339.521
2003-03-26,337.779
2003-03-27,331.304
2003-03-28,334.32
2003-03-31,324.667
2003-04-01,327.492
2003-04-02,337.407
2003-04-03,340.842
2003-04-04,345.803
2003-04-07,354.758
2003-04-08,351.025
2003-04-09,351.133
2003-04-10,344.572
2003-04-11,346.443
2003-04-14,352.503
2003-04-15,357.702
2003-04-16,355.884
2003-04-17,358.572
2003-04-18,358.572
2003-04-21,357.027
2003-04-22,362.98
2003-04-23,367.107
2003-04-24,362.517
2003-04-25,357.532
2003-04-28,367.085
2003-04-29,367.095
2003-04-30,373.341
2003-05-01,376.77
2003-05-02,377.76
2003-05-05,383.865
2003-05-06,393.629
2003-05-07,390.036
2003-05-08,381.744
2003-05-09,387.159
2003-05-12,388.621
2003-05-13,387.51
2003-05-14,385.849
2003-05-15,389.817
2003-05-16,393.427
2003-05-19,381.277
2003-05-20,381.721
2003-05-21,383.613
2003-05-22,386.187
2003-05-23,388.639
2003-05-26,389.61
2003-05-27,391.349
2003-05-28,394.33
2003-05-29,399.605
2003-05-30,399.272
2003-06-02,406.287
2003-06-03,405.544
2003-06-04,407.897
2003-06-05,409.488
2003-06-06,412.425
2003-06-09,409.275
2003-06-10,410.983
2003-06-11,419.509
2003-06-12,423.717
2003-06-13,420.897
2003-06-16,431.949
2003-06-17,433.576
2003-06-18,432.22
2003-06-19,425.697
2003-06-20,427.489
2003-06-23,413.865
2003-06-24,411.378
2003-06-25,413.196
2003-06-26,407.68
2003-06-27,406.331
2003-06-30,405.069
2003-07-01,399.813
2003-07-02,405.832
2003-07-03,407.264
2003-07-04,402.995
2003-07-07,412.083
2003-07-08,409.879
2003-07-09,406.484
2003-07-10,401.63
2003-07-11,405.318
2003-07-14,411.168
2003-07-15,407.085
2003-07-16,402.363
2003-07-17,399.781
2003-07-18,400.598
2003-07-21,398.585
2003-07-22,401.112
2003-07-23,403.585
2003-07-24,414.598
2003-07-25,409.09
2003-07-28,414.547
2003-07-29,411.873
2003-07-30,410.715
2003-07-31,410.862
2003-08-01,404.366
2003-08-04,404.177
2003-08-05,410.724
2003-08-06,403.499
2003-08-07,405.925
2003-08-08,408.202
2003-08-11,411.506
2003-08-12,412.63
2003-08-13,412.96
2003-08-14,418.9
2003-08-15,420.438
2003-08-18,420.133
2003-08-19,417.8
2003-08-20,414.868
2003-08-21,411.53
2003-08-22,410.938
2003-08-25,408.125
2003-08-26,402.606
2003-08-27,406.179
2003-08-28,412.455
2003-08-29,413.293
2003-09-01,419.591
2003-09-02,415.959
2003-09-03,421.588
2003-09-04,423.152
2003-09-05,425.912
2003-09-08,431.133
2003-09-09,430.284
2003-09-10,425.998
2003-09-11,426.944
2003-09-12,427.977
2003-09-15,429.146
2003-09-16,431.29
2003-09-17,434.101
2003-09-18,437.522
2003-09-19,435.525
2003-09-22,428.206
2003-09-23,426.087
2003-09-24,426.034
2003-09-25,423.893
2003-09-26,419.559
2003-09-29,418.422
2003-09-30,414.745
2003-10-01,425.292
2003-10-02,424.262
2003-10-03,435.748
2003-10-06,434.464
2003-10-07,434.654
2003-10-08,435.013
2003-10-09,442.766
2003-10-10,442.674
2003-10-13,445.775
2003-10-14,444.334
2003-10-15,445.131
2003-10-16,444.668
2003-10-17,441.853
2003-10-20,443.494
2003-10-21,444.56
2003-10-22,440.187
2003-10-23,435.185
2003-10-24,437.247
2003-10-27,440.862
2003-10-28,443.276
2003-10-29,445.266
2003-10-30,447.347
2003-10-31,443.049
2003-11-03,446.265
2003-11-04,446.254
2003-11-05,441.36
2003-11-06,441.557
2003-11-07,448.212
2003-11-10,445.139
2003-11-11,443.616
2003-11-12,448.506
2003-11-13,451.56
2003-11-14,459.765
2003-11-17,448.587
2003-11-18,452.105
2003-11-19,451.871
2003-11-20,449.146
2003-11-21,455.02
2003-11-24,455.389
2003-11-25,456.596
2003-11-26,461.489
2003-11-27,463.4
2003-11-28,465.281
2003-12-01,473.359
2003-12-02,475.221
2003-12-03,480.389
2003-12-04,478.094
2003-12-05,475.687
2003-12-08,475.295
2003-12-09,478.211
2003-12-10,477.349
2003-12-11,478.12
2003-12-12,482.98
2003-12-15,487.192
2003-12-16,489.155
2003-12-17,490.552
2003-12-18,493.917
2003-12-19,492.532
2003-12-22,494.376
2003-12-23,494.96
2003-12-24,497.798
2003-12-25,497.798
2003-12-26,497.598
2003-12-29,500.599
2003-12-30,503.486
2003-12-31,511.067
2004-01-01,511.067
2004-01-02,515.784
2004-01-05,520.765
2004-01-06,521.864
2004-01-07,514.291
2004-01-08,519.485
2004-01-09,521.849
2004-01-12,518.14
2004-01-13,519.869
2004-01-14,520.046
2004-01-15,519.048
2004-01-16,516.429
2004-01-19,518.474
2004-01-20,522.267
2004-01-21,526.845
2004-01-22,533.525
2004-01-23,532.241
2004-01-26,524.681
2004-01-27,529.738
2004-01-28,530.405
2004-01-29,514.989
2004-01-30,513.438
2004-02-02,518.064
2004-02-03,519.326
2004-02-04,513.07
2004-02-05,516.388
2004-02-06,522.898
2004-02-09,527.344
2004-02-10,528.534
2004-02-11,529.271
2004-02-12,535.834
2004-02-13,528.727
2004-02-16,532.965
2004-02-17,538.13
2004-02-18,539.398
2004-02-19,540.581
2004-02-20,532.423
2004-02-23,532.108
2004-02-24,530.254
2004-02-25,527.829
2004-02-26,524.752
2004-02-27,526.426
2004-03-01,530.642
2004-03-02,529.463
2004-03-03,518.232
2004-03-04,523.001
2004-03-05,531.095
2004-03-08,531.033
2004-03-09,527.4
2004-03-10,522.938
2004-03-11,508.598
2004-03-12,508.283
2004-03-15,497.249
2004-03-16,504.325
2004-03-17,507.315
2004-03-18,505.683
2004-03-19,507.823
2004-03-22,499.148
2004-03-23,496.101
2004-03-24,489.417
2004-03-25,494.808
2004-03-26,494.876
2004-03-29,502.474
2004-03-30,501.929
2004-03-31,507.016
2004-04-01,516.552
2004-04-02,517.452
2004-04-05,517.286
2004-04-06,514.395
2004-04-07,517.932
2004-04-08,515.565
2004-04-09,515.565
2004-04-12,514.117
2004-04-13,512.382
2004-04-14,506.828
2004-04-15,506.302
2004-04-16,514.735
2004-04-19,513.297
2004-04-20,512.192
2004-04-21,506.224
2004-04-22,511.981
2004-04-23,513.716
2004-04-26,510.932
2004-04-27,512.383
2004-04-28,501.59
2004-04-29,501.376
2004-04-30,501.687
2004-05-03,505.265
2004-05-04,510.361
2004-05-05,516.412
2004-05-06,504.185
2004-05-07,497.422
2004-05-10,481.962
2004-05-11,487.377
2004-05-12,485.319
2004-05-13,489.801
2004-05-14,489.556
2004-05-17,488.828
2004-05-18,490.113
2004-05-19,503.454
2004-05-20,494.219
2004-05-21,497.287
2004-05-24,500.42
2004-05-25,503.885
2004-05-26,510.361
2004-05-27,520.672
2004-05-28,514.478
2004-05-31,517.305
2004-06-01,511.491
2004-06-02,517.096
2004-06-03,516.798
2004-06-04,522.909
2004-06-07,529.21
2004-06-08,527.42
2004-06-09,516.274
2004-06-10,518.239
2004-06-11,514.278
2004-06-14,510.051
2004-06-15,515.547
2004-06-16,517.196
2004-06-17,518.364
2004-06-18,525.507
2004-06-21,524.458
2004-06-22,518.75
2004-06-23,520.881
2004-06-24,529.81
2004-06-25,526.528
2004-06-28,532.432
2004-06-29,527.095
2004-06-30,525.381
2004-07-01,522.926
2004-07-02,524.897
2004-07-05,524.53
2004-07-06,521.06
2004-07-07,524.926
2004-07-08,528.929
2004-07-09,528.123
2004-07-12,526.755
2004-07-13,523.571
2004-07-14,524.971
2004-07-15,519.097
2004-07-16,521.866
2004-07-19,518.275
2004-07-20,519.087
2004-07-21,516.759
2004-07-22,509.434
2004-07-23,502.37
2004-07-26,498.513
2004-07-27,498.136
2004-07-28,498.755
2004-07-29,510.144
2004-07-30,509.457
2004-08-02,506.111
2004-08-03,510.563
2004-08-04,505.06
2004-08-05,507.575
2004-08-06,504.194
2004-08-09,499.854
2004-08-10,507.73
2004-08-11,500.015
2004-08-12,499.71
2004-08-13,503.655
2004-08-16,507.378
2004-08-17,508.591
2004-08-18,507.915
2004-08-19,511.019
2004-08-20,509.512
2004-08-23,511.747
2004-08-24,508.711
2004-08-25,508.134
2004-08-26,513.113
2004-08-27,513.616
2004-08-30,512.799
2004-08-31,511.57
2004-09-01,514.311
2004-09-02,515.748
2004-09-03,515.716
2004-09-06,517.155
2004-09-07,515.626
2004-09-08,517.004
2004-09-09,516.29
2004-09-10,525.285
2004-09-13,529.414
2004-09-14,529.327
2004-09-15,521.536
2004-09-16,521.106
2004-09-17,526.445
2004-09-20,523.015
2004-09-21,531.194
2004-09-22,525.324
2004-09-23,522.842
2004-09-24,523.944
2004-09-27,524.22
2004-09-28,527.331
2004-09-29,530.092
2004-09-30,528.213
2004-10-01,539.655
2004-10-04,538.877
2004-10-05,541.415
2004-10-06,540.114
2004-10-07,538.275
2004-10-08,540.953
2004-10-11,537.947
2004-10-12,529.579
2004-10-13,528.93
2004-10-14,529.607
2004-10-15,534.551
2004-10-18,534.475
2004-10-19,540.617
2004-10-20,539.183
2004-10-21,542.45
2004-10-22,543.054
2004-10-25,537.032
2004-10-26,538.072
2004-10-27,547.436
2004-10-28,552.751
2004-10-29,549.023
2004-11-01,554.109
2004-11-02,557.317
2004-11-03,561.234
2004-11-04,564.292
2004-11-05,569.279
2004-11-08,569.635
2004-11-09,566.18
2004-11-10,568.65
2004-11-11,574.67
2004-11-12,576.003
2004-11-15,574.55
2004-11-16,572.62
2004-11-17,582.193
2004-11-18,577.923
2004-11-19,574.715
2004-11-22,570.493
2004-11-23,573.681
2004-11-24,573.883
2004-11-25,582.584
2004-11-26,580.763
2004-11-29,581.959
2004-11-30,578.079
2004-12-01,585.334
2004-12-02,585.48
2004-12-03,585.635
2004-12-06,585.495
2004-12-07,588.53
2004-12-08,579.246
2004-12-09,574.543
2004-12-10,576.147
2004-12-13,585.179
2004-12-14,585.862
2004-12-15,589.799
2004-12-16,585.141
2004-12-17,572.813
2004-12-20,582.889
2004-12-21,581.968
2004-12-22,588.492
2004-12-23,596.122
2004-12-24,598.149
2004-12-27,601.097
2004-12-28,601.566
2004-12-29,601.296
2004-12-30,603.355
2004-12-31,600.512
2005-01-03,599.973
2005-01-04,593.534
2005-01-05,587.536
2005-01-06,586.906
2005-01-07,584.765
2005-01-10,586.792
2005-01-11,585.145
2005-01-12,585.977
2005-01-13,585.527
2005-01-14,583.925
2005-01-17,587.364
2005-01-18,583.642
2005-01-19,583.074
2005-01-20,574.968
2005-01-21,578.979
2005-01-24,580.676
2005-01-25,581.616
2005-01-26,586.417
2005-01-27,586.617
2005-01-28,581.938
2005-01-31,589.331
2005-02-01,592.497
2005-02-02,595.73
2005-02-03,588.32
2005-02-04,591.708
2005-02-07,590.224
2005-02-08,587.254
2005-02-09,586.353
2005-02-10,590.887
2005-02-11,597.489
2005-02-14,600.633
2005-02-15,603.308
2005-02-16,600.815
2005-02-17,603.936
2005-02-18,607.86
2005-02-21,607.898
2005-02-22,611.863
2005-02-23,606.68
2005-02-24,607.247
2005-02-25,615.573
2005-02-28,618.372
2005-03-01,618.475
2005-03-02,616.71
2005-03-03,616.999
2005-03-04,627.375
2005-03-07,627.383
2005-03-08,631.1
2005-03-09,628.703
2005-03-10,625.94
2005-03-11,629.98
2005-03-14,625.743
2005-03-15,628.136
2005-03-16,624.182
2005-03-17,624.306
2005-03-18,623.609
2005-03-21,615.281
2005-03-22,618.703
2005-03-23,607.245
2005-03-24,611.887
2005-03-25,611.887
2005-03-28,607.593
2005-03-29,610.274
2005-03-30,609.764
2005-03-31,611.994
2005-04-01,612.018
2005-04-04,601.591
2005-04-05,607.333
2005-04-06,610.441
2005-04-07,615.83
2005-04-08,612.761
2005-04-11,617.005
2005-04-12,610.281
2005-04-13,613.626
2005-04-14,608.593
2005-04-15,602.533
2005-04-18,593.665
2005-04-19,596.812
2005-04-20,596.457
2005-04-21,598.144
2005-04-22,601.714
2005-04-25,599.16
2005-04-26,598.637
2005-04-27,589.05
2005-04-28,585.263
2005-04-29,584.807
2005-05-02,585.745
2005-05-03,590.508
2005-05-04,598.954
2005-05-05,603.431
2005-05-06,601.585
2005-05-09,598.698
2005-05-10,598.101
2005-05-11,592.048
2005-05-12,592.796
2005-05-13,589.874
2005-05-16,588.322
2005-05-17,588.393
2005-05-18,599.587
2005-05-19,600.481
2005-05-20,598.19
2005-05-23,603.378
2005-05-24,602.698
2005-05-25,602.866
2005-05-26,605.191
2005-05-27,606.286
2005-05-30,605.344
2005-05-31,596.681
2005-06-01,601.509
2005-06-02,603.612
2005-06-03,600.09
2005-06-06,598.125
2005-06-07,603.253
2005-06-08,604.389
2005-06-09,595.013
2005-06-10,596.181
2005-06-13,594.816
2005-06-14,594.693
2005-06-15,595.915
2005-06-16,594.383
2005-06-17,607.137
2005-06-20,598.881
2005-06-21,602.798
2005-06-22,603.585
2005-06-23,601.321
2005-06-24,597.321
2005-06-27,594.983
2005-06-28,596.579
2005-06-29,600.888
2005-06-30,602.582
2005-07-01,601.478
2005-07-04,597.784
2005-07-05,596.352
2005-07-06,601.78
2005-07-07,594.719
2005-07-08,605.818
2005-07-11,615.448
2005-07-12,621.019
2005-07-13,620.155
2005-07-14,625.08
2005-07-15,622.649
2005-07-18,622.076
2005-07-19,627.729
2005-07-20,627.938
2005-07-21,633.448
2005-07-22,631.292
2005-07-25,630.441
2005-07-26,627.895
2005-07-27,630.15
2005-07-28,636.496
2005-07-29,638.632
2005-08-01,642.174
2005-08-02,649.135
2005-08-03,653.767
2005-08-04,650.901
2005-08-05,643.16
2005-08-08,647.562
2005-08-09,654.363
2005-08-10,661.663
2005-08-11,662.72
2005-08-12,657.6
2005-08-15,652.768
2005-08-16,646.853
2005-08-17,644.872
2005-08-18,636.962
2005-08-19,644.017
2005-08-22,648.005
2005-08-23,639.011
2005-08-24,639.636
2005-08-25,634.902
2005-08-26,631.754
2005-08-29,631.34
2005-08-30,626.816
2005-08-31,638.663
2005-09-01,651.533
2005-09-02,653.012
2005-09-05,654.716
2005-09-06,659.414
2005-09-07,659.785
2005-09-08,654.89
2005-09-09,659.446
2005-09-12,651.374
2005-09-13,645.282
2005-09-14,649.271
2005-09-15,645.49
2005-09-16,649.639
2005-09-19,646.012
2005-09-20,651.259
2005-09-21,644.784
2005-09-22,637.82
2005-09-23,637.717
2005-09-26,649.128
2005-09-27,644.737
2005-09-28,652.934
2005-09-29,650.016
2005-09-30,655.536
2005-10-03,650.206
2005-10-04,655.255
2005-10-05,648.032
2005-10-06,649.377
2005-10-07,647.089
2005-10-10,644.383
2005-10-11,644.371
2005-10-12,641.302
2005-10-13,630.123
2005-10-14,638.406
2005-10-17,637.472
2005-10-18,628.057
2005-10-19,619.281
2005-10-20,621.073
2005-10-21,619.477
2005-10-24,625.409
2005-10-25,628.182
2005-10-26,629.681
2005-10-27,621.067
2005-10-28,617.66
2005-10-31,627.31
2005-11-01,627.342
2005-11-02,630.511
2005-11-03,638.143
2005-11-04,627.613
2005-11-07,626.979
2005-11-08,625.315
2005-11-09,620.931
