Date,FRANCE Standard (Large+Mid Cap)
1983-08-31,170.276
1983-09-30,178.92
1983-10-31,178.476
1983-11-30,185.81
1983-12-30,190.502
1984-01-31,200.954
1984-02-29,205.7
1984-03-30,209.035
1984-04-30,220.723
1984-05-31,212.729
1984-06-29,206.943
1984-07-31,184.891
1984-08-31,204.479
1984-09-28,202.494
1984-10-31,205.913
1984-11-30,201.451
1984-12-31,198.754
1985-01-31,210.143
1985-02-28,204.543
1985-03-29,229.946
1985-04-30,235.48
1985-05-31,255.335
1985-06-28,247.945
1985-07-31,253.432
1985-08-30,264.632
1985-09-30,260.367
1985-10-31,283.384
1985-11-29,329.532
1985-12-31,361.752
1986-01-31,393.594
1986-02-28,464.554
1986-03-31,510.144
1986-04-30,573.663
1986-05-30,496.494
1986-06-30,525.602
1986-07-31,584.339
1986-08-29,646.552
1986-09-30,597.073
1986-10-31,596.373
1986-11-28,641.133
1986-12-31,645.17
1987-01-30,715.262
1987-02-27,730.398
1987-03-31,774.474
1987-04-30,779.504
1987-05-29,735.988
1987-06-30,690.244
1987-07-31,705.749
1987-08-31,742.135
1987-09-30,695.403
1987-10-30,567.181
1987-11-30,558.597
1987-12-31,556.043
1988-01-29,471.285
1988-02-29,570.134
1988-03-31,535.946
1988-04-29,582.136
1988-05-31,620.575
1988-06-30,627.455
1988-07-29,610.117
1988-08-31,590.243
1988-09-30,647.585
1988-10-31,721.364
1988-11-30,735.54
1988-12-30,766.607
1989-01-31,773.709
1989-02-28,757.132
1989-03-31,765.323
1989-04-28,795.833
1989-05-31,771.997
1989-06-30,788.35
1989-07-31,875.974
1989-08-31,869.877
1989-09-29,920.15
1989-10-31,877.904
1989-11-30,932.876
1989-12-29,1043.745
1990-01-31,990.603
1990-02-28,965.291
1990-03-30,1028.02
1990-04-30,1088.692
1990-05-31,1110.433
1990-06-29,1093.713
1990-07-31,1103.442
1990-08-31,962.562
1990-09-28,860.832
1990-10-31,955.47
1990-11-30,945.358
1990-12-31,899.408
1991-01-31,934.192
1991-02-28,1023.123
1991-03-29,948.266
1991-04-30,922.284
1991-05-31,957.348
1991-06-28,865.685
1991-07-31,902.874
1991-08-30,958.588
1991-09-30,1015.549
1991-10-31,999.537
1991-11-29,974.024
1991-12-31,1059.771
1992-01-31,1062.993
1992-02-28,1105.795
1992-03-31,1092.798
1992-04-30,1149.346
1992-05-29,1197.999
1992-06-30,1180.948
1992-07-31,1131.542
1992-08-31,1142.002
1992-09-30,1178.097
1992-10-30,1080.413
1992-11-30,1062.233
1992-12-31,1089.535
1993-01-29,1061.497
1993-02-26,1153.679
1993-03-31,1206.607
1993-04-30,1189.298
1993-05-31,1158.514
1993-06-30,1141.261
1993-07-30,1155.302
1993-08-31,1255.755
1993-09-30,1244.599
1993-10-29,1255.41
1993-11-30,1216.283
1993-12-31,1317.406
1994-01-31,1368.796
1994-02-28,1342.838
1994-03-31,1281.673
1994-04-29,1338.385
1994-05-31,1275.414
1994-06-30,1226.094
1994-07-29,1347.192
1994-08-31,1354.215
1994-09-30,1262.532
1994-10-31,1307.509
1994-11-30,1293.48
1994-12-30,1249.1
1995-01-31,1219.842
1995-02-28,1240.216
1995-03-31,1403.556
1995-04-28,1417.692
1995-05-31,1433.488
1995-06-30,1409.365
1995-07-31,1473.642
1995-08-31,1379.802
1995-09-29,1353.736
1995-10-31,1374.479
1995-11-30,1367.688
1995-12-29,1425.423
1996-01-31,1483.309
1996-02-29,1500.65
1996-03-29,1545.378
1996-04-30,1573.314
1996-05-31,1555.844
1996-06-28,1583.799
1996-07-31,1539.64
1996-08-30,1507.843
1996-09-30,1590.954
1996-10-31,1624.61
1996-11-29,1710.73
1996-12-31,1727.552
1997-01-31,1766.367
1997-02-28,1775.331
1997-03-31,1830.15
1997-04-30,1755.637
1997-05-30,1741.12
1997-06-30,1885.884
1997-07-31,1918.467
1997-08-29,1772.932
1997-09-30,1960.58
1997-10-31,1829.41
1997-11-28,1868.039
1997-12-31,1933.905
1998-01-30,2002.865
1998-02-27,2171.182
1998-03-31,2413.117
1998-04-30,2491.633
1998-05-29,2621.054
1998-06-30,2682.316
1998-07-31,2709.539
1998-08-31,2399.032
1998-09-30,2241.797
1998-10-30,2473.305
1998-11-30,2628.644
1998-12-31,2737.278
1999-01-29,2816.74
1999-02-26,2632.166
1999-03-31,2680.926
1999-04-30,2751.193
1999-05-31,2687.21
1999-06-30,2768.11
1999-07-30,2782.942
1999-08-31,2884.116
1999-09-30,2913.798
1999-10-29,3074.436
1999-11-30,3175.962
1999-12-31,3538.41
2000-01-31,3304.308
2000-02-29,3600.532
2000-03-31,3639.921
2000-04-28,3520.116
2000-05-31,3614.87
2000-06-30,3751.727
2000-07-31,3690.87
2000-08-31,3601.244
2000-09-29,3371.966
2000-10-31,3291.502
2000-11-30,3138.7
2000-12-29,3385.979
2001-01-31,3392.68
2001-02-28,3012.581
2001-03-30,2803.035
2001-04-30,3055.047
2001-05-31,2857.173
2001-06-29,2749.61
2001-07-31,2762.946
2001-08-31,2668.479
2001-09-28,2356.57
2001-10-31,2474.721
2001-11-30,2547.67
2001-12-31,2628.766
2002-01-31,2461.808
2002-02-28,2482.826
2002-03-29,2614.428
2002-04-30,2574.369
2002-05-31,2582.127
2002-06-28,2508.056
2002-07-31,2171.399
2002-08-30,2136.941
2002-09-30,1809.217
2002-10-31,2044.323
2002-11-29,2130.706
2002-12-31,2071.99
2003-01-31,2002.817
2003-02-28,1904.668
2003-03-31,1834.044
2003-04-30,2120.758
2003-05-30,2269.981
2003-06-30,2303.556
2003-07-31,2344.236
2003-08-29,2361.4
2003-09-30,2371.493
2003-10-31,2533.606
2003-11-28,2664.418
2003-12-31,2905.309
2004-01-30,2927.172
2004-02-27,3001.646
2004-03-31,2894.98
2004-04-30,2861.133
2004-05-31,2942.475
2004-06-30,2995.817
2004-07-30,2902.932
2004-08-31,2898.022
2004-09-30,2996.458
2004-10-29,3121.271
2004-11-30,3306.447
2004-12-31,3442.301
2005-01-31,3385.156
2005-02-28,3552.564
2005-03-31,3505.658
2005-04-29,3352.132
2005-05-31,3420.946
2005-06-30,3457.311
2005-07-29,3655.7
2005-08-31,3665.812
2005-09-30,3758.256
2005-10-31,3596.887
2005-11-30,3656.642
2005-12-30,3782.503
2006-01-31,4089.222
2006-02-28,4044.346
2006-03-31,4282.956
2006-04-28,4428.826
2006-05-31,4345.854
2006-06-30,4390.137
2006-07-31,4417.872
2006-08-31,4563.356
2006-09-29,4603.808
2006-10-31,4727.978
2006-11-30,4912.989
2006-12-29,5086.605
2007-01-31,5071.076
2007-02-28,5073.531
2007-03-30,5229.916
2007-04-30,5655.781
2007-05-31,5776.107
2007-06-29,5745.29
2007-07-31,5542.251
2007-08-31,5439.635
2007-09-28,5719.945
2007-10-31,5938.861
2007-11-30,5842.155
2007-12-31,5759.94
2008-01-31,5065.063
2008-02-29,5148.911
2008-03-31,5278.925
2008-04-30,5512.916
2008-05-30,5629.315
2008-06-30,5071.157
2008-07-31,4970.807
2008-08-29,4797.384
2008-09-30,4111.275
2008-10-31,3189.573
2008-11-28,3010.59
2008-12-31,3267.455
2009-01-30,2801.213
2009-02-27,2534.964
2009-03-31,2745.263
2009-04-30,3105.412
2009-05-29,3481.828
2009-06-30,3334.423
2009-07-31,3685.254
2009-08-31,3976.477
2009-09-30,4219.807
2009-10-30,4051.164
2009-11-30,4208.161
2009-12-31,4307.648
2010-01-29,3989.267
2010-02-26,3897.633
2010-03-31,4139.904
2010-04-30,3929.615
2010-05-31,3412.686
2010-06-30,3359.64
2010-07-30,3776.08
2010-08-31,3546.255
2010-09-30,4059.905
2010-10-29,4266.401
2010-11-30,3799.048
2010-12-31,4130.585
2011-01-31,4417.368
2011-02-28,4571.369
2011-03-31,4567.103
2011-04-29,4926.905
2011-05-31,4745.662
2011-06-30,4772.442
2011-07-29,4384.956
2011-08-31,3913.973
2011-09-30,3344.584
2011-10-31,3774.834
2011-11-30,3548.498
2011-12-30,3433.79
2012-01-31,3622.891
2012-02-29,3880.443
2012-03-30,3853.516
2012-04-30,3622.031
2012-05-31,3213.43
2012-06-29,3505.895
2012-07-31,3506.763
2012-08-31,3712.102
2012-09-28,3757.912
2012-10-31,3859.114
2012-11-30,4021.035
2012-12-31,4164.981
2013-01-31,4397.339
2013-02-28,4248.749
2013-03-29,4188.081
2013-04-30,4436.356
2013-05-31,4518.484
2013-06-28,4299.649
2013-07-31,4690.728
2013-08-30,4585.063
2013-09-30,4963.067
2013-10-31,5164.185
2013-11-29,5176.543
2013-12-31,5261.595
2014-01-31,5001.338
2014-02-28,5424.557
2014-03-31,5414.541
2014-04-30,5568.112
2014-05-30,5588.184
2014-06-30,5506.436
2014-07-31,5174.594
2014-08-29,5232.146
2014-09-30,5045.219
2014-10-31,4822.976
2014-11-28,4990.699
2014-12-31,4739.61
2015-01-30,4773.73
2015-02-27,5085.736
2015-03-31,4962.334
2015-04-30,5213.423
2015-05-29,5112.794
2015-06-30,4977.507
2015-07-31,5224.128
2015-08-31,4857.0
2015-09-30,4656.493
2015-10-30,5046.884
2015-11-30,4897.676
2015-12-31,4734.313
2016-01-29,4518.84
2016-02-29,4470.066
2016-03-31,4740.148
2016-04-29,4826.266
2016-05-31,4817.87
2016-06-30,4535.829
2016-07-29,4787.674
2016-08-31,4763.336
2016-09-30,4824.211
2016-10-31,4792.606
2016-11-30,4706.35
2016-12-30,4965.529
2017-01-31,4995.296
2017-02-28,5013.251
2017-03-31,5327.071
2017-04-28,5611.82
2017-05-31,5888.78
2017-06-30,5812.398
2017-07-31,5976.023
2017-08-31,6039.103
2017-09-29,6298.391
2017-10-31,6391.917
2017-11-30,6407.359
2017-12-29,6393.075
2018-01-31,6841.679
2018-02-28,6509.569
2018-03-30,6414.543
2018-04-30,6717.978
2018-05-31,6448.973
2018-06-29,6385.023
2018-07-31,6616.852
2018-08-31,6485.941
2018-09-28,6565.382
2018-10-31,5949.542
2018-11-30,5844.197
2018-12-31,5577.31
2019-01-31,5903.446
2019-02-28,6147.937
2019-03-29,6174.442
2019-04-30,6459.209
2019-05-31,6063.606
2019-06-28,6575.137
2019-07-31,6417.159
2019-08-30,6307.875
2019-09-30,6462.194
2019-10-31,6695.604
2019-11-29,6810.199
2019-12-31,7011.793
2020-01-31,6773.599
2020-02-28,6172.559
2020-03-31,5079.778
2020-04-30,5303.214
2020-05-29,5564.986
2020-06-30,5900.069
2020-07-31,6062.735
2020-08-31,6352.169
2020-09-30,6062.825
2020-10-30,5772.362
2020-11-30,7095.735
2020-12-31,7297.223
2021-01-29,7071.846
2021-02-26,7424.144
2021-03-31,7620.004
2021-04-30,8089.272
2021-05-31,8470.993
2021-06-30,8310.866
2021-07-30,8451.648
2021-08-31,8506.311
2021-09-30,8141.942
2021-10-29,8504.696
2021-11-30,8145.063
2021-12-31,8721.224
2022-01-31,8388.945
2022-02-28,8014.795
2022-03-31,7963.552
2022-04-29,7453.394
2022-05-31,7575.742
2022-06-30,6788.435
2022-07-29,7223.803
2022-08-31,6765.346
2022-09-30,6185.716
2022-10-31,6771.548
2022-11-30,7571.184
2022-12-30,7558.25
2023-01-31,8408.463
2023-02-28,8399.045
2023-03-31,8663.364
2023-04-28,9066.32
2023-05-31,8389.55
2023-06-30,8943.018
2023-07-31,9137.863
2023-08-31,8783.654
2023-09-29,8318.733
2023-10-31,8003.494
2023-11-30,8768.515
2023-12-29,9176.086
2024-01-31,9180.842
2024-02-29,9423.553
2024-03-29,9715.96
2024-04-30,9439.103
2024-05-31,9718.963
2024-06-28,8989.158
2024-07-31,9202.552
2024-08-30,9551.318
2024-09-30,9679.939
2024-10-31,9062.479
2024-11-29,8679.301
2024-12-31,8686.719
2025-01-31,9386.149
2025-02-28,9585.754
2025-03-31,9578.797
2025-04-30,9907.243
2025-05-30,10216.471
2025-06-30,10465.179
2025-07-31,10342.885
2025-08-29,10487.53
