Date,FRANCE Standard (Large+Mid Cap)
2001-07-26,2630.496
2001-07-27,2689.128
2001-07-30,2732.382
2001-07-31,2762.946
2001-08-01,2789.742
2001-08-02,2784.504
2001-08-03,2763.088
2001-08-06,2766.276
2001-08-07,2749.523
2001-08-08,2713.374
2001-08-09,2699.766
2001-08-10,2696.114
2001-08-13,2752.812
2001-08-14,2771.949
2001-08-15,2801.939
2001-08-16,2783.866
2001-08-17,2737.623
2001-08-20,2734.324
2001-08-21,2759.747
2001-08-22,2772.251
2001-08-23,2749.883
2001-08-24,2805.886
2001-08-27,2790.746
2001-08-28,2741.563
2001-08-29,2751.611
2001-08-30,2673.208
2001-08-31,2668.479
2001-09-03,2631.111
2001-09-04,2607.418
2001-09-05,2547.166
2001-09-06,2511.587
2001-09-07,2512.288
2001-09-10,2482.088
2001-09-11,2329.712
2001-09-12,2356.752
2001-09-13,2366.54
2001-09-14,2277.131
2001-09-17,2339.69
2001-09-18,2324.864
2001-09-19,2292.333
2001-09-20,2198.775
2001-09-21,2122.357
2001-09-24,2237.675
2001-09-25,2276.149
2001-09-26,2315.634
2001-09-27,2341.393
2001-09-28,2356.57
2001-10-01,2331.645
2001-10-02,2355.141
2001-10-03,2351.437
2001-10-04,2424.932
2001-10-05,2427.179
2001-10-08,2430.445
2001-10-09,2431.876
2001-10-10,2493.6
2001-10-11,2472.216
2001-10-12,2490.684
2001-10-15,2426.91
2001-10-16,2483.498
2001-10-17,2532.048
2001-10-18,2479.225
2001-10-19,2426.651
2001-10-22,2450.892
2001-10-23,2501.908
2001-10-24,2526.641
2001-10-25,2481.278
2001-10-26,2527.235
2001-10-29,2506.523
2001-10-30,2444.533
2001-10-31,2474.721
2001-11-01,2507.294
2001-11-02,2498.588
2001-11-05,2542.495
2001-11-06,2530.356
2001-11-07,2557.65
2001-11-08,2579.164
2001-11-09,2551.766
2001-11-12,2480.967
2001-11-13,2549.715
2001-11-14,2557.685
2001-11-15,2547.429
2001-11-16,2558.819
2001-11-19,2578.857
2001-11-20,2557.715
2001-11-21,2521.593
2001-11-22,2555.418
2001-11-23,2532.552
2001-11-26,2531.927
2001-11-27,2499.395
2001-11-28,2496.341
2001-11-29,2499.774
2001-11-30,2547.67
2001-12-03,2530.296
2001-12-04,2570.257
2001-12-05,2643.443
2001-12-06,2651.506
2001-12-07,2630.009
2001-12-10,2577.649
2001-12-11,2573.725
2001-12-12,2567.172
2001-12-13,2517.764
2001-12-14,2493.583
2001-12-17,2582.863
2001-12-18,2570.171
2001-12-19,2556.837
2001-12-20,2537.272
2001-12-21,2549.573
2001-12-24,2524.922
2001-12-25,2524.922
2001-12-26,2527.078
2001-12-27,2600.877
2001-12-28,2603.376
2001-12-31,2628.766
2002-01-01,2628.766
2002-01-02,2644.823
2002-01-03,2686.752
2002-01-04,2671.793
2002-01-07,2626.602
2002-01-08,2593.955
2002-01-09,2601.69
2002-01-10,2573.704
2002-01-11,2589.861
2002-01-14,2543.953
2002-01-15,2572.575
2002-01-16,2499.585
2002-01-17,2519.403
2002-01-18,2512.058
2002-01-21,2499.821
2002-01-22,2509.555
2002-01-23,2518.888
2002-01-24,2529.469
2002-01-25,2478.753
2002-01-28,2502.146
2002-01-29,2468.598
2002-01-30,2433.343
2002-01-31,2461.808
2002-02-01,2459.319
2002-02-04,2442.929
2002-02-05,2398.917
2002-02-06,2387.717
2002-02-07,2395.14
2002-02-08,2405.501
2002-02-11,2450.004
2002-02-12,2441.445
2002-02-13,2446.524
2002-02-14,2476.673
2002-02-15,2457.863
2002-02-18,2436.127
2002-02-19,2397.034
2002-02-20,2381.67
2002-02-21,2405.133
2002-02-22,2400.525
2002-02-25,2417.642
2002-02-26,2429.668
2002-02-27,2460.982
2002-02-28,2482.826
2002-03-01,2491.806
2002-03-04,2566.156
2002-03-05,2552.697
2002-03-06,2573.222
2002-03-07,2602.306
2002-03-08,2594.465
2002-03-11,2575.312
2002-03-12,2548.616
2002-03-13,2542.399
2002-03-14,2574.216
2002-03-15,2595.313
2002-03-18,2608.953
2002-03-19,2625.389
2002-03-20,2603.4
2002-03-21,2579.078
2002-03-22,2583.202
2002-03-25,2566.533
2002-03-26,2585.267
2002-03-27,2575.2
2002-03-28,2614.428
2002-03-29,2614.428
2002-04-01,2635.856
2002-04-02,2608.785
2002-04-03,2606.885
2002-04-04,2558.715
2002-04-05,2537.996
2002-04-08,2481.427
2002-04-09,2503.014
2002-04-10,2540.361
2002-04-11,2507.34
2002-04-12,2510.579
2002-04-15,2534.028
2002-04-16,2592.291
2002-04-17,2605.805
2002-04-18,2611.767
2002-04-19,2614.217
2002-04-22,2587.514
2002-04-23,2588.961
2002-04-24,2580.294
2002-04-25,2561.218
2002-04-26,2560.804
2002-04-29,2554.732
2002-04-30,2574.369
2002-05-01,2588.939
2002-05-02,2558.653
2002-05-03,2551.64
2002-05-06,2565.359
2002-05-07,2516.206
2002-05-08,2563.532
2002-05-09,2554.838
2002-05-10,2534.395
2002-05-13,2556.032
2002-05-14,2573.469
2002-05-15,2602.542
2002-05-16,2609.411
2002-05-17,2633.427
2002-05-20,2611.383
2002-05-21,2603.03
2002-05-22,2586.576
2002-05-23,2578.007
2002-05-24,2586.519
2002-05-27,2592.799
2002-05-28,2605.945
2002-05-29,2611.353
2002-05-30,2580.27
2002-05-31,2582.127
2002-06-03,2564.21
2002-06-04,2486.579
2002-06-05,2480.939
2002-06-06,2507.297
2002-06-07,2459.934
2002-06-10,2463.703
2002-06-11,2503.973
2002-06-12,2454.164
2002-06-13,2425.621
2002-06-14,2366.114
2002-06-17,2456.287
2002-06-18,2464.902
2002-06-19,2442.189
2002-06-20,2406.065
2002-06-21,2399.473
2002-06-24,2339.492
2002-06-25,2380.822
2002-06-26,2386.416
2002-06-27,2396.892
2002-06-28,2508.056
2002-07-01,2504.092
2002-07-02,2396.095
2002-07-03,2311.188
2002-07-04,2351.593
2002-07-05,2436.956
2002-07-08,2474.013
2002-07-09,2465.812
2002-07-10,2353.956
2002-07-11,2263.786
2002-07-12,2263.348
2002-07-15,2181.564
2002-07-16,2181.281
2002-07-17,2252.85
2002-07-18,2297.83
2002-07-19,2191.048
2002-07-22,2062.339
2002-07-23,1984.516
2002-07-24,1951.831
2002-07-25,2046.277
2002-07-26,2034.05
2002-07-29,2145.142
2002-07-30,2157.452
2002-07-31,2171.399
2002-08-01,2071.108
2002-08-02,2079.945
2002-08-05,2004.422
2002-08-06,2058.605
2002-08-07,2063.847
2002-08-08,2129.888
2002-08-09,2166.812
2002-08-12,2127.385
2002-08-13,2140.883
2002-08-14,2068.177
2002-08-15,2133.901
2002-08-16,2144.237
2002-08-19,2198.292
2002-08-20,2161.901
2002-08-21,2202.859
2002-08-22,2250.889
2002-08-23,2210.965
2002-08-26,2173.466
2002-08-27,2254.668
2002-08-28,2163.649
2002-08-29,2117.985
2002-08-30,2136.941
2002-09-02,2086.051
2002-09-03,2021.038
2002-09-04,2038.615
2002-09-05,2019.523
2002-09-06,2076.671
2002-09-09,2040.617
2002-09-10,2086.804
2002-09-11,2142.686
2002-09-12,2060.454
2002-09-13,2011.543
2002-09-16,1990.284
2002-09-17,1968.299
2002-09-18,1917.86
2002-09-19,1883.829
2002-09-20,1860.823
2002-09-23,1804.356
2002-09-24,1763.799
2002-09-25,1788.548
2002-09-26,1898.327
2002-09-27,1891.102
2002-09-30,1809.217
2002-10-01,1834.926
2002-10-02,1903.552
2002-10-03,1861.273
2002-10-04,1789.136
2002-10-07,1774.045
2002-10-08,1742.32
2002-10-09,1733.653
2002-10-10,1793.792
2002-10-11,1882.725
2002-10-14,1873.682
2002-10-15,1985.567
2002-10-16,1970.959
2002-10-17,2020.8
2002-10-18,2007.246
2002-10-21,2012.501
2002-10-22,1996.094
2002-10-23,1909.223
2002-10-24,1957.288
2002-10-25,1953.331
2002-10-28,2000.813
2002-10-29,1906.461
2002-10-30,1981.263
2002-10-31,2044.323
2002-11-01,2032.685
2002-11-04,2095.341
2002-11-05,2118.238
2002-11-06,2088.603
2002-11-07,2048.721
2002-11-08,2026.13
2002-11-11,2019.78
2002-11-12,2023.731
2002-11-13,2000.446
2002-11-14,2059.83
2002-11-15,2076.223
2002-11-18,2110.919
2002-11-19,2098.313
2002-11-20,2064.186
2002-11-21,2141.257
2002-11-22,2142.906
2002-11-25,2107.552
2002-11-26,2060.666
2002-11-27,2110.88
2002-11-28,2133.243
2002-11-29,2130.706
2002-12-02,2109.35
2002-12-03,2069.786
2002-12-04,2058.852
2002-12-05,2028.938
2002-12-06,2053.446
2002-12-09,2008.539
2002-12-10,2029.87
2002-12-11,2056.718
2002-12-12,2038.456
2002-12-13,2013.779
2002-12-16,2071.843
2002-12-17,2069.904
2002-12-18,2025.46
2002-12-19,2008.973
2002-12-20,2030.702
2002-12-23,2036.296
2002-12-24,2043.06
2002-12-25,2043.06
2002-12-26,2048.212
2002-12-27,2016.04
2002-12-30,2036.494
2002-12-31,2071.99
2003-01-01,2071.99
2003-01-02,2129.697
2003-01-03,2134.501
2003-01-06,2165.979
2003-01-07,2121.84
2003-01-08,2068.207
2003-01-09,2121.39
2003-01-10,2129.766
2003-01-13,2132.556
2003-01-14,2146.01
2003-01-15,2118.991
2003-01-16,2117.801
2003-01-17,2079.091
2003-01-20,2055.611
2003-01-21,2035.551
2003-01-22,1996.788
2003-01-23,1994.684
2003-01-24,1987.844
2003-01-27,1916.318
2003-01-28,1920.218
2003-01-29,1954.363
2003-01-30,1990.178
2003-01-31,2002.817
2003-02-03,2018.16
2003-02-04,1978.525
2003-02-05,1982.379
2003-02-06,1949.368
2003-02-07,1917.683
2003-02-10,1892.226
2003-02-11,1931.224
2003-02-12,1885.375
2003-02-13,1891.937
2003-02-14,1934.329
2003-02-17,1963.248
2003-02-18,1997.919
2003-02-19,1954.653
2003-02-20,1935.199
2003-02-21,1953.593
2003-02-24,1920.941
2003-02-25,1847.71
2003-02-26,1836.946
2003-02-27,1869.881
2003-02-28,1904.668
2003-03-03,1921.728
2003-03-04,1875.239
2003-03-05,1873.293
2003-03-06,1861.058
2003-03-07,1825.615
2003-03-10,1788.498
2003-03-11,1776.437
2003-03-12,1697.302
2003-03-13,1781.253
2003-03-14,1881.265
2003-03-17,1931.331
2003-03-18,1901.38
2003-03-19,1924.206
2003-03-20,1901.322
2003-03-21,1959.659
2003-03-24,1866.667
2003-03-25,1920.05
2003-03-26,1908.391
2003-03-27,1872.848
2003-03-28,1887.048
2003-03-31,1834.044
2003-04-01,1847.962
2003-04-02,1901.818
2003-04-03,1923.649
2003-04-04,1949.435
2003-04-07,2002.434
2003-04-08,1982.256
2003-04-09,1982.166
2003-04-10,1947.085
2003-04-11,1957.042
2003-04-14,1986.978
2003-04-15,2021.138
2003-04-16,2016.768
2003-04-17,2030.506
2003-04-18,2030.506
2003-04-21,2021.753
2003-04-22,2053.765
2003-04-23,2080.635
2003-04-24,2054.313
2003-04-25,2028.675
2003-04-28,2081.602
2003-04-29,2085.055
2003-04-30,2120.758
2003-05-01,2140.236
2003-05-02,2143.273
2003-05-05,2183.222
2003-05-06,2238.187
2003-05-07,2222.154
2003-05-08,2175.401
2003-05-09,2202.121
2003-05-12,2207.357
2003-05-13,2202.657
2003-05-14,2198.901
2003-05-15,2219.088
2003-05-16,2237.898
2003-05-19,2172.4
2003-05-20,2172.456
2003-05-21,2181.119
2003-05-22,2199.668
2003-05-23,2208.974
2003-05-26,2217.207
2003-05-27,2225.109
2003-05-28,2241.535
2003-05-29,2271.043
2003-05-30,2269.981
2003-06-02,2306.3
2003-06-03,2301.608
2003-06-04,2317.401
2003-06-05,2331.717
2003-06-06,2352.103
2003-06-09,2335.202
2003-06-10,2339.79
2003-06-11,2385.288
2003-06-12,2407.895
2003-06-13,2390.673
2003-06-16,2452.153
2003-06-17,2464.235
2003-06-18,2450.818
2003-06-19,2415.395
2003-06-20,2421.83
2003-06-23,2347.895
2003-06-24,2329.235
2003-06-25,2341.521
2003-06-26,2311.69
2003-06-27,2310.04
2003-06-30,2303.556
2003-07-01,2275.55
2003-07-02,2309.657
2003-07-03,2320.408
2003-07-04,2298.517
2003-07-07,2351.237
2003-07-08,2340.6
2003-07-09,2321.015
2003-07-10,2294.171
2003-07-11,2313.182
2003-07-14,2342.858
2003-07-15,2322.45
2003-07-16,2298.143
2003-07-17,2280.091
2003-07-18,2286.377
2003-07-21,2276.603
2003-07-22,2290.589
2003-07-23,2307.174
2003-07-24,2364.64
2003-07-25,2339.294
2003-07-28,2367.985
2003-07-29,2352.787
2003-07-30,2344.617
2003-07-31,2344.236
2003-08-01,2314.276
2003-08-04,2311.714
2003-08-05,2346.089
2003-08-06,2305.19
2003-08-07,2314.882
2003-08-08,2326.339
2003-08-11,2343.287
2003-08-12,2349.768
2003-08-13,2353.712
2003-08-14,2382.898
2003-08-15,2390.842
2003-08-18,2387.173
2003-08-19,2378.779
2003-08-20,2364.836
2003-08-21,2348.864
2003-08-22,2346.23
2003-08-25,2329.705
2003-08-26,2299.845
2003-08-27,2319.096
2003-08-28,2353.59
2003-08-29,2361.4
2003-09-01,2396.834
2003-09-02,2377.494
2003-09-03,2411.197
2003-09-04,2418.98
2003-09-05,2434.673
2003-09-08,2460.876
2003-09-09,2454.557
2003-09-10,2427.718
2003-09-11,2431.327
2003-09-12,2440.028
2003-09-15,2448.358
2003-09-16,2459.226
2003-09-17,2476.434
2003-09-18,2494.644
2003-09-19,2484.647
2003-09-22,2446.514
2003-09-23,2434.05
2003-09-24,2435.25
2003-09-25,2422.149
2003-09-26,2397.282
2003-09-29,2391.354
2003-09-30,2371.493
2003-10-01,2426.15
2003-10-02,2424.33
2003-10-03,2487.703
2003-10-06,2483.031
2003-10-07,2482.593
2003-10-08,2487.982
2003-10-09,2528.179
2003-10-10,2528.295
2003-10-13,2541.686
2003-10-14,2535.778
2003-10-15,2542.492
2003-10-16,2539.188
2003-10-17,2522.019
2003-10-20,2528.888
2003-10-21,2534.619
2003-10-22,2511.837
2003-10-23,2484.285
2003-10-24,2497.068
2003-10-27,2515.43
2003-10-28,2529.032
2003-10-29,2542.576
2003-10-30,2555.29
2003-10-31,2533.606
2003-11-03,2550.111
2003-11-04,2551.198
2003-11-05,2524.236
2003-11-06,2524.616
2003-11-07,2562.94
2003-11-10,2547.48
2003-11-11,2538.607
2003-11-12,2567.356
2003-11-13,2586.37
2003-11-14,2631.505
2003-11-17,2569.111
2003-11-18,2589.009
2003-11-19,2585.937
2003-11-20,2572.65
2003-11-21,2605.426
2003-11-24,2607.154
2003-11-25,2617.219
2003-11-26,2645.146
2003-11-27,2655.004
2003-11-28,2664.418
2003-12-01,2708.846
2003-12-02,2723.27
2003-12-03,2749.438
2003-12-04,2735.802
2003-12-05,2723.349
2003-12-08,2722.414
2003-12-09,2736.997
2003-12-10,2730.728
2003-12-11,2731.223
2003-12-12,2760.323
2003-12-15,2782.908
2003-12-16,2786.103
2003-12-17,2792.132
2003-12-18,2808.293
2003-12-19,2801.341
2003-12-22,2812.144
2003-12-23,2814.868
2003-12-24,2830.291
2003-12-25,2830.291
2003-12-26,2829.155
2003-12-29,2845.18
2003-12-30,2863.581
2003-12-31,2905.309
2004-01-01,2905.309
2004-01-02,2931.354
2004-01-05,2962.105
2004-01-06,2968.979
2004-01-07,2930.579
2004-01-08,2961.108
2004-01-09,2974.181
2004-01-12,2953.162
2004-01-13,2961.99
2004-01-14,2966.873
2004-01-15,2960.726
2004-01-16,2946.275
2004-01-19,2958.202
2004-01-20,2980.151
2004-01-21,3004.782
2004-01-22,3038.06
2004-01-23,3031.608
2004-01-26,2989.528
2004-01-27,3019.14
2004-01-28,3019.533
2004-01-29,2934.796
2004-01-30,2927.172
2004-02-02,2951.896
2004-02-03,2958.372
2004-02-04,2923.823
2004-02-05,2944.782
2004-02-06,2982.527
2004-02-09,3009.104
2004-02-10,3017.907
2004-02-11,3020.963
2004-02-12,3059.793
2004-02-13,3024.785
2004-02-16,3046.324
2004-02-17,3075.009
2004-02-18,3081.934
2004-02-19,3085.605
2004-02-20,3039.359
2004-02-23,3036.922
2004-02-24,3026.257
2004-02-25,3011.956
2004-02-26,2992.185
2004-02-27,3001.646
2004-03-01,3026.609
2004-03-02,3019.695
2004-03-03,2959.585
2004-03-04,2985.342
2004-03-05,3033.24
2004-03-08,3032.767
2004-03-09,3010.966
2004-03-10,2978.455
2004-03-11,2897.322
2004-03-12,2894.266
2004-03-15,2832.381
2004-03-16,2871.404
2004-03-17,2889.715
2004-03-18,2883.133
2004-03-19,2892.026
2004-03-22,2842.7
2004-03-23,2827.702
2004-03-24,2791.769
2004-03-25,2824.861
2004-03-26,2822.651
2004-03-29,2867.647
2004-03-30,2864.475
2004-03-31,2894.98
2004-04-01,2948.695
2004-04-02,2952.272
2004-04-05,2950.435
2004-04-06,2931.919
2004-04-07,2951.809
2004-04-08,2940.223
2004-04-09,2940.223
2004-04-12,2931.965
2004-04-13,2918.459
2004-04-14,2888.054
2004-04-15,2883.56
2004-04-16,2929.103
2004-04-19,2923.197
2004-04-20,2918.908
2004-04-21,2883.153
2004-04-22,2912.295
2004-04-23,2923.482
2004-04-26,2912.41
2004-04-27,2922.471
2004-04-28,2863.796
2004-04-29,2863.346
2004-04-30,2861.133
2004-05-03,2881.279
2004-05-04,2908.919
2004-05-05,2941.216
2004-05-06,2872.398
2004-05-07,2833.918
2004-05-10,2744.288
2004-05-11,2775.434
2004-05-12,2762.389
2004-05-13,2786.184
2004-05-14,2783.25
2004-05-17,2779.511
2004-05-18,2787.069
2004-05-19,2863.717
2004-05-20,2811.984
2004-05-21,2831.878
2004-05-24,2847.117
2004-05-25,2866.686
2004-05-26,2902.674
2004-05-27,2960.155
2004-05-28,2926.861
2004-05-31,2942.475
2004-06-01,2910.162
2004-06-02,2940.495
2004-06-03,2939.683
2004-06-04,2974.464
2004-06-07,3009.24
2004-06-08,2998.575
2004-06-09,2938.348
2004-06-10,2947.415
2004-06-11,2922.108
2004-06-14,2899.792
2004-06-15,2928.43
2004-06-16,2935.93
2004-06-17,2945.252
2004-06-18,2984.551
2004-06-21,2978.306
2004-06-22,2949.511
2004-06-23,2962.983
2004-06-24,3012.41
2004-06-25,2994.35
2004-06-28,3029.543
2004-06-29,3001.541
2004-06-30,2995.817
2004-07-01,2981.631
2004-07-02,2993.579
2004-07-05,2989.061
2004-07-06,2968.406
2004-07-07,2990.106
2004-07-08,3008.801
2004-07-09,3004.696
2004-07-12,2998.107
2004-07-13,2979.462
2004-07-14,2989.059
2004-07-15,2955.323
2004-07-16,2974.009
2004-07-19,2954.814
2004-07-20,2956.863
2004-07-21,2945.536
2004-07-22,2906.745
2004-07-23,2866.78
2004-07-26,2846.251
2004-07-27,2844.234
2004-07-28,2848.424
2004-07-29,2907.772
2004-07-30,2902.932
2004-08-02,2885.131
2004-08-03,2912.3
2004-08-04,2878.089
2004-08-05,2886.814
2004-08-06,2863.881
2004-08-09,2837.23
2004-08-10,2880.303
2004-08-11,2831.989
2004-08-12,2831.073
2004-08-13,2853.603
2004-08-16,2875.985
2004-08-17,2886.413
2004-08-18,2883.867
2004-08-19,2903.327
2004-08-20,2890.159
2004-08-23,2904.057
2004-08-24,2886.984
2004-08-25,2882.11
2004-08-26,2908.891
2004-08-27,2911.824
2004-08-30,2905.191
2004-08-31,2898.022
2004-09-01,2915.063
2004-09-02,2925.754
2004-09-03,2924.316
2004-09-06,2935.722
2004-09-07,2938.912
2004-09-08,2947.348
2004-09-09,2938.917
2004-09-10,2991.516
2004-09-13,3017.649
2004-09-14,3015.855
2004-09-15,2969.154
2004-09-16,2965.28
2004-09-17,2996.281
2004-09-20,2976.159
2004-09-21,3022.963
2004-09-22,2989.153
2004-09-23,2973.032
2004-09-24,2981.143
2004-09-27,2975.953
2004-09-28,2989.282
2004-09-29,3004.074
2004-09-30,2996.458
2004-10-01,3059.754
2004-10-04,3058.559
2004-10-05,3070.892
2004-10-06,3064.356
2004-10-07,3056.888
2004-10-08,3072.626
2004-10-11,3055.618
2004-10-12,3008.828
2004-10-13,3000.086
2004-10-14,3009.023
2004-10-15,3035.643
2004-10-18,3035.564
2004-10-19,3067.583
2004-10-20,3060.985
2004-10-21,3080.745
2004-10-22,3086.642
2004-10-25,3056.132
2004-10-26,3064.051
2004-10-27,3110.659
2004-10-28,3137.942
2004-10-29,3121.271
2004-11-01,3150.055
2004-11-02,3163.269
2004-11-03,3193.603
2004-11-04,3207.968
2004-11-05,3230.207
2004-11-08,3237.812
2004-11-09,3223.173
2004-11-10,3236.262
2004-11-11,3270.872
2004-11-12,3280.204
2004-11-15,3267.728
2004-11-16,3253.294
2004-11-17,3308.372
2004-11-18,3288.66
2004-11-19,3277.421
2004-11-22,3255.242
2004-11-23,3272.426
2004-11-24,3279.773
2004-11-25,3329.98
2004-11-26,3322.064
2004-11-29,3327.487
2004-11-30,3306.447
2004-12-01,3345.407
2004-12-02,3346.559
2004-12-03,3348.646
2004-12-06,3348.471
2004-12-07,3365.94
2004-12-08,3315.078
2004-12-09,3289.074
2004-12-10,3298.062
2004-12-13,3348.093
2004-12-14,3351.47
2004-12-15,3377.075
2004-12-16,3351.819
2004-12-17,3288.559
2004-12-20,3342.897
2004-12-21,3337.971
2004-12-22,3373.082
2004-12-23,3415.378
2004-12-24,3426.856
2004-12-27,3444.046
2004-12-28,3446.488
2004-12-29,3444.692
2004-12-30,3457.098
2004-12-31,3442.301
2005-01-03,3438.999
2005-01-04,3399.301
2005-01-05,3365.181
2005-01-06,3361.735
2005-01-07,3348.494
2005-01-10,3362.577
2005-01-11,3352.843
2005-01-12,3360.193
2005-01-13,3355.703
2005-01-14,3344.891
2005-01-17,3364.599
2005-01-18,3345.809
2005-01-19,3344.75
2005-01-20,3300.115
2005-01-21,3321.714
2005-01-24,3328.544
2005-01-25,3334.108
2005-01-26,3364.084
2005-01-27,3365.256
2005-01-28,3342.837
2005-01-31,3385.156
2005-02-01,3399.941
2005-02-02,3418.58
2005-02-03,3378.012
2005-02-04,3398.287
2005-02-07,3392.039
2005-02-08,3375.213
2005-02-09,3372.036
2005-02-10,3399.094
2005-02-11,3434.979
2005-02-14,3454.488
2005-02-15,3471.294
2005-02-16,3458.001
2005-02-17,3477.671
2005-02-18,3498.169
2005-02-21,3492.92
2005-02-22,3514.863
2005-02-23,3486.45
2005-02-24,3491.133
2005-02-25,3537.232
2005-02-28,3552.564
2005-03-01,3551.235
2005-03-02,3537.654
2005-03-03,3540.047
2005-03-04,3597.696
2005-03-07,3596.533
2005-03-08,3619.479
2005-03-09,3608.092
2005-03-10,3593.476
2005-03-11,3616.069
2005-03-14,3592.245
2005-03-15,3602.607
2005-03-16,3581.686
2005-03-17,3579.187
2005-03-18,3571.696
2005-03-21,3526.74
2005-03-22,3544.361
2005-03-23,3478.984
2005-03-24,3506.819
2005-03-25,3506.819
2005-03-28,3482.208
2005-03-29,3495.552
2005-03-30,3493.045
2005-03-31,3505.658
2005-04-01,3508.463
2005-04-04,3449.533
2005-04-05,3480.534
2005-04-06,3499.135
2005-04-07,3527.949
2005-04-08,3512.742
2005-04-11,3536.437
2005-04-12,3499.417
2005-04-13,3518.301
2005-04-14,3487.051
2005-04-15,3452.99
2005-04-18,3402.913
2005-04-19,3420.987
2005-04-20,3420.648
2005-04-21,3431.92
2005-04-22,3451.017
2005-04-25,3434.902
2005-04-26,3430.594
2005-04-27,3374.898
2005-04-28,3352.416
2005-04-29,3352.132
2005-05-02,3358.102
2005-05-03,3385.22
2005-05-04,3432.277
2005-05-05,3456.385
2005-05-06,3443.841
2005-05-09,3427.601
2005-05-10,3425.327
2005-05-11,3392.583
2005-05-12,3395.067
2005-05-13,3379.875
2005-05-16,3371.501
2005-05-17,3373.17
2005-05-18,3432.945
2005-05-19,3440.636
2005-05-20,3428.999
2005-05-23,3457.657
2005-05-24,3451.218
2005-05-25,3454.068
2005-05-26,3466.433
2005-05-27,3470.205
2005-05-30,3464.79
2005-05-31,3420.946
2005-06-01,3446.673
2005-06-02,3456.886
2005-06-03,3438.929
2005-06-06,3428.598
2005-06-07,3459.096
2005-06-08,3469.717
2005-06-09,3416.761
2005-06-10,3422.618
2005-06-13,3415.851
2005-06-14,3414.514
