Date,FRANCE Standard (Large+Mid Cap)
2002-08-02,2839.802
2002-08-05,2736.689
2002-08-06,2810.666
2002-08-07,2817.822
2002-08-08,2907.991
2002-08-09,2958.404
2002-08-12,2904.573
2002-08-13,2923.002
2002-08-14,2823.734
2002-08-15,2913.47
2002-08-16,2927.581
2002-08-19,3001.384
2002-08-20,2951.698
2002-08-21,3007.62
2002-08-22,3073.196
2002-08-23,3018.687
2002-08-26,2967.488
2002-08-27,3078.355
2002-08-28,2954.085
2002-08-29,2891.74
2002-08-30,2917.62
2002-09-02,2848.138
2002-09-03,2759.375
2002-09-04,2783.373
2002-09-05,2757.306
2002-09-06,2835.332
2002-09-09,2786.107
2002-09-10,2849.167
2002-09-11,2925.464
2002-09-12,2813.191
2002-09-13,2746.411
2002-09-16,2717.385
2002-09-17,2687.369
2002-09-18,2618.503
2002-09-19,2572.04
2002-09-20,2540.63
2002-09-23,2463.533
2002-09-24,2408.16
2002-09-25,2441.951
2002-09-26,2591.834
2002-09-27,2581.97
2002-09-30,2470.17
2002-10-01,2505.272
2002-10-02,2598.968
2002-10-03,2541.244
2002-10-04,2442.763
2002-10-07,2422.16
2002-10-08,2378.845
2002-10-09,2367.011
2002-10-10,2449.121
2002-10-11,2570.544
2002-10-14,2558.197
2002-10-15,2710.958
2002-10-16,2691.013
2002-10-17,2759.062
2002-10-18,2740.556
2002-10-21,2747.731
2002-10-22,2725.33
2002-10-23,2606.723
2002-10-24,2672.347
2002-10-25,2666.945
2002-10-28,2731.774
2002-10-29,2602.952
2002-10-30,2705.081
2002-10-31,2791.179
2002-11-01,2775.289
2002-11-04,2860.835
2002-11-05,2892.097
2002-11-06,2851.636
2002-11-07,2797.184
2002-11-08,2766.339
2002-11-11,2757.67
2002-11-12,2763.064
2002-11-13,2731.272
2002-11-14,2812.351
2002-11-15,2834.732
2002-11-18,2882.105
2002-11-19,2864.894
2002-11-20,2818.299
2002-11-21,2923.526
2002-11-22,2925.777
2002-11-25,2877.508
2002-11-26,2813.492
2002-11-27,2882.051
2002-11-28,2912.584
2002-11-29,2909.12
2002-12-02,2879.963
2002-12-03,2826.015
2002-12-04,2811.085
2002-12-05,2770.242
2002-12-06,2803.705
2002-12-09,2742.389
2002-12-10,2771.515
2002-12-11,2808.172
2002-12-12,2783.237
2002-12-13,2749.544
2002-12-16,2828.823
2002-12-17,2826.176
2002-12-18,2765.493
2002-12-19,2743.016
2002-12-20,2772.684
2002-12-23,2780.322
2002-12-24,2789.557
2002-12-25,2789.557
2002-12-26,2796.592
2002-12-27,2752.664
2002-12-30,2780.593
2002-12-31,2829.057
2003-01-01,2829.057
2003-01-02,2907.85
2003-01-03,2914.41
2003-01-06,2957.389
2003-01-07,2897.122
2003-01-08,2823.892
2003-01-09,2896.508
2003-01-10,2907.943
2003-01-13,2911.753
2003-01-14,2930.181
2003-01-15,2893.29
2003-01-16,2891.665
2003-01-17,2838.811
2003-01-20,2806.75
2003-01-21,2779.36
2003-01-22,2726.432
2003-01-23,2723.56
2003-01-24,2714.22
2003-01-27,2616.558
2003-01-28,2621.883
2003-01-29,2668.505
2003-01-30,2717.407
2003-01-31,2734.665
2003-02-03,2755.614
2003-02-04,2701.496
2003-02-05,2706.758
2003-02-06,2661.684
2003-02-07,2618.422
2003-02-10,2583.663
2003-02-11,2636.911
2003-02-12,2574.308
2003-02-13,2583.268
2003-02-14,2641.151
2003-02-17,2680.637
2003-02-18,2727.977
2003-02-19,2668.901
2003-02-20,2642.338
2003-02-21,2667.454
2003-02-24,2622.87
2003-02-25,2522.88
2003-02-26,2508.182
2003-02-27,2553.152
2003-02-28,2600.651
2003-03-03,2623.945
2003-03-04,2560.552
2003-03-05,2557.895
2003-03-06,2541.188
2003-03-07,2492.792
2003-03-10,2442.111
2003-03-11,2425.643
2003-03-12,2317.587
2003-03-13,2432.219
2003-03-14,2568.781
2003-03-17,2637.143
2003-03-18,2596.247
2003-03-19,2627.414
2003-03-20,2596.168
2003-03-21,2675.824
2003-03-24,2548.847
2003-03-25,2621.739
2003-03-26,2605.819
2003-03-27,2557.287
2003-03-28,2576.677
2003-03-31,2504.303
2003-04-01,2523.306
2003-04-02,2596.845
2003-04-03,2626.654
2003-04-04,2661.863
2003-04-07,2734.231
2003-04-08,2706.679
2003-04-09,2706.555
2003-04-10,2658.654
2003-04-11,2672.251
2003-04-14,2713.126
2003-04-15,2759.771
2003-04-16,2753.804
2003-04-17,2773.128
2003-04-18,2773.128
2003-04-21,2761.174
2003-04-22,2805.794
2003-04-23,2842.503
2003-04-24,2807.529
2003-04-25,2772.492
2003-04-28,2844.955
2003-04-29,2849.673
2003-04-30,2898.567
2003-05-01,2925.19
2003-05-02,2930.278
2003-05-05,2984.896
2003-05-06,3060.503
2003-05-07,3039.465
2003-05-08,2975.516
2003-05-09,3012.063
2003-05-12,3019.366
2003-05-13,3012.936
2003-05-14,3007.799
2003-05-15,3035.785
2003-05-16,3065.819
2003-05-19,2976.089
2003-05-20,2976.978
2003-05-21,2989.447
2003-05-22,3015.091
2003-05-23,3027.847
2003-05-26,3039.132
2003-05-27,3050.332
2003-05-28,3073.066
2003-05-29,3113.52
2003-05-30,3112.065
2003-06-02,3163.328
2003-06-03,3156.892
2003-06-04,3178.95
2003-06-05,3198.661
2003-06-06,3226.961
2003-06-09,3203.773
2003-06-10,3210.202
2003-06-11,3272.625
2003-06-12,3305.314
2003-06-13,3281.673
2003-06-16,3366.067
2003-06-17,3382.653
2003-06-18,3364.335
2003-06-19,3316.005
2003-06-20,3324.839
2003-06-23,3223.892
2003-06-24,3198.27
2003-06-25,3215.14
2003-06-26,3174.229
2003-06-27,3172.154
2003-06-30,3163.25
2003-07-01,3124.911
2003-07-02,3171.748
2003-07-03,3186.55
2003-07-04,3156.488
2003-07-07,3228.887
2003-07-08,3214.279
2003-07-09,3187.384
2003-07-10,3150.519
2003-07-11,3176.627
2003-07-14,3217.38
2003-07-15,3189.354
2003-07-16,3155.973
2003-07-17,3131.184
2003-07-18,3139.816
2003-07-21,3126.394
2003-07-22,3145.6
2003-07-23,3168.376
2003-07-24,3247.293
2003-07-25,3212.492
2003-07-28,3251.894
2003-07-29,3231.023
2003-07-30,3219.802
2003-07-31,3219.28
2003-08-01,3178.136
2003-08-04,3174.618
2003-08-05,3221.825
2003-08-06,3165.659
2003-08-07,3178.969
2003-08-08,3194.702
2003-08-11,3217.977
2003-08-12,3226.877
2003-08-13,3232.293
2003-08-14,3272.373
2003-08-15,3283.282
2003-08-18,3278.244
2003-08-19,3266.717
2003-08-20,3247.568
2003-08-21,3225.636
2003-08-22,3222.018
2003-08-25,3199.325
2003-08-26,3158.318
2003-08-27,3184.755
2003-08-28,3232.125
2003-08-29,3242.851
2003-09-01,3291.511
2003-09-02,3264.952
2003-09-03,3311.235
2003-09-04,3321.924
2003-09-05,3343.474
2003-09-08,3379.459
2003-09-09,3370.78
2003-09-10,3333.923
2003-09-11,3338.88
2003-09-12,3350.828
2003-09-15,3362.268
2003-09-16,3377.192
2003-09-17,3400.824
2003-09-18,3425.831
2003-09-19,3412.102
2003-09-22,3359.736
2003-09-23,3342.618
2003-09-24,3344.267
2003-09-25,3326.276
2003-09-26,3292.127
2003-09-29,3283.986
2003-09-30,3256.712
2003-10-01,3331.771
2003-10-02,3329.27
2003-10-03,3416.3
2003-10-06,3409.883
2003-10-07,3409.281
2003-10-08,3416.682
2003-10-09,3471.884
2003-10-10,3472.043
2003-10-13,3490.432
2003-10-14,3482.32
2003-10-15,3491.54
2003-10-16,3487.002
2003-10-17,3463.425
2003-10-20,3472.858
2003-10-21,3480.728
2003-10-22,3449.441
2003-10-23,3411.605
2003-10-24,3429.159
2003-10-27,3454.376
2003-10-28,3473.055
2003-10-29,3491.655
2003-10-30,3509.115
2003-10-31,3479.337
2003-11-03,3502.003
2003-11-04,3503.495
2003-11-05,3466.469
2003-11-06,3466.991
2003-11-07,3519.621
2003-11-10,3498.39
2003-11-11,3486.204
2003-11-12,3525.684
2003-11-13,3551.796
2003-11-14,3613.779
2003-11-17,3528.094
2003-11-18,3555.42
2003-11-19,3551.201
2003-11-20,3532.954
2003-11-21,3577.965
2003-11-24,3580.338
2003-11-25,3594.161
2003-11-26,3632.512
2003-11-27,3646.05
2003-11-28,3658.977
2003-12-01,3719.989
2003-12-02,3739.798
2003-12-03,3775.733
2003-12-04,3757.096
2003-12-05,3739.994
2003-12-08,3738.71
2003-12-09,3758.737
2003-12-10,3750.129
2003-12-11,3750.807
2003-12-12,3790.771
2003-12-15,3821.788
2003-12-16,3826.175
2003-12-17,3834.455
2003-12-18,3856.689
2003-12-19,3847.142
2003-12-22,3861.978
2003-12-23,3865.719
2003-12-24,3886.9
2003-12-25,3886.9
2003-12-26,3885.339
2003-12-29,3907.347
2003-12-30,3932.617
2003-12-31,3989.923
2004-01-01,3989.923
2004-01-02,4025.692
2004-01-05,4067.923
2004-01-06,4077.363
2004-01-07,4024.627
2004-01-08,4066.554
2004-01-09,4084.507
2004-01-12,4055.641
2004-01-13,4067.848
2004-01-14,4074.554
2004-01-15,4066.112
2004-01-16,4046.266
2004-01-19,4062.647
2004-01-20,4092.79
2004-01-21,4126.616
2004-01-22,4172.319
2004-01-23,4163.458
2004-01-26,4105.668
2004-01-27,4146.335
2004-01-28,4146.876
2004-01-29,4030.502
2004-01-30,4020.031
2004-02-02,4053.986
2004-02-03,4062.879
2004-02-04,4015.432
2004-02-05,4044.216
2004-02-06,4096.053
2004-02-09,4132.553
2004-02-10,4144.642
2004-02-11,4148.84
2004-02-12,4202.166
2004-02-13,4154.088
2004-02-16,4183.669
2004-02-17,4223.062
2004-02-18,4232.573
2004-02-19,4237.615
2004-02-20,4174.103
2004-02-23,4170.756
2004-02-24,4156.11
2004-02-25,4136.469
2004-02-26,4109.317
2004-02-27,4122.311
2004-03-01,4156.592
2004-03-02,4147.097
2004-03-03,4064.546
2004-03-04,4100.015
2004-03-05,4165.798
2004-03-08,4165.148
2004-03-09,4135.207
2004-03-10,4090.557
2004-03-11,3979.13
2004-03-12,3974.933
2004-03-15,3889.941
2004-03-16,3943.535
2004-03-17,3968.684
2004-03-18,3959.644
2004-03-19,3971.857
2004-03-22,3904.113
2004-03-23,3883.516
2004-03-24,3834.166
2004-03-25,3879.613
2004-03-26,3876.578
2004-03-29,3938.375
2004-03-30,3934.019
2004-03-31,3975.914
2004-04-01,4049.685
2004-04-02,4054.598
2004-04-05,4052.074
2004-04-06,4026.645
2004-04-07,4053.962
2004-04-08,4038.05
2004-04-09,4038.05
2004-04-12,4026.708
2004-04-13,4008.16
2004-04-14,3966.402
2004-04-15,3960.23
2004-04-16,4022.852
2004-04-19,4014.74
2004-04-20,4008.849
2004-04-21,3959.743
2004-04-22,3999.767
2004-04-23,4015.131
2004-04-26,3999.925
2004-04-27,4013.743
2004-04-28,3933.158
2004-04-29,3932.704
2004-04-30,3930.488
2004-05-03,3960.08
2004-05-04,3998.069
2004-05-05,4043.05
2004-05-06,3948.452
2004-05-07,3896.012
2004-05-10,3773.162
2004-05-11,3816.911
2004-05-12,3798.943
2004-05-13,3831.666
2004-05-14,3828.033
2004-05-17,3823.614
2004-05-18,3836.254
2004-05-19,3942.2
2004-05-20,3870.985
2004-05-21,3898.371
2004-05-24,3924.409
2004-05-25,3951.505
2004-05-26,4001.193
2004-05-27,4080.532
2004-05-28,4035.56
2004-05-31,4057.188
2004-06-01,4013.423
2004-06-02,4055.649
2004-06-03,4054.561
2004-06-04,4102.809
2004-06-07,4150.777
2004-06-08,4136.176
2004-06-09,4053.099
2004-06-10,4065.76
2004-06-11,4032.948
2004-06-14,4002.148
2004-06-15,4042.874
2004-06-16,4053.227
2004-06-17,4066.098
2004-06-18,4120.353
2004-06-21,4111.731
2004-06-22,4072.01
2004-06-23,4090.61
2004-06-24,4159.419
2004-06-25,4134.482
2004-06-28,4183.076
2004-06-29,4144.412
2004-06-30,4136.508
2004-07-01,4116.921
2004-07-02,4133.417
2004-07-05,4127.228
2004-07-06,4098.708
2004-07-07,4128.67
2004-07-08,4154.484
2004-07-09,4148.816
2004-07-12,4139.718
2004-07-13,4113.973
2004-07-14,4127.224
2004-07-15,4080.642
2004-07-16,4106.444
2004-07-19,4079.94
2004-07-20,4082.769
2004-07-21,4067.129
2004-07-22,4013.567
2004-07-23,3958.384
2004-07-26,3930.038
2004-07-27,3927.253
2004-07-28,3933.04
2004-07-29,4014.985
2004-07-30,4008.303
2004-08-02,3983.723
2004-08-03,4021.238
2004-08-04,3974.0
2004-08-05,3986.048
2004-08-06,3954.382
2004-08-09,3917.583
2004-08-10,3977.056
2004-08-11,3910.347
2004-08-12,3909.081
2004-08-13,3940.19
2004-08-16,3971.095
2004-08-17,3985.494
2004-08-18,3981.978
2004-08-19,4008.847
2004-08-20,3990.665
2004-08-23,4009.856
2004-08-24,3986.282
2004-08-25,3979.552
2004-08-26,4016.531
2004-08-27,4020.581
2004-08-30,4011.421
2004-08-31,4001.523
2004-09-01,4025.053
2004-09-02,4039.814
2004-09-03,4037.829
2004-09-06,4053.578
2004-09-07,4057.982
2004-09-08,4069.631
2004-09-09,4057.99
2004-09-10,4130.618
2004-09-13,4166.702
2004-09-14,4164.224
2004-09-15,4099.74
2004-09-16,4094.391
2004-09-17,4137.197
2004-09-20,4109.413
2004-09-21,4174.038
2004-09-22,4127.354
2004-09-23,4105.095
2004-09-24,4116.295
2004-09-27,4109.139
2004-09-28,4127.543
2004-09-29,4147.968
2004-09-30,4137.532
2004-10-01,4224.932
2004-10-04,4223.282
2004-10-05,4240.312
2004-10-06,4231.287
2004-10-07,4220.975
2004-10-08,4242.706
2004-10-11,4219.221
2004-10-12,4154.613
2004-10-13,4142.543
2004-10-14,4154.883
2004-10-15,4191.709
2004-10-18,4191.599
2004-10-19,4235.811
2004-10-20,4226.701
2004-10-21,4253.987
2004-10-22,4262.129
2004-10-25,4220.0
2004-10-26,4230.934
2004-10-27,4295.292
2004-10-28,4332.966
2004-10-29,4309.946
2004-11-01,4349.692
2004-11-02,4367.938
2004-11-03,4409.848
2004-11-04,4429.683
2004-11-05,4460.393
2004-11-08,4470.894
2004-11-09,4450.679
2004-11-10,4468.753
2004-11-11,4516.544
2004-11-12,4529.43
2004-11-15,4512.202
2004-11-16,4492.272
2004-11-17,4568.326
2004-11-18,4541.106
2004-11-19,4525.586
2004-11-22,4494.961
2004-11-23,4518.69
2004-11-24,4531.485
2004-11-25,4600.854
2004-11-26,4589.916
2004-11-29,4597.409
2004-11-30,4568.34
2004-12-01,4622.169
2004-12-02,4623.873
2004-12-03,4626.829
2004-12-06,4626.587
2004-12-07,4650.725
2004-12-08,4580.449
2004-12-09,4544.519
2004-12-10,4556.938
2004-12-13,4626.065
2004-12-14,4630.731
2004-12-15,4666.109
2004-12-16,4631.584
2004-12-17,4544.171
2004-12-20,4619.255
2004-12-21,4612.658
2004-12-22,4661.178
2004-12-23,4719.626
2004-12-24,4735.487
2004-12-27,4759.241
2004-12-28,4762.616
2004-12-29,4760.133
2004-12-30,4777.277
2004-12-31,4756.829
2005-01-03,4752.267
2005-01-04,4697.409
2005-01-05,4650.259
2005-01-06,4645.497
2005-01-07,4627.2
2005-01-10,4646.661
2005-01-11,4633.306
2005-01-12,4643.463
2005-01-13,4637.258
2005-01-14,4622.317
2005-01-17,4649.551
2005-01-18,4623.656
2005-01-19,4622.192
2005-01-20,4560.51
2005-01-21,4590.357
2005-01-24,4599.796
2005-01-25,4607.485
2005-01-26,4648.911
2005-01-27,4650.529
2005-01-28,4619.548
2005-01-31,4678.029
2005-02-01,4698.461
2005-02-02,4724.219
2005-02-03,4668.157
2005-02-04,4696.176
2005-02-07,4687.542
2005-02-08,4664.29
2005-02-09,4659.899
2005-02-10,4697.291
2005-02-11,4746.882
2005-02-14,4773.842
2005-02-15,4797.067
2005-02-16,4778.697
2005-02-17,4805.878
2005-02-18,4834.206
2005-02-21,4826.952
2005-02-22,4857.276
2005-02-23,4818.011
2005-02-24,4824.482
2005-02-25,4888.188
2005-02-28,4909.375
2005-03-01,4907.538
2005-03-02,4888.77
2005-03-03,4892.077
2005-03-04,4971.868
2005-03-07,4970.261
2005-03-08,5001.972
2005-03-09,4986.236
2005-03-10,4966.037
2005-03-11,4997.26
2005-03-14,4964.335
2005-03-15,4978.656
2005-03-16,4949.744
2005-03-17,4946.289
2005-03-18,4935.969
2005-03-21,4873.842
2005-03-22,4898.193
2005-03-23,4807.844
2005-03-24,4846.311
2005-03-25,4846.311
2005-03-28,4812.299
2005-03-29,4830.74
2005-03-30,4827.276
2005-03-31,4844.706
2005-04-01,4848.584
2005-04-04,4767.143
2005-04-05,4809.986
2005-04-06,4835.692
2005-04-07,4875.512
2005-04-08,4854.497
2005-04-11,4887.243
2005-04-12,4836.083
2005-04-13,4862.179
2005-04-14,4818.993
2005-04-15,4772.087
2005-04-18,4702.88
2005-04-19,4727.859
2005-04-20,4727.391
2005-04-21,4742.969
2005-04-22,4770.352
2005-04-25,4748.077
2005-04-26,4742.121
2005-04-27,4665.133
2005-04-28,4635.63
2005-04-29,4635.236
2005-05-02,4644.196
2005-05-03,4681.746
2005-05-04,4748.216
2005-05-05,4781.567
2005-05-06,4764.518
2005-05-09,4742.049
2005-05-10,4738.903
2005-05-11,4694.055
2005-05-12,4697.491
2005-05-13,4677.068
2005-05-16,4666.774
2005-05-17,4670.804
2005-05-18,4754.946
2005-05-19,4765.914
2005-05-20,4749.832
2005-05-23,4789.629
2005-05-24,4784.081
2005-05-25,4788.162
2005-05-26,4805.303
2005-05-27,4811.532
2005-05-30,4808.813
2005-05-31,4748.07
2005-06-01,4784.844
2005-06-02,4799.023
2005-06-03,4775.689
2005-06-06,4761.343
2005-06-07,4805.98
2005-06-08,4820.805
2005-06-09,4747.327
2005-06-10,4755.597
2005-06-13,4746.194
2005-06-14,4744.337
