Date,AUSTRIA LARGE GROWTH Large Cap
2006-12-29,975.105
2007-01-01,975.105
2007-01-02,1010.945
2007-01-03,1012.735
2007-01-04,994.247
2007-01-05,957.838
2007-01-08,947.379
2007-01-09,959.635
2007-01-10,920.731
2007-01-11,935.43
2007-01-12,948.037
2007-01-15,955.384
2007-01-16,941.894
2007-01-17,937.193
2007-01-18,932.409
2007-01-19,935.125
2007-01-22,944.842
2007-01-23,966.232
2007-01-24,963.272
2007-01-25,969.476
2007-01-26,943.009
2007-01-29,950.834
2007-01-30,955.626
2007-01-31,966.07
2007-02-01,980.208
2007-02-02,974.712
2007-02-05,969.834
2007-02-06,974.491
2007-02-07,980.549
2007-02-08,964.77
2007-02-09,959.177
2007-02-12,950.768
2007-02-13,953.509
2007-02-14,972.955
2007-02-15,979.854
2007-02-16,958.363
2007-02-19,981.148
2007-02-20,961.322
2007-02-21,941.559
2007-02-22,939.13
2007-02-23,943.026
2007-02-26,941.179
2007-02-27,908.167
2007-02-28,894.573
2007-03-01,889.049
2007-03-02,906.364
2007-03-05,900.485
2007-03-06,899.943
2007-03-07,905.2
2007-03-08,934.695
2007-03-09,941.255
2007-03-12,928.863
2007-03-13,924.236
2007-03-14,894.124
2007-03-15,915.762
2007-03-16,912.503
2007-03-19,932.044
2007-03-20,932.021
2007-03-21,942.204
2007-03-22,971.1
2007-03-23,969.33
2007-03-26,972.82
2007-03-27,956.911
2007-03-28,937.712
2007-03-29,946.195
2007-03-30,940.869
2007-04-02,947.96
2007-04-03,951.001
2007-04-04,958.403
2007-04-05,967.334
2007-04-06,967.334
2007-04-09,962.295
2007-04-10,973.8
2007-04-11,977.739
2007-04-12,969.393
2007-04-13,976.85
2007-04-16,988.608
2007-04-17,980.122
2007-04-18,973.358
2007-04-19,968.257
2007-04-20,981.243
2007-04-23,992.15
2007-04-24,988.414
2007-04-25,1005.097
2007-04-26,1010.094
2007-04-27,1019.857
2007-04-30,985.852
2007-05-01,982.168
2007-05-02,972.162
2007-05-03,974.044
2007-05-04,966.367
2007-05-07,965.573
2007-05-08,961.851
2007-05-09,980.745
2007-05-10,957.908
2007-05-11,960.159
2007-05-14,964.176
2007-05-15,972.663
2007-05-16,991.168
2007-05-17,985.18
2007-05-18,999.71
2007-05-21,986.09
2007-05-22,979.467
2007-05-23,1000.703
2007-05-24,989.191
2007-05-25,989.675
2007-05-28,989.675
2007-05-29,996.567
2007-05-30,988.257
2007-05-31,1000.0
2007-06-01,1001.541
2007-06-04,1015.189
2007-06-05,1011.176
2007-06-06,996.85
2007-06-07,994.338
2007-06-08,982.691
2007-06-11,999.623
2007-06-12,980.326
2007-06-13,978.656
2007-06-14,1000.669
2007-06-15,1013.037
2007-06-18,1011.8
2007-06-19,1004.972
2007-06-20,1009.659
2007-06-21,998.311
2007-06-22,1002.334
2007-06-25,989.716
2007-06-26,989.24
2007-06-27,976.421
2007-06-28,979.178
2007-06-29,985.241
2007-07-02,987.773
2007-07-03,1002.602
2007-07-04,1004.693
2007-07-05,998.062
2007-07-06,1007.93
2007-07-09,1007.923
2007-07-10,1004.338
2007-07-11,1001.889
2007-07-12,1003.221
2007-07-13,1012.139
2007-07-16,1018.44
2007-07-17,1011.484
2007-07-18,1010.992
2007-07-19,1012.261
2007-07-20,1000.154
2007-07-23,1010.574
2007-07-24,993.367
2007-07-25,988.023
2007-07-26,943.865
2007-07-27,935.298
2007-07-30,928.518
2007-07-31,959.648
2007-08-01,945.438
2007-08-02,958.962
2007-08-03,956.219
2007-08-06,948.634
2007-08-07,964.632
2007-08-08,985.986
2007-08-09,971.212
2007-08-10,939.688
2007-08-13,943.5
2007-08-14,935.089
2007-08-15,928.061
2007-08-16,881.624
2007-08-17,884.755
2007-08-20,898.75
2007-08-21,890.346
2007-08-22,912.205
2007-08-23,922.814
2007-08-24,937.407
2007-08-27,948.498
2007-08-28,940.321
2007-08-29,933.006
2007-08-30,930.38
2007-08-31,945.005
2007-09-03,947.293
2007-09-04,969.285
2007-09-05,951.286
2007-09-06,948.529
2007-09-07,936.237
2007-09-10,929.223
2007-09-11,953.039
2007-09-12,953.886
2007-09-13,959.732
2007-09-14,949.825
2007-09-17,931.097
2007-09-18,939.555
2007-09-19,978.411
2007-09-20,980.992
2007-09-21,963.455
2007-09-24,967.509
2007-09-25,968.24
2007-09-26,980.811
2007-09-27,983.339
2007-09-28,987.325
2007-10-01,1000.121
2007-10-02,1014.307
2007-10-03,1017.544
2007-10-04,1040.042
2007-10-05,1055.084
2007-10-08,1034.768
2007-10-09,1037.25
2007-10-10,1047.193
2007-10-11,1061.034
2007-10-12,1061.099
2007-10-15,1047.787
2007-10-16,1041.968
2007-10-17,1054.229
2007-10-18,1046.312
2007-10-19,1051.497
2007-10-22,1024.407
2007-10-23,1041.669
2007-10-24,1032.206
2007-10-25,1051.856
2007-10-26,1057.738
2007-10-29,1081.469
2007-10-30,1072.699
2007-10-31,1082.132
2007-11-01,1079.664
2007-11-02,1063.573
2007-11-05,1051.563
2007-11-06,1049.739
2007-11-07,1048.842
2007-11-08,1046.244
2007-11-09,1031.835
2007-11-12,1027.174
2007-11-13,1031.469
2007-11-14,1029.886
2007-11-15,1010.282
2007-11-16,1011.301
2007-11-19,977.622
2007-11-20,1000.945
2007-11-21,972.668
2007-11-22,987.042
2007-11-23,996.627
2007-11-26,1007.386
2007-11-27,994.678
2007-11-28,1038.258
2007-11-29,1043.987
2007-11-30,1045.585
2007-12-03,1047.448
2007-12-04,1020.545
2007-12-05,1036.109
2007-12-06,1057.949
2007-12-07,1069.675
2007-12-10,1074.78
2007-12-11,1061.31
2007-12-12,1046.684
2007-12-13,1007.194
2007-12-14,1006.312
2007-12-17,977.787
2007-12-18,1002.526
2007-12-19,996.364
2007-12-20,991.34
2007-12-21,998.953
2007-12-24,1001.178
2007-12-25,1001.178
2007-12-26,1008.059
2007-12-27,1029.917
2007-12-28,1025.297
2007-12-31,1019.44
2008-01-01,1019.44
2008-01-02,1012.545
2008-01-03,1006.305
2008-01-04,982.886
2008-01-07,966.571
2008-01-08,960.026
2008-01-09,931.188
2008-01-10,933.447
2008-01-11,937.134
2008-01-14,940.47
2008-01-15,904.381
2008-01-16,854.52
2008-01-17,860.509
2008-01-18,861.794
2008-01-21,807.942
2008-01-22,832.503
2008-01-23,796.745
2008-01-24,864.245
2008-01-25,858.691
2008-01-28,820.729
2008-01-29,840.577
2008-01-30,832.614
2008-01-31,826.696
2008-02-01,829.767
2008-02-04,826.638
2008-02-05,794.858
2008-02-06,821.918
2008-02-07,780.765
2008-02-08,775.335
2008-02-11,778.185
2008-02-12,823.147
2008-02-13,840.612
2008-02-14,844.181
2008-02-15,841.893
2008-02-18,842.051
2008-02-19,876.943
2008-02-20,864.403
2008-02-21,866.027
2008-02-22,866.071
2008-02-25,882.846
2008-02-26,903.563
2008-02-27,923.134
2008-02-28,903.488
2008-02-29,901.752
2008-03-03,864.63
2008-03-04,848.432
2008-03-05,872.922
2008-03-06,868.332
2008-03-07,862.611
2008-03-10,845.989
2008-03-11,876.118
2008-03-12,906.704
2008-03-13,897.303
2008-03-14,890.742
2008-03-17,851.202
2008-03-18,887.04
2008-03-19,868.37
2008-03-20,846.467
2008-03-21,846.467
2008-03-24,845.259
2008-03-25,893.199
2008-03-26,893.777
2008-03-27,941.278
2008-03-28,969.106
2008-03-31,955.017
2008-04-01,978.509
2008-04-02,1016.074
2008-04-03,992.222
2008-04-04,1001.214
2008-04-07,1027.902
2008-04-08,1014.416
2008-04-09,1004.748
2008-04-10,980.477
2008-04-11,975.334
2008-04-14,975.468
2008-04-15,988.77
2008-04-16,1016.109
2008-04-17,1010.602
2008-04-18,1031.283
2008-04-21,1029.42
2008-04-22,1023.453
2008-04-23,1034.721
2008-04-24,1028.094
2008-04-25,1043.988
2008-04-28,1062.4
2008-04-29,1063.953
2008-04-30,1094.72
2008-05-01,1086.387
2008-05-02,1116.862
2008-05-05,1110.363
2008-05-06,1105.599
2008-05-07,1112.982
2008-05-08,1073.483
2008-05-09,1064.455
2008-05-12,1069.215
2008-05-13,1085.824
2008-05-14,1098.89
2008-05-15,1100.268
2008-05-16,1126.697
2008-05-19,1135.32
2008-05-20,1109.293
2008-05-21,1111.887
2008-05-22,1108.22
2008-05-23,1090.059
2008-05-26,1093.17
2008-05-27,1094.534
2008-05-28,1113.423
2008-05-29,1117.473
2008-05-30,1112.749
2008-06-02,1112.924
2008-06-03,1109.155
2008-06-04,1089.671
2008-06-05,1088.617
2008-06-06,1077.721
2008-06-09,1082.388
2008-06-10,1046.958
2008-06-11,1036.026
2008-06-12,1041.446
2008-06-13,1055.761
2008-06-16,1086.959
2008-06-17,1112.547
2008-06-18,1121.392
2008-06-19,1107.61
2008-06-20,1094.457
2008-06-23,1089.282
2008-06-24,1078.271
2008-06-25,1081.182
2008-06-26,1052.031
2008-06-27,1051.439
2008-06-30,1059.367
2008-07-01,1035.642
2008-07-02,1031.824
2008-07-03,1045.621
2008-07-04,993.527
2008-07-07,1027.746
2008-07-08,1003.136
2008-07-09,1023.894
2008-07-10,1004.514
2008-07-11,969.393
2008-07-14,980.482
2008-07-15,952.953
2008-07-16,966.077
2008-07-17,973.025
2008-07-18,991.356
2008-07-21,1006.408
2008-07-22,1011.83
2008-07-23,1012.883
2008-07-24,982.063
2008-07-25,976.13
2008-07-28,972.594
2008-07-29,974.501
2008-07-30,986.78
2008-07-31,989.407
2008-08-01,973.752
2008-08-04,975.529
2008-08-05,962.706
2008-08-06,967.741
2008-08-07,980.918
2008-08-08,947.786
2008-08-11,921.551
2008-08-12,910.8
2008-08-13,903.222
2008-08-14,913.32
2008-08-15,900.569
2008-08-18,912.782
2008-08-19,879.814
2008-08-20,900.652
2008-08-21,899.799
2008-08-22,901.877
2008-08-25,896.743
2008-08-26,888.596
2008-08-27,890.155
2008-08-28,891.222
2008-08-29,905.626
2008-09-01,884.035
2008-09-02,864.124
2008-09-03,865.186
2008-09-04,825.79
2008-09-05,798.546
2008-09-08,821.682
2008-09-09,800.435
2008-09-10,766.81
2008-09-11,731.403
2008-09-12,776.739
2008-09-15,775.702
2008-09-16,736.031
2008-09-17,715.115
2008-09-18,687.74
2008-09-19,787.365
2008-09-22,788.057
2008-09-23,757.072
2008-09-24,785.286
2008-09-25,792.612
2008-09-26,747.742
2008-09-29,652.196
2008-09-30,648.638
2008-10-01,638.383
2008-10-02,583.298
2008-10-03,650.95
2008-10-06,569.301
2008-10-07,549.453
2008-10-08,500.865
2008-10-09,467.97
2008-10-10,439.282
2008-10-13,501.601
2008-10-14,515.949
2008-10-15,460.978
2008-10-16,451.456
2008-10-17,449.58
2008-10-20,483.47
2008-10-21,471.349
2008-10-22,429.07
2008-10-23,420.922
2008-10-24,407.451
2008-10-27,355.806
2008-10-28,356.679
2008-10-29,389.719
2008-10-30,412.33
2008-10-31,405.647
2008-11-03,420.843
2008-11-04,474.949
2008-11-05,458.699
2008-11-06,430.17
2008-11-07,477.518
2008-11-10,461.335
2008-11-11,427.082
2008-11-12,386.059
2008-11-13,365.186
2008-11-14,386.669
2008-11-17,374.658
2008-11-18,354.782
2008-11-19,349.611
2008-11-20,332.931
2008-11-21,310.929
2008-11-24,345.546
2008-11-25,394.739
2008-11-26,354.315
2008-11-27,359.171
2008-11-28,356.952
2008-12-01,331.551
2008-12-02,344.117
2008-12-03,344.443
2008-12-04,351.102
2008-12-05,318.589
2008-12-08,324.935
2008-12-09,337.658
2008-12-10,329.025
2008-12-11,334.335
2008-12-12,322.372
2008-12-15,352.338
2008-12-16,342.138
2008-12-17,360.031
2008-12-18,366.445
2008-12-19,352.4
2008-12-22,366.681
2008-12-23,368.577
2008-12-24,369.754
2008-12-25,369.754
2008-12-26,371.538
2008-12-29,376.58
2008-12-30,373.357
2008-12-31,366.917
2009-01-01,366.917
2009-01-02,393.669
2009-01-05,395.679
2009-01-06,388.394
2009-01-07,410.247
2009-01-08,400.356
2009-01-09,376.734
2009-01-12,358.27
2009-01-13,334.334
2009-01-14,314.18
2009-01-15,306.074
2009-01-16,317.545
2009-01-19,310.482
2009-01-20,298.547
2009-01-21,289.55
2009-01-22,297.334
2009-01-23,287.12
2009-01-26,311.086
2009-01-27,322.474
2009-01-28,313.682
2009-01-29,318.101
2009-01-30,311.357
2009-02-02,295.762
2009-02-03,300.472
2009-02-04,304.943
2009-02-05,312.24
2009-02-06,312.58
2009-02-09,312.878
2009-02-10,310.762
2009-02-11,303.313
2009-02-12,287.922
2009-02-13,286.338
2009-02-16,275.024
2009-02-17,265.043
2009-02-18,266.148
2009-02-19,285.287
2009-02-20,268.157
2009-02-23,273.556
2009-02-24,271.337
2009-02-25,257.302
2009-02-26,258.416
2009-02-27,252.152
2009-03-02,244.947
2009-03-03,243.442
2009-03-04,258.597
2009-03-05,241.393
2009-03-06,244.276
2009-03-09,244.008
2009-03-10,256.266
2009-03-11,249.563
2009-03-12,256.464
2009-03-13,265.862
2009-03-16,275.202
2009-03-17,273.411
2009-03-18,288.553
2009-03-19,306.64
2009-03-20,327.172
2009-03-23,329.102
2009-03-24,308.069
2009-03-25,327.532
2009-03-26,318.782
2009-03-27,312.391
2009-03-30,288.269
2009-03-31,307.728
2009-04-01,311.537
2009-04-02,322.23
2009-04-03,331.17
2009-04-06,333.871
2009-04-07,328.202
2009-04-08,314.243
2009-04-09,316.819
2009-04-10,316.819
2009-04-13,319.505
2009-04-14,317.994
2009-04-15,311.222
2009-04-16,305.072
2009-04-17,317.285
2009-04-20,307.0
2009-04-21,299.114
2009-04-22,300.148
2009-04-23,303.739
2009-04-24,328.686
2009-04-27,314.36
2009-04-28,309.081
2009-04-29,325.288
2009-04-30,348.846
2009-05-01,348.899
2009-05-04,355.42
2009-05-05,348.606
2009-05-06,354.611
2009-05-07,367.804
2009-05-08,396.957
2009-05-11,389.562
2009-05-12,385.285
2009-05-13,389.004
2009-05-14,377.161
2009-05-15,388.776
2009-05-18,382.993
2009-05-19,392.567
2009-05-20,412.685
2009-05-21,412.266
2009-05-22,419.942
2009-05-25,421.189
2009-05-26,423.499
2009-05-27,435.832
2009-05-28,416.288
2009-05-29,452.277
2009-06-01,452.357
2009-06-02,458.562
2009-06-03,444.413
2009-06-04,423.768
2009-06-05,412.722
2009-06-08,414.728
2009-06-09,427.46
2009-06-10,425.4
2009-06-11,427.375
2009-06-12,423.802
2009-06-15,402.49
2009-06-16,413.232
2009-06-17,390.185
2009-06-18,399.256
2009-06-19,415.123
2009-06-22,386.419
2009-06-23,388.818
2009-06-24,407.041
2009-06-25,404.672
2009-06-26,409.445
2009-06-29,423.551
2009-06-30,428.013
2009-07-01,435.006
2009-07-02,422.433
2009-07-03,409.026
2009-07-06,387.691
2009-07-07,394.512
2009-07-08,383.427
2009-07-09,377.404
2009-07-10,371.363
2009-07-13,382.356
2009-07-14,382.819
2009-07-15,397.798
2009-07-16,396.627
2009-07-17,397.465
2009-07-20,406.076
2009-07-21,409.228
2009-07-22,407.859
2009-07-23,415.613
2009-07-24,423.648
2009-07-27,430.599
2009-07-28,424.542
2009-07-29,409.804
2009-07-30,411.015
2009-07-31,407.699
2009-08-03,419.529
2009-08-04,418.99
2009-08-05,416.236
2009-08-06,410.959
2009-08-07,418.375
2009-08-10,410.155
2009-08-11,401.073
2009-08-12,418.747
2009-08-13,423.177
2009-08-14,419.065
2009-08-17,394.472
2009-08-18,401.063
2009-08-19,413.064
2009-08-20,424.094
2009-08-21,432.541
2009-08-24,450.098
2009-08-25,448.919
2009-08-26,425.052
2009-08-27,422.42
2009-08-28,434.008
2009-08-31,427.158
2009-09-01,421.187
2009-09-02,415.546
2009-09-03,420.822
2009-09-04,425.232
2009-09-07,432.996
2009-09-08,429.598
2009-09-09,438.449
2009-09-10,431.813
2009-09-11,436.309
2009-09-14,427.986
2009-09-15,429.751
2009-09-16,444.725
2009-09-17,446.451
