Date,CANADA SMALL CAP Small Cap
2001-10-17,103.311
2001-10-18,102.412
2001-10-19,101.982
2001-10-22,101.499
2001-10-23,102.227
2001-10-24,102.844
2001-10-25,103.032
2001-10-26,103.707
2001-10-29,103.17
2001-10-30,102.078
2001-10-31,101.76
2001-11-01,102.394
2001-11-02,103.123
2001-11-05,103.124
2001-11-06,103.162
2001-11-07,104.087
2001-11-08,103.544
2001-11-09,103.016
2001-11-12,103.148
2001-11-13,103.887
2001-11-14,104.586
2001-11-15,103.893
2001-11-16,104.364
2001-11-19,105.643
2001-11-20,104.764
2001-11-21,104.355
2001-11-22,104.866
2001-11-23,104.877
2001-11-26,104.894
2001-11-27,105.718
2001-11-28,105.421
2001-11-29,106.739
2001-11-30,107.136
2001-12-03,106.982
2001-12-04,108.031
2001-12-05,110.731
2001-12-06,110.447
2001-12-07,111.423
2001-12-10,110.781
2001-12-11,110.953
2001-12-12,112.613
2001-12-13,111.691
2001-12-14,111.605
2001-12-17,112.527
2001-12-18,112.057
2001-12-19,110.828
2001-12-20,111.443
2001-12-21,111.295
2001-12-24,111.401
2001-12-25,111.401
2001-12-26,111.374
2001-12-27,113.251
2001-12-28,113.576
2001-12-31,114.106
2002-01-01,114.106
2002-01-02,113.885
2002-01-03,115.154
2002-01-04,116.25
2002-01-07,116.764
2002-01-08,116.133
2002-01-09,117.15
2002-01-10,116.281
2002-01-11,116.562
2002-01-14,116.092
2002-01-15,116.204
2002-01-16,115.941
2002-01-17,114.759
2002-01-18,113.947
2002-01-21,113.687
2002-01-22,114.557
2002-01-23,115.011
2002-01-24,115.855
2002-01-25,115.16
2002-01-28,115.099
2002-01-29,118.185
2002-01-30,117.262
2002-01-31,117.882
2002-02-01,119.23
2002-02-04,118.486
2002-02-05,117.361
2002-02-06,116.154
2002-02-07,116.712
2002-02-08,117.619
2002-02-11,118.961
2002-02-12,119.08
2002-02-13,119.965
2002-02-14,120.355
2002-02-15,119.944
2002-02-18,120.122
2002-02-19,119.875
2002-02-20,118.53
2002-02-21,118.405
2002-02-22,117.578
2002-02-25,117.789
2002-02-26,117.524
2002-02-27,117.544
2002-02-28,118.965
2002-03-01,120.732
2002-03-04,122.498
2002-03-05,122.817
2002-03-06,124.865
2002-03-07,126.331
2002-03-08,125.865
2002-03-11,125.833
2002-03-12,125.968
2002-03-13,125.865
2002-03-14,125.312
2002-03-15,126.466
2002-03-18,127.669
2002-03-19,128.726
2002-03-20,128.922
2002-03-21,127.656
2002-03-22,128.282
2002-03-25,127.406
2002-03-26,125.782
2002-03-27,127.277
2002-03-28,127.102
2002-03-29,127.102
2002-04-01,128.105
2002-04-02,128.025
2002-04-03,128.292
2002-04-04,128.088
2002-04-05,128.18
2002-04-08,128.176
2002-04-09,127.53
2002-04-10,129.155
2002-04-11,128.469
2002-04-12,128.768
2002-04-15,127.814
2002-04-16,129.0
2002-04-17,130.434
2002-04-18,130.649
2002-04-19,131.121
2002-04-22,129.699
2002-04-23,128.942
2002-04-24,128.893
2002-04-25,127.89
2002-04-26,128.868
2002-04-29,127.626
2002-04-30,127.277
2002-05-01,127.58
2002-05-02,128.25
2002-05-03,128.387
2002-05-06,127.517
2002-05-07,126.768
2002-05-08,128.179
2002-05-09,128.356
2002-05-10,128.867
2002-05-13,130.83
2002-05-14,130.746
2002-05-15,130.876
2002-05-16,131.539
2002-05-17,132.652
2002-05-20,132.803
2002-05-21,134.671
2002-05-22,134.458
2002-05-23,135.023
2002-05-24,135.369
2002-05-27,134.919
2002-05-28,135.399
2002-05-29,135.563
2002-05-30,134.063
2002-05-31,136.393
2002-06-03,135.539
2002-06-04,135.819
2002-06-05,134.56
2002-06-06,133.942
2002-06-07,132.213
2002-06-10,131.031
2002-06-11,130.705
2002-06-12,129.753
2002-06-13,127.654
2002-06-14,126.102
2002-06-17,126.467
2002-06-18,126.712
2002-06-19,125.574
2002-06-20,125.925
2002-06-21,126.085
2002-06-24,127.009
2002-06-25,124.915
2002-06-26,124.887
2002-06-27,125.667
2002-06-28,125.901
2002-07-01,126.108
2002-07-02,123.014
2002-07-03,122.187
2002-07-04,121.65
2002-07-05,123.397
2002-07-08,124.413
2002-07-09,125.328
2002-07-10,124.172
2002-07-11,122.287
2002-07-12,121.628
2002-07-15,119.157
2002-07-16,118.951
2002-07-17,119.024
2002-07-18,118.34
2002-07-19,115.797
2002-07-22,111.979
2002-07-23,105.882
2002-07-24,107.553
2002-07-25,105.497
2002-07-26,103.924
2002-07-29,107.91
2002-07-30,109.938
2002-07-31,110.187
2002-08-01,108.94
2002-08-02,109.328
2002-08-05,108.934
2002-08-06,107.796
2002-08-07,107.636
2002-08-08,108.147
2002-08-09,109.429
2002-08-12,108.326
2002-08-13,108.036
2002-08-14,107.595
2002-08-15,108.199
2002-08-16,108.696
2002-08-19,108.846
2002-08-20,108.503
2002-08-21,109.188
2002-08-22,111.433
2002-08-23,109.772
2002-08-26,110.666
2002-08-27,110.94
2002-08-28,109.698
2002-08-29,110.451
2002-08-30,110.454
2002-09-02,110.777
2002-09-03,109.353
2002-09-04,109.257
2002-09-05,108.694
2002-09-06,108.68
2002-09-09,109.351
2002-09-10,109.222
2002-09-11,110.358
2002-09-12,108.935
2002-09-13,108.234
2002-09-16,108.557
2002-09-17,107.574
2002-09-18,105.805
2002-09-19,104.918
2002-09-20,103.946
2002-09-23,101.257
2002-09-24,101.382
2002-09-25,102.403
2002-09-26,102.916
2002-09-27,103.393
2002-09-30,103.509
2002-10-01,103.639
2002-10-02,103.126
2002-10-03,102.073
2002-10-04,100.833
2002-10-07,98.335
2002-10-08,96.945
2002-10-09,94.734
2002-10-10,96.055
2002-10-11,98.68
2002-10-14,98.873
2002-10-15,101.169
2002-10-16,100.398
2002-10-17,102.712
2002-10-18,103.787
2002-10-21,105.442
2002-10-22,106.02
2002-10-23,107.45
2002-10-24,107.496
2002-10-25,107.909
2002-10-28,108.929
2002-10-29,107.801
2002-10-30,108.041
2002-10-31,107.472
2002-11-01,108.487
2002-11-04,109.611
2002-11-05,109.353
2002-11-06,110.259
2002-11-07,110.25
2002-11-08,109.369
2002-11-11,107.796
2002-11-12,107.299
2002-11-13,105.505
2002-11-14,106.163
2002-11-15,106.917
2002-11-18,106.931
2002-11-19,105.616
2002-11-20,105.74
2002-11-21,106.176
2002-11-22,106.056
2002-11-25,107.044
2002-11-26,106.582
2002-11-27,107.631
2002-11-28,108.263
2002-11-29,109.663
2002-12-02,109.205
2002-12-03,109.086
2002-12-04,108.975
2002-12-05,108.477
2002-12-06,108.518
2002-12-09,107.393
2002-12-10,108.389
2002-12-11,108.63
2002-12-12,109.682
2002-12-13,110.016
2002-12-16,110.583
2002-12-17,110.416
2002-12-18,110.44
2002-12-19,110.084
2002-12-20,110.108
2002-12-23,111.519
2002-12-24,111.447
2002-12-25,111.447
2002-12-26,111.192
2002-12-27,110.955
2002-12-30,110.035
2002-12-31,110.504
2003-01-01,110.504
2003-01-02,112.409
2003-01-03,113.307
2003-01-06,113.816
2003-01-07,113.462
2003-01-08,113.158
2003-01-09,114.035
2003-01-10,115.022
2003-01-13,115.668
2003-01-14,115.855
2003-01-15,116.141
2003-01-16,116.679
2003-01-17,115.465
2003-01-20,114.847
2003-01-21,114.858
2003-01-22,115.033
2003-01-23,116.164
2003-01-24,115.748
2003-01-27,113.953
2003-01-28,113.339
2003-01-29,113.598
2003-01-30,113.037
2003-01-31,112.957
2003-02-03,113.585
2003-02-04,114.177
2003-02-05,113.169
2003-02-06,112.847
2003-02-07,111.794
2003-02-10,109.988
2003-02-11,111.106
2003-02-12,110.802
2003-02-13,111.475
2003-02-14,111.515
2003-02-17,112.044
2003-02-18,112.511
2003-02-19,112.748
2003-02-20,113.411
2003-02-21,112.881
2003-02-24,112.995
2003-02-25,111.911
2003-02-26,112.018
2003-02-27,112.695
2003-02-28,112.929
2003-03-03,111.358
2003-03-04,111.193
2003-03-05,110.792
2003-03-06,109.152
2003-03-07,109.068
2003-03-10,107.439
2003-03-11,106.693
2003-03-12,105.14
2003-03-13,106.319
2003-03-14,107.478
2003-03-17,109.074
2003-03-18,110.326
2003-03-19,109.513
2003-03-20,109.61
2003-03-21,109.355
2003-03-24,106.899
2003-03-25,107.789
2003-03-26,108.237
2003-03-27,107.825
2003-03-28,109.406
2003-03-31,108.756
2003-04-01,108.107
2003-04-02,108.716
2003-04-03,108.642
2003-04-04,108.969
2003-04-07,108.932
2003-04-08,109.389
2003-04-09,109.509
2003-04-10,110.216
2003-04-11,110.195
2003-04-14,110.195
2003-04-15,111.008
2003-04-16,111.624
2003-04-17,112.855
2003-04-18,112.855
2003-04-21,114.158
2003-04-22,115.166
2003-04-23,114.72
2003-04-24,113.416
2003-04-25,112.867
2003-04-28,114.143
2003-04-29,114.233
2003-04-30,116.437
2003-05-01,118.527
2003-05-02,119.589
2003-05-05,121.37
2003-05-06,122.676
2003-05-07,121.957
2003-05-08,122.16
2003-05-09,122.663
2003-05-12,124.229
2003-05-13,122.442
2003-05-14,124.432
2003-05-15,125.125
2003-05-16,125.346
2003-05-19,126.01
2003-05-20,126.516
2003-05-21,126.816
2003-05-22,126.331
2003-05-23,125.905
2003-05-26,125.467
2003-05-27,127.417
2003-05-28,126.414
2003-05-29,128.252
2003-05-30,130.034
2003-06-02,130.982
2003-06-03,129.958
2003-06-04,133.525
2003-06-05,136.314
2003-06-06,136.011
2003-06-09,134.58
2003-06-10,133.962
2003-06-11,136.382
2003-06-12,137.126
2003-06-13,137.03
2003-06-16,138.51
2003-06-17,139.269
2003-06-18,139.721
2003-06-19,137.964
2003-06-20,138.321
2003-06-23,136.303
2003-06-24,135.106
2003-06-25,136.954
2003-06-26,135.809
2003-06-27,135.606
2003-06-30,135.377
2003-07-01,136.021
2003-07-02,137.66
2003-07-03,138.48
2003-07-04,137.845
2003-07-07,138.582
2003-07-08,137.701
2003-07-09,136.959
2003-07-10,135.325
2003-07-11,135.804
2003-07-14,136.881
2003-07-15,133.981
2003-07-16,133.562
2003-07-17,132.683
2003-07-18,132.198
2003-07-21,133.735
2003-07-22,133.958
2003-07-23,136.027
2003-07-24,138.559
2003-07-25,140.283
2003-07-28,140.251
2003-07-29,139.083
2003-07-30,137.76
2003-07-31,138.362
2003-08-01,139.542
2003-08-04,138.692
2003-08-05,138.578
2003-08-06,137.874
2003-08-07,139.01
2003-08-08,139.997
2003-08-11,141.37
2003-08-12,141.908
2003-08-13,142.603
2003-08-14,142.972
2003-08-15,143.036
2003-08-18,143.604
2003-08-19,143.538
2003-08-20,144.494
2003-08-21,145.15
2003-08-22,144.531
2003-08-25,144.718
2003-08-26,144.448
2003-08-27,144.932
2003-08-28,145.679
2003-08-29,147.205
2003-09-01,147.807
2003-09-02,147.141
2003-09-03,148.043
2003-09-04,149.124
2003-09-05,149.826
2003-09-08,150.424
2003-09-09,153.607
2003-09-10,151.579
2003-09-11,152.108
2003-09-12,151.876
2003-09-15,151.772
2003-09-16,152.903
2003-09-17,153.576
2003-09-18,154.439
2003-09-19,156.508
2003-09-22,156.046
2003-09-23,156.554
2003-09-24,155.472
2003-09-25,155.02
2003-09-26,151.68
2003-09-29,151.75
2003-09-30,152.08
2003-10-01,153.774
2003-10-02,154.927
2003-10-03,154.672
2003-10-06,155.684
2003-10-07,157.442
2003-10-08,158.393
2003-10-09,158.118
2003-10-10,159.79
2003-10-13,160.001
2003-10-14,161.824
2003-10-15,162.013
2003-10-16,164.581
2003-10-17,163.097
2003-10-20,162.354
2003-10-21,164.096
2003-10-22,163.992
2003-10-23,161.841
2003-10-24,162.143
2003-10-27,163.467
2003-10-28,164.242
2003-10-29,164.861
2003-10-30,163.774
2003-10-31,164.172
2003-11-03,164.234
2003-11-04,165.517
2003-11-05,165.872
2003-11-06,165.091
2003-11-07,166.17
2003-11-10,167.425
2003-11-11,166.931
2003-11-12,169.846
2003-11-13,170.033
2003-11-14,169.138
2003-11-17,169.123
2003-11-18,169.477
2003-11-19,170.248
2003-11-20,170.205
2003-11-21,168.809
2003-11-24,167.437
2003-11-25,168.295
2003-11-26,171.131
2003-11-27,170.72
2003-11-28,172.418
2003-12-01,173.576
2003-12-02,175.034
2003-12-03,174.974
2003-12-04,173.063
2003-12-05,174.724
2003-12-08,175.048
2003-12-09,173.355
2003-12-10,170.912
2003-12-11,170.641
2003-12-12,172.942
2003-12-15,173.038
2003-12-16,173.728
2003-12-17,173.736
2003-12-18,174.14
2003-12-19,172.432
2003-12-22,173.685
2003-12-23,174.767
2003-12-24,176.636
2003-12-25,176.636
2003-12-26,177.8
2003-12-29,180.747
2003-12-30,181.103
2003-12-31,183.409
2004-01-01,183.409
2004-01-02,184.699
2004-01-05,188.995
2004-01-06,188.263
2004-01-07,185.812
2004-01-08,186.689
2004-01-09,187.193
2004-01-12,185.473
2004-01-13,186.464
2004-01-14,183.44
2004-01-15,181.929
2004-01-16,183.283
2004-01-19,184.249
2004-01-20,187.915
2004-01-21,185.968
2004-01-22,185.517
2004-01-23,184.471
2004-01-26,182.586
2004-01-27,183.888
2004-01-28,179.43
2004-01-29,177.01
2004-01-30,178.594
2004-02-02,179.063
2004-02-03,180.4
2004-02-04,178.459
2004-02-05,179.008
2004-02-06,182.948
2004-02-09,184.229
2004-02-10,184.785
2004-02-11,185.677
2004-02-12,187.867
2004-02-13,188.603
2004-02-16,189.269
2004-02-17,191.074
2004-02-18,190.4
2004-02-19,187.853
2004-02-20,184.643
2004-02-23,184.18
2004-02-24,185.447
2004-02-25,185.358
2004-02-26,185.738
2004-02-27,187.218
2004-03-01,191.095
2004-03-02,189.482
2004-03-03,188.49
2004-03-04,190.4
2004-03-05,195.299
2004-03-08,194.91
2004-03-09,193.189
2004-03-10,187.64
2004-03-11,187.994
2004-03-12,188.198
2004-03-15,185.874
2004-03-16,185.767
2004-03-17,185.326
2004-03-18,188.089
2004-03-19,189.284
2004-03-22,186.998
2004-03-23,186.017
2004-03-24,184.106
2004-03-25,187.762
2004-03-26,188.01
2004-03-29,189.785
2004-03-30,191.964
2004-03-31,190.934
2004-04-01,192.878
2004-04-02,194.326
2004-04-05,195.18
2004-04-06,195.487
2004-04-07,193.662
2004-04-08,192.382
2004-04-09,192.382
2004-04-12,192.242
2004-04-13,188.361
2004-04-14,183.834
2004-04-15,184.105
2004-04-16,187.649
2004-04-19,187.039
2004-04-20,183.597
2004-04-21,181.512
2004-04-22,183.471
2004-04-23,182.189
2004-04-26,183.013
2004-04-27,181.016
2004-04-28,173.685
2004-04-29,173.768
2004-04-30,174.153
2004-05-03,174.522
2004-05-04,178.794
2004-05-05,178.937
2004-05-06,176.28
2004-05-07,172.441
2004-05-10,168.026
2004-05-11,169.854
2004-05-12,169.875
2004-05-13,168.969
2004-05-14,170.531
2004-05-17,170.761
2004-05-18,170.744
2004-05-19,175.156
2004-05-20,175.84
2004-05-21,176.576
2004-05-24,177.131
2004-05-25,178.966
2004-05-26,179.133
2004-05-27,182.005
2004-05-28,180.98
2004-05-31,182.27
2004-06-01,181.646
2004-06-02,182.473
2004-06-03,180.984
2004-06-04,182.642
2004-06-07,183.758
2004-06-08,183.555
2004-06-09,180.763
2004-06-10,180.785
2004-06-11,180.04
2004-06-14,177.539
2004-06-15,177.526
2004-06-16,177.863
2004-06-17,178.551
2004-06-18,179.721
2004-06-21,179.82
2004-06-22,181.054
2004-06-23,180.454
2004-06-24,183.487
2004-06-25,181.839
2004-06-28,182.544
2004-06-29,182.414
2004-06-30,185.067
2004-07-01,186.247
2004-07-02,185.81
2004-07-05,184.822
2004-07-06,185.183
2004-07-07,186.455
2004-07-08,186.189
2004-07-09,186.569
2004-07-12,185.545
2004-07-13,183.332
2004-07-14,185.124
2004-07-15,183.393
2004-07-16,186.343
2004-07-19,185.04
2004-07-20,183.865
2004-07-21,181.912
2004-07-22,180.999
2004-07-23,179.286
2004-07-26,176.347
2004-07-27,175.538
2004-07-28,177.729
2004-07-29,179.149
2004-07-30,179.178
2004-08-02,178.707
2004-08-03,180.257
2004-08-04,178.277
2004-08-05,176.148
2004-08-06,175.482
2004-08-09,172.888
2004-08-10,174.383
2004-08-11,171.991
2004-08-12,170.851
2004-08-13,173.665
2004-08-16,176.144
2004-08-17,175.4
2004-08-18,175.075
2004-08-19,178.557
2004-08-20,179.251
2004-08-23,177.759
2004-08-24,176.568
2004-08-25,177.117
2004-08-26,176.454
2004-08-27,176.061
2004-08-30,174.605
2004-08-31,176.36
2004-09-01,176.7
2004-09-02,176.797
2004-09-03,175.473
2004-09-06,175.946
2004-09-07,176.772
2004-09-08,176.4
2004-09-09,177.49
2004-09-10,177.398
2004-09-13,177.252
2004-09-14,178.624
2004-09-15,177.28
2004-09-16,179.362
2004-09-17,177.802
2004-09-20,178.337
2004-09-21,181.537
2004-09-22,181.72
2004-09-23,184.304
2004-09-24,183.891
2004-09-27,183.057
2004-09-28,185.543
2004-09-29,186.263
2004-09-30,188.476
2004-10-01,190.79
2004-10-04,190.354
2004-10-05,192.412
2004-10-06,193.55
2004-10-07,193.237
2004-10-08,193.791
2004-10-11,193.165
2004-10-12,190.817
2004-10-13,187.517
2004-10-14,188.609
2004-10-15,189.205
2004-10-18,188.588
2004-10-19,187.619
2004-10-20,190.925
2004-10-21,191.27
2004-10-22,191.004
2004-10-25,194.147
2004-10-26,193.818
2004-10-27,193.729
2004-10-28,193.517
2004-10-29,194.499
2004-11-01,194.485
2004-11-02,193.176
2004-11-03,198.026
2004-11-04,199.202
2004-11-05,199.789
2004-11-08,199.939
2004-11-09,199.596
2004-11-10,199.568
2004-11-11,201.434
2004-11-12,203.4
2004-11-15,202.444
2004-11-16,205.91
2004-11-17,207.454
2004-11-18,203.908
2004-11-19,205.255
2004-11-22,208.202
2004-11-23,208.511
2004-11-24,210.439
2004-11-25,211.931
2004-11-26,213.134
2004-11-29,212.895
2004-11-30,210.835
2004-12-01,211.069
2004-12-02,207.756
2004-12-03,207.731
2004-12-06,206.94
2004-12-07,203.314
2004-12-08,199.341
2004-12-09,199.92
2004-12-10,199.631
2004-12-13,201.309
2004-12-14,199.654
2004-12-15,203.335
2004-12-16,202.925
2004-12-17,202.651
2004-12-20,204.4
2004-12-21,205.494
2004-12-22,205.327
2004-12-23,206.784
2004-12-24,209.14
2004-12-27,210.391
2004-12-28,210.331
2004-12-29,210.673
2004-12-30,213.11
2004-12-31,214.478
2005-01-03,212.132
2005-01-04,206.985
2005-01-05,204.769
2005-01-06,203.809
2005-01-07,204.485
2005-01-10,207.626
2005-01-11,209.038
2005-01-12,211.649
2005-01-13,210.189
2005-01-14,208.654
2005-01-17,210.006
2005-01-18,210.819
2005-01-19,210.533
2005-01-20,209.543
2005-01-21,211.131
2005-01-24,210.916
2005-01-25,208.318
2005-01-26,210.012
2005-01-27,209.12
2005-01-28,208.009
2005-01-31,208.633
2005-02-01,210.112
2005-02-02,212.075
2005-02-03,212.002
2005-02-04,212.419
2005-02-07,210.588
2005-02-08,211.96
2005-02-09,213.085
2005-02-10,215.536
2005-02-11,216.301
2005-02-14,217.273
2005-02-15,217.745
2005-02-16,217.514
2005-02-17,219.851
2005-02-18,220.275
2005-02-21,219.617
2005-02-22,220.021
2005-02-23,217.416
2005-02-24,217.033
2005-02-25,220.54
2005-02-28,222.401
2005-03-01,220.309
2005-03-02,221.059
2005-03-03,221.445
2005-03-04,226.192
2005-03-07,224.636
2005-03-08,226.85
2005-03-09,226.677
2005-03-10,225.066
2005-03-11,226.55
2005-03-14,226.188
2005-03-15,226.79
2005-03-16,226.493
2005-03-17,226.374
2005-03-18,224.45
2005-03-21,222.384
2005-03-22,223.54
2005-03-23,219.313
2005-03-24,218.057
2005-03-25,218.057
2005-03-28,215.601
2005-03-29,214.921
2005-03-30,215.857
2005-03-31,219.603
2005-04-01,218.902
2005-04-04,217.164
2005-04-05,217.053
2005-04-06,216.287
2005-04-07,217.312
2005-04-08,215.186
2005-04-11,214.409
2005-04-12,211.453
2005-04-13,210.669
2005-04-14,207.08
2005-04-15,205.523
2005-04-18,204.661
2005-04-19,208.714
2005-04-20,208.035
2005-04-21,207.259
2005-04-22,208.293
2005-04-25,208.078
2005-04-26,207.215
2005-04-27,204.44
2005-04-28,202.151
2005-04-29,203.338
2005-05-02,202.315
2005-05-03,203.221
2005-05-04,205.167
2005-05-05,206.653
2005-05-06,206.702
2005-05-09,208.489
2005-05-10,205.865
2005-05-11,203.752
2005-05-12,201.142
2005-05-13,198.561
2005-05-16,197.861
2005-05-17,198.981
2005-05-18,201.923
2005-05-19,201.307
2005-05-20,201.999
2005-05-23,203.116
2005-05-24,203.917
2005-05-25,203.412
2005-05-26,205.605
2005-05-27,206.549
2005-05-30,208.403
2005-05-31,209.253
2005-06-01,211.657
2005-06-02,209.971
2005-06-03,211.039
2005-06-06,209.485
2005-06-07,207.945
2005-06-08,208.737
2005-06-09,206.821
2005-06-10,209.412
2005-06-13,208.754
2005-06-14,209.146
2005-06-15,212.383
2005-06-16,214.407
2005-06-17,213.287
2005-06-20,213.464
2005-06-21,213.627
2005-06-22,213.028
2005-06-23,213.11
2005-06-24,212.385
2005-06-27,212.003
2005-06-28,211.712
2005-06-29,213.823
2005-06-30,214.178
2005-07-01,211.416
2005-07-04,212.339
2005-07-05,213.124
2005-07-06,215.479
2005-07-07,216.227
2005-07-08,218.297
2005-07-11,219.738
2005-07-12,219.897
2005-07-13,219.84
2005-07-14,218.261
2005-07-15,217.121
2005-07-18,217.904
2005-07-19,218.965
2005-07-20,218.806
2005-07-21,220.68
2005-07-22,221.482
2005-07-25,219.507
2005-07-26,217.151
2005-07-27,217.256
2005-07-28,218.444
2005-07-29,219.649
2005-08-01,222.004
2005-08-02,224.199
2005-08-03,225.75
2005-08-04,225.594
2005-08-05,223.401
2005-08-08,223.403
2005-08-09,221.958
2005-08-10,224.718
2005-08-11,228.839
2005-08-12,230.261
2005-08-15,229.014
2005-08-16,227.907
2005-08-17,225.526
2005-08-18,221.293
2005-08-19,223.226
2005-08-22,226.127
2005-08-23,227.775
2005-08-24,226.58
2005-08-25,228.253
2005-08-26,227.655
2005-08-29,227.451
2005-08-30,227.671
2005-08-31,230.498
2005-09-01,233.495
2005-09-02,231.645
2005-09-05,231.362
2005-09-06,232.729
2005-09-07,233.791
2005-09-08,235.755
2005-09-09,239.255
2005-09-12,236.292
2005-09-13,236.019
2005-09-14,237.697
2005-09-15,237.063
2005-09-16,239.185
2005-09-19,239.235
2005-09-20,236.417
2005-09-21,238.087
2005-09-22,236.432
2005-09-23,233.913
2005-09-26,235.578
2005-09-27,233.813
2005-09-28,235.15
2005-09-29,238.291
2005-09-30,238.779
2005-10-03,239.399
2005-10-04,235.546
2005-10-05,230.755
2005-10-06,227.574
2005-10-07,230.575
2005-10-10,230.575
2005-10-11,229.115
2005-10-12,227.52
2005-10-13,222.825
2005-10-14,223.296
2005-10-17,226.015
2005-10-18,221.925
2005-10-19,221.641
2005-10-20,217.584
2005-10-21,218.458
2005-10-24,216.777
2005-10-25,220.929
2005-10-26,221.379
2005-10-27,219.428
2005-10-28,220.285
2005-10-31,220.909
2005-11-01,221.237
2005-11-02,224.844
2005-11-03,226.456
2005-11-04,227.239
2005-11-07,225.388
2005-11-08,223.431
2005-11-09,224.323
2005-11-10,222.442
