Date,EUROPE IMI VALUE IMI (Large+Mid+Small Cap)
2005-11-08,617.673
2005-11-09,616.314
2005-11-10,618.312
2005-11-11,622.461
2005-11-14,622.256
2005-11-15,617.85
2005-11-16,613.369
2005-11-17,619.554
2005-11-18,622.285
2005-11-21,626.503
2005-11-22,625.409
2005-11-23,633.04
2005-11-24,631.398
2005-11-25,630.021
2005-11-28,630.365
2005-11-29,630.075
2005-11-30,628.646
2005-12-01,633.82
2005-12-02,636.379
2005-12-05,638.303
2005-12-06,643.053
2005-12-07,640.429
2005-12-08,645.54
2005-12-09,645.58
2005-12-12,652.538
2005-12-13,651.761
2005-12-14,655.768
2005-12-15,650.399
2005-12-16,658.118
2005-12-19,655.42
2005-12-20,653.077
2005-12-21,652.981
2005-12-22,655.382
2005-12-23,655.827
2005-12-26,655.827
2005-12-27,656.944
2005-12-28,658.924
2005-12-29,658.391
2005-12-30,651.511
2006-01-02,654.037
2006-01-03,668.385
2006-01-04,681.12
2006-01-05,678.587
2006-01-06,686.872
2006-01-09,683.703
2006-01-10,679.563
2006-01-11,685.617
2006-01-12,684.529
2006-01-13,681.558
2006-01-16,684.398
2006-01-17,675.542
2006-01-18,671.589
2006-01-19,676.015
2006-01-20,670.641
2006-01-23,679.636
2006-01-24,677.122
2006-01-25,684.917
2006-01-26,692.206
2006-01-27,694.41
2006-01-30,691.383
2006-01-31,694.88
2006-02-01,700.326
2006-02-02,693.718
2006-02-03,688.054
2006-02-06,688.597
2006-02-07,686.075
2006-02-08,685.669
2006-02-09,693.782
2006-02-10,690.126
2006-02-13,694.347
2006-02-14,691.691
2006-02-15,692.929
2006-02-16,695.468
2006-02-17,699.762
2006-02-20,702.394
2006-02-21,702.404
2006-02-22,705.529
2006-02-23,707.531
2006-02-24,707.733
2006-02-27,708.44
2006-02-28,702.621
2006-03-01,709.279
2006-03-02,704.875
2006-03-03,706.305
2006-03-06,711.112
2006-03-07,699.967
2006-03-08,696.372
2006-03-09,701.143
2006-03-10,704.319
2006-03-13,712.489
2006-03-14,719.583
2006-03-15,722.023
2006-03-16,730.687
2006-03-17,732.293
2006-03-20,734.182
2006-03-21,731.27
2006-03-22,733.183
2006-03-23,726.347
2006-03-24,730.395
2006-03-27,725.947
2006-03-28,723.833
2006-03-29,721.548
2006-03-30,735.466
2006-03-31,728.011
2006-04-03,734.157
2006-04-04,739.997
2006-04-05,743.105
2006-04-06,742.762
2006-04-07,732.321
2006-04-10,734.805
2006-04-11,726.379
2006-04-12,723.96
2006-04-13,725.523
2006-04-14,725.523
2006-04-17,736.156
2006-04-18,736.15
2006-04-19,747.926
2006-04-20,749.548
2006-04-21,756.449
2006-04-24,753.89
2006-04-25,757.16
2006-04-26,761.92
2006-04-27,763.603
2006-04-28,763.762
2006-05-01,767.01
2006-05-02,774.473
2006-05-03,766.54
2006-05-04,774.932
2006-05-05,786.475
2006-05-08,786.391
2006-05-09,792.793
2006-05-10,791.85
2006-05-11,789.997
2006-05-12,776.571
2006-05-15,763.903
2006-05-16,766.126
2006-05-17,740.625
2006-05-18,739.795
2006-05-19,735.301
2006-05-22,720.894
2006-05-23,740.071
2006-05-24,725.65
2006-05-25,736.209
2006-05-26,745.574
2006-05-29,746.651
2006-05-30,738.193
2006-05-31,744.357
2006-06-01,746.594
2006-06-02,755.378
2006-06-05,750.793
2006-06-06,729.547
2006-06-07,731.964
2006-06-08,706.02
2006-06-09,718.687
2006-06-12,709.188
2006-06-13,691.945
2006-06-14,696.004
2006-06-15,712.699
2006-06-16,709.316
2006-06-19,709.267
2006-06-20,712.967
2006-06-21,716.222
2006-06-22,715.893
2006-06-23,713.398
2006-06-26,713.58
2006-06-27,711.243
2006-06-28,709.335
2006-06-29,722.624
2006-06-30,746.389
2006-07-03,751.375
2006-07-04,753.364
2006-07-05,739.802
2006-07-06,748.321
2006-07-07,751.323
2006-07-10,749.018
2006-07-11,743.001
2006-07-12,740.615
2006-07-13,729.79
2006-07-14,717.714
2006-07-17,708.937
2006-07-18,705.796
2006-07-19,726.376
2006-07-20,732.076
2006-07-21,728.284
2006-07-24,738.052
2006-07-25,738.158
2006-07-26,740.788
2006-07-27,757.107
2006-07-28,763.75
2006-07-31,760.171
2006-08-01,753.102
2006-08-02,765.575
2006-08-03,758.846
2006-08-04,773.977
2006-08-07,764.42
2006-08-08,764.59
2006-08-09,772.927
2006-08-10,759.596
2006-08-11,759.688
2006-08-14,764.792
2006-08-15,773.418
2006-08-16,780.37
2006-08-17,781.302
2006-08-18,777.832
2006-08-21,782.934
2006-08-22,778.97
2006-08-23,774.536
2006-08-24,777.213
2006-08-25,775.813
2006-08-28,781.676
2006-08-29,780.748
2006-08-30,788.678
2006-08-31,784.58
2006-09-01,788.849
2006-09-04,795.982
2006-09-05,789.751
2006-09-06,780.723
2006-09-07,770.155
2006-09-08,769.823
2006-09-11,768.407
2006-09-12,777.724
2006-09-13,779.517
2006-09-14,784.825
2006-09-15,781.995
2006-09-18,783.116
2006-09-19,780.061
2006-09-20,788.809
2006-09-21,793.819
2006-09-22,789.031
2006-09-25,785.606
2006-09-26,791.319
2006-09-27,797.35
2006-09-28,796.667
2006-09-29,795.963
2006-10-02,800.299
2006-10-03,798.679
2006-10-04,803.024
2006-10-05,807.529
2006-10-06,803.041
2006-10-09,803.608
2006-10-10,805.804
2006-10-11,807.285
2006-10-12,813.295
2006-10-13,812.616
2006-10-16,815.929
2006-10-17,807.565
2006-10-18,813.091
2006-10-19,816.989
2006-10-20,819.032
2006-10-23,818.571
2006-10-24,819.065
2006-10-25,823.813
2006-10-26,830.982
2006-10-27,833.189
2006-10-30,830.99
2006-10-31,835.227
2006-11-01,838.444
2006-11-02,833.683
2006-11-03,832.719
2006-11-06,842.526
2006-11-07,851.604
2006-11-08,849.698
2006-11-09,850.676
2006-11-10,855.247
2006-11-13,854.41
2006-11-14,851.995
2006-11-15,856.425
2006-11-16,857.283
2006-11-17,852.77
2006-11-20,853.766
2006-11-21,855.591
2006-11-22,861.698
2006-11-23,860.361
2006-11-24,862.888
2006-11-27,852.642
2006-11-28,853.016
2006-11-29,863.802
2006-11-30,864.885
2006-12-01,863.612
2006-12-04,867.944
2006-12-05,873.263
2006-12-06,874.983
2006-12-07,877.756
2006-12-08,880.801
2006-12-11,879.22
2006-12-12,883.105
2006-12-13,887.513
2006-12-14,889.325
2006-12-15,889.364
2006-12-18,887.298
2006-12-19,889.246
2006-12-20,893.694
2006-12-21,891.836
2006-12-22,887.102
2006-12-25,887.102
2006-12-26,885.612
2006-12-27,894.442
2006-12-28,895.944
2006-12-29,895.471
2007-01-01,895.471
2007-01-02,914.441
2007-01-03,909.549
2007-01-04,899.482
2007-01-05,884.806
2007-01-08,885.081
2007-01-09,887.06
2007-01-10,876.613
2007-01-11,886.87
2007-01-12,894.373
2007-01-15,900.322
2007-01-16,893.9
2007-01-17,893.628
2007-01-18,893.458
2007-01-19,900.046
2007-01-22,897.649
2007-01-23,902.282
2007-01-24,905.922
2007-01-25,902.443
2007-01-26,891.774
2007-01-29,895.982
2007-01-30,899.266
2007-01-31,897.338
2007-02-01,908.723
2007-02-02,909.247
2007-02-05,906.526
2007-02-06,911.481
2007-02-07,918.225
2007-02-08,912.013
2007-02-09,912.917
2007-02-12,904.76
2007-02-13,910.099
2007-02-14,924.131
2007-02-15,923.417
2007-02-16,921.153
2007-02-19,925.584
2007-02-20,924.598
2007-02-21,918.557
2007-02-22,919.315
2007-02-23,925.782
2007-02-26,931.274
2007-02-27,910.278
2007-02-28,892.262
2007-03-01,880.773
2007-03-02,877.365
2007-03-05,862.735
2007-03-06,870.984
2007-03-07,879.795
2007-03-08,890.966
2007-03-09,892.717
2007-03-12,892.914
2007-03-13,883.671
2007-03-14,860.344
2007-03-15,877.451
2007-03-16,879.94
2007-03-19,892.889
2007-03-20,899.168
2007-03-21,904.103
2007-03-22,922.674
2007-03-23,924.989
2007-03-26,919.302
2007-03-27,919.802
2007-03-28,915.891
2007-03-29,923.578
2007-03-30,920.858
2007-04-02,928.997
2007-04-03,937.68
2007-04-04,938.394
2007-04-05,943.7
2007-04-06,943.7
2007-04-09,938.608
2007-04-10,949.696
2007-04-11,950.061
2007-04-12,952.138
2007-04-13,960.15
2007-04-16,974.044
2007-04-17,977.047
2007-04-18,972.851
2007-04-19,969.194
2007-04-20,981.095
2007-04-23,978.128
2007-04-24,973.689
2007-04-25,984.07
2007-04-26,981.998
2007-04-27,980.93
2007-04-30,983.307
2007-05-01,979.045
2007-05-02,984.415
2007-05-03,986.547
2007-05-04,994.765
2007-05-07,997.277
2007-05-08,982.393
2007-05-09,984.49
2007-05-10,975.746
2007-05-11,982.366
2007-05-14,981.747
2007-05-15,989.425
2007-05-16,985.179
2007-05-17,983.409
2007-05-18,993.395
2007-05-21,992.112
2007-05-22,993.434
2007-05-23,1003.751
2007-05-24,991.705
2007-05-25,992.703
2007-05-28,994.504
2007-05-29,997.444
2007-05-30,990.844
2007-05-31,1000.0
2007-06-01,1006.671
2007-06-04,1008.659
2007-06-05,1006.414
2007-06-06,989.738
2007-06-07,977.231
2007-06-08,969.807
2007-06-11,976.109
2007-06-12,967.923
2007-06-13,969.734
2007-06-14,984.831
2007-06-15,1000.264
2007-06-18,999.785
2007-06-19,998.741
2007-06-20,1003.304
2007-06-21,991.548
2007-06-22,990.068
2007-06-25,990.507
2007-06-26,984.612
2007-06-27,976.38
2007-06-28,988.507
2007-06-29,996.606
2007-07-02,1001.286
2007-07-03,1008.73
2007-07-04,1013.669
2007-07-05,1004.579
2007-07-06,1014.312
2007-07-09,1017.066
2007-07-10,1011.636
2007-07-11,1009.184
2007-07-12,1020.197
2007-07-13,1025.768
2007-07-16,1027.963
2007-07-17,1024.636
2007-07-18,1014.663
2007-07-19,1022.918
2007-07-20,1012.15
2007-07-23,1016.873
2007-07-24,1001.032
2007-07-25,983.372
2007-07-26,957.819
2007-07-27,948.544
2007-07-30,947.068
2007-07-31,968.707
2007-08-01,952.548
2007-08-02,959.365
2007-08-03,952.536
2007-08-06,944.994
2007-08-07,958.484
2007-08-08,980.554
2007-08-09,952.761
2007-08-10,920.748
2007-08-13,938.803
2007-08-14,923.76
2007-08-15,914.456
2007-08-16,880.639
2007-08-17,910.988
2007-08-20,912.407
2007-08-21,911.53
2007-08-22,927.299
2007-08-23,932.755
2007-08-24,938.546
2007-08-27,939.965
2007-08-28,921.771
2007-08-29,927.59
2007-08-30,936.057
2007-08-31,947.324
2007-09-03,949.471
2007-09-04,954.739
2007-09-05,942.318
2007-09-06,946.78
2007-09-07,930.623
2007-09-10,925.349
2007-09-11,942.27
2007-09-12,947.343
2007-09-13,953.456
2007-09-14,941.326
2007-09-17,925.298
2007-09-18,938.675
2007-09-19,969.879
2007-09-20,971.601
2007-09-21,975.556
2007-09-24,971.774
2007-09-25,962.367
2007-09-26,968.887
2007-09-27,980.227
2007-09-28,983.554
2007-10-01,992.048
2007-10-02,992.9
2007-10-03,995.209
2007-10-04,997.797
2007-10-05,1004.441
2007-10-08,996.226
2007-10-09,1003.748
2007-10-10,1008.207
2007-10-11,1018.074
2007-10-12,1014.927
2007-10-15,1008.364
2007-10-16,998.633
2007-10-17,1005.64
2007-10-18,1001.924
2007-10-19,993.467
2007-10-22,973.897
2007-10-23,988.205
2007-10-24,981.838
2007-10-25,997.443
2007-10-26,1010.016
2007-10-29,1018.574
2007-10-30,1016.559
2007-10-31,1030.462
2007-11-01,1008.232
2007-11-02,1001.54
2007-11-05,992.895
2007-11-06,998.932
2007-11-07,997.888
2007-11-08,987.526
2007-11-09,969.4
2007-11-12,964.518
2007-11-13,973.119
2007-11-14,983.628
2007-11-15,966.261
2007-11-16,956.985
2007-11-19,937.964
2007-11-20,956.127
2007-11-21,935.138
2007-11-22,941.669
2007-11-23,953.461
2007-11-26,948.772
2007-11-27,948.123
2007-11-28,966.808
2007-11-29,969.465
2007-11-30,976.766
2007-12-03,971.707
2007-12-04,962.078
2007-12-05,972.943
2007-12-06,973.208
2007-12-07,983.721
2007-12-10,993.726
2007-12-11,987.34
2007-12-12,990.05
2007-12-13,959.713
2007-12-14,954.42
2007-12-17,933.322
2007-12-18,934.296
2007-12-19,928.891
2007-12-20,927.711
2007-12-21,940.198
2007-12-24,943.011
2007-12-25,943.011
2007-12-26,948.501
2007-12-27,955.545
2007-12-28,962.415
2007-12-31,957.229
2008-01-01,957.229
2008-01-02,954.149
2008-01-03,952.73
2008-01-04,938.865
2008-01-07,935.682
2008-01-08,935.915
2008-01-09,920.587
2008-01-10,915.55
2008-01-11,917.486
2008-01-14,925.374
2008-01-15,899.647
2008-01-16,882.766
2008-01-17,878.163
2008-01-18,859.249
2008-01-21,801.484
2008-01-22,828.028
2008-01-23,798.643
2008-01-24,851.431
2008-01-25,848.589
2008-01-28,846.104
2008-01-29,858.545
2008-01-30,854.414
2008-01-31,851.296
2008-02-01,866.631
2008-02-04,868.541
2008-02-05,831.427
2008-02-06,834.914
2008-02-07,810.852
2008-02-08,812.097
2008-02-11,802.282
2008-02-12,834.339
2008-02-13,834.966
2008-02-14,836.535
2008-02-15,822.433
2008-02-18,837.387
2008-02-19,844.558
2008-02-20,829.384
2008-02-21,842.482
2008-02-22,836.772
2008-02-25,855.023
2008-02-26,872.3
2008-02-27,880.874
2008-02-28,868.865
2008-02-29,856.975
2008-03-03,845.156
2008-03-04,834.15
2008-03-05,852.67
2008-03-06,841.399
2008-03-07,832.21
2008-03-10,824.14
2008-03-11,836.064
2008-03-12,856.941
2008-03-13,846.437
2008-03-14,836.77
2008-03-17,806.733
2008-03-18,839.737
2008-03-19,824.79
2008-03-20,813.186
2008-03-21,813.186
2008-03-24,812.359
2008-03-25,853.528
2008-03-26,855.925
2008-03-27,868.982
2008-03-28,861.568
2008-03-31,863.863
2008-04-01,882.388
2008-04-02,897.161
2008-04-03,890.877
2008-04-04,898.837
2008-04-07,905.267
2008-04-08,897.466
2008-04-09,895.19
2008-04-10,892.964
2008-04-11,882.583
2008-04-14,876.439
2008-04-15,875.853
2008-04-16,900.964
2008-04-17,897.154
2008-04-18,911.593
2008-04-21,909.855
2008-04-22,907.185
2008-04-23,903.73
2008-04-24,894.272
2008-04-25,905.164
2008-04-28,911.244
2008-04-29,905.922
2008-04-30,909.383
2008-05-01,902.556
2008-05-02,919.165
2008-05-05,921.045
2008-05-06,918.691
2008-05-07,917.345
2008-05-08,914.898
2008-05-09,903.486
2008-05-12,911.91
2008-05-13,907.173
2008-05-14,909.759
2008-05-15,913.231
2008-05-16,922.433
2008-05-19,927.047
2008-05-20,918.975
2008-05-21,918.066
2008-05-22,919.605
2008-05-23,909.15
2008-05-26,907.171
2008-05-27,899.267
2008-05-28,899.852
2008-05-29,895.961
2008-05-30,899.285
2008-06-02,885.756
2008-06-03,888.334
2008-06-04,876.251
2008-06-05,882.864
2008-06-06,874.093
2008-06-09,867.323
2008-06-10,847.387
2008-06-11,835.04
2008-06-12,836.311
2008-06-13,838.421
2008-06-16,842.821
2008-06-17,849.306
2008-06-18,833.136
2008-06-19,824.008
2008-06-20,817.515
2008-06-23,807.114
2008-06-24,808.759
2008-06-25,819.518
2008-06-26,806.021
2008-06-27,801.281
2008-06-30,804.827
2008-07-01,786.336
2008-07-02,788.691
2008-07-03,789.056
2008-07-04,775.576
2008-07-07,783.152
2008-07-08,771.92
2008-07-09,788.395
2008-07-10,776.11
2008-07-11,759.517
2008-07-14,762.691
2008-07-15,745.763
2008-07-16,743.402
2008-07-17,771.396
2008-07-18,789.686
2008-07-21,796.218
2008-07-22,787.693
2008-07-23,802.716
2008-07-24,789.734
2008-07-25,784.521
2008-07-28,775.155
2008-07-29,767.745
2008-07-30,778.113
2008-07-31,779.098
2008-08-01,771.032
2008-08-04,766.206
2008-08-05,785.308
2008-08-06,791.14
2008-08-07,786.4
2008-08-08,775.741
2008-08-11,788.039
2008-08-12,782.504
2008-08-13,755.224
2008-08-14,759.807
2008-08-15,752.591
2008-08-18,752.83
2008-08-19,729.182
2008-08-20,732.981
2008-08-21,733.146
2008-08-22,746.616
2008-08-25,740.501
2008-08-26,734.052
2008-08-27,738.328
2008-08-28,751.479
2008-08-29,754.801
2008-09-01,745.676
2008-09-02,751.667
2008-09-03,739.276
2008-09-04,714.617
2008-09-05,693.18
2008-09-08,718.678
2008-09-09,713.815
2008-09-10,703.117
2008-09-11,689.613
2008-09-12,712.718
2008-09-15,681.933
2008-09-16,656.37
2008-09-17,644.243
2008-09-18,644.89
2008-09-19,714.038
2008-09-22,709.769
2008-09-23,699.687
2008-09-24,694.426
2008-09-25,711.336
2008-09-26,694.947
2008-09-29,644.603
2008-09-30,636.938
2008-10-01,641.546
2008-10-02,628.599
2008-10-03,652.562
2008-10-06,586.75
2008-10-07,585.058
2008-10-08,548.594
2008-10-09,539.519
2008-10-10,488.334
2008-10-13,539.027
2008-10-14,560.672
2008-10-15,522.656
2008-10-16,487.811
2008-10-17,506.844
2008-10-20,522.166
2008-10-21,515.247
2008-10-22,477.995
2008-10-23,476.735
2008-10-24,443.54
2008-10-27,416.601
2008-10-28,419.945
2008-10-29,476.941
2008-10-30,485.325
2008-10-31,490.087
2008-11-03,495.718
2008-11-04,529.691
2008-11-05,524.214
2008-11-06,483.123
2008-11-07,490.803
2008-11-10,493.848
2008-11-11,462.599
2008-11-12,446.545
2008-11-13,445.381
2008-11-14,453.7
2008-11-17,440.893
2008-11-18,443.673
2008-11-19,421.276
2008-11-20,402.866
2008-11-21,392.595
2008-11-24,440.46
2008-11-25,452.151
2008-11-26,449.776
2008-11-27,461.626
2008-11-28,459.455
2008-12-01,427.329
2008-12-02,441.097
2008-12-03,441.777
2008-12-04,442.201
2008-12-05,422.519
2008-12-08,464.556
2008-12-09,471.072
2008-12-10,475.716
2008-12-11,480.235
2008-12-12,468.429
2008-12-15,476.492
2008-12-16,483.184
2008-12-17,498.077
2008-12-18,501.705
2008-12-19,480.193
2008-12-22,471.459
2008-12-23,471.169
2008-12-24,470.412
2008-12-25,470.412
2008-12-26,471.871
2008-12-29,481.883
2008-12-30,488.615
2008-12-31,483.13
2009-01-01,483.13
2009-01-02,502.224
2009-01-05,500.036
2009-01-06,500.845
2009-01-07,504.371
2009-01-08,501.815
2009-01-09,492.751
2009-01-12,480.617
2009-01-13,465.363
2009-01-14,442.139
2009-01-15,431.312
2009-01-16,440.825
2009-01-19,425.221
2009-01-20,404.819
2009-01-21,401.912
2009-01-22,400.828
2009-01-23,393.101
2009-01-26,419.849
2009-01-27,421.125
2009-01-28,443.265
2009-01-29,428.852
2009-01-30,419.078
2009-02-02,406.796
2009-02-03,420.181
2009-02-04,430.856
2009-02-05,428.519
2009-02-06,439.911
2009-02-09,451.167
2009-02-10,435.423
2009-02-11,428.618
2009-02-12,417.862
2009-02-13,423.497
2009-02-16,411.994
2009-02-17,391.029
2009-02-18,388.334
2009-02-19,392.308
2009-02-20,373.354
2009-02-23,371.907
2009-02-24,367.476
2009-02-25,365.68
2009-02-26,380.463
2009-02-27,369.601
2009-03-02,346.062
2009-03-03,339.252
2009-03-04,353.381
2009-03-05,334.984
2009-03-06,331.606
2009-03-09,326.829
2009-03-10,350.608
2009-03-11,352.748
2009-03-12,357.562
2009-03-13,363.217
2009-03-16,378.482
2009-03-17,375.883
2009-03-18,378.739
2009-03-19,403.145
2009-03-20,398.744
2009-03-23,414.344
2009-03-24,412.151
2009-03-25,414.62
2009-03-26,417.738
2009-03-27,405.905
2009-03-30,382.359
2009-03-31,399.99
2009-04-01,407.901
2009-04-02,440.487
2009-04-03,438.535
2009-04-06,435.728
2009-04-07,425.659
2009-04-08,426.944
2009-04-09,439.874
2009-04-10,439.899
2009-04-13,443.797
2009-04-14,452.113
2009-04-15,446.758
2009-04-16,456.468
2009-04-17,461.53
2009-04-20,436.917
2009-04-21,436.828
2009-04-22,448.336
2009-04-23,447.826
2009-04-24,466.972
2009-04-27,463.657
2009-04-28,453.39
2009-04-29,472.091
2009-04-30,481.274
2009-05-01,481.777
2009-05-04,494.592
2009-05-05,501.599
2009-05-06,506.87
2009-05-07,506.134
2009-05-08,519.592
2009-05-11,515.792
2009-05-12,513.922
2009-05-13,493.597
2009-05-14,495.796
2009-05-15,499.48
2009-05-18,510.891
2009-05-19,524.989
2009-05-20,533.963
2009-05-21,521.129
2009-05-22,529.592
2009-05-25,530.413
2009-05-26,534.183
2009-05-27,537.133
2009-05-28,530.64
2009-05-29,539.966
2009-06-01,559.446
2009-06-02,563.504
2009-06-03,547.154
2009-06-04,546.217
2009-06-05,543.122
2009-06-08,532.381
2009-06-09,540.756
2009-06-10,548.243
2009-06-11,556.425
2009-06-12,551.601
2009-06-15,530.094
2009-06-16,530.636
2009-06-17,518.058
2009-06-18,524.171
2009-06-19,530.071
2009-06-22,511.473
2009-06-23,511.826
2009-06-24,526.013
2009-06-25,517.644
2009-06-26,522.752
2009-06-29,532.966
2009-06-30,526.05
2009-07-01,539.708
2009-07-02,520.654
2009-07-03,520.372
2009-07-06,509.366
2009-07-07,508.104
2009-07-08,496.895
2009-07-09,503.461
2009-07-10,496.284
2009-07-13,506.968
2009-07-14,514.958
2009-07-15,536.605
2009-07-16,540.301
2009-07-17,541.446
2009-07-20,553.778
2009-07-21,558.324
2009-07-22,558.635
2009-07-23,572.622
2009-07-24,571.425
2009-07-27,576.003
2009-07-28,567.17
2009-07-29,568.385
2009-07-30,581.794
2009-07-31,585.499
2009-08-03,608.36
2009-08-04,607.003
2009-08-05,605.994
2009-08-06,609.838
2009-08-07,611.842
2009-08-10,608.31
2009-08-11,596.876
2009-08-12,607.683
2009-08-13,617.763
2009-08-14,610.573
2009-08-17,590.252
2009-08-18,600.357
2009-08-19,603.647
2009-08-20,614.016
2009-08-21,632.642
2009-08-24,641.206
2009-08-25,646.46
2009-08-26,638.283
2009-08-27,635.163
2009-08-28,648.966
2009-08-31,642.401
2009-09-01,626.431
2009-09-02,618.866
2009-09-03,621.401
2009-09-04,630.343
2009-09-07,643.98
2009-09-08,653.169
2009-09-09,663.486
2009-09-10,662.346
2009-09-11,667.218
2009-09-14,665.044
2009-09-15,665.593
2009-09-16,680.681
2009-09-17,688.696
2009-09-18,685.018
2009-09-21,675.453
2009-09-22,685.797
2009-09-23,686.185
2009-09-24,669.603
2009-09-25,665.704
2009-09-28,676.414
2009-09-29,673.392
2009-09-30,673.372
2009-10-01,658.732
2009-10-02,646.715
2009-10-05,653.71
2009-10-06,675.399
2009-10-07,670.324
2009-10-08,682.557
2009-10-09,680.668
2009-10-12,688.139
2009-10-13,681.47
2009-10-14,700.977
2009-10-15,703.195
2009-10-16,693.872
2009-10-19,707.843
2009-10-20,703.739
2009-10-21,709.256
2009-10-22,700.377
2009-10-23,697.029
2009-10-26,682.391
2009-10-27,675.865
2009-10-28,657.165
2009-10-29,672.865
2009-10-30,654.119
2009-11-02,658.9
2009-11-03,643.32
2009-11-04,664.209
2009-11-05,670.779
2009-11-06,671.422
2009-11-09,692.387
2009-11-10,688.944
2009-11-11,694.032
2009-11-12,690.135
2009-11-13,694.024
2009-11-16,708.783
2009-11-17,698.38
2009-11-18,703.293
2009-11-19,685.857
2009-11-20,678.226
2009-11-23,699.135
2009-11-24,691.931
2009-11-25,699.646
2009-11-26,670.788
2009-11-27,678.613
2009-11-30,669.547
2009-12-01,691.743
2009-12-02,693.56
2009-12-03,692.611
2009-12-04,691.521
2009-12-07,685.026
2009-12-08,670.047
2009-12-09,662.608
2009-12-10,668.388
2009-12-11,665.883
2009-12-14,673.037
2009-12-15,668.547
2009-12-16,678.546
2009-12-17,658.667
2009-12-18,651.747
2009-12-21,663.823
2009-12-22,664.416
2009-12-23,671.406
2009-12-24,672.217
2009-12-25,672.217
2009-12-28,677.928
2009-12-29,680.541
2009-12-30,673.431
2009-12-31,677.335
2010-01-01,677.335
2010-01-04,692.449
2010-01-05,694.274
2010-01-06,693.419
2010-01-07,690.32
2010-01-08,692.962
2010-01-11,703.613
2010-01-12,696.629
2010-01-13,695.482
2010-01-14,697.445
2010-01-15,685.08
2010-01-18,689.698
2010-01-19,690.423
2010-01-20,671.196
2010-01-21,659.211
2010-01-22,654.553
2010-01-25,652.229
2010-01-26,650.691
2010-01-27,643.094
2010-01-28,631.975
2010-01-29,635.826
2010-02-01,640.178
2010-02-02,648.056
2010-02-03,642.381
2010-02-04,618.628
2010-02-05,600.893
2010-02-08,604.722
2010-02-09,606.557
2010-02-10,610.905
2010-02-11,606.782
2010-02-12,604.257
2010-02-15,606.301
2010-02-16,617.877
2010-02-17,624.369
2010-02-18,626.176
2010-02-19,623.172
2010-02-22,625.938
2010-02-23,616.697
2010-02-24,619.456
2010-02-25,605.319
2010-02-26,617.3
2010-03-01,614.46
2010-03-02,623.271
2010-03-03,635.284
2010-03-04,632.669
2010-03-05,643.802
2010-03-08,645.831
2010-03-09,642.304
2010-03-10,651.179
2010-03-11,650.338
2010-03-12,656.494
2010-03-15,646.822
2010-03-16,658.126
2010-03-17,664.609
2010-03-18,655.87
2010-03-19,648.816
2010-03-22,647.493
2010-03-23,651.875
2010-03-24,643.484
2010-03-25,650.531
2010-03-26,651.659
2010-03-29,656.302
2010-03-30,653.56
2010-03-31,657.447
2010-04-01,667.825
2010-04-02,667.825
2010-04-05,666.856
2010-04-06,666.089
2010-04-07,663.077
2010-04-08,658.112
2010-04-09,671.957
2010-04-12,679.994
2010-04-13,675.473
2010-04-14,683.937
2010-04-15,686.552
2010-04-16,672.251
2010-04-19,666.129
2010-04-20,675.867
2010-04-21,668.094
2010-04-22,654.53
2010-04-23,661.352
2010-04-26,665.244
2010-04-27,643.37
2010-04-28,630.445
2010-04-29,639.438
2010-04-30,638.836
2010-05-03,635.085
2010-05-04,608.608
2010-05-05,595.373
2010-05-06,576.482
2010-05-07,550.574
2010-05-10,603.002
2010-05-11,592.244
2010-05-12,600.726
2010-05-13,595.983
2010-05-14,567.802
2010-05-17,562.252
2010-05-18,572.493
2010-05-19,554.146
2010-05-20,543.724
2010-05-21,551.425
2010-05-24,544.244
2010-05-25,524.242
2010-05-26,534.49
2010-05-27,553.987
2010-05-28,554.847
2010-05-31,553.53
2010-06-01,552.728
2010-06-02,548.468
2010-06-03,556.31
2010-06-04,537.395
2010-06-07,528.023
2010-06-08,521.91
2010-06-09,535.109
2010-06-10,545.281
2010-06-11,550.303
2010-06-14,564.809
2010-06-15,570.702
2010-06-16,571.07
2010-06-17,574.497
2010-06-18,578.006
2010-06-21,582.814
2010-06-22,574.396
2010-06-23,566.715
2010-06-24,558.861
2010-06-25,554.159
2010-06-28,562.729
2010-06-29,537.604
2010-06-30,541.443
2010-07-01,538.054
2010-07-02,544.651
2010-07-05,540.032
2010-07-06,559.298
2010-07-07,568.496
2010-07-08,577.549
2010-07-09,578.781
2010-07-12,579.993
2010-07-13,595.47
2010-07-14,597.873
2010-07-15,598.159
2010-07-16,589.357
2010-07-19,585.861
2010-07-20,581.76
2010-07-21,584.99
2010-07-22,602.493
2010-07-23,600.868
2010-07-26,611.13
2010-07-27,619.615
2010-07-28,618.838
2010-07-29,622.487
2010-07-30,616.478
2010-08-02,642.581
2010-08-03,644.248
2010-08-04,641.732
2010-08-05,641.822
2010-08-06,641.43
2010-08-09,648.378
2010-08-10,633.993
2010-08-11,611.038
2010-08-12,607.219
2010-08-13,603.451
2010-08-16,605.692
2010-08-17,614.198
2010-08-18,610.868
2010-08-19,601.308
2010-08-20,587.855
2010-08-23,591.189
2010-08-24,581.342
2010-08-25,574.099
2010-08-26,583.743
2010-08-27,587.307
2010-08-30,585.073
2010-08-31,586.329
2010-09-01,607.434
2010-09-02,608.129
2010-09-03,615.876
2010-09-06,618.813
2010-09-07,607.63
2010-09-08,614.387
2010-09-09,620.042
2010-09-10,619.123
2010-09-13,631.307
2010-09-14,635.909
