Date,EUROPE IMI VALUE IMI (Large+Mid+Small Cap)
2003-09-30,381.215
2003-10-01,389.379
2003-10-02,390.29
2003-10-03,397.111
2003-10-06,397.979
2003-10-07,398.328
2003-10-08,398.7
2003-10-09,403.325
2003-10-10,404.083
2003-10-13,406.974
2003-10-14,406.353
2003-10-15,409.133
2003-10-16,409.484
2003-10-17,406.329
2003-10-20,408.09
2003-10-21,408.764
2003-10-22,405.346
2003-10-23,401.599
2003-10-24,402.518
2003-10-27,403.93
2003-10-28,405.906
2003-10-29,407.773
2003-10-30,410.504
2003-10-31,409.341
2003-11-03,411.069
2003-11-04,410.725
2003-11-05,408.204
2003-11-06,407.856
2003-11-07,413.457
2003-11-10,411.69
2003-11-11,409.876
2003-11-12,414.766
2003-11-13,417.707
2003-11-14,420.844
2003-11-17,413.567
2003-11-18,417.131
2003-11-19,415.838
2003-11-20,414.521
2003-11-21,416.328
2003-11-24,418.945
2003-11-25,420.276
2003-11-26,423.225
2003-11-27,424.42
2003-11-28,425.72
2003-12-01,431.591
2003-12-02,433.667
2003-12-03,437.192
2003-12-04,435.163
2003-12-05,435.708
2003-12-08,436.777
2003-12-09,440.04
2003-12-10,438.003
2003-12-11,436.898
2003-12-12,441.085
2003-12-15,443.032
2003-12-16,442.499
2003-12-17,444.843
2003-12-18,448.739
2003-12-19,450.292
2003-12-22,451.51
2003-12-23,453.266
2003-12-24,455.108
2003-12-25,455.108
2003-12-26,455.146
2003-12-29,457.947
2003-12-30,461.385
2003-12-31,465.004
2004-01-01,465.006
2004-01-02,468.883
2004-01-05,474.0
2004-01-06,476.694
2004-01-07,471.836
2004-01-08,475.411
2004-01-09,476.198
2004-01-12,474.828
2004-01-13,475.085
2004-01-14,475.013
2004-01-15,473.858
2004-01-16,470.334
2004-01-19,470.766
2004-01-20,475.582
2004-01-21,480.634
2004-01-22,483.09
2004-01-23,481.177
2004-01-26,474.637
2004-01-27,476.931
2004-01-28,479.665
2004-01-29,467.788
2004-01-30,467.201
2004-02-02,468.433
2004-02-03,471.52
2004-02-04,468.515
2004-02-05,470.246
2004-02-06,476.282
2004-02-09,481.426
2004-02-10,481.538
2004-02-11,482.759
2004-02-12,487.57
2004-02-13,485.178
2004-02-16,487.23
2004-02-17,492.572
2004-02-18,492.907
2004-02-19,493.766
2004-02-20,487.56
2004-02-23,488.365
2004-02-24,487.744
2004-02-25,485.193
2004-02-26,481.124
2004-02-27,481.429
2004-03-01,487.024
2004-03-02,483.741
2004-03-03,476.748
2004-03-04,481.412
2004-03-05,488.126
2004-03-08,488.042
2004-03-09,485.174
2004-03-10,477.394
2004-03-11,465.876
2004-03-12,464.435
2004-03-15,457.522
2004-03-16,464.064
2004-03-17,466.338
2004-03-18,465.938
2004-03-19,466.173
2004-03-22,459.26
2004-03-23,458.586
2004-03-24,454.835
2004-03-25,458.579
2004-03-26,457.068
2004-03-29,464.189
2004-03-30,465.801
2004-03-31,468.811
2004-04-01,476.83
2004-04-02,476.513
2004-04-05,474.863
2004-04-06,476.641
2004-04-07,479.191
2004-04-08,478.961
2004-04-09,478.961
2004-04-12,478.115
2004-04-13,476.509
2004-04-14,469.527
2004-04-15,469.107
2004-04-16,476.239
2004-04-19,476.546
2004-04-20,476.173
2004-04-21,469.675
2004-04-22,471.866
2004-04-23,473.146
2004-04-26,476.327
2004-04-27,478.549
2004-04-28,471.105
2004-04-29,470.022
2004-04-30,467.918
2004-05-03,469.486
2004-05-04,476.273
2004-05-05,479.119
2004-05-06,471.572
2004-05-07,464.888
2004-05-10,450.643
2004-05-11,453.767
2004-05-12,453.001
2004-05-13,455.604
2004-05-14,454.254
2004-05-17,452.344
2004-05-18,453.459
2004-05-19,463.867
2004-05-20,457.193
2004-05-21,461.234
2004-05-24,462.659
2004-05-25,467.0
2004-05-26,470.945
2004-05-27,479.395
2004-05-28,476.293
2004-05-31,477.058
2004-06-01,475.01
2004-06-02,479.36
2004-06-03,480.12
2004-06-04,483.314
2004-06-07,489.376
2004-06-08,488.917
2004-06-09,481.738
2004-06-10,483.554
2004-06-11,479.889
2004-06-14,476.423
2004-06-15,479.663
2004-06-16,482.101
2004-06-17,483.904
2004-06-18,488.243
2004-06-21,486.446
2004-06-22,481.327
2004-06-23,483.156
2004-06-24,488.79
2004-06-25,487.169
2004-06-28,492.88
2004-06-29,487.777
2004-06-30,487.006
2004-07-01,484.938
2004-07-02,486.726
2004-07-05,485.838
2004-07-06,483.699
2004-07-07,486.368
2004-07-08,489.46
2004-07-09,489.986
2004-07-12,488.538
2004-07-13,486.119
2004-07-14,486.811
2004-07-15,481.506
2004-07-16,486.061
2004-07-19,483.429
2004-07-20,481.654
2004-07-21,480.159
2004-07-22,474.728
2004-07-23,470.102
2004-07-26,468.044
2004-07-27,468.688
2004-07-28,469.873
2004-07-29,476.426
2004-07-30,476.123
2004-08-02,476.126
2004-08-03,478.863
2004-08-04,475.151
2004-08-05,475.906
2004-08-06,474.384
2004-08-09,470.739
2004-08-10,475.954
2004-08-11,468.826
2004-08-12,469.2
2004-08-13,471.762
2004-08-16,475.607
2004-08-17,474.87
2004-08-18,474.541
2004-08-19,477.563
2004-08-20,476.093
2004-08-23,477.265
2004-08-24,473.639
2004-08-25,474.276
2004-08-26,477.415
2004-08-27,479.187
2004-08-30,478.778
2004-08-31,479.075
2004-09-01,483.071
2004-09-02,484.746
2004-09-03,484.583
2004-09-06,486.534
2004-09-07,486.392
2004-09-08,488.105
2004-09-09,487.061
2004-09-10,493.749
2004-09-13,495.494
2004-09-14,495.729
2004-09-15,489.782
2004-09-16,491.671
2004-09-17,495.682
2004-09-20,493.852
2004-09-21,500.572
2004-09-22,496.64
2004-09-23,494.995
2004-09-24,495.878
2004-09-27,494.43
2004-09-28,497.31
2004-09-29,498.649
2004-09-30,499.88
2004-10-01,507.551
2004-10-04,506.689
2004-10-05,510.272
2004-10-06,510.567
2004-10-07,510.691
2004-10-08,513.617
2004-10-11,512.813
2004-10-12,505.269
2004-10-13,504.233
2004-10-14,506.88
2004-10-15,508.734
2004-10-18,508.594
2004-10-19,512.012
2004-10-20,510.653
2004-10-21,513.327
2004-10-22,514.744
2004-10-25,512.486
2004-10-26,513.566
2004-10-27,519.296
2004-10-28,521.051
2004-10-29,518.964
2004-11-01,524.204
2004-11-02,526.521
2004-11-03,531.83
2004-11-04,534.205
2004-11-05,538.03
2004-11-08,539.393
2004-11-09,537.978
2004-11-10,539.377
2004-11-11,543.261
2004-11-12,546.117
2004-11-15,545.83
2004-11-16,543.227
2004-11-17,549.885
2004-11-18,548.518
2004-11-19,548.914
2004-11-22,545.95
2004-11-23,549.13
2004-11-24,551.696
2004-11-25,559.123
2004-11-26,559.521
2004-11-29,559.679
2004-11-30,558.611
2004-12-01,565.665
2004-12-02,565.065
2004-12-03,568.484
2004-12-06,568.963
2004-12-07,570.923
2004-12-08,563.341
2004-12-09,559.173
2004-12-10,560.792
2004-12-13,567.858
2004-12-14,568.762
2004-12-15,575.063
2004-12-16,571.194
2004-12-17,566.05
2004-12-20,575.301
2004-12-21,572.232
2004-12-22,575.938
2004-12-23,581.372
2004-12-24,583.548
2004-12-27,586.063
2004-12-28,585.561
2004-12-29,584.255
2004-12-30,586.132
2004-12-31,584.452
2005-01-03,581.88
2005-01-04,577.428
2005-01-05,573.178
2005-01-06,572.044
2005-01-07,570.507
2005-01-10,572.842
2005-01-11,571.265
2005-01-12,573.326
2005-01-13,572.276
2005-01-14,570.749
2005-01-17,571.988
2005-01-18,570.789
2005-01-19,572.434
2005-01-20,567.136
2005-01-21,569.056
2005-01-24,570.874
2005-01-25,571.492
2005-01-26,576.218
2005-01-27,576.591
2005-01-28,572.97
2005-01-31,578.482
2005-02-01,582.683
2005-02-02,586.07
2005-02-03,581.976
2005-02-04,587.677
2005-02-07,585.539
2005-02-08,583.838
2005-02-09,583.503
2005-02-10,588.437
2005-02-11,593.633
2005-02-14,598.263
2005-02-15,600.981
2005-02-16,598.631
2005-02-17,603.951
2005-02-18,604.8
2005-02-21,602.752
2005-02-22,604.752
2005-02-23,600.442
2005-02-24,601.055
2005-02-25,607.468
2005-02-28,609.922
2005-03-01,609.52
2005-03-02,605.999
2005-03-03,606.924
2005-03-04,617.598
2005-03-07,614.481
2005-03-08,618.632
2005-03-09,616.065
2005-03-10,612.26
2005-03-11,616.183
2005-03-14,612.004
2005-03-15,614.3
2005-03-16,611.227
2005-03-17,608.441
2005-03-18,606.436
2005-03-21,600.444
2005-03-22,602.297
2005-03-23,590.577
2005-03-24,592.055
2005-03-25,592.055
2005-03-28,588.927
2005-03-29,591.774
2005-03-30,591.156
2005-03-31,593.453
2005-04-01,595.021
2005-04-04,586.937
2005-04-05,592.036
2005-04-06,594.512
2005-04-07,599.496
2005-04-08,597.557
2005-04-11,601.424
2005-04-12,596.032
2005-04-13,599.107
2005-04-14,592.275
2005-04-15,587.429
2005-04-18,579.943
2005-04-19,584.554
2005-04-20,582.82
2005-04-21,582.643
2005-04-22,586.906
2005-04-25,586.108
2005-04-26,583.428
2005-04-27,575.461
2005-04-28,572.117
2005-04-29,573.457
2005-05-02,572.27
2005-05-03,576.554
2005-05-04,581.99
2005-05-05,585.767
2005-05-06,584.057
2005-05-09,581.056
2005-05-10,579.223
2005-05-11,575.091
2005-05-12,574.074
2005-05-13,570.625
2005-05-16,566.254
2005-05-17,567.623
2005-05-18,575.672
2005-05-19,578.761
2005-05-20,574.965
2005-05-23,579.628
2005-05-24,580.035
2005-05-25,580.833
2005-05-26,580.949
2005-05-27,581.956
2005-05-30,582.096
2005-05-31,575.785
2005-06-01,579.392
2005-06-02,580.424
2005-06-03,578.268
2005-06-06,576.871
2005-06-07,583.29
2005-06-08,584.909
2005-06-09,578.513
2005-06-10,579.045
2005-06-13,577.41
2005-06-14,579.364
2005-06-15,580.756
2005-06-16,583.291
2005-06-17,590.917
2005-06-20,586.037
2005-06-21,588.191
2005-06-22,589.554
2005-06-23,589.066
2005-06-24,586.347
2005-06-27,584.194
2005-06-28,585.359
2005-06-29,586.795
2005-06-30,587.339
2005-07-01,585.335
2005-07-04,583.505
2005-07-05,581.944
2005-07-06,586.458
2005-07-07,576.574
2005-07-08,583.213
2005-07-11,593.382
2005-07-12,598.07
2005-07-13,596.414
2005-07-14,599.813
2005-07-15,595.75
2005-07-18,594.645
2005-07-19,592.911
2005-07-20,592.514
2005-07-21,600.291
2005-07-22,600.168
2005-07-25,599.714
2005-07-26,599.462
2005-07-27,602.467
2005-07-28,606.66
2005-07-29,608.678
2005-08-01,612.615
2005-08-02,616.841
2005-08-03,620.816
2005-08-04,617.931
2005-08-05,614.385
2005-08-08,618.73
2005-08-09,621.463
2005-08-10,630.056
2005-08-11,630.85
2005-08-12,629.45
2005-08-15,626.238
2005-08-16,623.182
2005-08-17,620.917
2005-08-18,612.075
2005-08-19,616.275
2005-08-22,621.667
2005-08-23,617.045
2005-08-24,617.008
2005-08-25,614.156
2005-08-26,612.692
2005-08-29,611.196
2005-08-30,606.714
2005-08-31,616.845
2005-09-01,628.607
2005-09-02,632.011
2005-09-05,635.135
2005-09-06,638.63
2005-09-07,638.993
2005-09-08,636.596
2005-09-09,638.786
2005-09-12,632.483
2005-09-13,627.841
2005-09-14,631.422
2005-09-15,627.26
2005-09-16,630.669
2005-09-19,627.73
2005-09-20,630.285
2005-09-21,626.32
2005-09-22,619.792
2005-09-23,618.868
2005-09-26,624.105
2005-09-27,620.91
2005-09-28,626.932
2005-09-29,624.794
2005-09-30,629.154
2005-10-03,625.997
2005-10-04,629.581
2005-10-05,624.053
2005-10-06,624.467
2005-10-07,620.462
2005-10-10,618.143
2005-10-11,616.71
2005-10-12,614.012
2005-10-13,602.924
2005-10-14,611.462
2005-10-17,608.461
2005-10-18,601.731
2005-10-19,593.491
2005-10-20,596.351
2005-10-21,595.496
2005-10-24,600.744
2005-10-25,605.583
2005-10-26,607.08
2005-10-27,602.785
2005-10-28,601.06
2005-10-31,609.515
2005-11-01,610.119
2005-11-02,617.21
2005-11-03,622.865
2005-11-04,611.993
2005-11-07,613.341
