Date,JAPAN IMI IMI (Large+Mid+Small Cap)
2002-10-08,444.493
2002-10-09,437.886
2002-10-10,434.006
2002-10-11,438.956
2002-10-14,438.67
2002-10-15,450.871
2002-10-16,454.813
2002-10-17,454.829
2002-10-18,457.959
2002-10-21,456.844
2002-10-22,442.737
2002-10-23,447.538
2002-10-24,443.706
2002-10-25,451.072
2002-10-28,452.226
2002-10-29,452.343
2002-10-30,455.045
2002-10-31,452.046
2002-11-01,454.92
2002-11-04,454.103
2002-11-05,466.176
2002-11-06,464.506
2002-11-07,465.88
2002-11-08,462.178
2002-11-11,451.154
2002-11-12,450.139
2002-11-13,447.034
2002-11-14,439.611
2002-11-15,447.819
2002-11-18,437.474
2002-11-19,433.45
2002-11-20,436.41
2002-11-21,444.684
2002-11-22,450.313
2002-11-25,458.409
2002-11-26,455.839
2002-11-27,458.321
2002-11-28,467.334
2002-11-29,468.284
2002-12-02,459.583
2002-12-03,460.615
2002-12-04,451.08
2002-12-05,445.443
2002-12-06,447.99
2002-12-09,446.432
2002-12-10,446.586
2002-12-11,444.995
2002-12-12,445.468
2002-12-13,446.585
2002-12-16,440.711
2002-12-17,444.383
2002-12-18,434.524
2002-12-19,439.698
2002-12-20,439.521
2002-12-23,440.837
2002-12-24,444.916
2002-12-25,443.756
2002-12-26,452.01
2002-12-27,455.928
2002-12-30,458.486
2002-12-31,457.922
2003-01-01,457.922
2003-01-02,453.622
2003-01-03,453.679
2003-01-06,465.771
2003-01-07,457.442
2003-01-08,450.275
2003-01-09,451.764
2003-01-10,450.736
2003-01-13,452.991
2003-01-14,460.324
2003-01-15,465.836
2003-01-16,465.957
2003-01-17,468.032
2003-01-20,463.17
2003-01-21,467.201
2003-01-22,463.075
2003-01-23,472.524
2003-01-24,469.037
2003-01-27,459.116
2003-01-28,455.793
2003-01-29,449.454
2003-01-30,445.309
2003-01-31,440.772
2003-02-03,446.931
2003-02-04,452.369
2003-02-05,453.372
2003-02-06,450.884
2003-02-07,448.907
2003-02-10,447.35
2003-02-11,445.968
2003-02-12,453.705
2003-02-13,453.466
2003-02-14,456.466
2003-02-17,459.351
2003-02-18,461.378
2003-02-19,461.499
2003-02-20,460.731
2003-02-21,454.567
2003-02-24,458.167
2003-02-25,449.302
2003-02-26,449.822
2003-02-27,447.993
2003-02-28,445.839
2003-03-03,450.426
2003-03-04,451.654
2003-03-05,451.558
2003-03-06,447.153
2003-03-07,439.666
2003-03-10,433.388
2003-03-11,424.496
2003-03-12,429.38
2003-03-13,422.99
2003-03-14,426.689
2003-03-17,422.786
2003-03-18,424.806
2003-03-19,425.131
2003-03-20,432.199
2003-03-21,427.591
2003-03-24,443.493
2003-03-25,435.497
2003-03-26,442.301
2003-03-27,444.478
2003-03-28,439.457
2003-03-31,429.15
2003-04-01,430.727
2003-04-02,432.617
2003-04-03,428.864
2003-04-04,427.821
2003-04-07,434.606
2003-04-08,431.035
2003-04-09,428.029
2003-04-10,427.545
2003-04-11,417.995
2003-04-14,415.354
2003-04-15,421.502
2003-04-16,421.21
2003-04-17,424.024
2003-04-18,424.979
2003-04-21,426.128
2003-04-22,421.653
2003-04-23,420.293
2003-04-24,424.935
2003-04-25,416.711
2003-04-28,412.416
2003-04-29,412.985
2003-04-30,429.278
2003-05-01,433.321
2003-05-02,434.079
2003-05-05,435.104
2003-05-06,446.252
2003-05-07,452.993
2003-05-08,447.573
2003-05-09,450.139
2003-05-12,454.391
2003-05-13,455.147
2003-05-14,458.239
2003-05-15,452.527
2003-05-16,451.927
2003-05-19,445.491
2003-05-20,446.343
2003-05-21,441.98
2003-05-22,445.058
2003-05-23,452.834
2003-05-26,453.408
2003-05-27,446.991
2003-05-28,444.903
2003-05-29,452.034
2003-05-30,449.603
2003-06-02,458.239
2003-06-03,458.197
2003-06-04,459.104
2003-06-05,468.474
2003-06-06,468.968
2003-06-09,474.523
2003-06-10,473.793
2003-06-11,476.448
2003-06-12,476.716
2003-06-13,480.195
2003-06-16,475.102
2003-06-17,480.45
2003-06-18,483.125
2003-06-19,483.433
2003-06-20,485.91
2003-06-23,491.243
2003-06-24,479.775
2003-06-25,481.711
2003-06-26,476.576
2003-06-27,483.861
2003-06-30,482.153
2003-07-01,492.612
2003-07-02,508.727
2003-07-03,517.228
2003-07-04,514.106
2003-07-07,523.498
2003-07-08,527.495
2003-07-09,532.336
2003-07-10,528.724
2003-07-11,513.978
2003-07-14,519.895
2003-07-15,521.143
2003-07-16,514.896
2003-07-17,501.89
2003-07-18,503.077
2003-07-21,504.903
2003-07-22,500.258
2003-07-23,508.215
2003-07-24,509.792
2003-07-25,511.196
2003-07-28,515.063
2003-07-29,514.258
2003-07-30,502.317
2003-07-31,500.224
2003-08-01,504.214
2003-08-04,498.115
2003-08-05,495.218
2003-08-06,492.013
2003-08-07,494.397
2003-08-08,494.014
2003-08-11,502.521
2003-08-12,505.375
2003-08-13,511.545
2003-08-14,519.765
2003-08-15,518.921
2003-08-18,524.291
2003-08-19,531.567
2003-08-20,542.599
2003-08-21,548.955
2003-08-22,547.537
2003-08-25,544.981
2003-08-26,546.126
2003-08-27,544.194
2003-08-28,541.875
2003-08-29,550.401
2003-09-01,564.853
2003-09-02,567.4
2003-09-03,571.117
2003-09-04,565.711
2003-09-05,564.836
2003-09-08,566.469
2003-09-09,577.832
2003-09-10,572.809
2003-09-11,561.706
2003-09-12,570.755
2003-09-15,570.172
2003-09-16,585.871
2003-09-17,591.626
2003-09-18,599.917
2003-09-19,603.04
2003-09-22,597.122
2003-09-23,599.56
2003-09-24,598.314
2003-09-25,586.933
2003-09-26,586.73
2003-09-29,585.351
2003-09-30,586.484
2003-10-01,599.013
2003-10-02,613.219
2003-10-03,619.208
2003-10-06,618.757
2003-10-07,629.738
2003-10-08,617.751
2003-10-09,621.912
2003-10-10,634.828
2003-10-13,632.641
2003-10-14,638.26
2003-10-15,632.618
2003-10-16,641.868
2003-10-17,642.483
2003-10-20,643.747
2003-10-21,641.411
2003-10-22,634.072
2003-10-23,599.197
2003-10-24,605.429
2003-10-27,615.464
2003-10-28,622.6
2003-10-29,632.452
2003-10-30,629.638
2003-10-31,614.387
2003-11-03,607.343
2003-11-04,632.942
2003-11-05,626.805
2003-11-06,610.13
2003-11-07,618.296
2003-11-10,620.147
2003-11-11,601.045
2003-11-12,599.047
2003-11-13,609.64
2003-11-14,602.229
2003-11-17,578.386
2003-11-18,583.268
2003-11-19,566.95
2003-11-20,578.858
2003-11-21,580.021
2003-11-24,577.818
2003-11-25,583.493
2003-11-26,595.213
2003-11-27,596.837
2003-11-28,591.884
2003-12-01,603.902
2003-12-02,608.948
2003-12-03,608.932
2003-12-04,613.195
2003-12-05,612.108
2003-12-08,601.316
2003-12-09,602.012
2003-12-10,587.819
2003-12-11,593.432
2003-12-12,601.284
2003-12-15,615.807
2003-12-16,605.801
2003-12-17,598.828
2003-12-18,598.07
2003-12-19,605.946
2003-12-22,612.454
2003-12-23,612.767
2003-12-24,612.531
2003-12-25,613.277
2003-12-26,617.116
2003-12-29,622.748
2003-12-30,632.888
2003-12-31,631.5
2004-01-01,631.5
2004-01-02,632.385
2004-01-05,647.012
2004-01-06,644.489
2004-01-07,642.844
2004-01-08,645.762
2004-01-09,649.596
2004-01-12,649.23
2004-01-13,646.178
2004-01-14,647.957
2004-01-15,640.087
2004-01-16,644.494
2004-01-19,649.606
2004-01-20,651.93
2004-01-21,651.873
2004-01-22,656.421
2004-01-23,660.3
2004-01-26,654.798
2004-01-27,655.235
2004-01-28,652.926
2004-01-29,645.363
2004-01-30,644.484
2004-02-02,648.047
2004-02-03,644.234
2004-02-04,630.463
2004-02-05,632.765
2004-02-06,635.105
2004-02-09,631.151
2004-02-10,631.816
2004-02-11,631.816
2004-02-12,636.69
2004-02-13,642.401
2004-02-16,644.26
2004-02-17,648.092
2004-02-18,643.634
2004-02-19,641.39
2004-02-20,631.751
2004-02-23,641.32
2004-02-24,631.061
2004-02-25,626.751
2004-02-26,628.759
2004-02-27,644.074
2004-03-01,660.66
2004-03-02,658.594
2004-03-03,658.462
2004-03-04,656.798
2004-03-05,661.502
2004-03-08,655.634
2004-03-09,663.138
2004-03-10,659.532
2004-03-11,656.142
2004-03-12,647.713
2004-03-15,659.434
2004-03-16,667.211
2004-03-17,683.523
2004-03-18,696.838
2004-03-19,690.452
2004-03-22,686.597
2004-03-23,688.093
2004-03-24,699.425
2004-03-25,709.698
2004-03-26,723.596
2004-03-29,727.026
2004-03-30,723.837
2004-03-31,737.505
2004-04-01,737.931
2004-04-02,738.634
2004-04-05,741.876
2004-04-06,741.575
2004-04-07,746.47
2004-04-08,744.053
2004-04-09,732.897
2004-04-12,742.927
2004-04-13,741.932
2004-04-14,731.718
2004-04-15,717.248
2004-04-16,720.822
2004-04-19,710.867
2004-04-20,725.958
2004-04-21,719.197
2004-04-22,717.407
2004-04-23,724.466
2004-04-26,729.187
2004-04-27,718.222
2004-04-28,718.273
2004-04-29,716.738
2004-04-30,702.031
2004-05-03,701.765
2004-05-04,705.247
2004-05-05,713.101
2004-05-06,694.719
2004-05-07,672.493
2004-05-10,626.821
2004-05-11,628.47
2004-05-12,650.442
2004-05-13,628.688
2004-05-14,625.779
2004-05-17,606.451
2004-05-18,618.014
2004-05-19,644.142
2004-05-20,639.492
2004-05-21,658.173
2004-05-24,658.098
2004-05-25,651.554
2004-05-26,662.406
2004-05-27,667.026
2004-05-28,676.406
2004-05-31,675.424
2004-06-01,681.647
2004-06-02,675.942
2004-06-03,660.476
2004-06-04,661.917
2004-06-07,687.547
2004-06-08,691.602
2004-06-09,691.463
2004-06-10,696.104
2004-06-11,690.364
2004-06-14,684.746
2004-06-15,686.331
2004-06-16,696.702
2004-06-17,699.512
2004-06-18,693.766
2004-06-21,705.07
2004-06-22,700.231
2004-06-23,700.04
2004-06-24,717.677
2004-06-25,715.398
2004-06-28,722.647
2004-06-29,719.96
2004-06-30,716.554
2004-07-01,722.383
2004-07-02,711.763
2004-07-05,697.406
2004-07-06,692.77
2004-07-07,692.226
2004-07-08,687.388
2004-07-09,697.293
2004-07-12,706.518
2004-07-13,703.754
2004-07-14,694.456
2004-07-15,691.858
2004-07-16,697.613
2004-07-19,700.288
2004-07-20,692.72
2004-07-21,690.332
2004-07-22,686.736
2004-07-23,676.953
2004-07-26,673.402
2004-07-27,660.536
2004-07-28,664.622
2004-07-29,658.357
2004-07-30,671.759
2004-08-02,673.35
2004-08-03,669.486
2004-08-04,658.595
2004-08-05,658.691
2004-08-06,661.779
2004-08-09,655.607
2004-08-10,655.746
2004-08-11,662.939
2004-08-12,660.289
2004-08-13,650.349
2004-08-16,643.434
2004-08-17,650.242
2004-08-18,655.18
2004-08-19,664.054
2004-08-20,665.8
2004-08-23,667.204
2004-08-24,668.435
2004-08-25,671.684
2004-08-26,676.621
2004-08-27,681.257
2004-08-30,678.614
2004-08-31,675.635
2004-09-01,680.571
2004-09-02,682.269
2004-09-03,669.08
2004-09-06,681.152
2004-09-07,686.099
2004-09-08,686.821
2004-09-09,676.981
2004-09-10,675.867
2004-09-13,678.276
2004-09-14,683.316
2004-09-15,671.474
2004-09-16,670.946
2004-09-17,665.792
2004-09-20,667.064
2004-09-21,664.84
2004-09-22,660.22
2004-09-23,662.044
2004-09-24,652.925
2004-09-27,648.237
2004-09-28,644.375
2004-09-29,646.851
2004-09-30,659.018
2004-10-01,666.418
2004-10-04,675.223
2004-10-05,675.667
2004-10-06,679.66
2004-10-07,676.62
2004-10-08,684.93
2004-10-11,688.222
2004-10-12,676.963
2004-10-13,674.126
2004-10-14,668.003
2004-10-15,668.132
2004-10-18,664.796
2004-10-19,673.682
2004-10-20,666.377
2004-10-21,666.061
2004-10-22,669.291
2004-10-25,665.136
2004-10-26,664.515
2004-10-27,666.915
2004-10-28,678.13
2004-10-29,674.555
2004-11-01,670.452
2004-11-02,680.119
2004-11-03,680.691
2004-11-04,685.772
2004-11-05,694.56
2004-11-08,690.023
2004-11-09,687.405
2004-11-10,680.238
2004-11-11,675.657
2004-11-12,690.758
2004-11-15,703.314
2004-11-16,702.373
2004-11-17,706.581
2004-11-18,703.549
2004-11-19,712.11
2004-11-22,697.126
2004-11-23,694.974
2004-11-24,700.629
2004-11-25,705.305
2004-11-26,701.988
2004-11-29,711.012
2004-11-30,706.432
2004-12-01,698.394
2004-12-02,707.912
2004-12-03,715.809
2004-12-06,710.187
2004-12-07,702.869
2004-12-08,693.919
2004-12-09,684.671
2004-12-10,678.5
2004-12-13,685.515
2004-12-14,688.576
2004-12-15,699.594
2004-12-16,697.896
2004-12-17,703.729
2004-12-20,706.237
2004-12-21,705.537
2004-12-22,712.48
2004-12-23,715.711
2004-12-24,723.736
2004-12-27,727.256
2004-12-28,730.298
2004-12-29,723.565
2004-12-30,738.346
2004-12-31,742.417
2005-01-03,739.494
2005-01-04,731.506
2005-01-05,728.896
2005-01-06,723.501
2005-01-07,723.081
2005-01-10,725.676
2005-01-11,736.983
2005-01-12,741.505
2005-01-13,736.343
2005-01-14,738.53
2005-01-17,744.879
2005-01-18,737.684
2005-01-19,737.825
2005-01-20,725.954
2005-01-21,724.542
2005-01-24,732.15
2005-01-25,722.381
2005-01-26,735.475
2005-01-27,730.735
2005-01-28,727.877
2005-01-31,731.844
2005-02-01,727.861
2005-02-02,732.283
2005-02-03,724.999
2005-02-04,729.519
2005-02-07,729.647
2005-02-08,720.506
2005-02-09,721.94
2005-02-10,726.008
2005-02-11,725.389
2005-02-14,734.398
2005-02-15,737.148
2005-02-16,729.817
2005-02-17,727.298
2005-02-18,728.907
2005-02-21,731.425
2005-02-22,737.58
2005-02-23,725.57
2005-02-24,725.957
2005-02-25,733.657
2005-02-28,746.451
2005-03-01,746.825
2005-03-02,747.403
2005-03-03,748.496
2005-03-04,753.822
2005-03-07,752.796
2005-03-08,755.445
2005-03-09,763.09
2005-03-10,757.928
2005-03-11,762.307
2005-03-14,752.566
2005-03-15,754.558
2005-03-16,759.888
2005-03-17,752.749
2005-03-18,756.506
2005-03-21,755.281
2005-03-22,755.857
2005-03-23,745.152
2005-03-24,738.059
2005-03-25,741.375
2005-03-28,741.527
2005-03-29,726.886
2005-03-30,723.726
2005-03-31,734.386
2005-04-01,734.621
2005-04-04,725.985
2005-04-05,729.472
2005-04-06,732.005
2005-04-07,734.401
2005-04-08,735.097
2005-04-11,733.726
2005-04-12,724.34
2005-04-13,728.876
2005-04-14,718.206
2005-04-15,712.339
2005-04-18,687.777
2005-04-19,700.469
2005-04-20,704.643
2005-04-21,698.188
2005-04-22,710.456
2005-04-25,713.443
2005-04-26,709.725
2005-04-27,710.177
2005-04-28,710.171
2005-04-29,717.346
2005-05-02,717.137
2005-05-03,717.035
2005-05-04,722.992
2005-05-05,721.885
2005-05-06,731.884
2005-05-09,726.403
2005-05-10,725.28
2005-05-11,721.95
2005-05-12,712.565
2005-05-13,706.296
2005-05-16,699.155
2005-05-17,692.245
2005-05-18,690.868
2005-05-19,701.807
2005-05-20,697.403
2005-05-23,705.626
2005-05-24,705.723
2005-05-25,697.139
2005-05-26,694.375
2005-05-27,700.101
2005-05-30,706.642
2005-05-31,709.114
2005-06-01,708.983
2005-06-02,708.368
2005-06-03,712.922
2005-06-06,716.962
2005-06-07,714.419
2005-06-08,717.884
2005-06-09,705.992
2005-06-10,707.313
2005-06-13,700.348
2005-06-14,702.627
2005-06-15,706.865
2005-06-16,709.791
2005-06-17,717.621
2005-06-20,713.583
2005-06-21,719.389
2005-06-22,719.419
2005-06-23,719.987
2005-06-24,716.361
2005-06-27,709.498
2005-06-28,711.828
2005-06-29,712.525
2005-06-30,710.001
2005-07-01,707.168
2005-07-04,710.147
2005-07-05,707.88
2005-07-06,707.2
2005-07-07,704.443
2005-07-08,701.803
2005-07-11,708.318
2005-07-12,714.643
2005-07-13,706.374
2005-07-14,709.96
2005-07-15,710.498
2005-07-18,713.676
2005-07-19,705.053
2005-07-20,703.747
2005-07-21,722.152
2005-07-22,715.543
2005-07-25,712.635
2005-07-26,708.08
2005-07-27,713.129
2005-07-28,713.894
2005-07-29,718.007
2005-08-01,721.06
2005-08-02,724.992
2005-08-03,727.816
2005-08-04,721.78
2005-08-05,708.166
2005-08-08,711.762
2005-08-09,718.365
2005-08-10,740.847
2005-08-11,754.393
2005-08-12,758.365
2005-08-15,760.448
2005-08-16,764.036
2005-08-17,760.385
2005-08-18,756.229
2005-08-19,753.476
2005-08-22,771.185
2005-08-23,770.81
2005-08-24,770.89
2005-08-25,768.79
2005-08-26,774.266
2005-08-29,759.657
2005-08-30,762.471
2005-08-31,763.765
2005-09-01,775.241
2005-09-02,781.095
2005-09-05,789.857
2005-09-06,783.256
2005-09-07,780.083
2005-09-08,773.09
2005-09-09,788.608
2005-09-12,796.99
2005-09-13,793.624
2005-09-14,796.685
2005-09-15,803.452
2005-09-16,797.531
2005-09-19,798.033
2005-09-20,811.013
2005-09-21,816.213
2005-09-22,812.236
2005-09-23,807.673
2005-09-26,823.901
2005-09-27,814.927
2005-09-28,830.394
2005-09-29,848.468
2005-09-30,837.628
2005-10-03,830.092
2005-10-04,836.967
2005-10-05,832.225
2005-10-06,812.465
2005-10-07,810.822
2005-10-10,807.559
2005-10-11,826.88
2005-10-12,826.974
2005-10-13,823.215
2005-10-14,824.001
2005-10-17,816.545
2005-10-18,809.406
2005-10-19,803.666
2005-10-20,806.629
2005-10-21,806.055
2005-10-24,803.477
2005-10-25,817.871
2005-10-26,818.122
2005-10-27,831.353
2005-10-28,824.59
2005-10-31,833.583
2005-11-01,847.888
2005-11-02,847.739
2005-11-03,845.567
2005-11-04,849.468
2005-11-07,854.492
2005-11-08,857.753
