Date,JAPAN IMI IMI (Large+Mid+Small Cap)
2001-01-01,711.755
2001-01-02,709.921
2001-01-03,710.603
2001-01-04,702.726
2001-01-05,705.998
2001-01-08,705.843
2001-01-09,689.665
2001-01-10,681.17
2001-01-11,660.577
2001-01-12,662.797
2001-01-15,663.593
2001-01-16,681.216
2001-01-17,689.876
2001-01-18,703.366
2001-01-19,709.493
2001-01-22,712.338
2001-01-23,708.018
2001-01-24,699.852
2001-01-25,707.815
2001-01-26,702.471
2001-01-29,704.564
2001-01-30,706.074
2001-01-31,709.639
2001-02-01,714.68
2001-02-02,706.896
2001-02-05,698.216
2001-02-06,695.297
2001-02-07,695.244
2001-02-08,685.203
2001-02-09,684.901
2001-02-12,684.883
2001-02-13,683.092
2001-02-14,685.242
2001-02-15,691.846
2001-02-16,687.987
2001-02-19,678.659
2001-02-20,687.392
2001-02-21,676.811
2001-02-22,678.785
2001-02-23,687.194
2001-02-26,689.03
2001-02-27,686.255
2001-02-28,672.872
2001-03-01,665.893
2001-03-02,640.849
2001-03-05,637.017
2001-03-06,653.403
2001-03-07,656.301
2001-03-08,656.375
2001-03-09,656.928
2001-03-12,635.444
2001-03-13,618.752
2001-03-14,610.623
2001-03-15,617.301
2001-03-16,619.148
2001-03-19,623.761
2001-03-20,621.631
2001-03-21,656.701
2001-03-22,642.697
2001-03-23,662.444
2001-03-26,688.454
2001-03-27,686.86
2001-03-28,698.491
2001-03-29,666.152
2001-03-30,649.826
2001-04-02,639.073
2001-04-03,654.074
2001-04-04,661.555
2001-04-05,672.125
2001-04-06,674.665
2001-04-09,653.281
2001-04-10,646.787
2001-04-11,659.673
2001-04-12,670.914
2001-04-13,669.851
2001-04-16,661.26
2001-04-17,660.984
2001-04-18,685.442
2001-04-19,699.066
2001-04-20,689.777
2001-04-23,695.604
2001-04-24,691.107
2001-04-25,698.399
2001-04-26,705.811
2001-04-27,701.511
2001-04-30,702.933
2001-05-01,734.58
2001-05-02,742.306
2001-05-03,748.134
2001-05-04,748.258
2001-05-07,756.127
2001-05-08,737.387
2001-05-09,726.024
2001-05-10,717.115
2001-05-11,717.188
2001-05-14,705.239
2001-05-15,712.032
2001-05-16,699.194
2001-05-17,712.358
2001-05-18,705.037
2001-05-21,715.78
2001-05-22,715.535
2001-05-23,725.649
2001-05-24,724.521
2001-05-25,717.078
2001-05-28,709.604
2001-05-29,718.195
2001-05-30,703.186
2001-05-31,702.18
2001-06-01,701.168
2001-06-04,698.692
2001-06-05,692.368
2001-06-06,690.729
2001-06-07,695.687
2001-06-08,694.042
2001-06-11,683.382
2001-06-12,664.801
2001-06-13,665.228
2001-06-14,666.736
2001-06-15,658.106
2001-06-18,651.207
2001-06-19,649.283
2001-06-20,648.056
2001-06-21,657.74
2001-06-22,666.314
2001-06-25,662.034
2001-06-26,664.353
2001-06-27,659.329
2001-06-28,649.89
2001-06-29,662.249
2001-07-02,657.676
2001-07-03,659.992
2001-07-04,652.598
2001-07-05,644.338
2001-07-06,631.999
2001-07-09,626.932
2001-07-10,632.995
2001-07-11,628.434
2001-07-12,640.598
2001-07-13,634.056
2001-07-16,630.311
2001-07-17,622.705
2001-07-18,613.653
2001-07-19,615.495
2001-07-20,617.47
2001-07-23,595.677
2001-07-24,604.356
2001-07-25,611.772
2001-07-26,612.04
2001-07-27,608.39
2001-07-30,593.423
2001-07-31,605.603
2001-08-01,614.424
2001-08-02,633.677
2001-08-03,627.814
2001-08-06,624.988
2001-08-07,628.033
2001-08-08,628.187
2001-08-09,611.603
2001-08-10,616.376
2001-08-13,606.665
2001-08-14,624.84
2001-08-15,632.405
2001-08-16,621.154
2001-08-17,617.986
2001-08-20,608.249
2001-08-21,614.632
2001-08-22,617.979
2001-08-23,606.643
2001-08-24,605.88
2001-08-27,610.62
2001-08-28,604.73
2001-08-29,598.357
2001-08-30,589.584
2001-08-31,588.823
2001-09-03,573.364
2001-09-04,587.182
2001-09-05,573.142
2001-09-06,570.827
2001-09-07,570.471
2001-09-10,554.258
2001-09-11,566.0
2001-09-12,526.754
2001-09-13,535.687
2001-09-14,559.428
2001-09-17,537.655
2001-09-18,547.953
2001-09-19,562.225
2001-09-20,560.571
2001-09-21,544.091
2001-09-24,540.063
2001-09-25,548.148
2001-09-26,540.167
2001-09-27,535.255
2001-09-28,547.832
2001-10-01,555.21
2001-10-02,562.964
2001-10-03,554.324
2001-10-04,566.113
2001-10-05,567.399
2001-10-08,569.361
2001-10-09,554.069
2001-10-10,546.427
2001-10-11,558.844
2001-10-12,569.74
2001-10-15,564.042
2001-10-16,566.192
2001-10-17,572.828
2001-10-18,562.405
2001-10-19,562.676
2001-10-22,560.657
2001-10-23,567.245
2001-10-24,570.196
2001-10-25,575.4
2001-10-26,570.116
2001-10-29,565.605
2001-10-30,559.557
2001-10-31,551.711
2001-11-01,553.548
2001-11-02,552.583
2001-11-05,552.581
2001-11-06,560.383
2001-11-07,547.175
2001-11-08,552.224
2001-11-09,546.999
2001-11-12,541.761
2001-11-13,533.704
2001-11-14,534.508
2001-11-15,543.965
2001-11-16,546.799
2001-11-19,550.141
2001-11-20,548.637
2001-11-21,547.582
2001-11-22,546.225
2001-11-23,543.727
2001-11-26,557.538
2001-11-27,554.738
2001-11-28,544.921
2001-11-29,540.062
2001-11-30,544.245
2001-12-03,530.376
2001-12-04,528.292
2001-12-05,537.315
2001-12-06,541.278
2001-12-07,530.752
2001-12-10,517.466
2001-12-11,512.58
2001-12-12,523.303
2001-12-13,511.171
2001-12-14,504.36
2001-12-17,494.384
2001-12-18,494.705
2001-12-19,495.296
2001-12-20,501.286
2001-12-21,494.603
2001-12-24,493.062
2001-12-25,491.209
2001-12-26,485.039
2001-12-27,491.481
2001-12-28,501.074
2001-12-31,501.586
2002-01-01,501.586
2002-01-02,497.562
2002-01-03,499.168
2002-01-04,511.624
2002-01-07,511.576
2002-01-08,496.309
2002-01-09,493.24
2002-01-10,486.322
2002-01-11,483.536
2002-01-14,484.937
2002-01-15,477.145
2002-01-16,477.967
2002-01-17,475.918
2002-01-18,484.028
2002-01-21,483.774
2002-01-22,468.156
2002-01-23,463.869
2002-01-24,465.171
2002-01-25,467.773
2002-01-28,476.818
2002-01-29,467.37
2002-01-30,462.649
2002-01-31,463.822
2002-02-01,455.841
2002-02-04,453.003
2002-02-05,442.136
2002-02-06,441.033
2002-02-07,449.674
2002-02-08,449.688
2002-02-11,453.689
2002-02-12,467.397
2002-02-13,470.861
2002-02-14,474.088
2002-02-15,472.064
2002-02-18,471.851
2002-02-19,458.369
2002-02-20,455.974
2002-02-21,468.591
2002-02-22,471.611
2002-02-25,470.139
2002-02-26,466.917
2002-02-27,476.925
2002-02-28,482.998
2002-03-01,492.833
2002-03-04,520.192
2002-03-05,518.23
2002-03-06,522.027
2002-03-07,549.164
2002-03-08,551.229
2002-03-11,560.682
2002-03-12,544.042
2002-03-13,529.827
2002-03-14,536.908
2002-03-15,542.351
2002-03-18,528.52
2002-03-19,538.486
2002-03-20,532.554
2002-03-21,530.36
2002-03-22,516.971
2002-03-25,513.868
2002-03-26,513.364
2002-03-27,519.965
2002-03-28,523.269
2002-03-29,513.146
2002-04-01,506.718
2002-04-02,514.347
2002-04-03,524.286
2002-04-04,530.618
2002-04-05,529.436
2002-04-08,532.277
2002-04-09,524.413
2002-04-10,528.124
2002-04-11,521.263
2002-04-12,512.709
2002-04-15,519.065
2002-04-16,526.785
2002-04-17,533.841
2002-04-18,540.215
2002-04-19,536.028
2002-04-22,544.926
2002-04-23,544.505
2002-04-24,542.617
2002-04-25,548.66
2002-04-26,544.42
2002-04-29,543.422
2002-04-30,540.384
2002-05-01,546.762
2002-05-02,544.474
2002-05-03,548.689
2002-05-06,546.976
2002-05-07,538.58
2002-05-08,539.42
2002-05-09,544.43
2002-05-10,544.919
2002-05-13,539.966
2002-05-14,533.573
2002-05-15,544.939
2002-05-16,552.896
2002-05-17,564.881
2002-05-20,570.201
2002-05-21,577.016
2002-05-22,583.697
2002-05-23,582.658
2002-05-24,585.281
2002-05-27,581.183
2002-05-28,582.28
2002-05-29,580.959
2002-05-30,584.521
2002-05-31,579.445
2002-06-03,587.083
2002-06-04,578.772
2002-06-05,574.823
2002-06-06,572.44
2002-06-07,567.535
2002-06-10,563.763
2002-06-11,562.746
2002-06-12,559.046
2002-06-13,551.691
2002-06-14,545.127
2002-06-17,529.776
2002-06-18,537.46
2002-06-19,525.25
2002-06-20,532.88
2002-06-21,530.701
2002-06-24,536.505
2002-06-25,535.694
2002-06-26,531.217
2002-06-27,533.767
2002-06-28,550.638
2002-07-01,550.407
2002-07-02,550.591
2002-07-03,559.917
2002-07-04,553.276
2002-07-05,557.879
2002-07-08,561.131
2002-07-09,572.07
2002-07-10,564.912
2002-07-11,560.328
2002-07-12,562.117
2002-07-15,555.652
2002-07-16,547.736
2002-07-17,547.014
2002-07-18,556.323
2002-07-19,549.108
2002-07-22,546.207
2002-07-23,542.892
2002-07-24,538.124
2002-07-25,532.113
2002-07-26,509.184
2002-07-29,507.903
2002-07-30,519.891
2002-07-31,515.922
2002-08-01,513.626
2002-08-02,512.436
2002-08-05,512.722
2002-08-06,496.129
2002-08-07,511.694
2002-08-08,509.932
2002-08-09,522.477
2002-08-12,516.924
2002-08-13,513.664
2002-08-14,523.496
2002-08-15,524.421
2002-08-16,524.507
2002-08-19,511.251
2002-08-20,510.144
2002-08-21,513.278
2002-08-22,515.848
2002-08-23,517.563
2002-08-26,526.963
2002-08-27,523.345
2002-08-28,517.535
2002-08-29,509.829
2002-08-30,509.857
2002-09-02,505.877
2002-09-03,495.684
2002-09-04,482.985
2002-09-05,490.831
2002-09-06,484.636
2002-09-09,491.053
2002-09-10,489.688
2002-09-11,489.606
2002-09-12,492.424
2002-09-13,483.197
2002-09-16,478.628
2002-09-17,489.846
2002-09-18,491.252
2002-09-19,500.882
2002-09-20,483.627
2002-09-23,481.615
2002-09-24,477.244
2002-09-25,472.918
2002-09-26,481.293
2002-09-27,490.453
2002-09-30,487.752
2002-10-01,475.259
2002-10-02,468.282
2002-10-03,463.512
2002-10-04,466.48
2002-10-07,446.176
2002-10-08,446.638
2002-10-09,439.999
2002-10-10,436.1
2002-10-11,441.074
2002-10-14,440.787
2002-10-15,453.037
2002-10-16,456.997
2002-10-17,457.013
2002-10-18,460.158
2002-10-21,459.038
2002-10-22,444.864
2002-10-23,449.687
2002-10-24,445.837
2002-10-25,453.239
2002-10-28,454.398
2002-10-29,454.515
2002-10-30,457.23
2002-10-31,454.217
2002-11-01,457.099
2002-11-04,456.278
2002-11-05,468.409
2002-11-06,466.731
2002-11-07,468.112
2002-11-08,464.391
2002-11-11,453.314
2002-11-12,452.294
2002-11-13,449.175
2002-11-14,441.716
2002-11-15,449.969
2002-11-18,439.571
2002-11-19,435.528
2002-11-20,438.502
2002-11-21,446.816
2002-11-22,452.472
2002-11-25,460.607
2002-11-26,458.02
2002-11-27,460.514
2002-11-28,469.57
2002-11-29,470.485
2002-12-02,461.743
2002-12-03,462.78
2002-12-04,453.2
2002-12-05,447.537
2002-12-06,450.096
2002-12-09,448.531
2002-12-10,448.685
2002-12-11,447.087
2002-12-12,447.561
2002-12-13,448.684
2002-12-16,442.783
2002-12-17,446.511
2002-12-18,436.606
2002-12-19,441.803
2002-12-20,441.626
2002-12-23,442.948
2002-12-24,447.046
2002-12-25,445.853
2002-12-26,454.145
2002-12-27,458.079
2002-12-30,460.649
2002-12-31,460.083
2003-01-01,460.083
2003-01-02,455.763
2003-01-03,455.82
2003-01-06,467.968
2003-01-07,459.601
2003-01-08,452.399
2003-01-09,453.896
2003-01-10,452.863
2003-01-13,455.128
2003-01-14,462.496
2003-01-15,468.034
2003-01-16,468.155
2003-01-17,470.24
2003-01-20,465.356
2003-01-21,469.405
2003-01-22,465.26
2003-01-23,474.754
2003-01-24,471.25
2003-01-27,461.283
2003-01-28,457.937
2003-01-29,451.568
2003-01-30,447.403
2003-01-31,442.845
2003-02-03,449.033
2003-02-04,454.497
2003-02-05,455.504
2003-02-06,453.005
2003-02-07,451.018
2003-02-10,449.454
2003-02-11,448.066
2003-02-12,455.839
2003-02-13,455.599
2003-02-14,458.614
2003-02-17,461.509
2003-02-18,463.544
2003-02-19,463.666
2003-02-20,462.894
2003-02-21,456.701
2003-02-24,460.318
2003-02-25,451.391
2003-02-26,451.914
2003-02-27,450.076
2003-02-28,447.912
2003-03-03,452.521
2003-03-04,453.754
2003-03-05,453.658
2003-03-06,449.232
2003-03-07,441.711
2003-03-10,435.403
2003-03-11,426.469
2003-03-12,431.376
2003-03-13,424.957
2003-03-14,428.672
2003-03-17,424.752
2003-03-18,426.781
2003-03-19,427.114
2003-03-20,434.214
2003-03-21,429.585
2003-03-24,445.561
2003-03-25,437.528
2003-03-26,443.825
2003-03-27,446.01
2003-03-28,440.975
2003-03-31,430.633
2003-04-01,432.215
2003-04-02,434.112
2003-04-03,430.346
2003-04-04,429.299
2003-04-07,436.101
2003-04-08,432.518
2003-04-09,429.503
2003-04-10,429.016
2003-04-11,419.433
2003-04-14,416.782
2003-04-15,422.954
2003-04-16,422.661
2003-04-17,425.484
2003-04-18,426.443
2003-04-21,427.596
2003-04-22,423.106
2003-04-23,421.74
2003-04-24,426.399
2003-04-25,418.146
2003-04-28,413.837
2003-04-29,414.407
2003-04-30,430.753
2003-05-01,434.811
2003-05-02,435.571
2003-05-05,436.599
2003-05-06,447.785
2003-05-07,454.549
2003-05-08,449.111
2003-05-09,451.686
2003-05-12,455.952
2003-05-13,456.683
2003-05-14,459.785
2003-05-15,454.054
2003-05-16,453.452
2003-05-19,446.995
2003-05-20,447.849
2003-05-21,443.471
2003-05-22,446.56
2003-05-23,454.361
2003-05-26,454.937
2003-05-27,448.496
2003-05-28,446.4
2003-05-29,453.551
2003-05-30,451.111
2003-06-02,459.776
2003-06-03,459.733
2003-06-04,460.643
2003-06-05,470.045
2003-06-06,470.54
2003-06-09,476.114
2003-06-10,475.382
2003-06-11,478.046
2003-06-12,478.315
2003-06-13,481.806
2003-06-16,476.696
2003-06-17,482.062
2003-06-18,484.745
2003-06-19,485.054
2003-06-20,487.539
2003-06-23,492.891
2003-06-24,481.384
2003-06-25,483.313
2003-06-26,478.162
2003-06-27,485.471
2003-06-30,483.757
2003-07-01,494.251
2003-07-02,510.42
2003-07-03,518.949
2003-07-04,515.816
2003-07-07,525.24
2003-07-08,529.25
2003-07-09,534.107
2003-07-10,530.483
2003-07-11,515.688
2003-07-14,521.625
2003-07-15,522.877
2003-07-16,516.609
2003-07-17,503.559
2003-07-18,504.75
2003-07-21,506.582
2003-07-22,501.922
2003-07-23,509.906
2003-07-24,511.489
2003-07-25,512.897
2003-07-28,516.775
2003-07-29,515.967
2003-07-30,503.987
2003-07-31,501.887
2003-08-01,505.89
2003-08-04,499.771
2003-08-05,496.864
2003-08-06,493.648
2003-08-07,496.04
2003-08-08,495.656
2003-08-11,504.192
2003-08-12,507.055
2003-08-13,513.245
2003-08-14,521.492
2003-08-15,520.645
2003-08-18,526.032
2003-08-19,533.333
2003-08-20,544.401
2003-08-21,550.778
2003-08-22,549.355
2003-08-25,546.791
2003-08-26,547.931
2003-08-27,545.994
2003-08-28,543.667
2003-08-29,552.221
2003-09-01,566.721
2003-09-02,569.276
2003-09-03,573.005
2003-09-04,567.582
2003-09-05,566.703
2003-09-08,568.342
2003-09-09,579.742
2003-09-10,574.703
2003-09-11,563.563
2003-09-12,572.642
2003-09-15,572.057
2003-09-16,587.808
2003-09-17,593.581
2003-09-18,601.9
2003-09-19,605.034
2003-09-22,599.096
2003-09-23,601.541
2003-09-24,600.292
2003-09-25,588.659
2003-09-26,588.455
2003-09-29,587.072
2003-09-30,588.208
2003-10-01,600.774
2003-10-02,615.022
2003-10-03,621.028
2003-10-06,620.576
2003-10-07,631.59
2003-10-08,619.567
2003-10-09,623.74
2003-10-10,636.695
2003-10-13,634.5
2003-10-14,640.136
2003-10-15,634.478
2003-10-16,643.755
2003-10-17,644.372
2003-10-20,645.639
2003-10-21,643.296
2003-10-22,635.936
2003-10-23,600.958
2003-10-24,607.208
2003-10-27,617.273
2003-10-28,624.427
2003-10-29,634.307
2003-10-30,631.485
2003-10-31,616.189
2003-11-03,609.124
2003-11-04,634.798
2003-11-05,628.644
2003-11-06,611.919
2003-11-07,620.11
2003-11-10,621.962
2003-11-11,602.804
2003-11-12,600.8
2003-11-13,611.424
2003-11-14,603.992
2003-11-17,580.079
2003-11-18,584.975
2003-11-19,568.609
2003-11-20,580.552
2003-11-21,581.719
2003-11-24,579.509
2003-11-25,585.198
2003-11-26,596.952
2003-11-27,598.581
2003-11-28,593.613
2003-12-01,605.666
2003-12-02,610.728
2003-12-03,610.711
2003-12-04,614.987
2003-12-05,613.897
2003-12-08,603.073
2003-12-09,603.77
2003-12-10,589.537
2003-12-11,595.165
2003-12-12,603.04
2003-12-15,617.606
2003-12-16,607.571
2003-12-17,600.577
2003-12-18,599.817
2003-12-19,607.717
2003-12-22,614.243
2003-12-23,614.557
2003-12-24,614.32
2003-12-25,615.048
2003-12-26,618.899
2003-12-29,624.542
2003-12-30,634.711
2003-12-31,633.319
2004-01-01,633.319
2004-01-02,634.207
2004-01-05,648.875
2004-01-06,646.345
2004-01-07,644.695
2004-01-08,647.622
2004-01-09,651.467
2004-01-12,651.1
2004-01-13,648.039
2004-01-14,649.824
2004-01-15,641.93
2004-01-16,646.35
2004-01-19,651.476
2004-01-20,653.807
2004-01-21,653.751
2004-01-22,658.312
2004-01-23,662.202
2004-01-26,656.683
2004-01-27,657.121
2004-01-28,654.805
2004-01-29,647.221
2004-01-30,646.339
2004-02-02,649.912
2004-02-03,646.088
2004-02-04,632.277
2004-02-05,634.586
2004-02-06,636.932
2004-02-09,632.966
2004-02-10,633.634
2004-02-11,633.634
2004-02-12,638.522
2004-02-13,644.249
2004-02-16,646.113
2004-02-17,649.954
2004-02-18,645.484
2004-02-19,643.233
2004-02-20,633.567
2004-02-23,643.163
2004-02-24,632.866
2004-02-25,628.543
2004-02-26,630.556
2004-02-27,645.915
2004-03-01,662.548
2004-03-02,660.476
2004-03-03,660.344
2004-03-04,658.676
2004-03-05,663.393
2004-03-08,657.508
2004-03-09,665.033
2004-03-10,661.418
2004-03-11,658.018
2004-03-12,649.565
2004-03-15,661.32
2004-03-16,669.118
2004-03-17,685.477
2004-03-18,698.83
2004-03-19,692.425
2004-03-22,688.559
2004-03-23,690.06
2004-03-24,701.425
2004-03-25,711.727
2004-03-26,725.422
2004-03-29,728.86
2004-03-30,725.663
2004-03-31,739.365
2004-04-01,739.792
2004-04-02,740.497
2004-04-05,743.746
2004-04-06,743.447
2004-04-07,748.354
2004-04-08,745.931
2004-04-09,734.746
2004-04-12,744.802
2004-04-13,743.804
2004-04-14,733.564
2004-04-15,719.058
2004-04-16,722.64
2004-04-19,712.66
2004-04-20,727.788
2004-04-21,721.01
2004-04-22,719.216
2004-04-23,726.292
2004-04-26,731.022
2004-04-27,720.029
2004-04-28,720.075
2004-04-29,718.536
2004-04-30,703.791
2004-05-03,703.524
2004-05-04,707.014
2004-05-05,714.888
2004-05-06,696.46
2004-05-07,674.178
2004-05-10,628.391
2004-05-11,630.044
2004-05-12,652.058
2004-05-13,630.25
2004-05-14,627.334
2004-05-17,607.956
2004-05-18,619.548
2004-05-19,645.74
2004-05-20,641.079
2004-05-21,659.806
2004-05-24,659.731
2004-05-25,653.17
2004-05-26,664.047
2004-05-27,668.679
2004-05-28,678.082
2004-05-31,677.097
2004-06-01,683.336
2004-06-02,677.617
2004-06-03,662.112
2004-06-04,663.557
2004-06-07,689.251
2004-06-08,693.315
2004-06-09,693.176
2004-06-10,697.829
2004-06-11,692.075
2004-06-14,686.443
2004-06-15,688.032
2004-06-16,698.427
2004-06-17,701.245
2004-06-18,695.485
2004-06-21,706.816
2004-06-22,701.966
2004-06-23,701.774
2004-06-24,719.455
2004-06-25,717.156
2004-06-28,724.424
2004-06-29,721.728
2004-06-30,718.314
2004-07-01,724.157
2004-07-02,713.511
2004-07-05,699.119
2004-07-06,694.471
2004-07-07,693.926
2004-07-08,689.076
2004-07-09,699.005
2004-07-12,708.253
2004-07-13,705.482
2004-07-14,696.161
2004-07-15,693.556
2004-07-16,699.326
2004-07-19,702.008
2004-07-20,694.421
2004-07-21,692.027
2004-07-22,688.422
2004-07-23,678.615
2004-07-26,675.055
2004-07-27,662.156
2004-07-28,666.253
2004-07-29,659.972
2004-07-30,673.407
2004-08-02,675.002
2004-08-03,671.128
2004-08-04,660.21
2004-08-05,660.306
2004-08-06,663.402
2004-08-09,657.215
2004-08-10,657.354
2004-08-11,664.565
2004-08-12,661.908
2004-08-13,651.944
2004-08-16,645.012
2004-08-17,651.836
2004-08-18,656.786
2004-08-19,665.682
2004-08-20,667.433
2004-08-23,668.84
2004-08-24,670.074
2004-08-25,673.331
2004-08-26,678.273
2004-08-27,682.92
2004-08-30,680.27
2004-08-31,677.284
2004-09-01,682.232
2004-09-02,683.934
2004-09-03,670.713
2004-09-06,682.815
2004-09-07,687.773
2004-09-08,688.497
2004-09-09,678.633
2004-09-10,677.516
2004-09-13,679.931
2004-09-14,684.983
2004-09-15,673.113
2004-09-16,672.584
2004-09-17,667.417
2004-09-20,668.692
2004-09-21,666.462
2004-09-22,661.831
2004-09-23,663.66
2004-09-24,654.519
2004-09-27,649.674
2004-09-28,645.803
2004-09-29,648.284
2004-09-30,660.478
2004-10-01,667.894
2004-10-04,676.719
2004-10-05,677.163
2004-10-06,681.132
2004-10-07,678.084
2004-10-08,686.413
2004-10-11,689.712
2004-10-12,678.428
2004-10-13,675.585
2004-10-14,669.449
2004-10-15,669.578
2004-10-18,666.235
2004-10-19,675.14
2004-10-20,667.82
2004-10-21,667.502
2004-10-22,670.74
2004-10-25,666.575
2004-10-26,665.952
2004-10-27,668.356
2004-10-28,679.594
2004-10-29,676.011
2004-11-01,671.899
2004-11-02,681.583
2004-11-03,682.156
2004-11-04,687.249
2004-11-05,696.055
2004-11-08,691.508
2004-11-09,688.884
2004-11-10,681.702
2004-11-11,677.111
2004-11-12,692.244
2004-11-15,704.827
2004-11-16,703.883
2004-11-17,708.1
2004-11-18,705.062
2004-11-19,713.641
2004-11-22,698.624
2004-11-23,696.468
2004-11-24,702.135
2004-11-25,706.818
2004-11-26,703.493
2004-11-29,712.537
2004-11-30,707.947
2004-12-01,699.892
2004-12-02,709.43
2004-12-03,717.344
2004-12-06,711.71
2004-12-07,704.377
2004-12-08,695.407
2004-12-09,686.139
2004-12-10,679.956
2004-12-13,686.985
2004-12-14,690.053
2004-12-15,701.095
2004-12-16,699.393
2004-12-17,705.238
2004-12-20,707.752
2004-12-21,707.05
2004-12-22,714.008
2004-12-23,717.246
2004-12-24,725.288
2004-12-27,728.794
2004-12-28,731.843
2004-12-29,725.096
2004-12-30,739.908
2004-12-31,743.987
2005-01-03,741.058
2005-01-04,733.054
2005-01-05,730.438
2005-01-06,725.031
2005-01-07,724.61
2005-01-10,727.211
2005-01-11,738.542
2005-01-12,743.074
2005-01-13,737.9
2005-01-14,740.092
2005-01-17,746.455
2005-01-18,739.244
2005-01-19,739.386
2005-01-20,727.49
2005-01-21,726.074
2005-01-24,733.698
2005-01-25,723.909
2005-01-26,737.029
2005-01-27,732.279
2005-01-28,729.415
2005-01-31,733.39
2005-02-01,729.398
2005-02-02,733.829
2005-02-03,726.53
2005-02-04,731.059
2005-02-07,731.188
2005-02-08,722.027
2005-02-09,723.464
2005-02-10,727.541
2005-02-11,726.921
2005-02-14,735.949
2005-02-15,738.703
2005-02-16,731.356
2005-02-17,728.832
2005-02-18,730.444
2005-02-21,732.967
2005-02-22,739.135
2005-02-23,727.09
2005-02-24,727.478
2005-02-25,735.194
2005-02-28,748.015
2005-03-01,748.389
2005-03-02,748.969
2005-03-03,750.065
2005-03-04,755.401
2005-03-07,754.373
2005-03-08,757.027
2005-03-09,764.689
2005-03-10,759.516
2005-03-11,763.904
2005-03-14,754.142
2005-03-15,756.139
2005-03-16,761.48
2005-03-17,754.326
2005-03-18,758.09
2005-03-21,756.863
2005-03-22,757.44
2005-03-23,746.712
2005-03-24,739.605
2005-03-25,742.912
2005-03-28,742.772
2005-03-29,728.106
2005-03-30,724.941
2005-03-31,735.618
2005-04-01,735.854
2005-04-04,727.204
2005-04-05,730.696
2005-04-06,733.236
2005-04-07,735.636
2005-04-08,736.332
2005-04-11,734.96
2005-04-12,725.557
2005-04-13,730.101
2005-04-14,719.413
2005-04-15,713.536
2005-04-18,688.933
2005-04-19,701.647
2005-04-20,705.827
2005-04-21,699.361
2005-04-22,711.648
2005-04-25,714.64
2005-04-26,710.915
2005-04-27,711.369
2005-04-28,711.361
2005-04-29,718.548
2005-05-02,718.336
2005-05-03,718.233
2005-05-04,724.2
2005-05-05,723.09
2005-05-06,733.106
2005-05-09,727.616
2005-05-10,726.491
2005-05-11,723.154
2005-05-12,713.754
2005-05-13,707.473
2005-05-16,700.32
2005-05-17,693.399
2005-05-18,692.019
2005-05-19,702.976
2005-05-20,698.564
2005-05-23,706.801
2005-05-24,706.899
2005-05-25,698.3
2005-05-26,695.529
2005-05-27,701.265
2005-05-30,707.817
2005-05-31,710.293
2005-06-01,710.161
2005-06-02,709.545
2005-06-03,714.107
2005-06-06,718.153
2005-06-07,715.607
2005-06-08,719.077
2005-06-09,707.166
2005-06-10,708.488
2005-06-13,701.512
2005-06-14,703.793
2005-06-15,708.038
2005-06-16,710.969
2005-06-17,718.812
2005-06-20,714.767
2005-06-21,720.583
2005-06-22,720.612
2005-06-23,721.181
2005-06-24,717.55
2005-06-27,710.659
2005-06-28,712.993
2005-06-29,713.691
2005-06-30,711.164
2005-07-01,708.326
2005-07-04,711.31
2005-07-05,709.039
2005-07-06,708.358
2005-07-07,705.596
2005-07-08,702.952
2005-07-11,709.478
2005-07-12,715.813
2005-07-13,707.531
2005-07-14,711.122
2005-07-15,711.661
2005-07-18,714.845
2005-07-19,706.207
2005-07-20,704.899
2005-07-21,723.334
2005-07-22,716.715
2005-07-25,713.801
2005-07-26,709.238
2005-07-27,714.295
2005-07-28,715.061
