Date,JAPAN IMI IMI (Large+Mid+Small Cap)
2005-07-29,719.181
2005-08-01,722.239
2005-08-02,726.177
2005-08-03,729.006
2005-08-04,722.96
2005-08-05,709.324
2005-08-08,712.925
2005-08-09,719.538
2005-08-10,742.057
2005-08-11,755.625
2005-08-12,759.604
2005-08-15,761.691
2005-08-16,765.284
2005-08-17,761.627
2005-08-18,757.464
2005-08-19,754.706
2005-08-22,772.443
2005-08-23,772.068
2005-08-24,772.149
2005-08-25,770.045
2005-08-26,775.524
2005-08-29,760.892
2005-08-30,763.71
2005-08-31,765.006
2005-09-01,776.496
2005-09-02,782.359
2005-09-05,791.128
2005-09-06,784.515
2005-09-07,781.337
2005-09-08,774.332
2005-09-09,789.875
2005-09-12,798.266
2005-09-13,794.896
2005-09-14,797.961
2005-09-15,804.739
2005-09-16,798.808
2005-09-19,799.311
2005-09-20,812.311
2005-09-21,817.52
2005-09-22,813.537
2005-09-23,808.967
2005-09-26,825.221
2005-09-27,816.008
2005-09-28,831.491
2005-09-29,849.588
2005-09-30,838.734
2005-10-03,831.188
2005-10-04,838.072
2005-10-05,833.323
2005-10-06,813.538
2005-10-07,811.893
2005-10-10,808.625
2005-10-11,827.972
2005-10-12,828.065
2005-10-13,824.301
2005-10-14,825.088
2005-10-17,817.622
2005-10-18,810.474
2005-10-19,804.726
2005-10-20,807.694
2005-10-21,807.118
2005-10-24,804.536
2005-10-25,818.949
2005-10-26,819.199
2005-10-27,832.447
2005-10-28,825.674
2005-10-31,834.675
2005-11-01,848.998
2005-11-02,848.849
2005-11-03,846.674
2005-11-04,850.58
2005-11-07,855.608
2005-11-08,858.873
