Date,GERMANY MID GROWTH Mid Cap
1994-05-31,314.595
1994-06-30,319.233
1994-07-29,322.921
1994-08-31,334.967
1994-09-30,318.945
1994-10-31,329.768
1994-11-30,307.584
1994-12-30,313.058
1995-01-31,306.025
1995-02-28,320.396
1995-03-31,321.493
1995-04-28,325.371
1995-05-31,328.119
1995-06-30,336.467
1995-07-31,345.796
1995-08-31,324.292
1995-09-29,319.43
1995-10-31,304.79
1995-11-30,295.083
1995-12-29,308.121
1996-01-31,304.733
1996-02-29,319.985
1996-03-29,314.431
1996-04-30,302.208
1996-05-31,308.829
1996-06-28,327.365
1996-07-31,318.28
1996-08-30,325.847
1996-09-30,327.259
1996-10-31,328.464
1996-11-29,330.671
1996-12-31,333.99
1997-01-31,334.891
1997-02-28,351.011
1997-03-31,364.766
1997-04-30,362.342
1997-05-30,387.071
1997-06-30,402.295
1997-07-31,406.787
1997-08-29,382.275
1997-09-30,404.71
1997-10-31,391.824
1997-11-28,392.231
1997-12-31,386.485
1998-01-30,400.533
1998-02-27,421.568
1998-03-31,441.014
1998-04-30,460.914
1998-05-29,487.408
1998-06-30,481.594
1998-07-31,502.819
1998-08-31,428.404
1998-09-30,418.936
1998-10-30,438.528
1998-11-30,446.353
1998-12-31,458.366
1999-01-29,478.771
1999-02-26,443.308
1999-03-31,424.175
1999-04-30,428.412
1999-05-31,424.188
1999-06-30,458.066
1999-07-30,477.742
1999-08-31,468.03
1999-09-30,428.586
1999-10-29,438.383
1999-11-30,477.154
1999-12-31,513.658
2000-01-31,528.598
2000-02-29,633.496
2000-03-31,618.479
2000-04-28,580.64
2000-05-31,548.262
2000-06-30,553.912
2000-07-31,579.591
2000-08-31,590.477
2000-09-29,540.734
2000-10-31,483.104
2000-11-30,400.954
2000-12-29,423.729
2001-01-31,422.539
2001-02-28,355.485
2001-03-30,308.719
2001-04-30,340.739
2001-05-31,324.744
2001-06-29,318.487
2001-07-31,301.365
2001-08-31,297.005
2001-09-28,253.51
2001-10-31,277.433
2001-11-30,296.435
2001-12-31,298.066
2002-01-31,291.728
2002-02-28,289.708
2002-03-29,304.013
2002-04-30,297.874
2002-05-31,300.446
