Date,GERMANY MID GROWTH Mid Cap
2001-01-01,423.729
2001-01-02,409.99
2001-01-03,399.157
2001-01-04,401.317
2001-01-05,387.511
2001-01-08,370.356
2001-01-09,366.094
2001-01-10,373.712
2001-01-11,392.157
2001-01-12,401.814
2001-01-15,403.589
2001-01-16,397.353
2001-01-17,407.375
2001-01-18,414.4
2001-01-19,415.541
2001-01-22,413.863
2001-01-23,417.956
2001-01-24,417.974
2001-01-25,421.824
2001-01-26,418.851
2001-01-29,419.205
2001-01-30,421.121
2001-01-31,422.539
2001-02-01,426.275
2001-02-02,417.948
2001-02-05,411.144
2001-02-06,415.586
2001-02-07,408.881
2001-02-08,403.432
2001-02-09,401.066
2001-02-12,401.166
2001-02-13,394.869
2001-02-14,383.664
2001-02-15,382.623
2001-02-16,378.579
2001-02-19,374.729
2001-02-20,367.948
2001-02-21,366.548
2001-02-22,358.087
2001-02-23,351.208
2001-02-26,358.38
2001-02-27,362.327
2001-02-28,355.485
2001-03-01,345.163
2001-03-02,348.641
2001-03-05,346.915
2001-03-06,361.922
2001-03-07,368.392
2001-03-08,364.615
2001-03-09,357.287
2001-03-12,344.476
2001-03-13,329.705
2001-03-14,317.337
2001-03-15,322.896
2001-03-16,315.369
2001-03-19,312.684
2001-03-20,322.262
2001-03-21,306.466
2001-03-22,288.308
2001-03-23,300.684
2001-03-26,310.612
2001-03-27,316.695
2001-03-28,311.054
2001-03-29,307.643
2001-03-30,308.719
2001-04-02,305.332
2001-04-03,295.825
2001-04-04,299.846
2001-04-05,304.832
2001-04-06,302.756
2001-04-09,305.8
2001-04-10,308.249
2001-04-11,310.127
2001-04-12,316.833
2001-04-13,316.833
2001-04-16,313.588
2001-04-17,309.485
2001-04-18,321.236
2001-04-19,330.957
2001-04-20,335.687
2001-04-23,330.582
2001-04-24,327.732
2001-04-25,329.268
2001-04-26,337.243
2001-04-27,335.259
2001-04-30,340.739
2001-05-01,342.545
2001-05-02,347.538
2001-05-03,337.799
2001-05-04,337.118
2001-05-07,337.61
2001-05-08,337.276
2001-05-09,332.683
2001-05-10,333.764
2001-05-11,332.456
2001-05-14,326.693
2001-05-15,329.816
2001-05-16,331.752
2001-05-17,337.049
2001-05-18,338.013
2001-05-21,342.638
2001-05-22,348.203
2001-05-23,340.846
2001-05-24,340.47
2001-05-25,340.148
2001-05-28,339.658
2001-05-29,334.935
2001-05-30,328.055
2001-05-31,324.744
2001-06-01,325.243
2001-06-04,328.292
