Date,GERMANY MID GROWTH Mid Cap
2001-06-05,329.461
2001-06-06,328.441
2001-06-07,330.327
2001-06-08,329.866
2001-06-11,325.297
2001-06-12,321.45
2001-06-13,325.486
2001-06-14,323.525
2001-06-15,320.196
2001-06-18,319.332
2001-06-19,319.905
2001-06-20,316.69
2001-06-21,318.416
2001-06-22,321.419
2001-06-25,319.453
2001-06-26,316.297
2001-06-27,314.04
2001-06-28,313.817
2001-06-29,318.487
2001-07-02,317.006
2001-07-03,314.287
2001-07-04,311.168
2001-07-05,303.42
2001-07-06,299.083
2001-07-09,300.469
2001-07-10,303.384
2001-07-11,300.99
2001-07-12,301.503
2001-07-13,303.441
2001-07-16,303.034
2001-07-17,297.043
2001-07-18,298.915
2001-07-19,301.559
2001-07-20,299.117
2001-07-23,294.886
2001-07-24,291.448
2001-07-25,294.098
2001-07-26,294.735
2001-07-27,298.808
2001-07-30,299.898
2001-07-31,301.365
2001-08-01,304.489
2001-08-02,308.622
2001-08-03,309.083
2001-08-06,303.775
2001-08-07,302.354
2001-08-08,300.636
2001-08-09,299.526
2001-08-10,303.302
2001-08-13,305.815
2001-08-14,306.946
2001-08-15,306.708
2001-08-16,299.863
2001-08-17,298.62
2001-08-20,294.142
2001-08-21,294.973
2001-08-22,299.929
2001-08-23,300.612
2001-08-24,303.088
2001-08-27,302.234
2001-08-28,302.242
2001-08-29,300.633
2001-08-30,296.045
2001-08-31,297.005
2001-09-03,292.525
2001-09-04,289.25
2001-09-05,283.316
2001-09-06,278.067
2001-09-07,274.776
2001-09-10,267.171
2001-09-11,256.149
2001-09-12,254.383
2001-09-13,254.006
2001-09-14,249.167
2001-09-17,248.582
2001-09-18,245.516
2001-09-19,245.774
2001-09-20,233.555
2001-09-21,228.7
2001-09-24,236.441
2001-09-25,243.19
2001-09-26,244.65
2001-09-27,248.594
2001-09-28,253.51
2001-10-01,251.936
2001-10-02,250.331
2001-10-03,251.615
2001-10-04,257.531
2001-10-05,259.26
2001-10-08,258.736
2001-10-09,260.233
2001-10-10,262.829
2001-10-11,268.898
2001-10-12,270.063
2001-10-15,269.832
2001-10-16,273.804
2001-10-17,274.709
2001-10-18,273.193
2001-10-19,271.593
2001-10-22,272.434
2001-10-23,277.024
2001-10-24,279.754
2001-10-25,278.793
2001-10-26,282.427
2001-10-29,281.391
2001-10-30,277.871
2001-10-31,277.433
2001-11-01,280.252
2001-11-02,279.588
2001-11-05,282.719
2001-11-06,285.464
2001-11-07,289.191
2001-11-08,288.566
2001-11-09,288.512
2001-11-12,287.674
2001-11-13,291.132
2001-11-14,293.824
2001-11-15,295.737
2001-11-16,301.113
2001-11-19,301.841
2001-11-20,298.679
2001-11-21,296.507
2001-11-22,298.942
2001-11-23,298.259
2001-11-26,300.044
2001-11-27,300.696
2001-11-28,295.231
2001-11-29,293.448
2001-11-30,296.435
2001-12-03,294.255
2001-12-04,296.586
2001-12-05,300.104
2001-12-06,301.93
2001-12-07,295.204
2001-12-10,293.264
2001-12-11,293.958
2001-12-12,295.049
2001-12-13,291.731
2001-12-14,290.091
2001-12-17,294.485
2001-12-18,295.516
2001-12-19,294.028
2001-12-20,291.799
2001-12-21,290.278
2001-12-24,287.382
2001-12-25,287.382
2001-12-26,287.627
2001-12-27,293.636
2001-12-28,295.188
2001-12-31,298.066
2002-01-01,298.066
2002-01-02,300.683
2002-01-03,304.287
2002-01-04,303.713
2002-01-07,302.15
2002-01-08,298.901
2002-01-09,298.074
2002-01-10,298.598
2002-01-11,296.458
2002-01-14,294.468
2002-01-15,293.774
2002-01-16,288.848
2002-01-17,292.941
2002-01-18,294.292
2002-01-21,294.219
2002-01-22,294.016
2002-01-23,295.955
2002-01-24,295.817
2002-01-25,291.684
2002-01-28,291.077
2002-01-29,289.947
2002-01-30,291.216
2002-01-31,291.728
2002-02-01,291.822
2002-02-04,294.689
2002-02-05,293.26
2002-02-06,290.632
2002-02-07,285.008
2002-02-08,283.756
2002-02-11,290.349
2002-02-12,288.293
2002-02-13,288.532
2002-02-14,288.268
2002-02-15,289.471
2002-02-18,286.811
2002-02-19,283.867
2002-02-20,282.627
2002-02-21,285.39
2002-02-22,286.978
2002-02-25,287.334
2002-02-26,287.962
2002-02-27,288.359
2002-02-28,289.708
2002-03-01,292.321
2002-03-04,297.74
2002-03-05,294.575
2002-03-06,297.766
2002-03-07,301.501
2002-03-08,301.647
2002-03-11,302.009
2002-03-12,298.718
2002-03-13,297.283
2002-03-14,300.356
2002-03-15,301.554
2002-03-18,304.205
2002-03-19,305.044
2002-03-20,304.838
2002-03-21,303.517
2002-03-22,303.224
2002-03-25,301.361
2002-03-26,302.249
2002-03-27,300.937
2002-03-28,304.013
2002-03-29,304.013
2002-04-01,306.505
2002-04-02,304.755
2002-04-03,301.891
2002-04-04,302.001
2002-04-05,303.55
2002-04-08,298.703
2002-04-09,302.286
2002-04-10,304.959
2002-04-11,304.078
2002-04-12,301.859
2002-04-15,303.269
2002-04-16,306.773
2002-04-17,307.21
2002-04-18,306.338
2002-04-19,305.36
2002-04-22,302.774
2002-04-23,303.348
2002-04-24,303.402
2002-04-25,302.335
2002-04-26,298.202
2002-04-29,298.359
2002-04-30,297.874
2002-05-01,299.56
2002-05-02,298.595
2002-05-03,299.251
2002-05-06,301.279
2002-05-07,299.121
2002-05-08,300.315
2002-05-09,298.107
2002-05-10,297.76
2002-05-13,299.44
2002-05-14,299.766
2002-05-15,303.381
2002-05-16,299.785
2002-05-17,300.225
2002-05-20,301.704
2002-05-21,300.733
2002-05-22,301.1
2002-05-23,297.194
2002-05-24,297.814
2002-05-27,298.248
2002-05-28,300.749
2002-05-29,301.039
2002-05-30,300.212
2002-05-31,300.446
2002-06-03,299.225
2002-06-04,295.188
2002-06-05,294.543
2002-06-06,294.907
2002-06-07,292.546
2002-06-10,290.679
2002-06-11,292.608
2002-06-12,290.382
2002-06-13,285.915
2002-06-14,278.742
2002-06-17,286.515
2002-06-18,284.534
2002-06-19,283.147
2002-06-20,282.405
2002-06-21,283.473
2002-06-24,279.322
2002-06-25,282.188
2002-06-26,281.22
2002-06-27,284.583
2002-06-28,296.622
2002-07-01,291.784
2002-07-02,288.646
2002-07-03,285.455
2002-07-04,285.212
2002-07-05,292.35
2002-07-08,297.228
2002-07-09,294.339
2002-07-10,285.765
2002-07-11,273.635
2002-07-12,275.18
2002-07-15,271.812
2002-07-16,270.302
2002-07-17,274.545
2002-07-18,275.429
2002-07-19,271.046
2002-07-22,260.255
2002-07-23,249.95
2002-07-24,249.884
2002-07-25,250.069
2002-07-26,254.106
2002-07-29,264.672
2002-07-30,266.065
2002-07-31,259.592
2002-08-01,259.729
2002-08-02,259.009
2002-08-05,248.519
2002-08-06,249.189
2002-08-07,256.507
2002-08-08,263.384
2002-08-09,265.547
2002-08-12,263.074
2002-08-13,259.087
2002-08-14,256.59
2002-08-15,257.089
2002-08-16,258.294
2002-08-19,260.957
2002-08-20,257.797
2002-08-21,264.321
2002-08-22,266.316
2002-08-23,265.854
2002-08-26,263.501
2002-08-27,266.271
2002-08-28,260.515
2002-08-29,257.196
2002-08-30,257.91
2002-09-02,253.324
2002-09-03,247.973
2002-09-04,247.441
2002-09-05,239.272
2002-09-06,245.115
2002-09-09,241.743
2002-09-10,243.989
2002-09-11,245.645
2002-09-12,242.26
2002-09-13,240.869
2002-09-16,234.71
2002-09-17,233.916
2002-09-18,230.703
2002-09-19,227.409
2002-09-20,229.058
2002-09-23,228.269
2002-09-24,221.531
2002-09-25,223.979
2002-09-26,231.843
2002-09-27,231.404
2002-09-30,222.888
2002-10-01,221.846
2002-10-02,226.454
2002-10-03,224.274
2002-10-04,221.502
2002-10-07,218.653
2002-10-08,217.335
2002-10-09,217.211
2002-10-10,220.95
2002-10-11,235.208
2002-10-14,239.515
2002-10-15,251.342
2002-10-16,249.843
2002-10-17,252.219
2002-10-18,251.354
2002-10-21,253.104
2002-10-22,254.851
2002-10-23,247.866
2002-10-24,255.232
2002-10-25,258.651
2002-10-28,262.471
2002-10-29,254.695
2002-10-30,258.434
2002-10-31,261.486
2002-11-01,259.687
2002-11-04,268.384
2002-11-05,272.492
2002-11-06,270.863
2002-11-07,267.937
2002-11-08,266.719
2002-11-11,263.54
2002-11-12,264.377
2002-11-13,262.595
2002-11-14,263.595
2002-11-15,262.975
2002-11-18,261.501
2002-11-19,260.993
2002-11-20,256.549
2002-11-21,257.102
2002-11-22,258.575
2002-11-25,256.912
2002-11-26,255.038
2002-11-27,257.082
2002-11-28,259.526
2002-11-29,257.725
2002-12-02,256.253
2002-12-03,256.435
2002-12-04,259.46
2002-12-05,259.923
2002-12-06,258.889
2002-12-09,249.591
2002-12-10,252.861
2002-12-11,263.428
2002-12-12,261.6
2002-12-13,259.91
2002-12-16,263.034
2002-12-17,264.384
2002-12-18,261.306
2002-12-19,256.091
2002-12-20,261.188
2002-12-23,258.125
2002-12-24,259.193
2002-12-25,259.193
2002-12-26,259.847
2002-12-27,257.049
2002-12-30,259.994
2002-12-31,261.014
2003-01-01,261.014
2003-01-02,261.806
2003-01-03,255.746
2003-01-06,255.231
2003-01-07,252.1
2003-01-08,244.883
2003-01-09,246.958
2003-01-10,250.008
2003-01-13,250.8
2003-01-14,253.905
2003-01-15,250.696
2003-01-16,252.965
2003-01-17,251.692
2003-01-20,253.441
2003-01-21,251.079
2003-01-22,249.935
2003-01-23,249.941
2003-01-24,247.406
2003-01-27,244.035
2003-01-28,243.059
2003-01-29,247.097
2003-01-30,245.227
2003-01-31,247.297
2003-02-03,249.881
2003-02-04,246.724
2003-02-05,246.952
2003-02-06,245.504
2003-02-07,241.425
2003-02-10,241.444
2003-02-11,240.084
2003-02-12,236.194
2003-02-13,234.193
2003-02-14,238.699
2003-02-17,236.966
2003-02-18,239.453
2003-02-19,236.909
2003-02-20,238.052
2003-02-21,241.449
2003-02-24,236.347
2003-02-25,232.235
2003-02-26,230.434
2003-02-27,235.141
2003-02-28,238.551
2003-03-03,240.215
2003-03-04,236.726
2003-03-05,234.13
2003-03-06,235.266
2003-03-07,237.848
2003-03-10,232.328
2003-03-11,233.31
2003-03-12,231.091
2003-03-13,234.103
2003-03-14,237.329
2003-03-17,236.498
2003-03-18,237.925
2003-03-19,240.858
2003-03-20,244.04
2003-03-21,249.77
2003-03-24,243.104
2003-03-25,249.901
2003-03-26,249.735
2003-03-27,249.45
2003-03-28,245.03
2003-03-31,246.177
2003-04-01,249.351
2003-04-02,253.097
2003-04-03,255.261
2003-04-04,258.762
2003-04-07,263.6
2003-04-08,266.812
2003-04-09,265.104
2003-04-10,265.403
2003-04-11,264.452
2003-04-14,263.511
2003-04-15,265.219
2003-04-16,266.694
2003-04-17,267.949
2003-04-18,267.949
2003-04-21,266.794
2003-04-22,272.066
2003-04-23,276.028
2003-04-24,274.833
2003-04-25,271.161
2003-04-28,271.647
2003-04-29,270.7
2003-04-30,273.366
2003-05-01,275.877
2003-05-02,277.275
2003-05-05,283.182
2003-05-06,289.463
2003-05-07,286.341
2003-05-08,280.481
2003-05-09,283.962
2003-05-12,287.867
2003-05-13,286.918
2003-05-14,284.751
2003-05-15,288.808
2003-05-16,291.644
2003-05-19,287.898
2003-05-20,287.161
2003-05-21,290.588
2003-05-22,296.885
2003-05-23,301.352
2003-05-26,300.237
2003-05-27,305.863
2003-05-28,302.364
2003-05-29,302.976
2003-05-30,306.378
2003-06-02,307.624
2003-06-03,304.616
2003-06-04,307.739
2003-06-05,314.527
2003-06-06,318.599
2003-06-09,315.681
2003-06-10,321.207
2003-06-11,329.959
2003-06-12,334.859
2003-06-13,327.381
2003-06-16,340.38
2003-06-17,337.115
2003-06-18,332.841
2003-06-19,328.993
2003-06-20,327.559
2003-06-23,318.043
2003-06-24,318.575
2003-06-25,322.278
2003-06-26,322.592
2003-06-27,319.775
2003-06-30,324.581
2003-07-01,321.772
2003-07-02,327.751
2003-07-03,327.562
2003-07-04,328.102
2003-07-07,331.739
2003-07-08,330.941
2003-07-09,328.197
2003-07-10,324.381
2003-07-11,329.275
2003-07-14,335.498
2003-07-15,334.232
2003-07-16,335.222
2003-07-17,329.227
2003-07-18,334.736
2003-07-21,334.107
2003-07-22,334.836
2003-07-23,337.181
2003-07-24,344.278
2003-07-25,345.151
2003-07-28,346.183
2003-07-29,346.245
2003-07-30,340.226
2003-07-31,338.468
2003-08-01,336.874
2003-08-04,339.139
2003-08-05,339.836
2003-08-06,331.971
2003-08-07,325.064
2003-08-08,319.136
2003-08-11,320.541
2003-08-12,325.381
2003-08-13,330.767
2003-08-14,333.542
2003-08-15,331.303
2003-08-18,330.557
2003-08-19,325.352
2003-08-20,326.129
2003-08-21,330.419
2003-08-22,329.449
2003-08-25,327.114
2003-08-26,320.549
2003-08-27,326.776
2003-08-28,328.237
2003-08-29,331.528
2003-09-01,335.931
2003-09-02,332.235
2003-09-03,335.123
2003-09-04,338.162
2003-09-05,342.583
2003-09-08,350.729
2003-09-09,350.793
2003-09-10,347.866
2003-09-11,348.61
2003-09-12,348.667
2003-09-15,347.742
2003-09-16,346.47
2003-09-17,349.026
2003-09-18,354.926
2003-09-19,358.273
2003-09-22,352.34
2003-09-23,353.71
2003-09-24,349.504
2003-09-25,348.278
2003-09-26,342.781
2003-09-29,345.382
2003-09-30,340.807
2003-10-01,350.039
2003-10-02,351.161
2003-10-03,359.488
2003-10-06,358.951
2003-10-07,357.296
2003-10-08,361.61
2003-10-09,366.636
2003-10-10,372.329
2003-10-13,375.212
2003-10-14,371.842
2003-10-15,374.939
2003-10-16,376.812
2003-10-17,368.769
2003-10-20,374.161
2003-10-21,379.642
2003-10-22,372.548
2003-10-23,370.035
2003-10-24,369.296
2003-10-27,373.495
2003-10-28,376.181
2003-10-29,378.325
2003-10-30,380.531
2003-10-31,381.054
2003-11-03,382.806
2003-11-04,381.125
2003-11-05,373.203
2003-11-06,371.086
2003-11-07,370.053
2003-11-10,363.761
2003-11-11,359.21
2003-11-12,364.88
2003-11-13,368.175
2003-11-14,370.907
2003-11-17,363.041
2003-11-18,370.508
2003-11-19,369.679
2003-11-20,366.008
2003-11-21,366.312
2003-11-24,369.303
2003-11-25,371.75
2003-11-26,372.778
2003-11-27,372.426
2003-11-28,376.106
2003-12-01,380.591
2003-12-02,384.059
2003-12-03,386.506
2003-12-04,378.719
2003-12-05,376.896
2003-12-08,375.653
2003-12-09,375.367
2003-12-10,373.919
2003-12-11,375.003
2003-12-12,381.201
2003-12-15,385.118
2003-12-16,380.976
2003-12-17,383.727
2003-12-18,387.864
2003-12-19,385.342
2003-12-22,384.035
2003-12-23,386.104
2003-12-24,387.192
2003-12-25,387.192
2003-12-26,387.036
2003-12-29,393.446
2003-12-30,395.333
2003-12-31,397.951
2004-01-01,397.951
2004-01-02,407.563
2004-01-05,412.052
2004-01-06,414.098
2004-01-07,414.337
2004-01-08,418.297
2004-01-09,421.527
2004-01-12,412.107
2004-01-13,411.553
2004-01-14,410.588
2004-01-15,407.504
2004-01-16,408.571
2004-01-19,412.888
2004-01-20,417.827
2004-01-21,421.29
2004-01-22,422.027
2004-01-23,419.742
2004-01-26,415.437
2004-01-27,418.759
2004-01-28,419.719
2004-01-29,406.218
2004-01-30,408.48
2004-02-02,412.985
2004-02-03,417.716
2004-02-04,412.117
2004-02-05,414.452
2004-02-06,422.986
2004-02-09,424.508
2004-02-10,426.515
2004-02-11,424.64
2004-02-12,429.069
2004-02-13,426.2
2004-02-16,426.592
2004-02-17,429.894
2004-02-18,429.587
2004-02-19,428.255
2004-02-20,416.984
2004-02-23,415.348
2004-02-24,414.379
2004-02-25,414.198
2004-02-26,407.367
2004-02-27,410.293
2004-03-01,414.894
2004-03-02,415.258
2004-03-03,405.872
2004-03-04,411.598
2004-03-05,425.575
2004-03-08,424.272
2004-03-09,422.376
2004-03-10,412.308
2004-03-11,401.526
2004-03-12,401.807
2004-03-15,396.662
2004-03-16,397.634
2004-03-17,399.628
2004-03-18,403.438
2004-03-19,403.977
2004-03-22,394.869
2004-03-23,389.81
2004-03-24,387.885
2004-03-25,393.031
2004-03-26,390.985
2004-03-29,401.011
2004-03-30,403.121
2004-03-31,411.454
2004-04-01,420.936
2004-04-02,417.844
2004-04-05,419.067
2004-04-06,419.415
2004-04-07,422.809
2004-04-08,420.919
2004-04-09,420.919
2004-04-12,419.736
2004-04-13,417.006
2004-04-14,411.658
2004-04-15,408.464
2004-04-16,409.212
2004-04-19,411.237
2004-04-20,412.151
2004-04-21,403.384
2004-04-22,405.737
2004-04-23,406.858
2004-04-26,408.5
2004-04-27,407.89
2004-04-28,398.55
2004-04-29,397.069
2004-04-30,398.854
2004-05-03,399.676
2004-05-04,404.749
2004-05-05,404.238
2004-05-06,392.002
2004-05-07,388.394
2004-05-10,373.614
2004-05-11,378.909
2004-05-12,378.877
2004-05-13,380.293
2004-05-14,376.938
2004-05-17,374.837
2004-05-18,381.677
2004-05-19,392.034
2004-05-20,384.378
2004-05-21,389.15
2004-05-24,390.429
2004-05-25,393.689
2004-05-26,398.582
2004-05-27,409.913
2004-05-28,409.119
2004-05-31,409.96
2004-06-01,404.417
2004-06-02,406.399
2004-06-03,408.157
2004-06-04,411.555
2004-06-07,416.424
2004-06-08,414.989
2004-06-09,406.501
2004-06-10,407.746
2004-06-11,403.541
2004-06-14,400.821
2004-06-15,403.169
2004-06-16,403.345
2004-06-17,402.6
2004-06-18,405.846
2004-06-21,405.519
2004-06-22,402.159
2004-06-23,402.204
2004-06-24,407.71
2004-06-25,406.459
2004-06-28,411.507
2004-06-29,408.788
2004-06-30,409.069
2004-07-01,407.088
2004-07-02,410.019
2004-07-05,408.776
2004-07-06,404.153
2004-07-07,405.531
2004-07-08,403.37
2004-07-09,401.958
2004-07-12,398.204
2004-07-13,395.884
2004-07-14,397.037
2004-07-15,391.732
2004-07-16,395.645
2004-07-19,391.906
2004-07-20,395.6
2004-07-21,394.387
2004-07-22,389.493
2004-07-23,383.634
2004-07-26,382.556
2004-07-27,383.342
2004-07-28,381.574
2004-07-29,388.088
2004-07-30,386.008
2004-08-02,385.098
2004-08-03,386.007
2004-08-04,379.344
2004-08-05,382.578
2004-08-06,379.516
2004-08-09,376.089
2004-08-10,384.748
2004-08-11,379.066
2004-08-12,376.612
2004-08-13,379.38
2004-08-16,385.85
2004-08-17,386.803
2004-08-18,387.288
2004-08-19,388.877
2004-08-20,385.007
2004-08-23,384.813
2004-08-24,381.869
2004-08-25,382.434
2004-08-26,386.857
2004-08-27,385.886
2004-08-30,385.088
2004-08-31,384.013
2004-09-01,388.33
2004-09-02,385.465
2004-09-03,383.666
2004-09-06,387.711
2004-09-07,390.37
2004-09-08,390.227
2004-09-09,390.76
2004-09-10,398.917
2004-09-13,403.355
2004-09-14,404.421
2004-09-15,398.266
2004-09-16,402.343
2004-09-17,405.453
2004-09-20,404.602
2004-09-21,411.511
2004-09-22,410.293
2004-09-23,407.499
2004-09-24,407.098
2004-09-27,402.659
2004-09-28,402.825
2004-09-29,404.995
2004-09-30,405.547
2004-10-01,410.576
2004-10-04,412.895
2004-10-05,414.987
2004-10-06,413.161
2004-10-07,409.959
2004-10-08,412.126
2004-10-11,410.582
2004-10-12,404.297
2004-10-13,404.374
2004-10-14,405.185
2004-10-15,409.148
2004-10-18,407.84
2004-10-19,410.18
2004-10-20,410.37
2004-10-21,410.023
2004-10-22,410.7
2004-10-25,406.204
2004-10-26,408.798
2004-10-27,414.747
2004-10-28,413.099
2004-10-29,411.323
2004-11-01,415.394
2004-11-02,416.354
2004-11-03,418.724
2004-11-04,419.732
2004-11-05,423.788
2004-11-08,425.698
2004-11-09,423.345
2004-11-10,428.307
2004-11-11,430.753
2004-11-12,429.345
2004-11-15,429.864
2004-11-16,428.653
2004-11-17,436.245
2004-11-18,438.107
2004-11-19,438.746
2004-11-22,434.318
2004-11-23,433.279
2004-11-24,437.15
2004-11-25,442.245
2004-11-26,443.415
2004-11-29,445.993
2004-11-30,444.66
2004-12-01,449.74
2004-12-02,452.396
2004-12-03,456.019
2004-12-06,454.438
2004-12-07,454.901
2004-12-08,448.773
2004-12-09,442.491
2004-12-10,440.532
2004-12-13,445.715
2004-12-14,446.548
2004-12-15,450.852
2004-12-16,446.604
2004-12-17,443.931
2004-12-20,448.784
2004-12-21,448.868
2004-12-22,451.433
2004-12-23,456.912
2004-12-24,458.096
2004-12-27,459.306
2004-12-28,459.878
2004-12-29,455.979
2004-12-30,460.153
2004-12-31,458.887
2005-01-03,462.006
2005-01-04,457.663
2005-01-05,454.242
2005-01-06,452.806
2005-01-07,447.91
2005-01-10,449.359
2005-01-11,448.012
2005-01-12,448.334
2005-01-13,444.689
2005-01-14,442.23
2005-01-17,444.387
2005-01-18,443.778
2005-01-19,445.29
2005-01-20,439.243
2005-01-21,441.74
2005-01-24,443.265
2005-01-25,443.175
2005-01-26,449.172
2005-01-27,446.736
2005-01-28,443.842
2005-01-31,450.948
2005-02-01,452.295
2005-02-02,454.779
2005-02-03,450.114
2005-02-04,455.813
2005-02-07,454.983
2005-02-08,453.462
2005-02-09,451.86
2005-02-10,450.989
2005-02-11,455.589
2005-02-14,459.461
2005-02-15,456.654
2005-02-16,457.714
2005-02-17,462.816
2005-02-18,464.715
2005-02-21,466.308
2005-02-22,468.838
2005-02-23,466.837
2005-02-24,468.722
2005-02-25,474.046
2005-02-28,477.476
2005-03-01,479.861
2005-03-02,480.22
2005-03-03,477.305
2005-03-04,485.362
2005-03-07,481.586
2005-03-08,484.613
2005-03-09,489.178
2005-03-10,488.778
2005-03-11,491.958
2005-03-14,490.895
2005-03-15,487.683
2005-03-16,487.039
2005-03-17,483.169
2005-03-18,482.563
2005-03-21,480.43
2005-03-22,482.045
2005-03-23,475.065
2005-03-24,476.707
2005-03-25,476.707
2005-03-28,473.361
2005-03-29,472.245
2005-03-30,475.039
2005-03-31,480.907
2005-04-01,486.662
2005-04-04,479.295
2005-04-05,481.209
2005-04-06,483.915
2005-04-07,485.816
2005-04-08,488.434
2005-04-11,490.9
2005-04-12,486.113
2005-04-13,488.13
2005-04-14,485.105
2005-04-15,481.113
2005-04-18,474.147
2005-04-19,474.868
2005-04-20,476.72
2005-04-21,476.691
2005-04-22,478.321
2005-04-25,476.696
2005-04-26,471.463
2005-04-27,465.463
2005-04-28,459.322
2005-04-29,457.686
2005-05-02,463.635
2005-05-03,468.258
2005-05-04,466.776
2005-05-05,472.649
2005-05-06,468.641
2005-05-09,469.656
2005-05-10,472.584
2005-05-11,471.827
2005-05-12,470.386
2005-05-13,467.23
2005-05-16,465.109
2005-05-17,461.95
2005-05-18,470.097
2005-05-19,472.613
2005-05-20,470.698
2005-05-23,475.061
2005-05-24,472.426
2005-05-25,474.066
2005-05-26,474.712
2005-05-27,475.892
2005-05-30,475.05
2005-05-31,470.189
2005-06-01,472.842
2005-06-02,474.888
2005-06-03,475.545
2005-06-06,473.246
2005-06-07,476.578
2005-06-08,480.242
2005-06-09,475.588
2005-06-10,478.094
2005-06-13,476.403
2005-06-14,475.605
2005-06-15,474.309
2005-06-16,476.635
2005-06-17,484.101
2005-06-20,479.204
2005-06-21,481.57
2005-06-22,485.01
2005-06-23,481.61
2005-06-24,477.272
2005-06-27,474.501
2005-06-28,475.382
2005-06-29,477.703
2005-06-30,476.75
2005-07-01,472.469
2005-07-04,471.17
2005-07-05,470.367
2005-07-06,474.418
2005-07-07,469.29
2005-07-08,476.596
2005-07-11,485.97
2005-07-12,490.257
2005-07-13,490.222
2005-07-14,493.683
2005-07-15,491.937
2005-07-18,493.97
2005-07-19,496.812
2005-07-20,498.044
2005-07-21,504.431
2005-07-22,502.791
2005-07-25,498.589
2005-07-26,495.807
2005-07-27,496.12
2005-07-28,501.661
2005-07-29,504.555
2005-08-01,509.032
2005-08-02,511.833
2005-08-03,522.738
2005-08-04,523.958
2005-08-05,516.516
2005-08-08,518.823
2005-08-09,522.365
2005-08-10,531.323
2005-08-11,532.525
2005-08-12,529.955
2005-08-15,525.495
2005-08-16,522.102
2005-08-17,520.899
2005-08-18,515.807
2005-08-19,520.831
2005-08-22,527.541
2005-08-23,522.518
2005-08-24,525.768
2005-08-25,525.253
2005-08-26,519.551
2005-08-29,519.046
2005-08-30,513.71
2005-08-31,522.937
2005-09-01,534.387
2005-09-02,535.234
2005-09-05,537.988
2005-09-06,541.351
2005-09-07,543.563
2005-09-08,544.423
2005-09-09,548.485
2005-09-12,543.088
2005-09-13,535.561
2005-09-14,536.248
2005-09-15,531.144
2005-09-16,533.472
2005-09-19,527.358
2005-09-20,533.482
2005-09-21,527.757
2005-09-22,522.875
2005-09-23,522.884
2005-09-26,527.057
2005-09-27,525.534
2005-09-28,529.802
2005-09-29,528.993
2005-09-30,531.708
2005-10-03,526.346
2005-10-04,533.718
2005-10-05,530.669
2005-10-06,529.656
2005-10-07,529.466
2005-10-10,529.323
2005-10-11,527.558
2005-10-12,525.152
2005-10-13,513.193
2005-10-14,519.361
2005-10-17,519.491
2005-10-18,513.418
2005-10-19,502.052
2005-10-20,503.625
2005-10-21,499.388
2005-10-24,503.745
2005-10-25,505.408
2005-10-26,507.85
2005-10-27,500.596
2005-10-28,498.801
2005-10-31,507.433
2005-11-01,511.434
2005-11-02,518.454
2005-11-03,524.412
2005-11-04,514.175
2005-11-07,515.332
2005-11-08,515.223
2005-11-09,513.596
