Date,EM (EMERGING MARKETS) SMID CAP SMID (Small+Mid Cap)
2001-01-01,230.058
2001-01-02,229.756
2001-01-03,230.187
2001-01-04,236.581
2001-01-05,238.313
2001-01-08,239.473
2001-01-09,241.776
2001-01-10,241.537
2001-01-11,241.528
2001-01-12,242.62
2001-01-15,243.531
2001-01-16,244.421
2001-01-17,245.637
2001-01-18,247.037
2001-01-19,250.361
2001-01-22,252.654
2001-01-23,253.322
2001-01-24,253.279
2001-01-25,253.75
2001-01-26,252.946
2001-01-29,252.102
2001-01-30,253.188
2001-01-31,256.187
2001-02-01,255.363
2001-02-02,257.256
2001-02-05,254.732
2001-02-06,254.515
2001-02-07,250.627
2001-02-08,252.303
2001-02-09,253.635
2001-02-12,254.341
2001-02-13,255.323
2001-02-14,254.789
2001-02-15,256.473
2001-02-16,254.503
2001-02-19,252.168
2001-02-20,253.157
2001-02-21,248.412
2001-02-22,243.387
2001-02-23,242.166
2001-02-26,244.926
2001-02-27,244.23
2001-02-28,243.469
2001-03-01,242.488
2001-03-02,240.678
2001-03-05,241.438
2001-03-06,242.387
2001-03-07,242.93
2001-03-08,242.633
2001-03-09,240.43
2001-03-12,234.056
2001-03-13,230.885
2001-03-14,229.548
2001-03-15,229.982
2001-03-16,228.474
2001-03-19,226.27
2001-03-20,227.242
2001-03-21,226.262
2001-03-22,223.732
2001-03-23,224.938
2001-03-26,228.652
2001-03-27,227.994
2001-03-28,226.956
2001-03-29,224.74
2001-03-30,224.347
2001-04-02,220.355
2001-04-03,216.631
2001-04-04,215.431
2001-04-05,217.601
2001-04-06,218.502
2001-04-09,216.833
2001-04-10,217.273
2001-04-11,219.048
2001-04-12,220.331
2001-04-13,220.888
2001-04-16,219.985
2001-04-17,219.317
2001-04-18,224.284
2001-04-19,225.77
2001-04-20,224.318
2001-04-23,224.246
2001-04-24,225.253
2001-04-25,224.912
2001-04-26,226.074
2001-04-27,227.032
2001-04-30,228.432
2001-05-01,228.35
2001-05-02,229.41
2001-05-03,229.934
2001-05-04,229.213
2001-05-07,229.356
2001-05-08,228.15
2001-05-09,227.74
2001-05-10,227.694
2001-05-11,227.831
2001-05-14,226.907
2001-05-15,226.528
2001-05-16,227.218
2001-05-17,230.5
2001-05-18,230.994
2001-05-21,231.018
2001-05-22,232.063
2001-05-23,233.969
2001-05-24,235.164
2001-05-25,234.754
2001-05-28,234.253
2001-05-29,233.574
2001-05-30,232.023
2001-05-31,232.478
2001-06-01,231.199
2001-06-04,231.659
2001-06-05,231.343
2001-06-06,232.685
2001-06-07,232.489
2001-06-08,234.968
2001-06-11,233.935
