Date,EM (EMERGING MARKETS) SMID CAP SMID (Small+Mid Cap)
2001-06-12,233.489
2001-06-13,233.477
2001-06-14,232.4
2001-06-15,232.299
2001-06-18,228.651
2001-06-19,227.783
2001-06-20,226.904
2001-06-21,227.964
2001-06-22,228.681
2001-06-25,228.612
2001-06-26,227.814
2001-06-27,227.67
2001-06-28,226.846
2001-06-29,228.547
2001-07-02,228.176
2001-07-03,227.286
2001-07-04,225.439
2001-07-05,224.198
2001-07-06,221.466
2001-07-09,220.312
2001-07-10,219.031
2001-07-11,214.498
2001-07-12,216.644
2001-07-13,215.096
2001-07-16,213.905
2001-07-17,214.005
2001-07-18,213.807
2001-07-19,213.956
2001-07-20,213.905
2001-07-23,213.71
2001-07-24,212.965
2001-07-25,212.096
2001-07-26,214.396
2001-07-27,214.65
2001-07-30,215.218
2001-07-31,214.729
2001-08-01,215.386
2001-08-02,217.361
2001-08-03,218.524
2001-08-06,217.18
2001-08-07,216.879
2001-08-08,217.541
2001-08-09,216.122
2001-08-10,216.651
2001-08-13,217.531
2001-08-14,219.353
2001-08-15,219.879
2001-08-16,220.955
2001-08-17,220.425
2001-08-20,219.084
2001-08-21,219.286
2001-08-22,219.433
2001-08-23,219.212
2001-08-24,219.361
2001-08-27,220.727
2001-08-28,220.172
2001-08-29,220.268
2001-08-30,219.258
2001-08-31,218.171
2001-09-03,216.729
2001-09-04,217.248
2001-09-05,216.538
2001-09-06,215.743
2001-09-07,215.097
2001-09-10,213.057
2001-09-11,207.904
2001-09-12,203.17
2001-09-13,199.421
2001-09-14,192.733
2001-09-17,186.249
2001-09-18,187.923
2001-09-19,190.4
2001-09-20,186.572
2001-09-21,182.366
2001-09-24,183.736
2001-09-25,183.298
2001-09-26,183.753
2001-09-27,184.103
2001-09-28,186.109
2001-10-01,185.185
2001-10-02,183.607
2001-10-03,182.624
2001-10-04,184.977
2001-10-05,185.098
2001-10-08,182.588
2001-10-09,185.072
2001-10-10,185.877
2001-10-11,189.632
2001-10-12,188.896
2001-10-15,188.986
2001-10-16,190.407
2001-10-17,191.569
2001-10-18,190.764
2001-10-19,191.235
2001-10-22,192.575
2001-10-23,193.169
2001-10-24,194.169
2001-10-25,194.151
2001-10-26,195.224
2001-10-29,194.953
2001-10-30,192.703
2001-10-31,193.368
2001-11-01,193.928
2001-11-02,195.02
2001-11-05,197.507
2001-11-06,198.052
2001-11-07,197.87
2001-11-08,199.878
2001-11-09,199.674
2001-11-12,200.676
2001-11-13,201.634
2001-11-14,204.165
2001-11-15,206.393
2001-11-16,207.624
2001-11-19,210.619
2001-11-20,209.484
2001-11-21,210.239
2001-11-22,211.441
2001-11-23,213.671
2001-11-26,217.865
2001-11-27,217.144
2001-11-28,213.211
2001-11-29,213.093
2001-11-30,214.486
2001-12-03,217.087
2001-12-04,218.313
2001-12-05,221.193
2001-12-06,224.428
2001-12-07,226.291
2001-12-10,227.343
2001-12-11,226.701
2001-12-12,229.482
2001-12-13,226.173
2001-12-14,226.191
2001-12-17,226.332
2001-12-18,223.282
2001-12-19,221.297
2001-12-20,221.977
2001-12-21,220.44
2001-12-24,222.182
2001-12-25,224.459
2001-12-26,225.877
2001-12-27,226.056
2001-12-28,228.099
2001-12-31,230.529
2002-01-01,230.626
2002-01-02,232.958
2002-01-03,234.779
2002-01-04,237.607
2002-01-07,239.853
2002-01-08,238.933
2002-01-09,240.325
2002-01-10,240.078
2002-01-11,238.108
2002-01-14,237.494
2002-01-15,236.072
2002-01-16,234.101
2002-01-17,235.365
2002-01-18,235.986
2002-01-21,238.255
2002-01-22,238.594
2002-01-23,239.719
2002-01-24,240.916
2002-01-25,243.231
2002-01-28,244.474
2002-01-29,242.504
2002-01-30,241.189
2002-01-31,243.405
2002-02-01,243.043
2002-02-04,241.686
2002-02-05,241.833
2002-02-06,244.196
2002-02-07,242.235
2002-02-08,242.737
2002-02-11,242.215
2002-02-12,242.889
2002-02-13,244.103
2002-02-14,246.884
2002-02-15,247.334
2002-02-18,248.314
2002-02-19,246.563
2002-02-20,244.809
2002-02-21,244.309
2002-02-22,243.202
2002-02-25,242.383
2002-02-26,243.546
2002-02-27,247.831
2002-02-28,247.021
2002-03-01,248.918
2002-03-04,254.0
2002-03-05,254.416
2002-03-06,255.959
2002-03-07,256.479
2002-03-08,256.985
2002-03-11,259.026
2002-03-12,258.031
2002-03-13,258.589
2002-03-14,259.828
2002-03-15,260.349
2002-03-18,261.969
2002-03-19,262.578
2002-03-20,263.808
2002-03-21,264.217
2002-03-22,265.633
2002-03-25,264.706
2002-03-26,264.973
2002-03-27,265.393
2002-03-28,265.797
2002-03-29,265.406
2002-04-01,263.954
2002-04-02,265.54
2002-04-03,265.953
2002-04-04,266.459
2002-04-05,268.64
2002-04-08,269.116
2002-04-09,267.443
2002-04-10,268.18
2002-04-11,269.145
2002-04-12,270.444
2002-04-15,271.63
2002-04-16,273.113
2002-04-17,276.713
2002-04-18,276.817
2002-04-19,277.933
2002-04-22,277.139
2002-04-23,275.707
2002-04-24,274.694
2002-04-25,271.677
2002-04-26,272.333
2002-04-29,269.131
2002-04-30,267.689
2002-05-01,267.652
2002-05-02,267.479
2002-05-03,268.632
2002-05-06,266.039
2002-05-07,265.744
2002-05-08,267.989
2002-05-09,267.333
2002-05-10,266.858
2002-05-13,266.005
2002-05-14,266.615
2002-05-15,268.799
2002-05-16,268.486
2002-05-17,269.439
2002-05-20,266.365
2002-05-21,262.302
2002-05-22,262.95
2002-05-23,261.99
2002-05-24,265.334
2002-05-27,266.101
2002-05-28,264.778
2002-05-29,263.754
2002-05-30,263.447
2002-05-31,262.263
2002-06-03,261.012
2002-06-04,260.948
2002-06-05,260.897
2002-06-06,261.094
2002-06-07,257.439
2002-06-10,259.841
2002-06-11,258.785
2002-06-12,258.504
2002-06-13,259.997
2002-06-14,257.443
2002-06-17,256.197
2002-06-18,256.779
2002-06-19,250.193
2002-06-20,249.693
2002-06-21,248.521
2002-06-24,246.394
2002-06-25,243.696
2002-06-26,234.503
2002-06-27,236.917
2002-06-28,243.038
2002-07-01,241.411
2002-07-02,239.728
2002-07-03,240.785
2002-07-04,244.073
2002-07-05,248.173
2002-07-08,249.44
2002-07-09,252.347
2002-07-10,251.067
2002-07-11,247.009
2002-07-12,252.371
2002-07-15,251.256
2002-07-16,249.201
2002-07-17,250.232
2002-07-18,251.405
2002-07-19,248.713
2002-07-22,240.58
2002-07-23,241.997
2002-07-24,235.933
2002-07-25,236.88
2002-07-26,230.374
2002-07-29,231.835
2002-07-30,235.379
2002-07-31,233.545
2002-08-01,232.713
2002-08-02,233.122
2002-08-05,224.702
2002-08-06,222.247
2002-08-07,226.365
2002-08-08,227.889
2002-08-09,229.279
2002-08-12,229.039
2002-08-13,228.946
2002-08-14,231.454
2002-08-15,231.915
2002-08-16,233.519
2002-08-19,233.627
2002-08-20,234.462
2002-08-21,235.829
2002-08-22,236.433
2002-08-23,235.432
2002-08-26,235.373
2002-08-27,235.526
2002-08-28,233.869
2002-08-29,233.044
2002-08-30,234.291
2002-09-02,232.704
2002-09-03,229.511
2002-09-04,227.98
2002-09-05,227.003
2002-09-06,225.664
2002-09-09,225.064
2002-09-10,228.096
2002-09-11,229.784
2002-09-12,230.619
2002-09-13,227.446
2002-09-16,223.152
2002-09-17,227.239
2002-09-18,222.672
2002-09-19,221.887
2002-09-20,220.444
2002-09-23,215.557
2002-09-24,212.758
2002-09-25,210.289
2002-09-26,211.039
2002-09-27,210.742
2002-09-30,207.921
2002-10-01,209.599
2002-10-02,209.262
2002-10-03,207.987
2002-10-04,207.835
2002-10-07,202.919
2002-10-08,203.345
2002-10-09,201.121
2002-10-10,198.714
2002-10-11,198.542
2002-10-14,199.561
2002-10-15,204.726
2002-10-16,206.255
2002-10-17,209.681
2002-10-18,214.092
2002-10-21,214.01
2002-10-22,212.677
2002-10-23,217.762
2002-10-24,217.571
2002-10-25,216.996
2002-10-28,219.104
2002-10-29,216.987
2002-10-30,216.409
2002-10-31,218.686
2002-11-01,217.707
2002-11-04,221.435
2002-11-05,221.536
2002-11-06,224.105
2002-11-07,225.733
2002-11-08,226.649
2002-11-11,224.364
2002-11-12,223.099
2002-11-13,222.428
2002-11-14,223.567
2002-11-15,227.005
2002-11-18,227.613
2002-11-19,226.125
2002-11-20,225.72
2002-11-21,227.319
2002-11-22,229.468
2002-11-25,231.246
2002-11-26,230.594
2002-11-27,231.537
2002-11-28,231.868
2002-11-29,233.787
2002-12-02,235.527
2002-12-03,236.365
2002-12-04,233.806
2002-12-05,234.087
2002-12-06,234.109
2002-12-09,234.269
2002-12-10,233.811
2002-12-11,233.21
2002-12-12,234.155
2002-12-13,233.635
2002-12-16,234.046
2002-12-17,233.915
2002-12-18,233.822
2002-12-19,234.26
2002-12-20,234.779
2002-12-23,232.532
2002-12-24,230.793
2002-12-25,230.23
2002-12-26,230.418
2002-12-27,229.913
2002-12-30,227.6
2002-12-31,228.187
2003-01-01,228.082
2003-01-02,230.026
2003-01-03,233.427
2003-01-06,235.822
2003-01-07,234.718
2003-01-08,236.001
2003-01-09,236.946
2003-01-10,237.863
2003-01-13,240.848
2003-01-14,241.035
2003-01-15,241.871
2003-01-16,240.744
2003-01-17,237.9
2003-01-20,237.969
2003-01-21,236.661
2003-01-22,235.906
2003-01-23,237.586
2003-01-24,234.671
2003-01-27,230.567
2003-01-28,231.772
2003-01-29,231.715
2003-01-30,232.748
2003-01-31,233.614
2003-02-03,234.479
2003-02-04,235.023
2003-02-05,234.833
2003-02-06,232.836
2003-02-07,230.364
2003-02-10,228.331
2003-02-11,228.372
2003-02-12,229.563
2003-02-13,227.004
2003-02-14,226.811
2003-02-17,232.057
2003-02-18,231.726
2003-02-19,230.377
2003-02-20,231.013
2003-02-21,231.51
2003-02-24,232.258
2003-02-25,228.757
2003-02-26,228.749
2003-02-27,228.487
2003-02-28,228.147
2003-03-03,229.546
2003-03-04,228.109
2003-03-05,225.722
2003-03-06,223.549
2003-03-07,221.374
2003-03-10,218.132
2003-03-11,217.019
2003-03-12,217.652
2003-03-13,218.142
2003-03-14,220.084
2003-03-17,215.227
2003-03-18,220.228
2003-03-19,220.401
2003-03-20,224.025
2003-03-21,224.804
2003-03-24,222.943
2003-03-25,221.869
2003-03-26,222.844
2003-03-27,222.55
2003-03-28,222.663
2003-03-31,219.554
2003-04-01,221.198
2003-04-02,222.527
2003-04-03,224.005
2003-04-04,227.126
2003-04-07,231.84
2003-04-08,231.686
2003-04-09,231.271
2003-04-10,232.613
2003-04-11,233.696
2003-04-14,234.483
2003-04-15,236.924
2003-04-16,239.512
2003-04-17,240.373
2003-04-18,242.23
2003-04-21,242.231
2003-04-22,239.387
2003-04-23,238.591
2003-04-24,236.106
2003-04-25,232.131
2003-04-28,232.289
2003-04-29,236.754
2003-04-30,236.202
2003-05-01,236.327
2003-05-02,237.115
2003-05-05,239.837
2003-05-06,240.142
2003-05-07,242.824
2003-05-08,242.029
2003-05-09,244.049
2003-05-12,246.207
2003-05-13,246.345
2003-05-14,245.812
2003-05-15,244.887
2003-05-16,244.497
2003-05-19,242.118
2003-05-20,242.366
2003-05-21,242.762
2003-05-22,244.047
2003-05-23,248.745
2003-05-26,252.428
2003-05-27,251.737
2003-05-28,253.477
2003-05-29,255.065
2003-05-30,256.278
2003-06-02,259.208
2003-06-03,258.659
2003-06-04,259.495
2003-06-05,261.992
2003-06-06,262.662
2003-06-09,263.931
2003-06-10,263.757
2003-06-11,264.592
2003-06-12,267.506
2003-06-13,269.556
2003-06-16,271.58
2003-06-17,274.591
2003-06-18,273.529
2003-06-19,274.593
2003-06-20,273.689
2003-06-23,270.001
2003-06-24,269.476
2003-06-25,271.905
2003-06-26,270.876
2003-06-27,272.31
2003-06-30,272.322
2003-07-01,275.843
2003-07-02,279.377
2003-07-03,280.412
2003-07-04,282.666
2003-07-07,286.219
2003-07-08,286.008
2003-07-09,286.377
2003-07-10,285.643
2003-07-11,285.2
2003-07-14,289.632
2003-07-15,288.118
2003-07-16,287.699
2003-07-17,284.574
2003-07-18,283.088
2003-07-21,281.631
2003-07-22,281.942
2003-07-23,282.414
2003-07-24,284.768
2003-07-25,287.092
2003-07-28,290.198
2003-07-29,288.935
2003-07-30,288.145
2003-07-31,288.499
2003-08-01,289.492
2003-08-04,288.717
2003-08-05,286.726
2003-08-06,285.343
2003-08-07,287.994
2003-08-08,287.855
2003-08-11,288.829
2003-08-12,290.046
2003-08-13,293.69
2003-08-14,295.444
2003-08-15,296.176
2003-08-18,299.225
2003-08-19,298.763
2003-08-20,299.144
2003-08-21,302.32
2003-08-22,302.999
2003-08-25,301.91
2003-08-26,301.638
2003-08-27,302.44
2003-08-28,301.139
2003-08-29,304.228
2003-09-01,306.86
2003-09-02,308.076
2003-09-03,308.756
2003-09-04,307.945
2003-09-05,307.945
2003-09-08,307.518
2003-09-09,306.452
2003-09-10,305.742
2003-09-11,306.677
2003-09-12,307.44
2003-09-15,306.09
2003-09-16,308.195
2003-09-17,309.347
2003-09-18,308.97
2003-09-19,309.1
2003-09-22,306.454
2003-09-23,308.629
2003-09-24,310.621
2003-09-25,308.62
2003-09-26,306.81
2003-09-29,306.427
2003-09-30,307.519
2003-10-01,309.492
2003-10-02,313.343
2003-10-03,315.727
2003-10-06,318.62
2003-10-07,320.172
2003-10-08,321.482
2003-10-09,325.726
2003-10-10,328.714
2003-10-13,330.53
2003-10-14,329.217
2003-10-15,329.823
2003-10-16,333.091
2003-10-17,331.114
2003-10-20,332.392
2003-10-21,331.748
2003-10-22,331.479
2003-10-23,325.985
2003-10-24,326.74
2003-10-27,327.309
2003-10-28,330.959
2003-10-29,331.712
2003-10-30,334.117
2003-10-31,334.401
2003-11-03,339.146
2003-11-04,340.5
2003-11-05,341.907
2003-11-06,338.812
2003-11-07,341.427
2003-11-10,340.894
2003-11-11,339.107
2003-11-12,340.809
2003-11-13,344.232
2003-11-14,345.579
2003-11-17,341.628
2003-11-18,341.852
2003-11-19,336.251
2003-11-20,334.242
2003-11-21,335.009
2003-11-24,332.898
2003-11-25,335.917
2003-11-26,339.436
2003-11-27,339.355
2003-11-28,343.424
2003-12-01,350.558
2003-12-02,352.026
2003-12-03,353.593
2003-12-04,353.527
2003-12-05,352.664
2003-12-08,351.951
2003-12-09,354.891
2003-12-10,353.66
2003-12-11,354.558
2003-12-12,356.96
2003-12-15,359.951
2003-12-16,357.771
2003-12-17,355.085
2003-12-18,356.019
2003-12-19,355.586
2003-12-22,356.515
2003-12-23,357.155
2003-12-24,358.375
2003-12-25,357.903
2003-12-26,358.786
2003-12-29,361.453
2003-12-30,365.577
2003-12-31,366.838
2004-01-01,367.093
2004-01-02,372.827
2004-01-05,381.225
2004-01-06,379.322
2004-01-07,379.548
2004-01-08,381.727
2004-01-09,385.313
2004-01-12,384.12
2004-01-13,384.288
2004-01-14,382.623
2004-01-15,378.509
2004-01-16,378.458
2004-01-19,379.753
2004-01-20,382.412
2004-01-21,380.825
2004-01-22,380.253
2004-01-23,382.188
2004-01-26,382.561
2004-01-27,384.997
2004-01-28,384.837
2004-01-29,378.331
2004-01-30,378.393
2004-02-02,378.641
2004-02-03,378.658
2004-02-04,378.103
2004-02-05,377.822
2004-02-06,382.196
2004-02-09,387.892
2004-02-10,389.346
2004-02-11,391.349
2004-02-12,394.291
2004-02-13,397.275
2004-02-16,397.432
2004-02-17,400.142
2004-02-18,401.283
2004-02-19,398.306
2004-02-20,396.689
2004-02-23,396.286
2004-02-24,394.553
2004-02-25,395.527
2004-02-26,395.907
2004-02-27,398.694
2004-03-01,403.308
2004-03-02,405.651
2004-03-03,402.107
2004-03-04,404.289
2004-03-05,407.635
2004-03-08,406.983
2004-03-09,407.3
2004-03-10,402.159
2004-03-11,397.941
2004-03-12,395.363
2004-03-15,394.153
2004-03-16,394.25
2004-03-17,396.673
2004-03-18,401.177
2004-03-19,402.88
2004-03-22,394.586
2004-03-23,391.087
2004-03-24,390.716
2004-03-25,388.183
2004-03-26,389.842
2004-03-29,396.798
2004-03-30,399.854
2004-03-31,404.128
2004-04-01,407.813
2004-04-02,409.715
2004-04-05,413.164
2004-04-06,414.42
2004-04-07,414.762
2004-04-08,415.524
2004-04-09,414.68
2004-04-12,417.916
2004-04-13,415.312
2004-04-14,410.948
2004-04-15,407.763
2004-04-16,409.681
2004-04-19,409.505
2004-04-20,409.002
2004-04-21,405.679
2004-04-22,402.606
2004-04-23,405.527
2004-04-26,402.543
2004-04-27,400.488
2004-04-28,394.567
2004-04-29,382.985
2004-04-30,377.416
2004-05-03,374.071
2004-05-04,380.113
2004-05-05,377.671
2004-05-06,372.03
2004-05-07,368.156
2004-05-10,350.646
2004-05-11,352.579
2004-05-12,357.61
2004-05-13,352.675
2004-05-14,346.743
2004-05-17,333.956
2004-05-18,338.193
2004-05-19,350.998
2004-05-20,346.482
2004-05-21,353.08
2004-05-24,356.35
2004-05-25,355.916
2004-05-26,358.396
2004-05-27,363.643
2004-05-28,366.661
2004-05-31,364.132
2004-06-01,364.594
2004-06-02,363.892
2004-06-03,356.511
2004-06-04,358.377
2004-06-07,367.117
2004-06-08,366.48
2004-06-09,364.936
2004-06-10,363.981
2004-06-11,359.486
2004-06-14,352.718
2004-06-15,355.971
2004-06-16,355.262
2004-06-17,355.697
2004-06-18,354.326
2004-06-21,354.647
2004-06-22,353.832
2004-06-23,355.541
2004-06-24,360.644
2004-06-25,362.737
2004-06-28,362.978
2004-06-29,364.479
2004-06-30,367.865
2004-07-01,369.193
2004-07-02,368.386
2004-07-05,367.827
2004-07-06,367.382
2004-07-07,369.395
2004-07-08,366.449
2004-07-09,367.888
2004-07-12,368.617
2004-07-13,367.938
2004-07-14,365.631
2004-07-15,364.314
2004-07-16,366.533
2004-07-19,367.3
2004-07-20,363.316
2004-07-21,363.745
2004-07-22,361.671
2004-07-23,359.489
2004-07-26,357.108
2004-07-27,357.339
2004-07-28,358.103
2004-07-29,356.947
2004-07-30,359.161
2004-08-02,356.051
2004-08-03,355.695
2004-08-04,354.553
2004-08-05,357.48
2004-08-06,357.048
2004-08-09,358.534
2004-08-10,358.818
2004-08-11,355.67
2004-08-12,354.731
2004-08-13,355.023
2004-08-16,354.268
2004-08-17,356.056
2004-08-18,357.697
2004-08-19,362.171
2004-08-20,363.418
2004-08-23,362.942
2004-08-24,364.282
2004-08-25,365.882
2004-08-26,369.876
2004-08-27,369.419
2004-08-30,370.447
2004-08-31,372.696
2004-09-01,376.971
2004-09-02,379.674
2004-09-03,378.476
2004-09-06,379.537
2004-09-07,380.495
2004-09-08,381.647
2004-09-09,382.809
2004-09-10,384.415
2004-09-13,386.942
2004-09-14,389.016
2004-09-15,388.789
2004-09-16,392.449
2004-09-17,392.444
2004-09-20,395.332
2004-09-21,396.717
2004-09-22,393.624
2004-09-23,394.04
2004-09-24,393.96
2004-09-27,392.86
2004-09-28,393.133
2004-09-29,393.611
2004-09-30,395.903
2004-10-01,401.273
2004-10-04,408.464
2004-10-05,407.667
2004-10-06,407.338
2004-10-07,407.824
2004-10-08,410.122
2004-10-11,410.731
2004-10-12,405.097
2004-10-13,403.004
2004-10-14,400.023
2004-10-15,401.099
2004-10-18,401.976
2004-10-19,404.133
2004-10-20,399.971
2004-10-21,400.865
2004-10-22,401.575
2004-10-25,398.857
2004-10-26,398.898
2004-10-27,403.033
2004-10-28,407.159
2004-10-29,407.925
2004-11-01,408.836
2004-11-02,411.984
2004-11-03,418.175
2004-11-04,419.824
2004-11-05,421.992
2004-11-08,420.211
2004-11-09,421.298
2004-11-10,423.851
2004-11-11,424.135
2004-11-12,428.82
2004-11-15,431.4
2004-11-16,431.546
2004-11-17,438.019
2004-11-18,437.513
2004-11-19,437.023
2004-11-22,433.945
2004-11-23,436.953
2004-11-24,441.336
2004-11-25,442.862
2004-11-26,443.675
2004-11-29,446.437
2004-11-30,448.874
2004-12-01,450.731
2004-12-02,452.793
2004-12-03,452.478
2004-12-06,453.981
2004-12-07,451.494
2004-12-08,446.867
2004-12-09,444.666
2004-12-10,442.173
2004-12-13,446.178
2004-12-14,449.168
2004-12-15,453.495
2004-12-16,455.543
2004-12-17,455.529
2004-12-20,458.298
2004-12-21,459.235
2004-12-22,460.164
2004-12-23,461.295
2004-12-24,463.09
2004-12-27,463.912
2004-12-28,465.394
2004-12-29,468.554
2004-12-30,472.607
2004-12-31,476.01
2005-01-03,475.756
2005-01-04,469.122
2005-01-05,464.092
2005-01-06,458.504
2005-01-07,459.023
2005-01-10,459.993
2005-01-11,462.128
2005-01-12,460.253
2005-01-13,462.942
2005-01-14,463.253
2005-01-17,465.529
2005-01-18,463.232
2005-01-19,465.058
2005-01-20,460.578
2005-01-21,461.213
2005-01-24,462.621
2005-01-25,462.154
2005-01-26,466.868
2005-01-27,468.096
2005-01-28,470.827
2005-01-31,475.988
2005-02-01,474.358
2005-02-02,476.73
2005-02-03,478.66
2005-02-04,481.764
2005-02-07,483.459
2005-02-08,481.441
2005-02-09,482.257
2005-02-10,482.298
2005-02-11,485.511
2005-02-14,491.877
2005-02-15,493.15
2005-02-16,494.002
2005-02-17,496.031
2005-02-18,499.048
2005-02-21,501.166
2005-02-22,502.833
2005-02-23,503.345
2005-02-24,507.468
2005-02-25,509.242
2005-02-28,514.443
2005-03-01,514.903
2005-03-02,512.874
2005-03-03,514.487
2005-03-04,517.11
2005-03-07,519.383
2005-03-08,518.418
2005-03-09,520.156
2005-03-10,517.425
2005-03-11,519.749
2005-03-14,513.567
2005-03-15,503.886
2005-03-16,502.65
2005-03-17,499.189
2005-03-18,498.395
2005-03-21,495.185
2005-03-22,491.946
2005-03-23,483.977
2005-03-24,481.353
2005-03-25,484.134
2005-03-28,481.092
2005-03-29,474.024
2005-03-30,475.763
2005-03-31,482.979
2005-04-01,488.983
2005-04-04,484.37
2005-04-05,484.358
2005-04-06,486.572
2005-04-07,488.078
2005-04-08,487.639
2005-04-11,486.201
2005-04-12,484.345
2005-04-13,486.899
2005-04-14,478.095
2005-04-15,472.193
2005-04-18,463.003
2005-04-19,469.841
2005-04-20,470.26
2005-04-21,471.985
2005-04-22,473.404
2005-04-25,473.806
2005-04-26,474.954
2005-04-27,471.568
2005-04-28,467.633
2005-04-29,468.229
2005-05-02,469.383
2005-05-03,470.255
2005-05-04,477.274
2005-05-05,481.791
2005-05-06,484.157
2005-05-09,482.336
2005-05-10,479.355
2005-05-11,476.053
2005-05-12,473.893
2005-05-13,472.374
2005-05-16,469.975
2005-05-17,468.873
2005-05-18,471.225
2005-05-19,475.68
2005-05-20,473.796
2005-05-23,472.717
2005-05-24,474.025
2005-05-25,472.708
2005-05-26,473.709
2005-05-27,479.678
2005-05-30,481.225
2005-05-31,479.34
2005-06-01,478.697
2005-06-02,483.183
2005-06-03,488.104
2005-06-06,488.385
2005-06-07,488.295
2005-06-08,490.481
2005-06-09,487.849
2005-06-10,490.3
2005-06-13,489.25
2005-06-14,488.655
2005-06-15,492.367
2005-06-16,494.194
2005-06-17,497.388
2005-06-20,495.299
2005-06-21,494.117
2005-06-22,498.767
2005-06-23,498.909
2005-06-24,497.854
2005-06-27,495.548
2005-06-28,494.944
2005-06-29,494.916
2005-06-30,494.566
2005-07-01,496.11
2005-07-04,494.221
2005-07-05,491.138
2005-07-06,492.525
2005-07-07,489.546
2005-07-08,490.31
2005-07-11,499.116
2005-07-12,505.842
2005-07-13,507.057
2005-07-14,511.972
2005-07-15,509.972
2005-07-18,511.089
2005-07-19,512.717
2005-07-20,514.519
2005-07-21,517.098
2005-07-22,519.011
2005-07-25,519.364
2005-07-26,516.047
2005-07-27,518.287
2005-07-28,523.366
2005-07-29,523.777
2005-08-01,526.361
2005-08-02,530.434
2005-08-03,535.018
2005-08-04,536.231
2005-08-05,534.84
2005-08-08,532.892
2005-08-09,535.423
2005-08-10,538.725
2005-08-11,538.356
2005-08-12,537.303
2005-08-15,535.639
2005-08-16,533.647
2005-08-17,533.286
2005-08-18,528.509
2005-08-19,525.136
2005-08-22,531.72
2005-08-23,529.594
2005-08-24,524.865
2005-08-25,525.416
2005-08-26,524.65
2005-08-29,518.685
2005-08-30,519.333
2005-08-31,521.823
2005-09-01,528.028
2005-09-02,533.706
2005-09-05,535.32
2005-09-06,535.509
2005-09-07,537.718
2005-09-08,538.623
2005-09-09,540.846
2005-09-12,542.661
2005-09-13,540.475
2005-09-14,542.486
2005-09-15,542.523
2005-09-16,543.194
2005-09-19,543.561
2005-09-20,548.429
2005-09-21,548.58
2005-09-22,545.915
2005-09-23,542.687
2005-09-26,546.025
2005-09-27,546.856
2005-09-28,549.472
2005-09-29,555.309
2005-09-30,559.987
2005-10-03,561.058
2005-10-04,563.895
2005-10-05,558.011
2005-10-06,548.51
2005-10-07,549.163
2005-10-10,552.806
2005-10-11,554.653
2005-10-12,548.345
2005-10-13,538.491
2005-10-14,535.819
2005-10-17,533.717
2005-10-18,530.442
2005-10-19,520.119
2005-10-20,521.581
2005-10-21,524.518
2005-10-24,526.089
2005-10-25,524.869
2005-10-26,523.52
2005-10-27,518.95
2005-10-28,516.501
2005-10-31,525.166
2005-11-01,531.448
2005-11-02,538.184
2005-11-03,540.619
2005-11-04,539.206
