Date,EM (EMERGING MARKETS) SMID CAP SMID (Small+Mid Cap)
2001-01-01,226.385
2001-01-02,226.098
2001-01-03,226.524
2001-01-04,232.816
2001-01-05,234.521
2001-01-08,235.678
2001-01-09,237.945
2001-01-10,237.71
2001-01-11,237.704
2001-01-12,238.778
2001-01-15,239.677
2001-01-16,240.553
2001-01-17,241.751
2001-01-18,243.129
2001-01-19,246.4
2001-01-22,248.659
2001-01-23,249.316
2001-01-24,249.274
2001-01-25,249.738
2001-01-26,248.946
2001-01-29,248.117
2001-01-30,249.188
2001-01-31,252.139
2001-02-01,251.329
2001-02-02,253.191
2001-02-05,250.707
2001-02-06,250.495
2001-02-07,246.668
2001-02-08,248.318
2001-02-09,249.629
2001-02-12,250.324
2001-02-13,251.29
2001-02-14,250.765
2001-02-15,252.423
2001-02-16,250.484
2001-02-19,248.186
2001-02-20,249.16
2001-02-21,244.49
2001-02-22,239.547
2001-02-23,238.346
2001-02-26,241.063
2001-02-27,240.378
2001-02-28,239.629
2001-03-01,238.664
2001-03-02,236.883
2001-03-05,237.632
2001-03-06,238.566
2001-03-07,239.109
2001-03-08,238.825
2001-03-09,236.656
2001-03-12,230.387
2001-03-13,227.267
2001-03-14,225.954
2001-03-15,226.382
2001-03-16,224.9
2001-03-19,222.74
2001-03-20,223.697
2001-03-21,222.746
2001-03-22,220.256
2001-03-23,221.449
2001-03-26,225.132
2001-03-27,224.484
2001-03-28,223.47
2001-03-29,221.289
2001-03-30,220.908
2001-04-02,216.979
2001-04-03,213.314
2001-04-04,212.135
2001-04-05,214.273
2001-04-06,215.161
2001-04-09,213.518
2001-04-10,213.952
2001-04-11,215.702
2001-04-12,216.968
2001-04-13,217.516
2001-04-16,216.629
2001-04-17,215.974
2001-04-18,220.867
2001-04-19,222.331
2001-04-20,220.902
2001-04-23,220.833
2001-04-24,221.825
2001-04-25,221.492
2001-04-26,222.639
2001-04-27,223.583
2001-04-30,224.965
2001-05-01,224.884
2001-05-02,225.941
2001-05-03,226.457
2001-05-04,225.754
2001-05-07,225.902
2001-05-08,224.717
2001-05-09,224.314
2001-05-10,224.273
2001-05-11,224.409
2001-05-14,223.505
2001-05-15,223.132
2001-05-16,223.813
2001-05-17,227.051
2001-05-18,227.546
2001-05-21,227.579
2001-05-22,228.622
2001-05-23,230.502
2001-05-24,231.682
2001-05-25,231.279
2001-05-28,230.791
2001-05-29,230.123
2001-05-30,228.595
2001-05-31,229.051
2001-06-01,227.791
2001-06-04,228.248
2001-06-05,227.94
2001-06-06,229.267
2001-06-07,229.077
2001-06-08,231.52
2001-06-11,230.508
2001-06-12,230.07
2001-06-13,230.07
2001-06-14,229.011
2001-06-15,228.913
2001-06-18,225.326
2001-06-19,224.48
2001-06-20,223.619
2001-06-21,224.667
2001-06-22,225.374
2001-06-25,225.307
2001-06-26,224.522
2001-06-27,224.381
2001-06-28,223.575
2001-06-29,225.252
2001-07-02,224.897
2001-07-03,224.024
2001-07-04,222.208
2001-07-05,220.988
2001-07-06,218.298
2001-07-09,217.164
2001-07-10,215.912
2001-07-11,211.446
2001-07-12,213.565
2001-07-13,212.041
2001-07-16,210.875
2001-07-17,210.978
2001-07-18,210.783
2001-07-19,210.931
2001-07-20,210.881
2001-07-23,210.692
2001-07-24,209.959
2001-07-25,209.105
2001-07-26,211.375
2001-07-27,211.63
2001-07-30,212.19
2001-07-31,211.712
2001-08-01,212.361
2001-08-02,214.317
2001-08-03,215.464
2001-08-06,214.14
2001-08-07,213.847
2001-08-08,214.501
2001-08-09,213.102
2001-08-10,213.625
2001-08-13,214.494
2001-08-14,216.291
2001-08-15,216.816
2001-08-16,217.882
2001-08-17,217.36
2001-08-20,216.038
2001-08-21,216.239
2001-08-22,216.384
2001-08-23,216.167
2001-08-24,216.315
2001-08-27,217.665
2001-08-28,217.12
2001-08-29,217.214
2001-08-30,216.219
2001-08-31,215.147
2001-09-03,213.732
2001-09-04,214.244
2001-09-05,213.544
2001-09-06,212.762
2001-09-07,212.126
2001-09-10,210.116
2001-09-11,205.035
2001-09-12,200.366
2001-09-13,196.671
2001-09-14,190.075
2001-09-17,183.682
2001-09-18,185.333
2001-09-19,187.776
2001-09-20,184.001
2001-09-21,179.853
2001-09-24,181.206
2001-09-25,180.777
2001-09-26,181.226
2001-09-27,181.571
2001-09-28,183.55
2001-10-01,182.638
2001-10-02,181.083
2001-10-03,180.114
2001-10-04,182.435
2001-10-05,182.554
2001-10-08,180.079
2001-10-09,182.528
2001-10-10,183.323
2001-10-11,187.026
2001-10-12,186.3
2001-10-15,186.389
2001-10-16,187.792
2001-10-17,188.938
2001-10-18,188.145
2001-10-19,188.61
2001-10-22,189.934
2001-10-23,190.52
2001-10-24,191.507
2001-10-25,191.489
2001-10-26,192.548
2001-10-29,192.281
2001-10-30,190.063
2001-10-31,190.718
2001-11-01,191.272
2001-11-02,192.348
2001-11-05,194.803
2001-11-06,195.341
2001-11-07,195.161
2001-11-08,197.144
2001-11-09,196.943
2001-11-12,197.932
2001-11-13,198.876
2001-11-14,201.375
2001-11-15,203.575
2001-11-16,204.789
2001-11-19,207.743
2001-11-20,206.624
2001-11-21,207.374
2001-11-22,208.561
2001-11-23,210.76
2001-11-26,214.899
2001-11-27,214.188
2001-11-28,210.308
2001-11-29,210.192
2001-11-30,211.567
2001-12-03,214.135
2001-12-04,215.345
2001-12-05,218.186
2001-12-06,221.377
2001-12-07,223.216
2001-12-10,224.254
2001-12-11,223.621
2001-12-12,226.364
2001-12-13,223.101
2001-12-14,223.119
2001-12-17,223.259
2001-12-18,220.251
2001-12-19,218.295
2001-12-20,218.979
2001-12-21,217.464
2001-12-24,219.183
2001-12-25,221.429
2001-12-26,222.828
2001-12-27,223.021
2001-12-28,225.036
2001-12-31,227.434
2002-01-01,227.53
2002-01-02,229.83
2002-01-03,231.627
2002-01-04,234.417
2002-01-07,236.638
2002-01-08,235.731
2002-01-09,237.105
2002-01-10,236.863
2002-01-11,234.921
2002-01-14,234.315
2002-01-15,232.912
2002-01-16,230.967
2002-01-17,232.215
2002-01-18,232.827
2002-01-21,235.068
2002-01-22,235.402
2002-01-23,236.513
2002-01-24,237.693
2002-01-25,239.977
2002-01-28,241.206
2002-01-29,239.263
2002-01-30,237.965
2002-01-31,240.152
2002-02-01,239.794
2002-02-04,238.463
2002-02-05,238.607
2002-02-06,240.944
2002-02-07,239.01
2002-02-08,239.504
2002-02-11,238.99
2002-02-12,239.655
2002-02-13,240.853
2002-02-14,243.599
2002-02-15,244.047
2002-02-18,245.015
2002-02-19,243.288
2002-02-20,241.561
2002-02-21,241.067
2002-02-22,239.977
2002-02-25,239.168
2002-02-26,240.318
2002-02-27,244.547
2002-02-28,243.747
2002-03-01,245.62
2002-03-04,250.64
2002-03-05,251.055
2002-03-06,252.594
2002-03-07,253.107
2002-03-08,253.621
2002-03-11,255.636
2002-03-12,254.659
2002-03-13,255.213
2002-03-14,256.436
2002-03-15,256.955
2002-03-18,258.557
2002-03-19,259.167
2002-03-20,260.381
2002-03-21,260.775
2002-03-22,262.174
2002-03-25,261.26
2002-03-26,261.523
2002-03-27,261.939
2002-03-28,262.347
2002-03-29,261.961
2002-04-01,260.528
2002-04-02,262.096
2002-04-03,262.507
2002-04-04,263.01
2002-04-05,265.163
2002-04-08,265.637
2002-04-09,263.986
2002-04-10,264.714
2002-04-11,265.668
2002-04-12,266.95
2002-04-15,268.115
2002-04-16,269.584
2002-04-17,273.14
2002-04-18,273.242
2002-04-19,274.345
2002-04-22,273.562
2002-04-23,272.15
2002-04-24,271.151
2002-04-25,268.174
2002-04-26,268.822
2002-04-29,265.665
2002-04-30,264.243
2002-05-01,264.208
2002-05-02,264.037
2002-05-03,265.179
2002-05-06,262.623
2002-05-07,262.335
2002-05-08,264.553
2002-05-09,263.914
2002-05-10,263.448
2002-05-13,262.621
2002-05-14,263.224
2002-05-15,265.38
2002-05-16,265.073
2002-05-17,266.014
2002-05-20,262.98
2002-05-21,258.972
2002-05-22,259.616
2002-05-23,258.67
2002-05-24,261.973
2002-05-27,262.731
2002-05-28,261.431
2002-05-29,260.423
2002-05-30,260.12
2002-05-31,258.956
2002-06-03,257.722
2002-06-04,257.662
2002-06-05,257.613
2002-06-06,257.809
2002-06-07,254.203
2002-06-10,256.574
2002-06-11,255.532
2002-06-12,255.256
2002-06-13,256.732
2002-06-14,254.212
2002-06-17,252.985
2002-06-18,253.56
2002-06-19,247.058
2002-06-20,246.568
2002-06-21,245.412
2002-06-24,243.313
2002-06-25,240.648
2002-06-26,231.587
2002-06-27,233.98
2002-06-28,240.028
2002-07-01,238.423
2002-07-02,236.762
2002-07-03,237.817
2002-07-04,241.068
2002-07-05,245.117
2002-07-08,246.374
2002-07-09,249.257
2002-07-10,248.008
2002-07-11,244.003
2002-07-12,249.302
2002-07-15,248.205
2002-07-16,246.177
2002-07-17,247.197
2002-07-18,248.357
2002-07-19,245.7
2002-07-22,237.67
2002-07-23,239.073
2002-07-24,233.085
2002-07-25,234.025
2002-07-26,227.597
2002-07-29,229.041
2002-07-30,232.543
2002-07-31,230.744
2002-08-01,229.927
2002-08-02,230.334
2002-08-05,222.014
2002-08-06,219.59
2002-08-07,223.659
2002-08-08,225.17
2002-08-09,226.543
2002-08-12,226.316
2002-08-13,226.224
2002-08-14,228.704
2002-08-15,229.169
2002-08-16,230.755
2002-08-19,230.862
2002-08-20,231.688
2002-08-21,233.039
2002-08-22,233.638
2002-08-23,232.649
2002-08-26,232.59
2002-08-27,232.742
2002-08-28,231.107
2002-08-29,230.293
2002-08-30,231.527
2002-09-02,229.966
2002-09-03,226.81
2002-09-04,225.298
2002-09-05,224.333
2002-09-06,223.01
2002-09-09,222.419
2002-09-10,225.419
2002-09-11,227.089
2002-09-12,227.918
2002-09-13,224.782
2002-09-16,220.539
2002-09-17,224.578
2002-09-18,220.064
2002-09-19,219.29
2002-09-20,217.863
2002-09-23,213.034
2002-09-24,210.272
2002-09-25,207.832
2002-09-26,208.574
2002-09-27,208.28
2002-09-30,205.493
2002-10-01,207.151
2002-10-02,206.818
2002-10-03,205.558
2002-10-04,205.409
2002-10-07,200.549
2002-10-08,200.971
2002-10-09,198.773
2002-10-10,196.394
2002-10-11,196.224
2002-10-14,197.232
2002-10-15,202.336
2002-10-16,203.848
2002-10-17,207.234
2002-10-18,211.594
2002-10-21,211.513
2002-10-22,210.197
2002-10-23,215.224
2002-10-24,215.041
2002-10-25,214.473
2002-10-28,216.556
2002-10-29,214.465
2002-10-30,213.894
2002-10-31,216.146
2002-11-01,215.178
2002-11-04,218.864
2002-11-05,218.964
2002-11-06,221.504
2002-11-07,223.113
2002-11-08,224.019
2002-11-11,221.761
2002-11-12,220.51
2002-11-13,219.847
2002-11-14,220.972
2002-11-15,224.37
2002-11-18,224.972
2002-11-19,223.5
2002-11-20,223.1
2002-11-21,224.681
2002-11-22,226.805
2002-11-25,228.562
2002-11-26,227.919
2002-11-27,228.85
2002-11-28,229.178
2002-11-29,231.075
2002-12-02,232.794
2002-12-03,233.623
2002-12-04,231.094
2002-12-05,231.371
2002-12-06,231.393
2002-12-09,231.552
2002-12-10,231.099
2002-12-11,230.506
2002-12-12,231.442
2002-12-13,230.927
2002-12-16,231.334
2002-12-17,231.205
2002-12-18,231.113
2002-12-19,231.554
2002-12-20,232.068
2002-12-23,229.846
2002-12-24,228.128
2002-12-25,227.572
2002-12-26,227.757
2002-12-27,227.287
2002-12-30,225.0
2002-12-31,225.581
2003-01-01,225.477
2003-01-02,227.399
2003-01-03,230.763
2003-01-06,233.133
2003-01-07,232.041
2003-01-08,233.31
2003-01-09,234.244
2003-01-10,235.151
2003-01-13,238.103
2003-01-14,238.288
2003-01-15,239.114
2003-01-16,238.0
2003-01-17,235.189
2003-01-20,235.258
2003-01-21,233.967
2003-01-22,233.221
2003-01-23,234.882
2003-01-24,232.003
2003-01-27,227.945
2003-01-28,229.136
2003-01-29,229.08
2003-01-30,230.101
2003-01-31,230.959
2003-02-03,231.822
2003-02-04,232.36
2003-02-05,232.174
2003-02-06,230.199
2003-02-07,227.756
2003-02-10,225.756
2003-02-11,225.822
2003-02-12,227.0
2003-02-13,224.469
2003-02-14,224.281
2003-02-17,229.469
2003-02-18,229.142
2003-02-19,227.808
2003-02-20,228.451
2003-02-21,228.943
2003-02-24,229.683
2003-02-25,226.222
2003-02-26,226.216
2003-02-27,225.966
2003-02-28,225.633
2003-03-03,227.026
2003-03-04,225.605
2003-03-05,223.244
2003-03-06,221.095
2003-03-07,218.943
2003-03-10,215.737
2003-03-11,214.636
2003-03-12,215.263
2003-03-13,215.748
2003-03-14,217.667
2003-03-17,212.873
2003-03-18,217.82
2003-03-19,217.991
2003-03-20,221.595
2003-03-21,222.366
2003-03-24,220.524
2003-03-25,219.464
2003-03-26,220.428
2003-03-27,220.138
2003-03-28,220.255
2003-03-31,217.184
2003-04-01,218.815
2003-04-02,220.132
2003-04-03,221.599
2003-04-04,224.686
2003-04-07,229.349
2003-04-08,229.2
2003-04-09,228.79
2003-04-10,230.118
2003-04-11,231.196
2003-04-14,231.981
2003-04-15,234.404
2003-04-16,236.964
2003-04-17,237.816
2003-04-18,239.654
2003-04-21,239.655
2003-04-22,236.842
2003-04-23,236.057
2003-04-24,233.6
2003-04-25,229.667
2003-04-28,229.823
2003-04-29,234.243
2003-04-30,233.697
2003-05-01,233.821
2003-05-02,234.602
2003-05-05,237.296
2003-05-06,237.6
2003-05-07,240.254
2003-05-08,239.479
2003-05-09,241.477
2003-05-12,243.613
2003-05-13,243.75
2003-05-14,243.223
2003-05-15,242.308
2003-05-16,241.922
2003-05-19,239.565
2003-05-20,239.815
2003-05-21,240.206
2003-05-22,241.478
2003-05-23,246.13
2003-05-26,249.777
2003-05-27,249.094
2003-05-28,250.817
2003-05-29,252.391
2003-05-30,253.594
2003-06-02,256.494
2003-06-03,255.955
2003-06-04,256.783
2003-06-05,259.254
2003-06-06,259.918
2003-06-09,261.176
2003-06-10,261.006
2003-06-11,261.834
2003-06-12,264.719
2003-06-13,266.749
2003-06-16,268.754
2003-06-17,271.734
2003-06-18,270.685
2003-06-19,271.742
2003-06-20,270.855
2003-06-23,267.204
2003-06-24,266.685
2003-06-25,269.094
2003-06-26,268.08
2003-06-27,269.499
2003-06-30,269.516
2003-07-01,273.006
2003-07-02,276.505
2003-07-03,277.537
2003-07-04,279.769
2003-07-07,283.292
2003-07-08,283.087
2003-07-09,283.457
2003-07-10,282.733
2003-07-11,282.298
2003-07-14,286.695
2003-07-15,285.203
2003-07-16,284.79
2003-07-17,281.702
2003-07-18,280.238
2003-07-21,278.8
2003-07-22,279.115
2003-07-23,279.586
2003-07-24,281.953
2003-07-25,284.258
2003-07-28,287.337
2003-07-29,286.088
2003-07-30,285.311
2003-07-31,285.67
2003-08-01,286.654
