Date,AUSTRIA SMALL GROWTH Small Cap
2003-07-07,425.573
2003-07-08,422.777
2003-07-09,424.989
2003-07-10,424.327
2003-07-11,423.559
2003-07-14,423.088
2003-07-15,422.934
2003-07-16,422.52
2003-07-17,421.503
2003-07-18,422.291
2003-07-21,424.873
2003-07-22,426.604
2003-07-23,432.073
2003-07-24,433.064
2003-07-25,434.146
2003-07-28,432.392
2003-07-29,432.716
2003-07-30,427.192
2003-07-31,421.833
2003-08-01,421.892
2003-08-04,425.988
2003-08-05,427.042
2003-08-06,428.066
2003-08-07,429.238
2003-08-08,426.195
2003-08-11,425.635
2003-08-12,424.503
2003-08-13,426.092
2003-08-14,423.931
2003-08-15,423.63
2003-08-18,420.636
2003-08-19,418.281
2003-08-20,419.406
2003-08-21,413.215
2003-08-22,409.106
2003-08-25,410.624
2003-08-26,411.991
2003-08-27,412.474
2003-08-28,411.864
2003-08-29,415.232
2003-09-01,415.311
2003-09-02,412.372
2003-09-03,410.947
2003-09-04,412.275
2003-09-05,416.741
2003-09-08,418.721
2003-09-09,421.424
2003-09-10,422.19
2003-09-11,421.503
2003-09-12,426.717
2003-09-15,426.216
2003-09-16,420.777
2003-09-17,423.737
2003-09-18,424.197
2003-09-19,427.969
2003-09-22,432.35
2003-09-23,433.475
2003-09-24,433.139
2003-09-25,434.023
2003-09-26,432.058
2003-09-29,435.543
2003-09-30,439.267
2003-10-01,441.016
2003-10-02,440.764
2003-10-03,438.98
2003-10-06,442.611
2003-10-07,447.585
2003-10-08,448.911
2003-10-09,445.501
2003-10-10,447.962
2003-10-13,442.891
2003-10-14,443.209
2003-10-15,441.595
2003-10-16,443.768
2003-10-17,441.594
2003-10-20,444.376
2003-10-21,445.497
2003-10-22,449.314
2003-10-23,449.686
2003-10-24,451.206
2003-10-27,448.635
2003-10-28,444.989
2003-10-29,446.003
2003-10-30,445.572
2003-10-31,443.738
2003-11-03,439.898
2003-11-04,442.066
2003-11-05,441.484
2003-11-06,438.688
2003-11-07,440.329
2003-11-10,440.954
2003-11-11,441.283
2003-11-12,444.81
2003-11-13,449.148
2003-11-14,451.014
2003-11-17,450.864
2003-11-18,455.747
2003-11-19,459.59
2003-11-20,458.609
2003-11-21,459.528
2003-11-24,455.626
2003-11-25,457.034
2003-11-26,461.324
2003-11-27,461.873
2003-11-28,465.594
2003-12-01,465.614
2003-12-02,471.473
2003-12-03,475.941
2003-12-04,475.637
2003-12-05,478.336
2003-12-08,481.35
2003-12-09,484.913
2003-12-10,483.631
2003-12-11,481.497
2003-12-12,486.721
2003-12-15,487.648
2003-12-16,489.885
2003-12-17,490.174
2003-12-18,490.23
2003-12-19,490.36
2003-12-22,493.959
2003-12-23,494.997
2003-12-24,496.392
2003-12-25,496.392
2003-12-26,496.193
2003-12-29,500.447
2003-12-30,504.867
2003-12-31,508.211
2004-01-01,508.211
2004-01-02,509.122
2004-01-05,515.639
2004-01-06,518.732
2004-01-07,516.025
2004-01-08,519.156
2004-01-09,525.512
2004-01-12,526.169
2004-01-13,531.044
2004-01-14,527.425
2004-01-15,525.308
2004-01-16,520.383
2004-01-19,519.538
2004-01-20,522.507
2004-01-21,526.577
2004-01-22,531.766
2004-01-23,533.814
2004-01-26,526.39
2004-01-27,533.396
2004-01-28,533.327
2004-01-29,522.201
2004-01-30,521.332
2004-02-02,524.013
2004-02-03,529.663
2004-02-04,529.41
2004-02-05,530.767
2004-02-06,530.489
2004-02-09,532.57
2004-02-10,530.1
2004-02-11,530.768
2004-02-12,537.977
2004-02-13,537.866
2004-02-16,540.32
2004-02-17,541.797
2004-02-18,547.781
2004-02-19,542.985
2004-02-20,538.45
2004-02-23,537.743
2004-02-24,539.552
2004-02-25,533.492
2004-02-26,528.037
2004-02-27,530.287
2004-03-01,533.948
2004-03-02,530.189
2004-03-03,524.632
2004-03-04,531.008
2004-03-05,541.421
2004-03-08,540.718
2004-03-09,542.708
2004-03-10,535.086
2004-03-11,533.103
2004-03-12,529.555
2004-03-15,530.716
2004-03-16,536.327
2004-03-17,532.137
2004-03-18,539.301
2004-03-19,535.89
2004-03-22,531.374
2004-03-23,528.225
2004-03-24,525.593
2004-03-25,524.663
2004-03-26,523.404
2004-03-29,528.239
2004-03-30,532.73
2004-03-31,539.729
2004-04-01,547.952
2004-04-02,542.374
2004-04-05,539.397
2004-04-06,541.752
2004-04-07,551.384
2004-04-08,549.263
2004-04-09,549.263
2004-04-12,547.72
2004-04-13,540.709
2004-04-14,539.399
2004-04-15,539.498
2004-04-16,544.828
2004-04-19,546.246
2004-04-20,543.417
2004-04-21,543.02
2004-04-22,542.174
2004-04-23,541.28
2004-04-26,544.243
2004-04-27,543.565
2004-04-28,542.485
2004-04-29,542.968
2004-04-30,544.383
2004-05-03,542.869
2004-05-04,548.621
2004-05-05,552.327
2004-05-06,548.36
2004-05-07,537.313
2004-05-10,530.114
2004-05-11,527.945
2004-05-12,531.887
2004-05-13,530.301
2004-05-14,530.755
2004-05-17,530.903
2004-05-18,529.184
2004-05-19,536.154
2004-05-20,531.387
2004-05-21,535.638
2004-05-24,532.77
2004-05-25,540.815
2004-05-26,544.192
2004-05-27,550.475
2004-05-28,553.109
2004-05-31,553.109
2004-06-01,549.556
2004-06-02,548.184
2004-06-03,551.91
2004-06-04,556.499
2004-06-07,558.548
2004-06-08,558.985
2004-06-09,555.469
2004-06-10,555.515
2004-06-11,550.942
2004-06-14,552.163
2004-06-15,555.823
2004-06-16,557.714
2004-06-17,555.987
2004-06-18,562.912
2004-06-21,559.671
2004-06-22,556.626
2004-06-23,559.926
2004-06-24,566.438
2004-06-25,567.148
2004-06-28,569.525
2004-06-29,568.737
2004-06-30,569.885
2004-07-01,568.011
2004-07-02,576.118
2004-07-05,574.62
2004-07-06,576.368
2004-07-07,580.252
2004-07-08,580.446
2004-07-09,585.318
2004-07-12,584.417
2004-07-13,584.376
2004-07-14,584.815
2004-07-15,583.316
2004-07-16,585.418
2004-07-19,581.673
2004-07-20,581.45
2004-07-21,573.881
2004-07-22,574.654
2004-07-23,567.499
2004-07-26,565.585
2004-07-27,564.245
2004-07-28,566.377
2004-07-29,568.565
2004-07-30,568.853
2004-08-02,568.509
2004-08-03,567.398
2004-08-04,565.883
2004-08-05,567.824
2004-08-06,573.308
2004-08-09,569.975
2004-08-10,578.803
2004-08-11,571.954
2004-08-12,570.719
2004-08-13,577.311
2004-08-16,579.244
2004-08-17,584.979
2004-08-18,582.91
2004-08-19,587.725
2004-08-20,583.187
2004-08-23,578.914
2004-08-24,574.025
2004-08-25,575.718
2004-08-26,577.18
2004-08-27,573.491
2004-08-30,572.236
2004-08-31,575.931
2004-09-01,579.513
2004-09-02,580.396
2004-09-03,575.124
2004-09-06,578.616
2004-09-07,577.928
2004-09-08,580.162
2004-09-09,579.407
2004-09-10,584.358
2004-09-13,581.522
2004-09-14,581.01
2004-09-15,570.547
2004-09-16,570.54
2004-09-17,576.112
2004-09-20,580.426
2004-09-21,586.273
2004-09-22,580.79
2004-09-23,584.196
2004-09-24,580.983
2004-09-27,585.162
2004-09-28,585.421
2004-09-29,589.208
2004-09-30,592.856
2004-10-01,594.562
2004-10-04,590.276
2004-10-05,594.55
2004-10-06,594.044
2004-10-07,598.008
2004-10-08,602.472
2004-10-11,601.094
2004-10-12,596.137
2004-10-13,594.892
2004-10-14,598.893
2004-10-15,602.74
2004-10-18,603.819
2004-10-19,606.688
2004-10-20,610.807
2004-10-21,614.656
2004-10-22,617.341
2004-10-25,622.014
2004-10-26,621.965
2004-10-27,623.069
2004-10-28,625.976
2004-10-29,619.528
2004-11-01,620.721
2004-11-02,625.666
2004-11-03,630.352
2004-11-04,635.521
2004-11-05,638.522
2004-11-08,640.246
2004-11-09,638.903
2004-11-10,639.727
2004-11-11,640.968
2004-11-12,642.078
2004-11-15,642.13
2004-11-16,642.332
2004-11-17,644.281
2004-11-18,644.054
2004-11-19,653.244
2004-11-22,650.436
2004-11-23,656.144
2004-11-24,666.345
2004-11-25,673.798
2004-11-26,673.251
2004-11-29,680.197
2004-11-30,684.932
2004-12-01,688.649
2004-12-02,683.343
2004-12-03,695.892
2004-12-06,700.097
2004-12-07,704.688
2004-12-08,696.265
2004-12-09,694.025
2004-12-10,697.329
2004-12-13,702.289
2004-12-14,703.857
2004-12-15,712.01
2004-12-16,704.676
2004-12-17,705.213
2004-12-20,720.606
2004-12-21,715.588
2004-12-22,711.466
2004-12-23,716.29
2004-12-24,718.147
2004-12-27,724.723
2004-12-28,729.744
2004-12-29,730.974
2004-12-30,730.901
2004-12-31,728.89
2005-01-03,727.77
2005-01-04,723.096
2005-01-05,724.721
2005-01-06,719.016
2005-01-07,716.598
2005-01-10,720.57
2005-01-11,719.36
2005-01-12,726.001
2005-01-13,721.445
2005-01-14,710.472
2005-01-17,708.937
2005-01-18,705.053
2005-01-19,703.963
2005-01-20,711.271
2005-01-21,712.574
2005-01-24,720.223
2005-01-25,719.893
2005-01-26,726.375
2005-01-27,726.124
2005-01-28,723.504
2005-01-31,718.678
2005-02-01,725.261
2005-02-02,730.159
2005-02-03,732.294
2005-02-04,735.625
2005-02-07,737.025
2005-02-08,734.336
2005-02-09,734.227
2005-02-10,743.203
2005-02-11,749.248
2005-02-14,757.909
2005-02-15,759.799
2005-02-16,757.473
2005-02-17,764.463
2005-02-18,767.183
2005-02-21,768.258
2005-02-22,775.684
2005-02-23,756.978
2005-02-24,762.793
2005-02-25,771.258
2005-02-28,772.628
2005-03-01,768.04
2005-03-02,767.404
2005-03-03,767.093
2005-03-04,776.395
2005-03-07,777.373
2005-03-08,776.987
2005-03-09,769.072
2005-03-10,773.61
2005-03-11,782.133
2005-03-14,778.071
2005-03-15,781.095
2005-03-16,779.83
2005-03-17,771.597
2005-03-18,772.256
2005-03-21,758.798
2005-03-22,756.588
2005-03-23,739.066
2005-03-24,735.108
2005-03-25,735.108
2005-03-28,729.949
2005-03-29,737.11
2005-03-30,735.25
2005-03-31,741.654
2005-04-01,752.666
2005-04-04,747.817
2005-04-05,753.092
2005-04-06,753.051
2005-04-07,754.649
2005-04-08,754.717
2005-04-11,768.856
2005-04-12,769.383
2005-04-13,771.243
2005-04-14,760.299
2005-04-15,760.123
2005-04-18,758.152
2005-04-19,760.032
2005-04-20,766.354
2005-04-21,761.073
2005-04-22,763.132
2005-04-25,757.972
2005-04-26,755.385
2005-04-27,746.4
2005-04-28,740.2
2005-04-29,738.556
2005-05-02,741.164
2005-05-03,737.214
2005-05-04,740.31
2005-05-05,739.424
2005-05-06,731.287
2005-05-09,729.756
2005-05-10,741.267
2005-05-11,744.877
2005-05-12,743.544
2005-05-13,741.902
2005-05-16,740.436
2005-05-17,742.847
2005-05-18,750.583
2005-05-19,755.372
2005-05-20,747.375
2005-05-23,749.601
2005-05-24,751.484
2005-05-25,756.673
2005-05-26,752.347
2005-05-27,754.449
2005-05-30,752.301
2005-05-31,745.137
2005-06-01,743.838
2005-06-02,745.478
2005-06-03,742.015
2005-06-06,735.501
2005-06-07,728.557
2005-06-08,736.492
2005-06-09,724.386
2005-06-10,728.209
2005-06-13,733.832
2005-06-14,740.663
2005-06-15,744.06
2005-06-16,750.797
2005-06-17,773.359
2005-06-20,772.247
2005-06-21,776.728
2005-06-22,776.112
2005-06-23,775.64
2005-06-24,763.231
2005-06-27,755.917
2005-06-28,764.654
2005-06-29,766.287
2005-06-30,770.71
2005-07-01,763.299
2005-07-04,762.079
2005-07-05,771.055
2005-07-06,767.07
2005-07-07,762.891
2005-07-08,766.329
2005-07-11,773.002
2005-07-12,785.93
2005-07-13,782.595
2005-07-14,788.507
2005-07-15,778.33
2005-07-18,777.918
2005-07-19,779.824
2005-07-20,770.322
2005-07-21,775.674
2005-07-22,778.108
2005-07-25,778.721
2005-07-26,776.607
2005-07-27,775.978
2005-07-28,780.573
2005-07-29,783.942
2005-08-01,788.456
2005-08-02,792.556
2005-08-03,800.432
2005-08-04,808.173
2005-08-05,799.147
2005-08-08,800.492
2005-08-09,799.557
2005-08-10,801.709
2005-08-11,802.932
2005-08-12,806.088
2005-08-15,801.776
2005-08-16,786.948
2005-08-17,759.732
2005-08-18,743.039
2005-08-19,740.404
2005-08-22,751.322
2005-08-23,748.282
2005-08-24,743.672
2005-08-25,745.504
2005-08-26,750.19
2005-08-29,746.576
2005-08-30,743.442
2005-08-31,757.637
2005-09-01,778.426
2005-09-02,782.98
2005-09-05,778.766
2005-09-06,770.24
2005-09-07,770.412
2005-09-08,770.818
2005-09-09,766.075
2005-09-12,765.886
2005-09-13,766.49
2005-09-14,768.936
2005-09-15,758.412
2005-09-16,758.957
2005-09-19,760.248
2005-09-20,764.691
2005-09-21,755.761
2005-09-22,747.466
2005-09-23,738.202
2005-09-26,748.815
2005-09-27,748.675
2005-09-28,750.908
2005-09-29,747.697
2005-09-30,758.421
2005-10-03,746.161
2005-10-04,743.095
2005-10-05,744.739
2005-10-06,749.202
2005-10-07,745.76
2005-10-10,738.997
2005-10-11,732.208
2005-10-12,729.599
2005-10-13,713.277
2005-10-14,720.004
2005-10-17,717.648
2005-10-18,716.703
2005-10-19,698.053
2005-10-20,697.759
2005-10-21,695.407
2005-10-24,698.475
2005-10-25,707.648
2005-10-26,706.42
2005-10-27,703.596
2005-10-28,714.892
2005-10-31,723.482
2005-11-01,724.267
2005-11-02,707.472
2005-11-03,706.95
2005-11-04,696.724
2005-11-07,699.963
2005-11-08,701.869
2005-11-09,701.312
