Date,AUSTRIA SMALL GROWTH Small Cap
2001-01-01,395.079
2001-01-02,395.503
2001-01-03,385.158
2001-01-04,391.281
2001-01-05,402.086
2001-01-08,397.988
2001-01-09,385.177
2001-01-10,384.417
2001-01-11,389.748
2001-01-12,386.283
2001-01-15,386.747
2001-01-16,384.415
2001-01-17,384.768
2001-01-18,394.984
2001-01-19,391.149
2001-01-22,388.875
2001-01-23,389.401
2001-01-24,381.134
2001-01-25,380.082
2001-01-26,381.353
2001-01-29,380.696
2001-01-30,385.944
2001-01-31,391.136
2001-02-01,400.651
2001-02-02,401.446
2001-02-05,402.327
2001-02-06,398.499
2001-02-07,397.252
2001-02-08,395.029
2001-02-09,391.561
2001-02-12,396.758
2001-02-13,396.873
2001-02-14,395.679
2001-02-15,392.291
2001-02-16,405.141
2001-02-19,408.829
2001-02-20,400.787
2001-02-21,402.562
2001-02-22,397.078
2001-02-23,391.136
2001-02-26,394.823
2001-02-27,401.907
2001-02-28,401.24
2001-03-01,410.206
2001-03-02,412.22
2001-03-05,408.099
2001-03-06,409.977
2001-03-07,412.489
2001-03-08,416.395
2001-03-09,410.976
2001-03-12,405.388
2001-03-13,395.99
2001-03-14,390.458
2001-03-15,386.994
2001-03-16,376.171
2001-03-19,371.258
2001-03-20,370.654
2001-03-21,367.887
2001-03-22,357.8
2001-03-23,367.622
2001-03-26,368.642
2001-03-27,369.215
2001-03-28,364.409
2001-03-29,365.461
2001-03-30,373.488
2001-04-02,366.086
2001-04-03,364.103
2001-04-04,367.968
2001-04-05,367.976
2001-04-06,365.192
2001-04-09,365.128
2001-04-10,354.993
2001-04-11,350.059
2001-04-12,353.717
2001-04-13,353.717
2001-04-16,350.095
2001-04-17,352.962
2001-04-18,345.973
2001-04-19,352.333
2001-04-20,356.204
2001-04-23,353.502
2001-04-24,354.046
2001-04-25,350.959
2001-04-26,352.013
2001-04-27,346.413
2001-04-30,345.798
2001-05-01,347.631
2001-05-02,343.505
2001-05-03,347.689
2001-05-04,347.954
2001-05-07,345.798
2001-05-08,340.758
2001-05-09,333.778
2001-05-10,340.106
2001-05-11,336.994
2001-05-14,339.747
2001-05-15,338.0
2001-05-16,340.461
2001-05-17,338.921
2001-05-18,338.935
2001-05-21,339.924
2001-05-22,334.875
2001-05-23,331.161
2001-05-24,330.058
2001-05-25,333.07
2001-05-28,334.451
2001-05-29,332.751
2001-05-30,334.414
2001-05-31,332.372
2001-06-01,333.788
2001-06-04,334.242
2001-06-05,335.188
2001-06-06,336.069
2001-06-07,339.469
2001-06-08,340.1
2001-06-11,335.351
2001-06-12,337.756
2001-06-13,339.745
2001-06-14,343.254
2001-06-15,343.827
2001-06-18,341.766
2001-06-19,339.173
2001-06-20,335.861
2001-06-21,336.08
2001-06-22,336.74
2001-06-25,341.119
2001-06-26,342.917
2001-06-27,340.096
2001-06-28,337.086
2001-06-29,337.921
2001-07-02,338.425
2001-07-03,336.842
2001-07-04,336.428
2001-07-05,334.33
2001-07-06,336.054
2001-07-09,337.617
2001-07-10,340.599
2001-07-11,341.805
2001-07-12,337.434
2001-07-13,337.27
2001-07-16,338.923
2001-07-17,335.745
2001-07-18,343.036
2001-07-19,343.64
2001-07-20,345.331
2001-07-23,343.208
2001-07-24,346.94
2001-07-25,347.175
2001-07-26,346.41
2001-07-27,347.002
2001-07-30,345.062
2001-07-31,343.841
2001-08-01,345.569
2001-08-02,347.967
2001-08-03,346.456
2001-08-06,345.33
2001-08-07,342.522
2001-08-08,342.703
2001-08-09,346.42
2001-08-10,348.231
2001-08-13,350.218
2001-08-14,349.504
2001-08-15,354.84
2001-08-16,355.626
2001-08-17,357.586
2001-08-20,353.43
2001-08-21,351.746
2001-08-22,354.579
2001-08-23,352.591
2001-08-24,351.565
2001-08-27,350.234
2001-08-28,349.985
2001-08-29,351.108
2001-08-30,348.175
2001-08-31,349.29
2001-09-03,344.188
2001-09-04,338.596
2001-09-05,336.84
2001-09-06,334.215
2001-09-07,338.337
2001-09-10,328.436
2001-09-11,328.859
2001-09-12,324.047
2001-09-13,326.062
2001-09-14,327.268
2001-09-17,324.761
2001-09-18,324.844
2001-09-19,327.414
2001-09-20,323.834
2001-09-21,314.575
2001-09-24,312.454
2001-09-25,318.143
2001-09-26,323.724
2001-09-27,323.819
2001-09-28,322.904
2001-10-01,323.005
2001-10-02,322.036
2001-10-03,326.405
2001-10-04,325.516
2001-10-05,325.955
2001-10-08,325.215
2001-10-09,324.392
2001-10-10,319.77
2001-10-11,317.954
2001-10-12,321.877
2001-10-15,323.329
2001-10-16,328.305
2001-10-17,329.168
2001-10-18,326.12
2001-10-19,317.88
2001-10-22,314.475
2001-10-23,316.015
2001-10-24,317.049
2001-10-25,318.644
2001-10-26,317.345
2001-10-29,326.777
2001-10-30,325.299
2001-10-31,324.159
2001-11-01,326.228
2001-11-02,319.568
2001-11-05,319.398
2001-11-06,321.383
2001-11-07,325.782
2001-11-08,321.063
2001-11-09,321.61
2001-11-12,319.913
2001-11-13,317.522
2001-11-14,318.58
2001-11-15,315.425
2001-11-16,315.438
2001-11-19,313.124
2001-11-20,317.698
2001-11-21,312.786
2001-11-22,314.239
2001-11-23,313.865
2001-11-26,318.646
2001-11-27,320.92
2001-11-28,323.002
2001-11-29,324.925
2001-11-30,326.331
2001-12-03,323.689
2001-12-04,324.71
2001-12-05,325.509
2001-12-06,326.804
2001-12-07,327.601
2001-12-10,326.417
2001-12-11,326.182
2001-12-12,327.631
2001-12-13,329.277
2001-12-14,330.483
2001-12-17,330.008
2001-12-18,328.394
2001-12-19,327.506
2001-12-20,325.907
2001-12-21,323.914
2001-12-24,320.891
2001-12-25,320.891
2001-12-26,321.165
2001-12-27,324.175
2001-12-28,324.333
2001-12-31,327.453
2002-01-01,327.453
2002-01-02,333.142
2002-01-03,332.909
2002-01-04,329.482
2002-01-07,328.166
2002-01-08,327.611
2002-01-09,324.336
2002-01-10,326.927
2002-01-11,325.524
2002-01-14,326.251
2002-01-15,324.256
2002-01-16,320.226
2002-01-17,320.356
2002-01-18,323.713
2002-01-21,323.776
2002-01-22,323.432
2002-01-23,323.293
2002-01-24,321.754
2002-01-25,316.059
2002-01-28,315.243
2002-01-29,314.485
2002-01-30,313.566
2002-01-31,314.31
2002-02-01,312.526
2002-02-04,314.724
2002-02-05,312.537
2002-02-06,314.319
2002-02-07,316.311
2002-02-08,316.52
2002-02-11,318.794
2002-02-12,318.447
2002-02-13,315.768
2002-02-14,316.453
2002-02-15,316.91
2002-02-18,315.341
2002-02-19,318.155
2002-02-20,315.844
2002-02-21,314.815
2002-02-22,317.697
2002-02-25,315.817
2002-02-26,311.993
2002-02-27,311.235
2002-02-28,312.147
2002-03-01,314.044
2002-03-04,316.437
2002-03-05,317.394
2002-03-06,319.098
2002-03-07,319.87
2002-03-08,319.749
2002-03-11,321.115
2002-03-12,317.365
2002-03-13,318.947
2002-03-14,320.961
2002-03-15,322.632
2002-03-18,322.426
2002-03-19,323.529
2002-03-20,323.534
2002-03-21,322.222
2002-03-22,322.059
2002-03-25,321.458
2002-03-26,321.058
2002-03-27,322.243
2002-03-28,322.71
2002-03-29,322.71
2002-04-01,325.355
2002-04-02,324.557
2002-04-03,324.705
2002-04-04,325.048
2002-04-05,325.236
2002-04-08,323.1
2002-04-09,324.68
2002-04-10,325.218
2002-04-11,328.443
2002-04-12,328.115
2002-04-15,328.507
2002-04-16,327.941
2002-04-17,329.831
2002-04-18,330.507
2002-04-19,330.802
2002-04-22,331.025
2002-04-23,331.873
2002-04-24,333.484
2002-04-25,335.901
2002-04-26,335.451
2002-04-29,335.096
2002-04-30,335.352
2002-05-01,337.25
2002-05-02,332.803
2002-05-03,337.194
2002-05-06,337.138
2002-05-07,334.827
2002-05-08,332.532
2002-05-09,332.644
2002-05-10,335.228
2002-05-13,336.014
2002-05-14,331.654
2002-05-15,334.067
2002-05-16,334.725
2002-05-17,338.012
2002-05-20,337.882
2002-05-21,336.301
2002-05-22,340.69
2002-05-23,341.466
2002-05-24,341.489
2002-05-27,339.944
2002-05-28,345.603
2002-05-29,346.991
2002-05-30,348.887
2002-05-31,347.323
2002-06-03,350.085
2002-06-04,350.388
2002-06-05,348.251
2002-06-06,353.093
2002-06-07,351.641
2002-06-10,352.176
2002-06-11,346.473
2002-06-12,347.34
2002-06-13,345.93
2002-06-14,346.646
2002-06-17,345.585
2002-06-18,348.135
2002-06-19,351.191
2002-06-20,352.141
2002-06-21,355.436
2002-06-24,353.858
2002-06-25,350.137
2002-06-26,353.27
2002-06-27,356.625
2002-06-28,356.622
2002-07-01,360.702
2002-07-02,350.575
2002-07-03,351.895
2002-07-04,351.104
2002-07-05,349.927
2002-07-08,355.489
2002-07-09,357.066
2002-07-10,354.148
2002-07-11,352.419
2002-07-12,353.052
2002-07-15,354.749
2002-07-16,348.871
2002-07-17,348.979
2002-07-18,346.185
2002-07-19,338.601
2002-07-22,336.718
2002-07-23,335.316
2002-07-24,328.509
2002-07-25,334.397
2002-07-26,328.341
2002-07-29,323.685
2002-07-30,328.791
2002-07-31,318.495
2002-08-01,320.545
2002-08-02,319.875
2002-08-05,319.616
2002-08-06,314.001
2002-08-07,314.215
2002-08-08,314.889
2002-08-09,319.915
2002-08-12,319.019
2002-08-13,317.108
2002-08-14,319.062
2002-08-15,316.686
2002-08-16,326.986
2002-08-19,322.293
2002-08-20,321.412
2002-08-21,322.509
2002-08-22,318.856
2002-08-23,317.993
2002-08-26,319.895
2002-08-27,321.872
2002-08-28,315.793
2002-08-29,315.087
2002-08-30,314.222
2002-09-02,312.058
2002-09-03,318.04
2002-09-04,317.726
2002-09-05,318.286
2002-09-06,313.022
2002-09-09,313.359
2002-09-10,306.088
2002-09-11,303.159
2002-09-12,304.743
2002-09-13,305.801
2002-09-16,304.318
2002-09-17,304.038
2002-09-18,305.409
2002-09-19,307.051
2002-09-20,307.16
2002-09-23,308.176
2002-09-24,303.373
2002-09-25,301.593
2002-09-26,302.45
2002-09-27,304.172
2002-09-30,308.397
2002-10-01,300.952
2002-10-02,305.355
2002-10-03,302.574
2002-10-04,296.679
2002-10-07,291.744
2002-10-08,282.02
2002-10-09,284.383
2002-10-10,288.524
2002-10-11,286.483
2002-10-14,285.757
2002-10-15,289.685
2002-10-16,289.56
2002-10-17,287.236
2002-10-18,288.1
2002-10-21,288.067
2002-10-22,291.84
2002-10-23,291.221
2002-10-24,291.053
2002-10-25,288.558
2002-10-28,294.302
2002-10-29,295.607
2002-10-30,299.231
2002-10-31,306.33
2002-11-01,308.232
2002-11-04,308.198
2002-11-05,310.367
2002-11-06,309.321
2002-11-07,315.288
2002-11-08,316.2
2002-11-11,312.277
2002-11-12,311.801
2002-11-13,313.442
2002-11-14,313.037
2002-11-15,310.636
2002-11-18,309.359
2002-11-19,309.158
2002-11-20,308.147
2002-11-21,307.864
2002-11-22,307.501
2002-11-25,308.916
2002-11-26,310.069
2002-11-27,310.019
2002-11-28,313.942
2002-11-29,310.973
2002-12-02,313.457
2002-12-03,315.497
2002-12-04,319.854
2002-12-05,318.788
2002-12-06,319.794
2002-12-09,318.887
2002-12-10,321.527
2002-12-11,322.836
2002-12-12,326.094
2002-12-13,327.927
2002-12-16,327.403
2002-12-17,328.756
2002-12-18,328.637
2002-12-19,328.121
2002-12-20,330.133
2002-12-23,330.785
2002-12-24,332.154
2002-12-25,332.154
2002-12-26,332.992
2002-12-27,335.147
2002-12-30,336.198
2002-12-31,337.517
2003-01-01,337.517
2003-01-02,333.622
2003-01-03,334.385
2003-01-06,336.439
2003-01-07,335.609
2003-01-08,337.257
2003-01-09,342.109
2003-01-10,344.152
2003-01-13,345.424
2003-01-14,347.948
2003-01-15,348.568
2003-01-16,349.248
2003-01-17,349.771
2003-01-20,350.818
2003-01-21,348.999
2003-01-22,349.265
2003-01-23,352.863
2003-01-24,361.384
2003-01-27,356.949
2003-01-28,358.714
2003-01-29,359.126
2003-01-30,356.682
2003-01-31,357.486
2003-02-03,362.928
2003-02-04,367.197
2003-02-05,365.907
2003-02-06,367.786
2003-02-07,364.871
2003-02-10,358.672
2003-02-11,356.895
2003-02-12,353.904
2003-02-13,358.056
2003-02-14,357.751
2003-02-17,356.569
2003-02-18,356.423
2003-02-19,357.908
2003-02-20,358.148
2003-02-21,358.126
2003-02-24,357.877
2003-02-25,355.132
2003-02-26,357.214
2003-02-27,355.949
2003-02-28,356.893
2003-03-03,363.445
2003-03-04,366.383
2003-03-05,368.769
2003-03-06,368.625
2003-03-07,369.367
2003-03-10,369.107
2003-03-11,366.183
2003-03-12,364.322
2003-03-13,359.134
2003-03-14,356.392
2003-03-17,355.393
2003-03-18,351.018
2003-03-19,350.173
2003-03-20,352.659
2003-03-21,351.205
2003-03-24,354.907
2003-03-25,356.332
2003-03-26,356.015
2003-03-27,357.953
2003-03-28,359.415
2003-03-31,365.208
2003-04-01,363.917
2003-04-02,362.908
2003-04-03,359.929
2003-04-04,358.823
2003-04-07,356.531
2003-04-08,357.395
2003-04-09,358.399
2003-04-10,366.825
2003-04-11,365.745
2003-04-14,362.981
2003-04-15,364.425
2003-04-16,367.801
2003-04-17,371.129
2003-04-18,371.129
2003-04-21,369.529
2003-04-22,374.727
2003-04-23,377.123
2003-04-24,383.548
2003-04-25,384.206
2003-04-28,386.53
2003-04-29,390.575
2003-04-30,394.997
2003-05-01,398.625
2003-05-02,413.437
2003-05-05,421.903
2003-05-06,429.022
2003-05-07,430.177
2003-05-08,430.473
2003-05-09,431.86
2003-05-12,435.639
2003-05-13,435.276
2003-05-14,435.658
2003-05-15,433.919
2003-05-16,435.211
2003-05-19,436.703
2003-05-20,435.517
2003-05-21,439.42
2003-05-22,439.717
2003-05-23,444.13
2003-05-26,445.454
2003-05-27,445.048
2003-05-28,439.259
2003-05-29,442.514
2003-05-30,432.962
2003-06-02,435.612
2003-06-03,433.557
2003-06-04,431.881
2003-06-05,440.072
2003-06-06,435.371
2003-06-09,437.735
2003-06-10,433.36
2003-06-11,439.784
2003-06-12,437.182
2003-06-13,440.052
2003-06-16,443.592
2003-06-17,441.947
2003-06-18,439.058
2003-06-19,438.814
2003-06-20,434.569
2003-06-23,430.001
2003-06-24,429.07
2003-06-25,431.858
2003-06-26,426.639
2003-06-27,426.737
2003-06-30,428.9
2003-07-01,433.362
2003-07-02,432.135
2003-07-03,431.378
2003-07-04,430.065
