Date,AUSTRIA SMALL GROWTH Small Cap
2001-12-26,316.475
2001-12-27,319.441
2001-12-28,319.597
2001-12-31,322.671
2002-01-01,322.671
2002-01-02,328.277
2002-01-03,328.047
2002-01-04,324.67
2002-01-07,323.374
2002-01-08,322.827
2002-01-09,319.6
2002-01-10,322.153
2002-01-11,320.77
2002-01-14,321.487
2002-01-15,319.52
2002-01-16,315.55
2002-01-17,315.678
2002-01-18,318.986
2002-01-21,319.228
2002-01-22,318.889
2002-01-23,318.752
2002-01-24,317.234
2002-01-25,311.619
2002-01-28,310.815
2002-01-29,310.067
2002-01-30,309.161
2002-01-31,309.895
2002-02-01,308.136
2002-02-04,310.303
2002-02-05,308.147
2002-02-06,309.904
2002-02-07,311.868
2002-02-08,312.074
2002-02-11,314.316
2002-02-12,313.973
2002-02-13,311.332
2002-02-14,312.007
2002-02-15,312.458
2002-02-18,310.911
2002-02-19,313.686
2002-02-20,311.408
2002-02-21,310.393
2002-02-22,313.235
2002-02-25,311.38
2002-02-26,307.611
2002-02-27,306.863
2002-02-28,307.762
2002-03-01,309.632
2002-03-04,311.992
2002-03-05,312.936
2002-03-06,314.615
2002-03-07,315.377
2002-03-08,315.257
2002-03-11,316.605
2002-03-12,312.907
2002-03-13,314.467
2002-03-14,316.452
2002-03-15,318.1
2002-03-18,317.897
2002-03-19,318.984
2002-03-20,318.989
2002-03-21,317.71
2002-03-22,317.55
2002-03-25,316.957
2002-03-26,316.563
2002-03-27,317.731
2002-03-28,318.191
2002-03-29,318.191
2002-04-01,320.799
2002-04-02,320.013
2002-04-03,320.158
2002-04-04,320.497
2002-04-05,320.682
2002-04-08,318.576
2002-04-09,320.134
2002-04-10,320.664
2002-04-11,323.844
2002-04-12,323.521
2002-04-15,323.908
2002-04-16,323.349
2002-04-17,325.212
2002-04-18,325.879
2002-04-19,326.171
2002-04-22,326.39
2002-04-23,327.226
2002-04-24,328.97
2002-04-25,331.355
2002-04-26,330.911
2002-04-29,330.687
2002-04-30,330.939
2002-05-01,332.812
2002-05-02,328.425
2002-05-03,332.757
2002-05-06,332.799
2002-05-07,330.517
2002-05-08,328.252
2002-05-09,328.363
2002-05-10,330.913
2002-05-13,331.689
2002-05-14,327.385
2002-05-15,329.767
2002-05-16,330.416
2002-05-17,333.661
2002-05-20,333.533
2002-05-21,331.973
2002-05-22,336.304
2002-05-23,337.07
2002-05-24,337.093
2002-05-27,335.595
2002-05-28,341.181
2002-05-29,342.552
2002-05-30,344.423
2002-05-31,342.879
2002-06-03,345.606
2002-06-04,345.905
2002-06-05,343.872
2002-06-06,348.653
2002-06-07,347.219
2002-06-10,347.747
2002-06-11,342.116
2002-06-12,342.972
2002-06-13,341.58
2002-06-14,342.287
2002-06-17,341.239
2002-06-18,343.757
2002-06-19,346.775
2002-06-20,347.713
2002-06-21,350.967
2002-06-24,349.408
2002-06-25,345.734
2002-06-26,348.827
2002-06-27,352.14
2002-06-28,352.137
2002-07-01,356.281
2002-07-02,346.277
2002-07-03,347.582
2002-07-04,346.8
2002-07-05,345.638
2002-07-08,351.131
2002-07-09,352.689
2002-07-10,349.806
2002-07-11,348.099
2002-07-12,348.725
2002-07-15,350.401
2002-07-16,344.594
2002-07-17,344.701
2002-07-18,341.941
2002-07-19,334.451
2002-07-22,332.591
2002-07-23,331.206
2002-07-24,324.482
2002-07-25,330.298
2002-07-26,324.317
2002-07-29,319.718
2002-07-30,324.761
2002-07-31,314.591
2002-08-01,316.616
2002-08-02,315.954
2002-08-05,315.698
2002-08-06,310.152
2002-08-07,310.364
2002-08-08,311.03
2002-08-09,315.994
2002-08-12,315.108
2002-08-13,313.221
2002-08-14,315.151
2002-08-15,312.804
2002-08-16,322.978
2002-08-19,318.343
2002-08-20,317.472
2002-08-21,318.556
2002-08-22,314.948
2002-08-23,314.095
2002-08-26,315.974
2002-08-27,317.926
2002-08-28,311.922
2002-08-29,311.224
2002-08-30,310.37
2002-09-02,308.233
2002-09-03,314.142
2002-09-04,313.831
2002-09-05,314.385
2002-09-06,309.185
2002-09-09,309.518
2002-09-10,302.336
2002-09-11,299.443
2002-09-12,301.008
2002-09-13,302.052
2002-09-16,300.588
2002-09-17,300.311
2002-09-18,301.665
2002-09-19,303.288
2002-09-20,303.395
2002-09-23,304.398
2002-09-24,299.654
2002-09-25,297.896
2002-09-26,298.743
2002-09-27,300.443
2002-09-30,304.617
2002-10-01,297.263
2002-10-02,301.612
2002-10-03,298.865
2002-10-04,293.042
2002-10-07,288.167
2002-10-08,278.563
2002-10-09,280.897
2002-10-10,284.988
2002-10-11,282.971
2002-10-14,282.254
2002-10-15,286.134
2002-10-16,286.011
2002-10-17,283.715
2002-10-18,284.568
2002-10-21,284.536
2002-10-22,288.263
2002-10-23,287.651
2002-10-24,287.485
2002-10-25,285.021
2002-10-28,290.695
2002-10-29,291.983
2002-10-30,295.563
2002-10-31,302.575
2002-11-01,304.454
2002-11-04,304.42
2002-11-05,306.563
2002-11-06,305.529
2002-11-07,311.423
2002-11-08,312.324
2002-11-11,308.449
2002-11-12,307.979
2002-11-13,309.6
2002-11-14,309.2
2002-11-15,306.828
2002-11-18,305.567
2002-11-19,305.368
2002-11-20,304.37
2002-11-21,304.09
2002-11-22,303.732
2002-11-25,305.129
2002-11-26,306.268
2002-11-27,306.218
2002-11-28,310.094
2002-11-29,307.161
2002-12-02,309.615
2002-12-03,311.63
2002-12-04,315.933
2002-12-05,314.881
2002-12-06,315.874
2002-12-09,314.978
2002-12-10,317.586
2002-12-11,318.879
2002-12-12,322.097
2002-12-13,323.907
2002-12-16,323.389
2002-12-17,324.727
2002-12-18,324.609
2002-12-19,324.099
2002-12-20,326.086
2002-12-23,326.73
2002-12-24,328.082
2002-12-25,328.082
2002-12-26,328.91
2002-12-27,331.038
2002-12-30,332.077
2002-12-31,333.38
2003-01-01,333.38
2003-01-02,329.532
2003-01-03,330.286
2003-01-06,332.315
2003-01-07,331.495
2003-01-08,333.123
2003-01-09,337.916
2003-01-10,339.933
2003-01-13,341.189
2003-01-14,343.683
2003-01-15,344.295
2003-01-16,344.967
2003-01-17,345.484
2003-01-20,346.518
2003-01-21,344.721
2003-01-22,344.984
2003-01-23,348.538
2003-01-24,356.954
2003-01-27,352.712
2003-01-28,354.456
2003-01-29,354.863
2003-01-30,352.448
2003-01-31,353.243
2003-02-03,358.62
2003-02-04,362.839
2003-02-05,361.564
2003-02-06,363.42
2003-02-07,360.541
2003-02-10,354.415
2003-02-11,352.659
2003-02-12,349.704
2003-02-13,353.806
2003-02-14,353.505
2003-02-17,352.337
2003-02-18,352.193
2003-02-19,353.66
2003-02-20,353.897
2003-02-21,353.875
2003-02-24,353.63
2003-02-25,350.917
2003-02-26,352.974
2003-02-27,351.724
2003-02-28,352.657
2003-03-03,359.131
2003-03-04,362.034
2003-03-05,364.392
2003-03-06,364.25
2003-03-07,364.983
2003-03-10,364.726
2003-03-11,361.837
2003-03-12,359.998
2003-03-13,354.871
2003-03-14,352.162
2003-03-17,351.174
2003-03-18,346.852
2003-03-19,346.016
2003-03-20,348.473
2003-03-21,347.037
2003-03-24,350.694
2003-03-25,352.103
2003-03-26,351.789
2003-03-27,353.704
2003-03-28,355.149
2003-03-31,360.874
2003-04-01,359.597
2003-04-02,358.601
2003-04-03,355.657
2003-04-04,354.564
2003-04-07,352.299
2003-04-08,353.32
2003-04-09,354.312
2003-04-10,362.642
2003-04-11,361.574
2003-04-14,358.842
2003-04-15,360.269
2003-04-16,363.607
2003-04-17,366.897
2003-04-18,366.897
2003-04-21,365.315
2003-04-22,370.453
2003-04-23,372.822
2003-04-24,379.174
2003-04-25,379.824
2003-04-28,382.122
2003-04-29,386.121
2003-04-30,390.492
2003-05-01,394.079
2003-05-02,408.722
2003-05-05,417.091
2003-05-06,424.13
2003-05-07,425.271
2003-05-08,425.564
2003-05-09,426.935
2003-05-12,430.671
2003-05-13,430.312
2003-05-14,430.69
2003-05-15,428.971
2003-05-16,430.248
2003-05-19,432.138
2003-05-20,430.965
2003-05-21,434.828
2003-05-22,435.122
2003-05-23,439.811
2003-05-26,441.122
2003-05-27,440.72
2003-05-28,434.988
2003-05-29,438.211
2003-05-30,428.956
2003-06-02,431.581
2003-06-03,429.545
2003-06-04,427.923
2003-06-05,436.039
2003-06-06,431.381
2003-06-09,433.724
2003-06-10,429.799
2003-06-11,436.17
2003-06-12,433.589
2003-06-13,436.436
2003-06-16,439.947
2003-06-17,438.316
2003-06-18,435.451
2003-06-19,435.208
2003-06-20,430.998
2003-06-23,426.467
2003-06-24,425.544
2003-06-25,428.309
2003-06-26,423.133
2003-06-27,423.23
2003-06-30,425.376
2003-07-01,429.801
2003-07-02,428.584
2003-07-03,427.833
2003-07-04,426.531
2003-07-07,422.076
2003-07-08,419.303
2003-07-09,421.497
2003-07-10,420.84
2003-07-11,420.079
2003-07-14,419.612
2003-07-15,419.524
2003-07-16,419.113
2003-07-17,418.105
2003-07-18,418.886
2003-07-21,421.447
2003-07-22,423.165
2003-07-23,428.59
2003-07-24,429.572
2003-07-25,430.646
2003-07-28,428.906
2003-07-29,429.227
2003-07-30,423.748
2003-07-31,418.432
2003-08-01,418.49
2003-08-04,422.554
2003-08-05,423.599
2003-08-06,424.615
2003-08-07,425.777
2003-08-08,422.759
2003-08-11,422.204
2003-08-12,421.081
2003-08-13,422.657
2003-08-14,420.513
2003-08-15,420.214
2003-08-18,417.245
2003-08-19,414.909
2003-08-20,416.025
2003-08-21,409.884
2003-08-22,405.808
2003-08-25,407.313
2003-08-26,408.67
2003-08-27,409.149
2003-08-28,408.543
2003-08-29,411.884
2003-09-01,411.963
2003-09-02,409.048
2003-09-03,407.634
2003-09-04,408.951
2003-09-05,413.381
2003-09-08,415.345
2003-09-09,418.026
2003-09-10,418.786
2003-09-11,418.105
2003-09-12,423.276
2003-09-15,422.779
2003-09-16,417.385
2003-09-17,420.32
2003-09-18,420.777
2003-09-19,424.519
2003-09-22,428.865
2003-09-23,429.98
2003-09-24,429.647
2003-09-25,430.524
2003-09-26,428.575
2003-09-29,432.032
2003-09-30,435.726
2003-10-01,437.46
2003-10-02,437.211
2003-10-03,435.441
2003-10-06,439.043
2003-10-07,443.977
2003-10-08,445.292
2003-10-09,441.91
2003-10-10,444.351
2003-10-13,439.32
2003-10-14,439.635
2003-10-15,438.034
2003-10-16,440.19
2003-10-17,438.034
2003-10-20,440.793
2003-10-21,441.905
2003-10-22,445.692
2003-10-23,446.061
2003-10-24,447.568
2003-10-27,445.019
2003-10-28,441.402
2003-10-29,442.408
2003-10-30,441.98
2003-10-31,440.16
2003-11-03,436.352
2003-11-04,438.502
2003-11-05,437.925
2003-11-06,435.151
2003-11-07,436.779
2003-11-10,437.399
2003-11-11,437.725
2003-11-12,441.224
2003-11-13,445.527
2003-11-14,447.378
2003-11-17,447.229
2003-11-18,452.072
2003-11-19,455.885
2003-11-20,454.912
2003-11-21,455.823
2003-11-24,451.952
2003-11-25,453.35
2003-11-26,457.605
2003-11-27,458.149
2003-11-28,461.841
2003-12-01,461.861
2003-12-02,467.672
2003-12-03,472.104
2003-12-04,471.802
2003-12-05,474.48
2003-12-08,477.47
2003-12-09,481.003
2003-12-10,479.732
2003-12-11,477.615
2003-12-12,482.797
2003-12-15,483.717
2003-12-16,485.936
2003-12-17,486.222
2003-12-18,486.278
2003-12-19,486.407
2003-12-22,489.976
2003-12-23,491.006
2003-12-24,492.39
2003-12-25,492.39
2003-12-26,492.192
2003-12-29,496.413
2003-12-30,500.796
2003-12-31,504.114
2004-01-01,504.114
2004-01-02,505.018
2004-01-05,511.482
2004-01-06,514.55
2004-01-07,511.865
2004-01-08,514.971
2004-01-09,521.276
2004-01-12,521.927
2004-01-13,526.763
2004-01-14,523.173
2004-01-15,521.073
2004-01-16,516.188
2004-01-19,515.349
2004-01-20,518.295
2004-01-21,522.332
2004-01-22,527.479
2004-01-23,529.51
2004-01-26,522.146
2004-01-27,529.096
2004-01-28,529.105
2004-01-29,518.067
2004-01-30,517.206
2004-02-02,519.865
2004-02-03,525.47
2004-02-04,525.219
2004-02-05,526.565
2004-02-06,526.29
2004-02-09,528.354
2004-02-10,525.904
2004-02-11,526.567
2004-02-12,533.719
2004-02-13,533.609
2004-02-16,536.043
2004-02-17,537.508
2004-02-18,543.445
2004-02-19,538.687
2004-02-20,534.188
2004-02-23,533.486
2004-02-24,535.281
2004-02-25,529.269
2004-02-26,523.858
2004-02-27,526.09
2004-03-01,529.721
2004-03-02,525.992
2004-03-03,520.48
2004-03-04,526.805
2004-03-05,537.135
2004-03-08,536.438
2004-03-09,538.412
2004-03-10,530.851
2004-03-11,528.884
2004-03-12,525.363
2004-03-15,526.515
2004-03-16,532.081
2004-03-17,527.925
2004-03-18,535.033
2004-03-19,531.649
2004-03-22,527.168
2004-03-23,524.044
2004-03-24,521.433
2004-03-25,520.51
2004-03-26,519.261
2004-03-29,524.057
2004-03-30,528.772
2004-03-31,535.72
2004-04-01,543.882
2004-04-02,538.583
2004-04-05,535.626
2004-04-06,537.965
2004-04-07,547.53
2004-04-08,545.423
2004-04-09,545.423
2004-04-12,543.891
2004-04-13,536.929
2004-04-14,535.629
2004-04-15,535.727
2004-04-16,541.019
2004-04-19,542.427
2004-04-20,539.618
2004-04-21,539.223
2004-04-22,538.383
2004-04-23,537.496
2004-04-26,540.438
2004-04-27,539.765
2004-04-28,538.693
2004-04-29,539.173
2004-04-30,540.578
2004-05-03,539.074
2004-05-04,544.786
2004-05-05,548.466
2004-05-06,544.526
2004-05-07,533.557
2004-05-10,526.408
2004-05-11,524.254
2004-05-12,528.169
2004-05-13,526.594
2004-05-14,527.045
2004-05-17,527.192
2004-05-18,525.484
2004-05-19,532.406
2004-05-20,527.672
2004-05-21,531.894
2004-05-24,529.046
2004-05-25,537.329
2004-05-26,540.684
2004-05-27,546.926
2004-05-28,549.544
2004-05-31,549.544
2004-06-01,546.013
2004-06-02,544.65
2004-06-03,548.352
2004-06-04,552.963
2004-06-07,555.058
2004-06-08,555.556
2004-06-09,552.062
2004-06-10,552.108
2004-06-11,547.563
2004-06-14,548.776
2004-06-15,552.413
2004-06-16,554.293
2004-06-17,552.577
2004-06-18,559.458
2004-06-21,556.238
2004-06-22,553.211
2004-06-23,556.492
2004-06-24,562.963
2004-06-25,563.669
2004-06-28,566.032
2004-06-29,565.248
2004-06-30,566.389
2004-07-01,564.526
2004-07-02,572.584
2004-07-05,571.095
2004-07-06,572.832
2004-07-07,576.693
2004-07-08,576.886
2004-07-09,581.728
2004-07-12,580.832
2004-07-13,580.791
2004-07-14,581.228
2004-07-15,579.737
2004-07-16,581.826
2004-07-19,578.105
2004-07-20,577.883
2004-07-21,570.361
2004-07-22,571.129
2004-07-23,564.018
2004-07-26,562.115
2004-07-27,560.783
2004-07-28,562.903
2004-07-29,565.077
2004-07-30,565.363
2004-08-02,565.021
2004-08-03,563.917
2004-08-04,562.411
2004-08-05,564.34
2004-08-06,569.791
2004-08-09,566.478
2004-08-10,575.252
2004-08-11,568.446
2004-08-12,567.218
2004-08-13,573.769
2004-08-16,575.69
2004-08-17,581.391
2004-08-18,579.334
2004-08-19,584.12
2004-08-20,579.61
2004-08-23,575.363
2004-08-24,570.504
2004-08-25,572.186
2004-08-26,573.64
2004-08-27,569.973
2004-08-30,568.726
2004-08-31,572.398
2004-09-01,575.958
2004-09-02,576.836
2004-09-03,571.596
2004-09-06,575.066
2004-09-07,574.382
2004-09-08,576.603
2004-09-09,575.853
2004-09-10,580.774
2004-09-13,577.954
2004-09-14,577.446
2004-09-15,567.047
2004-09-16,567.04
2004-09-17,572.578
2004-09-20,576.866
2004-09-21,582.677
2004-09-22,577.227
2004-09-23,580.612
2004-09-24,577.419
2004-09-27,581.572
2004-09-28,581.829
2004-09-29,585.593
2004-09-30,589.219
2004-10-01,590.915
2004-10-04,586.655
2004-10-05,590.903
2004-10-06,590.4
2004-10-07,594.339
2004-10-08,598.776
2004-10-11,597.407
2004-10-12,592.48
2004-10-13,591.243
2004-10-14,595.219
2004-10-15,599.043
2004-10-18,600.115
2004-10-19,602.966
2004-10-20,607.06
2004-10-21,610.886
2004-10-22,613.554
2004-10-25,618.198
2004-10-26,618.15
2004-10-27,619.247
2004-10-28,622.136
2004-10-29,615.727
2004-11-01,616.913
2004-11-02,621.828
2004-11-03,626.485
2004-11-04,631.622
2004-11-05,634.605
2004-11-08,636.319
2004-11-09,634.984
2004-11-10,635.802
2004-11-11,637.036
2004-11-12,638.139
2004-11-15,638.19
2004-11-16,638.392
2004-11-17,640.329
2004-11-18,640.103
2004-11-19,649.237
2004-11-22,646.446
2004-11-23,652.119
2004-11-24,662.258
2004-11-25,669.665
2004-11-26,669.121
2004-11-29,676.024
2004-11-30,680.73
2004-12-01,684.425
2004-12-02,679.152
2004-12-03,691.624
2004-12-06,695.803
2004-12-07,700.365
2004-12-08,691.994
2004-12-09,689.767
2004-12-10,693.051
2004-12-13,697.981
2004-12-14,699.539
2004-12-15,707.643
2004-12-16,700.353
2004-12-17,700.887
2004-12-20,716.186
2004-12-21,711.198
2004-12-22,707.101
2004-12-23,711.896
2004-12-24,713.742
2004-12-27,720.278
2004-12-28,725.267
2004-12-29,726.49
2004-12-30,726.418
2004-12-31,724.419
2005-01-03,723.305
2005-01-04,718.66
2005-01-05,720.275
2005-01-06,714.606
2005-01-07,712.202
2005-01-10,716.15
2005-01-11,714.947
2005-01-12,721.548
2005-01-13,717.019
2005-01-14,706.113
2005-01-17,704.588
2005-01-18,700.728
2005-01-19,699.645
2005-01-20,706.908
2005-01-21,708.203
2005-01-24,715.805
2005-01-25,715.477
2005-01-26,721.919
2005-01-27,721.67
2005-01-28,719.065
2005-01-31,714.269
2005-02-01,720.812
2005-02-02,725.68
2005-02-03,727.802
2005-02-04,731.112
2005-02-07,732.503
2005-02-08,729.832
2005-02-09,729.723
2005-02-10,738.644
2005-02-11,744.652
2005-02-14,753.259
2005-02-15,755.138
2005-02-16,752.827
2005-02-17,759.773
2005-02-18,762.477
2005-02-21,763.545
2005-02-22,770.925
2005-02-23,752.334
2005-02-24,758.114
2005-02-25,766.526
2005-02-28,767.889
2005-03-01,763.329
2005-03-02,762.696
2005-03-03,762.387
2005-03-04,771.633
2005-03-07,772.604
2005-03-08,772.221
2005-03-09,764.354
2005-03-10,768.864
2005-03-11,777.336
2005-03-14,773.298
2005-03-15,776.303
2005-03-16,775.046
2005-03-17,766.864
2005-03-18,767.519
2005-03-21,754.143
2005-03-22,751.947
2005-03-23,734.533
2005-03-24,730.599
2005-03-25,730.599
2005-03-28,725.471
2005-03-29,732.588
2005-03-30,730.739
2005-03-31,737.104
2005-04-01,748.049
2005-04-04,743.508
2005-04-05,748.753
2005-04-06,748.712
2005-04-07,750.301
2005-04-08,750.369
2005-04-11,764.426
2005-04-12,764.95
2005-04-13,766.799
2005-04-14,755.919
2005-04-15,755.743
2005-04-18,753.784
2005-04-19,755.653
2005-04-20,761.939
2005-04-21,756.688
2005-04-22,758.735
2005-04-25,753.605
2005-04-26,751.033
2005-04-27,742.1
2005-04-28,735.936
2005-04-29,734.301
2005-05-02,736.893
2005-05-03,732.966
2005-05-04,736.044
2005-05-05,735.164
2005-05-06,727.073
2005-05-09,725.551
2005-05-10,736.996
2005-05-11,740.585
2005-05-12,739.26
2005-05-13,737.628
2005-05-16,736.169
2005-05-17,738.567
2005-05-18,747.751
2005-05-19,752.522
2005-05-20,744.555
2005-05-23,746.773
2005-05-24,748.649
2005-05-25,754.235
2005-05-26,749.924
2005-05-27,752.019
2005-05-30,749.878
2005-05-31,742.737
2005-06-01,741.442
2005-06-02,743.077
2005-06-03,739.625
2005-06-06,733.132
2005-06-07,726.211
2005-06-08,734.12
2005-06-09,722.053
2005-06-10,725.863
2005-06-13,731.468
2005-06-14,738.277
2005-06-15,741.663
2005-06-16,748.379
2005-06-17,770.868
2005-06-20,769.76
2005-06-21,774.227
2005-06-22,773.612
2005-06-23,773.142
2005-06-24,760.772
2005-06-27,753.483
2005-06-28,762.191
2005-06-29,763.819
2005-06-30,768.228
2005-07-01,760.84
2005-07-04,759.624
2005-07-05,768.571
2005-07-06,764.599
2005-07-07,760.434
2005-07-08,763.861
2005-07-11,770.512
2005-07-12,783.398
2005-07-13,780.074
2005-07-14,785.967
2005-07-15,775.823
2005-07-18,775.413
2005-07-19,777.312
2005-07-20,767.841
2005-07-21,773.176
2005-07-22,775.602
2005-07-25,776.213
2005-07-26,774.106
2005-07-27,773.478
2005-07-28,778.059
2005-07-29,781.417
2005-08-01,785.916
2005-08-02,790.003
2005-08-03,797.854
2005-08-04,805.57
2005-08-05,796.573
2005-08-08,797.913
2005-08-09,796.981
2005-08-10,799.126
2005-08-11,800.346
2005-08-12,803.492
2005-08-15,799.194
2005-08-16,784.413
2005-08-17,757.285
2005-08-18,740.645
2005-08-19,738.019
2005-08-22,748.902
2005-08-23,745.872
2005-08-24,741.277
2005-08-25,743.103
2005-08-26,747.774
2005-08-29,744.171
2005-08-30,741.047
2005-08-31,755.197
2005-09-01,775.918
2005-09-02,780.458
2005-09-05,776.258
2005-09-06,767.759
2005-09-07,767.93
2005-09-08,768.335
2005-09-09,763.608
2005-09-12,763.419
2005-09-13,764.021
2005-09-14,766.459
2005-09-15,755.969
2005-09-16,756.513
2005-09-19,757.8
2005-09-20,762.228
2005-09-21,753.327
2005-09-22,745.059
2005-09-23,735.824
2005-09-26,746.403
2005-09-27,746.263
2005-09-28,748.489
2005-09-29,745.289
2005-09-30,755.978
2005-10-03,743.758
2005-10-04,740.702
2005-10-05,742.34
2005-10-06,746.789
2005-10-07,743.357
2005-10-10,736.616
2005-10-11,729.85
2005-10-12,727.249
2005-10-13,710.98
2005-10-14,717.685
2005-10-17,715.337
2005-10-18,714.395
2005-10-19,695.805
2005-10-20,695.511
2005-10-21,693.167
2005-10-24,696.225
2005-10-25,705.369
2005-10-26,704.144
2005-10-27,701.33
2005-10-28,712.589
2005-10-31,721.151
2005-11-01,721.934
2005-11-02,705.193
2005-11-03,704.673
2005-11-04,694.48
2005-11-07,697.708
2005-11-08,699.608
2005-11-09,699.053
