Date,UNITED KINGDOM LARGE VALUE Large Cap
2011-04-29,790.662
2011-05-31,776.338
2011-06-30,753.811
2011-07-29,764.837
2011-08-31,702.12
2011-09-30,660.831
2011-10-31,747.803
2011-11-30,734.857
2011-12-30,740.277
2012-01-31,764.049
2012-02-29,797.56
2012-03-30,781.157
2012-04-30,791.206
2012-05-31,699.845
2012-06-29,758.779
2012-07-31,763.059
2012-08-31,796.71
2012-09-28,819.517
2012-10-31,829.472
2012-11-30,837.852
2012-12-31,861.132
2013-01-31,899.63
2013-02-28,857.755
2013-03-29,862.801
2013-04-30,893.09
2013-05-31,890.469
2013-06-28,842.211
2013-07-31,898.394
2013-08-30,899.784
2013-09-30,946.427
2013-10-31,974.057
2013-11-29,990.8
2013-12-31,1014.906
2014-01-31,981.37
2014-02-28,1046.393
2014-03-31,1006.187
2014-04-30,1061.844
2014-05-30,1057.154
2014-06-30,1060.069
2014-07-31,1067.216
2014-08-29,1062.023
2014-09-30,999.152
2014-10-31,973.211
2014-11-28,964.003
2014-12-31,936.714
2015-01-30,912.087
2015-02-27,965.402
2015-03-31,908.234
2015-04-30,975.797
2015-05-29,971.91
2015-06-30,926.733
2015-07-31,929.892
2015-08-31,852.95
2015-09-30,792.414
2015-10-30,846.243
2015-11-30,820.786
2015-12-31,785.856
2016-01-29,736.313
2016-02-29,732.68
2016-03-31,761.213
2016-04-29,806.14
2016-05-31,791.488
2016-06-30,784.621
2016-07-29,798.034
2016-08-31,803.996
2016-09-30,813.933
2016-10-31,796.667
2016-11-30,803.66
2016-12-30,849.493
2017-01-31,855.058
2017-02-28,854.276
2017-03-31,863.561
2017-04-28,867.87
2017-05-31,910.967
2017-06-30,898.16
2017-07-31,925.696
2017-08-31,916.727
2017-09-29,964.785
2017-10-31,967.119
2017-11-30,974.277
2017-12-29,1021.745
2018-01-31,1058.272
2018-02-28,993.64
2018-03-30,983.494
2018-04-30,1052.227
2018-05-31,1038.811
2018-06-29,1029.439
2018-07-31,1036.867
2018-08-31,975.686
2018-09-28,1001.011
2018-10-31,942.249
2018-11-30,915.204
2018-12-31,880.619
2019-01-31,941.319
2019-02-28,971.641
2019-03-29,986.679
2019-04-30,1001.506
2019-05-31,930.731
2019-06-28,978.007
2019-07-31,952.13
2019-08-30,881.146
2019-09-30,932.95
2019-10-31,956.236
2019-11-29,973.982
2019-12-31,1028.221
2020-01-31,974.567
2020-02-28,847.917
2020-03-31,709.89
2020-04-30,718.758
2020-05-29,708.613
2020-06-30,728.675
2020-07-31,712.058
2020-08-31,730.372
2020-09-30,674.071
2020-10-30,643.936
2020-11-30,783.683
2020-12-31,828.15
2021-01-29,822.092
2021-02-26,863.937
2021-03-31,894.202
2021-04-30,920.951
2021-05-31,955.147
2021-06-30,921.069
2021-07-30,921.509
2021-08-31,929.9
2021-09-30,915.326
2021-10-29,959.361
2021-11-30,905.334
2021-12-31,972.522
2022-01-31,1046.226
2022-02-28,1070.699
2022-03-31,1090.897
2022-04-29,1049.406
2022-05-31,1100.568
2022-06-30,1004.009
2022-07-29,1011.872
2022-08-31,976.869
2022-09-30,894.892
2022-10-31,950.8
2022-11-30,1053.447
2022-12-30,1053.643
2023-01-31,1130.388
2023-02-28,1133.358
2023-03-31,1090.257
2023-04-28,1147.676
2023-05-31,1050.223
2023-06-30,1098.328
2023-07-31,1137.711
2023-08-31,1098.18
2023-09-29,1118.286
2023-10-31,1068.271
2023-11-30,1135.543
2023-12-29,1165.666
2024-01-31,1137.427
2024-02-29,1126.882
2024-03-29,1196.281
2024-04-30,1256.728
2024-05-31,1297.23
2024-06-28,1275.937
2024-07-31,1338.66
2024-08-30,1351.771
2024-09-30,1368.036
2024-10-31,1315.387
2024-11-29,1340.976
2024-12-31,1317.49
2025-01-31,1392.348
2025-02-28,1451.067
2025-03-31,1478.823
2025-04-30,1480.868
2025-05-30,1550.338
2025-06-30,1584.831
2025-07-31,1621.615
2025-08-29,1698.441
