Date,UNITED KINGDOM LARGE VALUE Large Cap
2003-06-30,467.545
2003-07-31,472.875
2003-08-29,470.472
2003-09-30,484.659
2003-10-31,517.244
2003-11-28,533.201
2003-12-31,581.376
2004-01-30,570.559
2004-02-27,594.878
2004-03-31,585.412
2004-04-30,582.579
2004-05-31,600.056
2004-06-30,601.551
2004-07-30,604.154
2004-08-31,608.74
2004-09-30,634.071
2004-10-29,648.458
2004-11-30,689.789
2004-12-31,711.799
2005-01-31,710.74
2005-02-28,742.904
2005-03-31,718.384
2005-04-29,706.116
2005-05-31,698.134
2005-06-30,714.428
2005-07-29,720.439
2005-08-31,734.593
2005-09-30,734.418
2005-10-31,715.898
2005-11-30,708.216
2005-12-30,724.162
2006-01-31,756.741
2006-02-28,757.145
2006-03-31,773.705
2006-04-28,817.319
2006-05-31,807.047
2006-06-30,813.08
2006-07-31,837.329
2006-08-31,856.339
2006-09-29,860.321
2006-10-31,910.113
2006-11-30,925.358
2006-12-29,944.636
2007-01-31,936.716
2007-02-28,918.259
2007-03-30,936.788
2007-04-30,981.983
2007-05-31,1000.0
2007-06-29,1030.986
2007-07-31,998.815
2007-08-31,983.617
2007-09-28,1009.452
2007-10-31,1076.986
2007-11-30,993.389
2007-12-31,973.921
2008-01-31,868.679
2008-02-29,863.441
2008-03-31,849.646
2008-04-30,915.59
2008-05-30,895.514
2008-06-30,830.791
2008-07-31,796.898
2008-08-29,775.471
2008-09-30,670.562
2008-10-31,554.785
2008-11-28,535.426
2008-12-31,507.939
2009-01-30,447.301
2009-02-27,399.4
2009-03-31,411.988
2009-04-30,483.611
2009-05-29,554.15
2009-06-30,540.972
2009-07-31,590.77
2009-08-31,647.855
2009-09-30,657.952
2009-10-30,659.491
2009-11-30,671.368
2009-12-31,679.629
2010-01-29,646.209
2010-02-26,638.887
2010-03-31,660.653
2010-04-30,660.999
2010-05-31,578.923
2010-06-30,549.635
2010-07-30,621.514
2010-08-31,611.027
2010-09-30,659.417
2010-10-29,688.459
2010-11-30,655.176
2010-12-31,699.821
2011-01-31,733.061
2011-02-28,767.533
2011-03-31,740.694
2011-04-29,793.222
2011-05-31,779.042
2011-06-30,756.436
2011-07-29,767.5
2011-08-31,704.744
2011-09-30,663.301
2011-10-31,750.598
2011-11-30,737.796
2011-12-30,743.238
2012-01-31,767.105
2012-02-29,800.926
2012-03-30,784.454
2012-04-30,794.545
2012-05-31,702.967
2012-06-29,762.164
2012-07-31,766.464
2012-08-31,800.453
2012-09-28,823.368
2012-10-31,833.369
2012-11-30,841.99
2012-12-31,865.386
2013-01-31,904.074
2013-02-28,862.173
2013-03-29,867.246
2013-04-30,897.69
2013-05-31,895.258
2013-06-28,846.74
2013-07-31,903.226
2013-08-30,904.799
2013-09-30,951.703
2013-10-31,979.487
2013-11-29,996.51
2013-12-31,1020.755
2014-01-31,987.026
2014-02-28,1052.595
2014-03-31,1012.15
2014-04-30,1068.138
2014-05-30,1063.604
2014-06-30,1066.536
2014-07-31,1073.728
2014-08-29,1068.713
2014-09-30,1005.446
2014-10-31,979.342
2014-11-28,970.285
2014-12-31,942.819
2015-01-30,918.031
2015-02-27,971.894
2015-03-31,914.342
2015-04-30,982.358
2015-05-29,978.637
2015-06-30,933.147
2015-07-31,936.328
2015-08-31,859.029
2015-09-30,798.062
2015-10-30,852.274
2015-11-30,826.829
2015-12-31,791.641
2016-01-29,741.733
2016-02-29,738.261
2016-03-31,767.012
2016-04-29,812.281
2016-05-31,797.717
2016-06-30,790.796
2016-07-29,804.314
2016-08-31,810.53
2016-09-30,820.547
2016-10-31,803.142
2016-11-30,810.402
2016-12-30,856.62
2017-01-31,862.231
2017-02-28,861.697
2017-03-31,871.063
2017-04-28,875.409
2017-05-31,919.147
2017-06-30,906.226
2017-07-31,934.008
2017-08-31,925.213
2017-09-29,973.715
2017-10-31,976.072
2017-11-30,983.562
2017-12-29,1031.483
2018-01-31,1068.358
2018-02-28,1003.366
2018-03-30,993.12
2018-04-30,1062.525
2018-05-31,1049.239
2018-06-29,1039.772
2018-07-31,1047.275
2018-08-31,985.7
2018-09-28,1011.286
2018-10-31,951.92
2018-11-30,924.829
2018-12-31,889.88
2019-01-31,951.218
2019-02-28,982.1
2019-03-29,997.3
2019-04-30,1012.287
2019-05-31,940.975
2019-06-28,988.772
2019-07-31,962.61
2019-08-30,891.081
2019-09-30,943.469
2019-10-31,967.018
2019-11-29,985.198
2019-12-31,1040.062
2020-01-31,985.791
2020-02-28,857.88
2020-03-31,718.232
2020-04-30,727.203
2020-05-29,717.022
2020-06-30,737.322
2020-07-31,720.507
2020-08-31,739.112
2020-09-30,682.137
2020-10-30,651.642
2020-11-30,793.141
2020-12-31,838.146
2021-01-29,832.015
2021-02-26,874.436
2021-03-31,905.069
2021-04-30,932.143
2021-05-31,966.832
2021-06-30,932.337
2021-07-30,932.782
2021-08-31,941.39
2021-09-30,926.636
2021-10-29,971.215
2021-11-30,916.635
2021-12-31,984.661
2022-01-31,1059.285
2022-02-28,1084.063
2022-03-31,1104.513
2022-04-29,1062.505
2022-05-31,1114.306
2022-06-30,1016.541
2022-07-29,1024.502
2022-08-31,989.062
2022-09-30,906.062
2022-10-31,962.668
2022-11-30,1066.596
2022-12-30,1066.795
2023-01-31,1144.498
2023-02-28,1147.504
2023-03-31,1103.866
2023-04-28,1162.001
2023-05-31,1063.332
2023-06-30,1112.038
2023-07-31,1151.911
2023-08-31,1111.888
2023-09-29,1132.244
2023-10-31,1081.642
2023-11-30,1149.756
2023-12-29,1180.256
2024-01-31,1151.663
2024-02-29,1140.986
2024-03-29,1211.254
2024-04-30,1272.457
2024-05-31,1313.466
2024-06-28,1291.907
2024-07-31,1355.415
2024-08-30,1368.69
2024-09-30,1385.159
2024-10-31,1331.851
2024-11-29,1357.76
2024-12-31,1333.98
2025-01-31,1409.775
2025-02-28,1469.229
2025-03-31,1497.332
2025-04-30,1499.403
2025-05-30,1569.742
2025-06-30,1604.667
2025-07-31,1641.911
