Date,UNITED KINGDOM LARGE VALUE Large Cap
2003-01-14,443.2
2003-01-15,434.982
2003-01-16,435.352
2003-01-17,429.76
2003-01-20,421.15
2003-01-21,416.614
2003-01-22,410.163
2003-01-23,407.693
2003-01-24,408.249
2003-01-27,394.927
2003-01-28,398.496
2003-01-29,399.415
2003-01-30,407.893
2003-01-31,404.796
2003-02-03,419.307
2003-02-04,410.384
2003-02-05,422.316
2003-02-06,410.415
2003-02-07,409.553
2003-02-10,405.92
2003-02-11,413.41
2003-02-12,408.02
2003-02-13,411.493
2003-02-14,409.738
2003-02-17,416.064
2003-02-18,418.859
2003-02-19,411.752
2003-02-20,413.868
2003-02-21,418.516
2003-02-24,415.421
2003-02-25,403.752
2003-02-26,404.912
2003-02-27,401.865
2003-02-28,408.816
2003-03-03,413.523
2003-03-04,408.57
2003-03-05,407.421
2003-03-06,405.698
2003-03-07,398.906
2003-03-10,390.193
2003-03-11,394.376
2003-03-12,377.084
2003-03-13,398.07
2003-03-14,406.874
2003-03-17,418.718
2003-03-18,417.588
2003-03-19,419.222
2003-03-20,420.274
2003-03-21,429.956
2003-03-24,420.317
2003-03-25,420.741
2003-03-26,424.777
2003-03-27,414.389
2003-03-28,412.028
2003-03-31,404.858
2003-04-01,412.395
2003-04-02,417.741
2003-04-03,419.893
2003-04-04,421.733
2003-04-07,430.647
2003-04-08,422.353
2003-04-09,422.187
2003-04-10,421.601
2003-04-11,422.479
2003-04-14,428.222
2003-04-15,435.717
2003-04-16,429.831
2003-04-17,433.55
2003-04-18,433.55
2003-04-21,429.444
2003-04-22,436.938
2003-04-23,442.61
2003-04-24,437.689
2003-04-25,430.092
2003-04-28,440.312
2003-04-29,440.793
2003-04-30,438.967
2003-05-01,434.781
2003-05-02,442.502
2003-05-05,443.33
2003-05-06,451.37
2003-05-07,444.654
2003-05-08,440.385
2003-05-09,445.52
2003-05-12,449.574
2003-05-13,450.496
2003-05-14,450.59
2003-05-15,456.737
2003-05-16,458.994
2003-05-19,452.009
2003-05-20,456.291
2003-05-21,455.336
2003-05-22,458.684
2003-05-23,460.774
2003-05-26,460.985
2003-05-27,463.192
2003-05-28,471.569
2003-05-29,479.503
2003-05-30,472.793
2003-06-02,481.053
2003-06-03,478.044
2003-06-04,480.504
2003-06-05,482.165
2003-06-06,487.303
2003-06-09,480.298
2003-06-10,479.274
2003-06-11,488.012
2003-06-12,492.345
2003-06-13,487.832
2003-06-16,493.479
2003-06-17,498.851
2003-06-18,498.034
2003-06-19,487.765
2003-06-20,488.777
2003-06-23,482.089
2003-06-24,478.868
2003-06-25,481.207
2003-06-26,474.918
2003-06-27,473.395
2003-06-30,468.288
2003-07-01,463.461
2003-07-02,469.339
2003-07-03,471.435
2003-07-04,469.578
2003-07-07,473.402
2003-07-08,469.711
2003-07-09,466.279
2003-07-10,461.248
2003-07-11,465.911
2003-07-14,471.941
2003-07-15,464.829
2003-07-16,459.917
2003-07-17,457.094
2003-07-18,456.68
2003-07-21,456.925
2003-07-22,461.841
2003-07-23,461.329
2003-07-24,471.115
2003-07-25,471.499
2003-07-28,476.148
2003-07-29,474.143
2003-07-30,472.563
2003-07-31,473.626
2003-08-01,465.85
2003-08-04,467.268
2003-08-05,470.279
2003-08-06,465.122
2003-08-07,471.046
2003-08-08,474.332
2003-08-11,476.81
2003-08-12,477.155
2003-08-13,480.255
2003-08-14,486.602
2003-08-15,485.551
2003-08-18,488.697
2003-08-19,482.956
2003-08-20,482.407
2003-08-21,480.768
2003-08-22,477.34
2003-08-25,477.734
2003-08-26,469.223
2003-08-27,473.689
2003-08-28,475.0
2003-08-29,471.219
2003-09-01,472.151
2003-09-02,473.009
2003-09-03,479.133
2003-09-04,480.968
2003-09-05,481.66
2003-09-08,488.28
2003-09-09,485.806
2003-09-10,483.893
2003-09-11,484.069
2003-09-12,487.424
2003-09-15,489.499
2003-09-16,489.609
2003-09-17,492.837
2003-09-18,498.506
2003-09-19,494.973
2003-09-22,497.67
2003-09-23,497.004
2003-09-24,502.469
2003-09-25,501.447
2003-09-26,492.886
2003-09-29,491.044
2003-09-30,485.429
2003-10-01,498.808
2003-10-02,503.709
2003-10-03,510.368
2003-10-06,511.476
2003-10-07,511.883
2003-10-08,508.445
2003-10-09,515.172
2003-10-10,515.565
2003-10-13,521.895
2003-10-14,517.129
2003-10-15,520.943
2003-10-16,520.084
2003-10-17,516.76
2003-10-20,519.61
2003-10-21,520.826
2003-10-22,516.886
2003-10-23,509.246
2003-10-24,510.732
2003-10-27,509.315
2003-10-28,514.582
2003-10-29,516.86
2003-10-30,518.981
2003-10-31,518.066
2003-11-03,521.118
2003-11-04,518.39
2003-11-05,515.481
2003-11-06,514.861
2003-11-07,521.059
2003-11-10,517.649
2003-11-11,515.655
2003-11-12,521.287
2003-11-13,523.291
2003-11-14,524.673
2003-11-17,518.133
2003-11-18,525.411
2003-11-19,521.818
2003-11-20,521.401
2003-11-21,523.571
2003-11-24,531.215
2003-11-25,533.265
2003-11-26,534.55
2003-11-27,534.437
2003-11-28,534.048
2003-12-01,542.475
2003-12-02,538.673
2003-12-03,541.547
2003-12-04,537.479
2003-12-05,538.021
2003-12-08,540.072
2003-12-09,548.007
2003-12-10,544.814
2003-12-11,543.135
2003-12-12,547.473
2003-12-15,548.587
2003-12-16,546.887
2003-12-17,555.285
2003-12-18,563.466
2003-12-19,567.673
2003-12-22,569.767
2003-12-23,570.714
2003-12-24,573.184
2003-12-25,573.184
2003-12-26,573.814
2003-12-29,574.284
2003-12-30,578.652
2003-12-31,582.3
2004-01-01,582.3
2004-01-02,585.975
2004-01-05,592.166
2004-01-06,597.015
2004-01-07,590.411
2004-01-08,595.372
2004-01-09,592.642
2004-01-12,592.645
2004-01-13,589.498
2004-01-14,587.655
2004-01-15,585.247
2004-01-16,581.146
2004-01-19,580.847
2004-01-20,587.15
2004-01-21,594.833
2004-01-22,592.951
2004-01-23,587.815
2004-01-26,579.524
2004-01-27,577.834
2004-01-28,587.697
2004-01-29,574.989
2004-01-30,571.465
2004-02-02,568.915
2004-02-03,575.284
2004-02-04,572.657
2004-02-05,571.92
2004-02-06,579.095
2004-02-09,588.705
2004-02-10,584.599
2004-02-11,586.679
2004-02-12,588.31
2004-02-13,591.719
2004-02-16,593.424
2004-02-17,602.418
2004-02-18,600.488
2004-02-19,607.409
2004-02-20,601.982
2004-02-23,601.712
2004-02-24,603.645
2004-02-25,605.882
2004-02-26,599.435
2004-02-27,595.823
2004-03-01,604.433
2004-03-02,596.779
2004-03-03,590.884
2004-03-04,596.004
2004-03-05,600.192
2004-03-08,600.116
2004-03-09,597.338
2004-03-10,589.092
2004-03-11,575.446
2004-03-12,575.336
2004-03-15,571.682
2004-03-16,581.271
2004-03-17,585.21
2004-03-18,582.54
2004-03-19,584.939
2004-03-22,577.363
2004-03-23,577.525
2004-03-24,574.524
2004-03-25,574.369
2004-03-26,571.019
2004-03-29,580.632
2004-03-30,585.887
2004-03-31,586.343
2004-04-01,595.156
2004-04-02,594.713
2004-04-05,594.591
2004-04-06,599.432
2004-04-07,599.296
2004-04-08,599.926
2004-04-09,599.926
2004-04-12,599.926
2004-04-13,599.487
2004-04-14,588.007
2004-04-15,587.863
2004-04-16,595.964
2004-04-19,597.83
2004-04-20,597.092
2004-04-21,586.522
2004-04-22,588.757
2004-04-23,589.367
2004-04-26,595.584
2004-04-27,598.334
2004-04-28,590.14
2004-04-29,588.717
2004-04-30,583.504
2004-05-03,583.932
2004-05-04,597.302
2004-05-05,596.577
2004-05-06,594.344
2004-05-07,589.243
2004-05-10,572.817
2004-05-11,575.324
2004-05-12,576.591
2004-05-13,579.0
2004-05-14,577.608
2004-05-17,573.695
2004-05-18,572.661
2004-05-19,584.775
2004-05-20,576.756
2004-05-21,583.485
2004-05-24,584.189
2004-05-25,593.384
2004-05-26,597.222
2004-05-27,604.865
2004-05-28,601.01
2004-05-31,601.01
2004-06-01,602.185
2004-06-02,607.151
2004-06-03,607.889
2004-06-04,608.199
2004-06-07,613.535
2004-06-08,614.569
2004-06-09,607.818
2004-06-10,610.26
2004-06-11,605.474
2004-06-14,599.576
2004-06-15,603.106
2004-06-16,610.7
2004-06-17,612.337
2004-06-18,615.606
2004-06-21,611.447
2004-06-22,603.318
2004-06-23,606.531
2004-06-24,610.966
2004-06-25,607.773
2004-06-28,614.699
2004-06-29,606.795
2004-06-30,602.507
2004-07-01,598.293
2004-07-02,598.974
2004-07-05,600.035
2004-07-06,599.829
2004-07-07,602.01
2004-07-08,607.005
2004-07-09,610.106
2004-07-12,608.224
2004-07-13,604.669
2004-07-14,605.203
2004-07-15,599.062
2004-07-16,606.954
2004-07-19,604.599
2004-07-20,602.06
2004-07-21,602.539
2004-07-22,595.233
2004-07-23,595.403
2004-07-26,592.921
2004-07-27,591.664
2004-07-28,597.743
2004-07-29,605.404
2004-07-30,605.114
2004-08-02,610.431
2004-08-03,610.95
2004-08-04,609.268
2004-08-05,609.192
2004-08-06,607.663
2004-08-09,605.201
2004-08-10,611.025
2004-08-11,601.892
2004-08-12,602.204
2004-08-13,603.533
2004-08-16,609.469
2004-08-17,605.021
2004-08-18,604.244
2004-08-19,606.74
2004-08-20,605.691
2004-08-23,606.076
2004-08-24,600.937
2004-08-25,603.285
2004-08-26,606.42
2004-08-27,612.261
2004-08-30,612.091
2004-08-31,609.707
2004-09-01,616.32
2004-09-02,618.326
2004-09-03,617.811
2004-09-06,619.615
2004-09-07,618.331
2004-09-08,620.447
2004-09-09,619.532
2004-09-10,626.711
2004-09-13,626.546
2004-09-14,626.175
2004-09-15,619.524
2004-09-16,625.393
2004-09-17,631.081
2004-09-20,629.751
2004-09-21,638.446
2004-09-22,635.036
2004-09-23,632.944
2004-09-24,637.794
2004-09-27,633.498
2004-09-28,637.795
2004-09-29,634.469
2004-09-30,635.078
2004-10-01,643.468
2004-10-04,642.741
2004-10-05,648.291
2004-10-06,649.673
2004-10-07,651.461
2004-10-08,654.191
2004-10-11,653.977
2004-10-12,644.427
2004-10-13,641.37
2004-10-14,646.202
2004-10-15,647.466
2004-10-18,646.205
2004-10-19,648.278
2004-10-20,646.199
2004-10-21,648.873
2004-10-22,649.229
2004-10-25,646.336
2004-10-26,647.243
2004-10-27,652.508
2004-10-28,653.385
2004-10-29,649.489
2004-11-01,657.248
2004-11-02,662.045
2004-11-03,668.719
2004-11-04,669.105
2004-11-05,672.325
2004-11-08,673.597
2004-11-09,672.362
2004-11-10,671.159
2004-11-11,675.832
2004-11-12,680.621
2004-11-15,682.124
2004-11-16,676.559
2004-11-17,680.291
2004-11-18,679.462
2004-11-19,679.392
2004-11-22,675.177
2004-11-23,681.236
2004-11-24,681.413
2004-11-25,689.398
2004-11-26,689.58
2004-11-29,690.508
2004-11-30,690.885
2004-12-01,701.717
2004-12-02,699.585
2004-12-03,704.465
2004-12-06,703.163
2004-12-07,703.52
2004-12-08,694.33
2004-12-09,689.177
2004-12-10,691.276
2004-12-13,699.246
2004-12-14,700.884
2004-12-15,711.242
2004-12-16,705.592
2004-12-17,702.751
2004-12-20,713.871
2004-12-21,704.813
2004-12-22,707.172
2004-12-23,710.678
2004-12-24,715.707
2004-12-27,718.494
2004-12-28,716.729
2004-12-29,714.316
2004-12-30,715.64
2004-12-31,712.93
2005-01-03,706.71
2005-01-04,706.14
2005-01-05,702.661
2005-01-06,700.566
2005-01-07,701.43
2005-01-10,703.513
2005-01-11,699.816
2005-01-12,701.258
2005-01-13,700.169
2005-01-14,697.189
2005-01-17,696.109
2005-01-18,697.315
2005-01-19,700.439
2005-01-20,695.275
2005-01-21,694.984
2005-01-24,700.253
2005-01-25,702.932
2005-01-26,710.435
2005-01-27,712.832
2005-01-28,706.971
2005-01-31,711.869
2005-02-01,718.982
2005-02-02,720.463
2005-02-03,715.512
2005-02-04,724.551
2005-02-07,722.702
2005-02-08,721.224
2005-02-09,720.09
2005-02-10,728.637
2005-02-11,732.831
2005-02-14,739.33
2005-02-15,741.196
2005-02-16,739.49
2005-02-17,744.642
2005-02-18,746.147
2005-02-21,746.845
2005-02-22,746.307
2005-02-23,740.495
2005-02-24,738.154
2005-02-25,747.325
2005-02-28,744.084
2005-03-01,744.812
2005-03-02,740.493
2005-03-03,741.838
2005-03-04,753.92
2005-03-07,745.989
2005-03-08,750.958
2005-03-09,746.619
2005-03-10,739.409
2005-03-11,743.834
2005-03-14,739.061
2005-03-15,744.669
2005-03-16,740.911
2005-03-17,735.412
2005-03-18,734.598
2005-03-21,728.837
2005-03-22,730.469
2005-03-23,715.375
2005-03-24,715.268
2005-03-25,715.268
2005-03-28,713.642
2005-03-29,719.377
2005-03-30,717.744
2005-03-31,719.526
2005-04-01,722.353
2005-04-04,714.664
2005-04-05,721.058
2005-04-06,721.932
2005-04-07,727.476
2005-04-08,726.902
2005-04-11,729.264
2005-04-12,722.978
2005-04-13,726.35
2005-04-14,718.999
2005-04-15,714.101
2005-04-18,707.71
2005-04-19,716.42
2005-04-20,711.929
2005-04-21,709.1
2005-04-22,715.701
2005-04-25,718.775
2005-04-26,714.304
2005-04-27,706.66
2005-04-28,705.646
2005-04-29,707.238
2005-05-02,700.998
2005-05-03,708.04
2005-05-04,715.82
2005-05-05,722.713
2005-05-06,721.395
2005-05-09,716.374
2005-05-10,714.309
2005-05-11,708.765
2005-05-12,706.722
2005-05-13,702.31
2005-05-16,692.563
2005-05-17,696.312
2005-05-18,703.493
2005-05-19,707.385
2005-05-20,702.172
2005-05-23,706.559
2005-05-24,708.481
2005-05-25,709.771
2005-05-26,705.244
2005-05-27,703.472
2005-05-30,703.646
2005-05-31,699.243
2005-06-01,703.837
2005-06-02,704.083
2005-06-03,701.731
2005-06-06,699.695
2005-06-07,710.736
2005-06-08,711.232
2005-06-09,704.181
2005-06-10,705.372
2005-06-13,703.661
2005-06-14,707.317
2005-06-15,709.922
2005-06-16,712.155
2005-06-17,718.282
2005-06-20,715.953
2005-06-21,718.467
2005-06-22,722.348
2005-06-23,725.915
2005-06-24,722.915
2005-06-27,719.259
2005-06-28,721.684
2005-06-29,720.592
2005-06-30,715.563
2005-07-01,713.26
2005-07-04,711.016
2005-07-05,708.106
2005-07-06,713.828
2005-07-07,697.806
2005-07-08,704.545
2005-07-11,715.079
2005-07-12,721.206
2005-07-13,719.354
2005-07-14,726.526
2005-07-15,719.536
2005-07-18,714.257
2005-07-19,705.636
2005-07-20,704.372
2005-07-21,712.204
2005-07-22,713.041
2005-07-25,715.722
2005-07-26,717.82
2005-07-27,718.693
2005-07-28,720.696
2005-07-29,721.584
2005-08-01,728.188
2005-08-02,732.578
2005-08-03,734.434
2005-08-04,728.148
2005-08-05,728.603
2005-08-08,735.731
2005-08-09,735.015
2005-08-10,744.42
2005-08-11,744.848
2005-08-12,746.216
2005-08-15,744.818
2005-08-16,743.5
2005-08-17,742.284
2005-08-18,733.632
2005-08-19,738.565
2005-08-22,743.198
2005-08-23,739.756
2005-08-24,736.379
2005-08-25,734.212
2005-08-26,733.135
2005-08-29,730.763
2005-08-30,725.665
2005-08-31,735.76
2005-09-01,750.581
2005-09-02,753.341
2005-09-05,758.506
2005-09-06,760.447
2005-09-07,758.121
2005-09-08,755.496
2005-09-09,756.368
2005-09-12,750.124
2005-09-13,746.188
2005-09-14,749.707
2005-09-15,745.206
2005-09-16,746.952
2005-09-19,747.786
2005-09-20,746.641
2005-09-21,742.294
2005-09-22,735.296
2005-09-23,733.741
2005-09-26,735.929
2005-09-27,731.335
2005-09-28,735.336
2005-09-29,732.572
2005-09-30,735.585
2005-10-03,732.703
2005-10-04,735.688
2005-10-05,728.533
2005-10-06,726.61
2005-10-07,720.118
2005-10-10,717.361
2005-10-11,716.393
2005-10-12,712.206
2005-10-13,701.596
2005-10-14,709.542
2005-10-17,703.486
2005-10-18,699.101
2005-10-19,691.399
2005-10-20,694.556
2005-10-21,694.473
2005-10-24,699.799
2005-10-25,705.259
2005-10-26,705.786
2005-10-27,703.372
2005-10-28,704.431
2005-10-31,717.035
2005-11-01,716.098
2005-11-02,725.025
2005-11-03,734.352
2005-11-04,721.757
2005-11-07,724.458
2005-11-08,723.695
