Date,KOKUSAI INDEX (WORLD ex JP) IMI GROWTH IMI (Large+Mid+Small Cap)
2001-07-16,625.318
2001-07-17,627.424
2001-07-18,624.843
2001-07-19,631.037
2001-07-20,629.091
2001-07-23,620.935
2001-07-24,613.554
2001-07-25,617.232
2001-07-26,623.51
2001-07-27,628.666
2001-07-30,630.278
2001-07-31,634.558
2001-08-01,639.658
2001-08-02,642.947
2001-08-03,639.157
2001-08-06,632.344
2001-08-07,631.553
2001-08-08,619.827
2001-08-09,617.894
2001-08-10,618.029
2001-08-13,621.004
2001-08-14,620.447
2001-08-15,617.573
2001-08-16,615.918
2001-08-17,605.487
2001-08-20,606.262
2001-08-21,601.838
2001-08-22,606.359
2001-08-23,603.568
2001-08-24,617.434
2001-08-27,616.234
2001-08-28,606.148
2001-08-29,601.211
2001-08-30,588.075
2001-08-31,589.944
2001-09-03,587.22
2001-09-04,583.613
2001-09-05,577.857
2001-09-06,563.935
2001-09-07,554.823
2001-09-10,554.1
2001-09-11,543.989
2001-09-12,545.91
2001-09-13,547.774
2001-09-14,540.851
2001-09-17,522.403
2001-09-18,516.684
2001-09-19,509.889
2001-09-20,493.16
2001-09-21,481.252
2001-09-24,503.774
2001-09-25,509.981
2001-09-26,508.141
2001-09-27,512.2
2001-09-28,523.701
2001-10-01,519.684
2001-10-02,524.73
2001-10-03,537.014
2001-10-04,542.218
2001-10-05,544.361
2001-10-08,542.121
2001-10-09,539.096
2001-10-10,551.358
2001-10-11,563.093
2001-10-12,561.974
2001-10-15,558.826
2001-10-16,563.899
2001-10-17,557.565
2001-10-18,552.038
2001-10-19,551.425
2001-10-22,559.666
2001-10-23,562.326
2001-10-24,565.698
2001-10-25,569.367
2001-10-26,573.165
2001-10-29,560.536
2001-10-30,549.903
2001-10-31,552.861
2001-11-01,563.996
2001-11-02,564.948
2001-11-05,574.717
2001-11-06,581.93
2001-11-07,583.083
2001-11-08,585.751
2001-11-09,584.088
2001-11-12,581.085
2001-11-13,593.065
2001-11-14,596.528
2001-11-15,598.079
2001-11-16,598.732
2001-11-19,605.404
2001-11-20,597.443
2001-11-21,593.889
2001-11-22,596.515
2001-11-23,599.565
2001-11-26,605.585
2001-11-27,602.211
2001-11-28,592.795
2001-11-29,597.047
2001-11-30,599.581
2001-12-03,593.337
2001-12-04,603.586
2001-12-05,620.672
2001-12-06,621.392
2001-12-07,615.824
2001-12-10,604.91
2001-12-11,605.642
2001-12-12,605.875
2001-12-13,594.681
2001-12-14,595.671
2001-12-17,605.157
2001-12-18,607.621
2001-12-19,605.119
2001-12-20,597.78
2001-12-21,601.948
2001-12-24,599.945
2001-12-25,599.942
2001-12-26,602.376
2001-12-27,609.487
2001-12-28,611.617
2001-12-31,608.325
2002-01-01,608.325
2002-01-02,611.292
2002-01-03,619.581
2002-01-04,621.027
2002-01-07,615.438
2002-01-08,613.572
2002-01-09,611.658
2002-01-10,610.449
2002-01-11,607.257
2002-01-14,600.028
2002-01-15,602.386
2002-01-16,591.287
2002-01-17,597.352
2002-01-18,591.339
2002-01-21,589.867
2002-01-22,585.741
2002-01-23,590.13
2002-01-24,593.44
2002-01-25,589.458
2002-01-28,589.464
2002-01-29,577.639
2002-01-30,579.115
2002-01-31,586.093
2002-02-01,583.392
2002-02-04,572.215
2002-02-05,568.076
2002-02-06,563.805
2002-02-07,562.407
2002-02-08,569.261
2002-02-11,578.219
2002-02-12,575.724
2002-02-13,579.966
2002-02-14,579.345
2002-02-15,572.892
2002-02-18,571.314
2002-02-19,560.573
2002-02-20,563.831
2002-02-21,557.501
2002-02-22,558.035
2002-02-25,565.74
2002-02-26,566.674
2002-02-27,568.563
2002-02-28,566.274
2002-03-01,577.294
2002-03-04,590.479
2002-03-05,588.424
2002-03-06,594.932
2002-03-07,596.253
2002-03-08,601.431
2002-03-11,600.378
2002-03-12,594.921
2002-03-13,590.906
2002-03-14,592.399
2002-03-15,597.901
2002-03-18,600.021
2002-03-19,601.178
2002-03-20,592.752
2002-03-21,593.765
2002-03-22,592.416
2002-03-25,583.944
2002-03-26,585.623
2002-03-27,586.624
2002-03-28,590.387
2002-03-29,590.385
2002-04-01,592.746
2002-04-02,585.564
2002-04-03,580.892
2002-04-04,580.097
2002-04-05,577.778
2002-04-08,574.755
2002-04-09,571.75
2002-04-10,577.548
2002-04-11,565.507
2002-04-12,569.521
2002-04-15,568.694
2002-04-16,581.088
2002-04-17,581.604
2002-04-18,579.895
2002-04-19,579.519
2002-04-22,571.288
2002-04-23,567.733
2002-04-24,564.912
2002-04-25,563.964
2002-04-26,556.249
2002-04-29,552.753
2002-04-30,557.196
2002-05-01,560.29
2002-05-02,555.637
2002-05-03,550.155
2002-05-06,543.55
2002-05-07,539.386
2002-05-08,560.024
2002-05-09,552.429
2002-05-10,543.952
2002-05-13,551.781
2002-05-14,562.226
2002-05-15,563.764
2002-05-16,565.216
2002-05-17,570.955
2002-05-20,564.709
2002-05-21,557.271
2002-05-22,557.1
2002-05-23,559.616
2002-05-24,554.739
2002-05-27,554.247
2002-05-28,551.961
2002-05-29,548.418
2002-05-30,546.409
2002-05-31,546.511
2002-06-03,536.42
2002-06-04,534.77
2002-06-05,536.841
2002-06-06,530.646
2002-06-07,526.881
2002-06-10,528.584
2002-06-11,523.002
2002-06-12,521.627
2002-06-13,515.905
2002-06-14,512.31
2002-06-17,526.839
2002-06-18,525.819
2002-06-19,518.332
2002-06-20,510.919
2002-06-21,504.086
2002-06-24,503.684
2002-06-25,499.131
2002-06-26,499.307
2002-06-27,506.891
2002-06-28,510.311
2002-07-01,501.153
2002-07-02,487.773
2002-07-03,486.393
2002-07-04,489.59
2002-07-05,507.639
2002-07-08,503.535
2002-07-09,494.474
2002-07-10,478.564
2002-07-11,476.718
2002-07-12,476.971
2002-07-15,471.634
2002-07-16,467.463
2002-07-17,473.906
2002-07-18,467.186
2002-07-19,450.549
2002-07-22,434.655
2002-07-23,422.764
2002-07-24,436.808
2002-07-25,437.837
2002-07-26,441.642
2002-07-29,464.021
2002-07-30,465.962
2002-07-31,465.696
2002-08-01,451.806
2002-08-02,445.023
2002-08-05,430.13
2002-08-06,441.253
2002-08-07,446.764
2002-08-08,460.629
2002-08-09,463.177
2002-08-12,459.471
2002-08-13,454.168
2002-08-14,465.001
2002-08-15,472.792
2002-08-16,475.427
2002-08-19,485.298
2002-08-20,478.776
2002-08-21,485.278
2002-08-22,491.482
2002-08-23,481.81
2002-08-26,482.509
2002-08-27,478.472
2002-08-28,467.458
2002-08-29,466.7
2002-08-30,465.744
2002-09-02,463.735
2002-09-03,447.738
2002-09-04,454.447
2002-09-05,448.088
2002-09-06,457.186
2002-09-09,458.357
2002-09-10,463.567
2002-09-11,466.061
2002-09-12,454.078
2002-09-13,453.218
2002-09-16,451.929
2002-09-17,444.928
2002-09-18,440.382
2002-09-19,429.669
2002-09-20,430.273
2002-09-23,421.03
2002-09-24,415.748
2002-09-25,425.613
2002-09-26,434.065
2002-09-27,425.534
2002-09-30,417.47
2002-10-01,428.584
2002-10-02,426.485
2002-10-03,422.382
2002-10-04,413.152
2002-10-07,406.134
2002-10-08,409.485
2002-10-09,402.685
2002-10-10,413.171
2002-10-11,429.756
2002-10-14,431.796
2002-10-15,452.074
2002-10-16,440.871
2002-10-17,451.583
2002-10-18,453.068
2002-10-21,457.963
2002-10-22,453.964
2002-10-23,453.057
2002-10-24,450.876
2002-10-25,456.976
2002-10-28,455.799
2002-10-29,448.697
2002-10-30,454.064
2002-10-31,455.419
2002-11-01,459.639
2002-11-04,467.568
2002-11-05,470.074
2002-11-06,472.268
2002-11-07,464.575
2002-11-08,459.644
2002-11-11,451.343
2002-11-12,457.348
2002-11-13,457.074
2002-11-14,467.7
2002-11-15,469.959
2002-11-18,467.794
2002-11-19,464.866
2002-11-20,470.661
2002-11-21,481.096
2002-11-22,479.914
2002-11-25,478.954
2002-11-26,469.607
2002-11-27,480.991
2002-11-28,482.66
2002-11-29,480.679
2002-12-02,481.126
2002-12-03,473.104
2002-12-04,471.885
2002-12-05,466.53
2002-12-06,468.261
2002-12-09,457.748
2002-12-10,462.97
2002-12-11,464.143
2002-12-12,462.818
2002-12-13,456.435
2002-12-16,465.386
2002-12-17,462.024
2002-12-18,454.596
2002-12-19,451.813
2002-12-20,456.399
2002-12-23,458.362
2002-12-24,457.49
2002-12-25,457.487
2002-12-26,456.064
2002-12-27,448.58
2002-12-30,451.047
2002-12-31,452.842
2003-01-01,452.841
2003-01-02,464.727
2003-01-03,466.583
2003-01-06,473.089
2003-01-07,470.542
2003-01-08,463.79
2003-01-09,472.085
2003-01-10,473.688
2003-01-13,473.429
2003-01-14,476.425
2003-01-15,469.984
2003-01-16,468.157
2003-01-17,460.516
2003-01-20,458.966
2003-01-21,454.345
2003-01-22,450.489
2003-01-23,454.638
2003-01-24,445.409
2003-01-27,436.236
2003-01-28,439.646
2003-01-29,442.786
2003-01-30,437.798
2003-01-31,440.409
2003-02-03,442.943
2003-02-04,436.693
2003-02-05,436.864
2003-02-06,432.727
2003-02-07,428.353
2003-02-10,429.231
2003-02-11,430.001
2003-02-12,424.559
2003-02-13,423.612
2003-02-14,430.79
2003-02-17,432.631
2003-02-18,439.731
2003-02-19,435.55
2003-02-20,433.929
2003-02-21,438.545
2003-02-24,432.101
2003-02-25,430.097
2003-02-26,426.755
2003-02-27,429.618
2003-02-28,433.892
2003-03-03,432.565
2003-03-04,426.214
2003-03-05,427.769
2003-03-06,425.337
2003-03-07,425.846
2003-03-10,416.789
2003-03-11,414.587
2003-03-12,412.866
2003-03-13,427.245
2003-03-14,430.828
2003-03-17,444.581
2003-03-18,446.648
2003-03-19,449.662
2003-03-20,450.803
2003-03-21,460.13
2003-03-24,445.19
2003-03-25,450.965
2003-03-26,449.369
2003-03-27,447.665
2003-03-28,446.078
2003-03-31,438.686
2003-04-01,442.265
2003-04-02,453.84
2003-04-03,453.407
2003-04-04,454.282
2003-04-07,457.916
2003-04-08,455.73
2003-04-09,451.83
2003-04-10,452.494
2003-04-11,451.973
2003-04-14,459.1
2003-04-15,462.953
2003-04-16,459.726
2003-04-17,466.666
2003-04-18,466.663
2003-04-21,465.448
2003-04-22,473.423
2003-04-23,476.581
2003-04-24,472.992
2003-04-25,467.519
2003-04-28,475.445
2003-04-29,476.869
2003-04-30,478.084
2003-05-01,479.638
2003-05-02,484.837
2003-05-05,487.029
2003-05-06,492.545
2003-05-07,489.035
2003-05-08,484.151
2003-05-09,490.823
2003-05-12,496.222
2003-05-13,495.25
2003-05-14,494.279
2003-05-15,498.111
2003-05-16,498.503
2003-05-19,487.238
2003-05-20,486.575
2003-05-21,486.455
2003-05-22,491.442
2003-05-23,491.304
2003-05-26,491.653
2003-05-27,499.524
2003-05-28,501.831
2003-05-29,503.175
2003-05-30,506.77
2003-06-02,509.48
2003-06-03,509.877
2003-06-04,516.52
2003-06-05,519.876
2003-06-06,519.761
2003-06-09,514.587
2003-06-10,517.449
2003-06-11,524.843
2003-06-12,525.625
2003-06-13,520.903
2003-06-16,532.086
2003-06-17,534.635
2003-06-18,534.009
2003-06-19,526.487
2003-06-20,525.884
2003-06-23,516.173
2003-06-24,515.113
2003-06-25,514.842
2003-06-26,517.332
2003-06-27,514.525
2003-06-30,512.875
2003-07-01,514.344
2003-07-02,521.219
2003-07-03,519.76
2003-07-04,518.798
2003-07-07,527.626
2003-07-08,529.041
2003-07-09,527.087
2003-07-10,521.615
2003-07-11,525.888
2003-07-14,530.751
2003-07-15,527.903
2003-07-16,525.326
2003-07-17,516.947
2003-07-18,520.136
2003-07-21,515.62
2003-07-22,519.792
2003-07-23,523.277
2003-07-24,523.533
2003-07-25,528.692
2003-07-28,529.656
2003-07-29,527.263
2003-07-30,525.558
2003-07-31,525.978
2003-08-01,521.539
2003-08-04,521.829
2003-08-05,516.222
2003-08-06,513.549
2003-08-07,516.582
2003-08-08,517.681
2003-08-11,520.278
2003-08-12,524.686
2003-08-13,523.961
2003-08-14,526.619
2003-08-15,527.37
2003-08-18,531.646
2003-08-19,532.753
2003-08-20,532.278
2003-08-21,533.113
2003-08-22,529.837
2003-08-25,529.282
2003-08-26,529.176
2003-08-27,531.399
2003-08-28,535.105
2003-08-29,537.391
2003-09-01,539.262
2003-09-02,542.832
2003-09-03,546.389
2003-09-04,548.882
2003-09-05,548.055
2003-09-08,554.26
2003-09-09,550.85
2003-09-10,544.051
2003-09-11,546.891
2003-09-12,548.402
2003-09-15,547.599
2003-09-16,553.767
2003-09-17,554.206
2003-09-18,559.781
2003-09-19,559.012
2003-09-22,552.941
2003-09-23,556.117
2003-09-24,547.771
2003-09-25,543.918
2003-09-26,538.912
2003-09-29,543.185
2003-09-30,537.949
2003-10-01,548.614
2003-10-02,550.778
2003-10-03,558.346
2003-10-06,559.726
2003-10-07,562.423
2003-10-08,561.015
2003-10-09,565.095
2003-10-10,565.745
2003-10-13,569.649
2003-10-14,571.14
2003-10-15,570.649
2003-10-16,573.001
2003-10-17,567.017
2003-10-20,569.466
2003-10-21,572.805
2003-10-22,565.369
2003-10-23,563.791
2003-10-24,562.082
2003-10-27,564.533
2003-10-28,572.178
2003-10-29,573.356
2003-10-30,573.767
2003-10-31,573.774
2003-11-03,577.632
2003-11-04,575.145
2003-11-05,574.277
2003-11-06,576.971
2003-11-07,577.514
2003-11-10,573.226
2003-11-11,571.935
2003-11-12,580.452
2003-11-13,582.675
2003-11-14,580.963
2003-11-17,575.023
2003-11-18,572.875
2003-11-19,575.204
2003-11-20,571.555
2003-11-21,572.756
2003-11-24,581.163
2003-11-25,581.596
2003-11-26,584.868
2003-11-27,585.318
2003-11-28,586.753
2003-12-01,593.585
2003-12-02,592.822
2003-12-03,591.771
2003-12-04,591.923
2003-12-05,588.022
2003-12-08,590.234
2003-12-09,585.728
2003-12-10,583.562
2003-12-11,588.446
2003-12-12,591.051
2003-12-15,588.452
2003-12-16,588.97
2003-12-17,589.933
2003-12-18,596.502
2003-12-19,595.204
2003-12-22,596.362
2003-12-23,599.21
2003-12-24,599.936
2003-12-25,599.937
2003-12-26,600.766
2003-12-29,607.278
2003-12-30,608.834
2003-12-31,610.606
2004-01-01,610.608
2004-01-02,611.534
2004-01-05,619.912
2004-01-06,622.774
2004-01-07,623.335
2004-01-08,628.39
2004-01-09,627.78
2004-01-12,629.063
2004-01-13,626.938
2004-01-14,629.763
2004-01-15,628.087
2004-01-16,630.709
2004-01-19,631.07
2004-01-20,634.298
2004-01-21,637.089
2004-01-22,637.491
2004-01-23,637.046
2004-01-26,639.787
2004-01-27,636.152
2004-01-28,629.519
2004-01-29,625.268
2004-01-30,625.801
2004-02-02,627.848
2004-02-03,630.571
2004-02-04,624.888
2004-02-05,626.845
2004-02-06,636.967
2004-02-09,638.397
2004-02-10,641.549
2004-02-11,644.795
2004-02-12,645.309
2004-02-13,642.011
2004-02-16,642.289
2004-02-17,649.002
2004-02-18,647.715
2004-02-19,643.984
2004-02-20,639.475
2004-02-23,635.776
2004-02-24,636.052
2004-02-25,637.351
2004-02-26,636.885
2004-02-27,636.99
2004-03-01,644.283
2004-03-02,639.701
2004-03-03,635.829
2004-03-04,639.981
2004-03-05,644.212
2004-03-08,639.199
2004-03-09,635.348
2004-03-10,625.153
2004-03-11,614.87
2004-03-12,620.077
2004-03-15,610.165
2004-03-16,614.917
2004-03-17,620.141
2004-03-18,619.273
2004-03-19,615.595
2004-03-22,606.898
2004-03-23,605.738
2004-03-24,603.673
2004-03-25,613.534
2004-03-26,612.262
2004-03-29,620.806
2004-03-30,623.39
2004-03-31,624.477
2004-04-01,630.89
2004-04-02,635.908
2004-04-05,638.214
2004-04-06,635.283
2004-04-07,635.174
2004-04-08,634.376
2004-04-09,634.376
2004-04-12,636.674
2004-04-13,629.077
2004-04-14,625.711
2004-04-15,625.428
2004-04-16,628.821
2004-04-19,631.64
2004-04-20,623.486
2004-04-21,623.592
2004-04-22,630.153
2004-04-23,631.519
2004-04-26,630.45
2004-04-27,631.112
2004-04-28,619.873
2004-04-29,616.111
2004-04-30,611.641
2004-05-03,615.524
2004-05-04,620.084
2004-05-05,623.214
2004-05-06,616.636
2004-05-07,609.377
2004-05-10,598.517
2004-05-11,603.931
2004-05-12,603.425
2004-05-13,603.318
2004-05-14,600.661
2004-05-17,595.777
2004-05-18,600.055
2004-05-19,604.33
2004-05-20,601.14
2004-05-21,604.088
2004-05-24,605.41
2004-05-25,613.385
2004-05-26,615.956
2004-05-27,623.025
2004-05-28,621.609
2004-05-31,622.244
2004-06-01,621.536
2004-06-02,623.627
2004-06-03,619.314
2004-06-04,623.375
2004-06-07,633.107
2004-06-08,633.707
2004-06-09,626.215
2004-06-10,627.33
2004-06-11,625.897
2004-06-14,620.038
2004-06-15,624.189
2004-06-16,625.248
2004-06-17,624.506
2004-06-18,626.545
2004-06-21,623.982
2004-06-22,624.157
2004-06-23,628.58
2004-06-24,629.732
2004-06-25,628.283
2004-06-28,628.876
2004-06-29,628.419
2004-06-30,630.385
2004-07-01,625.273
2004-07-02,624.794
2004-07-05,623.979
2004-07-06,617.948
2004-07-07,620.428
2004-07-08,617.215
2004-07-09,617.671
2004-07-12,616.703
2004-07-13,615.818
2004-07-14,614.599
2004-07-15,611.154
2004-07-16,609.611
2004-07-19,607.349
2004-07-20,611.073
2004-07-21,603.519
2004-07-22,603.09
2004-07-23,595.209
2004-07-26,591.604
2004-07-27,595.827
2004-07-28,594.626
2004-07-29,599.934
2004-07-30,600.877
2004-08-02,601.897
2004-08-03,599.136
2004-08-04,596.655
2004-08-05,589.93
2004-08-06,582.383
2004-08-09,580.249
2004-08-10,587.698
2004-08-11,582.568
2004-08-12,577.552
2004-08-13,579.879
2004-08-16,586.393
2004-08-17,588.533
2004-08-18,593.589
2004-08-19,594.266
2004-08-20,596.023
2004-08-23,596.097
2004-08-24,593.922
2004-08-25,597.844
2004-08-26,598.626
2004-08-27,600.747
2004-08-30,596.185
2004-08-31,597.798
2004-09-01,601.06
2004-09-02,605.594
2004-09-03,602.009
2004-09-06,603.42
2004-09-07,605.622
2004-09-08,604.874
2004-09-09,605.961
2004-09-10,611.915
2004-09-13,614.823
2004-09-14,616.208
2004-09-15,610.256
2004-09-16,611.705
2004-09-17,614.214
2004-09-20,611.744
2004-09-21,616.799
2004-09-22,610.291
2004-09-23,609.789
2004-09-24,609.336
2004-09-27,605.458
2004-09-28,609.007
2004-09-29,612.938
2004-09-30,614.572
2004-10-01,623.464
2004-10-04,625.153
2004-10-05,625.541
2004-10-06,627.67
2004-10-07,622.112
2004-10-08,619.209
2004-10-11,619.264
2004-10-12,615.218
2004-10-13,613.027
2004-10-14,610.251
2004-10-15,613.028
2004-10-18,616.173
2004-10-19,615.637
2004-10-20,616.732
2004-10-21,620.326
2004-10-22,615.038
2004-10-25,613.644
2004-10-26,619.604
2004-10-27,628.618
2004-10-28,629.878
2004-10-29,629.83
2004-11-01,631.594
2004-11-02,633.516
2004-11-03,641.285
2004-11-04,646.963
2004-11-05,651.444
2004-11-08,650.959
2004-11-09,650.455
2004-11-10,650.221
2004-11-11,655.783
2004-11-12,661.45
2004-11-15,662.65
2004-11-16,659.284
2004-11-17,665.003
2004-11-18,664.588
2004-11-19,658.519
2004-11-22,659.537
2004-11-23,660.559
2004-11-24,664.3
2004-11-25,667.181
2004-11-26,667.212
2004-11-29,667.015
2004-11-30,663.152
2004-12-01,672.454
2004-12-02,673.865
2004-12-03,675.566
2004-12-06,675.136
2004-12-07,670.341
2004-12-08,668.77
2004-12-09,669.709
2004-12-10,668.965
2004-12-13,675.097
2004-12-14,677.61
2004-12-15,680.62
2004-12-16,677.986
2004-12-17,674.45
2004-12-20,677.42
2004-12-21,680.301
2004-12-22,682.745
2004-12-23,684.961
2004-12-24,686.233
2004-12-27,685.846
2004-12-28,689.725
2004-12-29,689.443
2004-12-30,691.032
2004-12-31,690.259
2005-01-03,685.086
2005-01-04,675.697
2005-01-05,671.373
2005-01-06,671.368
2005-01-07,670.587
2005-01-10,673.68
2005-01-11,670.706
2005-01-12,673.933
2005-01-13,669.802
2005-01-14,671.513
2005-01-17,672.608
2005-01-18,674.881
2005-01-19,671.56
2005-01-20,665.474
2005-01-21,663.698
2005-01-24,661.164
2005-01-25,662.675
2005-01-26,668.452
2005-01-27,669.478
2005-01-28,667.401
2005-01-31,672.738
2005-02-01,676.004
2005-02-02,678.745
2005-02-03,675.861
2005-02-04,682.198
2005-02-07,680.69
2005-02-08,680.049
2005-02-09,675.537
2005-02-10,678.88
2005-02-11,684.523
2005-02-14,686.664
2005-02-15,689.011
2005-02-16,688.318
2005-02-17,686.482
2005-02-18,686.687
2005-02-21,687.166
2005-02-22,682.31
2005-02-23,682.284
2005-02-24,685.763
2005-02-25,691.728
2005-02-28,690.138
2005-03-01,693.228
2005-03-02,692.083
2005-03-03,692.292
2005-03-04,699.338
2005-03-07,700.148
2005-03-08,699.375
2005-03-09,695.15
2005-03-10,694.298
2005-03-11,692.55
2005-03-14,692.539
2005-03-15,690.243
2005-03-16,686.739
2005-03-17,686.949
2005-03-18,684.915
2005-03-21,681.287
2005-03-22,679.105
2005-03-23,674.183
2005-03-24,674.445
2005-03-25,674.444
2005-03-28,673.54
2005-03-29,670.409
2005-03-30,676.631
2005-03-31,677.012
2005-04-01,674.55
2005-04-04,672.614
2005-04-05,677.097
2005-04-06,678.294
2005-04-07,682.841
2005-04-08,679.172
2005-04-11,680.052
2005-04-12,679.842
2005-04-13,675.927
2005-04-14,669.042
2005-04-15,660.952
2005-04-18,658.888
2005-04-19,664.674
2005-04-20,659.784
2005-04-21,669.212
2005-04-22,666.257
2005-04-25,668.754
2005-04-26,663.774
2005-04-27,661.977
2005-04-28,656.332
2005-04-29,660.132
2005-05-02,662.139
2005-05-03,663.771
2005-05-04,671.658
2005-05-05,671.965
2005-05-06,672.021
2005-05-09,673.826
2005-05-10,669.334
2005-05-11,669.841
2005-05-12,666.091
2005-05-13,664.036
2005-05-16,666.868
2005-05-17,669.984
2005-05-18,677.071
2005-05-19,679.966
2005-05-20,678.666
2005-05-23,682.359
2005-05-24,683.398
2005-05-25,681.191
2005-05-26,685.228
2005-05-27,686.544
2005-05-30,686.732
2005-05-31,682.428
2005-06-01,687.89
2005-06-02,690.097
2005-06-03,686.881
2005-06-06,687.461
2005-06-07,689.361
2005-06-08,688.813
2005-06-09,689.288
2005-06-10,687.418
2005-06-13,688.212
2005-06-14,689.626
2005-06-15,691.117
2005-06-16,694.005
2005-06-17,698.396
2005-06-20,697.314
2005-06-21,697.793
2005-06-22,698.083
2005-06-23,692.564
2005-06-24,687.817
2005-06-27,686.638
2005-06-28,692.056
2005-06-29,691.764
2005-06-30,689.019
2005-07-01,688.327
2005-07-04,687.962
2005-07-05,691.945
2005-07-06,691.337
2005-07-07,689.06
2005-07-08,697.783
2005-07-11,705.172
2005-07-12,708.331
2005-07-13,707.052
2005-07-14,708.835
2005-07-15,707.926
2005-07-18,706.22
2005-07-19,710.2
2005-07-20,713.174
2005-07-21,712.74
2005-07-22,715.406
2005-07-25,713.134
2005-07-26,713.173
2005-07-27,716.735
2005-07-28,722.396
2005-07-29,721.237
2005-08-01,724.127
2005-08-02,730.06
2005-08-03,732.371
2005-08-04,728.787
2005-08-05,723.858
2005-08-08,724.787
2005-08-09,728.15
2005-08-10,729.834
2005-08-11,734.076
2005-08-12,731.044
2005-08-15,730.713
2005-08-16,723.531
2005-08-17,722.645
2005-08-18,718.199
2005-08-19,720.216
2005-08-22,723.333
2005-08-23,720.301
2005-08-24,717.804
2005-08-25,718.214
2005-08-26,714.833
2005-08-29,717.039
2005-08-30,714.54
2005-08-31,723.434
2005-09-01,729.598
2005-09-02,729.31
2005-09-05,729.412
2005-09-06,736.503
2005-09-07,738.696
2005-09-08,735.843
2005-09-09,740.682
2005-09-12,738.333
2005-09-13,733.308
2005-09-14,732.292
2005-09-15,730.417
2005-09-16,734.701
2005-09-19,732.357
2005-09-20,729.16
2005-09-21,723.959
2005-09-22,723.102
2005-09-23,723.319
2005-09-26,725.983
2005-09-27,724.514
2005-09-28,726.531
2005-09-29,730.602
2005-09-30,734.835
2005-10-03,734.11
2005-10-04,730.975
2005-10-05,720.161
2005-10-06,716.308
2005-10-07,716.997
2005-10-10,714.281
2005-10-11,711.88
2005-10-12,707.481
2005-10-13,702.521
2005-10-14,709.25
2005-10-17,710.0
2005-10-18,703.367
2005-10-19,707.377
2005-10-20,702.615
2005-10-21,703.482
2005-10-24,712.162
2005-10-25,712.718
2005-10-26,710.966
2005-10-27,702.911
2005-10-28,708.486
2005-10-31,716.744
2005-11-01,715.941
2005-11-02,724.055
