Date,KOKUSAI INDEX (WORLD ex JP) IMI GROWTH IMI (Large+Mid+Small Cap)
2001-01-01,783.213
2001-01-02,753.4
2001-01-03,786.237
2001-01-04,786.812
2001-01-05,766.603
2001-01-08,759.48
2001-01-09,759.647
2001-01-10,768.064
2001-01-11,788.177
2001-01-12,790.995
2001-01-15,789.438
2001-01-16,786.583
2001-01-17,797.257
2001-01-18,812.233
2001-01-19,811.072
2001-01-22,808.488
2001-01-23,818.764
2001-01-24,819.746
2001-01-25,809.664
2001-01-26,808.884
2001-01-29,813.855
2001-01-30,817.493
2001-01-31,814.655
2001-02-01,815.308
2001-02-02,795.419
2001-02-05,794.202
2001-02-06,794.336
2001-02-07,782.994
2001-02-08,772.889
2001-02-09,757.372
2001-02-12,766.637
2001-02-13,757.395
2001-02-14,755.068
2001-02-15,763.894
2001-02-16,742.254
2001-02-19,741.654
2001-02-20,723.597
2001-02-21,711.915
2001-02-22,705.878
2001-02-23,700.059
2001-02-26,712.914
2001-02-27,705.589
2001-02-28,696.097
2001-03-01,696.161
2001-03-02,689.543
2001-03-05,694.906
2001-03-06,709.487
2001-03-07,710.004
2001-03-08,704.61
2001-03-09,684.48
2001-03-12,652.544
2001-03-13,657.173
2001-03-14,642.976
2001-03-15,643.911
2001-03-16,625.652
2001-03-19,633.383
2001-03-20,626.763
2001-03-21,613.868
2001-03-22,604.334
2001-03-23,621.999
2001-03-26,632.549
2001-03-27,646.492
2001-03-28,625.021
2001-03-29,617.213
2001-03-30,621.828
2001-04-02,611.456
2001-04-03,586.157
2001-04-04,587.867
2001-04-05,616.127
2001-04-06,607.533
2001-04-09,612.848
2001-04-10,630.537
2001-04-11,634.271
2001-04-12,645.87
2001-04-13,645.863
2001-04-16,638.841
2001-04-17,641.389
2001-04-18,671.865
2001-04-19,689.176
2001-04-20,687.398
2001-04-23,670.131
2001-04-24,662.644
2001-04-25,671.192
2001-04-26,675.479
2001-04-27,684.234
2001-04-30,690.195
2001-05-01,698.594
2001-05-02,703.246
2001-05-03,688.647
2001-05-04,697.031
2001-05-07,695.57
2001-05-08,695.993
2001-05-09,689.125
2001-05-10,691.521
2001-05-11,683.99
2001-05-14,677.627
2001-05-15,680.225
2001-05-16,694.955
2001-05-17,702.196
2001-05-18,703.933
2001-05-21,718.43
2001-05-22,718.063
2001-05-23,703.319
2001-05-24,705.175
2001-05-25,697.375
2001-05-28,698.538
2001-05-29,685.408
2001-05-30,670.044
2001-05-31,670.929
2001-06-01,673.865
2001-06-04,676.947
2001-06-05,688.892
2001-06-06,683.61
2001-06-07,689.084
2001-06-08,682.539
2001-06-11,672.533
2001-06-12,668.935
2001-06-13,665.16
2001-06-14,654.506
2001-06-15,650.272
2001-06-18,644.51
2001-06-19,644.585
2001-06-20,647.872
2001-06-21,652.217
2001-06-22,647.366
2001-06-25,646.737
2001-06-26,643.129
2001-06-27,641.709
2001-06-28,648.546
2001-06-29,651.385
2001-07-02,656.669
2001-07-03,653.499
2001-07-04,651.08
2001-07-05,638.119
2001-07-06,623.206
2001-07-09,626.947
2001-07-10,618.966
2001-07-11,615.424
2001-07-12,629.414
2001-07-13,632.835
