Date,WORLD ex USA MID CAP Mid Cap
2003-10-17,415.613
2003-10-20,416.115
2003-10-21,416.485
2003-10-22,413.895
2003-10-23,405.215
2003-10-24,406.478
2003-10-27,410.026
2003-10-28,412.201
2003-10-29,416.358
2003-10-30,418.696
2003-10-31,415.092
2003-11-03,413.892
2003-11-04,418.293
2003-11-05,416.028
2003-11-06,412.597
2003-11-07,416.978
2003-11-10,416.946
2003-11-11,411.575
2003-11-12,414.235
2003-11-13,418.481
2003-11-14,418.538
2003-11-17,409.201
2003-11-18,412.305
2003-11-19,410.301
2003-11-20,410.787
2003-11-21,411.812
2003-11-24,411.781
2003-11-25,414.677
2003-11-26,419.814
2003-11-27,420.37
2003-11-28,420.115
2003-12-01,425.51
2003-12-02,429.233
2003-12-03,430.99
2003-12-04,429.995
2003-12-05,430.383
2003-12-08,429.608
2003-12-09,430.296
2003-12-10,426.425
2003-12-11,425.683
2003-12-12,430.063
2003-12-15,433.098
2003-12-16,430.689
2003-12-17,430.133
2003-12-18,431.576
2003-12-19,432.34
2003-12-22,433.764
2003-12-23,436.275
2003-12-24,438.138
2003-12-25,438.191
2003-12-26,438.986
2003-12-29,441.704
2003-12-30,445.825
2003-12-31,448.238
2004-01-01,448.238
2004-01-02,451.39
2004-01-05,457.738
2004-01-06,459.226
2004-01-07,457.496
2004-01-08,461.072
2004-01-09,464.197
2004-01-12,463.049
2004-01-13,463.702
2004-01-14,465.162
2004-01-15,462.497
2004-01-16,461.428
2004-01-19,462.598
2004-01-20,466.985
2004-01-21,469.223
2004-01-22,471.952
2004-01-23,471.049
2004-01-26,467.198
2004-01-27,469.592
2004-01-28,468.077
2004-01-29,458.195
2004-01-30,459.883
2004-02-02,461.969
2004-02-03,463.545
2004-02-04,459.668
2004-02-05,462.152
2004-02-06,468.017
2004-02-09,470.721
2004-02-10,471.499
2004-02-11,472.215
2004-02-12,478.163
2004-02-13,478.007
2004-02-16,479.545
2004-02-17,484.449
2004-02-18,484.736
2004-02-19,482.612
2004-02-20,475.108
2004-02-23,476.615
2004-02-24,475.243
2004-02-25,473.12
2004-02-26,470.49
2004-02-27,473.2
2004-03-01,481.131
2004-03-02,478.454
2004-03-03,472.951
2004-03-04,475.35
2004-03-05,482.606
2004-03-08,480.596
2004-03-09,478.996
2004-03-10,470.544
2004-03-11,462.209
2004-03-12,460.977
2004-03-15,457.256
2004-03-16,463.978
2004-03-17,468.111
2004-03-18,471.661
2004-03-19,470.942
2004-03-22,465.099
2004-03-23,464.46
2004-03-24,463.889
2004-03-25,469.399
2004-03-26,469.862
2004-03-29,475.705
2004-03-30,475.771
2004-03-31,481.813
2004-04-01,488.285
2004-04-02,488.252
2004-04-05,486.79
2004-04-06,486.771
2004-04-07,490.269
2004-04-08,489.862
2004-04-09,488.27
2004-04-12,489.614
2004-04-13,486.369
2004-04-14,478.401
2004-04-15,474.916
2004-04-16,480.401
2004-04-19,479.573
2004-04-20,480.823
2004-04-21,475.091
2004-04-22,476.789
2004-04-23,478.898
2004-04-26,481.947
2004-04-27,480.2
2004-04-28,474.152
2004-04-29,472.469
2004-04-30,467.993
2004-05-03,468.729
2004-05-04,474.885
2004-05-05,478.168
2004-05-06,468.911
2004-05-07,459.637
2004-05-10,440.587
2004-05-11,444.118
2004-05-12,447.751
2004-05-13,444.961
2004-05-14,443.079
2004-05-17,438.147
2004-05-18,442.647
2004-05-19,455.451
2004-05-20,450.564
2004-05-21,456.882
2004-05-24,457.686
2004-05-25,458.975
2004-05-26,463.997
2004-05-27,472.333
2004-05-28,473.856
2004-05-31,474.18
2004-06-01,473.007
2004-06-02,474.657
2004-06-03,471.259
2004-06-04,474.788
2004-06-07,483.467
2004-06-08,483.649
2004-06-09,479.303
2004-06-10,480.7
2004-06-11,476.786
2004-06-14,473.406
2004-06-15,475.161
2004-06-16,478.578
2004-06-17,480.584
2004-06-18,482.396
2004-06-21,483.583
2004-06-22,481.155
2004-06-23,482.735
2004-06-24,489.411
2004-06-25,488.532
2004-06-28,494.244
2004-06-29,491.184
2004-06-30,491.986
2004-07-01,491.937
2004-07-02,491.824
2004-07-05,487.699
2004-07-06,485.257
2004-07-07,487.613
2004-07-08,487.538
2004-07-09,489.347
2004-07-12,490.629
2004-07-13,488.296
2004-07-14,486.969
2004-07-15,483.631
2004-07-16,488.863
2004-07-19,488.051
2004-07-20,485.339
2004-07-21,483.59
2004-07-22,478.984
2004-07-23,473.715
2004-07-26,471.405
2004-07-27,468.42
2004-07-28,468.936
2004-07-29,470.328
2004-07-30,473.027
2004-08-02,472.923
2004-08-03,474.068
2004-08-04,469.086
2004-08-05,469.975
2004-08-06,469.643
2004-08-09,465.25
2004-08-10,468.908
2004-08-11,465.735
2004-08-12,464.739
2004-08-13,465.163
2004-08-16,466.577
2004-08-17,468.011
2004-08-18,468.579
2004-08-19,473.552
2004-08-20,472.216
2004-08-23,473.213
2004-08-24,470.568
2004-08-25,472.376
2004-08-26,475.12
2004-08-27,476.665
2004-08-30,475.517
2004-08-31,476.28
2004-09-01,479.65
2004-09-02,480.364
2004-09-03,476.993
2004-09-06,481.49
2004-09-07,483.134
2004-09-08,484.492
2004-09-09,481.666
2004-09-10,486.307
2004-09-13,488.247
2004-09-14,490.167
2004-09-15,483.214
2004-09-16,484.933
2004-09-17,486.307
2004-09-20,485.232
2004-09-21,488.913
2004-09-22,486.547
2004-09-23,486.322
2004-09-24,485.003
2004-09-27,482.744
2004-09-28,484.017
2004-09-29,487.02
2004-09-30,490.635
2004-10-01,496.228
2004-10-04,497.975
2004-10-05,499.441
2004-10-06,499.65
2004-10-07,499.475
2004-10-08,503.452
2004-10-11,503.115
2004-10-12,496.251
2004-10-13,495.331
2004-10-14,494.932
2004-10-15,496.888
2004-10-18,496.068
2004-10-19,500.681
2004-10-20,499.763
2004-10-21,502.463
2004-10-22,504.284
2004-10-25,502.833
2004-10-26,503.878
2004-10-27,506.931
2004-10-28,509.676
2004-10-29,508.398
2004-11-01,510.919
2004-11-02,515.06
2004-11-03,519.034
2004-11-04,521.583
2004-11-05,526.711
2004-11-08,526.713
2004-11-09,526.401
2004-11-10,527.236
2004-11-11,528.697
2004-11-12,533.916
2004-11-15,536.219
2004-11-16,535.775
2004-11-17,541.088
2004-11-18,539.034
2004-11-19,541.698
2004-11-22,537.426
2004-11-23,539.205
2004-11-24,543.647
2004-11-25,549.861
2004-11-26,549.659
2004-11-29,551.904
2004-11-30,549.478
2004-12-01,551.279
2004-12-02,554.103
2004-12-03,557.047
2004-12-06,556.123
2004-12-07,554.929
2004-12-08,546.579
2004-12-09,541.935
2004-12-10,540.886
2004-12-13,546.827
2004-12-14,547.983
2004-12-15,554.926
2004-12-16,552.129
2004-12-17,552.086
2004-12-20,558.52
2004-12-21,557.759
2004-12-22,560.205
2004-12-23,563.886
2004-12-24,567.635
2004-12-27,570.561
2004-12-28,570.811
2004-12-29,568.896
2004-12-30,573.494
2004-12-31,574.173
2005-01-03,572.02
2005-01-04,566.415
2005-01-05,561.799
2005-01-06,559.194
2005-01-07,558.369
2005-01-10,560.895
2005-01-11,562.774
2005-01-12,566.947
2005-01-13,565.206
2005-01-14,564.144
2005-01-17,567.232
2005-01-18,565.051
2005-01-19,566.945
2005-01-20,560.78
2005-01-21,561.976
2005-01-24,563.928
2005-01-25,562.479
2005-01-26,569.411
2005-01-27,568.467
2005-01-28,566.315
2005-01-31,571.337
2005-02-01,572.267
2005-02-02,576.078
2005-02-03,572.932
2005-02-04,577.187
2005-02-07,576.011
2005-02-08,572.716
2005-02-09,572.434
2005-02-10,575.714
2005-02-11,578.522
2005-02-14,584.556
2005-02-15,586.737
2005-02-16,583.051
2005-02-17,587.191
2005-02-18,588.017
2005-02-21,586.442
2005-02-22,588.834
2005-02-23,584.264
2005-02-24,585.677
2005-02-25,591.415
2005-02-28,594.843
2005-03-01,594.844
2005-03-02,591.437
2005-03-03,592.269
2005-03-04,600.005
2005-03-07,598.267
2005-03-08,602.254
2005-03-09,602.137
2005-03-10,599.357
2005-03-11,602.948
2005-03-14,598.081
2005-03-15,599.207
2005-03-16,599.855
2005-03-17,596.599
2005-03-18,595.523
2005-03-21,591.413
2005-03-22,593.01
2005-03-23,582.085
2005-03-24,582.014
2005-03-25,582.217
2005-03-28,579.774
2005-03-29,576.439
2005-03-30,576.665
2005-03-31,581.886
2005-04-01,583.954
2005-04-04,576.691
2005-04-05,581.212
2005-04-06,583.441
2005-04-07,585.919
2005-04-08,585.84
2005-04-11,588.237
2005-04-12,583.989
2005-04-13,586.592
2005-04-14,578.984
2005-04-15,573.559
2005-04-18,564.302
2005-04-19,571.448
2005-04-20,572.075
2005-04-21,571.666
2005-04-22,577.264
2005-04-25,575.769
2005-04-26,572.065
2005-04-27,565.621
2005-04-28,562.322
2005-04-29,564.926
2005-05-02,564.982
2005-05-03,567.053
2005-05-04,571.586
2005-05-05,573.265
2005-05-06,573.001
2005-05-09,571.282
2005-05-10,570.078
2005-05-11,567.734
2005-05-12,564.472
2005-05-13,560.693
2005-05-16,556.762
2005-05-17,555.682
2005-05-18,559.65
2005-05-19,563.868
2005-05-20,561.488
2005-05-23,566.179
2005-05-24,566.14
2005-05-25,564.84
2005-05-26,565.807
2005-05-27,567.135
2005-05-30,568.612
2005-05-31,566.526
2005-06-01,568.604
2005-06-02,569.608
2005-06-03,570.628
2005-06-06,571.42
2005-06-07,573.993
2005-06-08,576.478
2005-06-09,570.788
2005-06-10,572.607
2005-06-13,570.042
2005-06-14,571.19
2005-06-15,573.895
2005-06-16,577.562
2005-06-17,584.41
2005-06-20,581.185
2005-06-21,582.791
2005-06-22,583.222
2005-06-23,581.735
2005-06-24,578.591
2005-06-27,575.669
2005-06-28,577.323
2005-06-29,578.259
2005-06-30,577.863
2005-07-01,574.824
2005-07-04,573.682
2005-07-05,572.564
2005-07-06,575.876
2005-07-07,568.93
2005-07-08,572.9
2005-07-11,581.478
2005-07-12,586.413
2005-07-13,583.291
2005-07-14,584.61
2005-07-15,581.776
2005-07-18,583.222
2005-07-19,581.806
2005-07-20,582.347
2005-07-21,592.25
2005-07-22,592.354
2005-07-25,590.789
2005-07-26,588.074
2005-07-27,590.891
2005-07-28,594.564
2005-07-29,597.052
2005-08-01,601.289
2005-08-02,605.403
2005-08-03,609.311
2005-08-04,608.376
2005-08-05,602.165
2005-08-08,606.215
2005-08-09,607.642
2005-08-10,617.011
2005-08-11,621.303
2005-08-12,621.013
2005-08-15,618.808
2005-08-16,618.013
2005-08-17,615.472
2005-08-18,608.48
2005-08-19,609.728
2005-08-22,618.43
2005-08-23,616.186
2005-08-24,615.222
2005-08-25,614.115
2005-08-26,614.95
2005-08-29,610.682
2005-08-30,608.093
2005-08-31,615.255
2005-09-01,628.03
2005-09-02,632.417
2005-09-05,634.782
2005-09-06,634.269
2005-09-07,634.877
2005-09-08,632.98
2005-09-09,638.971
2005-09-12,637.279
2005-09-13,633.838
2005-09-14,637.55
2005-09-15,635.33
2005-09-16,636.826
2005-09-19,635.56
2005-09-20,639.052
2005-09-21,638.27
2005-09-22,632.244
2005-09-23,630.231
2005-09-26,635.855
2005-09-27,631.978
2005-09-28,637.319
2005-09-29,640.901
2005-09-30,642.616
2005-10-03,638.208
2005-10-04,641.597
2005-10-05,635.511
2005-10-06,630.67
2005-10-07,628.697
2005-10-10,627.709
2005-10-11,629.37
2005-10-12,626.721
2005-10-13,616.138
2005-10-14,620.853
2005-10-17,618.707
2005-10-18,612.006
2005-10-19,604.196
2005-10-20,606.47
2005-10-21,605.798
2005-10-24,609.622
2005-10-25,616.385
2005-10-26,617.775
2005-10-27,618.043
2005-10-28,615.174
2005-10-31,622.952
2005-11-01,626.754
2005-11-02,631.446
2005-11-03,635.816
2005-11-04,629.665
2005-11-07,630.798
2005-11-08,630.048
2005-11-09,629.329
