Date,WORLD ex USA MID CAP Mid Cap
2001-01-01,414.436
2001-01-02,413.383
2001-01-03,408.692
2001-01-04,409.629
2001-01-05,409.96
2001-01-08,408.235
2001-01-09,403.443
2001-01-10,402.358
2001-01-11,402.943
2001-01-12,405.171
2001-01-15,404.178
2001-01-16,404.052
2001-01-17,406.516
2001-01-18,411.65
2001-01-19,412.553
2001-01-22,411.279
2001-01-23,411.86
2001-01-24,408.388
2001-01-25,410.568
2001-01-26,409.705
2001-01-29,409.789
2001-01-30,413.205
2001-01-31,417.318
2001-02-01,421.438
2001-02-02,417.124
2001-02-05,415.44
2001-02-06,414.874
2001-02-07,412.645
2001-02-08,408.974
2001-02-09,408.703
2001-02-12,410.58
2001-02-13,408.594
2001-02-14,406.94
2001-02-15,406.643
2001-02-16,406.005
2001-02-19,405.015
2001-02-20,403.483
2001-02-21,400.683
2001-02-22,398.148
2001-02-23,398.048
2001-02-26,399.603
2001-02-27,402.795
2001-02-28,398.762
2001-03-01,396.306
2001-03-02,394.055
2001-03-05,392.98
2001-03-06,399.611
2001-03-07,399.495
2001-03-08,400.163
2001-03-09,397.858
2001-03-12,388.999
2001-03-13,379.72
2001-03-14,372.746
2001-03-15,374.426
2001-03-16,367.298
2001-03-19,368.015
2001-03-20,369.601
2001-03-21,367.872
2001-03-22,354.258
2001-03-23,363.006
2001-03-26,373.251
2001-03-27,376.089
2001-03-28,375.132
2001-03-29,369.375
2001-03-30,367.801
2001-04-02,364.372
2001-04-03,362.927
2001-04-04,366.462
2001-04-05,370.843
2001-04-06,372.395
2001-04-09,371.115
2001-04-10,371.848
2001-04-11,373.576
2001-04-12,378.338
2001-04-13,378.523
2001-04-16,375.738
2001-04-17,374.859
2001-04-18,380.73
2001-04-19,387.753
2001-04-20,389.387
2001-04-23,386.985
2001-04-24,386.086
2001-04-25,387.622
2001-04-26,391.482
2001-04-27,390.602
2001-04-30,392.577
2001-05-01,397.868
2001-05-02,399.136
2001-05-03,397.901
2001-05-04,398.302
2001-05-07,398.651
2001-05-08,396.267
2001-05-09,393.303
2001-05-10,394.269
2001-05-11,393.11
2001-05-14,388.874
2001-05-15,391.554
2001-05-16,391.389
2001-05-17,395.551
2001-05-18,395.583
2001-05-21,398.7
2001-05-22,399.02
2001-05-23,398.32
2001-05-24,396.842
2001-05-25,395.164
2001-05-28,395.029
2001-05-29,394.494
2001-05-30,390.9
2001-05-31,389.396
2001-06-01,389.277
2001-06-04,390.109
2001-06-05,390.052
2001-06-06,388.625
2001-06-07,391.187
2001-06-08,390.698
2001-06-11,385.901
2001-06-12,381.56
2001-06-13,383.797
2001-06-14,382.135
2001-06-15,379.019
2001-06-18,376.695
2001-06-19,375.582
2001-06-20,372.195
2001-06-21,374.142
2001-06-22,376.033
2001-06-25,376.797
2001-06-26,375.444
2001-06-27,374.442
2001-06-28,372.353
2001-06-29,375.733
2001-07-02,375.446
2001-07-03,375.042
2001-07-04,372.534
2001-07-05,367.307
2001-07-06,363.782
2001-07-09,362.828
2001-07-10,365.011
2001-07-11,362.974
2001-07-12,364.807
2001-07-13,364.28
2001-07-16,363.404
2001-07-17,360.551
2001-07-18,362.843
2001-07-19,364.578
2001-07-20,364.759
2001-07-23,360.727
2001-07-24,361.503
2001-07-25,361.859
2001-07-26,362.217
2001-07-27,363.982
2001-07-30,363.249
2001-07-31,366.713
2001-08-01,371.084
2001-08-02,376.822
2001-08-03,375.476
2001-08-06,373.977
2001-08-07,372.811
2001-08-08,371.076
2001-08-09,368.89
2001-08-10,370.807
2001-08-13,370.302
2001-08-14,373.218
2001-08-15,377.557
2001-08-16,374.785
2001-08-17,373.876
2001-08-20,369.904
2001-08-21,371.694
2001-08-22,373.907
2001-08-23,371.345
2001-08-24,372.729
2001-08-27,372.221
2001-08-28,370.385
2001-08-29,369.025
2001-08-30,364.1
2001-08-31,363.018
2001-09-03,358.419
2001-09-04,358.119
2001-09-05,353.493
2001-09-06,350.172
2001-09-07,349.155
2001-09-10,342.161
2001-09-11,334.929
2001-09-12,325.626
2001-09-13,328.778
2001-09-14,327.133
2001-09-17,319.766
2001-09-18,318.32
2001-09-19,319.033
2001-09-20,310.198
2001-09-21,300.209
2001-09-24,305.883
2001-09-25,312.124
2001-09-26,313.763
2001-09-27,313.366
2001-09-28,319.659
2001-10-01,319.758
2001-10-02,320.525
2001-10-03,321.863
2001-10-04,327.868
2001-10-05,328.826
2001-10-08,328.258
2001-10-09,327.187
2001-10-10,327.052
2001-10-11,331.137
2001-10-12,333.157
2001-10-15,332.046
2001-10-16,334.304
2001-10-17,337.676
2001-10-18,332.303
2001-10-19,329.841
2001-10-22,328.856
2001-10-23,332.413
2001-10-24,334.098
2001-10-25,334.804
2001-10-26,336.221
2001-10-29,335.612
2001-10-30,332.234
2001-10-31,332.048
2001-11-01,333.185
2001-11-02,333.171
2001-11-05,335.109
2001-11-06,337.508
2001-11-07,337.758
2001-11-08,339.765
2001-11-09,338.774
2001-11-12,335.967
2001-11-13,336.056
2001-11-14,338.698
2001-11-15,341.18
2001-11-16,342.663
2001-11-19,344.198
2001-11-20,342.264
2001-11-21,339.916
2001-11-22,341.069
2001-11-23,340.153
2001-11-26,343.744
2001-11-27,343.151
2001-11-28,340.642
2001-11-29,339.701
2001-11-30,342.312
2001-12-03,337.86
2001-12-04,340.257
2001-12-05,345.943
2001-12-06,348.28
2001-12-07,346.442
2001-12-10,342.019
2001-12-11,340.169
2001-12-12,341.773
2001-12-13,337.455
2001-12-14,335.957
2001-12-17,337.246
2001-12-18,337.504
2001-12-19,334.882
2001-12-20,334.431
2001-12-21,332.745
2001-12-24,331.345
2001-12-25,331.205
2001-12-26,330.579
2001-12-27,335.67
2001-12-28,337.81
2001-12-31,339.842
2002-01-01,339.842
2002-01-02,340.915
2002-01-03,344.494
2002-01-04,347.137
2002-01-07,346.549
2002-01-08,342.844
2002-01-09,342.085
2002-01-10,340.65
2002-01-11,340.218
2002-01-14,338.523
2002-01-15,337.114
2002-01-16,333.31
2002-01-17,333.956
2002-01-18,335.801
2002-01-21,335.841
2002-01-22,333.291
2002-01-23,333.567
2002-01-24,333.584
2002-01-25,330.596
2002-01-28,331.991
2002-01-29,330.248
2002-01-30,328.05
2002-01-31,329.84
2002-02-01,329.039
2002-02-04,327.941
2002-02-05,324.707
2002-02-06,323.439
2002-02-07,323.819
2002-02-08,325.241
2002-02-11,328.341
2002-02-12,330.658
2002-02-13,331.281
2002-02-14,332.642
2002-02-15,332.772
2002-02-18,331.654
2002-02-19,327.405
2002-02-20,325.465
2002-02-21,328.329
2002-02-22,328.835
2002-02-25,328.838
2002-02-26,329.601
2002-02-27,332.786
2002-02-28,333.537
2002-03-01,337.037
2002-03-04,346.771
2002-03-05,345.509
2002-03-06,348.133
2002-03-07,355.825
2002-03-08,356.295
2002-03-11,357.529
2002-03-12,352.757
2002-03-13,350.804
2002-03-14,353.637
2002-03-15,355.782
2002-03-18,355.562
2002-03-19,357.98
2002-03-20,357.262
2002-03-21,355.906
2002-03-22,353.704
2002-03-25,351.518
2002-03-26,351.56
2002-03-27,352.712
2002-03-28,353.948
2002-03-29,352.846
2002-04-01,353.672
2002-04-02,354.249
2002-04-03,354.958
2002-04-04,354.891
2002-04-05,355.54
2002-04-08,352.668
2002-04-09,352.05
2002-04-10,354.775
2002-04-11,353.276
2002-04-12,352.276
2002-04-15,353.907
2002-04-16,357.497
2002-04-17,360.593
2002-04-18,361.305
2002-04-19,361.311
2002-04-22,361.807
2002-04-23,361.479
2002-04-24,361.103
2002-04-25,361.249
2002-04-26,360.035
2002-04-29,359.632
2002-04-30,359.369
2002-05-01,361.968
2002-05-02,362.359
2002-05-03,364.241
2002-05-06,364.076
2002-05-07,360.302
2002-05-08,363.011
2002-05-09,362.906
2002-05-10,363.272
2002-05-13,363.076
2002-05-14,361.425
2002-05-15,365.02
2002-05-16,366.718
2002-05-17,370.88
2002-05-20,371.104
2002-05-21,371.452
2002-05-22,372.457
2002-05-23,371.021
2002-05-24,371.46
2002-05-27,370.666
2002-05-28,372.355
2002-05-29,371.568
2002-05-30,371.826
2002-05-31,372.08
2002-06-03,372.373
2002-06-04,369.727
2002-06-05,366.968
2002-06-06,367.244
2002-06-07,364.004
2002-06-10,363.88
2002-06-11,364.567
2002-06-12,361.176
2002-06-13,357.47
2002-06-14,350.795
2002-06-17,352.66
2002-06-18,354.177
2002-06-19,351.316
2002-06-20,349.604
2002-06-21,349.567
2002-06-24,348.184
2002-06-25,349.786
2002-06-26,349.033
2002-06-27,349.824
2002-06-28,357.381
2002-07-01,358.263
2002-07-02,353.194
2002-07-03,347.778
2002-07-04,348.696
2002-07-05,354.632
2002-07-08,357.925
2002-07-09,359.316
2002-07-10,352.203
2002-07-11,344.007
2002-07-12,344.127
2002-07-15,337.707
2002-07-16,336.244
2002-07-17,339.931
2002-07-18,344.397
2002-07-19,337.941
2002-07-22,326.992
2002-07-23,320.096
2002-07-24,315.324
2002-07-25,320.221
2002-07-26,314.07
2002-07-29,321.164
2002-07-30,324.674
2002-07-31,324.465
2002-08-01,317.377
2002-08-02,316.222
2002-08-05,309.52
2002-08-06,306.653
2002-08-07,308.99
2002-08-08,312.748
2002-08-09,317.538
2002-08-12,315.318
2002-08-13,316.566
2002-08-14,317.967
2002-08-15,322.002
2002-08-16,323.68
2002-08-19,325.234
2002-08-20,323.552
2002-08-21,327.467
2002-08-22,331.07
2002-08-23,329.383
2002-08-26,330.242
2002-08-27,333.362
2002-08-28,326.943
2002-08-29,323.449
2002-08-30,324.372
2002-09-02,322.054
2002-09-03,316.684
2002-09-04,314.806
2002-09-05,312.923
2002-09-06,314.898
2002-09-09,313.483
2002-09-10,316.151
2002-09-11,318.576
2002-09-12,315.256
2002-09-13,311.687
2002-09-16,308.88
2002-09-17,308.43
2002-09-18,303.961
2002-09-19,302.503
2002-09-20,301.089
2002-09-23,295.194
2002-09-24,290.548
2002-09-25,291.909
2002-09-26,297.698
2002-09-27,299.152
2002-09-30,295.154
2002-10-01,292.635
2002-10-02,293.149
2002-10-03,290.572
2002-10-04,288.228
2002-10-07,281.903
2002-10-08,279.958
2002-10-09,277.485
2002-10-10,278.507
2002-10-11,288.0
2002-10-14,286.498
2002-10-15,297.158
2002-10-16,295.845
2002-10-17,300.089
2002-10-18,299.907
2002-10-21,300.888
2002-10-22,298.292
2002-10-23,294.908
2002-10-24,297.919
2002-10-25,298.061
2002-10-28,302.177
2002-10-29,296.635
2002-10-30,299.242
2002-10-31,302.464
2002-11-01,302.129
2002-11-04,308.932
2002-11-05,312.126
2002-11-06,310.67
2002-11-07,310.337
2002-11-08,308.108
2002-11-11,303.451
2002-11-12,305.612
2002-11-13,302.084
2002-11-14,302.775
2002-11-15,304.833
2002-11-18,305.375
2002-11-19,303.447
2002-11-20,301.881
2002-11-21,308.99
2002-11-22,310.978
2002-11-25,310.435
2002-11-26,306.781
2002-11-27,310.361
2002-11-28,315.421
2002-11-29,316.423
2002-12-02,314.957
2002-12-03,311.682
2002-12-04,309.164
2002-12-05,307.027
2002-12-06,306.715
2002-12-09,302.833
2002-12-10,303.303
2002-12-11,304.945
2002-12-12,304.878
2002-12-13,304.099
2002-12-16,305.192
2002-12-17,304.68
2002-12-18,300.069
2002-12-19,300.511
2002-12-20,302.194
2002-12-23,302.019
2002-12-24,302.86
2002-12-25,302.657
2002-12-26,304.332
2002-12-27,302.162
2002-12-30,304.913
2002-12-31,306.885
2003-01-01,306.885
2003-01-02,309.581
2003-01-03,311.175
2003-01-06,315.16
2003-01-07,311.726
2003-01-08,306.637
2003-01-09,309.214
2003-01-10,311.57
2003-01-13,312.213
2003-01-14,314.745
2003-01-15,312.96
2003-01-16,313.96
2003-01-17,312.526
2003-01-20,310.686
2003-01-21,308.754
2003-01-22,305.79
2003-01-23,306.922
2003-01-24,306.622
2003-01-27,299.314
2003-01-28,298.545
2003-01-29,295.928
2003-01-30,297.704
2003-01-31,296.948
2003-02-03,300.863
2003-02-04,298.953
2003-02-05,300.297
2003-02-06,297.485
2003-02-07,295.707
2003-02-10,292.909
2003-02-11,294.414
2003-02-12,292.851
2003-02-13,293.057
2003-02-14,293.71
2003-02-17,296.838
2003-02-18,298.37
2003-02-19,297.052
2003-02-20,296.643
2003-02-21,296.008
2003-02-24,294.254
2003-02-25,287.029
2003-02-26,286.564
2003-02-27,286.622
2003-02-28,290.492
2003-03-03,292.633
2003-03-04,290.111
2003-03-05,289.437
2003-03-06,287.66
2003-03-07,283.758
2003-03-10,280.138
2003-03-11,278.819
2003-03-12,274.198
2003-03-13,278.559
2003-03-14,282.56
2003-03-17,285.231
2003-03-18,287.109
2003-03-19,288.399
2003-03-20,289.237
2003-03-21,292.298
2003-03-24,290.049
2003-03-25,291.081
2003-03-26,292.721
2003-03-27,291.634
2003-03-28,290.813
2003-03-31,286.778
2003-04-01,287.737
2003-04-02,291.807
2003-04-03,292.11
2003-04-04,293.553
2003-04-07,299.223
2003-04-08,296.666
2003-04-09,296.196
2003-04-10,296.705
2003-04-11,296.058
2003-04-14,297.165
2003-04-15,301.386
2003-04-16,302.4
2003-04-17,304.379
2003-04-18,304.522
2003-04-21,303.6
2003-04-22,305.534
2003-04-23,308.937
2003-04-24,308.103
2003-04-25,305.294
2003-04-28,307.854
2003-04-29,309.518
2003-04-30,315.144
2003-05-01,317.28
2003-05-02,317.895
2003-05-05,321.199
2003-05-06,326.949
2003-05-07,326.323
2003-05-08,323.243
2003-05-09,325.684
2003-05-12,327.583
2003-05-13,327.534
2003-05-14,328.79
2003-05-15,329.036
2003-05-16,331.93
2003-05-19,327.546
2003-05-20,327.616
2003-05-21,326.743
2003-05-22,329.205
2003-05-23,331.278
2003-05-26,332.39
2003-05-27,331.981
2003-05-28,333.513
2003-05-29,336.381
2003-05-30,336.341
2003-06-02,340.31
2003-06-03,337.749
2003-06-04,340.305
2003-06-05,345.041
2003-06-06,347.717
2003-06-09,346.547
2003-06-10,345.903
2003-06-11,350.583
2003-06-12,351.571
2003-06-13,351.095
2003-06-16,354.492
2003-06-17,357.607
2003-06-18,355.105
2003-06-19,351.855
2003-06-20,352.531
2003-06-23,348.564
2003-06-24,344.279
2003-06-25,348.335
2003-06-26,344.818
2003-06-27,346.878
2003-06-30,345.564
2003-07-01,346.767
2003-07-02,351.837
2003-07-03,354.304
2003-07-04,352.88
2003-07-07,357.039
2003-07-08,356.539
2003-07-09,356.458
2003-07-10,354.635
2003-07-11,353.979
2003-07-14,358.136
2003-07-15,355.634
2003-07-16,353.119
2003-07-17,348.517
2003-07-18,349.674
2003-07-21,350.629
2003-07-22,350.165
2003-07-23,354.057
2003-07-24,358.414
2003-07-25,359.262
2003-07-28,361.293
2003-07-29,360.968
2003-07-30,357.58
2003-07-31,356.625
2003-08-01,357.228
2003-08-04,355.96
2003-08-05,356.136
2003-08-06,353.262
2003-08-07,354.152
2003-08-08,354.555
2003-08-11,356.769
2003-08-12,358.571
2003-08-13,361.591
2003-08-14,364.074
2003-08-15,363.997
2003-08-18,365.568
2003-08-19,366.853
2003-08-20,370.357
2003-08-21,371.21
2003-08-22,370.427
2003-08-25,369.802
2003-08-26,366.807
2003-08-27,367.554
2003-08-28,368.729
2003-08-29,371.556
2003-09-01,376.756
2003-09-02,376.047
2003-09-03,379.846
2003-09-04,379.872
2003-09-05,381.027
2003-09-08,383.616
2003-09-09,384.547
2003-09-10,380.968
2003-09-11,379.617
2003-09-12,382.619
2003-09-15,383.701
2003-09-16,385.548
2003-09-17,388.1
2003-09-18,391.968
2003-09-19,394.178
2003-09-22,392.388
2003-09-23,392.64
2003-09-24,392.995
2003-09-25,389.109
2003-09-26,386.178
2003-09-29,386.159
2003-09-30,384.841
2003-10-01,391.318
2003-10-02,396.493
2003-10-03,401.309
2003-10-06,402.117
2003-10-07,404.362
2003-10-08,404.218
2003-10-09,406.656
2003-10-10,410.5
2003-10-13,411.149
2003-10-14,412.149
2003-10-15,414.488
2003-10-16,417.122
