Date,WORLD ex USA MID CAP Mid Cap
2002-06-28,363.422
2002-07-31,329.924
2002-08-30,329.769
2002-09-30,299.947
2002-10-31,307.361
2002-11-29,321.522
2002-12-31,311.797
2003-01-31,301.67
2003-02-28,295.058
2003-03-31,291.03
2003-04-30,319.55
2003-05-30,340.749
2003-06-30,349.936
2003-07-31,361.099
2003-08-29,376.163
2003-09-30,389.515
2003-10-31,420.111
2003-11-28,425.15
2003-12-31,453.568
2004-01-30,465.313
2004-02-27,478.731
2004-03-31,487.216
2004-04-30,472.893
2004-05-31,478.739
2004-06-30,496.572
2004-07-30,477.399
2004-08-31,480.596
2004-09-30,494.976
2004-10-29,512.866
2004-11-30,554.228
2004-12-31,579.08
2005-01-31,576.163
2005-02-28,599.779
2005-03-31,586.5
2005-04-29,569.043
2005-05-31,570.076
2005-06-30,581.31
2005-07-29,600.55
2005-08-31,618.775
2005-09-30,646.15
2005-10-31,626.331
2005-11-30,650.545
2005-12-30,687.677
2006-01-31,736.736
2006-02-28,734.339
2006-03-31,763.017
2006-04-28,797.271
2006-05-31,765.427
2006-06-30,761.601
2006-07-31,765.05
2006-08-31,791.453
2006-09-29,797.242
2006-10-31,829.847
2006-11-30,859.982
2006-12-29,888.374
2007-01-31,896.214
2007-02-28,910.288
2007-03-30,940.4
2007-04-30,978.553
2007-05-31,1000.0
2007-06-29,990.702
2007-07-31,976.707
2007-08-31,951.488
2007-09-28,989.681
2007-10-31,1033.101
2007-11-30,965.69
2007-12-31,940.345
2008-01-31,861.942
2008-02-29,886.401
2008-03-31,880.114
2008-04-30,914.213
2008-05-30,934.642
2008-06-30,856.383
2008-07-31,808.727
2008-08-29,789.921
2008-09-30,664.235
2008-10-31,504.81
2008-11-28,490.967
2008-12-31,520.718
2009-01-30,480.268
2009-02-27,430.015
2009-03-31,460.375
2009-04-30,525.559
2009-05-29,590.444
2009-06-30,589.297
2009-07-31,640.13
2009-08-31,676.555
2009-09-30,708.821
2009-10-30,689.714
2009-11-30,704.457
2009-12-31,716.751
2010-01-29,691.854
2010-02-26,690.003
2010-03-31,737.546
2010-04-30,739.06
2010-05-31,656.941
2010-06-30,651.91
2010-07-30,711.306
2010-08-31,689.296
2010-09-30,765.082
2010-10-29,790.509
2010-11-30,763.279
2010-12-31,832.813
2011-01-31,845.935
2011-02-28,874.278
2011-03-31,867.865
2011-04-29,909.907
2011-05-31,888.141
2011-06-30,870.475
2011-07-29,857.501
2011-08-31,791.885
2011-09-30,705.539
2011-10-31,766.926
2011-11-30,728.812
2011-12-30,718.79
2012-01-31,762.57
2012-02-29,802.899
2012-03-30,802.353
2012-04-30,789.728
2012-05-31,697.871
2012-06-29,736.184
2012-07-31,744.996
2012-08-31,766.018
2012-09-28,794.658
2012-10-31,798.247
2012-11-30,813.151
2012-12-31,838.395
2013-01-31,869.061
2013-02-28,869.282
2013-03-29,883.449
2013-04-30,922.792
2013-05-31,904.19
2013-06-28,873.725
2013-07-31,921.962
2013-08-30,909.778
2013-09-30,975.747
2013-10-31,1001.524
2013-11-29,999.219
2013-12-31,1017.37
2014-01-31,991.956
2014-02-28,1047.942
2014-03-31,1041.185
2014-04-30,1052.513
2014-05-30,1069.586
2014-06-30,1086.17
2014-07-31,1062.107
2014-08-29,1064.613
2014-09-30,1008.815
2014-10-31,994.066
2014-11-28,1010.315
2014-12-31,995.162
2015-01-30,999.441
2015-02-27,1059.612
2015-03-31,1039.181
2015-04-30,1084.276
2015-05-29,1081.301
2015-06-30,1053.461
2015-07-31,1065.209
2015-08-31,1001.742
2015-09-30,960.781
2015-10-30,1031.364
2015-11-30,1021.83
2015-12-31,1009.162
2016-01-29,939.727
2016-02-29,940.175
2016-03-31,1014.441
2016-04-29,1045.302
2016-05-31,1031.89
2016-06-30,993.434
2016-07-29,1053.132
2016-08-31,1047.921
2016-09-30,1065.821
2016-10-31,1033.91
2016-11-30,1014.936
2016-12-30,1039.678
2017-01-31,1080.362
2017-02-28,1092.168
2017-03-31,1115.879
2017-04-28,1149.751
2017-05-31,1190.09
2017-06-30,1191.057
2017-07-31,1229.234
2017-08-31,1236.206
2017-09-29,1264.208
2017-10-31,1287.208
2017-11-30,1299.956
2017-12-29,1330.042
2018-01-31,1390.151
2018-02-28,1329.717
2018-03-30,1307.076
2018-04-30,1333.609
2018-05-31,1324.115
2018-06-29,1301.689
2018-07-31,1323.086
2018-08-31,1309.896
2018-09-28,1308.436
2018-10-31,1183.926
2018-11-30,1169.788
2018-12-31,1107.371
2019-01-31,1195.802
2019-02-28,1224.41
2019-03-29,1228.877
2019-04-30,1262.744
2019-05-31,1197.229
2019-06-28,1268.377
2019-07-31,1254.754
2019-08-30,1228.606
2019-09-30,1258.901
2019-10-31,1310.719
2019-11-29,1335.803
2019-12-31,1376.964
2020-01-31,1345.537
2020-02-28,1220.577
2020-03-31,1017.069
2020-04-30,1113.341
2020-05-29,1179.603
2020-06-30,1207.073
2020-07-31,1244.177
2020-08-31,1326.727
2020-09-30,1301.072
2020-10-30,1260.517
2020-11-30,1443.838
2020-12-31,1516.163
2021-01-29,1509.24
2021-02-26,1527.719
2021-03-31,1563.13
2021-04-30,1615.535
2021-05-31,1654.833
2021-06-30,1636.174
2021-07-30,1651.988
2021-08-31,1681.691
2021-09-30,1621.819
2021-10-29,1653.787
2021-11-30,1575.224
2021-12-31,1640.97
2022-01-31,1524.606
2022-02-28,1511.741
2022-03-31,1519.134
2022-04-29,1411.623
2022-05-31,1408.948
2022-06-30,1267.692
2022-07-29,1341.804
2022-08-31,1280.112
2022-09-30,1141.674
2022-10-31,1197.829
2022-11-30,1316.307
2022-12-30,1313.974
2023-01-31,1426.761
2023-02-28,1397.892
2023-03-31,1413.801
2023-04-28,1448.918
2023-05-31,1383.765
2023-06-30,1428.664
2023-07-31,1500.159
2023-08-31,1446.483
2023-09-29,1391.377
2023-10-31,1313.036
2023-11-30,1441.605
2023-12-29,1530.985
2024-01-31,1522.226
2024-02-29,1536.471
2024-03-29,1588.054
2024-04-30,1541.729
2024-05-31,1600.82
2024-06-28,1558.082
2024-07-31,1622.189
2024-08-30,1674.306
2024-09-30,1712.667
2024-10-31,1618.397
2024-11-29,1642.195
2024-12-31,1595.401
2025-01-31,1654.169
2025-02-28,1677.875
2025-03-31,1680.414
2025-04-30,1774.432
2025-05-30,1872.651
2025-06-30,1938.16
