Date,NEW ZEALAND VALUE Standard (Large+Mid Cap)
2002-02-27,76.978
2002-02-28,77.831
2002-03-01,78.317
2002-03-04,78.395
2002-03-05,78.568
2002-03-06,78.809
2002-03-07,80.07
2002-03-08,79.076
2002-03-11,79.43
2002-03-12,79.93
2002-03-13,79.076
2002-03-14,78.942
2002-03-15,80.514
2002-03-18,80.222
2002-03-19,79.884
2002-03-20,81.999
2002-03-21,81.523
2002-03-22,81.405
2002-03-25,81.121
2002-03-26,80.956
2002-03-27,80.716
2002-03-28,81.417
2002-03-29,81.417
2002-04-01,81.787
2002-04-02,82.246
2002-04-03,80.477
2002-04-04,80.329
2002-04-05,80.419
2002-04-08,79.276
2002-04-09,79.609
2002-04-10,79.916
2002-04-11,80.98
2002-04-12,81.236
2002-04-15,81.266
2002-04-16,80.959
2002-04-17,82.356
2002-04-18,82.077
2002-04-19,81.369
2002-04-22,81.253
2002-04-23,81.524
2002-04-24,81.643
2002-04-25,82.319
2002-04-26,81.509
2002-04-29,81.256
2002-04-30,80.581
2002-05-01,81.785
2002-05-02,81.378
2002-05-03,81.819
2002-05-06,81.665
2002-05-07,82.11
2002-05-08,81.904
2002-05-09,81.028
2002-05-10,82.444
2002-05-13,83.007
2002-05-14,83.248
2002-05-15,84.897
2002-05-16,84.659
2002-05-17,86.088
2002-05-20,87.141
2002-05-21,86.842
2002-05-22,87.56
2002-05-23,88.814
2002-05-24,88.742
2002-05-27,88.95
2002-05-28,89.786
2002-05-29,90.961
2002-05-30,92.463
2002-05-31,90.653
2002-06-03,91.94
2002-06-04,92.896
2002-06-05,90.872
2002-06-06,91.515
2002-06-07,92.126
2002-06-10,91.659
2002-06-11,91.819
2002-06-12,91.838
2002-06-13,92.093
2002-06-14,91.34
2002-06-17,92.186
2002-06-18,93.759
2002-06-19,94.473
2002-06-20,93.583
2002-06-21,93.332
2002-06-24,91.758
2002-06-25,90.07
2002-06-26,88.775
2002-06-27,90.634
2002-06-28,89.585
2002-07-01,88.504
2002-07-02,88.569
2002-07-03,88.651
2002-07-04,87.36
2002-07-05,88.3
2002-07-08,90.054
2002-07-09,89.703
2002-07-10,88.671
2002-07-11,86.24
2002-07-12,87.705
2002-07-15,86.927
2002-07-16,87.239
2002-07-17,85.814
2002-07-18,86.404
2002-07-19,87.984
2002-07-22,85.877
2002-07-23,83.974
2002-07-24,80.415
2002-07-25,81.3
2002-07-26,79.574
2002-07-29,81.181
2002-07-30,82.285
2002-07-31,81.318
2002-08-01,80.552
2002-08-02,80.013
2002-08-05,80.0
2002-08-06,77.503
2002-08-07,78.899
2002-08-08,79.852
2002-08-09,80.855
2002-08-12,81.879
2002-08-13,81.748
2002-08-14,81.046
2002-08-15,81.724
2002-08-16,81.897
2002-08-19,81.582
2002-08-20,82.232
2002-08-21,81.355
2002-08-22,81.597
2002-08-23,82.278
2002-08-26,82.936
2002-08-27,83.452
2002-08-28,82.823
2002-08-29,82.952
2002-08-30,82.624
2002-09-02,83.454
2002-09-03,83.63
2002-09-04,83.156
2002-09-05,82.119
2002-09-06,81.878
2002-09-09,81.458
2002-09-10,81.516
2002-09-11,82.158
2002-09-12,83.764
2002-09-13,83.711
2002-09-16,83.127
2002-09-17,83.034
2002-09-18,83.12
2002-09-19,83.547
2002-09-20,82.633
2002-09-23,81.961
2002-09-24,81.009
2002-09-25,80.269
2002-09-26,81.302
2002-09-27,81.039
2002-09-30,81.261
2002-10-01,80.9
2002-10-02,81.766
2002-10-03,81.705
2002-10-04,81.636
2002-10-07,82.738
2002-10-08,82.375
2002-10-09,82.285
2002-10-10,81.301
2002-10-11,81.915
2002-10-14,81.722
2002-10-15,81.219
2002-10-16,81.484
2002-10-17,81.808
2002-10-18,82.128
2002-10-21,83.547
2002-10-22,84.432
2002-10-23,84.714
2002-10-24,84.902
2002-10-25,84.522
2002-10-28,84.905
2002-10-29,84.29
2002-10-30,84.229
2002-10-31,85.631
2002-11-01,87.198
2002-11-04,85.932
2002-11-05,84.873
2002-11-06,84.541
2002-11-07,83.867
2002-11-08,83.793
2002-11-11,83.102
2002-11-12,83.24
2002-11-13,84.915
2002-11-14,85.577
2002-11-15,85.969
2002-11-18,86.424
2002-11-19,85.964
2002-11-20,85.714
2002-11-21,86.239
2002-11-22,86.884
2002-11-25,85.449
2002-11-26,84.505
2002-11-27,83.452
2002-11-28,84.637
2002-11-29,84.872
2002-12-02,85.647
2002-12-03,85.522
2002-12-04,85.717
2002-12-05,86.172
2002-12-06,86.47
2002-12-09,86.314
2002-12-10,86.416
2002-12-11,87.111
2002-12-12,87.674
2002-12-13,89.13
2002-12-16,88.843
2002-12-17,89.77
2002-12-18,88.901
2002-12-19,89.283
2002-12-20,89.733
2002-12-23,90.522
2002-12-24,91.089
2002-12-25,91.089
2002-12-26,91.186
2002-12-27,91.739
2002-12-30,93.337
2002-12-31,92.887
2003-01-01,92.887
2003-01-02,92.993
2003-01-03,93.206
2003-01-06,95.454
2003-01-07,96.096
2003-01-08,95.646
2003-01-09,96.008
2003-01-10,97.937
2003-01-13,99.024
2003-01-14,98.513
2003-01-15,99.064
2003-01-16,100.058
2003-01-17,101.04
2003-01-20,100.568
2003-01-21,98.349
2003-01-22,96.994
2003-01-23,98.149
2003-01-24,100.017
2003-01-27,99.362
2003-01-28,98.758
2003-01-29,99.792
2003-01-30,98.463
2003-01-31,98.487
2003-02-03,98.059
2003-02-04,100.787
2003-02-05,100.644
2003-02-06,100.672
2003-02-07,100.328
2003-02-10,102.088
2003-02-11,102.607
2003-02-12,101.363
2003-02-13,101.537
2003-02-14,101.06
2003-02-17,102.099
2003-02-18,101.847
2003-02-19,103.294
2003-02-20,103.207
2003-02-21,102.334
2003-02-24,102.184
2003-02-25,101.494
2003-02-26,101.403
2003-02-27,101.438
2003-02-28,101.71
2003-03-03,103.234
2003-03-04,103.794
2003-03-05,104.996
2003-03-06,104.676
2003-03-07,103.523
2003-03-10,102.971
2003-03-11,101.123
2003-03-12,100.281
2003-03-13,98.966
2003-03-14,100.814
2003-03-17,100.768
2003-03-18,101.11
2003-03-19,100.549
2003-03-20,100.886
2003-03-21,100.064
2003-03-24,101.066
2003-03-25,100.323
2003-03-26,99.298
2003-03-27,99.929
2003-03-28,99.208
2003-03-31,100.732
2003-04-01,99.674
2003-04-02,98.988
2003-04-03,98.336
2003-04-04,98.148
2003-04-07,98.87
2003-04-08,98.188
2003-04-09,99.017
2003-04-10,98.282
2003-04-11,98.45
2003-04-14,99.392
2003-04-15,102.326
2003-04-16,103.114
2003-04-17,102.343
2003-04-18,102.343
2003-04-21,102.013
2003-04-22,101.806
2003-04-23,101.82
2003-04-24,102.425
2003-04-25,102.074
2003-04-28,101.54
2003-04-29,101.431
2003-04-30,103.059
2003-05-01,103.039
2003-05-02,102.318
2003-05-05,103.341
2003-05-06,104.274
2003-05-07,103.964
2003-05-08,105.735
2003-05-09,105.744
2003-05-12,105.96
2003-05-13,106.683
2003-05-14,106.717
2003-05-15,106.09
2003-05-16,108.296
2003-05-19,108.896
2003-05-20,108.207
2003-05-21,106.18
2003-05-22,106.551
2003-05-23,108.017
2003-05-26,108.985
2003-05-27,110.332
2003-05-28,108.454
2003-05-29,109.017
2003-05-30,109.195
2003-06-02,109.771
2003-06-03,108.511
2003-06-04,108.105
2003-06-05,109.148
2003-06-06,109.024
2003-06-09,108.378
2003-06-10,108.226
2003-06-11,108.548
2003-06-12,108.682
2003-06-13,109.148
2003-06-16,110.239
2003-06-17,112.247
2003-06-18,112.081
2003-06-19,112.252
2003-06-20,113.296
2003-06-23,113.096
2003-06-24,112.076
2003-06-25,112.641
2003-06-26,111.544
2003-06-27,111.271
2003-06-30,114.019
2003-07-01,114.497
2003-07-02,114.759
2003-07-03,115.327
2003-07-04,114.4
2003-07-07,114.887
2003-07-08,113.876
2003-07-09,110.921
2003-07-10,111.304
2003-07-11,111.648
2003-07-14,111.477
2003-07-15,110.209
2003-07-16,108.962
2003-07-17,108.893
2003-07-18,107.243
2003-07-21,109.578
2003-07-22,109.241
2003-07-23,111.136
2003-07-24,114.084
2003-07-25,114.639
2003-07-28,115.012
2003-07-29,114.16
2003-07-30,111.951
2003-07-31,111.062
2003-08-01,113.487
2003-08-04,113.253
2003-08-05,113.813
2003-08-06,114.343
2003-08-07,114.255
2003-08-08,115.685
2003-08-11,116.517
2003-08-12,115.9
2003-08-13,115.826
2003-08-14,115.435
2003-08-15,114.472
2003-08-18,115.073
2003-08-19,115.278
2003-08-20,114.169
2003-08-21,112.251
2003-08-22,111.185
2003-08-25,111.058
2003-08-26,111.071
2003-08-27,109.571
2003-08-28,109.513
2003-08-29,112.32
2003-09-01,111.192
2003-09-02,109.58
2003-09-03,110.557
2003-09-04,110.341
2003-09-05,112.625
2003-09-08,112.767
2003-09-09,113.888
2003-09-10,113.416
2003-09-11,112.852
2003-09-12,111.846
2003-09-15,113.782
2003-09-16,112.827
2003-09-17,114.3
2003-09-18,114.545
2003-09-19,117.095
2003-09-22,119.333
2003-09-23,119.068
2003-09-24,119.283
2003-09-25,118.876
2003-09-26,117.414
2003-09-29,116.981
2003-09-30,118.784
2003-10-01,118.834
2003-10-02,118.719
2003-10-03,118.621
2003-10-06,118.315
2003-10-07,119.232
2003-10-08,118.982
2003-10-09,120.407
2003-10-10,119.809
2003-10-13,119.483
2003-10-14,117.23
2003-10-15,117.654
2003-10-16,118.615
2003-10-17,119.519
2003-10-20,119.24
2003-10-21,120.062
2003-10-22,120.42
2003-10-23,119.932
2003-10-24,120.414
2003-10-27,120.562
2003-10-28,120.956
2003-10-29,121.997
2003-10-30,121.086
2003-10-31,120.846
2003-11-03,121.217
2003-11-04,122.051
2003-11-05,122.76
2003-11-06,120.617
2003-11-07,121.185
2003-11-10,122.065
2003-11-11,124.548
2003-11-12,124.015
2003-11-13,125.572
2003-11-14,124.706
2003-11-17,124.201
2003-11-18,126.328
2003-11-19,127.538
2003-11-20,129.145
2003-11-21,127.538
2003-11-24,127.057
2003-11-25,127.139
2003-11-26,128.765
2003-11-27,128.101
2003-11-28,128.507
2003-12-01,130.625
2003-12-02,131.282
2003-12-03,130.581
2003-12-04,130.131
2003-12-05,129.385
2003-12-08,129.632
2003-12-09,130.608
2003-12-10,130.491
2003-12-11,129.042
2003-12-12,130.805
2003-12-15,132.077
2003-12-16,131.613
2003-12-17,130.61
2003-12-18,131.141
2003-12-19,130.464
2003-12-22,131.135
2003-12-23,131.891
2003-12-24,134.595
2003-12-25,134.595
2003-12-26,134.73
2003-12-29,135.091
2003-12-30,136.345
2003-12-31,137.841
2004-01-01,137.841
2004-01-02,138.177
2004-01-05,140.854
2004-01-06,142.977
2004-01-07,142.956
2004-01-08,141.402
2004-01-09,143.124
2004-01-12,144.288
2004-01-13,142.623
2004-01-14,140.638
2004-01-15,142.314
2004-01-16,142.323
2004-01-19,141.543
2004-01-20,145.109
2004-01-21,145.425
2004-01-22,145.024
2004-01-23,145.624
2004-01-26,145.052
2004-01-27,148.248
2004-01-28,148.715
2004-01-29,144.179
2004-01-30,144.073
2004-02-02,143.352
2004-02-03,144.508
2004-02-04,143.682
2004-02-05,146.1
2004-02-06,146.672
2004-02-09,149.824
2004-02-10,150.422
2004-02-11,148.409
2004-02-12,148.154
2004-02-13,150.392
2004-02-16,150.23
2004-02-17,150.088
2004-02-18,151.759
2004-02-19,150.414
2004-02-20,147.436
2004-02-23,146.257
2004-02-24,147.381
2004-02-25,148.493
2004-02-26,148.224
2004-02-27,149.911
2004-03-01,150.226
2004-03-02,150.784
2004-03-03,147.564
2004-03-04,147.545
2004-03-05,149.323
2004-03-08,149.293
2004-03-09,152.879
2004-03-10,149.282
2004-03-11,146.285
2004-03-12,146.732
2004-03-15,145.302
2004-03-16,147.483
2004-03-17,146.592
2004-03-18,149.226
2004-03-19,148.509
2004-03-22,150.636
2004-03-23,151.262
2004-03-24,149.617
2004-03-25,148.92
2004-03-26,150.393
2004-03-29,151.515
2004-03-30,153.571
2004-03-31,154.854
2004-04-01,155.258
2004-04-02,152.861
2004-04-05,150.779
2004-04-06,154.067
2004-04-07,154.804
2004-04-08,153.637
2004-04-09,153.637
2004-04-12,154.477
2004-04-13,151.555
2004-04-14,147.217
2004-04-15,149.003
2004-04-16,149.388
2004-04-19,150.989
2004-04-20,148.517
2004-04-21,146.989
2004-04-22,145.639
2004-04-23,145.499
2004-04-26,145.671
2004-04-27,146.158
2004-04-28,144.836
2004-04-29,143.238
2004-04-30,144.377
2004-05-03,142.776
2004-05-04,144.674
2004-05-05,144.911
2004-05-06,144.386
2004-05-07,139.65
2004-05-10,135.796
2004-05-11,134.731
2004-05-12,136.14
2004-05-13,134.226
2004-05-14,134.233
2004-05-17,136.376
2004-05-18,134.614
2004-05-19,138.958
2004-05-20,137.02
2004-05-21,138.305
2004-05-24,138.52
2004-05-25,138.015
2004-05-26,137.878
2004-05-27,142.787
2004-05-28,140.654
2004-05-31,140.694
2004-06-01,141.172
2004-06-02,140.118
2004-06-03,140.214
2004-06-04,139.672
2004-06-07,141.792
2004-06-08,141.804
2004-06-09,139.024
2004-06-10,142.212
2004-06-11,142.722
2004-06-14,143.105
2004-06-15,142.546
2004-06-16,143.005
2004-06-17,142.157
2004-06-18,143.508
2004-06-21,143.872
2004-06-22,145.374
2004-06-23,146.534
2004-06-24,148.056
2004-06-25,149.826
2004-06-28,150.016
2004-06-29,147.747
2004-06-30,150.308
2004-07-01,151.201
2004-07-02,152.746
2004-07-05,152.388
2004-07-06,154.167
2004-07-07,156.585
2004-07-08,156.255
2004-07-09,156.318
2004-07-12,157.498
2004-07-13,156.338
2004-07-14,155.021
2004-07-15,154.922
2004-07-16,158.167
2004-07-19,158.042
2004-07-20,160.349
2004-07-21,157.294
2004-07-22,159.547
2004-07-23,155.582
2004-07-26,155.39
2004-07-27,155.454
2004-07-28,155.598
2004-07-29,157.411
2004-07-30,158.558
2004-08-02,158.957
2004-08-03,161.231
2004-08-04,161.607
2004-08-05,161.983
2004-08-06,161.277
2004-08-09,161.377
2004-08-10,161.619
2004-08-11,162.002
2004-08-12,163.871
2004-08-13,165.545
2004-08-16,164.77
2004-08-17,164.075
2004-08-18,162.181
2004-08-19,163.823
2004-08-20,163.381
2004-08-23,161.825
2004-08-24,158.473
2004-08-25,157.798
2004-08-26,157.456
2004-08-27,157.766
2004-08-30,157.246
2004-08-31,157.849
2004-09-01,157.834
2004-09-02,154.724
2004-09-03,153.995
2004-09-06,154.465
2004-09-07,154.501
2004-09-08,156.029
2004-09-09,158.241
2004-09-10,160.717
2004-09-13,158.145
2004-09-14,160.016
2004-09-15,159.014
2004-09-16,160.453
2004-09-17,161.014
2004-09-20,162.35
2004-09-21,164.304
2004-09-22,164.669
2004-09-23,164.876
2004-09-24,165.473
2004-09-27,165.902
2004-09-28,167.377
2004-09-29,167.214
2004-09-30,169.0
2004-10-01,169.347
2004-10-04,169.098
2004-10-05,170.233
2004-10-06,170.365
2004-10-07,170.699
2004-10-08,173.022
2004-10-11,174.106
2004-10-12,172.933
2004-10-13,170.945
2004-10-14,172.506
2004-10-15,171.131
2004-10-18,170.098
2004-10-19,168.597
2004-10-20,169.293
2004-10-21,170.42
2004-10-22,169.782
2004-10-25,171.567
2004-10-26,168.486
2004-10-27,168.645
2004-10-28,166.582
2004-10-29,166.99
2004-11-01,167.53
2004-11-02,169.444
2004-11-03,170.417
2004-11-04,172.465
2004-11-05,171.068
2004-11-08,172.006
2004-11-09,173.447
2004-11-10,172.297
2004-11-11,174.07
2004-11-12,175.924
2004-11-15,177.234
2004-11-16,176.125
2004-11-17,177.57
2004-11-18,177.818
2004-11-19,181.268
2004-11-22,181.467
2004-11-23,180.939
2004-11-24,181.721
2004-11-25,184.195
2004-11-26,185.048
2004-11-29,186.103
2004-11-30,186.116
2004-12-01,187.837
2004-12-02,189.557
2004-12-03,189.049
2004-12-06,190.017
2004-12-07,186.989
2004-12-08,182.56
2004-12-09,182.794
2004-12-10,182.247
2004-12-13,184.32
2004-12-14,183.153
2004-12-15,184.71
2004-12-16,183.14
2004-12-17,183.083
2004-12-20,182.953
2004-12-21,181.166
2004-12-22,183.236
2004-12-23,184.122
2004-12-24,185.65
2004-12-27,186.271
2004-12-28,186.853
2004-12-29,187.552
2004-12-30,189.122
2004-12-31,191.494
2005-01-03,189.227
2005-01-04,187.0
2005-01-05,188.131
2005-01-06,185.949
2005-01-07,185.336
2005-01-10,183.271
2005-01-11,185.622
2005-01-12,186.693
2005-01-13,187.679
2005-01-14,184.437
2005-01-17,183.884
2005-01-18,185.716
2005-01-19,186.661
2005-01-20,185.265
2005-01-21,187.892
2005-01-24,188.32
2005-01-25,188.781
2005-01-26,192.252
2005-01-27,189.343
2005-01-28,189.209
2005-01-31,188.364
2005-02-01,188.24
2005-02-02,187.489
2005-02-03,186.845
2005-02-04,190.467
2005-02-07,189.843
2005-02-08,187.771
2005-02-09,192.851
2005-02-10,193.205
2005-02-11,193.269
2005-02-14,196.191
2005-02-15,194.62
2005-02-16,192.709
2005-02-17,194.414
2005-02-18,193.885
2005-02-21,196.37
2005-02-22,196.163
2005-02-23,194.341
2005-02-24,195.15
2005-02-25,196.387
2005-02-28,200.638
2005-03-01,199.954
2005-03-02,199.579
2005-03-03,200.959
2005-03-04,204.283
2005-03-07,206.192
2005-03-08,209.072
2005-03-09,207.046
2005-03-10,203.638
2005-03-11,199.884
2005-03-14,199.238
2005-03-15,201.491
2005-03-16,203.037
2005-03-17,200.639
2005-03-18,200.554
2005-03-21,199.731
2005-03-22,199.597
2005-03-23,194.143
2005-03-24,189.131
2005-03-25,189.131
2005-03-28,187.359
2005-03-29,186.61
2005-03-30,185.505
2005-03-31,184.282
2005-04-01,182.355
2005-04-04,180.59
2005-04-05,182.528
2005-04-06,184.439
2005-04-07,185.548
2005-04-08,185.554
2005-04-11,186.591
2005-04-12,186.152
2005-04-13,187.013
2005-04-14,186.207
2005-04-15,183.219
2005-04-18,180.514
2005-04-19,181.501
2005-04-20,182.345
2005-04-21,182.384
2005-04-22,182.491
2005-04-25,181.619
2005-04-26,180.569
2005-04-27,180.721
2005-04-28,181.778
2005-04-29,184.069
2005-05-02,184.371
2005-05-03,183.798
2005-05-04,184.499
2005-05-05,181.577
2005-05-06,178.541
2005-05-09,176.638
2005-05-10,178.639
2005-05-11,179.403
2005-05-12,178.185
2005-05-13,176.847
2005-05-16,174.778
2005-05-17,175.314
2005-05-18,175.604
2005-05-19,176.775
2005-05-20,177.016
2005-05-23,180.034
2005-05-24,181.679
2005-05-25,182.077
2005-05-26,179.265
2005-05-27,182.294
2005-05-30,182.344
2005-05-31,178.297
2005-06-01,175.266
2005-06-02,178.179
2005-06-03,180.252
2005-06-06,182.036
2005-06-07,183.308
2005-06-08,184.559
2005-06-09,183.367
2005-06-10,180.774
2005-06-13,179.648
2005-06-14,183.121
2005-06-15,184.703
2005-06-16,187.55
2005-06-17,189.545
2005-06-20,187.77
2005-06-21,188.62
2005-06-22,188.399
2005-06-23,185.211
2005-06-24,181.97
2005-06-27,183.724
2005-06-28,183.861
2005-06-29,184.252
2005-06-30,185.233
2005-07-01,180.497
2005-07-04,180.17
2005-07-05,179.704
2005-07-06,180.372
2005-07-07,179.41
2005-07-08,179.044
2005-07-11,181.449
2005-07-12,185.117
2005-07-13,183.327
2005-07-14,185.231
2005-07-15,185.483
2005-07-18,187.153
2005-07-19,183.982
2005-07-20,184.189
2005-07-21,186.641
2005-07-22,188.846
2005-07-25,188.833
2005-07-26,190.449
2005-07-27,190.514
2005-07-28,190.514
2005-07-29,191.453
2005-08-01,193.016
2005-08-02,192.249
2005-08-03,192.674
2005-08-04,193.623
2005-08-05,192.367
2005-08-08,191.712
2005-08-09,191.544
2005-08-10,192.13
2005-08-11,193.614
2005-08-12,195.165
2005-08-15,194.67
2005-08-16,195.303
2005-08-17,197.824
2005-08-18,196.264
2005-08-19,195.171
2005-08-22,198.708
2005-08-23,198.38
2005-08-24,196.745
2005-08-25,197.0
2005-08-26,194.798
2005-08-29,193.047
2005-08-30,193.103
2005-08-31,194.367
2005-09-01,198.303
2005-09-02,198.842
2005-09-05,199.311
2005-09-06,198.076
2005-09-07,198.042
2005-09-08,199.517
2005-09-09,200.541
2005-09-12,197.927
2005-09-13,197.717
2005-09-14,201.974
2005-09-15,201.109
2005-09-16,202.081
2005-09-19,200.176
2005-09-20,199.006
2005-09-21,200.729
2005-09-22,198.026
2005-09-23,195.69
2005-09-26,194.755
2005-09-27,194.749
2005-09-28,196.837
2005-09-29,197.078
2005-09-30,199.333
2005-10-03,198.648
2005-10-04,200.145
2005-10-05,198.453
2005-10-06,197.918
2005-10-07,198.135
2005-10-10,199.155
2005-10-11,198.16
2005-10-12,202.839
2005-10-13,196.889
2005-10-14,197.673
2005-10-17,198.239
2005-10-18,197.326
2005-10-19,196.785
2005-10-20,195.638
2005-10-21,193.399
2005-10-24,193.523
2005-10-25,196.681
2005-10-26,198.536
2005-10-27,197.035
2005-10-28,195.365
2005-10-31,195.797
2005-11-01,194.394
2005-11-02,190.85
2005-11-03,192.934
2005-11-04,191.148
2005-11-07,190.049
2005-11-08,189.473
