Date,KOKUSAI INDEX (WORLD ex JP) SMALL VALUE Small Cap
2001-05-30,350.667
2001-05-31,350.712
2001-06-01,352.797
2001-06-04,354.818
2001-06-05,357.796
2001-06-06,356.002
2001-06-07,356.805
2001-06-08,355.31
2001-06-11,353.119
2001-06-12,353.094
2001-06-13,353.124
2001-06-14,349.792
2001-06-15,349.03
2001-06-18,346.454
2001-06-19,345.148
2001-06-20,345.941
2001-06-21,347.642
2001-06-22,345.386
2001-06-25,344.703
2001-06-26,346.255
2001-06-27,347.404
2001-06-28,347.77
2001-06-29,353.228
2001-07-02,350.463
2001-07-03,350.257
2001-07-04,350.135
2001-07-05,348.071
2001-07-06,345.039
2001-07-09,345.456
2001-07-10,344.313
2001-07-11,343.277
2001-07-12,346.676
2001-07-13,347.233
2001-07-16,345.835
2001-07-17,347.522
2001-07-18,348.117
2001-07-19,349.332
2001-07-20,349.31
2001-07-23,346.788
2001-07-24,343.672
2001-07-25,344.862
2001-07-26,346.8
2001-07-27,346.755
2001-07-30,347.417
2001-07-31,348.596
2001-08-01,351.229
2001-08-02,352.324
2001-08-03,352.199
2001-08-06,349.634
2001-08-07,349.138
2001-08-08,346.869
2001-08-09,347.899
2001-08-10,349.488
2001-08-13,350.39
2001-08-14,351.998
2001-08-15,354.107
2001-08-16,355.226
2001-08-17,353.523
2001-08-20,353.657
2001-08-21,352.714
2001-08-22,355.037
2001-08-23,353.062
2001-08-24,355.016
2001-08-27,353.726
2001-08-28,351.9
2001-08-29,351.571
2001-08-30,348.912
2001-08-31,348.553
2001-09-03,347.763
2001-09-04,346.399
2001-09-05,344.87
2001-09-06,341.017
2001-09-07,337.722
2001-09-10,333.67
2001-09-11,331.575
2001-09-12,329.322
2001-09-13,330.038
2001-09-14,328.65
2001-09-17,316.844
2001-09-18,314.774
2001-09-19,311.098
2001-09-20,301.032
2001-09-21,292.502
2001-09-24,299.561
2001-09-25,302.232
2001-09-26,301.624
2001-09-27,303.393
2001-09-28,308.782
2001-10-01,307.119
2001-10-02,308.648
2001-10-03,312.409
2001-10-04,314.49
2001-10-05,314.619
2001-10-08,312.512
2001-10-09,311.982
2001-10-10,316.209
2001-10-11,319.795
2001-10-12,318.941
2001-10-15,319.79
2001-10-16,322.29
2001-10-17,319.747
2001-10-18,317.259
2001-10-19,317.7
2001-10-22,318.77
2001-10-23,317.934
2001-10-24,318.087
2001-10-25,321.213
2001-10-26,322.423
2001-10-29,320.53
2001-10-30,317.724
2001-10-31,319.164
2001-11-01,322.3
2001-11-02,321.473
2001-11-05,322.787
2001-11-06,325.483
2001-11-07,325.351
2001-11-08,325.133
2001-11-09,325.238
2001-11-12,325.393
2001-11-13,328.103
2001-11-14,330.564
2001-11-15,330.232
2001-11-16,331.827
2001-11-19,334.775
2001-11-20,333.774
2001-11-21,332.486
2001-11-22,333.1
2001-11-23,335.431
2001-11-26,336.63
2001-11-27,336.512
2001-11-28,334.625
2001-11-29,337.762
2001-11-30,338.091
2001-12-03,335.669
2001-12-04,339.717
2001-12-05,344.095
2001-12-06,345.971
2001-12-07,346.36
2001-12-10,343.429
2001-12-11,343.359
2001-12-12,343.884
2001-12-13,341.074
2001-12-14,342.811
2001-12-17,345.711
2001-12-18,347.418
2001-12-19,346.187
2001-12-20,343.782
2001-12-21,346.269
2001-12-24,346.498
2001-12-25,346.503
2001-12-26,348.343
2001-12-27,351.223
2001-12-28,352.055
2001-12-31,352.334
2002-01-01,352.323
2002-01-02,353.065
2002-01-03,355.833
2002-01-04,358.006
2002-01-07,356.504
2002-01-08,357.728
2002-01-09,356.637
2002-01-10,356.77
2002-01-11,355.23
2002-01-14,352.392
2002-01-15,352.832
2002-01-16,348.834
2002-01-17,350.61
2002-01-18,348.621
2002-01-21,348.737
2002-01-22,347.294
2002-01-23,350.025
2002-01-24,350.685
2002-01-25,349.69
2002-01-28,350.403
2002-01-29,348.063
2002-01-30,349.233
2002-01-31,351.119
2002-02-01,350.495
2002-02-04,347.846
2002-02-05,347.009
2002-02-06,344.994
2002-02-07,343.65
2002-02-08,347.751
2002-02-11,350.753
2002-02-12,350.899
2002-02-13,352.514
2002-02-14,351.532
2002-02-15,352.194
2002-02-18,351.89
2002-02-19,349.21
2002-02-20,351.554
2002-02-21,348.873
2002-02-22,351.896
2002-02-25,352.654
2002-02-26,354.083
2002-02-27,354.994
2002-02-28,354.934
2002-03-01,358.804
2002-03-04,364.012
2002-03-05,364.366
2002-03-06,368.599
2002-03-07,370.528
2002-03-08,371.825
2002-03-11,372.593
2002-03-12,371.47
2002-03-13,370.832
2002-03-14,372.744
2002-03-15,374.266
2002-03-18,375.996
2002-03-19,377.406
2002-03-20,376.111
2002-03-21,377.938
2002-03-22,377.196
2002-03-25,374.689
2002-03-26,376.635
2002-03-27,379.175
2002-03-28,379.84
2002-03-29,379.834
2002-04-01,380.368
2002-04-02,379.901
2002-04-03,378.289
2002-04-04,379.115
2002-04-05,379.375
2002-04-08,380.97
2002-04-09,381.715
2002-04-10,386.317
2002-04-11,384.783
2002-04-12,388.322
2002-04-15,387.292
2002-04-16,391.617
2002-04-17,391.622
2002-04-18,391.864
2002-04-19,391.967
2002-04-22,389.525
2002-04-23,389.353
2002-04-24,389.134
2002-04-25,390.212
2002-04-26,388.089
2002-04-29,388.002
2002-04-30,391.909
2002-05-01,393.312
2002-05-02,395.304
2002-05-03,396.688
2002-05-06,393.417
2002-05-07,391.213
2002-05-08,394.453
2002-05-09,391.522
2002-05-10,389.014
2002-05-13,391.237
2002-05-14,394.884
2002-05-15,396.472
2002-05-16,394.77
2002-05-17,397.226
2002-05-20,395.35
2002-05-21,392.474
2002-05-22,392.694
2002-05-23,394.723
2002-05-24,392.876
2002-05-27,392.653
2002-05-28,392.864
2002-05-29,391.455
2002-05-30,391.508
2002-05-31,392.026
2002-06-03,387.043
2002-06-04,385.732
2002-06-05,385.485
2002-06-06,382.169
2002-06-07,382.784
2002-06-10,382.454
2002-06-11,379.511
2002-06-12,378.914
2002-06-13,375.236
2002-06-14,373.432
2002-06-17,379.182
2002-06-18,379.427
2002-06-19,375.743
2002-06-20,374.115
2002-06-21,374.891
2002-06-24,373.529
2002-06-25,370.803
2002-06-26,369.512
2002-06-27,372.724
2002-06-28,376.949
2002-07-01,373.384
2002-07-02,365.701
2002-07-03,360.954
2002-07-04,361.137
2002-07-05,367.853
2002-07-08,366.644
2002-07-09,363.911
2002-07-10,357.117
2002-07-11,352.7
2002-07-12,350.267
2002-07-15,347.328
2002-07-16,344.687
2002-07-17,344.974
2002-07-18,340.688
2002-07-19,334.349
2002-07-22,325.969
2002-07-23,314.876
2002-07-24,319.363
2002-07-25,323.25
2002-07-26,324.553
2002-07-29,336.418
2002-07-30,338.914
2002-07-31,337.464
2002-08-01,334.008
2002-08-02,327.551
2002-08-05,321.061
2002-08-06,324.46
2002-08-07,327.961
2002-08-08,331.758
2002-08-09,332.836
2002-08-12,333.098
2002-08-13,328.739
2002-08-14,334.769
2002-08-15,336.183
2002-08-16,338.209
2002-08-19,340.958
2002-08-20,339.594
2002-08-21,344.61
2002-08-22,346.966
2002-08-23,342.85
2002-08-26,346.386
2002-08-27,344.789
2002-08-28,340.428
2002-08-29,340.753
2002-08-30,339.916
2002-09-02,339.93
2002-09-03,334.195
2002-09-04,337.237
2002-09-05,332.699
2002-09-06,336.918
2002-09-09,336.689
2002-09-10,337.02
2002-09-11,337.525
2002-09-12,333.159
2002-09-13,333.767
2002-09-16,331.303
2002-09-17,327.241
2002-09-18,324.547
2002-09-19,318.82
2002-09-20,319.508
2002-09-23,313.638
2002-09-24,308.8
2002-09-25,313.112
2002-09-26,317.844
2002-09-27,313.179
2002-09-30,311.55
2002-10-01,314.798
2002-10-02,309.833
2002-10-03,307.422
2002-10-04,301.459
2002-10-07,295.015
2002-10-08,295.105
2002-10-09,286.938
2002-10-10,292.81
2002-10-11,300.536
2002-10-14,300.633
2002-10-15,310.73
2002-10-16,305.481
2002-10-17,311.727
2002-10-18,311.912
2002-10-21,315.145
2002-10-22,312.238
2002-10-23,314.325
2002-10-24,312.911
2002-10-25,316.441
2002-10-28,315.739
2002-10-29,313.442
2002-10-30,315.997
2002-10-31,318.021
2002-11-01,322.59
2002-11-04,324.873
2002-11-05,325.271
2002-11-06,327.911
2002-11-07,324.251
2002-11-08,321.978
2002-11-11,316.825
2002-11-12,318.868
2002-11-13,318.513
2002-11-14,323.176
2002-11-15,324.55
2002-11-18,323.657
2002-11-19,322.237
2002-11-20,324.677
2002-11-21,330.817
2002-11-22,332.146
2002-11-25,333.506
2002-11-26,330.038
2002-11-27,335.609
2002-11-28,337.535
2002-11-29,336.999
2002-12-02,338.712
2002-12-03,334.773
2002-12-04,333.152
2002-12-05,331.57
2002-12-06,332.54
2002-12-09,327.923
2002-12-10,330.773
2002-12-11,331.511
2002-12-12,331.865
2002-12-13,329.241
2002-12-16,333.295
2002-12-17,332.269
2002-12-18,328.665
2002-12-19,327.909
2002-12-20,329.973
2002-12-23,330.765
2002-12-24,330.533
2002-12-25,330.533
2002-12-26,331.486
2002-12-27,328.902
2002-12-30,329.813
2002-12-31,331.674
2003-01-01,331.673
2003-01-02,336.935
2003-01-03,337.544
2003-01-06,342.001
2003-01-07,339.202
2003-01-08,335.596
2003-01-09,339.585
2003-01-10,340.633
2003-01-13,340.809
2003-01-14,341.989
2003-01-15,340.303
2003-01-16,339.823
2003-01-17,336.794
2003-01-20,336.344
2003-01-21,333.266
2003-01-22,330.638
2003-01-23,332.627
2003-01-24,328.365
2003-01-27,322.642
2003-01-28,323.788
2003-01-29,323.857
2003-01-30,320.773
2003-01-31,323.424
2003-02-03,323.84
2003-02-04,322.885
2003-02-05,321.812
2003-02-06,319.643
2003-02-07,316.425
2003-02-10,317.179
2003-02-11,315.965
2003-02-12,312.739
2003-02-13,312.916
2003-02-14,313.843
2003-02-17,314.28
2003-02-18,317.443
2003-02-19,316.069
2003-02-20,315.695
2003-02-21,318.336
2003-02-24,314.625
2003-02-25,314.084
2003-02-26,312.274
2003-02-27,313.983
2003-02-28,315.158
2003-03-03,315.541
2003-03-04,312.874
2003-03-05,313.06
2003-03-06,311.057
2003-03-07,310.727
2003-03-10,306.059
2003-03-11,303.639
2003-03-12,301.628
2003-03-13,306.924
2003-03-14,307.267
2003-03-17,313.159
2003-03-18,315.383
2003-03-19,316.452
2003-03-20,318.328
2003-03-21,323.352
2003-03-24,317.052
2003-03-25,319.129
2003-03-26,317.273
2003-03-27,317.107
2003-03-28,317.212
2003-03-31,315.498
2003-04-01,318.028
2003-04-02,322.426
2003-04-03,321.587
2003-04-04,321.865
2003-04-07,324.983
2003-04-08,323.753
2003-04-09,323.027
2003-04-10,324.851
2003-04-11,324.301
2003-04-14,328.259
2003-04-15,330.474
2003-04-16,330.31
2003-04-17,333.502
2003-04-18,333.503
2003-04-21,333.913
2003-04-22,339.137
2003-04-23,342.352
2003-04-24,341.375
2003-04-25,338.855
2003-04-28,343.226
2003-04-29,344.869
2003-04-30,347.598
2003-05-01,348.297
2003-05-02,352.599
2003-05-05,355.213
2003-05-06,358.733
2003-05-07,358.668
2003-05-08,357.065
2003-05-09,360.526
2003-05-12,364.363
2003-05-13,364.935
2003-05-14,366.051
2003-05-15,368.09
2003-05-16,368.935
2003-05-19,364.473
2003-05-20,364.731
2003-05-21,365.032
2003-05-22,367.575
2003-05-23,370.504
2003-05-26,371.04
2003-05-27,374.985
2003-05-28,376.002
2003-05-29,377.255
2003-05-30,382.154
2003-06-02,384.815
2003-06-03,384.307
2003-06-04,389.657
2003-06-05,394.152
2003-06-06,394.519
2003-06-09,389.623
2003-06-10,391.382
2003-06-11,396.282
2003-06-12,397.721
2003-06-13,394.36
2003-06-16,400.016
2003-06-17,400.919
2003-06-18,399.188
2003-06-19,395.505
2003-06-20,394.668
2003-06-23,388.583
2003-06-24,388.029
2003-06-25,389.686
2003-06-26,390.603
2003-06-27,390.207
2003-06-30,390.244
2003-07-01,391.868
2003-07-02,397.32
2003-07-03,397.345
2003-07-04,397.008
2003-07-07,401.469
2003-07-08,403.799
2003-07-09,404.174
2003-07-10,400.043
2003-07-11,402.399
2003-07-14,406.095
2003-07-15,403.919
2003-07-16,402.254
2003-07-17,396.31
2003-07-18,399.06
2003-07-21,396.674
2003-07-22,399.312
2003-07-23,400.712
2003-07-24,402.042
2003-07-25,404.965
2003-07-28,406.706
2003-07-29,406.601
2003-07-30,406.362
2003-07-31,406.577
2003-08-01,403.936
2003-08-04,403.026
2003-08-05,399.871
2003-08-06,398.492
2003-08-07,399.584
2003-08-08,400.199
2003-08-11,401.838
2003-08-12,405.291
2003-08-13,406.222
2003-08-14,408.171
2003-08-15,409.25
2003-08-18,412.547
2003-08-19,415.584
2003-08-20,416.806
2003-08-21,419.132
2003-08-22,414.978
2003-08-25,414.107
2003-08-26,414.144
2003-08-27,416.131
2003-08-28,418.631
2003-08-29,421.237
2003-09-01,422.092
2003-09-02,426.177
2003-09-03,429.371
2003-09-04,430.137
2003-09-05,429.486
2003-09-08,433.485
2003-09-09,431.733
2003-09-10,425.294
2003-09-11,427.837
2003-09-12,430.014
2003-09-15,429.968
2003-09-16,432.635
2003-09-17,433.147
2003-09-18,436.337
2003-09-19,438.41
2003-09-22,435.349
2003-09-23,437.13
2003-09-24,432.968
2003-09-25,428.431
2003-09-26,423.987
2003-09-29,427.922
2003-09-30,425.851
2003-10-01,433.285
2003-10-02,435.855
2003-10-03,440.729
2003-10-06,443.807
2003-10-07,445.588
2003-10-08,445.216
2003-10-09,448.115
2003-10-10,448.662
2003-10-13,451.985
2003-10-14,453.944
2003-10-15,453.435
2003-10-16,454.947
2003-10-17,450.79
2003-10-20,451.369
2003-10-21,453.612
2003-10-22,447.824
2003-10-23,445.74
2003-10-24,445.094
2003-10-27,448.991
2003-10-28,452.592
2003-10-29,455.612
2003-10-30,456.361
2003-10-31,456.303
2003-11-03,459.921
2003-11-04,460.697
2003-11-05,460.728
2003-11-06,462.35
2003-11-07,464.201
2003-11-10,460.73
2003-11-11,458.061
2003-11-12,464.978
2003-11-13,466.87
2003-11-14,464.624
2003-11-17,460.19
2003-11-18,459.111
2003-11-19,460.133
2003-11-20,457.989
2003-11-21,459.506
2003-11-24,464.833
2003-11-25,468.112
2003-11-26,471.481
2003-11-27,471.787
2003-11-28,473.391
2003-12-01,478.615
2003-12-02,479.862
2003-12-03,478.421
2003-12-04,477.961
2003-12-05,476.727
2003-12-08,480.153
2003-12-09,477.35
2003-12-10,474.675
2003-12-11,478.758
2003-12-12,482.014
2003-12-15,478.624
2003-12-16,479.446
2003-12-17,480.533
2003-12-18,484.829
2003-12-19,484.923
2003-12-22,487.073
2003-12-23,489.948
2003-12-24,490.321
2003-12-25,490.321
2003-12-26,491.426
2003-12-29,496.242
2003-12-30,498.483
2003-12-31,496.753
2004-01-01,496.757
2004-01-02,498.857
2004-01-05,503.832
2004-01-06,505.018
2004-01-07,505.768
2004-01-08,509.313
2004-01-09,510.0
2004-01-12,512.201
2004-01-13,512.39
2004-01-14,514.737
2004-01-15,514.26
2004-01-16,514.779
2004-01-19,514.771
2004-01-20,520.487
2004-01-21,522.779
2004-01-22,522.631
2004-01-23,523.318
2004-01-26,524.221
2004-01-27,523.408
2004-01-28,517.887
2004-01-29,512.908
2004-01-30,514.944
2004-02-02,515.413
2004-02-03,516.464
2004-02-04,509.138
2004-02-05,512.503
2004-02-06,521.038
2004-02-09,523.357
2004-02-10,526.815
2004-02-11,529.987
2004-02-12,531.521
2004-02-13,529.248
2004-02-16,529.7
2004-02-17,535.116
2004-02-18,534.451
2004-02-19,530.378
2004-02-20,526.81
2004-02-23,523.723
2004-02-24,525.05
2004-02-25,526.561
2004-02-26,527.183
2004-02-27,529.659
2004-03-01,536.142
2004-03-02,534.016
2004-03-03,531.245
2004-03-04,534.614
2004-03-05,539.292
2004-03-08,536.521
2004-03-09,533.468
2004-03-10,523.598
2004-03-11,516.585
2004-03-12,522.335
2004-03-15,514.367
2004-03-16,516.303
2004-03-17,521.953
2004-03-18,522.458
2004-03-19,521.201
2004-03-22,514.054
2004-03-23,514.692
2004-03-24,511.321
2004-03-25,517.322
2004-03-26,517.579
2004-03-29,524.061
2004-03-30,527.883
2004-03-31,531.259
2004-04-01,536.395
2004-04-02,537.005
2004-04-05,535.302
2004-04-06,533.16
2004-04-07,535.311
2004-04-08,532.632
2004-04-09,532.632
2004-04-12,530.98
2004-04-13,523.031
2004-04-14,516.326
2004-04-15,516.988
2004-04-16,521.856
2004-04-19,523.284
2004-04-20,517.241
2004-04-21,517.523
2004-04-22,522.97
2004-04-23,522.16
2004-04-26,522.568
2004-04-27,523.812
2004-04-28,515.386
2004-04-29,509.108
2004-04-30,506.006
2004-05-03,508.436
2004-05-04,512.443
2004-05-05,512.931
2004-05-06,507.897
2004-05-07,496.754
2004-05-10,485.795
2004-05-11,490.481
2004-05-12,491.412
2004-05-13,490.734
2004-05-14,489.895
2004-05-17,485.39
2004-05-18,489.565
2004-05-19,492.3
2004-05-20,491.365
2004-05-21,495.004
2004-05-24,498.234
2004-05-25,506.125
2004-05-26,509.509
2004-05-27,513.477
2004-05-28,514.448
2004-05-31,514.612
2004-06-01,514.94
2004-06-02,517.055
2004-06-03,512.006
2004-06-04,515.248
2004-06-07,522.425
2004-06-08,522.227
2004-06-09,516.774
2004-06-10,517.799
2004-06-11,516.737
2004-06-14,510.628
2004-06-15,515.555
2004-06-16,517.0
2004-06-17,518.666
2004-06-18,520.708
2004-06-21,520.786
2004-06-22,521.676
2004-06-23,525.612
2004-06-24,526.017
2004-06-25,528.812
2004-06-28,529.4
2004-06-29,528.959
2004-06-30,533.15
2004-07-01,529.303
2004-07-02,531.573
2004-07-05,531.01
2004-07-06,526.888
2004-07-07,529.181
2004-07-08,524.528
2004-07-09,525.538
2004-07-12,525.651
2004-07-13,524.812
2004-07-14,523.995
2004-07-15,524.976
2004-07-16,525.249
2004-07-19,525.314
2004-07-20,527.115
2004-07-21,519.297
2004-07-22,515.835
2004-07-23,510.806
2004-07-26,507.778
2004-07-27,510.624
2004-07-28,510.657
2004-07-29,515.529
2004-07-30,516.364
2004-08-02,518.282
2004-08-03,516.352
2004-08-04,515.117
2004-08-05,509.651
2004-08-06,505.519
2004-08-09,503.45
2004-08-10,510.058
2004-08-11,506.754
2004-08-12,502.363
2004-08-13,503.818
2004-08-16,510.068
2004-08-17,511.244
2004-08-18,515.918
2004-08-19,515.457
2004-08-20,520.012
2004-08-23,517.969
2004-08-24,518.504
2004-08-25,520.466
2004-08-26,520.678
2004-08-27,522.459
2004-08-30,519.6
2004-08-31,522.811
2004-09-01,525.562
2004-09-02,529.308
2004-09-03,527.202
2004-09-06,528.179
2004-09-07,531.914
2004-09-08,530.199
2004-09-09,532.688
2004-09-10,536.181
2004-09-13,536.907
2004-09-14,535.968
2004-09-15,532.849
2004-09-16,537.194
2004-09-17,537.343
2004-09-20,535.237
2004-09-21,540.08
2004-09-22,535.506
2004-09-23,534.656
2004-09-24,535.228
2004-09-27,532.625
2004-09-28,536.633
2004-09-29,539.319
2004-09-30,543.232
2004-10-01,549.847
2004-10-04,551.007
2004-10-05,551.501
2004-10-06,554.339
2004-10-07,549.801
2004-10-08,549.277
2004-10-11,548.972
2004-10-12,547.142
2004-10-13,541.679
2004-10-14,540.622
2004-10-15,544.641
2004-10-18,544.887
2004-10-19,542.566
2004-10-20,543.642
2004-10-21,547.93
2004-10-22,544.927
2004-10-25,547.206
2004-10-26,551.882
2004-10-27,557.04
2004-10-28,555.889
2004-10-29,556.03
2004-11-01,558.731
2004-11-02,558.17
2004-11-03,566.304
2004-11-04,572.456
2004-11-05,573.919
2004-11-08,573.71
2004-11-09,575.474
2004-11-10,577.488
2004-11-11,581.803
2004-11-12,587.683
2004-11-15,588.344
2004-11-16,585.662
2004-11-17,589.165
2004-11-18,588.564
2004-11-19,585.582
2004-11-22,589.184
2004-11-23,592.832
2004-11-24,597.504
2004-11-25,599.365
2004-11-26,600.365
2004-11-29,601.429
2004-11-30,601.65
2004-12-01,608.55
2004-12-02,606.922
2004-12-03,609.709
2004-12-06,608.864
2004-12-07,602.853
2004-12-08,601.453
2004-12-09,600.508
2004-12-10,602.068
2004-12-13,606.9
2004-12-14,609.256
2004-12-15,615.781
2004-12-16,612.062
2004-12-17,612.009
2004-12-20,613.485
2004-12-21,617.004
2004-12-22,618.687
2004-12-23,620.283
2004-12-24,621.213
2004-12-27,619.809
2004-12-28,624.081
2004-12-29,624.329
2004-12-30,626.38
2004-12-31,626.296
2005-01-03,618.917
2005-01-04,611.03
2005-01-05,602.965
2005-01-06,603.407
2005-01-07,600.901
2005-01-10,603.728
2005-01-11,600.694
2005-01-12,603.933
2005-01-13,603.106
2005-01-14,605.972
2005-01-17,606.576
2005-01-18,610.248
2005-01-19,608.623
2005-01-20,604.949
2005-01-21,605.201
2005-01-24,602.538
2005-01-25,601.753
2005-01-26,608.111
2005-01-27,608.733
2005-01-28,607.219
2005-01-31,614.439
2005-02-01,617.991
2005-02-02,621.591
2005-02-03,620.14
2005-02-04,626.578
2005-02-07,625.389
2005-02-08,626.462
2005-02-09,621.998
2005-02-10,624.801
2005-02-11,629.471
2005-02-14,631.78
2005-02-15,632.422
2005-02-16,633.69
2005-02-17,632.462
2005-02-18,631.928
2005-02-21,630.987
2005-02-22,623.741
2005-02-23,623.298
2005-02-24,626.923
2005-02-25,634.869
2005-02-28,635.193
2005-03-01,638.004
2005-03-02,635.683
2005-03-03,636.657
2005-03-04,645.045
2005-03-07,645.568
2005-03-08,644.779
2005-03-09,639.707
2005-03-10,638.121
2005-03-11,638.906
2005-03-14,639.878
2005-03-15,638.075
2005-03-16,635.573
2005-03-17,636.095
2005-03-18,633.419
2005-03-21,630.024
2005-03-22,627.384
2005-03-23,618.546
2005-03-24,620.022
2005-03-25,620.022
2005-03-28,618.285
2005-03-29,613.501
2005-03-30,619.338
2005-03-31,622.69
2005-04-01,622.438
2005-04-04,620.161
2005-04-05,621.748
2005-04-06,623.927
2005-04-07,627.307
2005-04-08,622.985
2005-04-11,622.671
2005-04-12,624.797
2005-04-13,620.469
2005-04-14,611.47
2005-04-15,603.576
2005-04-18,602.793
2005-04-19,610.34
2005-04-20,605.199
2005-04-21,611.037
2005-04-22,608.652
2005-04-25,612.463
2005-04-26,607.24
2005-04-27,604.94
2005-04-28,597.816
2005-04-29,601.305
2005-05-02,603.263
2005-05-03,602.244
2005-05-04,608.847
2005-05-05,609.858
2005-05-06,609.725
2005-05-09,612.935
2005-05-10,609.327
2005-05-11,609.383
2005-05-12,603.269
2005-05-13,598.534
2005-05-16,602.954
2005-05-17,606.15
2005-05-18,614.358
2005-05-19,616.991
2005-05-20,616.235
2005-05-23,620.064
2005-05-24,619.713
2005-05-25,616.936
2005-05-26,621.093
2005-05-27,623.478
2005-05-30,623.708
2005-05-31,623.802
2005-06-01,628.301
2005-06-02,629.941
2005-06-03,628.258
2005-06-06,630.191
2005-06-07,632.354
2005-06-08,632.898
2005-06-09,632.482
2005-06-10,633.318
2005-06-13,634.943
2005-06-14,638.38
2005-06-15,641.216
2005-06-16,645.441
2005-06-17,648.768
2005-06-20,646.165
2005-06-21,645.315
2005-06-22,646.668
2005-06-23,642.076
2005-06-24,637.946
2005-06-27,637.171
2005-06-28,643.223
2005-06-29,644.071
2005-06-30,643.441
2005-07-01,644.878
2005-07-04,644.199
2005-07-05,648.318
2005-07-06,647.451
2005-07-07,645.457
2005-07-08,654.146
2005-07-11,662.324
2005-07-12,664.646
2005-07-13,662.247
2005-07-14,659.893
2005-07-15,658.678
2005-07-18,657.022
2005-07-19,661.379
2005-07-20,665.921
2005-07-21,663.839
2005-07-22,669.721
2005-07-25,666.16
2005-07-26,667.422
2005-07-27,669.528
2005-07-28,674.905
2005-07-29,675.442
2005-08-01,677.955
2005-08-02,682.821
2005-08-03,683.298
2005-08-04,677.729
2005-08-05,669.957
2005-08-08,667.501
2005-08-09,668.575
2005-08-10,670.82
2005-08-11,675.13
2005-08-12,672.648
2005-08-15,674.2
2005-08-16,669.018
2005-08-17,667.241
2005-08-18,661.951
2005-08-19,663.49
2005-08-22,668.494
2005-08-23,667.279
2005-08-24,666.79
2005-08-25,669.001
2005-08-26,664.889
2005-08-29,666.105
2005-08-30,664.485
2005-08-31,674.993
2005-09-01,681.766
2005-09-02,680.924
2005-09-05,680.996
2005-09-06,687.303
2005-09-07,688.85
2005-09-08,686.155
2005-09-09,690.719
2005-09-12,690.369
2005-09-13,685.541
2005-09-14,684.231
2005-09-15,682.239
2005-09-16,685.847
2005-09-19,682.268
2005-09-20,678.68
2005-09-21,672.136
2005-09-22,669.916
2005-09-23,670.859
2005-09-26,673.661
2005-09-27,672.198
2005-09-28,671.885
2005-09-29,678.096
2005-09-30,682.537
2005-10-03,682.95
2005-10-04,679.016
2005-10-05,665.998
2005-10-06,661.37
2005-10-07,662.324
2005-10-10,657.5
2005-10-11,653.186
2005-10-12,647.797
2005-10-13,642.187
2005-10-14,649.836
2005-10-17,649.794
2005-10-18,642.984
2005-10-19,644.989
2005-10-20,640.545
2005-10-21,642.29
2005-10-24,652.077
2005-10-25,652.837
2005-10-26,651.222
2005-10-27,642.355
2005-10-28,648.042
2005-10-31,656.957
2005-11-01,655.317
2005-11-02,664.569
2005-11-03,665.926
2005-11-04,662.525
