Date,PORTUGAL SMALL VALUE Small Cap
2001-05-04,146.361
2001-05-07,145.983
2001-05-08,143.752
2001-05-09,143.427
2001-05-10,143.212
2001-05-11,142.17
2001-05-14,141.798
2001-05-15,143.859
2001-05-16,143.861
2001-05-17,144.208
2001-05-18,142.572
2001-05-21,141.536
2001-05-22,139.241
2001-05-23,136.963
2001-05-24,135.828
2001-05-25,136.058
2001-05-28,135.59
2001-05-29,133.672
2001-05-30,135.175
2001-05-31,133.684
2001-06-01,133.286
2001-06-04,133.043
2001-06-05,133.264
2001-06-06,133.17
2001-06-07,133.367
2001-06-08,133.3
2001-06-11,130.117
2001-06-12,128.495
2001-06-13,129.877
2001-06-14,130.991
2001-06-15,130.156
2001-06-18,130.332
2001-06-19,127.611
2001-06-20,123.585
2001-06-21,122.431
2001-06-22,123.758
2001-06-25,123.454
2001-06-26,123.699
2001-06-27,122.978
2001-06-28,123.605
2001-06-29,122.713
2001-07-02,122.572
2001-07-03,122.792
2001-07-04,122.439
2001-07-05,119.767
2001-07-06,119.596
2001-07-09,119.18
2001-07-10,119.225
2001-07-11,118.398
2001-07-12,116.961
2001-07-13,117.669
2001-07-16,117.829
2001-07-17,116.978
2001-07-18,122.186
2001-07-19,122.665
2001-07-20,121.508
2001-07-23,120.608
2001-07-24,122.071
2001-07-25,122.647
2001-07-26,123.662
2001-07-27,125.941
2001-07-30,126.411
2001-07-31,125.088
2001-08-01,125.945
2001-08-02,126.101
2001-08-03,126.954
2001-08-06,126.501
2001-08-07,125.503
2001-08-08,124.624
2001-08-09,125.282
2001-08-10,125.76
2001-08-13,126.715
2001-08-14,127.026
2001-08-15,128.965
2001-08-16,128.539
2001-08-17,128.744
2001-08-20,128.24
2001-08-21,128.395
2001-08-22,128.94
2001-08-23,127.303
2001-08-24,127.832
2001-08-27,126.84
2001-08-28,126.17
2001-08-29,126.157
2001-08-30,125.648
2001-08-31,125.93
2001-09-03,124.865
2001-09-04,122.147
2001-09-05,120.777
2001-09-06,122.478
2001-09-07,123.067
2001-09-10,120.815
2001-09-11,119.07
2001-09-12,116.659
2001-09-13,115.877
2001-09-14,115.492
2001-09-17,113.137
2001-09-18,113.432
2001-09-19,116.202
2001-09-20,115.196
2001-09-21,112.694
2001-09-24,113.77
2001-09-25,114.736
2001-09-26,114.914
2001-09-27,115.651
2001-09-28,114.716
2001-10-01,114.188
2001-10-02,113.948
2001-10-03,113.136
2001-10-04,113.313
2001-10-05,114.001
2001-10-08,114.118
2001-10-09,115.556
2001-10-10,117.509
2001-10-11,116.242
2001-10-12,118.262
2001-10-15,118.414
2001-10-16,121.326
2001-10-17,123.206
2001-10-18,124.954
2001-10-19,125.994
2001-10-22,128.395
2001-10-23,129.173
2001-10-24,130.078
2001-10-25,129.219
2001-10-26,130.224
2001-10-29,132.546
2001-10-30,130.844
2001-10-31,132.977
2001-11-01,133.826
2001-11-02,133.566
2001-11-05,134.401
2001-11-06,134.167
2001-11-07,136.589
2001-11-08,134.382
2001-11-09,134.242
2001-11-12,135.94
2001-11-13,135.828
2001-11-14,135.034
2001-11-15,134.84
2001-11-16,136.373
2001-11-19,136.088
2001-11-20,136.631
2001-11-21,134.769
2001-11-22,136.576
2001-11-23,136.291
2001-11-26,136.439
2001-11-27,136.616
2001-11-28,135.57
2001-11-29,137.261
2001-11-30,138.007
2001-12-03,135.544
2001-12-04,135.696
2001-12-05,137.895
2001-12-06,137.678
2001-12-07,137.171
2001-12-10,136.437
2001-12-11,137.287
2001-12-12,138.813
2001-12-13,140.603
2001-12-14,141.075
2001-12-17,141.994
2001-12-18,140.973
2001-12-19,138.364
2001-12-20,137.365
2001-12-21,137.752
2001-12-24,136.378
2001-12-25,136.378
2001-12-26,136.494
2001-12-27,138.414
2001-12-28,138.234
2001-12-31,139.582
2002-01-01,139.582
2002-01-02,141.31
2002-01-03,143.767
2002-01-04,142.349
2002-01-07,142.411
2002-01-08,141.831
2002-01-09,140.986
2002-01-10,141.534
2002-01-11,141.821
2002-01-14,141.908
2002-01-15,141.369
2002-01-16,139.994
2002-01-17,140.859
2002-01-18,139.332
2002-01-21,139.646
2002-01-22,139.341
2002-01-23,139.72
2002-01-24,139.681
2002-01-25,137.072
2002-01-28,137.294
2002-01-29,134.961
2002-01-30,135.303
2002-01-31,135.234
2002-02-01,135.693
2002-02-04,136.184
2002-02-05,135.948
2002-02-06,136.547
2002-02-07,135.723
2002-02-08,137.11
2002-02-11,138.653
2002-02-12,138.455
2002-02-13,137.447
2002-02-14,135.977
2002-02-15,137.455
2002-02-18,136.547
2002-02-19,136.544
2002-02-20,136.103
2002-02-21,135.67
2002-02-22,135.203
2002-02-25,133.009
2002-02-26,132.024
2002-02-27,132.216
2002-02-28,133.737
2002-03-01,135.829
2002-03-04,138.342
2002-03-05,137.844
2002-03-06,138.427
2002-03-07,140.254
2002-03-08,139.966
2002-03-11,139.486
2002-03-12,138.231
2002-03-13,139.997
2002-03-14,140.592
2002-03-15,141.398
2002-03-18,141.873
2002-03-19,142.373
2002-03-20,142.15
2002-03-21,142.908
2002-03-22,142.985
2002-03-25,141.735
2002-03-26,141.208
2002-03-27,142.045
2002-03-28,142.17
2002-03-29,142.17
2002-04-01,143.335
2002-04-02,142.976
2002-04-03,141.931
2002-04-04,142.198
2002-04-05,141.989
2002-04-08,141.07
2002-04-09,141.311
2002-04-10,141.308
2002-04-11,142.585
2002-04-12,142.163
2002-04-15,141.591
2002-04-16,142.844
2002-04-17,143.916
2002-04-18,144.741
2002-04-19,144.639
2002-04-22,145.622
2002-04-23,145.373
2002-04-24,145.666
2002-04-25,146.744
2002-04-26,146.954
2002-04-29,147.06
2002-04-30,144.318
2002-05-01,145.135
2002-05-02,141.105
2002-05-03,140.488
2002-05-06,140.677
2002-05-07,139.532
2002-05-08,140.997
2002-05-09,139.966
2002-05-10,140.488
2002-05-13,138.934
2002-05-14,138.344
2002-05-15,138.39
2002-05-16,138.876
2002-05-17,140.347
2002-05-20,140.131
2002-05-21,138.231
2002-05-22,139.349
2002-05-23,138.77
2002-05-24,138.815
2002-05-27,139.359
2002-05-28,141.963
2002-05-29,142.569
2002-05-30,143.505
2002-05-31,143.01
2002-06-03,144.176
2002-06-04,145.045
2002-06-05,145.653
2002-06-06,145.607
2002-06-07,145.235
2002-06-10,145.105
2002-06-11,143.597
2002-06-12,143.347
2002-06-13,141.495
2002-06-14,139.334
2002-06-17,139.949
2002-06-18,140.067
2002-06-19,140.734
2002-06-20,141.578
2002-06-21,140.736
2002-06-24,139.661
2002-06-25,140.008
2002-06-26,140.757
2002-06-27,141.167
2002-06-28,142.243
2002-07-01,141.566
2002-07-02,139.729
2002-07-03,137.477
2002-07-04,138.037
2002-07-05,139.202
2002-07-08,141.663
2002-07-09,143.05
2002-07-10,142.271
2002-07-11,140.967
2002-07-12,140.917
2002-07-15,143.187
2002-07-16,145.982
2002-07-17,144.961
2002-07-18,144.805
2002-07-19,143.393
2002-07-22,139.555
2002-07-23,135.135
2002-07-24,133.403
2002-07-25,137.754
2002-07-26,134.846
2002-07-29,135.358
2002-07-30,134.924
2002-07-31,133.452
2002-08-01,133.728
2002-08-02,131.473
2002-08-05,128.191
2002-08-06,125.629
2002-08-07,125.833
2002-08-08,127.593
2002-08-09,130.436
2002-08-12,131.354
2002-08-13,130.923
2002-08-14,130.78
2002-08-15,129.806
2002-08-16,129.248
2002-08-19,127.454
2002-08-20,128.983
2002-08-21,129.883
2002-08-22,130.588
2002-08-23,130.41
2002-08-26,131.25
2002-08-27,132.754
2002-08-28,132.126
2002-08-29,132.396
2002-08-30,131.395
2002-09-02,131.025
2002-09-03,131.256
2002-09-04,131.104
2002-09-05,129.825
2002-09-06,129.907
2002-09-09,129.715
2002-09-10,129.261
2002-09-11,128.731
2002-09-12,129.025
2002-09-13,129.365
2002-09-16,128.226
2002-09-17,126.929
2002-09-18,126.121
2002-09-19,125.289
2002-09-20,124.63
2002-09-23,122.691
2002-09-24,118.918
2002-09-25,120.213
2002-09-26,121.818
2002-09-27,118.693
2002-09-30,117.027
2002-10-01,116.771
2002-10-02,117.24
2002-10-03,115.974
2002-10-04,115.218
2002-10-07,113.665
2002-10-08,113.97
2002-10-09,113.463
2002-10-10,112.771
2002-10-11,115.66
2002-10-14,113.705
2002-10-15,115.365
2002-10-16,114.386
2002-10-17,115.383
2002-10-18,114.782
2002-10-21,115.191
2002-10-22,114.675
2002-10-23,113.046
2002-10-24,114.267
2002-10-25,116.932
2002-10-28,117.967
2002-10-29,116.09
2002-10-30,116.955
2002-10-31,119.973
2002-11-01,120.718
2002-11-04,122.559
2002-11-05,122.31
2002-11-06,123.145
2002-11-07,123.504
2002-11-08,123.715
2002-11-11,122.978
2002-11-12,121.978
2002-11-13,122.25
2002-11-14,121.994
2002-11-15,123.619
2002-11-18,124.841
2002-11-19,124.699
2002-11-20,124.505
2002-11-21,125.039
2002-11-22,125.275
2002-11-25,128.005
2002-11-26,127.516
2002-11-27,128.72
2002-11-28,131.035
2002-11-29,130.243
2002-12-02,129.884
2002-12-03,128.327
2002-12-04,128.885
2002-12-05,130.889
2002-12-06,131.333
2002-12-09,130.976
2002-12-10,132.226
2002-12-11,134.003
2002-12-12,134.825
2002-12-13,134.339
2002-12-16,135.228
2002-12-17,136.242
2002-12-18,136.565
2002-12-19,136.143
2002-12-20,136.038
2002-12-23,136.567
2002-12-24,137.132
2002-12-25,137.132
2002-12-26,137.478
2002-12-27,137.534
2002-12-30,137.761
2002-12-31,137.867
2003-01-01,137.867
2003-01-02,137.56
2003-01-03,138.926
2003-01-06,140.719
2003-01-07,139.967
2003-01-08,138.891
2003-01-09,140.242
2003-01-10,141.069
2003-01-13,141.663
2003-01-14,143.218
2003-01-15,142.712
2003-01-16,142.086
2003-01-17,139.73
2003-01-20,137.57
2003-01-21,138.898
2003-01-22,138.196
2003-01-23,141.674
2003-01-24,141.262
2003-01-27,140.535
2003-01-28,139.543
2003-01-29,136.404
2003-01-30,136.718
2003-01-31,139.636
2003-02-03,138.727
2003-02-04,140.004
2003-02-05,138.547
2003-02-06,139.935
2003-02-07,139.819
2003-02-10,138.836
2003-02-11,138.761
2003-02-12,138.888
2003-02-13,141.235
2003-02-14,142.035
2003-02-17,141.709
2003-02-18,141.993
2003-02-19,143.081
2003-02-20,144.773
2003-02-21,144.486
2003-02-24,142.399
2003-02-25,139.566
2003-02-26,140.276
2003-02-27,141.274
2003-02-28,142.931
2003-03-03,142.859
2003-03-04,146.143
2003-03-05,145.085
2003-03-06,147.723
2003-03-07,149.809
2003-03-10,148.876
2003-03-11,151.804
2003-03-12,147.679
2003-03-13,149.032
2003-03-14,150.05
2003-03-17,150.602
2003-03-18,148.799
2003-03-19,147.588
2003-03-20,148.378
2003-03-21,144.04
2003-03-24,144.721
2003-03-25,145.584
2003-03-26,145.965
2003-03-27,146.185
2003-03-28,144.721
2003-03-31,147.821
2003-04-01,147.665
2003-04-02,150.563
2003-04-03,150.558
2003-04-04,152.108
2003-04-07,152.214
2003-04-08,147.671
2003-04-09,150.711
2003-04-10,152.448
2003-04-11,149.896
2003-04-14,150.993
2003-04-15,154.192
2003-04-16,154.587
2003-04-17,154.844
2003-04-18,154.844
2003-04-21,154.177
2003-04-22,156.674
2003-04-23,155.739
2003-04-24,159.792
2003-04-25,160.166
2003-04-28,163.635
2003-04-29,168.237
2003-04-30,171.746
2003-05-01,173.324
2003-05-02,173.758
2003-05-05,177.273
2003-05-06,176.468
2003-05-07,179.662
2003-05-08,181.622
2003-05-09,177.443
2003-05-12,182.157
2003-05-13,183.986
2003-05-14,183.396
2003-05-15,182.055
2003-05-16,181.931
2003-05-19,182.073
2003-05-20,182.677
2003-05-21,182.135
2003-05-22,182.063
2003-05-23,186.246
2003-05-26,186.668
2003-05-27,186.108
2003-05-28,187.366
2003-05-29,186.302
2003-05-30,186.416
2003-06-02,189.117
2003-06-03,191.168
2003-06-04,195.664
2003-06-05,197.786
2003-06-06,197.246
2003-06-09,199.525
2003-06-10,199.797
2003-06-11,201.126
2003-06-12,200.434
2003-06-13,201.256
2003-06-16,202.18
2003-06-17,199.551
2003-06-18,198.737
2003-06-19,197.061
2003-06-20,194.367
2003-06-23,190.435
2003-06-24,188.654
2003-06-25,189.918
2003-06-26,187.063
2003-06-27,188.956
2003-06-30,188.067
2003-07-01,187.215
2003-07-02,187.04
2003-07-03,187.491
2003-07-04,186.011
2003-07-07,183.955
2003-07-08,183.023
2003-07-09,181.333
2003-07-10,179.456
2003-07-11,178.878
2003-07-14,179.992
2003-07-15,178.612
2003-07-16,178.281
2003-07-17,179.038
2003-07-18,178.828
2003-07-21,179.445
2003-07-22,180.081
2003-07-23,180.798
2003-07-24,185.219
2003-07-25,187.305
2003-07-28,187.124
2003-07-29,188.525
2003-07-30,185.941
2003-07-31,186.139
2003-08-01,185.667
2003-08-04,184.342
2003-08-05,183.444
2003-08-06,183.158
2003-08-07,183.84
2003-08-08,182.017
2003-08-11,186.044
2003-08-12,186.336
2003-08-13,185.848
2003-08-14,185.272
2003-08-15,185.98
2003-08-18,183.995
2003-08-19,182.365
2003-08-20,182.996
2003-08-21,181.349
2003-08-22,179.533
2003-08-25,181.431
2003-08-26,180.716
2003-08-27,181.62
2003-08-28,180.311
2003-08-29,180.016
2003-09-01,181.779
2003-09-02,182.043
2003-09-03,182.86
2003-09-04,182.591
2003-09-05,183.802
2003-09-08,183.944
2003-09-09,184.294
2003-09-10,182.934
2003-09-11,185.126
2003-09-12,184.942
2003-09-15,184.559
2003-09-16,181.658
2003-09-17,183.81
2003-09-18,184.862
2003-09-19,188.289
2003-09-22,189.492
2003-09-23,190.234
2003-09-24,189.313
2003-09-25,190.833
2003-09-26,189.25
2003-09-29,192.601
2003-09-30,193.802
2003-10-01,192.987
2003-10-02,193.611
2003-10-03,194.359
2003-10-06,194.973
2003-10-07,196.947
2003-10-08,200.225
2003-10-09,199.594
2003-10-10,201.69
2003-10-13,197.758
2003-10-14,200.594
2003-10-15,201.432
2003-10-16,206.521
2003-10-17,205.986
2003-10-20,204.486
2003-10-21,209.008
2003-10-22,208.379
2003-10-23,206.059
2003-10-24,209.439
2003-10-27,207.214
2003-10-28,207.217
2003-10-29,207.332
2003-10-30,209.191
2003-10-31,209.177
2003-11-03,210.694
2003-11-04,211.59
2003-11-05,210.109
2003-11-06,207.456
2003-11-07,210.922
2003-11-10,211.658
2003-11-11,212.17
2003-11-12,215.297
2003-11-13,217.53
2003-11-14,220.371
2003-11-17,219.179
2003-11-18,221.245
2003-11-19,221.697
2003-11-20,220.903
2003-11-21,220.621
2003-11-24,219.541
2003-11-25,220.108
2003-11-26,221.543
2003-11-27,222.019
2003-11-28,222.544
2003-12-01,224.273
2003-12-02,229.282
2003-12-03,227.65
2003-12-04,223.324
2003-12-05,223.43
2003-12-08,226.544
2003-12-09,226.658
2003-12-10,228.148
2003-12-11,226.617
2003-12-12,230.1
2003-12-15,231.215
2003-12-16,230.922
2003-12-17,232.46
2003-12-18,235.51
2003-12-19,233.399
2003-12-22,232.164
2003-12-23,235.463
2003-12-24,236.298
2003-12-25,236.298
2003-12-26,236.203
2003-12-29,236.185
2003-12-30,237.795
2003-12-31,240.059
2004-01-01,240.059
2004-01-02,240.673
2004-01-05,243.448
2004-01-06,243.886
2004-01-07,243.422
2004-01-08,243.904
2004-01-09,246.573
2004-01-12,245.291
2004-01-13,245.919
2004-01-14,245.373
2004-01-15,242.86
2004-01-16,239.057
2004-01-19,238.615
2004-01-20,241.946
2004-01-21,244.159
2004-01-22,245.353
2004-01-23,245.527
2004-01-26,240.775
2004-01-27,242.062
2004-01-28,242.439
2004-01-29,237.33
2004-01-30,238.647
2004-02-02,240.505
2004-02-03,243.976
2004-02-04,245.281
2004-02-05,246.309
2004-02-06,248.687
2004-02-09,247.9
2004-02-10,249.322
2004-02-11,248.856
2004-02-12,252.019
2004-02-13,255.847
2004-02-16,253.087
2004-02-17,254.71
2004-02-18,256.797
2004-02-19,253.749
2004-02-20,250.734
2004-02-23,251.436
2004-02-24,255.913
2004-02-25,254.898
2004-02-26,252.839
2004-02-27,254.878
2004-03-01,255.26
2004-03-02,254.23
2004-03-03,250.862
2004-03-04,251.22
2004-03-05,255.08
2004-03-08,258.162
2004-03-09,257.702
2004-03-10,251.407
2004-03-11,250.825
2004-03-12,249.883
2004-03-15,248.86
2004-03-16,252.378
2004-03-17,249.754
2004-03-18,253.269
2004-03-19,252.071
2004-03-22,252.798
2004-03-23,251.891
2004-03-24,247.29
2004-03-25,248.438
2004-03-26,246.535
2004-03-29,248.543
2004-03-30,248.491
2004-03-31,251.721
2004-04-01,252.757
2004-04-02,248.466
2004-04-05,246.219
2004-04-06,249.617
2004-04-07,251.382
2004-04-08,250.314
2004-04-09,250.314
2004-04-12,249.611
2004-04-13,246.269
2004-04-14,244.37
2004-04-15,244.061
2004-04-16,247.34
2004-04-19,248.156
2004-04-20,249.148
2004-04-21,249.33
2004-04-22,249.161
2004-04-23,248.416
2004-04-26,251.261
2004-04-27,250.147
2004-04-28,246.274
2004-04-29,248.338
2004-04-30,251.874
2004-05-03,252.213
2004-05-04,254.766
2004-05-05,254.958
2004-05-06,253.063
2004-05-07,250.669
2004-05-10,248.88
2004-05-11,248.102
2004-05-12,251.28
2004-05-13,249.436
2004-05-14,248.527
2004-05-17,248.813
2004-05-18,244.466
2004-05-19,247.789
2004-05-20,244.392
2004-05-21,245.918
2004-05-24,245.707
2004-05-25,247.552
2004-05-26,247.732
2004-05-27,252.145
2004-05-28,250.835
2004-05-31,250.956
2004-06-01,258.442
2004-06-02,259.542
2004-06-03,257.084
2004-06-04,257.021
2004-06-07,265.802
2004-06-08,268.505
2004-06-09,266.497
2004-06-10,270.121
2004-06-11,264.712
2004-06-14,266.343
2004-06-15,266.188
2004-06-16,264.69
2004-06-17,267.044
2004-06-18,269.052
2004-06-21,266.541
2004-06-22,264.696
2004-06-23,264.674
2004-06-24,266.579
2004-06-25,267.511
2004-06-28,266.863
2004-06-29,263.439
2004-06-30,268.15
2004-07-01,266.141
2004-07-02,267.44
2004-07-05,274.141
2004-07-06,272.314
2004-07-07,281.675
2004-07-08,282.541
2004-07-09,285.969
2004-07-12,284.525
2004-07-13,282.621
2004-07-14,285.98
2004-07-15,285.565
2004-07-16,287.273
2004-07-19,284.892
2004-07-20,283.86
2004-07-21,282.171
2004-07-22,281.429
2004-07-23,277.897
2004-07-26,278.677
2004-07-27,276.75
2004-07-28,277.901
2004-07-29,276.808
2004-07-30,276.108
2004-08-02,276.017
2004-08-03,276.636
2004-08-04,276.475
2004-08-05,276.269
2004-08-06,281.108
2004-08-09,281.085
2004-08-10,282.415
2004-08-11,279.892
2004-08-12,280.489
2004-08-13,283.287
2004-08-16,283.08
2004-08-17,282.759
2004-08-18,281.91
2004-08-19,283.424
2004-08-20,284.503
2004-08-23,279.961
2004-08-24,279.794
2004-08-25,277.416
2004-08-26,279.09
2004-08-27,276.04
2004-08-30,276.166
2004-08-31,278.711
2004-09-01,279.113
2004-09-02,278.769
2004-09-03,276.429
2004-09-06,276.98
2004-09-07,276.98
2004-09-08,279.932
2004-09-09,280.833
2004-09-10,283.833
2004-09-13,282.633
2004-09-14,283.487
2004-09-15,280.371
2004-09-16,280.186
2004-09-17,280.787
2004-09-20,280.394
2004-09-21,282.887
2004-09-22,282.495
2004-09-23,283.833
2004-09-24,283.164
2004-09-27,283.88
2004-09-28,284.203
2004-09-29,278.747
2004-09-30,281.135
2004-10-01,280.558
2004-10-04,279.362
2004-10-05,282.232
2004-10-06,282.163
2004-10-07,279.92
2004-10-08,281.034
2004-10-11,282.085
2004-10-12,278.6
2004-10-13,277.661
2004-10-14,280.536
2004-10-15,282.527
2004-10-18,283.365
2004-10-19,283.342
2004-10-20,289.066
2004-10-21,289.135
2004-10-22,291.566
2004-10-25,289.182
2004-10-26,289.16
2004-10-27,289.069
2004-10-28,288.277
2004-10-29,291.726
2004-11-01,292.288
2004-11-02,291.244
2004-11-03,291.654
2004-11-04,295.441
2004-11-05,296.106
2004-11-08,295.072
2004-11-09,298.075
2004-11-10,298.145
2004-11-11,297.648
2004-11-12,298.514
2004-11-15,298.699
2004-11-16,297.62
2004-11-17,298.698
2004-11-18,297.872
2004-11-19,301.422
2004-11-22,299.111
2004-11-23,298.216
2004-11-24,299.834
2004-11-25,301.657
2004-11-26,302.124
2004-11-29,302.705
2004-11-30,302.819
2004-12-01,301.108
2004-12-02,299.748
2004-12-03,301.056
2004-12-06,295.932
2004-12-07,298.862
2004-12-08,296.529
2004-12-09,293.033
2004-12-10,293.634
2004-12-13,295.687
2004-12-14,294.039
2004-12-15,293.893
2004-12-16,296.005
2004-12-17,290.384
2004-12-20,296.366
2004-12-21,293.893
2004-12-22,293.436
2004-12-23,295.56
2004-12-24,292.866
2004-12-27,295.533
2004-12-28,297.2
2004-12-29,294.462
2004-12-30,292.168
2004-12-31,292.912
2005-01-03,286.086
2005-01-04,282.408
2005-01-05,279.379
2005-01-06,279.221
2005-01-07,277.108
2005-01-10,280.305
2005-01-11,285.036
2005-01-12,288.78
2005-01-13,285.21
2005-01-14,282.192
2005-01-17,288.046
2005-01-18,285.785
2005-01-19,293.704
2005-01-20,292.107
2005-01-21,294.223
2005-01-24,294.974
2005-01-25,295.134
2005-01-26,300.982
2005-01-27,303.796
2005-01-28,307.54
2005-01-31,309.225
2005-02-01,306.979
2005-02-02,309.489
2005-02-03,306.523
2005-02-04,308.648
2005-02-07,304.692
2005-02-08,303.626
2005-02-09,304.093
2005-02-10,308.386
2005-02-11,303.876
2005-02-14,308.468
2005-02-15,312.652
2005-02-16,317.318
2005-02-17,317.334
2005-02-18,316.58
2005-02-21,316.752
2005-02-22,317.112
2005-02-23,317.28
2005-02-24,314.825
2005-02-25,317.059
2005-02-28,320.811
2005-03-01,317.284
2005-03-02,314.367
2005-03-03,313.603
2005-03-04,317.017
2005-03-07,311.386
2005-03-08,318.188
2005-03-09,319.346
2005-03-10,319.719
2005-03-11,320.294
2005-03-14,314.693
2005-03-15,312.406
2005-03-16,316.892
2005-03-17,316.629
2005-03-18,312.3
2005-03-21,310.269
2005-03-22,310.629
2005-03-23,306.85
2005-03-24,307.92
2005-03-25,307.92
2005-03-28,305.759
2005-03-29,308.793
2005-03-30,310.106
2005-03-31,307.722
2005-04-01,305.058
2005-04-04,303.079
2005-04-05,302.482
2005-04-06,304.524
2005-04-07,307.931
2005-04-08,306.299
2005-04-11,307.32
2005-04-12,308.233
2005-04-13,309.931
2005-04-14,305.358
2005-04-15,309.048
2005-04-18,303.487
2005-04-19,306.185
2005-04-20,307.397
2005-04-21,311.726
2005-04-22,312.145
2005-04-25,309.711
2005-04-26,312.866
2005-04-27,310.525
2005-04-28,311.7
2005-04-29,311.25
2005-05-02,305.008
2005-05-03,305.866
2005-05-04,309.015
2005-05-05,306.627
2005-05-06,305.48
2005-05-09,304.419
2005-05-10,307.036
2005-05-11,302.782
2005-05-12,301.572
2005-05-13,297.58
2005-05-16,297.455
2005-05-17,296.053
2005-05-18,299.633
2005-05-19,299.207
2005-05-20,294.316
2005-05-23,297.411
2005-05-24,296.576
2005-05-25,296.095
2005-05-26,296.214
2005-05-27,294.914
2005-05-30,292.383
2005-05-31,290.288
2005-06-01,293.141
2005-06-02,291.246
2005-06-03,290.793
2005-06-06,291.173
2005-06-07,289.597
2005-06-08,289.41
2005-06-09,286.877
2005-06-10,285.432
2005-06-13,283.719
2005-06-14,283.5
2005-06-15,286.043
2005-06-16,286.769
2005-06-17,294.187
2005-06-20,293.013
2005-06-21,290.845
2005-06-22,287.99
2005-06-23,288.655
2005-06-24,288.913
2005-06-27,290.257
2005-06-28,289.749
2005-06-29,291.378
2005-06-30,292.585
2005-07-01,288.329
2005-07-04,287.708
2005-07-05,288.743
2005-07-06,290.975
2005-07-07,291.929
2005-07-08,294.469
2005-07-11,296.814
2005-07-12,296.551
2005-07-13,296.413
2005-07-14,296.766
2005-07-15,293.26
2005-07-18,294.141
2005-07-19,294.068
2005-07-20,295.977
2005-07-21,300.983
2005-07-22,298.055
2005-07-25,298.581
2005-07-26,310.038
2005-07-27,310.814
2005-07-28,313.664
2005-07-29,306.162
2005-08-01,316.367
2005-08-02,319.569
2005-08-03,328.977
2005-08-04,329.129
2005-08-05,323.149
2005-08-08,324.301
2005-08-09,322.374
2005-08-10,323.458
2005-08-11,326.016
2005-08-12,322.508
2005-08-15,323.645
2005-08-16,323.37
2005-08-17,325.261
2005-08-18,318.423
2005-08-19,321.582
2005-08-22,324.977
2005-08-23,325.709
2005-08-24,324.916
2005-08-25,324.127
2005-08-26,322.659
2005-08-29,321.331
2005-08-30,321.404
2005-08-31,324.391
2005-09-01,326.236
2005-09-02,327.453
2005-09-05,327.33
2005-09-06,327.774
2005-09-07,327.815
2005-09-08,327.985
2005-09-09,329.341
2005-09-12,326.651
2005-09-13,326.003
2005-09-14,326.128
2005-09-15,324.034
2005-09-16,324.172
2005-09-19,323.701
2005-09-20,325.482
2005-09-21,333.954
2005-09-22,333.137
2005-09-23,337.441
2005-09-26,340.569
2005-09-27,340.633
2005-09-28,337.022
2005-09-29,340.002
2005-09-30,340.287
2005-10-03,336.504
2005-10-04,341.589
2005-10-05,349.971
2005-10-06,354.428
2005-10-07,349.45
2005-10-10,351.05
2005-10-11,348.071
2005-10-12,348.785
2005-10-13,340.411
2005-10-14,342.091
2005-10-17,339.524
2005-10-18,335.24
2005-10-19,329.592
2005-10-20,333.236
2005-10-21,335.311
2005-10-24,336.717
2005-10-25,341.619
2005-10-26,338.357
2005-10-27,333.417
2005-10-28,333.126
2005-10-31,328.066
2005-11-01,329.566
2005-11-02,331.627
2005-11-03,332.129
2005-11-04,327.63
2005-11-07,329.877
2005-11-08,331.592
2005-11-09,331.557
