Date,WORLD MID CAP Mid Cap
2021-03-31,2238.513
2021-04-30,2339.952
2021-05-31,2375.353
2021-06-30,2383.496
2021-07-30,2409.554
2021-08-31,2470.597
2021-09-30,2373.848
2021-10-29,2482.794
2021-11-30,2396.823
2021-12-31,2493.1
2022-01-31,2311.462
2022-02-28,2292.728
2022-03-31,2323.047
2022-04-29,2145.295
2022-05-31,2143.198
2022-06-30,1929.233
2022-07-29,2086.94
2022-08-31,2014.424
2022-09-30,1807.647
2022-10-31,1933.486
2022-11-30,2081.401
2022-12-30,2017.27
2023-01-31,2187.03
2023-02-28,2129.186
2023-03-31,2107.571
2023-04-28,2117.087
2023-05-31,2047.784
2023-06-30,2173.867
2023-07-31,2266.771
2023-08-31,2187.15
2023-09-29,2085.665
2023-10-31,1974.526
2023-11-30,2174.329
2023-12-29,2330.532
2024-01-31,2302.452
2024-02-29,2389.306
2024-03-29,2487.774
2024-04-30,2377.763
2024-05-31,2446.918
2024-06-28,2408.69
2024-07-31,2520.185
2024-08-30,2586.458
2024-09-30,2648.675
2024-10-31,2580.787
2024-11-29,2735.356
2024-12-31,2579.496
2025-01-31,2686.889
2025-02-28,2652.392
2025-03-31,2572.678
2025-04-30,2600.371
2025-05-30,2742.391
2025-06-30,2845.163
2025-07-31,2869.73
2025-08-29,2950.338
2025-09-30,2976.743
2025-10-31,2975.548
