Date,WORLD MID CAP Mid Cap
2001-07-09,446.675
2001-07-10,444.766
2001-07-11,443.157
2001-07-12,449.44
2001-07-13,450.195
2001-07-16,446.1
2001-07-17,446.484
2001-07-18,446.19
2001-07-19,448.093
2001-07-20,447.166
2001-07-23,442.177
2001-07-24,438.05
2001-07-25,441.356
2001-07-26,445.282
2001-07-27,447.793
2001-07-30,447.002
2001-07-31,450.003
2001-08-01,453.798
2001-08-02,457.717
2001-08-03,456.183
2001-08-06,452.693
2001-08-07,451.632
2001-08-08,446.614
2001-08-09,444.652
2001-08-10,446.462
2001-08-13,447.828
2001-08-14,449.391
2001-08-15,450.479
2001-08-16,448.555
2001-08-17,444.907
2001-08-20,443.13
2001-08-21,442.205
2001-08-22,445.15
2001-08-23,443.448
2001-08-24,447.205
2001-08-27,446.797
2001-08-28,443.09
2001-08-29,440.994
2001-08-30,435.287
2001-08-31,435.806
2001-09-03,433.053
2001-09-04,432.226
2001-09-05,427.241
2001-09-06,421.562
2001-09-07,417.453
2001-09-10,412.491
2001-09-11,408.165
2001-09-12,402.613
2001-09-13,404.497
2001-09-14,403.511
2001-09-17,386.187
2001-09-18,381.878
2001-09-19,378.559
2001-09-20,367.573
2001-09-21,358.149
2001-09-24,367.03
2001-09-25,371.52
2001-09-26,370.156
2001-09-27,372.178
2001-09-28,380.724
2001-10-01,378.358
2001-10-02,381.452
2001-10-03,388.04
2001-10-04,392.299
2001-10-05,392.198
2001-10-08,390.147
2001-10-09,389.009
2001-10-10,393.647
2001-10-11,401.226
2001-10-12,401.041
2001-10-15,400.006
2001-10-16,403.764
2001-10-17,400.388
2001-10-18,395.273
2001-10-19,395.582
2001-10-22,397.562
2001-10-23,399.119
2001-10-24,400.629
2001-10-25,404.42
2001-10-26,406.068
2001-10-29,401.13
2001-10-30,395.211
2001-10-31,396.249
2001-11-01,400.304
2001-11-02,400.728
2001-11-05,405.887
2001-11-06,409.962
2001-11-07,410.137
2001-11-08,410.015
2001-11-09,409.332
2001-11-12,407.677
2001-11-13,411.743
2001-11-14,413.588
2001-11-15,414.829
2001-11-16,415.957
2001-11-19,419.588
2001-11-20,416.734
2001-11-21,414.149
2001-11-22,414.835
2001-11-23,416.82
2001-11-26,421.214
2001-11-27,420.636
2001-11-28,415.722
2001-11-29,417.562
2001-11-30,418.815
2001-12-03,414.75
2001-12-04,420.384
2001-12-05,430.099
2001-12-06,431.801
2001-12-07,428.87
2001-12-10,423.121
2001-12-11,422.65
2001-12-12,423.155
2001-12-13,417.401
2001-12-14,417.454
2001-12-17,419.952
2001-12-18,422.905
2001-12-19,421.21
2001-12-20,418.511
2001-12-21,419.077
2001-12-24,419.174
2001-12-25,419.087
2001-12-26,420.526
2001-12-27,424.912
2001-12-28,428.102
2001-12-31,427.288
2002-01-01,427.288
2002-01-02,427.675
2002-01-03,431.782
2002-01-04,435.602
2002-01-07,433.812
2002-01-08,430.942
2002-01-09,429.816
2002-01-10,428.378
2002-01-11,426.1
2002-01-14,422.22
2002-01-15,422.41
2002-01-16,416.346
2002-01-17,418.919
2002-01-18,417.858
2002-01-21,417.881
2002-01-22,414.757
2002-01-23,418.355
2002-01-24,420.507
2002-01-25,419.488
2002-01-28,420.599
2002-01-29,415.543
2002-01-30,416.051
2002-01-31,419.523
2002-02-01,418.092
2002-02-04,412.268
2002-02-05,409.168
2002-02-06,406.767
2002-02-07,405.295
2002-02-08,409.667
2002-02-11,415.041
2002-02-12,416.061
2002-02-13,418.672
2002-02-14,418.862
2002-02-15,417.049
2002-02-18,416.395
2002-02-19,409.436
2002-02-20,410.619
2002-02-21,410.071
2002-02-22,411.199
2002-02-25,414.352
2002-02-26,416.405
2002-02-27,418.353
2002-02-28,417.836
2002-03-01,424.035
2002-03-04,435.839
2002-03-05,434.689
2002-03-06,439.549
2002-03-07,442.847
2002-03-08,444.947
2002-03-11,446.327
2002-03-12,442.35
2002-03-13,439.514
2002-03-14,441.455
2002-03-15,444.686
2002-03-18,445.903
2002-03-19,448.182
2002-03-20,444.772
2002-03-21,445.079
2002-03-22,442.583
2002-03-25,437.712
2002-03-26,438.944
2002-03-27,442.201
2002-03-28,443.992
2002-03-29,443.349
2002-04-01,443.701
2002-04-02,441.229
2002-04-03,438.901
2002-04-04,439.421
2002-04-05,439.796
2002-04-08,439.834
2002-04-09,438.878
2002-04-10,443.609
2002-04-11,439.266
2002-04-12,440.281
2002-04-15,440.73
2002-04-16,446.517
2002-04-17,448.298
2002-04-18,448.419
2002-04-19,448.709
2002-04-22,446.212
2002-04-23,445.741
2002-04-24,444.547
2002-04-25,444.712
2002-04-26,441.625
2002-04-29,439.154
2002-04-30,442.46
2002-05-01,444.778
2002-05-02,444.366
2002-05-03,443.756
2002-05-06,440.229
2002-05-07,437.194
2002-05-08,445.157
2002-05-09,442.151
2002-05-10,439.124
2002-05-13,441.81
2002-05-14,445.501
2002-05-15,447.328
2002-05-16,447.553
2002-05-17,450.972
2002-05-20,448.958
2002-05-21,446.437
2002-05-22,447.327
2002-05-23,449.326
2002-05-24,447.841
2002-05-27,447.373
2002-05-28,447.184
2002-05-29,445.532
2002-05-30,445.201
2002-05-31,445.961
2002-06-03,439.547
2002-06-04,437.251
2002-06-05,437.786
2002-06-06,433.666
2002-06-07,433.334
2002-06-10,433.573
2002-06-11,429.555
2002-06-12,428.003
2002-06-13,423.654
2002-06-14,420.148
2002-06-17,427.889
2002-06-18,428.447
2002-06-19,424.166
2002-06-20,420.299
2002-06-21,416.846
2002-06-24,415.054
2002-06-25,411.792
2002-06-26,409.355
2002-06-27,413.031
2002-06-28,418.478
2002-07-01,412.084
2002-07-02,402.917
2002-07-03,400.491
2002-07-04,400.948
2002-07-05,412.573
2002-07-08,410.412
2002-07-09,405.234
2002-07-10,394.85
2002-07-11,392.075
2002-07-12,391.341
2002-07-15,387.535
2002-07-16,383.939
2002-07-17,386.125
2002-07-18,382.648
2002-07-19,372.426
2002-07-22,361.1
2002-07-23,351.649
2002-07-24,360.147
2002-07-25,361.46
2002-07-26,359.796
2002-07-29,374.223
2002-07-30,377.568
2002-07-31,377.398
2002-08-01,367.98
2002-08-02,361.714
2002-08-05,352.105
2002-08-06,357.399
2002-08-07,360.93
2002-08-08,368.515
2002-08-09,371.565
2002-08-12,370.303
2002-08-13,366.127
2002-08-14,374.077
2002-08-15,379.48
2002-08-16,380.404
2002-08-19,385.143
2002-08-20,381.436
2002-08-21,386.022
2002-08-22,391.377
2002-08-23,385.968
2002-08-26,388.373
2002-08-27,386.261
2002-08-28,378.954
2002-08-29,377.677
2002-08-30,377.775
2002-09-02,376.607
2002-09-03,366.614
2002-09-04,368.906
2002-09-05,365.015
2002-09-06,369.959
2002-09-09,370.811
2002-09-10,372.983
2002-09-11,374.216
2002-09-12,367.351
2002-09-13,366.435
2002-09-16,364.242
2002-09-17,359.87
2002-09-18,357.301
2002-09-19,350.675
2002-09-20,350.371
2002-09-23,344.287
2002-09-24,338.078
2002-09-25,344.305
2002-09-26,351.036
2002-09-27,347.231
2002-09-30,342.854
2002-10-01,347.183
2002-10-02,342.359
2002-10-03,338.327
2002-10-04,332.134
2002-10-07,324.704
2002-10-08,326.253
2002-10-09,319.2
2002-10-10,326.961
2002-10-11,338.345
2002-10-14,339.344
2002-10-15,352.76
2002-10-16,346.601
2002-10-17,355.044
2002-10-18,355.49
2002-10-21,361.561
2002-10-22,356.021
2002-10-23,356.829
2002-10-24,355.276
2002-10-25,358.33
2002-10-28,358.126
2002-10-29,353.29
2002-10-30,357.346
2002-10-31,358.503
2002-11-01,362.631
2002-11-04,367.624
2002-11-05,368.967
2002-11-06,371.944
2002-11-07,366.007
2002-11-08,361.693
2002-11-11,355.063
2002-11-12,358.411
2002-11-13,356.731
2002-11-14,362.386
2002-11-15,365.168
2002-11-18,363.796
2002-11-19,361.436
2002-11-20,365.868
2002-11-21,374.475
2002-11-22,375.585
2002-11-25,375.767
2002-11-26,369.279
2002-11-27,376.843
2002-11-28,379.342
2002-11-29,379.682
2002-12-02,378.756
2002-12-03,373.924
2002-12-04,370.91
2002-12-05,368.023
2002-12-06,368.774
2002-12-09,361.968
2002-12-10,365.4
2002-12-11,366.88
2002-12-12,366.914
2002-12-13,363.277
2002-12-16,368.457
2002-12-17,367.165
2002-12-18,362.149
2002-12-19,360.94
2002-12-20,364.811
2002-12-23,365.567
2002-12-24,365.032
2002-12-25,364.928
2002-12-26,365.847
2002-12-27,361.427
2002-12-30,363.472
2002-12-31,365.103
2003-01-01,365.103
2003-01-02,373.246
2003-01-03,373.562
2003-01-06,379.808
2003-01-07,376.153
2003-01-08,370.77
2003-01-09,375.951
2003-01-10,377.31
2003-01-13,376.843
2003-01-14,378.484
2003-01-15,375.279
2003-01-16,375.288
2003-01-17,371.665
2003-01-20,370.748
2003-01-21,366.24
2003-01-22,363.305
2003-01-23,366.725
2003-01-24,361.725
2003-01-27,354.175
2003-01-28,356.867
2003-01-29,357.217
2003-01-30,354.552
2003-01-31,356.723
2003-02-03,359.251
2003-02-04,355.526
2003-02-05,355.318
2003-02-06,352.493
2003-02-07,349.587
2003-02-10,349.902
2003-02-11,349.295
2003-02-12,345.3
2003-02-13,344.279
2003-02-14,348.049
2003-02-17,349.609
2003-02-18,354.508
2003-02-19,352.267
2003-02-20,351.168
2003-02-21,353.838
2003-02-24,349.649
2003-02-25,347.196
2003-02-26,344.876
2003-02-27,347.118
2003-02-28,350.232
2003-03-03,350.012
2003-03-04,345.526
2003-03-05,346.107
2003-03-06,344.639
2003-03-07,344.157
2003-03-10,337.689
2003-03-11,334.743
2003-03-12,332.629
2003-03-13,341.654
2003-03-14,343.711
2003-03-17,352.085
2003-03-18,354.26
2003-03-19,354.818
2003-03-20,356.777
2003-03-21,362.557
2003-03-24,353.923
2003-03-25,357.4
2003-03-26,357.471
2003-03-27,356.957
2003-03-28,355.834
2003-03-31,351.036
2003-04-01,352.831
2003-04-02,359.695
2003-04-03,358.701
2003-04-04,358.913
2003-04-07,362.176
2003-04-08,359.692
2003-04-09,356.855
2003-04-10,358.518
2003-04-11,357.782
2003-04-14,361.975
2003-04-15,365.613
2003-04-16,363.24
2003-04-17,368.144
2003-04-18,368.215
2003-04-21,368.009
2003-04-22,373.425
2003-04-23,376.042
2003-04-24,374.383
2003-04-25,369.828
2003-04-28,374.78
2003-04-29,376.298
2003-04-30,379.191
2003-05-01,379.999
2003-05-02,384.34
2003-05-05,386.485
2003-05-06,391.625
2003-05-07,390.275
2003-05-08,386.718
2003-05-09,391.158
2003-05-12,395.138
2003-05-13,395.027
2003-05-14,395.35
2003-05-15,397.6
2003-05-16,399.656
2003-05-19,391.557
2003-05-20,391.298
2003-05-21,392.29
2003-05-22,396.439
2003-05-23,398.78
2003-05-26,399.325
2003-05-27,404.2
2003-05-28,404.698
2003-05-29,405.442
2003-05-30,410.846
2003-06-02,413.287
2003-06-03,411.717
2003-06-04,417.252
2003-06-05,421.762
2003-06-06,422.271
2003-06-09,417.489
2003-06-10,419.321
2003-06-11,425.562
2003-06-12,426.219
2003-06-13,422.548
2003-06-16,429.076
2003-06-17,429.895
2003-06-18,427.726
2003-06-19,422.475
2003-06-20,422.817
2003-06-23,416.964
2003-06-24,414.793
2003-06-25,416.244
2003-06-26,416.92
2003-06-27,416.39
2003-06-30,415.367
2003-07-01,417.097
2003-07-02,422.625
2003-07-03,422.592
2003-07-04,421.866
2003-07-07,428.097
2003-07-08,429.968
2003-07-09,429.335
2003-07-10,424.602
2003-07-11,426.044
2003-07-14,429.927
2003-07-15,427.793
2003-07-16,424.539
2003-07-17,419.204
2003-07-18,422.378
2003-07-21,420.074
2003-07-22,422.653
2003-07-23,424.779
2003-07-24,426.067
2003-07-25,429.585
2003-07-28,430.789
2003-07-29,429.407
2003-07-30,426.81
2003-07-31,427.305
2003-08-01,425.735
2003-08-04,424.799
2003-08-05,420.775
2003-08-06,418.949
2003-08-07,420.881
2003-08-08,421.774
2003-08-11,424.087
2003-08-12,427.726
2003-08-13,428.658
2003-08-14,431.698
2003-08-15,431.83
2003-08-18,435.208
2003-08-19,437.294
2003-08-20,439.757
2003-08-21,442.567
2003-08-22,439.364
2003-08-25,438.475
2003-08-26,437.405
2003-08-27,438.666
2003-08-28,441.906
2003-08-29,445.245
2003-09-01,447.885
2003-09-02,450.606
2003-09-03,453.024
2003-09-04,453.353
2003-09-05,452.332
2003-09-08,456.399
2003-09-09,454.236
2003-09-10,447.774
2003-09-11,448.845
2003-09-12,451.322
2003-09-15,450.897
2003-09-16,455.498
2003-09-17,455.94
2003-09-18,461.37
2003-09-19,462.301
2003-09-22,458.014
2003-09-23,460.194
2003-09-24,455.861
2003-09-25,451.548
2003-09-26,447.684
2003-09-29,450.454
2003-09-30,448.007
2003-10-01,456.068
2003-10-02,459.778
2003-10-03,465.764
2003-10-06,467.64
2003-10-07,470.01
2003-10-08,469.038
2003-10-09,471.63
2003-10-10,473.866
2003-10-13,476.638
2003-10-14,478.255
2003-10-15,478.158
2003-10-16,480.562
2003-10-17,476.37
2003-10-20,477.848
2003-10-21,478.708
2003-10-22,474.023
2003-10-23,470.336
2003-10-24,470.461
2003-10-27,473.746
2003-10-28,478.792
2003-10-29,481.902
2003-10-30,483.31
2003-10-31,482.116
2003-11-03,484.218
2003-11-04,485.348
2003-11-05,484.943
2003-11-06,485.209
2003-11-07,486.827
2003-11-10,483.98
2003-11-11,480.652
2003-11-12,485.748
2003-11-13,488.456
2003-11-14,485.732
2003-11-17,478.329
2003-11-18,476.943
2003-11-19,476.631
2003-11-20,475.272
2003-11-21,476.936
2003-11-24,482.286
2003-11-25,485.277
2003-11-26,489.751
2003-11-27,490.031
2003-11-28,490.575
2003-12-01,496.847
2003-12-02,497.871
2003-12-03,497.166
2003-12-04,496.825
2003-12-05,494.731
2003-12-08,496.364
2003-12-09,493.568
2003-12-10,489.819
2003-12-11,493.602
2003-12-12,496.759
2003-12-15,495.421
2003-12-16,494.715
2003-12-17,495.506
2003-12-18,500.713
2003-12-19,500.418
2003-12-22,502.479
2003-12-23,504.691
2003-12-24,505.314
2003-12-25,505.338
2003-12-26,506.251
2003-12-29,511.005
2003-12-30,513.18
2003-12-31,514.113
2004-01-01,514.113
2004-01-02,514.292
2004-01-05,520.46
2004-01-06,521.94
2004-01-07,521.579
2004-01-08,524.707
2004-01-09,525.568
2004-01-12,526.555
2004-01-13,524.884
2004-01-14,527.867
2004-01-15,527.075
2004-01-16,529.483
2004-01-19,530.054
2004-01-20,533.54
2004-01-21,536.08
2004-01-22,535.728
2004-01-23,534.966
2004-01-26,535.387
2004-01-27,534.279
2004-01-28,530.082
2004-01-29,525.562
2004-01-30,526.794
2004-02-02,528.244
2004-02-03,529.202
2004-02-04,524.192
2004-02-05,526.053
2004-02-06,534.054
2004-02-09,535.572
2004-02-10,537.57
2004-02-11,541.332
2004-02-12,543.443
2004-02-13,541.404
2004-02-16,542.153
2004-02-17,547.51
2004-02-18,546.454
2004-02-19,543.56
2004-02-20,538.476
2004-02-23,536.894
2004-02-24,535.92
2004-02-25,536.925
2004-02-26,537.448
2004-02-27,540.216
2004-03-01,547.986
2004-03-02,545.221
2004-03-03,542.765
2004-03-04,545.269
2004-03-05,550.165
2004-03-08,546.305
2004-03-09,542.865
2004-03-10,533.91
2004-03-11,525.719
2004-03-12,529.826
2004-03-15,523.701
2004-03-16,528.173
2004-03-17,534.727
2004-03-18,536.129
2004-03-19,533.099
2004-03-22,525.991
2004-03-23,525.668
2004-03-24,524.461
2004-03-25,532.097
2004-03-26,532.363
2004-03-29,538.971
2004-03-30,540.786
2004-03-31,544.42
2004-04-01,549.214
2004-04-02,551.675
2004-04-05,552.633
2004-04-06,551.282
2004-04-07,551.643
2004-04-08,550.919
2004-04-09,550.146
2004-04-12,551.455
2004-04-13,544.849
2004-04-14,539.898
2004-04-15,538.169
2004-04-16,542.45
2004-04-19,542.677
2004-04-20,538.741
2004-04-21,537.865
2004-04-22,544.501
2004-04-23,544.597
2004-04-26,544.509
2004-04-27,544.65
2004-04-28,537.108
2004-04-29,532.159
2004-04-30,528.043
2004-05-03,531.386
2004-05-04,534.818
2004-05-05,537.783
2004-05-06,530.485
2004-05-07,520.327
2004-05-10,506.197
2004-05-11,511.301
2004-05-12,512.793
2004-05-13,512.106
2004-05-14,510.932
2004-05-17,505.042
2004-05-18,509.791
2004-05-19,515.553
2004-05-20,512.966
2004-05-21,518.005
2004-05-24,520.63
2004-05-25,526.657
2004-05-26,530.124
2004-05-27,535.491
2004-05-28,537.665
2004-05-31,537.817
2004-06-01,537.024
2004-06-02,538.395
2004-06-03,533.497
2004-06-04,537.029
2004-06-07,546.656
2004-06-08,546.69
2004-06-09,540.803
2004-06-10,542.614
2004-06-11,540.627
2004-06-14,534.979
2004-06-15,538.737
2004-06-16,540.933
2004-06-17,541.5
2004-06-18,543.015
2004-06-21,543.178
2004-06-22,544.139
2004-06-23,548.24
2004-06-24,550.978
2004-06-25,551.681
2004-06-28,552.789
2004-06-29,551.697
2004-06-30,554.508
2004-07-01,551.213
2004-07-02,550.016
2004-07-05,547.923
2004-07-06,543.352
2004-07-07,545.286
2004-07-08,541.57
2004-07-09,543.928
2004-07-12,544.097
2004-07-13,542.948
2004-07-14,541.854
2004-07-15,540.558
2004-07-16,541.596
2004-07-19,541.338
2004-07-20,542.7
2004-07-21,536.627
2004-07-22,534.334
2004-07-23,528.973
2004-07-26,525.122
2004-07-27,526.815
2004-07-28,527.04
2004-07-29,530.411
2004-07-30,532.393
2004-08-02,533.174
2004-08-03,531.012
2004-08-04,527.709
2004-08-05,523.528
2004-08-06,518.473
2004-08-09,516.895
2004-08-10,522.704
2004-08-11,519.316
2004-08-12,515.536
2004-08-13,515.925
2004-08-16,521.295
2004-08-17,522.872
2004-08-18,527.134
2004-08-19,528.302
2004-08-20,530.303
2004-08-23,529.757
2004-08-24,528.555
2004-08-25,531.808
2004-08-26,533.663
2004-08-27,535.216
2004-08-30,532.083
2004-08-31,534.146
2004-09-01,537.351
2004-09-02,541.111
2004-09-03,538.337
2004-09-06,540.627
2004-09-07,543.964
2004-09-08,542.619
2004-09-09,542.366
2004-09-10,546.49
2004-09-13,549.228
2004-09-14,550.307
2004-09-15,544.379
2004-09-16,547.359
2004-09-17,549.104
2004-09-20,547.537
2004-09-21,552.206
2004-09-22,547.585
2004-09-23,546.742
2004-09-24,547.202
2004-09-27,543.737
2004-09-28,546.115
2004-09-29,548.778
2004-09-30,552.994
2004-10-01,560.557
2004-10-04,562.818
2004-10-05,562.937
2004-10-06,565.128
2004-10-07,561.564
2004-10-08,561.448
2004-10-11,561.539
2004-10-12,557.307
2004-10-13,554.354
2004-10-14,552.49
2004-10-15,554.807
2004-10-18,555.732
2004-10-19,555.777
2004-10-20,556.399
2004-10-21,560.672
2004-10-22,559.129
2004-10-25,558.705
2004-10-26,562.929
2004-10-27,568.648
2004-10-28,569.774
2004-10-29,571.008
2004-11-01,572.349
2004-11-02,574.3
2004-11-03,579.851
2004-11-04,585.955
2004-11-05,589.427
2004-11-08,588.663
2004-11-09,588.619
2004-11-10,589.909
2004-11-11,593.811
2004-11-12,600.157
2004-11-15,601.209
2004-11-16,599.06
2004-11-17,603.823
2004-11-18,603.657
2004-11-19,601.869
2004-11-22,602.845
2004-11-23,604.64
2004-11-24,609.578
2004-11-25,612.776
2004-11-26,613.288
2004-11-29,613.296
2004-11-30,610.994
2004-12-01,616.041
2004-12-02,615.812
2004-12-03,618.586
2004-12-06,618.178
2004-12-07,613.139
2004-12-08,609.608
2004-12-09,609.402
2004-12-10,609.199
2004-12-13,615.053
2004-12-14,617.699
2004-12-15,622.988
2004-12-16,619.728
2004-12-17,619.637
2004-12-20,622.586
2004-12-21,625.406
2004-12-22,627.24
2004-12-23,629.166
2004-12-24,631.036
2004-12-27,630.724
2004-12-28,634.192
2004-12-29,634.076
2004-12-30,636.847
2004-12-31,637.181
2005-01-03,630.666
2005-01-04,622.582
2005-01-05,616.98
2005-01-06,617.256
2005-01-07,616.1
2005-01-10,618.254
2005-01-11,617.189
2005-01-12,621.037
2005-01-13,619.302
2005-01-14,621.7
2005-01-17,623.239
2005-01-18,625.402
2005-01-19,623.282
2005-01-20,618.035
2005-01-21,616.712
2005-01-24,615.264
2005-01-25,614.643
2005-01-26,620.39
2005-01-27,621.035
2005-01-28,618.475
2005-01-31,624.948
2005-02-01,627.469
2005-02-02,631.458
2005-02-03,629.716
2005-02-04,636.476
2005-02-07,634.852
2005-02-08,633.661
2005-02-09,629.653
2005-02-10,632.871
2005-02-11,637.869
2005-02-14,640.806
2005-02-15,643.148
2005-02-16,642.153
2005-02-17,641.412
2005-02-18,642.2
2005-02-21,641.417
2005-02-22,637.059
2005-02-23,636.541
2005-02-24,641.036
2005-02-25,648.156
2005-02-28,647.966
2005-03-01,650.227
2005-03-02,648.643
2005-03-03,649.484
2005-03-04,657.392
2005-03-07,658.413
2005-03-08,658.067
2005-03-09,653.359
2005-03-10,651.668
2005-03-11,652.211
2005-03-14,652.829
2005-03-15,651.126
2005-03-16,647.87
2005-03-17,647.631
2005-03-18,646.133
2005-03-21,643.563
2005-03-22,641.589
2005-03-23,634.944
2005-03-24,635.874
2005-03-25,635.975
2005-03-28,634.574
2005-03-29,629.152
2005-03-30,634.232
2005-03-31,638.65
2005-04-01,638.689
2005-04-04,634.826
2005-04-05,638.006
2005-04-06,640.176
2005-04-07,643.343
2005-04-08,639.986
2005-04-11,641.587
2005-04-12,641.351
2005-04-13,637.304
2005-04-14,628.241
2005-04-15,618.227
2005-04-18,615.761
2005-04-19,623.265
2005-04-20,618.629
2005-04-21,624.648
2005-04-22,625.441
2005-04-25,628.601
2005-04-26,622.956
2005-04-27,619.483
2005-04-28,613.09
2005-04-29,617.408
2005-05-02,619.474
2005-05-03,619.575
2005-05-04,626.727
2005-05-05,627.227
2005-05-06,627.894
2005-05-09,629.745
2005-05-10,625.83
2005-05-11,625.912
2005-05-12,619.364
2005-05-13,615.626
2005-05-16,617.17
2005-05-17,619.595
2005-05-18,626.275
2005-05-19,629.754
2005-05-20,628.681
2005-05-23,632.776
2005-05-24,632.87
2005-05-25,630.168
2005-05-26,633.149
2005-05-27,634.961
2005-05-30,635.688
2005-05-31,634.079
2005-06-01,637.979
2005-06-02,639.553
2005-06-03,638.684
2005-06-06,639.669
2005-06-07,640.943
2005-06-08,641.41
2005-06-09,640.867
2005-06-10,640.744
2005-06-13,641.127
2005-06-14,643.668
2005-06-15,645.982
2005-06-16,650.033
2005-06-17,655.354
2005-06-20,653.019
2005-06-21,652.825
2005-06-22,653.571
2005-06-23,650.166
2005-06-24,645.741
2005-06-27,644.539
2005-06-28,649.471
2005-06-29,650.163
2005-06-30,648.627
2005-07-01,648.911
2005-07-04,648.349
2005-07-05,651.557
2005-07-06,651.27
2005-07-07,649.517
2005-07-08,655.424
2005-07-11,662.281
2005-07-12,665.484
2005-07-13,663.403
2005-07-14,663.355
2005-07-15,662.961
2005-07-18,663.207
2005-07-19,666.225
2005-07-20,669.17
2005-07-21,670.059
2005-07-22,673.356
2005-07-25,670.782
2005-07-26,670.731
2005-07-27,673.121
2005-07-28,678.293
2005-07-29,677.63
2005-08-01,680.429
2005-08-02,685.049
2005-08-03,686.886
2005-08-04,683.173
2005-08-05,675.499
2005-08-08,675.701
2005-08-09,678.044
2005-08-10,683.524
2005-08-11,688.387
2005-08-12,686.931
2005-08-15,686.731
2005-08-16,681.484
2005-08-17,680.229
2005-08-18,675.931
2005-08-19,677.417
2005-08-22,682.114
2005-08-23,680.192
2005-08-24,678.868
2005-08-25,679.485
2005-08-26,677.406
2005-08-29,677.41
2005-08-30,675.384
2005-08-31,684.579
2005-09-01,691.894
2005-09-02,691.896
2005-09-05,693.055
2005-09-06,697.156
2005-09-07,699.077
2005-09-08,696.424
2005-09-09,703.298
2005-09-12,702.461
2005-09-13,698.065
2005-09-14,698.754
2005-09-15,697.805
2005-09-16,700.001
2005-09-19,697.336
2005-09-20,695.712
2005-09-21,691.384
2005-09-22,689.293
2005-09-23,689.562
2005-09-26,693.756
2005-09-27,691.873
2005-09-28,695.282
2005-09-29,700.846
2005-09-30,704.211
2005-10-03,703.308
2005-10-04,700.059
2005-10-05,689.217
2005-10-06,682.883
2005-10-07,684.429
2005-10-10,680.053
2005-10-11,679.872
2005-10-12,674.326
2005-10-13,667.779
2005-10-14,674.243
2005-10-17,675.525
2005-10-18,666.786
2005-10-19,667.938
2005-10-20,664.04
2005-10-21,666.423
2005-10-24,675.347
2005-10-25,677.778
2005-10-26,676.101
2005-10-27,669.733
2005-10-28,674.716
2005-10-31,683.628
2005-11-01,685.267
2005-11-02,693.103
2005-11-03,696.495
2005-11-04,692.961
2005-11-07,693.619
2005-11-08,691.015
2005-11-09,691.608
2005-11-10,694.047
