Date,ISRAEL SMID GROWTH SMID (Small+Mid Cap)
2002-12-09,445.5
2002-12-10,451.157
2002-12-11,454.962
2002-12-12,455.627
2002-12-13,454.881
2002-12-16,457.263
2002-12-17,450.598
2002-12-18,441.133
2002-12-19,443.737
2002-12-20,445.506
2002-12-23,441.068
2002-12-24,436.058
2002-12-25,435.429
2002-12-26,441.948
2002-12-27,438.317
2002-12-30,431.195
2002-12-31,434.3
2003-01-01,431.073
2003-01-02,434.745
2003-01-03,434.859
2003-01-06,436.602
2003-01-07,432.459
2003-01-08,423.756
2003-01-09,432.403
2003-01-10,432.454
2003-01-13,428.315
2003-01-14,426.117
2003-01-15,425.617
2003-01-16,428.906
2003-01-17,422.642
2003-01-20,413.669
2003-01-21,410.761
2003-01-22,408.193
2003-01-23,409.744
2003-01-24,405.423
2003-01-27,404.832
2003-01-28,406.182
2003-01-29,407.994
2003-01-30,406.352
2003-01-31,408.375
2003-02-03,403.262
2003-02-04,395.495
2003-02-05,395.735
2003-02-06,396.397
2003-02-07,391.45
2003-02-10,386.926
2003-02-11,391.298
2003-02-12,389.464
2003-02-13,380.803
2003-02-14,387.042
2003-02-17,396.148
2003-02-18,408.465
2003-02-19,403.734
2003-02-20,406.654
2003-02-21,409.424
2003-02-24,410.092
2003-02-25,405.752
2003-02-26,403.568
2003-02-27,413.608
2003-02-28,417.076
2003-03-03,419.981
2003-03-04,415.732
2003-03-05,410.496
2003-03-06,412.321
2003-03-07,410.827
2003-03-10,405.137
2003-03-11,404.842
2003-03-12,406.874
2003-03-13,415.419
2003-03-14,416.984
2003-03-17,426.141
2003-03-18,426.959
2003-03-19,435.867
2003-03-20,435.352
2003-03-21,443.085
2003-03-24,434.909
2003-03-25,443.038
2003-03-26,448.932
2003-03-27,444.959
2003-03-28,444.164
2003-03-31,439.437
2003-04-01,449.929
2003-04-02,462.181
2003-04-03,472.857
2003-04-04,476.13
2003-04-07,484.766
2003-04-08,484.799
2003-04-09,481.903
2003-04-10,487.413
2003-04-11,488.014
2003-04-14,502.4
2003-04-15,510.677
2003-04-16,513.444
2003-04-17,517.62
2003-04-18,517.752
2003-04-21,515.673
2003-04-22,518.507
2003-04-23,519.641
2003-04-24,524.187
2003-04-25,519.22
2003-04-28,512.777
2003-04-29,523.49
2003-04-30,523.999
2003-05-01,525.558
2003-05-02,531.779
2003-05-05,552.769
2003-05-06,556.884
2003-05-07,554.366
2003-05-08,549.498
2003-05-09,552.279
2003-05-12,566.559
2003-05-13,558.341
2003-05-14,566.652
2003-05-15,568.423
2003-05-16,567.492
2003-05-19,542.351
2003-05-20,531.999
2003-05-21,526.149
2003-05-22,535.857
2003-05-23,542.22
2003-05-26,560.009
2003-05-27,573.618
2003-05-28,582.694
2003-05-29,586.434
2003-05-30,591.347
2003-06-02,591.1
2003-06-03,599.515
2003-06-04,598.305
2003-06-05,608.818
2003-06-06,606.858
2003-06-09,591.746
2003-06-10,582.247
2003-06-11,596.86
2003-06-12,606.87
2003-06-13,605.485
2003-06-16,629.179
2003-06-17,637.238
2003-06-18,632.381
2003-06-19,625.145
2003-06-20,625.188
2003-06-23,613.211
2003-06-24,616.009
2003-06-25,620.019
2003-06-26,630.714
2003-06-27,629.32
2003-06-30,629.127
2003-07-01,636.213
2003-07-02,654.119
2003-07-03,654.608
2003-07-04,652.981
2003-07-07,651.579
2003-07-08,636.463
2003-07-09,643.8
2003-07-10,631.698
2003-07-11,635.483
2003-07-14,638.289
2003-07-15,631.969
2003-07-16,622.804
2003-07-17,609.277
2003-07-18,615.175
2003-07-21,612.189
2003-07-22,608.851
2003-07-23,620.479
2003-07-24,604.794
2003-07-25,610.491
2003-07-28,617.108
2003-07-29,616.219
2003-07-30,607.872
2003-07-31,606.806
2003-08-01,602.517
2003-08-04,592.288
2003-08-05,589.606
2003-08-06,582.079
2003-08-07,580.991
2003-08-08,580.442
2003-08-11,579.543
2003-08-12,582.772
2003-08-13,588.848
2003-08-14,593.39
2003-08-15,593.262
2003-08-18,599.218
2003-08-19,601.357
2003-08-20,600.883
2003-08-21,601.611
2003-08-22,598.919
2003-08-25,594.75
2003-08-26,598.926
2003-08-27,600.467
2003-08-28,609.534
2003-08-29,611.707
2003-09-01,610.433
2003-09-02,619.703
2003-09-03,634.309
2003-09-04,635.329
2003-09-05,636.748
2003-09-08,639.566
2003-09-09,636.074
2003-09-10,622.486
2003-09-11,622.251
2003-09-12,624.615
2003-09-15,631.024
2003-09-16,644.949
2003-09-17,648.08
2003-09-18,652.457
2003-09-19,659.632
2003-09-22,658.845
2003-09-23,666.83
2003-09-24,660.933
2003-09-25,649.807
2003-09-26,644.454
2003-09-29,649.309
2003-09-30,644.627
2003-10-01,654.167
2003-10-02,666.889
2003-10-03,679.173
2003-10-06,687.596
2003-10-07,683.658
2003-10-08,686.777
2003-10-09,699.79
2003-10-10,706.697
2003-10-13,723.988
2003-10-14,730.269
2003-10-15,737.212
2003-10-16,732.846
2003-10-17,724.522
2003-10-20,724.195
2003-10-21,735.27
2003-10-22,717.952
2003-10-23,711.239
2003-10-24,707.24
2003-10-27,713.104
2003-10-28,727.235
2003-10-29,745.569
2003-10-30,737.631
2003-10-31,734.837
2003-11-03,745.208
2003-11-04,752.764
2003-11-05,764.859
2003-11-06,766.426
2003-11-07,767.861
2003-11-10,756.892
2003-11-11,738.208
2003-11-12,752.772
2003-11-13,759.813
2003-11-14,763.864
2003-11-17,756.119
2003-11-18,759.622
2003-11-19,759.309
2003-11-20,751.384
2003-11-21,752.612
2003-11-24,765.223
2003-11-25,778.629
2003-11-26,784.922
2003-11-27,786.978
2003-11-28,793.286
2003-12-01,797.904
2003-12-02,793.678
2003-12-03,771.587
2003-12-04,766.493
2003-12-05,755.162
2003-12-08,747.895
2003-12-09,759.639
2003-12-10,742.84
2003-12-11,770.105
2003-12-12,770.369
2003-12-15,778.151
2003-12-16,777.982
2003-12-17,774.56
2003-12-18,779.515
2003-12-19,779.604
2003-12-22,780.575
2003-12-23,782.697
2003-12-24,785.254
2003-12-25,787.323
2003-12-26,785.205
2003-12-29,794.633
2003-12-30,793.425
2003-12-31,794.067
2004-01-01,797.723
2004-01-02,794.423
2004-01-05,819.815
2004-01-06,828.287
2004-01-07,829.769
2004-01-08,854.833
2004-01-09,855.675
2004-01-12,852.682
2004-01-13,854.755
2004-01-14,858.558
2004-01-15,868.311
2004-01-16,877.489
2004-01-19,885.449
2004-01-20,887.509
2004-01-21,850.44
2004-01-22,842.544
2004-01-23,848.662
2004-01-26,846.38
2004-01-27,850.162
2004-01-28,834.894
2004-01-29,819.993
2004-01-30,819.238
2004-02-02,807.911
2004-02-03,797.786
2004-02-04,776.088
2004-02-05,787.587
2004-02-06,799.654
2004-02-09,826.762
2004-02-10,824.639
2004-02-11,827.264
2004-02-12,837.778
2004-02-13,835.623
2004-02-16,839.097
2004-02-17,840.863
2004-02-18,838.116
2004-02-19,834.621
2004-02-20,827.458
2004-02-23,815.72
2004-02-24,802.886
2004-02-25,809.564
2004-02-26,810.261
2004-02-27,813.283
2004-03-01,828.634
2004-03-02,827.608
2004-03-03,815.159
2004-03-04,822.635
2004-03-05,823.56
2004-03-08,820.324
2004-03-09,809.981
2004-03-10,799.767
2004-03-11,788.913
2004-03-12,798.561
2004-03-15,802.025
2004-03-16,803.925
2004-03-17,812.986
2004-03-18,820.298
2004-03-19,816.603
2004-03-22,792.623
2004-03-23,788.852
2004-03-24,774.222
2004-03-25,782.902
2004-03-26,787.029
2004-03-29,792.568
2004-03-30,797.467
2004-03-31,803.865
2004-04-01,811.965
2004-04-02,819.415
2004-04-05,833.643
2004-04-06,834.402
2004-04-07,839.014
2004-04-08,844.077
2004-04-09,844.378
2004-04-12,843.331
2004-04-13,836.959
2004-04-14,826.83
2004-04-15,828.032
2004-04-16,813.417
2004-04-19,824.857
2004-04-20,815.579
2004-04-21,819.615
2004-04-22,824.061
2004-04-23,824.099
2004-04-26,823.303
2004-04-27,820.756
2004-04-28,800.635
2004-04-29,739.432
2004-04-30,723.187
2004-05-03,718.682
2004-05-04,730.946
2004-05-05,736.062
2004-05-06,729.063
2004-05-07,727.05
2004-05-10,698.875
2004-05-11,710.786
2004-05-12,706.945
2004-05-13,704.19
2004-05-14,694.509
2004-05-17,680.193
2004-05-18,686.323
2004-05-19,694.102
2004-05-20,689.817
2004-05-21,689.562
2004-05-24,696.289
2004-05-25,703.169
2004-05-26,709.134
2004-05-27,717.217
2004-05-28,721.055
2004-05-31,720.527
2004-06-01,724.78
2004-06-02,730.194
2004-06-03,724.879
2004-06-04,726.559
2004-06-07,736.037
2004-06-08,732.539
2004-06-09,722.157
2004-06-10,720.473
2004-06-11,720.318
2004-06-14,714.497
2004-06-15,718.131
2004-06-16,726.753
2004-06-17,730.769
2004-06-18,730.187
2004-06-21,737.365
2004-06-22,742.278
2004-06-23,748.218
2004-06-24,746.803
2004-06-25,744.788
2004-06-28,744.743
2004-06-29,742.875
2004-06-30,745.108
2004-07-01,741.379
2004-07-02,743.893
2004-07-05,743.43
2004-07-06,729.428
2004-07-07,728.793
2004-07-08,715.874
2004-07-09,720.258
2004-07-12,714.678
2004-07-13,712.073
2004-07-14,701.907
2004-07-15,705.317
2004-07-16,704.115
2004-07-19,699.812
2004-07-20,702.243
2004-07-21,690.621
2004-07-22,686.253
2004-07-23,678.394
2004-07-26,664.028
2004-07-27,671.555
2004-07-28,657.202
2004-07-29,653.326
2004-07-30,649.997
2004-08-02,642.789
2004-08-03,629.157
2004-08-04,622.751
2004-08-05,623.202
2004-08-06,617.446
2004-08-09,604.467
2004-08-10,610.036
2004-08-11,594.945
2004-08-12,582.773
2004-08-13,580.882
2004-08-16,578.737
2004-08-17,592.439
2004-08-18,603.671
2004-08-19,610.659
2004-08-20,615.829
2004-08-23,620.953
2004-08-24,619.115
2004-08-25,620.162
2004-08-26,618.407
2004-08-27,619.718
2004-08-30,614.43
2004-08-31,610.986
2004-09-01,613.927
2004-09-02,619.127
2004-09-03,615.491
2004-09-06,616.529
2004-09-07,630.322
2004-09-08,630.435
2004-09-09,634.962
2004-09-10,641.593
2004-09-13,651.418
2004-09-14,653.441
2004-09-15,649.168
2004-09-16,654.751
2004-09-17,655.175
2004-09-20,654.179
2004-09-21,659.339
2004-09-22,650.642
2004-09-23,653.107
2004-09-24,655.69
2004-09-27,655.986
2004-09-28,656.701
2004-09-29,657.975
2004-09-30,663.925
2004-10-01,671.648
2004-10-04,681.119
2004-10-05,676.816
2004-10-06,678.65
2004-10-07,672.371
2004-10-08,665.96
2004-10-11,661.535
2004-10-12,651.592
2004-10-13,660.838
2004-10-14,651.881
2004-10-15,650.297
2004-10-18,648.62
2004-10-19,654.47
2004-10-20,654.258
2004-10-21,659.5
2004-10-22,651.823
2004-10-25,649.093
2004-10-26,659.115
2004-10-27,661.251
2004-10-28,655.926
2004-10-29,658.585
2004-11-01,668.605
2004-11-02,674.801
2004-11-03,691.948
2004-11-04,692.305
2004-11-05,698.12
2004-11-08,704.403
2004-11-09,702.693
2004-11-10,703.306
2004-11-11,712.866
2004-11-12,724.777
2004-11-15,733.122
2004-11-16,739.166
2004-11-17,741.324
2004-11-18,741.348
2004-11-19,738.303
2004-11-22,727.081
2004-11-23,738.351
2004-11-24,747.61
2004-11-25,746.993
2004-11-26,749.005
2004-11-29,742.993
2004-11-30,741.687
2004-12-01,748.428
2004-12-02,754.004
2004-12-03,755.246
2004-12-06,767.206
2004-12-07,771.205
2004-12-08,765.694
2004-12-09,757.806
2004-12-10,761.491
2004-12-13,772.33
2004-12-14,777.17
2004-12-15,780.028
2004-12-16,784.799
2004-12-17,783.072
2004-12-20,779.19
2004-12-21,768.73
2004-12-22,774.142
2004-12-23,778.746
2004-12-24,780.484
2004-12-27,789.001
2004-12-28,789.832
2004-12-29,787.035
2004-12-30,795.813
2004-12-31,799.66
2005-01-03,797.661
2005-01-04,788.406
2005-01-05,773.11
2005-01-06,781.063
2005-01-07,786.408
2005-01-10,801.527
2005-01-11,793.462
2005-01-12,793.312
2005-01-13,794.847
2005-01-14,789.985
2005-01-17,788.521
2005-01-18,789.063
2005-01-19,780.379
2005-01-20,775.719
2005-01-21,774.226
2005-01-24,770.856
2005-01-25,765.17
2005-01-26,761.877
2005-01-27,761.809
2005-01-28,758.683
2005-01-31,771.362
2005-02-01,774.691
2005-02-02,776.689
2005-02-03,781.246
2005-02-04,792.438
2005-02-07,787.671
2005-02-08,788.591
2005-02-09,778.266
2005-02-10,777.57
2005-02-11,784.816
2005-02-14,797.141
2005-02-15,797.557
2005-02-16,784.914
2005-02-17,787.138
2005-02-18,787.005
2005-02-21,784.825
2005-02-22,776.39
2005-02-23,774.951
2005-02-24,778.717
2005-02-25,782.916
2005-02-28,786.523
2005-03-01,794.383
2005-03-02,797.082
2005-03-03,801.719
2005-03-04,806.031
2005-03-07,816.527
2005-03-08,818.656
2005-03-09,815.301
2005-03-10,805.316
2005-03-11,803.98
2005-03-14,805.943
2005-03-15,807.81
2005-03-16,799.529
2005-03-17,797.975
2005-03-18,796.275
2005-03-21,798.844
2005-03-22,796.423
2005-03-23,783.557
2005-03-24,780.762
2005-03-25,781.41
2005-03-28,780.638
2005-03-29,769.686
2005-03-30,768.326
2005-03-31,772.797
2005-04-01,772.469
2005-04-04,765.108
2005-04-05,767.525
2005-04-06,768.999
2005-04-07,777.48
2005-04-08,771.896
2005-04-11,776.441
2005-04-12,777.783
2005-04-13,773.874
2005-04-14,763.52
2005-04-15,755.179
2005-04-18,754.638
2005-04-19,767.796
2005-04-20,762.783
2005-04-21,772.167
2005-04-22,768.83
2005-04-25,772.11
2005-04-26,766.154
2005-04-27,757.209
2005-04-28,756.026
2005-04-29,761.955
2005-05-02,773.048
2005-05-03,770.155
2005-05-04,780.428
2005-05-05,787.57
2005-05-06,790.837
2005-05-09,798.975
2005-05-10,797.448
2005-05-11,803.247
2005-05-12,802.965
2005-05-13,800.621
2005-05-16,800.638
2005-05-17,801.355
2005-05-18,800.077
2005-05-19,806.622
2005-05-20,804.817
2005-05-23,798.495
2005-05-24,799.686
2005-05-25,802.573
2005-05-26,802.988
2005-05-27,802.1
2005-05-30,799.995
2005-05-31,798.13
2005-06-01,802.434
2005-06-02,804.163
2005-06-03,799.531
2005-06-06,800.003
2005-06-07,804.47
2005-06-08,805.407
2005-06-09,799.332
2005-06-10,804.274
2005-06-13,801.018
2005-06-14,797.17
2005-06-15,783.895
2005-06-16,783.753
2005-06-17,781.375
2005-06-20,760.071
2005-06-21,767.405
2005-06-22,767.588
2005-06-23,755.807
2005-06-24,747.548
2005-06-27,738.907
2005-06-28,743.681
2005-06-29,748.049
2005-06-30,744.134
2005-07-01,730.714
2005-07-04,733.529
2005-07-05,721.822
2005-07-06,733.468
2005-07-07,739.1
2005-07-08,739.733
2005-07-11,752.18
2005-07-12,754.266
2005-07-13,752.988
2005-07-14,750.972
2005-07-15,749.41
2005-07-18,741.626
2005-07-19,742.76
2005-07-20,754.246
2005-07-21,755.251
2005-07-22,755.574
2005-07-25,754.696
2005-07-26,756.307
2005-07-27,758.224
2005-07-28,760.301
2005-07-29,760.028
2005-08-01,764.312
2005-08-02,775.696
2005-08-03,770.425
2005-08-04,767.517
2005-08-05,766.651
2005-08-08,756.45
2005-08-09,764.856
2005-08-10,769.603
2005-08-11,773.882
2005-08-12,767.022
2005-08-15,775.617
2005-08-16,774.373
2005-08-17,791.345
2005-08-18,794.795
2005-08-19,791.702
2005-08-22,786.423
2005-08-23,784.66
2005-08-24,783.727
2005-08-25,779.915
2005-08-26,775.591
2005-08-29,772.159
2005-08-30,771.009
2005-08-31,772.639
2005-09-01,784.409
2005-09-02,785.594
2005-09-05,789.971
2005-09-06,792.817
2005-09-07,795.288
2005-09-08,797.469
2005-09-09,798.792
2005-09-12,806.579
2005-09-13,804.922
2005-09-14,805.405
2005-09-15,803.302
2005-09-16,807.153
2005-09-19,796.151
2005-09-20,786.166
2005-09-21,775.624
2005-09-22,763.951
2005-09-23,768.863
2005-09-26,774.525
2005-09-27,779.111
2005-09-28,767.466
2005-09-29,771.27
2005-09-30,780.144
2005-10-03,792.728
2005-10-04,795.438
2005-10-05,784.401
2005-10-06,772.267
2005-10-07,775.291
2005-10-10,772.262
2005-10-11,760.612
2005-10-12,743.885
2005-10-13,745.519
2005-10-14,750.576
2005-10-17,740.657
2005-10-18,740.057
2005-10-19,735.322
2005-10-20,734.486
2005-10-21,743.804
2005-10-24,754.17
2005-10-25,757.232
2005-10-26,755.431
2005-10-27,753.616
2005-10-28,752.365
2005-10-31,767.443
2005-11-01,772.9
2005-11-02,784.809
2005-11-03,784.56
2005-11-04,789.309
2005-11-07,790.146
2005-11-08,784.575
2005-11-09,777.366
2005-11-10,775.572
2005-11-11,774.476
2005-11-14,757.073
2005-11-15,752.266
2005-11-16,758.083
2005-11-17,747.474
2005-11-18,751.653
2005-11-21,742.125
2005-11-22,738.591
2005-11-23,740.506
2005-11-24,738.971
2005-11-25,743.957
2005-11-28,757.152
2005-11-29,752.12
2005-11-30,753.187
2005-12-01,757.423
2005-12-02,757.807
2005-12-05,759.555
2005-12-06,764.812
2005-12-07,767.45
2005-12-08,771.624
2005-12-09,776.421
2005-12-12,787.937
2005-12-13,784.743
2005-12-14,784.738
2005-12-15,793.454
2005-12-16,788.833
2005-12-19,782.822
2005-12-20,793.024
2005-12-21,802.477
2005-12-22,806.271
2005-12-23,806.427
2005-12-26,801.623
2005-12-27,793.768
2005-12-28,788.001
2005-12-29,782.333
2005-12-30,773.637
2006-01-02,785.088
2006-01-03,788.648
2006-01-04,793.56
2006-01-05,781.098
2006-01-06,783.772
2006-01-09,799.65
2006-01-10,804.148
2006-01-11,812.378
2006-01-12,811.188
2006-01-13,807.578
2006-01-16,813.814
2006-01-17,811.733
2006-01-18,814.331
2006-01-19,822.611
2006-01-20,812.927
2006-01-23,812.157
2006-01-24,815.207
2006-01-25,806.1
2006-01-26,803.772
2006-01-27,799.77
2006-01-30,796.847
2006-01-31,793.609
2006-02-01,797.335
2006-02-02,789.026
2006-02-03,785.702
2006-02-06,769.989
2006-02-07,763.714
2006-02-08,764.904
2006-02-09,771.556
2006-02-10,770.449
2006-02-13,765.993
2006-02-14,755.06
2006-02-15,755.157
2006-02-16,757.244
2006-02-17,757.049
2006-02-20,753.994
2006-02-21,745.12
2006-02-22,745.231
2006-02-23,743.593
2006-02-24,744.573
2006-02-27,761.696
2006-02-28,758.689
2006-03-01,767.518
2006-03-02,768.768
2006-03-03,769.19
2006-03-06,769.293
2006-03-07,764.096
2006-03-08,762.649
2006-03-09,758.677
2006-03-10,758.447
2006-03-13,760.557
2006-03-14,761.749
2006-03-15,766.538
2006-03-16,768.232
2006-03-17,772.992
2006-03-20,772.238
2006-03-21,769.15
2006-03-22,770.451
2006-03-23,773.098
2006-03-24,778.02
2006-03-27,773.432
2006-03-28,769.02
2006-03-29,766.025
2006-03-30,765.052
2006-03-31,758.506
2006-04-03,758.796
2006-04-04,772.503
2006-04-05,783.472
2006-04-06,785.438
2006-04-07,784.994
2006-04-10,789.354
2006-04-11,783.279
2006-04-12,781.702
2006-04-13,785.968
2006-04-14,785.968
2006-04-17,782.709
2006-04-18,787.853
2006-04-19,788.929
2006-04-20,790.362
2006-04-21,785.99
2006-04-24,784.588
2006-04-25,791.47
2006-04-26,802.651
2006-04-27,805.194
2006-04-28,808.056
2006-05-01,814.328
2006-05-02,812.676
2006-05-03,809.077
2006-05-04,819.052
2006-05-05,823.288
2006-05-08,836.836
2006-05-09,836.72
2006-05-10,836.111
2006-05-11,826.883
2006-05-12,822.544
2006-05-15,812.969
2006-05-16,823.444
2006-05-17,810.475
2006-05-18,811.084
2006-05-19,812.379
2006-05-22,784.486
2006-05-23,791.87
2006-05-24,780.275
2006-05-25,778.387
2006-05-26,780.495
2006-05-29,787.483
2006-05-30,779.527
2006-05-31,778.515
2006-06-01,766.04
2006-06-02,766.747
2006-06-05,763.986
2006-06-06,746.367
2006-06-07,744.666
2006-06-08,743.039
2006-06-09,743.507
2006-06-12,728.248
2006-06-13,713.358
2006-06-14,711.611
2006-06-15,726.531
2006-06-16,728.374
2006-06-19,728.629
2006-06-20,723.149
2006-06-21,728.358
2006-06-22,738.555
2006-06-23,735.966
2006-06-26,729.962
2006-06-27,723.545
2006-06-28,715.751
2006-06-29,724.57
2006-06-30,731.19
2006-07-03,747.083
2006-07-04,752.768
2006-07-05,742.571
2006-07-06,744.846
2006-07-07,742.396
2006-07-10,735.976
2006-07-11,728.759
2006-07-12,694.377
2006-07-13,665.022
2006-07-14,659.43
2006-07-17,670.17
2006-07-18,683.124
2006-07-19,686.355
2006-07-20,690.189
2006-07-21,686.635
2006-07-24,695.236
2006-07-25,698.171
2006-07-26,692.166
2006-07-27,696.712
2006-07-28,700.275
2006-07-31,728.649
2006-08-01,725.634
2006-08-02,746.764
2006-08-03,747.779
2006-08-04,750.167
2006-08-07,743.354
2006-08-08,741.18
2006-08-09,732.645
2006-08-10,722.955
2006-08-11,721.58
2006-08-14,735.137
2006-08-15,747.495
2006-08-16,754.055
2006-08-17,766.235
2006-08-18,766.319
2006-08-21,768.052
2006-08-22,764.867
2006-08-23,761.404
2006-08-24,762.873
2006-08-25,765.522
2006-08-28,755.065
2006-08-29,766.456
2006-08-30,774.208
2006-08-31,773.752
2006-09-01,774.3
2006-09-04,770.57
2006-09-05,767.992
2006-09-06,752.402
2006-09-07,750.097
2006-09-08,755.47
2006-09-11,757.438
2006-09-12,769.882
2006-09-13,776.055
2006-09-14,778.103
2006-09-15,777.219
2006-09-18,787.162
2006-09-19,783.938
2006-09-20,789.316
2006-09-21,787.709
2006-09-22,778.834
2006-09-25,778.043
2006-09-26,778.344
2006-09-27,781.856
2006-09-28,784.276
2006-09-29,783.939
2006-10-02,781.739
2006-10-03,782.864
2006-10-04,803.997
2006-10-05,808.802
2006-10-06,816.636
2006-10-09,823.81
2006-10-10,827.473
2006-10-11,827.919
2006-10-12,839.093
2006-10-13,844.418
2006-10-16,857.09
2006-10-17,850.681
2006-10-18,851.421
2006-10-19,861.182
2006-10-20,830.154
2006-10-23,828.978
2006-10-24,831.155
2006-10-25,837.412
2006-10-26,842.729
2006-10-27,833.293
2006-10-30,834.51
2006-10-31,833.613
2006-11-01,833.513
2006-11-02,816.006
2006-11-03,818.897
2006-11-06,830.206
2006-11-07,821.362
2006-11-08,818.057
2006-11-09,819.601
2006-11-10,822.205
2006-11-13,830.575
2006-11-14,841.754
2006-11-15,840.04
2006-11-16,834.575
2006-11-17,833.585
2006-11-20,835.186
2006-11-21,835.051
2006-11-22,845.591
2006-11-23,840.835
2006-11-24,839.246
2006-11-27,842.628
2006-11-28,838.645
2006-11-29,849.752
2006-11-30,858.707
2006-12-01,858.315
2006-12-04,861.064
2006-12-05,863.908
2006-12-06,861.313
2006-12-07,862.396
2006-12-08,863.676
2006-12-11,859.094
2006-12-12,853.205
2006-12-13,860.744
2006-12-14,859.335
2006-12-15,855.604
2006-12-18,849.744
2006-12-19,843.233
2006-12-20,851.709
2006-12-21,851.529
2006-12-22,850.374
2006-12-25,838.413
2006-12-26,833.872
2006-12-27,837.355
2006-12-28,835.334
2006-12-29,834.331
2007-01-01,846.976
2007-01-02,851.883
2007-01-03,854.59
2007-01-04,854.88
2007-01-05,852.418
2007-01-08,849.472
2007-01-09,848.596
2007-01-10,837.987
2007-01-11,844.819
2007-01-12,848.155
2007-01-15,853.213
2007-01-16,858.232
2007-01-17,854.254
2007-01-18,853.628
2007-01-19,855.857
2007-01-22,862.92
2007-01-23,864.401
2007-01-24,868.568
2007-01-25,860.908
2007-01-26,860.989
2007-01-29,861.727
2007-01-30,857.461
2007-01-31,857.548
2007-02-01,864.794
2007-02-02,867.105
2007-02-05,878.425
2007-02-06,885.291
2007-02-07,896.579
2007-02-08,901.356
2007-02-09,901.133
2007-02-12,898.747
2007-02-13,912.887
2007-02-14,922.979
2007-02-15,918.705
2007-02-16,921.959
2007-02-19,927.366
2007-02-20,917.413
2007-02-21,924.949
2007-02-22,922.622
2007-02-23,922.288
2007-02-26,925.298
2007-02-27,903.377
2007-02-28,903.905
2007-03-01,889.686
2007-03-02,888.947
2007-03-05,867.435
2007-03-06,885.7
2007-03-07,889.609
2007-03-08,904.997
2007-03-09,904.301
2007-03-12,915.65
2007-03-13,907.644
2007-03-14,884.925
2007-03-15,882.794
2007-03-16,882.209
2007-03-19,883.466
2007-03-20,889.092
2007-03-21,896.832
2007-03-22,906.586
2007-03-23,906.997
2007-03-26,910.958
2007-03-27,921.434
2007-03-28,910.977
2007-03-29,913.114
2007-03-30,915.617
2007-04-02,915.867
2007-04-03,917.992
2007-04-04,931.531
2007-04-05,930.488
2007-04-06,930.488
