Date,ISRAEL SMID GROWTH SMID (Small+Mid Cap)
2012-12-31,1021.329
2013-01-31,1006.232
2013-02-28,1027.928
2013-03-29,1075.579
2013-04-30,1077.891
2013-05-31,1096.526
2013-06-28,1060.973
2013-07-31,1109.464
2013-08-30,1074.345
2013-09-30,1169.272
2013-10-31,1176.367
2013-11-29,1221.577
2013-12-31,1269.69
2014-01-31,1211.162
2014-02-28,1257.235
2014-03-31,1298.023
2014-04-30,1284.709
2014-05-30,1275.417
2014-06-30,1272.856
2014-07-31,1255.71
2014-08-29,1224.279
2014-09-30,1235.061
2014-10-31,1135.999
2014-11-28,1143.854
2014-12-31,1139.443
2015-01-30,1114.654
2015-02-27,1197.668
2015-03-31,1263.373
2015-04-30,1326.791
2015-05-29,1314.112
2015-06-30,1336.034
2015-07-31,1376.34
2015-08-31,1290.804
2015-09-30,1243.279
2015-10-30,1316.716
2015-11-30,1313.839
2015-12-31,1296.018
2016-01-29,1251.686
2016-02-29,1270.662
2016-03-31,1347.169
2016-04-29,1374.156
2016-05-31,1375.214
2016-06-30,1334.744
2016-07-29,1439.847
2016-08-31,1441.014
2016-09-30,1410.701
2016-10-31,1380.331
2016-11-30,1423.581
2016-12-30,1418.748
2017-01-31,1495.375
2017-02-28,1578.928
2017-03-31,1605.671
2017-04-28,1670.058
2017-05-31,1728.173
2017-06-30,1737.713
2017-07-31,1710.926
2017-08-31,1766.88
2017-09-29,1821.355
2017-10-31,1875.999
2017-11-30,1889.062
2017-12-29,1909.15
2018-01-31,2008.841
2018-02-28,1988.721
2018-03-30,1939.912
2018-04-30,1942.949
2018-05-31,2040.555
2018-06-29,2006.435
2018-07-31,2041.931
2018-08-31,2232.715
2018-09-28,2241.882
2018-10-31,2060.044
2018-11-30,2139.287
2018-12-31,2037.606
2019-01-31,2173.506
2019-02-28,2306.17
2019-03-29,2312.362
2019-04-30,2493.432
2019-05-31,2498.462
2019-06-28,2546.326
2019-07-31,2743.714
2019-08-30,2631.659
2019-09-30,2637.744
2019-10-31,2709.152
2019-11-29,2794.344
2019-12-31,2816.621
2020-01-31,2994.125
2020-02-28,2758.513
2020-03-31,2264.197
2020-04-30,2628.054
2020-05-29,2972.082
2020-06-30,3036.028
2020-07-31,3350.044
2020-08-31,3550.07
2020-09-30,3357.352
2020-10-30,3342.07
2020-11-30,3627.012
2020-12-31,4065.364
2021-01-29,4023.722
2021-02-26,3937.102
2021-03-31,3811.121
2021-04-30,4087.306
2021-05-31,4000.06
2021-06-30,4188.507
2021-07-30,4325.538
2021-08-31,4448.898
2021-09-30,4467.232
2021-10-29,4738.385
2021-11-30,4717.083
2021-12-31,4895.569
2022-01-31,4329.713
2022-02-28,4229.898
2022-03-31,4211.228
2022-04-29,3813.935
2022-05-31,3489.925
2022-06-30,3272.008
2022-07-29,3507.443
2022-08-31,3627.49
2022-09-30,3217.909
2022-10-31,3301.884
2022-11-30,3268.37
2022-12-30,2994.574
2023-01-31,3126.91
2023-02-28,2911.098
2023-03-31,2940.896
2023-04-28,2871.236
2023-05-31,2913.284
2023-06-30,2962.294
2023-07-31,3196.737
2023-08-31,3018.248
2023-09-29,2819.987
2023-10-31,2437.993
2023-11-30,2914.563
2023-12-29,3166.639
2024-01-31,3218.449
2024-02-29,3513.951
2024-03-29,3547.23
2024-04-30,3232.635
2024-05-31,3339.211
2024-06-28,3361.498
2024-07-31,3338.789
2024-08-30,3548.774
2024-09-30,3541.172
2024-10-31,3575.136
2024-11-29,3928.627
2024-12-31,3923.992
2025-01-31,4201.262
2025-02-28,4004.81
2025-03-31,3615.561
2025-04-30,3820.737
2025-05-30,4047.54
