Date,EM (EMERGING MARKETS) MID CAP Mid Cap
2001-05-07,215.378
2001-05-08,214.434
2001-05-09,214.006
2001-05-10,214.329
2001-05-11,214.203
2001-05-14,213.218
2001-05-15,212.42
2001-05-16,213.139
2001-05-17,216.515
2001-05-18,217.419
2001-05-21,217.891
2001-05-22,219.271
2001-05-23,220.727
2001-05-24,221.79
2001-05-25,221.164
2001-05-28,220.733
2001-05-29,219.882
2001-05-30,218.02
2001-05-31,218.383
2001-06-01,216.952
2001-06-04,217.358
2001-06-05,217.178
2001-06-06,218.45
2001-06-07,218.121
2001-06-08,220.492
2001-06-11,219.459
2001-06-12,218.895
2001-06-13,219.03
2001-06-14,218.231
2001-06-15,218.108
2001-06-18,214.453
2001-06-19,213.701
2001-06-20,212.957
2001-06-21,213.852
2001-06-22,214.901
2001-06-25,214.564
2001-06-26,214.089
2001-06-27,213.84
2001-06-28,213.333
2001-06-29,214.949
2001-07-02,214.823
2001-07-03,214.439
2001-07-04,212.713
2001-07-05,211.67
2001-07-06,208.482
2001-07-09,207.757
2001-07-10,206.345
2001-07-11,201.825
2001-07-12,203.534
2001-07-13,202.049
2001-07-16,200.79
2001-07-17,201.204
2001-07-18,201.12
2001-07-19,201.553
2001-07-20,201.246
2001-07-23,201.694
2001-07-24,200.978
2001-07-25,200.163
2001-07-26,202.082
2001-07-27,201.851
2001-07-30,202.211
2001-07-31,201.999
2001-08-01,202.409
2001-08-02,204.893
2001-08-03,206.036
2001-08-06,204.903
2001-08-07,204.672
2001-08-08,205.34
2001-08-09,203.699
2001-08-10,204.122
2001-08-13,205.214
2001-08-14,207.186
2001-08-15,207.771
2001-08-16,208.594
2001-08-17,207.918
2001-08-20,206.691
2001-08-21,206.652
2001-08-22,206.745
2001-08-23,206.483
2001-08-24,206.991
2001-08-27,208.576
2001-08-28,208.214
2001-08-29,208.454
2001-08-30,207.165
2001-08-31,206.33
2001-09-03,204.988
2001-09-04,205.575
2001-09-05,205.014
2001-09-06,204.147
2001-09-07,203.61
2001-09-10,201.278
2001-09-11,195.28
2001-09-12,191.018
2001-09-13,187.644
2001-09-14,181.35
2001-09-17,175.852
2001-09-18,177.054
2001-09-19,178.843
2001-09-20,174.229
2001-09-21,169.984
2001-09-24,171.437
2001-09-25,170.907
2001-09-26,171.329
2001-09-27,171.506
2001-09-28,173.155
2001-10-01,172.433
2001-10-02,170.662
2001-10-03,169.69
2001-10-04,172.263
2001-10-05,172.447
2001-10-08,170.233
2001-10-09,172.525
2001-10-10,173.508
2001-10-11,177.383
2001-10-12,176.453
2001-10-15,176.44
2001-10-16,178.231
2001-10-17,179.268
2001-10-18,178.488
2001-10-19,179.01
2001-10-22,180.43
2001-10-23,180.52
2001-10-24,181.617
2001-10-25,181.543
2001-10-26,182.861
2001-10-29,182.458
2001-10-30,180.082
2001-10-31,180.729
2001-11-01,181.17
2001-11-02,182.232
2001-11-05,184.991
2001-11-06,185.353
2001-11-07,185.231
2001-11-08,187.318
2001-11-09,187.053
2001-11-12,187.906
2001-11-13,189.241
2001-11-14,192.008
2001-11-15,194.352
2001-11-16,195.895
2001-11-19,198.76
2001-11-20,197.359
2001-11-21,198.184
2001-11-22,199.369
2001-11-23,201.402
2001-11-26,205.932
2001-11-27,205.209
2001-11-28,200.812
2001-11-29,200.452
2001-11-30,201.71
2001-12-03,204.53
2001-12-04,205.623
2001-12-05,208.829
2001-12-06,212.242
2001-12-07,214.276
2001-12-10,214.606
2001-12-11,214.02
2001-12-12,216.443
2001-12-13,214.07
2001-12-14,214.044
2001-12-17,214.063
2001-12-18,211.087
2001-12-19,209.542
2001-12-20,210.689
2001-12-21,209.218
2001-12-24,210.837
2001-12-25,212.959
2001-12-26,214.349
2001-12-27,214.606
2001-12-28,216.618
2001-12-31,219.12
2002-01-01,219.301
2002-01-02,221.656
2002-01-03,223.37
2002-01-04,226.469
2002-01-07,228.161
2002-01-08,227.221
2002-01-09,229.033
2002-01-10,228.754
2002-01-11,226.838
2002-01-14,226.483
2002-01-15,225.272
2002-01-16,222.887
2002-01-17,224.096
2002-01-18,224.534
2002-01-21,227.165
2002-01-22,227.939
2002-01-23,228.754
2002-01-24,230.133
2002-01-25,232.239
2002-01-28,233.236
2002-01-29,230.913
2002-01-30,229.501
2002-01-31,231.605
2002-02-01,231.36
2002-02-04,230.408
2002-02-05,230.979
2002-02-06,233.666
2002-02-07,231.907
2002-02-08,232.718
2002-02-11,231.89
2002-02-12,232.635
2002-02-13,234.017
2002-02-14,236.717
2002-02-15,237.175
2002-02-18,238.308
2002-02-19,236.286
2002-02-20,234.264
2002-02-21,233.382
2002-02-22,232.404
2002-02-25,231.801
2002-02-26,233.5
2002-02-27,238.122
2002-02-28,237.18
2002-03-01,239.26
2002-03-04,244.481
2002-03-05,245.06
2002-03-06,246.194
2002-03-07,246.553
2002-03-08,246.817
2002-03-11,248.429
2002-03-12,247.466
2002-03-13,247.929
2002-03-14,249.573
2002-03-15,250.115
2002-03-18,252.04
2002-03-19,252.868
2002-03-20,253.845
2002-03-21,253.567
2002-03-22,254.275
2002-03-25,253.014
2002-03-26,253.391
2002-03-27,253.563
2002-03-28,254.054
2002-03-29,253.958
2002-04-01,252.13
2002-04-02,253.402
2002-04-03,253.296
2002-04-04,253.67
2002-04-05,255.713
2002-04-08,256.054
2002-04-09,254.677
2002-04-10,255.689
2002-04-11,256.426
2002-04-12,257.995
2002-04-15,258.69
2002-04-16,260.156
2002-04-17,264.006
2002-04-18,264.069
2002-04-19,265.663
2002-04-22,264.597
2002-04-23,263.432
2002-04-24,262.395
2002-04-25,259.278
2002-04-26,260.093
2002-04-29,256.935
2002-04-30,255.571
2002-05-01,255.643
2002-05-02,255.641
2002-05-03,256.813
2002-05-06,254.264
2002-05-07,253.618
2002-05-08,255.929
2002-05-09,255.075
2002-05-10,254.771
2002-05-13,254.119
2002-05-14,255.114
2002-05-15,257.223
2002-05-16,257.26
2002-05-17,258.366
2002-05-20,255.515
2002-05-21,251.742
2002-05-22,252.214
2002-05-23,251.084
2002-05-24,254.039
2002-05-27,254.734
2002-05-28,253.516
2002-05-29,252.641
2002-05-30,251.849
2002-05-31,250.626
2002-06-03,250.816
2002-06-04,250.798
2002-06-05,250.823
2002-06-06,251.082
2002-06-07,247.201
2002-06-10,249.163
2002-06-11,247.967
2002-06-12,247.596
2002-06-13,248.64
2002-06-14,245.699
2002-06-17,243.729
2002-06-18,244.815
2002-06-19,238.918
2002-06-20,238.388
2002-06-21,237.23
2002-06-24,235.586
2002-06-25,233.36
2002-06-26,225.149
2002-06-27,227.636
2002-06-28,232.897
2002-07-01,231.861
2002-07-02,229.519
2002-07-03,229.824
2002-07-04,232.8
2002-07-05,237.453
2002-07-08,238.687
2002-07-09,241.953
2002-07-10,239.901
2002-07-11,235.322
2002-07-12,240.557
2002-07-15,239.081
2002-07-16,237.683
2002-07-17,238.913
2002-07-18,240.096
2002-07-19,237.054
2002-07-22,228.928
2002-07-23,229.547
2002-07-24,223.024
2002-07-25,224.084
2002-07-26,217.495
2002-07-29,219.221
2002-07-30,222.349
2002-07-31,220.597
2002-08-01,219.82
2002-08-02,219.985
2002-08-05,212.159
2002-08-06,210.548
2002-08-07,214.207
2002-08-08,216.064
2002-08-09,217.618
2002-08-12,217.59
2002-08-13,218.103
2002-08-14,220.459
2002-08-15,221.184
2002-08-16,222.596
2002-08-19,222.324
2002-08-20,222.937
2002-08-21,224.502
2002-08-22,224.421
2002-08-23,223.538
2002-08-26,223.298
2002-08-27,223.613
2002-08-28,222.167
2002-08-29,221.055
2002-08-30,222.548
2002-09-02,221.131
2002-09-03,218.075
2002-09-04,216.419
2002-09-05,215.479
2002-09-06,214.225
2002-09-09,214.054
2002-09-10,217.049
2002-09-11,218.587
2002-09-12,219.389
2002-09-13,215.935
2002-09-16,211.805
2002-09-17,215.941
2002-09-18,211.311
2002-09-19,210.54
2002-09-20,209.318
2002-09-23,204.56
2002-09-24,201.948
2002-09-25,200.193
2002-09-26,201.067
2002-09-27,200.524
2002-09-30,198.179
2002-10-01,199.907
2002-10-02,198.934
2002-10-03,197.746
2002-10-04,197.949
2002-10-07,193.099
2002-10-08,193.268
2002-10-09,190.865
2002-10-10,188.694
2002-10-11,188.659
2002-10-14,189.741
2002-10-15,194.636
2002-10-16,196.048
2002-10-17,199.38
2002-10-18,203.301
2002-10-21,203.034
2002-10-22,202.082
2002-10-23,207.44
2002-10-24,207.482
2002-10-25,206.802
2002-10-28,208.733
2002-10-29,206.502
2002-10-30,206.184
2002-10-31,208.367
2002-11-01,207.812
2002-11-04,211.58
2002-11-05,211.69
2002-11-06,214.221
2002-11-07,216.021
2002-11-08,216.872
2002-11-11,214.606
2002-11-12,213.317
2002-11-13,212.292
2002-11-14,213.903
2002-11-15,217.616
2002-11-18,218.176
2002-11-19,216.283
2002-11-20,216.091
2002-11-21,218.51
2002-11-22,220.358
2002-11-25,221.951
2002-11-26,220.742
2002-11-27,221.86
2002-11-28,221.662
2002-11-29,223.746
2002-12-02,225.239
2002-12-03,225.079
2002-12-04,222.336
2002-12-05,222.676
2002-12-06,222.577
2002-12-09,222.436
2002-12-10,221.966
2002-12-11,221.161
2002-12-12,221.854
2002-12-13,221.568
2002-12-16,223.057
2002-12-17,223.246
2002-12-18,223.582
2002-12-19,223.991
2002-12-20,224.536
2002-12-23,222.583
2002-12-24,220.898
2002-12-25,220.715
2002-12-26,220.855
2002-12-27,220.019
2002-12-30,218.069
2002-12-31,218.077
2003-01-01,217.964
2003-01-02,219.712
2003-01-03,223.089
2003-01-06,225.251
2003-01-07,224.46
2003-01-08,225.378
2003-01-09,226.272
2003-01-10,227.2
2003-01-13,229.916
2003-01-14,229.817
2003-01-15,230.453
2003-01-16,228.731
2003-01-17,226.005
2003-01-20,225.898
2003-01-21,224.29
2003-01-22,223.278
2003-01-23,224.574
2003-01-24,221.616
2003-01-27,218.064
2003-01-28,219.168
2003-01-29,219.433
2003-01-30,220.342
2003-01-31,221.177
2003-02-03,222.405
2003-02-04,222.975
2003-02-05,222.723
2003-02-06,220.829
2003-02-07,218.622
2003-02-10,217.218
2003-02-11,217.704
2003-02-12,218.345
2003-02-13,216.044
2003-02-14,216.38
2003-02-17,221.393
2003-02-18,220.865
2003-02-19,219.525
2003-02-20,220.274
2003-02-21,220.667
2003-02-24,221.25
2003-02-25,217.672
2003-02-26,217.564
2003-02-27,217.312
2003-02-28,217.427
2003-03-03,218.87
2003-03-04,217.33
2003-03-05,215.53
2003-03-06,214.288
2003-03-07,212.921
2003-03-10,210.042
2003-03-11,209.651
2003-03-12,209.44
2003-03-13,209.656
2003-03-14,210.748
2003-03-17,206.61
2003-03-18,211.408
2003-03-19,211.604
2003-03-20,214.815
2003-03-21,215.457
2003-03-24,213.397
2003-03-25,212.532
2003-03-26,213.15
2003-03-27,212.552
2003-03-28,212.457
2003-03-31,209.475
2003-04-01,211.353
2003-04-02,213.021
2003-04-03,214.611
2003-04-04,217.374
2003-04-07,222.185
2003-04-08,222.158
2003-04-09,221.581
2003-04-10,222.56
2003-04-11,223.875
2003-04-14,224.582
2003-04-15,226.45
2003-04-16,229.076
2003-04-17,230.214
2003-04-18,231.401
2003-04-21,231.118
2003-04-22,228.695
2003-04-23,227.991
2003-04-24,225.766
2003-04-25,222.489
2003-04-28,222.984
2003-04-29,227.344
2003-04-30,226.549
2003-05-01,226.638
2003-05-02,227.415
2003-05-05,229.942
2003-05-06,229.972
2003-05-07,232.229
2003-05-08,231.598
2003-05-09,233.606
2003-05-12,236.12
2003-05-13,236.704
2003-05-14,235.859
2003-05-15,234.496
2003-05-16,233.756
2003-05-19,231.391
2003-05-20,230.939
2003-05-21,231.146
2003-05-22,231.733
2003-05-23,236.376
2003-05-26,239.523
2003-05-27,238.866
2003-05-28,240.799
2003-05-29,242.744
2003-05-30,243.802
2003-06-02,246.383
2003-06-03,246.165
2003-06-04,246.863
2003-06-05,249.83
2003-06-06,250.79
2003-06-09,251.566
2003-06-10,251.1
2003-06-11,251.484
2003-06-12,254.278
2003-06-13,256.616
2003-06-16,258.601
2003-06-17,262.055
2003-06-18,260.42
2003-06-19,261.208
2003-06-20,260.141
2003-06-23,256.59
2003-06-24,256.353
2003-06-25,258.824
2003-06-26,258.28
2003-06-27,259.643
2003-06-30,258.953
2003-07-01,262.169
2003-07-02,265.34
2003-07-03,266.742
2003-07-04,268.863
2003-07-07,272.607
2003-07-08,272.719
2003-07-09,272.363
2003-07-10,271.59
2003-07-11,271.421
2003-07-14,275.93
2003-07-15,273.955
2003-07-16,273.203
2003-07-17,269.954
2003-07-18,268.777
2003-07-21,267.606
2003-07-22,268.363
2003-07-23,268.454
2003-07-24,270.752
2003-07-25,273.11
2003-07-28,276.27
2003-07-29,275.057
2003-07-30,274.27
2003-07-31,274.699
2003-08-01,275.723
2003-08-04,274.621
2003-08-05,272.789
2003-08-06,270.995
2003-08-07,273.439
2003-08-08,273.808
2003-08-11,274.959
2003-08-12,275.889
2003-08-13,279.197
2003-08-14,280.757
2003-08-15,281.324
2003-08-18,284.531
2003-08-19,284.359
2003-08-20,284.9
2003-08-21,288.699
2003-08-22,289.375
2003-08-25,287.673
2003-08-26,287.147
2003-08-27,288.611
2003-08-28,287.771
2003-08-29,290.062
2003-09-01,293.094
2003-09-02,294.238
2003-09-03,294.861
2003-09-04,294.262
2003-09-05,294.156
2003-09-08,294.187
2003-09-09,292.954
2003-09-10,292.62
2003-09-11,293.414
2003-09-12,293.585
2003-09-15,291.459
2003-09-16,294.023
2003-09-17,294.758
2003-09-18,294.552
2003-09-19,294.452
2003-09-22,291.934
2003-09-23,294.06
2003-09-24,296.591
2003-09-25,294.691
2003-09-26,293.159
2003-09-29,292.782
2003-09-30,293.708
2003-10-01,296.622
2003-10-02,300.479
2003-10-03,303.043
2003-10-06,305.865
2003-10-07,307.729
2003-10-08,309.18
2003-10-09,313.786
2003-10-10,317.035
2003-10-13,319.385
2003-10-14,318.312
2003-10-15,318.662
2003-10-16,322.129
2003-10-17,319.778
2003-10-20,321.026
2003-10-21,320.238
2003-10-22,319.582
2003-10-23,313.764
2003-10-24,314.603
2003-10-27,315.083
2003-10-28,319.433
2003-10-29,320.052
2003-10-30,322.69
2003-10-31,323.159
2003-11-03,327.554
2003-11-04,329.589
2003-11-05,330.546
2003-11-06,326.624
2003-11-07,329.229
2003-11-10,328.493
2003-11-11,326.612
2003-11-12,327.736
2003-11-13,330.76
2003-11-14,331.852
2003-11-17,327.271
2003-11-18,327.756
2003-11-19,321.651
2003-11-20,319.338
2003-11-21,320.627
2003-11-24,319.253
2003-11-25,322.84
2003-11-26,326.377
2003-11-27,326.559
2003-11-28,330.347
2003-12-01,338.302
2003-12-02,339.04
2003-12-03,339.89
2003-12-04,339.291
2003-12-05,338.439
2003-12-08,337.556
2003-12-09,340.318
2003-12-10,339.755
2003-12-11,340.501
2003-12-12,343.324
2003-12-15,346.129
2003-12-16,343.791
2003-12-17,339.941
2003-12-18,341.152
2003-12-19,340.907
2003-12-22,342.53
2003-12-23,342.735
2003-12-24,344.044
2003-12-25,343.456
2003-12-26,344.102
2003-12-29,346.552
2003-12-30,350.838
2003-12-31,352.372
2004-01-01,352.577
2004-01-02,358.585
2004-01-05,367.42
2004-01-06,365.62
2004-01-07,366.306
2004-01-08,368.358
2004-01-09,373.372
2004-01-12,371.484
2004-01-13,371.646
2004-01-14,369.473
2004-01-15,364.611
2004-01-16,363.651
2004-01-19,365.5
2004-01-20,368.49
2004-01-21,367.785
2004-01-22,367.363
2004-01-23,369.812
2004-01-26,370.183
2004-01-27,372.652
2004-01-28,372.857
2004-01-29,366.085
2004-01-30,365.861
2004-02-02,366.158
2004-02-03,366.116
2004-02-04,364.944
2004-02-05,364.38
2004-02-06,370.378
2004-02-09,376.578
2004-02-10,377.074
2004-02-11,379.266
2004-02-12,383.114
2004-02-13,385.815
2004-02-16,385.54
2004-02-17,388.338
2004-02-18,389.164
2004-02-19,385.8
2004-02-20,384.546
2004-02-23,384.626
2004-02-24,382.737
2004-02-25,384.822
2004-02-26,385.801
2004-02-27,389.065
2004-03-01,394.557
2004-03-02,397.647
2004-03-03,394.215
2004-03-04,395.395
2004-03-05,398.595
2004-03-08,398.545
2004-03-09,398.373
2004-03-10,392.316
2004-03-11,387.304
2004-03-12,385.615
2004-03-15,384.031
2004-03-16,385.331
2004-03-17,387.79
2004-03-18,392.718
2004-03-19,395.151
2004-03-22,386.887
2004-03-23,384.549
2004-03-24,384.282
2004-03-25,381.561
2004-03-26,383.618
2004-03-29,391.096
2004-03-30,394.315
2004-03-31,399.342
2004-04-01,403.011
2004-04-02,404.749
2004-04-05,407.312
2004-04-06,409.137
2004-04-07,409.563
2004-04-08,411.062
2004-04-09,410.585
2004-04-12,414.325
2004-04-13,411.276
2004-04-14,406.18
2004-04-15,402.782
2004-04-16,404.496
2004-04-19,404.396
2004-04-20,403.421
2004-04-21,400.76
2004-04-22,397.376
2004-04-23,400.332
2004-04-26,395.647
2004-04-27,394.313
2004-04-28,388.281
2004-04-29,376.016
2004-04-30,370.666
2004-05-03,367.689
2004-05-04,374.349
2004-05-05,372.576
2004-05-06,366.758
2004-05-07,363.377
2004-05-10,346.255
2004-05-11,347.989
2004-05-12,352.707
2004-05-13,347.252
2004-05-14,340.513
2004-05-17,329.601
2004-05-18,335.693
2004-05-19,348.81
2004-05-20,344.044
2004-05-21,351.444
2004-05-24,354.804
2004-05-25,354.336
2004-05-26,357.056
2004-05-27,362.801
2004-05-28,366.006
2004-05-31,363.658
2004-06-01,364.977
2004-06-02,364.379
2004-06-03,355.929
2004-06-04,358.773
2004-06-07,369.612
2004-06-08,368.713
2004-06-09,366.613
2004-06-10,365.719
2004-06-11,361.6
2004-06-14,355.556
2004-06-15,360.08
2004-06-16,359.073
2004-06-17,360.435
2004-06-18,359.442
2004-06-21,360.998
2004-06-22,359.893
2004-06-23,361.571
2004-06-24,366.953
2004-06-25,369.075
2004-06-28,369.149
2004-06-29,371.503
2004-06-30,374.285
2004-07-01,375.544
2004-07-02,374.351
2004-07-05,374.667
2004-07-06,374.515
2004-07-07,376.598
2004-07-08,372.431
2004-07-09,373.714
2004-07-12,374.327
2004-07-13,373.781
2004-07-14,371.509
2004-07-15,370.435
2004-07-16,372.367
2004-07-19,373.22
2004-07-20,369.298
2004-07-21,369.996
2004-07-22,367.776
2004-07-23,364.87
2004-07-26,362.417
2004-07-27,364.059
2004-07-28,365.13
2004-07-29,362.762
2004-07-30,364.829
2004-08-02,361.064
2004-08-03,360.575
2004-08-04,359.989
2004-08-05,362.583
2004-08-06,361.606
2004-08-09,363.632
2004-08-10,364.342
2004-08-11,360.769
2004-08-12,360.099
2004-08-13,359.191
2004-08-16,358.331
2004-08-17,360.523
2004-08-18,362.509
2004-08-19,367.888
2004-08-20,368.608
2004-08-23,368.085
2004-08-24,369.815
2004-08-25,371.51
2004-08-26,375.367
2004-08-27,374.608
2004-08-30,375.905
2004-08-31,378.134
2004-09-01,382.449
2004-09-02,384.727
2004-09-03,383.178
2004-09-06,384.642
2004-09-07,385.347
2004-09-08,386.068
2004-09-09,386.993
2004-09-10,387.831
2004-09-13,390.52
2004-09-14,393.133
2004-09-15,392.582
2004-09-16,396.737
2004-09-17,397.103
2004-09-20,400.773
2004-09-21,402.336
2004-09-22,398.009
2004-09-23,399.085
2004-09-24,398.942
2004-09-27,397.794
2004-09-28,397.977
2004-09-29,398.936
2004-09-30,401.821
2004-10-01,408.482
2004-10-04,416.154
2004-10-05,415.071
2004-10-06,415.095
2004-10-07,416.063
2004-10-08,418.379
2004-10-11,418.526
2004-10-12,412.262
2004-10-13,409.785
2004-10-14,406.828
2004-10-15,408.544
2004-10-18,410.101
2004-10-19,412.022
2004-10-20,406.926
2004-10-21,407.616
2004-10-22,408.139
2004-10-25,405.467
2004-10-26,406.022
2004-10-27,411.334
2004-10-28,415.923
2004-10-29,416.804
2004-11-01,418.208
2004-11-02,421.337
2004-11-03,427.077
2004-11-04,428.72
2004-11-05,430.084
2004-11-08,427.633
2004-11-09,428.873
2004-11-10,431.467
2004-11-11,430.864
2004-11-12,435.867
2004-11-15,439.306
2004-11-16,439.266
2004-11-17,445.707
2004-11-18,445.724
2004-11-19,444.373
2004-11-22,440.41
2004-11-23,443.782
2004-11-24,449.191
2004-11-25,450.385
2004-11-26,451.112
2004-11-29,454.263
2004-11-30,456.986
2004-12-01,458.461
2004-12-02,460.001
2004-12-03,460.264
2004-12-06,460.79
2004-12-07,457.739
2004-12-08,452.639
2004-12-09,450.323
2004-12-10,448.201
2004-12-13,453.567
2004-12-14,457.282
2004-12-15,461.813
2004-12-16,464.297
2004-12-17,463.999
2004-12-20,466.705
2004-12-21,467.487
2004-12-22,468.042
2004-12-23,468.311
2004-12-24,470.403
2004-12-27,470.831
2004-12-28,472.445
2004-12-29,476.313
2004-12-30,480.984
2004-12-31,483.891
2005-01-03,483.342
2005-01-04,476.207
2005-01-05,471.236
2005-01-06,464.147
2005-01-07,463.651
2005-01-10,464.874
2005-01-11,467.197
2005-01-12,465.379
2005-01-13,468.343
2005-01-14,468.44
2005-01-17,471.062
2005-01-18,468.323
2005-01-19,470.223
2005-01-20,465.225
2005-01-21,465.504
2005-01-24,466.921
2005-01-25,467.349
2005-01-26,473.364
2005-01-27,474.406
2005-01-28,476.372
2005-01-31,481.613
2005-02-01,480.209
2005-02-02,482.286
2005-02-03,484.417
2005-02-04,488.384
2005-02-07,489.742
2005-02-08,487.343
2005-02-09,488.225
2005-02-10,488.405
2005-02-11,492.167
2005-02-14,499.648
2005-02-15,500.778
2005-02-16,500.733
2005-02-17,503.208
2005-02-18,505.735
2005-02-21,507.164
2005-02-22,508.671
2005-02-23,508.401
2005-02-24,513.631
2005-02-25,516.384
2005-02-28,521.755
2005-03-01,522.154
2005-03-02,517.489
2005-03-03,518.423
2005-03-04,520.899
2005-03-07,523.995
2005-03-08,523.198
2005-03-09,524.45
2005-03-10,520.41
2005-03-11,522.46
2005-03-14,514.706
2005-03-15,505.416
2005-03-16,504.285
2005-03-17,501.572
2005-03-18,501.097
2005-03-21,497.249
2005-03-22,493.834
2005-03-23,485.284
2005-03-24,482.862
2005-03-25,485.693
2005-03-28,481.117
2005-03-29,475.438
2005-03-30,477.943
2005-03-31,486.314
2005-04-01,492.85
2005-04-04,487.831
2005-04-05,488.477
2005-04-06,490.619
2005-04-07,492.245
2005-04-08,490.901
2005-04-11,489.993
2005-04-12,487.749
2005-04-13,489.476
2005-04-14,479.356
2005-04-15,472.933
2005-04-18,464.752
2005-04-19,471.981
2005-04-20,472.398
2005-04-21,474.14
2005-04-22,474.737
2005-04-25,475.662
2005-04-26,477.639
2005-04-27,474.362
2005-04-28,470.525
2005-04-29,471.563
2005-05-02,473.38
2005-05-03,474.583
2005-05-04,482.967
2005-05-05,488.023
2005-05-06,490.858
2005-05-09,488.879
2005-05-10,485.324
2005-05-11,481.243
2005-05-12,478.774
2005-05-13,477.136
2005-05-16,475.46
2005-05-17,474.05
2005-05-18,476.133
2005-05-19,480.708
2005-05-20,479.129
2005-05-23,477.893
2005-05-24,479.56
2005-05-25,478.366
2005-05-26,479.198
2005-05-27,486.155
2005-05-30,488.167
2005-05-31,484.5
2005-06-01,483.662
2005-06-02,488.82
2005-06-03,494.093
2005-06-06,493.269
2005-06-07,492.431
2005-06-08,494.456
2005-06-09,490.907
2005-06-10,493.726
2005-06-13,493.258
2005-06-14,492.801
2005-06-15,496.331
2005-06-16,497.959
2005-06-17,502.044
2005-06-20,498.967
2005-06-21,496.1
2005-06-22,501.861
2005-06-23,501.956
2005-06-24,500.057
2005-06-27,497.506
2005-06-28,498.035
2005-06-29,497.51
2005-06-30,496.245
2005-07-01,497.508
2005-07-04,495.113
2005-07-05,491.781
2005-07-06,492.682
2005-07-07,490.123
2005-07-08,491.023
2005-07-11,500.803
2005-07-12,508.713
2005-07-13,510.314
2005-07-14,515.533
2005-07-15,513.042
2005-07-18,514.25
2005-07-19,516.318
2005-07-20,519.038
2005-07-21,522.835
2005-07-22,524.546
2005-07-25,524.7
2005-07-26,520.827
2005-07-27,523.766
2005-07-28,529.443
2005-07-29,529.444
2005-08-01,533.93
2005-08-02,539.412
2005-08-03,544.727
2005-08-04,545.995
2005-08-05,544.522
2005-08-08,542.237
2005-08-09,544.381
2005-08-10,547.698
2005-08-11,547.111
2005-08-12,545.344
2005-08-15,544.853
2005-08-16,542.382
2005-08-17,541.05
2005-08-18,536.609
2005-08-19,531.693
2005-08-22,538.889
2005-08-23,535.269
2005-08-24,529.03
2005-08-25,529.344
2005-08-26,528.562
2005-08-29,522.015
2005-08-30,522.876
2005-08-31,525.881
2005-09-01,533.12
2005-09-02,541.551
2005-09-05,543.033
2005-09-06,543.262
2005-09-07,545.474
2005-09-08,546.502
2005-09-09,548.921
2005-09-12,551.588
2005-09-13,547.96
2005-09-14,550.362
2005-09-15,549.858
2005-09-16,550.122
2005-09-19,550.493
2005-09-20,556.307
2005-09-21,556.872
2005-09-22,553.448
2005-09-23,549.941
2005-09-26,553.451
2005-09-27,554.192
2005-09-28,557.049
2005-09-29,563.257
2005-09-30,568.53
2005-10-03,570.381
2005-10-04,572.855
2005-10-05,564.99
2005-10-06,553.444
2005-10-07,553.951
2005-10-10,557.992
2005-10-11,560.636
2005-10-12,553.228
2005-10-13,540.981
2005-10-14,537.321
2005-10-17,537.699
2005-10-18,532.131
2005-10-19,521.153
2005-10-20,524.451
2005-10-21,527.564
2005-10-24,530.291
2005-10-25,528.679
2005-10-26,527.289
2005-10-27,521.793
2005-10-28,520.251
2005-10-31,529.775
2005-11-01,537.399
2005-11-02,545.123
2005-11-03,548.593
2005-11-04,547.35
2005-11-07,546.031
2005-11-08,544.758
