Date,EM (EMERGING MARKETS) GROWTH Standard (Large+Mid Cap)
2005-10-24,147.125
2005-10-25,147.109
2005-10-26,148.011
2005-10-27,146.264
2005-10-28,145.641
2005-10-31,148.475
2005-11-01,150.879
2005-11-02,152.946
2005-11-03,154.369
2005-11-04,154.145
2005-11-07,153.983
2005-11-08,153.757
2005-11-09,154.82
2005-11-10,155.184
2005-11-11,156.68
2005-11-14,157.17
2005-11-15,156.506
2005-11-16,157.147
2005-11-17,158.393
2005-11-18,159.217
2005-11-21,159.516
2005-11-22,157.848
2005-11-23,160.561
2005-11-24,160.91
2005-11-25,161.111
2005-11-28,161.616
2005-11-29,160.668
2005-11-30,161.303
2005-12-01,162.415
2005-12-02,164.262
2005-12-05,165.354
2005-12-06,166.48
2005-12-07,166.902
2005-12-08,165.699
2005-12-09,165.436
2005-12-12,166.392
2005-12-13,167.002
2005-12-14,166.874
2005-12-15,166.395
2005-12-16,166.581
2005-12-19,167.73
2005-12-20,167.519
2005-12-21,169.229
2005-12-22,169.468
2005-12-23,170.307
2005-12-26,170.28
2005-12-27,171.064
2005-12-28,170.118
2005-12-29,171.51
2005-12-30,171.031
2006-01-02,171.169
2006-01-03,174.893
2006-01-04,178.816
2006-01-05,179.481
2006-01-06,181.102
2006-01-09,183.136
2006-01-10,182.265
2006-01-11,182.776
2006-01-12,183.73
2006-01-13,183.688
2006-01-16,185.013
2006-01-17,182.588
2006-01-18,179.166
2006-01-19,182.757
2006-01-20,183.018
2006-01-23,182.517
2006-01-24,185.179
2006-01-25,187.182
2006-01-26,187.88
2006-01-27,189.509
2006-01-30,189.004
2006-01-31,190.671
2006-02-01,191.318
2006-02-02,189.422
2006-02-03,186.324
2006-02-06,189.208
2006-02-07,187.967
2006-02-08,185.297
2006-02-09,187.699
2006-02-10,188.21
2006-02-13,185.731
2006-02-14,186.018
2006-02-15,185.701
2006-02-16,187.357
2006-02-17,189.356
2006-02-20,191.052
2006-02-21,190.272
2006-02-22,189.41
2006-02-23,190.947
2006-02-24,191.106
2006-02-27,192.23
2006-02-28,190.292
2006-03-01,191.612
2006-03-02,192.773
2006-03-03,190.548
2006-03-06,189.723
2006-03-07,183.793
2006-03-08,181.242
2006-03-09,181.252
2006-03-10,181.861
2006-03-13,184.567
2006-03-14,184.649
2006-03-15,187.146
2006-03-16,188.135
2006-03-17,189.25
2006-03-20,189.839
2006-03-21,188.006
2006-03-22,186.512
2006-03-23,186.879
2006-03-24,187.362
2006-03-27,188.512
2006-03-28,187.275
2006-03-29,187.368
2006-03-30,190.023
2006-03-31,191.143
2006-04-03,194.94
2006-04-04,196.532
2006-04-05,197.212
2006-04-06,198.311
2006-04-07,197.574
2006-04-10,196.424
2006-04-11,195.206
2006-04-12,194.156
2006-04-13,194.159
2006-04-14,195.473
2006-04-17,197.178
2006-04-18,199.499
2006-04-19,202.157
2006-04-20,202.566
2006-04-21,204.137
2006-04-24,203.603
2006-04-25,202.228
2006-04-26,204.672
2006-04-27,203.264
2006-04-28,203.869
2006-05-01,204.683
2006-05-02,207.298
2006-05-03,208.097
2006-05-04,209.377
2006-05-05,210.6
2006-05-08,213.537
2006-05-09,213.654
2006-05-10,212.714
2006-05-11,211.357
2006-05-12,206.97
2006-05-15,198.175
2006-05-16,197.655
2006-05-17,197.651
2006-05-18,191.844
2006-05-19,190.859
2006-05-22,181.72
2006-05-23,184.546
2006-05-24,180.994
2006-05-25,181.54
2006-05-26,185.77
2006-05-29,186.954
2006-05-30,183.281
2006-05-31,181.835
2006-06-01,182.377
2006-06-02,186.382
2006-06-05,184.687
2006-06-06,180.611
2006-06-07,176.315
2006-06-08,169.009
2006-06-09,171.349
2006-06-12,168.756
2006-06-13,161.029
2006-06-14,162.921
2006-06-15,166.905
2006-06-16,171.28
2006-06-19,169.662
2006-06-20,167.637
2006-06-21,169.185
2006-06-22,170.51
2006-06-23,169.771
2006-06-26,169.855
2006-06-27,171.382
2006-06-28,171.352
2006-06-29,175.359
2006-06-30,181.515
2006-07-03,184.485
2006-07-04,185.587
2006-07-05,181.19
2006-07-06,182.318
2006-07-07,182.789
2006-07-10,184.01
2006-07-11,183.005
2006-07-12,182.999
2006-07-13,178.318
2006-07-14,175.178
2006-07-17,172.153
2006-07-18,172.663
2006-07-19,175.341
2006-07-20,179.035
2006-07-21,177.611
2006-07-24,177.795
2006-07-25,179.989
2006-07-26,180.418
2006-07-27,184.392
2006-07-28,184.28
2006-07-31,184.679
2006-08-01,182.751
2006-08-02,184.574
2006-08-03,184.788
2006-08-04,186.69
2006-08-07,185.973
2006-08-08,187.033
2006-08-09,188.994
2006-08-10,188.384
2006-08-11,188.602
2006-08-14,188.387
2006-08-15,189.039
2006-08-16,192.336
2006-08-17,193.872
2006-08-18,192.272
2006-08-21,190.831
2006-08-22,191.911
2006-08-23,190.369
2006-08-24,188.797
2006-08-25,188.987
2006-08-28,189.043
2006-08-29,191.002
2006-08-30,192.56
2006-08-31,191.851
2006-09-01,193.072
2006-09-04,196.008
2006-09-05,195.868
2006-09-06,193.802
2006-09-07,191.135
2006-09-08,191.378
2006-09-11,187.479
2006-09-12,188.871
2006-09-13,190.923
2006-09-14,191.493
2006-09-15,192.22
2006-09-18,194.865
2006-09-19,194.717
2006-09-20,193.84
2006-09-21,192.796
2006-09-22,190.272
2006-09-25,189.368
2006-09-26,190.806
2006-09-27,192.908
2006-09-28,194.2
2006-09-29,193.376
2006-10-02,194.372
2006-10-03,193.102
2006-10-04,193.185
2006-10-05,195.94
2006-10-06,195.593
2006-10-09,195.329
2006-10-10,196.267
2006-10-11,196.16
2006-10-12,196.989
2006-10-13,200.643
2006-10-16,201.556
2006-10-17,200.056
2006-10-18,200.932
2006-10-19,201.303
2006-10-20,201.09
2006-10-23,200.344
2006-10-24,200.971
2006-10-25,201.82
2006-10-26,203.23
2006-10-27,202.756
2006-10-30,200.149
2006-10-31,202.122
2006-11-01,204.385
2006-11-02,204.33
2006-11-03,205.697
2006-11-06,206.898
2006-11-07,208.406
2006-11-08,207.633
2006-11-09,208.878
2006-11-10,208.94
2006-11-13,208.78
2006-11-14,210.763
2006-11-15,211.038
2006-11-16,211.681
2006-11-17,209.825
2006-11-20,210.077
2006-11-21,211.673
2006-11-22,213.966
2006-11-23,214.268
2006-11-24,214.406
2006-11-27,214.435
2006-11-28,211.917
2006-11-29,215.212
2006-11-30,217.26
2006-12-01,217.347
2006-12-04,218.173
2006-12-05,220.677
2006-12-06,221.57
2006-12-07,221.33
2006-12-08,219.538
2006-12-11,218.489
2006-12-12,216.568
2006-12-13,216.85
2006-12-14,219.717
2006-12-15,220.895
2006-12-18,221.942
2006-12-19,218.199
2006-12-20,221.087
2006-12-21,221.478
2006-12-22,221.818
2006-12-25,221.391
2006-12-26,221.56
2006-12-27,225.401
2006-12-28,226.53
2006-12-29,227.041
2007-01-01,227.042
2007-01-02,230.867
2007-01-03,229.966
2007-01-04,226.374
2007-01-05,222.793
2007-01-08,221.45
2007-01-09,218.357
2007-01-10,216.135
2007-01-11,218.163
2007-01-12,221.123
2007-01-15,225.033
2007-01-16,224.74
2007-01-17,224.397
2007-01-18,224.775
2007-01-19,224.561
2007-01-22,226.269
2007-01-23,226.864
2007-01-24,229.641
2007-01-25,228.894
2007-01-26,225.608
2007-01-29,223.636
2007-01-30,224.655
2007-01-31,225.098
2007-02-01,227.652
2007-02-02,229.428
2007-02-05,229.75
2007-02-06,231.546
2007-02-07,231.658
2007-02-08,230.972
2007-02-09,230.414
2007-02-12,227.22
2007-02-13,227.86
2007-02-14,231.581
2007-02-15,233.299
2007-02-16,233.706
2007-02-19,234.183
2007-02-20,233.313
2007-02-21,233.641
2007-02-22,235.134
2007-02-23,234.12
2007-02-26,233.993
2007-02-27,226.894
2007-02-28,222.96
2007-03-01,219.46
2007-03-02,218.104
2007-03-05,209.705
2007-03-06,215.166
2007-03-07,215.519
2007-03-08,219.8
2007-03-09,221.824
2007-03-12,223.64
2007-03-13,222.002
2007-03-14,217.688
2007-03-15,220.653
2007-03-16,220.366
2007-03-19,223.928
2007-03-20,224.859
2007-03-21,227.457
2007-03-22,230.331
2007-03-23,230.549
2007-03-26,231.321
2007-03-27,230.048
2007-03-28,227.483
2007-03-29,229.895
2007-03-30,230.872
2007-04-02,230.681
2007-04-03,233.381
2007-04-04,236.204
2007-04-05,236.97
2007-04-06,237.069
2007-04-09,238.609
2007-04-10,238.988
2007-04-11,240.385
2007-04-12,240.526
2007-04-13,242.191
2007-04-16,245.012
2007-04-17,244.727
2007-04-18,243.882
2007-04-19,240.956
2007-04-20,245.268
2007-04-23,245.486
2007-04-24,245.341
2007-04-25,246.009
2007-04-26,246.588
2007-04-27,244.87
2007-04-30,243.512
2007-05-01,243.271
2007-05-02,244.846
2007-05-03,247.808
2007-05-04,249.877
2007-05-07,251.27
2007-05-08,249.329
2007-05-09,250.709
2007-05-10,248.96
2007-05-11,248.023
2007-05-14,249.233
2007-05-15,247.644
2007-05-16,250.659
2007-05-17,250.22
2007-05-18,250.897
2007-05-21,252.396
2007-05-22,253.226
2007-05-23,252.618
2007-05-24,249.277
2007-05-25,249.907
2007-05-28,250.476
2007-05-29,250.131
2007-05-30,248.386
2007-05-31,252.657
2007-06-01,257.245
2007-06-04,257.91
2007-06-05,257.941
2007-06-06,255.074
2007-06-07,254.3
2007-06-08,250.966
2007-06-11,252.374
2007-06-12,252.192
2007-06-13,252.364
2007-06-14,257.821
2007-06-15,260.922
2007-06-18,264.449
2007-06-19,264.352
2007-06-20,264.68
2007-06-21,265.982
2007-06-22,265.389
2007-06-25,263.623
2007-06-26,261.787
2007-06-27,260.704
2007-06-28,263.783
2007-06-29,264.754
2007-07-02,268.093
2007-07-03,271.814
2007-07-04,273.9
2007-07-05,274.826
2007-07-06,277.06
2007-07-09,280.87
2007-07-10,279.883
2007-07-11,279.23
2007-07-12,283.188
2007-07-13,287.132
2007-07-16,285.028
2007-07-17,285.036
2007-07-18,282.829
2007-07-19,285.577
2007-07-20,287.805
2007-07-23,290.51
2007-07-24,289.338
2007-07-25,285.979
2007-07-26,279.376
2007-07-27,270.441
2007-07-30,273.045
2007-07-31,278.252
2007-08-01,268.551
2007-08-02,270.699
2007-08-03,270.551
2007-08-06,264.978
2007-08-07,266.314
2007-08-08,274.149
2007-08-09,270.811
2007-08-10,261.805
2007-08-13,263.687
2007-08-14,259.52
2007-08-15,253.039
2007-08-16,238.663
2007-08-17,239.629
2007-08-20,248.539
2007-08-21,248.003
2007-08-22,254.374
2007-08-23,259.268
2007-08-24,260.183
2007-08-27,265.174
2007-08-28,262.974
2007-08-29,262.304
2007-08-30,265.646
2007-08-31,271.576
2007-09-03,273.337
2007-09-04,272.735
2007-09-05,271.528
2007-09-06,273.669
2007-09-07,272.399
2007-09-10,269.047
2007-09-11,272.188
2007-09-12,272.988
2007-09-13,276.531
2007-09-14,278.286
2007-09-17,275.763
2007-09-18,278.182
2007-09-19,287.458
2007-09-20,289.327
2007-09-21,290.639
2007-09-24,293.457
2007-09-25,292.739
2007-09-26,295.621
2007-09-27,301.694
2007-09-28,301.95
2007-10-01,304.985
2007-10-02,311.27
2007-10-03,307.806
2007-10-04,306.326
2007-10-05,311.221
2007-10-08,313.139
2007-10-09,315.462
2007-10-10,317.937
2007-10-11,322.065
2007-10-12,318.765
2007-10-15,321.234
2007-10-16,317.046
2007-10-17,318.661
2007-10-18,319.283
2007-10-19,315.764
2007-10-22,308.368
2007-10-23,317.026
2007-10-24,315.184
2007-10-25,319.699
2007-10-26,326.841
2007-10-29,333.909
2007-10-30,333.043
2007-10-31,335.162
2007-11-01,333.392
2007-11-02,328.618
2007-11-05,323.336
2007-11-06,328.311
2007-11-07,327.8
2007-11-08,320.804
2007-11-09,318.851
2007-11-12,307.933
2007-11-13,309.593
2007-11-14,319.465
2007-11-15,315.89
2007-11-16,311.068
2007-11-19,305.785
2007-11-20,305.766
2007-11-21,295.145
2007-11-22,294.078
2007-11-23,294.04
2007-11-26,297.923
2007-11-27,294.806
2007-11-28,300.307
2007-11-29,306.699
2007-11-30,310.86
2007-12-03,311.577
2007-12-04,312.84
2007-12-05,318.395
2007-12-06,320.618
2007-12-07,321.034
2007-12-10,319.186
2007-12-11,318.573
2007-12-12,316.665
2007-12-13,309.107
2007-12-14,304.285
2007-12-17,293.764
2007-12-18,295.503
2007-12-19,297.453
2007-12-20,297.29
2007-12-21,302.595
2007-12-24,308.37
2007-12-25,308.368
2007-12-26,309.729
2007-12-27,311.64
2007-12-28,311.571
2007-12-31,310.953
2008-01-01,310.967
2008-01-02,308.548
2008-01-03,306.749
2008-01-04,305.493
2008-01-07,300.785
2008-01-08,303.46
2008-01-09,304.815
2008-01-10,303.788
2008-01-11,301.34
2008-01-14,301.962
2008-01-15,296.613
2008-01-16,283.165
2008-01-17,281.105
2008-01-18,280.095
2008-01-21,262.408
2008-01-22,255.281
2008-01-23,257.613
2008-01-24,265.758
2008-01-25,272.733
2008-01-28,266.618
2008-01-29,270.174
2008-01-30,266.464
2008-01-31,265.207
2008-02-01,273.853
2008-02-04,280.184
2008-02-05,276.2
2008-02-06,270.602
2008-02-07,267.615
2008-02-08,267.775
2008-02-11,266.102
2008-02-12,270.531
2008-02-13,272.932
2008-02-14,279.05
2008-02-15,278.973
2008-02-18,281.404
2008-02-19,284.592
2008-02-20,281.275
2008-02-21,284.816
2008-02-22,284.124
2008-02-25,286.973
2008-02-26,289.94
2008-02-27,294.301
2008-02-28,294.858
2008-02-29,288.665
2008-03-03,282.524
2008-03-04,280.174
2008-03-05,281.266
2008-03-06,281.837
2008-03-07,275.578
2008-03-10,268.431
2008-03-11,274.949
2008-03-12,278.113
2008-03-13,270.277
2008-03-14,268.317
2008-03-17,255.902
2008-03-18,261.333
2008-03-19,261.339
2008-03-20,255.962
2008-03-21,257.568
2008-03-24,262.894
2008-03-25,271.07
2008-03-26,272.062
2008-03-27,272.273
2008-03-28,274.022
2008-03-31,271.979
2008-04-01,273.955
2008-04-02,279.228
2008-04-03,280.759
2008-04-04,281.912
2008-04-07,286.234
2008-04-08,284.283
2008-04-09,283.107
2008-04-10,284.647
2008-04-11,284.316
2008-04-14,279.406
2008-04-15,281.06
2008-04-16,284.716
2008-04-17,286.614
2008-04-18,286.806
2008-04-21,289.937
2008-04-22,291.356
2008-04-23,292.559
2008-04-24,291.333
2008-04-25,290.851
2008-04-28,291.867
2008-04-29,288.382
2008-04-30,291.973
2008-05-01,292.255
2008-05-02,295.626
2008-05-05,296.529
2008-05-06,298.121
2008-05-07,296.041
2008-05-08,294.11
2008-05-09,292.207
2008-05-12,293.873
2008-05-13,296.101
2008-05-14,296.863
2008-05-15,300.295
2008-05-16,305.512
2008-05-19,308.306
2008-05-20,304.754
2008-05-21,303.743
2008-05-22,300.949
2008-05-23,298.126
2008-05-26,294.521
2008-05-27,294.261
2008-05-28,295.458
2008-05-29,297.369
2008-05-30,299.673
2008-06-02,299.004
2008-06-03,294.76
2008-06-04,290.587
2008-06-05,293.11
2008-06-06,292.179
2008-06-09,288.24
2008-06-10,280.941
2008-06-11,279.135
2008-06-12,277.191
2008-06-13,276.369
2008-06-16,279.212
2008-06-17,282.222
2008-06-18,281.392
2008-06-19,278.588
2008-06-20,274.081
2008-06-23,271.616
2008-06-24,270.001
2008-06-25,273.843
2008-06-26,271.612
2008-06-27,267.664
2008-06-30,267.822
2008-07-01,263.017
2008-07-02,259.632
2008-07-03,254.04
2008-07-04,253.471
2008-07-07,255.38
2008-07-08,252.028
2008-07-09,255.489
2008-07-10,255.258
2008-07-11,257.096
2008-07-14,257.621
2008-07-15,250.616
2008-07-16,250.163
2008-07-17,254.208
2008-07-18,252.118
2008-07-21,256.984
2008-07-22,255.051
2008-07-23,258.459
2008-07-24,257.045
2008-07-25,252.79
2008-07-28,253.164
2008-07-29,250.722
2008-07-30,256.542
2008-07-31,257.451
2008-08-01,253.821
2008-08-04,247.281
2008-08-05,244.894
2008-08-06,248.554
2008-08-07,247.647
2008-08-08,243.205
2008-08-11,243.71
2008-08-12,241.686
2008-08-13,239.637
2008-08-14,242.408
2008-08-15,239.094
2008-08-18,236.182
2008-08-19,232.132
2008-08-20,237.262
2008-08-21,235.768
2008-08-22,235.595
2008-08-25,233.999
2008-08-26,230.92
2008-08-27,234.691
2008-08-28,235.312
2008-08-29,234.855
2008-09-01,229.035
2008-09-02,227.54
2008-09-03,223.92
2008-09-04,218.569
2008-09-05,213.721
2008-09-08,221.116
2008-09-09,212.265
2008-09-10,210.119
2008-09-11,205.269
2008-09-12,209.416
2008-09-15,201.757
2008-09-16,191.844
2008-09-17,187.922
2008-09-18,188.336
2008-09-19,207.945
2008-09-22,209.499
2008-09-23,203.251
2008-09-24,203.701
2008-09-25,205.489
2008-09-26,201.322
2008-09-29,188.934
2008-09-30,192.207
2008-10-01,191.708
2008-10-02,184.492
2008-10-03,180.306
2008-10-06,162.91
2008-10-07,160.097
2008-10-08,147.628
2008-10-09,150.818
2008-10-10,144.488
2008-10-13,155.643
2008-10-14,164.856
2008-10-15,152.048
2008-10-16,140.795
2008-10-17,139.425
2008-10-20,145.05
2008-10-21,142.131
2008-10-22,130.432
2008-10-23,124.988
2008-10-24,114.401
2008-10-27,109.461
2008-10-28,117.656
2008-10-29,123.359
2008-10-30,136.697
2008-10-31,139.155
2008-11-03,142.826
2008-11-04,147.807
2008-11-05,145.989
2008-11-06,135.423
2008-11-07,137.255
2008-11-10,141.588
2008-11-11,134.582
2008-11-12,129.616
2008-11-13,127.543
2008-11-14,128.938
2008-11-17,126.344
2008-11-18,121.301
2008-11-19,118.015
2008-11-20,111.693
2008-11-21,112.668
2008-11-24,117.54
2008-11-25,120.758
2008-11-26,123.607
2008-11-27,126.464
2008-11-28,126.613
2008-12-01,123.494
2008-12-02,120.416
2008-12-03,120.58
2008-12-04,120.026
2008-12-05,118.767
2008-12-08,128.632
2008-12-09,128.499
2008-12-10,134.487
2008-12-11,136.233
2008-12-12,132.269
2008-12-15,134.653
2008-12-16,136.974
2008-12-17,140.114
2008-12-18,140.942
2008-12-19,139.111
2008-12-22,135.609
2008-12-23,132.97
2008-12-24,132.649
2008-12-25,132.384
2008-12-26,132.314
2008-12-29,133.93
2008-12-30,135.919
2008-12-31,136.188
2009-01-01,136.415
2009-01-02,139.598
2009-01-05,143.765
2009-01-06,145.814
2009-01-07,142.488
2009-01-08,138.763
2009-01-09,136.987
2009-01-12,132.652
2009-01-13,132.469
2009-01-14,130.345
2009-01-15,126.68
2009-01-16,129.4
2009-01-19,128.631
2009-01-20,124.864
2009-01-21,124.311
2009-01-22,124.224
2009-01-23,122.705
2009-01-26,124.858
2009-01-27,125.657
2009-01-28,129.239
2009-01-29,129.067
2009-01-30,128.399
2009-02-02,125.773
2009-02-03,127.795
2009-02-04,130.443
2009-02-05,130.654
2009-02-06,135.974
2009-02-09,137.299
2009-02-10,136.429
2009-02-11,134.896
2009-02-12,132.347
2009-02-13,135.104
2009-02-16,133.657
2009-02-17,127.3
2009-02-18,126.436
2009-02-19,127.842
2009-02-20,123.171
2009-02-23,125.177
2009-02-24,123.414
2009-02-25,123.911
2009-02-26,123.962
2009-02-27,122.516
2009-03-02,116.676
2009-03-03,117.103
2009-03-04,121.526
2009-03-05,120.244
2009-03-06,120.436
2009-03-09,119.698
2009-03-10,123.414
2009-03-11,125.983
2009-03-12,127.04
2009-03-13,129.971
2009-03-16,132.757
2009-03-17,133.116
2009-03-18,133.619
2009-03-19,136.914
2009-03-20,135.612
2009-03-23,141.829
2009-03-24,142.077
2009-03-25,143.493
2009-03-26,146.258
2009-03-27,144.214
2009-03-30,137.435
2009-03-31,139.323
2009-04-01,141.527
2009-04-02,149.352
2009-04-03,150.118
2009-04-06,151.114
2009-04-07,149.527
2009-04-08,148.058
2009-04-09,153.377
2009-04-10,154.122
2009-04-13,155.147
2009-04-14,156.047
2009-04-15,155.467
2009-04-16,156.701
2009-04-17,155.599
2009-04-20,153.545
2009-04-21,152.182
2009-04-22,152.739
2009-04-23,155.703
2009-04-24,157.768
2009-04-27,154.485
2009-04-28,152.37
2009-04-29,157.684
2009-04-30,161.425
2009-05-01,161.477
2009-05-04,170.717
2009-05-05,171.274
2009-05-06,172.754
2009-05-07,172.731
2009-05-08,175.228
2009-05-11,174.902
2009-05-12,174.584
2009-05-13,171.833
2009-05-14,169.576
2009-05-15,171.357
2009-05-18,176.735
2009-05-19,180.649
2009-05-20,183.026
2009-05-21,179.077
2009-05-22,181.011
2009-05-25,181.457
2009-05-26,179.915
2009-05-27,183.23
2009-05-28,185.377
2009-05-29,187.765
2009-06-01,194.7
2009-06-02,193.15
2009-06-03,190.295
2009-06-04,189.868
2009-06-05,191.105
2009-06-08,187.875
2009-06-09,187.595
2009-06-10,191.931
2009-06-11,192.279
2009-06-12,191.674
2009-06-15,186.791
2009-06-16,185.623
2009-06-17,181.858
2009-06-18,180.974
2009-06-19,182.455
2009-06-22,178.961
2009-06-23,175.919
2009-06-24,180.441
2009-06-25,182.592
2009-06-26,185.404
2009-06-29,185.838
2009-06-30,184.889
2009-07-01,187.744
2009-07-02,186.078
2009-07-03,186.332
2009-07-06,183.428
2009-07-07,183.404
2009-07-08,180.839
2009-07-09,181.138
2009-07-10,179.67
2009-07-13,176.687
2009-07-14,180.806
2009-07-15,187.532
2009-07-16,189.334
2009-07-17,191.384
2009-07-20,197.428
2009-07-21,198.174
2009-07-22,196.937
2009-07-23,200.53
2009-07-24,200.895
2009-07-27,203.447
2009-07-28,204.055
2009-07-29,200.407
2009-07-30,203.128
2009-07-31,205.569
2009-08-03,210.438
2009-08-04,209.548
2009-08-05,208.192
2009-08-06,207.758
2009-08-07,207.188
2009-08-10,207.625
2009-08-11,205.492
2009-08-12,204.591
2009-08-13,208.294
2009-08-14,207.541
2009-08-17,199.573
2009-08-18,201.129
2009-08-19,200.853
2009-08-20,203.966
2009-08-21,205.985
2009-08-24,209.671
2009-08-25,209.047
2009-08-26,207.463
2009-08-27,205.618
2009-08-28,207.498
2009-08-31,204.711
2009-09-01,205.523
2009-09-02,202.788
2009-09-03,205.091
2009-09-04,208.193
2009-09-07,211.285
2009-09-08,215.155
2009-09-09,214.911
2009-09-10,216.429
2009-09-11,217.872
2009-09-14,215.413
2009-09-15,217.667
2009-09-16,222.075
2009-09-17,223.681
2009-09-18,223.433
2009-09-21,221.567
2009-09-22,224.704
2009-09-23,223.887
2009-09-24,221.338
2009-09-25,221.596
2009-09-28,220.744
2009-09-29,222.912
2009-09-30,223.038
2009-10-01,222.186
2009-10-02,220.047
2009-10-05,221.086
2009-10-06,225.915
2009-10-07,226.228
2009-10-08,228.959
2009-10-09,230.618
2009-10-12,231.621
2009-10-13,231.585
2009-10-14,236.549
2009-10-15,237.001
2009-10-16,234.427
2009-10-19,237.379
2009-10-20,236.172
2009-10-21,235.125
2009-10-22,233.741
2009-10-23,235.236
2009-10-26,234.862
2009-10-27,230.264
2009-10-28,223.143
2009-10-29,224.723
2009-10-30,222.827
2009-11-02,222.593
2009-11-03,221.264
2009-11-04,226.802
2009-11-05,227.607
2009-11-06,229.069
2009-11-09,234.57
2009-11-10,235.176
2009-11-11,237.356
2009-11-12,234.107
2009-11-13,234.937
2009-11-16,240.023
2009-11-17,239.425
2009-11-18,239.849
2009-11-19,236.682
2009-11-20,235.894
2009-11-23,239.052
2009-11-24,237.63
2009-11-25,239.359
2009-11-26,234.592
2009-11-27,230.627
2009-11-30,233.539
2009-12-01,238.382
2009-12-02,240.465
2009-12-03,241.493
2009-12-04,241.258
2009-12-07,240.851
2009-12-08,238.24
2009-12-09,236.589
2009-12-10,237.039
2009-12-11,238.834
2009-12-14,240.53
2009-12-15,239.348
2009-12-16,239.086
2009-12-17,234.318
2009-12-18,233.182
2009-12-21,232.026
2009-12-22,233.954
2009-12-23,236.604
2009-12-24,238.79
2009-12-25,238.806
2009-12-28,240.519
2009-12-29,240.375
2009-12-30,240.656
2009-12-31,242.931
2010-01-01,242.931
2010-01-04,246.636
2010-01-05,249.191
2010-01-06,250.697
2010-01-07,248.768
2010-01-08,249.416
2010-01-11,252.337
2010-01-12,251.175
2010-01-13,249.382
2010-01-14,249.829
2010-01-15,249.233
2010-01-18,249.526
2010-01-19,249.303
2010-01-20,245.311
2010-01-21,240.901
2010-01-22,236.095
2010-01-25,235.213
2010-01-26,229.802
2010-01-27,227.327
2010-01-28,229.768
2010-01-29,228.323
2010-02-01,228.418
2010-02-02,230.443
2010-02-03,233.417
2010-02-04,226.657
2010-02-05,219.865
2010-02-08,219.072
2010-02-09,222.501
2010-02-10,223.342
2010-02-11,226.077
2010-02-12,225.666
2010-02-15,226.402
2010-02-16,228.465
2010-02-17,231.72
2010-02-18,231.406
2010-02-19,229.079
2010-02-22,231.204
2010-02-23,230.467
2010-02-24,228.964
2010-02-25,226.346
2010-02-26,229.388
2010-03-01,232.367
2010-03-02,235.616
2010-03-03,237.19
2010-03-04,236.004
2010-03-05,239.522
2010-03-08,242.389
2010-03-09,242.822
2010-03-10,244.376
2010-03-11,243.616
2010-03-12,244.121
2010-03-15,241.833
2010-03-16,244.016
2010-03-17,247.378
2010-03-18,246.325
2010-03-19,245.329
2010-03-22,243.477
2010-03-23,244.727
2010-03-24,244.361
2010-03-25,244.148
2010-03-26,245.105
2010-03-29,247.79
2010-03-30,248.953
2010-03-31,248.975
2010-04-01,253.501
2010-04-02,253.76
2010-04-05,255.576
2010-04-06,256.34
2010-04-07,257.054
2010-04-08,255.656
2010-04-09,257.673
2010-04-12,256.971
2010-04-13,255.26
2010-04-14,258.662
2010-04-15,259.295
2010-04-16,255.283
2010-04-19,249.994
2010-04-20,252.639
2010-04-21,253.525
2010-04-22,252.127
2010-04-23,253.01
2010-04-26,255.943
2010-04-27,252.132
2010-04-28,248.333
2010-04-29,250.51
2010-04-30,251.829
2010-05-03,249.131
2010-05-04,244.647
2010-05-05,239.924
2010-05-06,234.228
2010-05-07,228.774
2010-05-10,238.897
2010-05-11,237.163
2010-05-12,239.412
2010-05-13,241.334
2010-05-14,237.146
2010-05-17,232.087
2010-05-18,232.125
2010-05-19,225.052
2010-05-20,217.891
2010-05-21,219.246
2010-05-24,220.439
2010-05-25,211.819
2010-05-26,219.158
2010-05-27,224.508
2010-05-28,227.564
2010-05-31,229.581
2010-06-01,224.958
2010-06-02,225.161
2010-06-03,229.159
2010-06-04,226.218
2010-06-07,220.09
2010-06-08,220.394
2010-06-09,221.18
2010-06-10,223.871
2010-06-11,226.732
2010-06-14,230.129
2010-06-15,232.017
2010-06-16,233.54
2010-06-17,234.856
2010-06-18,236.484
2010-06-21,242.979
2010-06-22,240.116
2010-06-23,238.181
2010-06-24,236.245
2010-06-25,234.88
2010-06-28,235.802
2010-06-29,228.931
2010-06-30,227.127
2010-07-01,224.968
2010-07-02,225.724
2010-07-05,225.872
2010-07-06,230.508
2010-07-07,230.762
2010-07-08,233.421
2010-07-09,236.314
2010-07-12,236.592
2010-07-13,237.851
2010-07-14,238.941
2010-07-15,238.028
2010-07-16,236.167
2010-07-19,235.214
2010-07-20,237.483
2010-07-21,240.156
2010-07-22,242.285
2010-07-23,244.354
2010-07-26,245.311
2010-07-27,246.592
2010-07-28,246.825
2010-07-29,247.632
2010-07-30,247.006
2010-08-02,252.501
2010-08-03,251.901
2010-08-04,252.387
2010-08-05,252.256
2010-08-06,252.009
2010-08-09,253.42
2010-08-10,250.208
2010-08-11,245.452
2010-08-12,243.788
2010-08-13,245.153
2010-08-16,246.627
2010-08-17,248.847
2010-08-18,249.153
2010-08-19,249.526
2010-08-20,247.841
2010-08-23,247.34
2010-08-24,244.153
2010-08-25,241.29
2010-08-26,242.174
2010-08-27,242.951
2010-08-30,243.693
2010-08-31,243.217
2010-09-01,248.01
2010-09-02,249.525
