Date,AUSTRIA MID VALUE Mid Cap
2001-12-19,1687.689
2001-12-20,1665.275
2001-12-21,1681.574
2001-12-24,1664.796
2001-12-25,1664.796
2001-12-26,1666.218
2001-12-27,1720.668
2001-12-28,1688.568
2001-12-31,1705.037
2002-01-01,1705.037
2002-01-02,1724.379
2002-01-03,1727.732
2002-01-04,1708.027
2002-01-07,1684.517
2002-01-08,1660.756
2002-01-09,1649.946
2002-01-10,1651.658
2002-01-11,1646.175
2002-01-14,1646.105
2002-01-15,1662.006
2002-01-16,1641.453
2002-01-17,1650.654
2002-01-18,1656.036
2002-01-21,1675.561
2002-01-22,1694.529
2002-01-23,1687.718
2002-01-24,1691.182
2002-01-25,1670.83
2002-01-28,1681.594
2002-01-29,1685.38
2002-01-30,1682.624
2002-01-31,1690.808
2002-02-01,1696.364
2002-02-04,1723.277
2002-02-05,1741.671
2002-02-06,1738.496
2002-02-07,1758.964
2002-02-08,1774.102
2002-02-11,1800.744
2002-02-12,1802.856
2002-02-13,1815.31
2002-02-14,1824.072
2002-02-15,1812.639
2002-02-18,1799.219
2002-02-19,1830.462
2002-02-20,1844.467
2002-02-21,1858.167
2002-02-22,1885.714
2002-02-25,1863.122
2002-02-26,1836.715
2002-02-27,1814.64
2002-02-28,1774.547
2002-03-01,1788.545
2002-03-04,1844.53
2002-03-05,1844.588
2002-03-06,1842.337
2002-03-07,1844.795
2002-03-08,1851.83
2002-03-11,1854.77
2002-03-12,1853.982
2002-03-13,1838.485
2002-03-14,1843.712
2002-03-15,1842.043
2002-03-18,1841.474
2002-03-19,1851.424
2002-03-20,1862.753
2002-03-21,1862.087
2002-03-22,1901.145
2002-03-25,1911.117
2002-03-26,1902.33
2002-03-27,1919.45
2002-03-28,1938.843
2002-03-29,1938.843
2002-04-01,1954.733
2002-04-02,1979.862
2002-04-03,1977.816
2002-04-04,1939.639
2002-04-05,1971.783
2002-04-08,1957.885
2002-04-09,1955.056
2002-04-10,1973.525
2002-04-11,1988.714
2002-04-12,1982.058
2002-04-15,1991.196
2002-04-16,1991.01
2002-04-17,2026.275
2002-04-18,2027.127
2002-04-19,2016.686
2002-04-22,1991.385
2002-04-23,2002.205
2002-04-24,1980.284
2002-04-25,1991.091
2002-04-26,1988.574
2002-04-29,2057.342
2002-04-30,2075.514
2002-05-01,2087.261
2002-05-02,2116.402
2002-05-03,2134.098
2002-05-06,2157.383
2002-05-07,2125.0
2002-05-08,2116.784
2002-05-09,2116.318
2002-05-10,2115.571
2002-05-13,2121.399
2002-05-14,2088.198
2002-05-15,2094.804
2002-05-16,2104.202
2002-05-17,2127.679
2002-05-20,2128.372
2002-05-21,2102.588
2002-05-22,2125.999
2002-05-23,2113.831
2002-05-24,2109.324
2002-05-27,2105.856
2002-05-28,2146.469
2002-05-29,2140.599
2002-05-30,2153.344
2002-05-31,2109.6
2002-11-29,1000.0
2002-12-02,1015.921
2002-12-03,1022.394
2002-12-04,1032.895
2002-12-05,1008.041
2002-12-06,1038.828
2002-12-09,1012.767
2002-12-10,1047.013
2002-12-11,1040.767
2002-12-12,1037.891
2002-12-13,1027.243
2002-12-16,1017.246
2002-12-17,1047.393
2002-12-18,1020.139
2002-12-19,1029.679
2002-12-20,1100.385
2002-12-23,1083.263
2002-12-24,1087.747
2002-12-25,1087.747
2002-12-26,1090.49
2002-12-27,1097.822
2002-12-30,1114.328
2002-12-31,1118.698
2003-01-01,1118.698
2003-01-02,1091.943
2003-01-03,1100.08
2003-01-06,1106.839
2003-01-07,1096.845
2003-01-08,1052.467
2003-01-09,1122.887
2003-01-10,1128.513
2003-01-13,1135.48
2003-01-14,1195.615
2003-01-15,1193.107
2003-01-16,1187.025
2003-01-17,1189.052
2003-01-20,1184.72
2003-01-21,1179.71
2003-01-22,1165.972
2003-01-23,1180.063
2003-01-24,1208.903
2003-01-27,1207.964
2003-01-28,1209.08
2003-01-29,1170.359
2003-01-30,1113.1
2003-01-31,1132.531
2003-02-03,1126.601
2003-02-04,1116.496
2003-02-05,1143.803
2003-02-06,1182.362
2003-02-07,1183.443
2003-02-10,1183.869
2003-02-11,1136.021
2003-02-12,1104.069
2003-02-13,1138.859
2003-02-14,1136.318
2003-02-17,1164.659
2003-02-18,1133.423
2003-02-19,1127.231
2003-02-20,1125.908
2003-02-21,1121.388
2003-02-24,1111.084
2003-02-25,1111.757
2003-02-26,1140.876
2003-02-27,1168.226
2003-02-28,1164.452
2003-03-03,1183.781
2003-03-04,1168.643
2003-03-05,1193.337
2003-03-06,1176.465
2003-03-07,1161.102
2003-03-10,1148.076
2003-03-11,1148.128
2003-03-12,1138.509
2003-03-13,1106.117
2003-03-14,1068.951
2003-03-17,1046.398
2003-03-18,1090.055
2003-03-19,1066.929
2003-03-20,1072.045
2003-03-21,1088.981
2003-03-24,1095.178
2003-03-25,1104.32
2003-03-26,1113.385
2003-03-27,1120.238
2003-03-28,1127.303
2003-03-31,1133.123
2003-04-01,1134.441
2003-04-02,1150.306
2003-04-03,1108.968
2003-04-04,1132.385
2003-04-07,1144.724
2003-04-08,1119.623
2003-04-09,1110.329
2003-04-10,1099.867
2003-04-11,1087.016
2003-04-14,1088.22
2003-04-15,1089.412
2003-04-16,1089.628
2003-04-17,1098.514
2003-04-18,1098.514
2003-04-21,1093.778
2003-04-22,1079.942
2003-04-23,1119.417
2003-04-24,1124.706
2003-04-25,1113.701
2003-04-28,1093.356
2003-04-29,1110.251
2003-04-30,1131.753
2003-05-01,1142.147
2003-05-02,1127.972
2003-05-05,1126.327
2003-05-06,1140.287
2003-05-07,1145.206
2003-05-08,1154.989
2003-05-09,1154.913
2003-05-12,1224.521
2003-05-13,1221.34
2003-05-14,1213.874
2003-05-15,1260.262
2003-05-16,1281.254
2003-05-19,1252.278
2003-05-20,1248.635
2003-05-21,1275.425
2003-05-22,1272.444
2003-05-23,1299.396
2003-05-26,1303.193
2003-05-27,1291.883
2003-05-28,1285.301
2003-05-29,1294.826
2003-05-30,1216.139
2003-06-02,1241.361
2003-06-03,1235.867
2003-06-04,1206.163
2003-06-05,1232.832
2003-06-06,1201.614
2003-06-09,1208.138
2003-06-10,1200.227
2003-06-11,1207.727
2003-06-12,1194.791
2003-06-13,1226.534
2003-06-16,1239.112
2003-06-17,1242.554
2003-06-18,1238.607
2003-06-19,1237.918
2003-06-20,1251.84
2003-06-23,1248.191
2003-06-24,1240.531
2003-06-25,1219.134
2003-06-26,1251.905
2003-06-27,1273.424
2003-06-30,1253.36
2003-07-01,1293.821
2003-07-02,1347.29
2003-07-03,1311.135
2003-07-04,1327.285
2003-07-07,1390.96
2003-07-08,1341.579
2003-07-09,1343.594
2003-07-10,1284.502
2003-07-11,1271.231
2003-07-14,1270.968
2003-07-15,1280.176
2003-07-16,1272.259
2003-07-17,1258.916
2003-07-18,1263.419
2003-07-21,1269.503
2003-07-22,1248.006
2003-07-23,1281.863
2003-07-24,1243.374
2003-07-25,1258.306
2003-07-28,1253.851
2003-07-29,1258.085
2003-07-30,1244.195
2003-07-31,1212.311
2003-08-01,1202.15
2003-08-04,1204.914
2003-08-05,1234.701
2003-08-06,1215.129
2003-08-07,1224.848
2003-08-08,1213.488
2003-08-11,1201.137
2003-08-12,1216.673
2003-08-13,1195.83
2003-08-14,1191.914
2003-08-15,1191.067
2003-08-18,1174.955
2003-08-19,1173.447
2003-08-20,1167.163
2003-08-21,1150.529
2003-08-22,1151.611
2003-08-25,1164.495
2003-08-26,1178.147
2003-08-27,1179.5
2003-08-28,1184.414
2003-08-29,1153.421
2003-09-01,1163.701
2003-09-02,1143.845
2003-09-03,1118.212
2003-09-04,1119.732
2003-09-05,1138.065
2003-09-08,1162.402
2003-09-09,1152.771
2003-09-10,1151.735
2003-09-11,1161.575
2003-09-12,1173.517
2003-09-15,1160.57
2003-09-16,1149.68
2003-09-17,1154.458
2003-09-18,1163.247
2003-09-19,1165.861
2003-09-22,1179.217
2003-09-23,1168.416
2003-09-24,1153.003
2003-09-25,1163.221
2003-09-26,1157.157
2003-09-29,1159.739
2003-09-30,1170.696
2003-10-01,1171.162
2003-10-02,1168.613
2003-10-03,1166.368
2003-10-06,1208.583
2003-10-07,1235.274
2003-10-08,1251.214
2003-10-09,1231.601
2003-10-10,1212.761
2003-10-13,1225.461
2003-10-14,1227.717
2003-10-15,1200.695
2003-10-16,1201.408
2003-10-17,1188.818
2003-10-20,1194.461
2003-10-21,1200.535
2003-10-22,1217.525
2003-10-23,1211.066
2003-10-24,1195.121
2003-10-27,1186.165
2003-10-28,1186.488
2003-10-29,1186.995
2003-10-30,1187.779
2003-10-31,1173.772
2003-11-03,1159.591
2003-11-04,1168.875
2003-11-05,1158.418
2003-11-06,1143.019
2003-11-07,1162.328
2003-11-10,1155.351
2003-11-11,1157.209
2003-11-12,1172.262
2003-11-13,1183.244
2003-11-14,1194.863
2003-11-17,1196.741
2003-11-18,1216.649
2003-11-19,1234.207
2003-11-20,1216.42
2003-11-21,1233.717
2003-11-24,1231.739
2003-11-25,1231.225
2003-11-26,1240.689
2003-11-27,1255.279
2003-11-28,1281.83
2003-12-01,1328.881
2003-12-02,1326.036
2003-12-03,1325.164
2003-12-04,1290.725
2003-12-05,1306.535
2003-12-08,1314.768
2003-12-09,1348.422
2003-12-10,1314.149
2003-12-11,1315.591
2003-12-12,1331.093
2003-12-15,1351.084
2003-12-16,1323.685
2003-12-17,1321.611
2003-12-18,1342.861
2003-12-19,1338.736
2003-12-22,1359.027
2003-12-23,1354.369
2003-12-24,1358.186
2003-12-25,1358.186
2003-12-26,1357.641
2003-12-29,1334.811
2003-12-30,1338.476
2003-12-31,1347.342
2004-01-01,1347.342
2004-01-02,1358.403
2004-01-05,1375.546
2004-01-06,1383.796
2004-01-07,1376.671
2004-01-08,1424.53
2004-01-09,1432.144
2004-01-12,1441.77
2004-01-13,1446.908
2004-01-14,1481.03
2004-01-15,1490.67
2004-01-16,1478.843
2004-01-19,1444.0
2004-01-20,1415.641
2004-01-21,1449.302
2004-01-22,1478.658
2004-01-23,1445.634
2004-01-26,1431.785
2004-01-27,1460.07
2004-01-28,1468.968
2004-01-29,1435.533
2004-01-30,1438.475
2004-02-02,1530.031
2004-02-03,1532.763
2004-02-04,1517.358
2004-02-05,1476.243
2004-02-06,1466.304
2004-02-09,1473.563
2004-02-10,1490.348
2004-02-11,1486.973
2004-02-12,1502.771
2004-02-13,1498.267
2004-02-16,1494.731
2004-02-17,1496.275
2004-02-18,1502.485
2004-02-19,1513.757
2004-02-20,1481.826
2004-02-23,1477.003
2004-02-24,1498.021
2004-02-25,1506.266
2004-02-26,1487.503
2004-02-27,1458.376
2004-03-01,1472.657
2004-03-02,1501.937
2004-03-03,1525.629
2004-03-04,1630.404
2004-03-05,1655.44
2004-03-08,1676.486
2004-03-09,1627.686
2004-03-10,1620.007
2004-03-11,1588.545
2004-03-12,1602.664
2004-03-15,1585.791
2004-03-16,1596.697
2004-03-17,1616.053
2004-03-18,1640.283
2004-03-19,1651.968
2004-03-22,1650.653
2004-03-23,1630.277
2004-03-24,1651.625
2004-03-25,1656.949
2004-03-26,1651.421
2004-03-29,1665.361
2004-03-30,1677.737
2004-03-31,1711.997
2004-04-01,1739.434
2004-04-02,1720.355
2004-04-05,1684.485
2004-04-06,1696.46
2004-04-07,1686.473
2004-04-08,1713.122
2004-04-09,1713.122
2004-04-12,1708.31
2004-04-13,1702.223
2004-04-14,1734.425
2004-04-15,1769.345
2004-04-16,1850.191
2004-04-19,1808.139
2004-04-20,1784.073
2004-04-21,1755.508
2004-04-22,1686.597
2004-04-23,1636.66
2004-04-26,1705.086
2004-04-27,1765.866
2004-04-28,1735.645
2004-04-29,1685.333
2004-04-30,1653.729
2004-05-03,1687.026
2004-05-04,1766.736
2004-05-05,1771.633
2004-05-06,1780.863
2004-05-07,1758.784
2004-05-10,1720.316
2004-05-11,1704.696
2004-05-12,1603.643
2004-05-13,1579.815
2004-05-14,1527.199
2004-05-17,1479.83
2004-05-18,1503.938
2004-05-19,1545.774
2004-05-20,1532.03
2004-05-21,1593.25
2004-05-24,1661.101
2004-05-25,1655.274
2004-05-26,1667.36
2004-05-27,1704.265
2004-05-28,1628.758
2004-05-31,1628.758
2004-06-01,1571.262
2004-06-02,1617.53
2004-06-03,1619.659
2004-06-04,1630.388
2004-06-07,1673.633
2004-06-08,1665.812
2004-06-09,1611.226
2004-06-10,1611.359
2004-06-11,1624.067
2004-06-14,1636.285
2004-06-15,1634.733
2004-06-16,1663.871
2004-06-17,1686.938
2004-06-18,1727.919
2004-06-21,1711.791
2004-06-22,1669.072
2004-06-23,1687.914
2004-06-24,1718.196
2004-06-25,1721.427
2004-06-28,1734.442
2004-06-29,1731.473
2004-06-30,1747.522
2004-07-01,1760.861
2004-07-02,1799.94
2004-07-05,1776.329
2004-07-06,1761.677
2004-07-07,1786.147
2004-07-08,1801.521
2004-07-09,1841.063
2004-07-12,1846.163
2004-07-13,1859.981
2004-07-14,1862.795
2004-07-15,1848.174
2004-07-16,1861.681
2004-07-19,1876.98
2004-07-20,1880.325
2004-07-21,1851.656
2004-07-22,1803.337
2004-07-23,1817.662
2004-07-26,1835.407
2004-07-27,1848.305
2004-07-28,1890.219
2004-07-29,1878.089
2004-07-30,1872.943
2004-08-02,1846.521
2004-08-03,1899.416
2004-08-04,1900.267
2004-08-05,1925.133
2004-08-06,1896.621
2004-08-09,1890.315
2004-08-10,1922.772
2004-08-11,1899.593
2004-08-12,1941.275
2004-08-13,1957.386
2004-08-16,1931.05
2004-08-17,1909.311
2004-08-18,1915.407
2004-08-19,1925.03
2004-08-20,1931.592
2004-08-23,1910.358
2004-08-24,1874.618
2004-08-25,1887.453
2004-08-26,1909.419
2004-08-27,1939.653
2004-08-30,1931.84
2004-08-31,1976.866
2004-09-01,1976.212
2004-09-02,2001.759
2004-09-03,2012.254
2004-09-06,2013.504
2004-09-07,1980.214
2004-09-08,1985.739
2004-09-09,1999.465
2004-09-10,2015.189
2004-09-13,1987.376
2004-09-14,1995.226
2004-09-15,1978.404
2004-09-16,1983.178
2004-09-17,1973.955
2004-09-20,1993.016
2004-09-21,2075.597
2004-09-22,2053.282
2004-09-23,2064.295
2004-09-24,2054.359
2004-09-27,2072.056
2004-09-28,2037.11
2004-09-29,2038.221
2004-09-30,2088.491
2004-10-01,2148.16
2004-10-04,2138.297
2004-10-05,2183.564
2004-10-06,2235.644
2004-10-07,2239.767
2004-10-08,2272.379
2004-10-11,2257.661
2004-10-12,2180.015
2004-10-13,2129.105
2004-10-14,2168.649
2004-10-15,2189.993
2004-10-18,2214.759
2004-10-19,2205.89
2004-10-20,2191.989
2004-10-21,2221.183
2004-10-22,2216.735
2004-10-25,2203.448
2004-10-26,2203.275
2004-10-27,2204.111
2004-10-28,2215.794
2004-10-29,2171.754
2004-11-01,2175.937
2004-11-02,2237.257
2004-11-03,2268.573
2004-11-04,2356.705
2004-11-05,2377.959
2004-11-08,2391.528
2004-11-09,2382.962
2004-11-10,2396.342
2004-11-11,2392.127
2004-11-12,2357.092
2004-11-15,2314.433
2004-11-16,2302.359
2004-11-17,2377.146
2004-11-18,2388.121
2004-11-19,2444.383
2004-11-22,2456.557
2004-11-23,2486.769
2004-11-24,2458.806
2004-11-25,2499.425
2004-11-26,2491.689
2004-11-29,2496.189
2004-11-30,2442.888
2004-12-01,2550.889
2004-12-02,2519.53
2004-12-03,2611.029
2004-12-06,2717.223
2004-12-07,2732.972
2004-12-08,2700.304
2004-12-09,2639.43
2004-12-10,2620.827
2004-12-13,2688.9
2004-12-14,2719.042
2004-12-15,2685.133
2004-12-16,2756.574
2004-12-17,2670.16
2004-12-20,2675.999
2004-12-21,2701.581
2004-12-22,2771.018
2004-12-23,2807.391
2004-12-24,2814.668
2004-12-27,2817.349
2004-12-28,2815.584
2004-12-29,2817.35
2004-12-30,2798.679
2004-12-31,2790.979
2005-01-03,2767.842
2005-01-04,2745.507
2005-01-05,2717.609
2005-01-06,2696.218
2005-01-07,2705.176
2005-01-10,2662.972
2005-01-11,2610.21
2005-01-12,2575.111
2005-01-13,2604.513
2005-01-14,2662.769
2005-01-17,2708.398
2005-01-18,2705.025
2005-01-19,2691.891
2005-01-20,2666.181
2005-01-21,2675.392
2005-01-24,2698.91
2005-01-25,2746.911
2005-01-26,2819.115
2005-01-27,2874.191
2005-01-28,2850.929
2005-01-31,2884.396
2005-02-01,2867.137
2005-02-02,2823.595
2005-02-03,2765.685
2005-02-04,2817.066
2005-02-07,2828.56
2005-02-08,2829.677
2005-02-09,2807.338
2005-02-10,2848.097
2005-02-11,2846.829
2005-02-14,2860.881
2005-02-15,2963.033
2005-02-16,2988.565
2005-02-17,3005.768
2005-02-18,3119.752
2005-02-21,3063.071
2005-02-22,3027.806
2005-02-23,3030.559
2005-02-24,3094.237
2005-02-25,3152.042
2005-02-28,3216.135
2005-03-01,3163.06
2005-03-02,3074.479
2005-03-03,3136.988
2005-03-04,3267.991
2005-03-07,3261.631
2005-03-08,3299.092
2005-03-09,3249.589
2005-03-10,3144.635
2005-03-11,3154.109
2005-03-14,3250.783
2005-03-15,3128.792
2005-03-16,3109.646
2005-03-17,3123.472
2005-03-18,3015.23
2005-03-21,3064.662
2005-03-22,3118.339
2005-03-23,3061.297
2005-03-24,2982.02
2005-03-25,2982.02
2005-03-28,2961.092
2005-03-29,2965.645
2005-03-30,3010.515
2005-03-31,2950.399
2005-04-01,2999.127
2005-04-04,3047.002
2005-04-05,3063.409
2005-04-06,3046.872
2005-04-07,3113.936
2005-04-08,3099.827
2005-04-11,3118.448
2005-04-12,3121.76
2005-04-13,3135.782
2005-04-14,3051.742
2005-04-15,3023.203
2005-04-18,2892.444
2005-04-19,2873.651
2005-04-20,2868.371
2005-04-21,2916.94
2005-04-22,2950.084
2005-04-25,2981.173
2005-04-26,2989.782
2005-04-27,2881.783
2005-04-28,2848.513
2005-04-29,2857.711
2005-05-02,2824.752
2005-05-03,2842.099
2005-05-04,2868.494
2005-05-05,2865.062
2005-05-06,2831.757
2005-05-09,2889.829
2005-05-10,2928.979
2005-05-11,2930.447
2005-05-12,2872.975
2005-05-13,2784.265
2005-05-16,2778.761
2005-05-17,2772.993
2005-05-18,2866.56
2005-05-19,2887.022
2005-05-20,2980.481
2005-05-23,3024.576
2005-05-24,3039.635
2005-05-25,3205.103
2005-05-26,3186.78
2005-05-27,3321.209
2005-05-30,3351.57
2005-05-31,3315.587
2005-06-01,3376.663
2005-06-02,3437.421
2005-06-03,3365.1
2005-06-06,3355.995
2005-06-07,3329.594
2005-06-08,3415.027
2005-06-09,3452.024
2005-06-10,3597.819
2005-06-13,3510.213
2005-06-14,3573.264
2005-06-15,3639.712
2005-06-16,3688.558
2005-06-17,3860.34
2005-06-20,3836.66
2005-06-21,3841.472
2005-06-22,3766.537
2005-06-23,3769.777
2005-06-24,3883.697
2005-06-27,3964.604
2005-06-28,3983.965
2005-06-29,3979.769
2005-06-30,4106.252
2005-07-01,4142.658
2005-07-04,4027.31
2005-07-05,4139.278
2005-07-06,4157.918
2005-07-07,4188.918
2005-07-08,4290.548
2005-07-11,4195.814
2005-07-12,4218.369
2005-07-13,4229.223
2005-07-14,4265.001
2005-07-15,4088.062
2005-07-18,4095.765
2005-07-19,4100.912
2005-07-20,4075.953
2005-07-21,4063.958
2005-07-22,4074.837
2005-07-25,4149.299
2005-07-26,4157.166
2005-07-27,4242.096
2005-07-28,4405.957
2005-07-29,4394.595
2005-08-01,4514.8
2005-08-02,4497.546
2005-08-03,4581.429
2005-08-04,4537.045
2005-08-05,4475.323
2005-08-08,4497.131
2005-08-09,4664.711
2005-08-10,4795.172
2005-08-11,4788.135
2005-08-12,4773.343
2005-08-15,4747.81
2005-08-16,4674.576
2005-08-17,4586.24
2005-08-18,4347.373
2005-08-19,4449.573
2005-08-22,4617.03
2005-08-23,4650.926
2005-08-24,4660.746
2005-08-25,4968.141
2005-08-26,4940.213
2005-08-29,5051.785
2005-08-30,5019.669
2005-08-31,5115.869
2005-09-01,5226.862
2005-09-02,5201.713
2005-09-05,5127.539
2005-09-06,5027.353
2005-09-07,5125.073
2005-09-08,5098.968
2005-09-09,5304.61
2005-09-12,5439.912
2005-09-13,5389.385
2005-09-14,5518.327
2005-09-15,5410.242
2005-09-16,5490.371
2005-09-19,5482.251
2005-09-20,5566.934
2005-09-21,5644.621
2005-09-22,5664.442
2005-09-23,5606.021
2005-09-26,5452.572
2005-09-27,5513.853
2005-09-28,5521.348
2005-09-29,5517.069
2005-09-30,5612.71
2005-10-03,5708.103
2005-10-04,5584.305
2005-10-05,5333.201
2005-10-06,5207.281
2005-10-07,5102.528
2005-10-10,5214.478
2005-10-11,5257.685
2005-10-12,5281.216
2005-10-13,4890.749
2005-10-14,4833.578
2005-10-17,4884.964
2005-10-18,4720.322
2005-10-19,4697.316
2005-10-20,4755.574
2005-10-21,4754.75
2005-10-24,4751.791
2005-10-25,4867.79
2005-10-26,4859.341
2005-10-27,4957.245
2005-10-28,4942.298
2005-10-31,5078.263
2005-11-01,5083.775
2005-11-02,5286.093
2005-11-03,5203.032
2005-11-04,5164.557
2005-11-07,5119.579
2005-11-08,4979.872
2005-11-09,4919.536
2005-11-10,4753.442
2005-11-11,4608.917
2005-11-14,4816.816
2005-11-15,4795.392
2005-11-16,4757.908
2005-11-17,4839.261
2005-11-18,4847.552
2005-11-21,4955.234
2005-11-22,5113.756
2005-11-23,5187.158
2005-11-24,5175.403
2005-11-25,5261.796
2005-11-28,5144.702
2005-11-29,5165.534
2005-11-30,5206.272
2006-05-31,1000.0
2006-06-01,993.241
2006-06-02,994.852
2006-06-05,995.698
2006-06-06,987.101
2006-06-07,977.076
2006-06-08,954.946
2006-06-09,955.551
2006-06-12,952.094
