Date,AUSTRIA MID VALUE Mid Cap
2006-05-31,1000.0
2006-06-30,982.602
2006-07-31,1048.475
2006-08-31,1078.645
2006-09-29,1112.688
2006-10-31,1150.347
2006-11-30,1238.398
2007-05-31,1000.0
2007-06-29,978.595
2007-07-31,931.111
2007-08-31,945.721
2007-09-28,826.264
2007-10-31,824.075
2007-11-30,751.318
2007-12-31,720.078
2008-01-31,647.993
2008-02-29,701.431
2008-03-31,689.601
2008-04-30,739.708
2008-05-30,755.164
2008-06-30,669.039
2008-07-31,559.63
2008-08-29,535.128
2008-09-30,298.774
2008-10-31,174.436
2008-11-28,100.618
2008-12-31,108.369
2009-01-30,100.033
2009-02-27,84.508
2009-03-31,93.7
2009-04-30,104.353
2009-05-29,132.187
2009-06-30,127.779
2009-07-31,135.2
2009-08-31,157.153
2009-09-30,172.857
2009-10-30,161.965
2009-11-30,165.811
2009-12-31,153.172
2010-01-29,147.362
2010-02-26,143.777
2010-03-31,158.91
2010-04-30,150.879
2010-05-31,127.923
2010-06-30,127.327
2010-07-30,147.835
2010-08-31,147.071
2010-09-30,167.673
2010-10-29,167.308
2010-11-30,145.182
2010-12-31,156.381
2011-01-31,157.255
2011-02-28,162.311
2011-03-31,165.068
2011-04-29,173.933
2011-05-31,161.112
2011-06-30,157.115
2011-07-29,150.158
2011-08-31,133.176
2011-09-30,111.625
2011-10-31,122.249
2011-11-30,113.95
2011-12-30,116.35
2012-01-31,126.632
2012-02-29,133.482
2012-03-30,131.737
2012-04-30,125.475
2012-05-31,104.217
2012-06-29,115.516
2012-07-31,115.641
2012-08-31,114.384
2012-09-28,119.215
2012-10-31,125.253
2012-11-30,130.776
2012-12-31,141.885
2013-01-31,145.149
2013-02-28,133.847
2013-03-29,123.616
2013-04-30,130.174
2013-05-31,131.117
2013-06-28,124.367
2013-07-31,136.812
2013-08-30,141.779
2013-09-30,155.396
2013-10-31,159.571
2013-11-29,165.555
2013-12-31,159.374
2014-01-31,156.067
2014-02-28,156.985
2014-03-31,149.673
2014-04-30,150.917
2014-05-30,153.046
2014-06-30,154.453
2014-07-31,141.287
2014-08-29,136.942
2014-09-30,123.477
2014-10-31,126.157
2014-11-28,127.587
2014-12-31,110.983
2015-01-30,97.646
2015-02-27,116.069
2015-03-31,109.785
2015-04-30,120.271
2015-05-29,113.503
2015-06-30,111.983
2015-07-31,117.781
2015-08-31,101.942
2015-09-30,96.435
2015-10-30,106.56
2015-11-30,98.272
2015-12-31,95.037
2016-01-29,83.018
2016-02-29,88.141
2016-03-31,98.311
2016-04-29,104.936
2016-05-31,98.305
2016-06-30,96.384
2016-07-29,98.565
2016-08-31,99.32
2016-09-30,103.698
2016-10-31,109.644
2016-11-30,116.733
2016-12-30,123.802
2017-01-31,129.67
2017-02-28,135.175
2017-03-31,133.742
2017-04-28,148.022
2017-05-31,167.79
2017-06-30,166.911
2017-07-31,185.931
2017-08-31,194.016
2017-09-29,195.472
2017-10-31,204.79
2017-11-30,212.696
2017-12-29,217.468
2018-01-31,227.887
2018-02-28,202.856
2018-03-30,195.473
2018-04-30,204.229
2018-05-31,199.519
2018-06-29,187.397
2018-07-31,197.072
2018-08-31,180.08
2018-09-28,187.141
2018-10-31,170.618
2018-11-30,159.243
2018-12-31,138.868
2019-01-31,152.179
2019-02-28,153.914
2019-03-29,151.031
2019-04-30,158.104
2019-05-31,138.658
2019-06-28,149.576
2019-07-31,148.758
2019-08-30,142.533
2019-09-30,148.497
2019-10-31,160.539
2019-11-29,157.098
2019-12-31,162.19
2020-01-31,144.84
2020-02-28,125.631
2020-03-31,96.043
2020-04-30,107.394
2020-05-29,111.106
2020-06-30,115.485
2020-07-31,111.407
2020-08-31,119.323
2020-09-30,105.923
2020-10-30,102.49
2020-11-30,139.184
2020-12-31,153.554
2021-01-29,155.592
2021-02-26,170.393
2021-03-31,177.722
2021-04-30,181.507
2021-05-31,204.941
2021-06-30,194.83
2021-07-30,197.557
2021-08-31,202.788
2021-09-30,222.648
2021-10-29,223.881
2021-11-30,219.772
2021-12-31,233.118
2022-01-31,232.502
2022-02-28,179.51
2022-03-31,175.908
2022-04-29,166.654
2022-05-31,184.259
2022-06-30,149.295
2022-07-29,145.753
2022-08-31,134.193
2022-09-30,125.208
2022-10-31,148.431
2022-11-30,176.759
2022-12-30,180.211
2023-01-31,201.402
2023-02-28,209.139
2023-03-31,184.365
2023-04-28,195.869
2023-05-31,182.835
2023-06-30,200.412
2023-07-31,211.963
2023-08-31,202.927
2023-09-29,199.781
2023-10-31,194.426
2023-11-30,211.427
2023-12-29,216.823
2024-01-31,225.505
2024-02-29,210.614
2024-03-29,230.232
2024-04-30,236.627
2024-05-31,257.714
2024-06-28,248.787
2024-07-31,260.915
2024-08-30,271.401
2024-09-30,272.56
2024-10-31,268.74
2024-11-29,261.109
2024-12-31,284.049
2025-01-31,288.504
2025-02-28,312.321
2025-03-31,330.16
2025-04-30,326.552
2025-05-30,387.008
2025-06-30,414.566
2025-07-31,436.476
2025-08-29,454.643
2025-09-30,461.295
2025-10-31,485.63
2025-11-28,494.626
