Date,EM (EMERGING MARKETS) SMALL CAP Small Cap
2001-06-28,235.647
2001-06-29,237.393
2001-07-02,236.735
2001-07-03,235.227
2001-07-04,233.293
2001-07-05,231.85
2001-07-06,229.806
2001-07-09,228.144
2001-07-10,227.102
2001-07-11,222.722
2001-07-12,225.356
2001-07-13,223.788
2001-07-16,222.736
2001-07-17,222.437
2001-07-18,222.1
2001-07-19,221.876
2001-07-20,222.155
2001-07-23,221.146
2001-07-24,220.395
2001-07-25,219.495
2001-07-26,222.202
2001-07-27,223.077
2001-07-30,223.889
2001-07-31,223.065
2001-08-01,224.016
2001-08-02,225.283
2001-08-03,226.431
2001-08-06,224.868
2001-08-07,224.493
2001-08-08,225.124
2001-08-09,224.045
2001-08-10,224.691
2001-08-13,225.265
2001-08-14,226.824
2001-08-15,227.269
2001-08-16,228.643
2001-08-17,228.322
2001-08-20,226.883
2001-08-21,227.391
2001-08-22,227.602
2001-08-23,227.442
2001-08-24,227.124
2001-08-27,228.161
2001-08-28,227.381
2001-08-29,227.287
2001-08-30,226.677
2001-08-31,225.304
2001-09-03,223.802
2001-09-04,224.212
2001-09-05,223.334
2001-09-06,222.665
2001-09-07,221.905
2001-09-10,220.325
2001-09-11,216.469
2001-09-12,211.298
2001-09-13,207.206
2001-09-14,200.257
2001-09-17,192.74
2001-09-18,194.963
2001-09-19,198.241
2001-09-20,195.571
2001-09-21,191.573
2001-09-24,192.786
2001-09-25,192.49
2001-09-26,192.972
2001-09-27,193.531
2001-09-28,195.925
2001-10-01,194.773
2001-10-02,193.504
2001-10-03,192.543
2001-10-04,194.526
2001-10-05,194.562
2001-10-08,191.762
2001-10-09,194.401
2001-10-10,194.949
2001-10-11,198.41
2001-10-12,197.951
2001-10-15,198.171
2001-10-16,199.064
2001-10-17,200.345
2001-10-18,199.539
2001-10-19,199.928
2001-10-22,201.12
2001-10-23,202.337
2001-10-24,203.177
2001-10-25,203.232
2001-10-26,203.951
2001-10-29,203.858
2001-10-30,201.852
2001-10-31,202.516
2001-11-01,203.21
2001-11-02,204.299
2001-11-05,206.347
2001-11-06,207.11
2001-11-07,206.856
2001-11-08,208.696
2001-11-09,208.577
2001-11-12,209.733
2001-11-13,210.171
2001-11-14,212.312
2001-11-15,214.314
2001-11-16,215.099
2001-11-19,218.151
2001-11-20,217.4
2001-11-21,218.038
2001-11-22,219.22
2001-11-23,221.619
2001-11-26,225.233
2001-11-27,224.541
2001-11-28,221.343
2001-11-29,221.54
2001-11-30,223.053
2001-12-03,225.29
2001-12-04,226.642
2001-12-05,229.005
2001-12-06,231.897
2001-12-07,233.48
2001-12-10,235.406
2001-12-11,234.716
2001-12-12,237.849
2001-12-13,233.474
2001-12-14,233.547
2001-12-17,233.84
2001-12-18,230.804
2001-12-19,228.333
2001-12-20,228.43
2001-12-21,226.864
2001-12-24,228.701
2001-12-25,231.094
2001-12-26,232.496
2001-12-27,232.579
2001-12-28,234.587
2001-12-31,236.84
2002-01-01,236.827
2002-01-02,239.045
2002-01-03,240.938
2002-01-04,243.322
2002-01-07,246.202
2002-01-08,245.341
2002-01-09,246.152
2002-01-10,245.957
2002-01-11,243.99
2002-01-14,243.068
2002-01-15,241.43
2002-01-16,240.051
2002-01-17,241.342
2002-01-18,242.171
2002-01-21,243.906
2002-01-22,243.682
2002-01-23,245.16
2002-01-24,246.083
2002-01-25,248.581
2002-01-28,250.097
2002-01-29,248.649
2002-01-30,247.504
2002-01-31,249.785
2002-02-01,249.286
2002-02-04,247.475
2002-02-05,247.075
2002-02-06,248.949
2002-02-07,246.8
2002-02-08,246.888
2002-02-11,246.776
2002-02-12,247.335
2002-02-13,248.292
2002-02-14,251.084
2002-02-15,251.514
2002-02-18,252.265
2002-02-19,250.922
2002-02-20,249.578
2002-02-21,249.584
2002-02-22,248.354
2002-02-25,247.285
2002-02-26,247.722
2002-02-27,251.421
2002-02-28,250.811
2002-03-01,252.412
2002-03-04,257.149
2002-03-05,257.347
2002-03-06,259.355
2002-03-07,260.058
2002-03-08,260.871
2002-03-11,263.382
2002-03-12,262.392
2002-03-13,263.051
2002-03-14,263.739
2002-03-15,264.225
2002-03-18,265.413
2002-03-19,265.732
2002-03-20,267.236
2002-03-21,268.487
2002-03-22,270.743
2002-03-25,270.268
2002-03-26,270.386
2002-03-27,271.105
2002-03-28,271.386
2002-03-29,270.637
2002-04-01,269.708
2002-04-02,271.636
2002-04-03,272.688
2002-04-04,273.351
2002-04-05,275.63
2002-04-08,276.258
2002-04-09,274.272
2002-04-10,274.637
2002-04-11,275.854
2002-04-12,276.77
2002-04-15,278.522
2002-04-16,279.986
2002-04-17,283.151
2002-04-18,283.301
2002-04-19,283.779
2002-04-22,283.353
2002-04-23,281.636
2002-04-24,280.689
2002-04-25,277.906
2002-04-26,278.338
2002-04-29,275.198
2002-04-30,273.711
2002-05-01,273.538
2002-05-02,273.153
2002-05-03,274.247
2002-05-06,271.693
2002-05-07,271.857
2002-05-08,273.942
2002-05-09,273.58
2002-05-10,272.908
2002-05-13,271.846
2002-05-14,271.946
2002-05-15,274.149
2002-05-16,273.403
2002-05-17,274.128
2002-05-20,270.88
2002-05-21,266.595
2002-05-22,267.451
2002-05-23,266.741
2002-05-24,270.467
2002-05-27,271.3
2002-05-28,269.897
2002-05-29,268.722
2002-05-30,269.046
2002-05-31,267.953
2002-06-03,265.454
2002-06-04,265.357
2002-06-05,265.242
2002-06-06,265.383
2002-06-07,261.989
2002-06-10,264.736
2002-06-11,263.821
2002-06-12,263.625
2002-06-13,265.486
2002-06-14,263.318
2002-06-17,262.729
2002-06-18,262.857
2002-06-19,255.783
2002-06-20,255.322
2002-06-21,254.159
2002-06-24,251.648
2002-06-25,248.581
2002-06-26,238.711
2002-06-27,241.023
2002-06-28,247.8
2002-07-01,245.681
2002-07-02,244.607
2002-07-03,246.326
2002-07-04,249.834
2002-07-05,253.381
2002-07-08,254.656
2002-07-09,257.212
2002-07-10,256.655
2002-07-11,253.125
2002-07-12,258.509
2002-07-15,257.728
2002-07-16,255.134
2002-07-17,255.973
2002-07-18,257.118
2002-07-19,254.779
2002-07-22,246.783
2002-07-23,248.877
2002-07-24,243.314
2002-07-25,244.151
2002-07-26,237.825
2002-07-29,239.03
2002-07-30,242.879
2002-07-31,241.027
2002-08-01,240.167
2002-08-02,240.782
2002-08-05,231.982
2002-08-06,228.835
2002-08-07,233.285
2002-08-08,234.496
2002-08-09,235.722
2002-08-12,235.319
2002-08-13,234.702
2002-08-14,237.303
2002-08-15,237.54
2002-08-16,239.288
2002-08-19,239.724
2002-08-20,240.739
2002-08-21,241.912
2002-08-22,243.1
2002-08-23,242.013
2002-08-26,242.112
2002-08-27,242.122
2002-08-28,240.313
2002-08-29,239.75
2002-08-30,240.765
2002-09-02,239.064
2002-09-03,235.803
2002-09-04,234.407
2002-09-05,233.412
2002-09-06,232.02
2002-09-09,231.056
2002-09-10,234.077
2002-09-11,235.87
2002-09-12,236.726
2002-09-13,233.851
2002-09-16,229.483
2002-09-17,233.461
2002-09-18,229.022
2002-09-19,228.239
2002-09-20,226.624
2002-09-23,221.705
2002-09-24,218.794
2002-09-25,215.74
2002-09-26,216.37
2002-09-27,216.292
2002-09-30,213.101
2002-10-01,214.708
2002-10-02,214.933
2002-10-03,213.601
2002-10-04,213.143
2002-10-07,208.247
2002-10-08,208.892
2002-10-09,206.859
2002-10-10,204.284
2002-10-11,203.997
2002-10-14,204.944
2002-10-15,210.262
2002-10-16,211.869
2002-10-17,215.321
2002-10-18,220.09
2002-10-21,220.171
2002-10-22,218.528
2002-10-23,223.29
2002-10-24,222.91
2002-10-25,222.435
2002-10-28,224.663
2002-10-29,222.68
2002-10-30,221.884
2002-10-31,224.208
2002-11-01,222.873
2002-11-04,226.508
2002-11-05,226.601
2002-11-06,229.163
2002-11-07,230.614
2002-11-08,231.574
2002-11-11,229.309
2002-11-12,228.085
2002-11-13,227.734
2002-11-14,228.441
2002-11-15,231.583
2002-11-18,232.225
2002-11-19,231.113
2002-11-20,230.53
2002-11-21,231.387
2002-11-22,233.763
2002-11-25,235.675
2002-11-26,235.52
2002-11-27,236.295
2002-11-28,237.084
2002-11-29,238.828
2002-12-02,240.757
2002-12-03,242.466
2002-12-04,240.112
2002-12-05,240.336
2002-12-06,240.463
2002-12-09,240.888
2002-12-10,240.447
2002-12-11,240.038
2002-12-12,241.189
2002-12-13,240.471
2002-12-16,239.932
2002-12-17,239.52
2002-12-18,239.049
2002-12-19,239.52
2002-12-20,240.008
2002-12-23,237.538
2002-12-24,235.781
2002-12-25,234.894
2002-12-26,235.119
2002-12-27,234.915
2002-12-30,232.318
2002-12-31,233.407
2003-01-01,233.309
2003-01-02,235.396
2003-01-03,238.765
2003-01-06,241.327
2003-01-07,239.963
2003-01-08,241.55
2003-01-09,242.523
2003-01-10,243.416
2003-01-13,246.592
2003-01-14,247.03
2003-01-15,248.03
2003-01-16,247.45
2003-01-17,244.548
2003-01-20,244.771
2003-01-21,243.75
2003-01-22,243.237
2003-01-23,245.229
2003-01-24,242.4
2003-01-27,237.874
2003-01-28,239.148
2003-01-29,238.806
2003-01-30,239.933
2003-01-31,240.813
2003-02-03,241.35
2003-02-04,241.863
2003-02-05,241.729
2003-02-06,239.674
2003-02-07,237.007
2003-02-10,234.453
2003-02-11,234.128
2003-02-12,235.789
2003-02-13,233.042
2003-02-14,232.387
2003-02-17,237.755
2003-02-18,237.603
2003-02-19,236.268
2003-02-20,236.816
2003-02-21,237.398
2003-02-24,238.28
2003-02-25,234.904
2003-02-26,234.985
2003-02-27,234.717
2003-02-28,233.978
2003-03-03,235.313
2003-03-04,233.994
2003-03-05,231.117
2003-03-06,228.138
2003-03-07,225.268
2003-03-10,221.754
2003-03-11,220.006
2003-03-12,221.394
2003-03-13,222.124
2003-03-14,224.802
2003-03-17,219.381
2003-03-18,224.48
2003-03-19,224.628
2003-03-20,228.603
2003-03-21,229.494
2003-03-24,227.843
2003-03-25,226.599
2003-03-26,227.881
2003-03-27,227.869
2003-03-28,228.169
2003-03-31,225.005
2003-04-01,226.416
2003-04-02,227.419
2003-04-03,228.773
2003-04-04,232.166
2003-04-07,236.713
2003-04-08,236.452
2003-04-09,236.191
2003-04-10,237.837
2003-04-11,238.705
2003-04-14,239.558
2003-04-15,242.477
2003-04-16,244.987
2003-04-17,245.584
2003-04-18,248.017
2003-04-21,248.275
2003-04-22,245.099
2003-04-23,244.232
2003-04-24,241.555
2003-04-25,237.013
2003-04-28,236.864
2003-04-29,241.35
2003-04-30,241.027
2003-05-01,241.182
2003-05-02,241.97
2003-05-05,244.824
2003-05-06,245.373
2003-05-07,248.396
2003-05-08,247.481
2003-05-09,249.477
2003-05-12,251.278
2003-05-13,251.015
2003-05-14,250.77
2003-05-15,250.253
2003-05-16,250.183
2003-05-19,247.823
2003-05-20,248.686
2003-05-21,249.242
2003-05-22,251.122
2003-05-23,255.8
2003-05-26,259.899
2003-05-27,259.191
2003-05-28,260.731
2003-05-29,261.981
2003-05-30,263.314
2003-06-02,266.498
2003-06-03,265.679
2003-06-04,266.62
2003-06-05,268.691
2003-06-06,269.109
2003-06-09,270.773
2003-06-10,270.846
2003-06-11,272.048
2003-06-12,275.024
2003-06-13,276.805
2003-06-16,278.836
2003-06-17,281.44
2003-06-18,280.869
2003-06-19,282.149
2003-06-20,281.405
2003-06-23,277.649
2003-06-24,276.893
2003-06-25,279.258
2003-06-26,277.841
2003-06-27,279.314
2003-06-30,279.911
2003-07-01,283.643
2003-07-02,287.432
2003-07-03,288.15
2003-07-04,290.485
2003-07-07,293.84
2003-07-08,293.366
2003-07-09,294.331
2003-07-10,293.638
2003-07-11,292.973
2003-07-14,297.3
2003-07-15,296.198
2003-07-16,296.063
2003-07-17,293.084
2003-07-18,291.367
2003-07-21,289.691
2003-07-22,289.634
2003-07-23,290.417
2003-07-24,292.85
2003-07-25,295.122
2003-07-28,298.144
2003-07-29,296.855
2003-07-30,296.077
2003-07-31,296.371
2003-08-01,297.324
2003-08-04,296.829
2003-08-05,294.76
2003-08-06,293.735
2003-08-07,296.524
2003-08-08,295.967
2003-08-11,296.782
2003-08-12,298.228
2003-08-13,302.105
2003-08-14,304.007
2003-08-15,304.868
2003-08-18,307.749
2003-08-19,307.053
2003-08-20,307.305
2003-08-21,309.931
2003-08-22,310.604
2003-08-25,310.034
2003-08-26,309.978
2003-08-27,310.222
2003-08-28,308.566
2003-08-29,312.277
2003-09-01,314.543
2003-09-02,315.805
2003-09-03,316.524
2003-09-04,315.542
2003-09-05,315.632
2003-09-08,314.832
2003-09-09,313.922
2003-09-10,312.902
2003-09-11,313.945
2003-09-12,315.202
2003-09-15,314.534
2003-09-16,316.22
2003-09-17,317.714
2003-09-18,317.195
2003-09-19,317.521
2003-09-22,314.799
2003-09-23,317.001
2003-09-24,318.509
2003-09-25,316.447
2003-09-26,314.423
2003-09-29,314.041
2003-09-30,315.26
2003-10-01,316.402
2003-10-02,320.197
2003-10-03,322.396
2003-10-06,325.318
2003-10-07,326.581
2003-10-08,327.753
2003-10-09,331.632
2003-10-10,334.358
2003-10-13,335.692
2003-10-14,334.195
2003-10-15,335.013
2003-10-16,338.067
2003-10-17,336.436
2003-10-20,337.723
2003-10-21,337.211
2003-10-22,337.285
2003-10-23,332.141
2003-10-24,332.815
2003-10-27,333.452
2003-10-28,336.453
2003-10-29,337.311
2003-10-30,339.484
2003-10-31,339.606
2003-11-03,344.588
2003-11-04,345.341
2003-11-05,347.114
2003-11-06,344.768
2003-11-07,347.358
2003-11-10,347.006
2003-11-11,345.322
2003-11-12,347.499
2003-11-13,351.226
2003-11-14,352.773
2003-11-17,349.418
2003-11-18,349.416
2003-11-19,344.322
2003-11-20,342.602
2003-11-21,342.913
2003-11-24,340.2
2003-11-25,342.69
2003-11-26,346.149
2003-11-27,345.842
2003-11-28,350.099
2003-12-01,356.53
2003-12-02,358.55
2003-12-03,360.653
2003-12-04,360.996
2003-12-05,360.133
2003-12-08,359.558
2003-12-09,362.615
2003-12-10,360.885
2003-12-11,361.89
2003-12-12,363.947
2003-12-15,367.052
2003-12-16,365.014
2003-12-17,363.243
2003-12-18,363.965
2003-12-19,363.392
2003-12-22,363.781
2003-12-23,364.748
2003-12-24,365.888
2003-12-25,365.509
2003-12-26,366.565
2003-12-29,369.382
2003-12-30,373.361
2003-12-31,374.402
2004-01-01,374.693
2004-01-02,380.172
2004-01-05,388.157
2004-01-06,386.194
2004-01-07,386.068
2004-01-08,388.323
2004-01-09,390.786
2004-01-12,390.135
2004-01-13,390.305
2004-01-14,389.043
2004-01-15,385.532
2004-01-16,386.181
2004-01-19,387.072
2004-01-20,389.457
2004-01-21,387.23
2004-01-22,386.55
2004-01-23,388.078
2004-01-26,388.449
2004-01-27,390.838
2004-01-28,390.403
2004-01-29,384.159
2004-01-30,384.465
2004-02-02,384.673
2004-02-03,384.735
2004-02-04,384.653
2004-02-05,384.591
2004-02-06,387.729
2004-02-09,392.993
2004-02-10,395.161
2004-02-11,397.002
2004-02-12,399.242
2004-02-13,402.414
2004-02-16,402.897
2004-02-17,405.517
2004-02-18,406.887
2004-02-19,404.231
2004-02-20,402.4
2004-02-23,401.633
2004-02-24,400.035
2004-02-25,400.156
2004-02-26,400.081
2004-02-27,402.483
2004-03-01,406.386
2004-03-02,408.174
2004-03-03,404.576
2004-03-04,407.502
2004-03-05,410.93
2004-03-08,409.826
2004-03-09,410.512
2004-03-10,406.111
2004-03-11,402.537
2004-03-12,399.306
2004-03-15,398.392
2004-03-16,397.577
2004-03-17,399.952
2004-03-18,404.095
2004-03-19,405.229
2004-03-22,396.985
2004-03-23,392.636
2004-03-24,392.189
2004-03-25,389.821
2004-03-26,391.163
2004-03-29,397.661
2004-03-30,400.566
2004-03-31,404.234
2004-04-01,407.901
2004-04-02,409.912
2004-04-05,414.006
2004-04-06,414.822
2004-04-07,415.097
2004-04-08,415.293
2004-04-09,414.178
2004-04-12,417.003
2004-04-13,414.76
2004-04-14,410.991
2004-04-15,408.0
2004-04-16,410.057
2004-04-19,409.834
2004-04-20,409.722
2004-04-21,405.924
2004-04-22,403.114
2004-04-23,405.983
2004-04-26,404.318
2004-04-27,401.733
2004-04-28,395.946
2004-04-29,384.982
2004-04-30,379.294
2004-05-03,375.701
2004-05-04,381.221
2004-05-05,378.293
2004-05-06,372.854
2004-05-07,368.639
2004-05-10,350.983
2004-05-11,353.055
2004-05-12,358.28
2004-05-13,353.793
2004-05-14,348.522
2004-05-17,334.424
2004-05-18,337.221
2004-05-19,349.682
2004-05-20,345.393
2004-05-21,351.328
2004-05-24,354.509
2004-05-25,354.105
2004-05-26,356.381
2004-05-27,361.207
2004-05-28,364.057
2004-05-31,361.411
2004-06-01,361.264
2004-06-02,360.494
2004-06-03,353.93
2004-06-04,355.089
2004-06-07,362.276
2004-06-08,361.828
2004-06-09,360.688
2004-06-10,359.7
2004-06-11,354.987
2004-06-14,347.779
2004-06-15,350.107
2004-06-16,349.621
2004-06-17,349.397
2004-06-18,347.771
2004-06-21,347.217
2004-06-22,346.617
2004-06-23,348.334
2004-06-24,353.198
2004-06-25,355.252
2004-06-28,355.624
2004-06-29,356.511
2004-06-30,360.297
2004-07-01,361.67
2004-07-02,361.143
2004-07-05,359.986
2004-07-06,359.341
2004-07-07,361.314
2004-07-08,359.245
2004-07-09,360.781
2004-07-12,361.586
2004-07-13,360.818
2004-07-14,358.521
2004-07-15,357.044
2004-07-16,359.447
2004-07-19,360.148
2004-07-20,356.154
2004-07-21,356.39
2004-07-22,354.435
2004-07-23,352.785
2004-07-26,350.488
2004-07-27,349.733
2004-07-28,350.303
2004-07-29,350.002
2004-07-30,352.302
2004-08-02,349.683
2004-08-03,349.437
2004-08-04,347.916
2004-08-05,351.055
2004-08-06,351.007
2004-08-09,352.113
2004-08-10,352.12
2004-08-11,349.303
2004-08-12,348.202
2004-08-13,349.326
2004-08-16,348.656
2004-08-17,350.158
2004-08-18,351.549
2004-08-19,355.354
2004-08-20,356.962
2004-08-23,356.523
2004-08-24,357.58
2004-08-25,359.101
2004-08-26,363.189
2004-08-27,362.947
2004-08-30,363.779
2004-08-31,366.036
2004-09-01,370.25
2004-09-02,373.229
2004-09-03,372.285
2004-09-06,373.058
2004-09-07,374.195
2004-09-08,375.638
2004-09-09,376.972
2004-09-10,379.1
2004-09-13,381.512
2004-09-14,383.207
2004-09-15,383.216
2004-09-16,386.503
2004-09-17,386.241
2004-09-20,388.561
2004-09-21,389.813
2004-09-22,387.603
2004-09-23,387.556
2004-09-24,387.519
2004-09-27,386.461
2004-09-28,386.795
2004-09-29,386.935
2004-09-30,388.799
2004-10-01,393.241
2004-10-04,400.049
2004-10-05,399.456
2004-10-06,398.884
2004-10-07,399.033
2004-10-08,401.301
2004-10-11,402.227
2004-10-12,397.073
2004-10-13,395.262
2004-10-14,392.287
2004-10-15,392.91
2004-10-18,393.308
2004-10-19,395.612
2004-10-20,392.138
2004-10-21,393.166
2004-10-22,394.001
2004-10-25,391.271
2004-10-26,390.954
2004-10-27,394.251
2004-10-28,398.024
2004-10-29,398.706
2004-11-01,399.268
2004-11-02,402.405
2004-11-03,408.864
2004-11-04,410.504
2004-11-05,413.212
2004-11-08,411.909
2004-11-09,412.881
2004-11-10,415.388
2004-11-11,416.282
2004-11-12,420.712
2004-11-15,422.678
2004-11-16,422.951
2004-11-17,429.398
2004-11-18,428.534
2004-11-19,428.643
2004-11-22,426.201
2004-11-23,428.939
2004-11-24,432.576
2004-11-25,434.321
2004-11-26,435.187
2004-11-29,437.659
2004-11-30,439.879
2004-12-01,441.985
2004-12-02,444.39
2004-12-03,443.683
2004-12-06,445.845
2004-12-07,443.764
2004-12-08,439.498
2004-12-09,437.401
2004-12-10,434.671
2004-12-13,437.728
2004-12-14,440.199
2004-12-15,444.354
2004-12-16,446.087
2004-12-17,446.267
2004-12-20,449.06
2004-12-21,450.096
2004-12-22,451.275
2004-12-23,453.001
2004-12-24,454.578
2004-12-27,455.664
2004-12-28,457.05
2004-12-29,459.699
2004-12-30,463.32
2004-12-31,467.036
2005-01-03,466.994
2005-01-04,460.773
2005-01-05,455.739
2005-01-06,451.233
2005-01-07,452.447
2005-01-10,453.236
2005-01-11,455.227
2005-01-12,453.334
2005-01-13,455.813
2005-01-14,456.269
2005-01-17,458.29
2005-01-18,456.315
2005-01-19,458.076
2005-01-20,454.042
2005-01-21,454.918
2005-01-24,456.309
2005-01-25,455.228
2005-01-26,459.011
2005-01-27,460.379
2005-01-28,463.618
2005-01-31,468.691
2005-02-01,466.918
2005-02-02,469.477
2005-02-03,471.255
2005-02-04,473.766
2005-02-07,475.682
2005-02-08,473.941
2005-02-09,474.706
2005-02-10,474.65
2005-02-11,477.504
2005-02-14,483.055
2005-02-15,484.418
2005-02-16,485.888
2005-02-17,487.594
2005-02-18,490.929
2005-02-21,493.508
2005-02-22,495.273
2005-02-23,496.38
2005-02-24,499.723
2005-02-25,500.808
2005-02-28,505.857
2005-03-01,506.356
2005-03-02,506.206
2005-03-03,508.295
2005-03-04,511.004
2005-03-07,512.681
2005-03-08,511.626
2005-03-09,513.699
2005-03-10,511.912
2005-03-11,514.416
2005-03-14,509.386
2005-03-15,499.491
2005-03-16,498.218
2005-03-17,494.253
2005-03-18,493.238
2005-03-21,490.501
2005-03-22,487.412
2005-03-23,479.906
2005-03-24,477.156
2005-03-25,479.884
2005-03-28,477.951
2005-03-29,469.941
2005-03-30,471.125
2005-03-31,477.483
2005-04-01,483.071
2005-04-04,478.776
2005-04-05,478.3
2005-04-06,480.551
2005-04-07,481.962
2005-04-08,482.169
2005-04-11,480.382
2005-04-12,478.81
2005-04-13,481.927
2005-04-14,474.108
2005-04-15,468.612
2005-04-18,458.784
2005-04-19,465.304
2005-04-20,465.721
2005-04-21,467.423
2005-04-22,469.408
2005-04-25,469.441
2005-04-26,470.003
2005-04-27,466.573
2005-04-28,462.594
2005-04-29,462.878
2005-05-02,463.56
2005-05-03,464.217
2005-05-04,470.252
2005-05-05,474.369
2005-05-06,476.392
2005-05-09,474.703
2005-05-10,472.142
2005-05-11,469.406
2005-05-12,467.476
2005-05-13,466.052
2005-05-16,463.163
2005-05-17,462.293
2005-05-18,464.821
2005-05-19,469.183
2005-05-20,467.099
2005-05-23,466.195
2005-05-24,467.244
2005-05-25,465.851
2005-05-26,466.964
2005-05-27,472.218
2005-05-30,473.471
2005-05-31,472.845
2005-06-01,472.355
2005-06-02,476.342
2005-06-03,480.969
2005-06-06,482.15
2005-06-07,482.627
2005-06-08,484.926
2005-06-09,483.003
2005-06-10,485.162
2005-06-13,483.677
2005-06-14,482.983
2005-06-15,486.814
2005-06-16,488.783
2005-06-17,491.332
2005-06-20,489.959
2005-06-21,490.065
2005-06-22,493.849
2005-06-23,494.065
2005-06-24,493.655
2005-06-27,491.546
2005-06-28,490.089
2005-06-29,490.438
2005-06-30,490.784
2005-07-01,492.535
2005-07-04,491.041
2005-07-05,488.163
2005-07-06,489.938
2005-07-07,486.654
2005-07-08,487.313
2005-07-11,495.351
2005-07-12,501.157
2005-07-13,502.107
2005-07-14,506.78
2005-07-15,505.16
2005-07-18,506.228
2005-07-19,507.518
2005-07-20,508.626
2005-07-21,510.321
2005-07-22,512.376
2005-07-25,512.876
2005-07-26,509.999
2005-07-27,511.721
2005-07-28,516.34
2005-07-29,517.071
2005-08-01,518.219
2005-08-02,521.229
2005-08-03,525.243
2005-08-04,526.446
2005-08-05,525.123
2005-08-08,523.455
2005-08-09,526.292
2005-08-10,529.594
2005-08-11,529.395
2005-08-12,528.897
2005-08-15,526.366
2005-08-16,524.756
2005-08-17,525.147
2005-08-18,520.154
2005-08-19,517.958
2005-08-22,524.053
2005-08-23,523.064
2005-08-24,519.492
2005-08-25,520.271
2005-08-26,519.52
2005-08-29,514.031
2005-08-30,514.53
2005-08-31,516.621
2005-09-01,522.026
2005-09-02,525.586
2005-09-05,527.306
2005-09-06,527.471
2005-09-07,529.672
2005-09-08,530.479
2005-09-09,532.543
2005-09-12,533.703
2005-09-13,532.627
2005-09-14,534.332
2005-09-15,534.781
2005-09-16,535.761
2005-09-19,536.132
2005-09-20,540.257
2005-09-21,540.092
2005-09-22,538.017
2005-09-23,535.015
2005-09-26,538.208
2005-09-27,539.109
2005-09-28,541.532
2005-09-29,547.065
2005-09-30,551.272
2005-10-03,551.746
2005-10-04,554.848
2005-10-05,550.491
2005-10-06,542.579
2005-10-07,543.34
2005-10-10,546.669
2005-10-11,547.906
2005-10-12,542.452
2005-10-13,534.444
2005-10-14,532.527
2005-10-17,528.564
2005-10-18,527.032
2005-10-19,517.244
2005-10-20,517.325
2005-10-21,520.122
2005-10-24,520.82
2005-10-25,519.899
2005-10-26,518.588
2005-10-27,514.731
2005-10-28,511.611
2005-10-31,519.609
2005-11-01,524.858
2005-11-02,530.825
2005-11-03,532.473
2005-11-04,530.939
2005-11-07,530.776
2005-11-08,531.692
