Date,AUSTRALIA Standard (Large+Mid Cap)
2001-12-20,1133.395
2001-12-21,1146.964
2001-12-24,1157.652
2001-12-25,1157.652
2001-12-26,1156.855
2001-12-27,1164.277
2001-12-28,1170.953
2001-12-31,1175.192
2002-01-01,1175.192
2002-01-02,1186.714
2002-01-03,1180.029
2002-01-04,1196.246
2002-01-07,1201.931
2002-01-08,1202.001
2002-01-09,1197.925
2002-01-10,1194.456
2002-01-11,1192.435
2002-01-14,1184.534
2002-01-15,1182.065
2002-01-16,1182.476
2002-01-17,1167.795
2002-01-18,1167.847
2002-01-21,1177.152
2002-01-22,1190.453
2002-01-23,1193.251
2002-01-24,1194.971
2002-01-25,1194.534
2002-01-28,1191.182
2002-01-29,1192.646
2002-01-30,1167.658
2002-01-31,1178.379
2002-02-01,1177.397
2002-02-04,1187.043
2002-02-05,1180.756
2002-02-06,1169.059
2002-02-07,1162.524
2002-02-08,1184.44
2002-02-11,1198.087
2002-02-12,1191.875
2002-02-13,1188.765
2002-02-14,1209.026
2002-02-15,1210.509
2002-02-18,1211.362
2002-02-19,1209.848
2002-02-20,1197.818
2002-02-21,1192.939
2002-02-22,1182.074
2002-02-25,1182.084
2002-02-26,1188.723
2002-02-27,1183.325
2002-02-28,1186.132
2002-03-01,1190.208
2002-03-04,1200.376
2002-03-05,1202.177
2002-03-06,1209.362
2002-03-07,1241.002
2002-03-08,1226.383
2002-03-11,1219.253
2002-03-12,1211.638
2002-03-13,1207.302
2002-03-14,1214.603
2002-03-15,1203.14
2002-03-18,1221.337
2002-03-19,1223.023
2002-03-20,1242.927
2002-03-21,1233.776
2002-03-22,1232.31
2002-03-25,1222.784
2002-03-26,1201.715
2002-03-27,1211.922
2002-03-28,1228.464
2002-03-29,1228.464
2002-04-01,1230.651
2002-04-02,1219.068
2002-04-03,1208.712
2002-04-04,1208.235
2002-04-05,1215.15
2002-04-08,1205.75
2002-04-09,1198.398
2002-04-10,1209.145
2002-04-11,1214.012
2002-04-12,1209.017
2002-04-15,1207.403
2002-04-16,1214.618
2002-04-17,1234.014
2002-04-18,1240.693
2002-04-19,1242.006
2002-04-22,1244.271
2002-04-23,1240.389
2002-04-24,1234.552
2002-04-25,1239.794
2002-04-26,1239.494
2002-04-29,1217.385
2002-04-30,1213.412
2002-05-01,1222.348
2002-05-02,1216.707
2002-05-03,1225.83
2002-05-06,1216.109
2002-05-07,1212.95
2002-05-08,1221.208
2002-05-09,1222.713
2002-05-10,1224.693
2002-05-13,1217.79
2002-05-14,1220.243
2002-05-15,1254.152
2002-05-16,1258.595
2002-05-17,1276.199
2002-05-20,1266.95
2002-05-21,1264.864
2002-05-22,1275.353
2002-05-23,1267.31
2002-05-24,1270.766
2002-05-27,1271.718
2002-05-28,1284.472
2002-05-29,1290.41
2002-05-30,1294.082
2002-05-31,1289.579
2002-06-03,1300.998
2002-06-04,1301.306
2002-06-05,1293.123
2002-06-06,1302.25
2002-06-07,1302.081
2002-06-10,1293.452
2002-06-11,1284.348
2002-06-12,1287.969
2002-06-13,1282.673
2002-06-14,1252.451
2002-06-17,1249.469
2002-06-18,1266.503
2002-06-19,1261.962
2002-06-20,1271.586
2002-06-21,1267.707
2002-06-24,1262.068
2002-06-25,1251.876
2002-06-26,1219.116
2002-06-27,1231.738
2002-06-28,1227.987
2002-07-01,1231.673
2002-07-02,1231.845
2002-07-03,1210.274
2002-07-04,1210.847
2002-07-05,1218.52
2002-07-08,1241.628
2002-07-09,1259.6
2002-07-10,1242.863
2002-07-11,1209.155
2002-07-12,1210.95
2002-07-15,1211.61
2002-07-16,1196.034
2002-07-17,1166.949
2002-07-18,1181.947
2002-07-19,1172.397
2002-07-22,1156.497
2002-07-23,1143.212
2002-07-24,1096.977
2002-07-25,1109.182
2002-07-26,1083.755
2002-07-29,1099.912
2002-07-30,1134.175
2002-07-31,1135.963
2002-08-01,1120.574
2002-08-02,1109.423
2002-08-05,1078.46
2002-08-06,1061.505
2002-08-07,1107.659
2002-08-08,1110.047
2002-08-09,1122.795
2002-08-12,1132.362
2002-08-13,1132.032
2002-08-14,1127.305
2002-08-15,1148.993
2002-08-16,1155.489
2002-08-19,1152.905
2002-08-20,1172.226
2002-08-21,1163.639
2002-08-22,1172.139
2002-08-23,1173.261
2002-08-26,1171.333
2002-08-27,1183.859
2002-08-28,1172.589
2002-08-29,1169.474
2002-08-30,1164.471
2002-09-02,1174.772
2002-09-03,1169.669
2002-09-04,1144.431
2002-09-05,1145.938
2002-09-06,1146.626
2002-09-09,1164.253
2002-09-10,1160.991
2002-09-11,1175.409
2002-09-12,1183.073
2002-09-13,1177.164
2002-09-16,1173.181
2002-09-17,1182.405
2002-09-18,1167.582
2002-09-19,1161.849
2002-09-20,1147.482
2002-09-23,1131.438
2002-09-24,1127.907
2002-09-25,1111.6
2002-09-26,1110.936
2002-09-27,1117.419
2002-09-30,1101.353
2002-10-01,1106.883
2002-10-02,1115.248
2002-10-03,1120.511
2002-10-04,1117.335
2002-10-07,1103.938
2002-10-08,1099.974
2002-10-09,1090.199
2002-10-10,1078.732
2002-10-11,1094.105
2002-10-14,1105.552
2002-10-15,1120.774
2002-10-16,1123.009
2002-10-17,1126.248
2002-10-18,1134.433
2002-10-21,1132.306
2002-10-22,1137.754
2002-10-23,1148.342
2002-10-24,1152.6
2002-10-25,1142.523
2002-10-28,1162.943
2002-10-29,1149.592
2002-10-30,1137.219
2002-10-31,1161.262
2002-11-01,1150.933
2002-11-04,1175.84
2002-11-05,1177.295
2002-11-06,1188.371
2002-11-07,1182.064
2002-11-08,1170.595
2002-11-11,1144.934
2002-11-12,1152.48
2002-11-13,1145.022
2002-11-14,1147.305
2002-11-15,1165.06
2002-11-18,1168.015
2002-11-19,1160.279
2002-11-20,1163.277
2002-11-21,1176.852
2002-11-22,1187.69
2002-11-25,1180.35
2002-11-26,1174.715
2002-11-27,1158.44
2002-11-28,1186.944
2002-11-29,1193.907
2002-12-02,1201.333
2002-12-03,1195.015
2002-12-04,1177.918
2002-12-05,1184.34
2002-12-06,1179.041
2002-12-09,1181.41
2002-12-10,1160.821
2002-12-11,1152.211
2002-12-12,1169.647
2002-12-13,1161.952
2002-12-16,1152.543
2002-12-17,1173.651
2002-12-18,1169.099
2002-12-19,1168.941
2002-12-20,1169.905
2002-12-23,1183.761
2002-12-24,1184.034
2002-12-25,1184.034
2002-12-26,1184.034
2002-12-27,1177.434
2002-12-30,1167.065
2002-12-31,1171.921
2003-01-01,1171.921
2003-01-02,1179.326
2003-01-03,1196.021
2003-01-06,1227.35
2003-01-07,1225.932
2003-01-08,1220.926
2003-01-09,1223.856
2003-01-10,1234.19
2003-01-13,1236.573
2003-01-14,1243.643
2003-01-15,1245.107
2003-01-16,1238.802
2003-01-17,1244.999
2003-01-20,1244.233
2003-01-21,1235.854
2003-01-22,1219.933
2003-01-23,1229.242
2003-01-24,1233.568
2003-01-27,1229.087
2003-01-28,1198.435
2003-01-29,1199.252
2003-01-30,1197.268
2003-01-31,1193.008
2003-02-03,1180.735
2003-02-04,1196.998
2003-02-05,1185.163
2003-02-06,1170.27
2003-02-07,1180.806
2003-02-10,1177.019
2003-02-11,1163.837
2003-02-12,1172.611
2003-02-13,1159.349
2003-02-14,1143.316
2003-02-17,1154.841
2003-02-18,1156.52
2003-02-19,1169.267
2003-02-20,1158.581
2003-02-21,1162.184
2003-02-24,1191.63
2003-02-25,1168.798
2003-02-26,1184.198
2003-02-27,1171.058
2003-02-28,1177.557
2003-03-03,1200.255
2003-03-04,1198.891
2003-03-05,1187.2
2003-03-06,1185.719
2003-03-07,1169.678
2003-03-10,1170.247
2003-03-11,1141.417
2003-03-12,1121.197
2003-03-13,1114.913
2003-03-14,1142.128
2003-03-17,1136.578
2003-03-18,1174.013
2003-03-19,1179.43
2003-03-20,1188.45
2003-03-21,1183.474
2003-03-24,1186.824
2003-03-25,1191.034
2003-03-26,1210.019
2003-03-27,1216.831
2003-03-28,1217.542
2003-03-31,1221.816
2003-04-01,1218.17
2003-04-02,1212.291
2003-04-03,1222.384
2003-04-04,1235.653
2003-04-07,1249.39
2003-04-08,1253.386
2003-04-09,1245.317
2003-04-10,1250.724
2003-04-11,1247.302
2003-04-14,1242.035
2003-04-15,1259.848
2003-04-16,1280.426
2003-04-17,1275.17
2003-04-18,1275.17
2003-04-21,1272.165
2003-04-22,1298.798
2003-04-23,1304.704
2003-04-24,1305.182
2003-04-25,1299.698
2003-04-28,1290.67
2003-04-29,1309.353
2003-04-30,1318.803
2003-05-01,1327.897
2003-05-02,1310.524
2003-05-05,1317.82
2003-05-06,1317.647
2003-05-07,1317.579
2003-05-08,1325.254
2003-05-09,1323.081
2003-05-12,1337.07
2003-05-13,1338.27
2003-05-14,1334.784
2003-05-15,1324.945
2003-05-16,1335.035
2003-05-19,1344.666
2003-05-20,1334.715
2003-05-21,1340.362
2003-05-22,1353.632
2003-05-23,1367.648
2003-05-26,1373.669
2003-05-27,1365.719
2003-05-28,1356.021
2003-05-29,1358.152
2003-05-30,1364.034
2003-06-02,1389.783
2003-06-03,1385.975
2003-06-04,1403.602
2003-06-05,1415.299
2003-06-06,1410.894
2003-06-09,1405.556
2003-06-10,1406.389
2003-06-11,1427.07
2003-06-12,1435.985
2003-06-13,1441.788
2003-06-16,1444.123
2003-06-17,1462.449
2003-06-18,1456.347
2003-06-19,1451.71
2003-06-20,1444.415
2003-06-23,1435.945
2003-06-24,1426.165
2003-06-25,1440.917
2003-06-26,1413.535
2003-06-27,1419.837
2003-06-30,1419.681
2003-07-01,1440.151
2003-07-02,1441.474
2003-07-03,1457.138
2003-07-04,1442.088
2003-07-07,1444.469
2003-07-08,1409.192
2003-07-09,1385.017
2003-07-10,1395.69
2003-07-11,1400.008
2003-07-14,1418.905
2003-07-15,1405.483
2003-07-16,1421.441
2003-07-17,1407.92
2003-07-18,1389.491
2003-07-21,1404.239
2003-07-22,1395.647
2003-07-23,1418.936
2003-07-24,1437.602
2003-07-25,1440.081
2003-07-28,1451.601
2003-07-29,1447.55
2003-07-30,1413.559
2003-07-31,1415.242
2003-08-01,1435.034
2003-08-04,1420.251
2003-08-05,1414.989
2003-08-06,1420.324
2003-08-07,1429.026
2003-08-08,1438.326
2003-08-11,1446.116
2003-08-12,1444.155
2003-08-13,1451.827
2003-08-14,1447.507
2003-08-15,1453.017
2003-08-18,1454.194
2003-08-19,1453.847
2003-08-20,1468.138
2003-08-21,1454.712
2003-08-22,1450.924
2003-08-25,1453.241
2003-08-26,1437.067
2003-08-27,1429.148
2003-08-28,1434.754
2003-08-29,1450.793
2003-09-01,1451.134
2003-09-02,1450.594
2003-09-03,1442.806
2003-09-04,1450.307
2003-09-05,1455.138
2003-09-08,1470.395
2003-09-09,1494.979
2003-09-10,1488.856
2003-09-11,1480.954
2003-09-12,1488.991
2003-09-15,1491.898
2003-09-16,1488.825
2003-09-17,1503.159
2003-09-18,1511.843
2003-09-19,1518.186
2003-09-22,1529.559
2003-09-23,1517.399
2003-09-24,1529.49
2003-09-25,1520.779
2003-09-26,1506.154
2003-09-29,1501.885
2003-09-30,1509.556
2003-10-01,1516.184
2003-10-02,1539.022
2003-10-03,1539.74
2003-10-06,1546.121
2003-10-07,1565.739
2003-10-08,1578.692
2003-10-09,1586.488
2003-10-10,1588.518
2003-10-13,1593.03
2003-10-14,1596.262
2003-10-15,1596.133
2003-10-16,1609.048
2003-10-17,1609.881
2003-10-20,1606.861
2003-10-21,1629.03
2003-10-22,1640.748
2003-10-23,1609.039
2003-10-24,1608.381
2003-10-27,1610.673
2003-10-28,1610.761
2003-10-29,1618.547
2003-10-30,1630.858
2003-10-31,1637.495
2003-11-03,1617.003
2003-11-04,1613.753
2003-11-05,1626.758
2003-11-06,1622.416
2003-11-07,1627.322
2003-11-10,1636.939
2003-11-11,1620.246
2003-11-12,1624.698
2003-11-13,1640.569
2003-11-14,1627.688
2003-11-17,1605.172
2003-11-18,1622.058
2003-11-19,1628.37
2003-11-20,1633.733
2003-11-21,1626.26
2003-11-24,1612.52
2003-11-25,1626.725
2003-11-26,1639.017
2003-11-27,1630.64
2003-11-28,1634.583
2003-12-01,1633.107
2003-12-02,1656.36
2003-12-03,1678.885
2003-12-04,1684.163
2003-12-05,1686.387
2003-12-08,1695.157
2003-12-09,1688.392
2003-12-10,1692.201
2003-12-11,1671.164
2003-12-12,1698.674
2003-12-15,1718.684
2003-12-16,1702.934
2003-12-17,1706.326
2003-12-18,1689.548
2003-12-19,1691.947
2003-12-22,1700.76
2003-12-23,1707.693
2003-12-24,1729.881
2003-12-25,1729.881
2003-12-26,1726.389
2003-12-29,1737.723
2003-12-30,1759.677
2003-12-31,1773.777
2004-01-01,1773.777
2004-01-02,1782.955
2004-01-05,1799.061
2004-01-06,1823.371
2004-01-07,1812.581
2004-01-08,1819.251
2004-01-09,1828.858
2004-01-12,1827.025
2004-01-13,1826.377
2004-01-14,1833.074
2004-01-15,1811.537
2004-01-16,1790.415
2004-01-19,1770.371
2004-01-20,1804.562
2004-01-21,1817.731
2004-01-22,1840.612
2004-01-23,1841.029
2004-01-26,1835.34
2004-01-27,1830.936
2004-01-28,1810.348
2004-01-29,1764.733
2004-01-30,1771.312
2004-02-02,1766.146
2004-02-03,1778.547
2004-02-04,1765.266
2004-02-05,1775.017
2004-02-06,1787.699
2004-02-09,1814.113
2004-02-10,1821.061
2004-02-11,1831.573
2004-02-12,1870.784
2004-02-13,1880.193
2004-02-16,1882.193
2004-02-17,1898.917
2004-02-18,1902.913
2004-02-19,1891.406
2004-02-20,1858.758
2004-02-23,1846.559
2004-02-24,1853.565
2004-02-25,1848.34
2004-02-26,1841.542
2004-02-27,1855.503
2004-03-01,1871.404
2004-03-02,1867.132
2004-03-03,1815.89
2004-03-04,1827.105
2004-03-05,1866.412
2004-03-08,1861.046
2004-03-09,1876.267
2004-03-10,1831.427
2004-03-11,1799.886
2004-03-12,1785.596
2004-03-15,1797.234
2004-03-16,1827.853
2004-03-17,1827.031
2004-03-18,1853.279
2004-03-19,1854.635
2004-03-22,1848.279
2004-03-23,1839.883
2004-03-24,1826.084
2004-03-25,1817.784
2004-03-26,1841.937
2004-03-29,1842.56
2004-03-30,1866.16
2004-03-31,1884.604
2004-04-01,1910.65
2004-04-02,1889.04
2004-04-05,1880.927
2004-04-06,1901.263
2004-04-07,1917.025
2004-04-08,1906.289
2004-04-09,1906.289
2004-04-12,1916.041
2004-04-13,1878.208
2004-04-14,1821.696
2004-04-15,1829.464
2004-04-16,1839.086
2004-04-19,1853.688
2004-04-20,1841.968
2004-04-21,1823.137
2004-04-22,1811.301
2004-04-23,1826.742
2004-04-26,1827.285
2004-04-27,1822.751
2004-04-28,1800.579
2004-04-29,1767.668
2004-04-30,1773.538
2004-05-03,1757.212
2004-05-04,1785.243
2004-05-05,1797.984
2004-05-06,1783.452
2004-05-07,1727.091
2004-05-10,1676.134
2004-05-11,1680.153
2004-05-12,1699.898
2004-05-13,1680.037
2004-05-14,1675.208
2004-05-17,1667.06
2004-05-18,1673.74
2004-05-19,1716.832
2004-05-20,1694.015
2004-05-21,1724.729
2004-05-24,1720.495
2004-05-25,1733.624
2004-05-26,1751.389
2004-05-27,1791.258
2004-05-28,1778.948
2004-05-31,1785.286
2004-06-01,1775.364
2004-06-02,1757.977
2004-06-03,1731.022
2004-06-04,1740.239
2004-06-07,1780.247
2004-06-08,1771.617
2004-06-09,1738.778
2004-06-10,1754.386
2004-06-11,1749.498
2004-06-14,1748.615
2004-06-15,1735.776
2004-06-16,1740.989
2004-06-17,1740.246
2004-06-18,1765.319
2004-06-21,1780.177
2004-06-22,1765.037
2004-06-23,1772.368
2004-06-24,1793.623
2004-06-25,1787.578
2004-06-28,1790.671
2004-06-29,1764.852
2004-06-30,1784.994
2004-07-01,1803.359
2004-07-02,1825.918
2004-07-05,1824.887
2004-07-06,1841.011
2004-07-07,1867.296
2004-07-08,1868.271
2004-07-09,1864.022
2004-07-12,1877.705
2004-07-13,1871.3
2004-07-14,1850.966
2004-07-15,1849.13
2004-07-16,1872.738
2004-07-19,1876.031
2004-07-20,1851.155
2004-07-21,1820.247
2004-07-22,1812.32
2004-07-23,1786.132
2004-07-26,1786.944
2004-07-27,1771.944
2004-07-28,1766.299
2004-07-29,1765.585
2004-07-30,1790.767
2004-08-02,1804.754
2004-08-03,1814.516
2004-08-04,1809.043
2004-08-05,1798.954
2004-08-06,1825.074
2004-08-09,1818.987
2004-08-10,1813.699
2004-08-11,1809.402
2004-08-12,1799.555
2004-08-13,1803.954
2004-08-16,1806.98
2004-08-17,1802.821
2004-08-18,1801.025
2004-08-19,1832.326
2004-08-20,1839.058
2004-08-23,1839.985
2004-08-24,1811.019
2004-08-25,1804.859
2004-08-26,1799.355
2004-08-27,1818.632
2004-08-30,1807.44
2004-08-31,1827.343
2004-09-01,1835.601
2004-09-02,1819.228
2004-09-03,1802.026
2004-09-06,1806.782
2004-09-07,1817.172
2004-09-08,1818.155
2004-09-09,1800.307
2004-09-10,1836.356
2004-09-13,1834.965
2004-09-14,1864.828
2004-09-15,1843.334
2004-09-16,1853.292
2004-09-17,1849.994
2004-09-20,1860.792
2004-09-21,1864.333
2004-09-22,1885.449
2004-09-23,1905.818
2004-09-24,1892.736
2004-09-27,1894.933
2004-09-28,1910.076
2004-09-29,1918.912
2004-09-30,1949.233
2004-10-01,1945.297
2004-10-04,1952.564
2004-10-05,1966.044
2004-10-06,1967.577
2004-10-07,1976.042
2004-10-08,1990.132
2004-10-11,1995.627
2004-10-12,1992.778
2004-10-13,1975.647
2004-10-14,1989.838
2004-10-15,1995.044
2004-10-18,1974.303
2004-10-19,1984.081
2004-10-20,1994.183
2004-10-21,2001.18
2004-10-22,2002.542
2004-10-25,2006.916
2004-10-26,2019.731
2004-10-27,2047.209
2004-10-28,2061.232
2004-10-29,2066.437
2004-11-01,2075.325
2004-11-02,2075.103
2004-11-03,2123.307
2004-11-04,2128.305
2004-11-05,2136.454
2004-11-08,2122.071
2004-11-09,2127.252
2004-11-10,2136.535
2004-11-11,2155.775
2004-11-12,2170.866
2004-11-15,2194.334
2004-11-16,2195.859
2004-11-17,2218.825
2004-11-18,2210.873
2004-11-19,2227.23
2004-11-22,2208.096
2004-11-23,2232.48
2004-11-24,2251.556
2004-11-25,2279.39
2004-11-26,2271.954
2004-11-29,2269.566
2004-11-30,2244.275
2004-12-01,2222.844
2004-12-02,2247.611
2004-12-03,2247.711
2004-12-06,2253.267
2004-12-07,2234.466
2004-12-08,2155.824
2004-12-09,2142.718
2004-12-10,2146.792
2004-12-13,2170.785
2004-12-14,2185.967
2004-12-15,2214.14
2004-12-16,2206.979
2004-12-17,2220.469
2004-12-20,2244.841
2004-12-21,2256.699
2004-12-22,2266.833
2004-12-23,2273.255
2004-12-24,2299.769
2004-12-27,2315.428
2004-12-28,2316.621
2004-12-29,2305.617
2004-12-30,2322.976
2004-12-31,2340.565
2005-01-03,2319.515
2005-01-04,2297.053
2005-01-05,2279.711
2005-01-06,2259.247
2005-01-07,2271.281
2005-01-10,2282.67
2005-01-11,2295.309
2005-01-12,2312.857
2005-01-13,2301.312
2005-01-14,2279.408
2005-01-17,2285.342
2005-01-18,2269.745
2005-01-19,2279.438
2005-01-20,2270.069
2005-01-21,2291.105
2005-01-24,2298.631
2005-01-25,2294.143
2005-01-26,2323.547
2005-01-27,2357.323
2005-01-28,2348.891
2005-01-31,2357.643
2005-02-01,2359.81
2005-02-02,2378.755
2005-02-03,2367.538
2005-02-04,2381.988
2005-02-07,2401.267
2005-02-08,2370.861
2005-02-09,2377.056
2005-02-10,2429.089
2005-02-11,2429.69
2005-02-14,2432.973
2005-02-15,2418.523
2005-02-16,2416.775
2005-02-17,2446.068
2005-02-18,2444.798
2005-02-21,2455.459
2005-02-22,2462.309
2005-02-23,2424.232
2005-02-24,2408.584
2005-02-25,2428.868
2005-02-28,2489.83
2005-03-01,2474.947
2005-03-02,2466.015
2005-03-03,2478.774
2005-03-04,2513.254
2005-03-07,2524.9
2005-03-08,2548.352
2005-03-09,2530.356
2005-03-10,2507.749
2005-03-11,2507.317
2005-03-14,2508.406
2005-03-15,2509.77
2005-03-16,2534.698
2005-03-17,2526.289
2005-03-18,2529.91
2005-03-21,2525.412
2005-03-22,2514.015
2005-03-23,2427.208
2005-03-24,2402.058
2005-03-25,2402.058
2005-03-28,2393.501
2005-03-29,2376.022
2005-03-30,2385.023
2005-03-31,2391.902
2005-04-01,2408.784
2005-04-04,2379.823
2005-04-05,2388.285
2005-04-06,2373.772
2005-04-07,2392.905
2005-04-08,2418.314
2005-04-11,2415.439
2005-04-12,2417.219
2005-04-13,2426.777
2005-04-14,2376.863
2005-04-15,2336.187
2005-04-18,2286.876
2005-04-19,2331.451
2005-04-20,2351.807
2005-04-21,2355.884
2005-04-22,2385.793
2005-04-25,2373.447
2005-04-26,2367.426
2005-04-27,2361.838
2005-04-28,2364.009
2005-04-29,2353.514
2005-05-02,2366.173
2005-05-03,2335.063
2005-05-04,2322.3
2005-05-05,2338.635
2005-05-06,2342.672
2005-05-09,2338.762
2005-05-10,2348.111
2005-05-11,2354.894
2005-05-12,2345.127
2005-05-13,2317.114
2005-05-16,2274.476
2005-05-17,2268.513
2005-05-18,2292.268
2005-05-19,2322.621
2005-05-20,2313.66
2005-05-23,2350.262
2005-05-24,2369.461
2005-05-25,2361.625
2005-05-26,2358.096
2005-05-27,2372.701
2005-05-30,2382.416
2005-05-31,2351.835
2005-06-01,2361.968
2005-06-02,2398.514
2005-06-03,2413.7
2005-06-06,2441.926
2005-06-07,2457.359
2005-06-08,2468.543
2005-06-09,2455.171
2005-06-10,2445.08
2005-06-13,2442.674
2005-06-14,2457.758
2005-06-15,2476.611
