Date,AUSTRALIA Standard (Large+Mid Cap)
2002-07-29,738.323
2002-07-30,761.322
2002-07-31,762.522
2002-08-01,752.192
2002-08-02,744.707
2002-08-05,723.923
2002-08-06,712.494
2002-08-07,743.473
2002-08-08,745.076
2002-08-09,753.633
2002-08-12,759.935
2002-08-13,759.714
2002-08-14,756.456
2002-08-15,771.009
2002-08-16,775.368
2002-08-19,773.606
2002-08-20,786.57
2002-08-21,780.725
2002-08-22,786.427
2002-08-23,787.18
2002-08-26,785.358
2002-08-27,793.726
2002-08-28,786.162
2002-08-29,784.056
2002-08-30,780.63
2002-09-02,787.125
2002-09-03,783.658
2002-09-04,766.653
2002-09-05,767.662
2002-09-06,768.058
2002-09-09,779.722
2002-09-10,777.537
2002-09-11,787.194
2002-09-12,792.298
2002-09-13,788.33
2002-09-16,785.434
2002-09-17,791.602
2002-09-18,781.678
2002-09-19,777.8
2002-09-20,768.164
2002-09-23,757.375
2002-09-24,754.989
2002-09-25,744.049
2002-09-26,743.546
2002-09-27,747.885
2002-09-30,736.956
2002-10-01,740.656
2002-10-02,746.253
2002-10-03,749.762
2002-10-04,747.637
2002-10-07,738.673
2002-10-08,736.021
2002-10-09,729.461
2002-10-10,721.788
2002-10-11,732.074
2002-10-14,739.664
2002-10-15,749.848
2002-10-16,751.344
2002-10-17,753.511
2002-10-18,758.987
2002-10-21,757.563
2002-10-22,761.209
2002-10-23,768.293
2002-10-24,771.141
2002-10-25,764.386
2002-10-28,777.997
2002-10-29,769.066
2002-10-30,760.788
2002-10-31,776.514
2002-11-01,769.607
2002-11-04,786.262
2002-11-05,787.234
2002-11-06,794.641
2002-11-07,790.423
2002-11-08,782.754
2002-11-11,765.344
2002-11-12,770.389
2002-11-13,765.36
2002-11-14,766.886
2002-11-15,778.748
2002-11-18,780.107
2002-11-19,774.941
2002-11-20,776.943
2002-11-21,785.674
2002-11-22,792.909
2002-11-25,787.912
2002-11-26,784.15
2002-11-27,773.286
2002-11-28,792.314
2002-11-29,796.962
2002-12-02,801.919
2002-12-03,797.701
2002-12-04,786.288
2002-12-05,790.575
2002-12-06,787.038
2002-12-09,788.62
2002-12-10,774.876
2002-12-11,769.128
2002-12-12,780.768
2002-12-13,775.631
2002-12-16,769.35
2002-12-17,783.44
2002-12-18,780.402
2002-12-19,780.296
2002-12-20,780.94
2002-12-23,790.046
2002-12-24,790.228
2002-12-25,790.228
2002-12-26,790.228
2002-12-27,785.824
2002-12-30,778.904
2002-12-31,782.144
2003-01-01,782.144
2003-01-02,787.087
2003-01-03,798.228
2003-01-06,819.138
2003-01-07,818.192
2003-01-08,814.841
2003-01-09,816.796
2003-01-10,823.693
2003-01-13,825.284
2003-01-14,830.002
2003-01-15,830.979
2003-01-16,826.771
2003-01-17,830.907
2003-01-20,830.396
2003-01-21,824.804
2003-01-22,814.178
2003-01-23,820.391
2003-01-24,823.278
2003-01-27,820.287
2003-01-28,799.831
2003-01-29,800.375
2003-01-30,799.051
2003-01-31,796.208
2003-02-03,788.018
2003-02-04,798.816
2003-02-05,790.918
2003-02-06,780.979
2003-02-07,788.001
2003-02-10,785.306
2003-02-11,776.511
2003-02-12,782.364
2003-02-13,773.516
2003-02-14,762.819
2003-02-17,770.005
2003-02-18,771.124
2003-02-19,779.591
2003-02-20,772.466
2003-02-21,774.868
2003-02-24,794.43
2003-02-25,779.209
2003-02-26,789.438
2003-02-27,780.602
2003-02-28,784.934
2003-03-03,799.609
2003-03-04,798.671
2003-03-05,790.563
2003-03-06,789.504
2003-03-07,778.803
2003-03-10,779.182
2003-03-11,759.921
2003-03-12,746.393
2003-03-13,742.121
2003-03-14,760.236
2003-03-17,756.303
2003-03-18,781.213
2003-03-19,784.817
2003-03-20,790.819
2003-03-21,787.508
2003-03-24,789.723
2003-03-25,792.448
2003-03-26,805.026
2003-03-27,809.45
2003-03-28,809.922
2003-03-31,812.614
2003-04-01,810.189
2003-04-02,806.279
2003-04-03,812.975
2003-04-04,821.8
2003-04-07,830.929
2003-04-08,833.586
2003-04-09,828.22
2003-04-10,831.816
2003-04-11,829.452
2003-04-14,825.942
2003-04-15,837.787
2003-04-16,851.472
2003-04-17,847.976
2003-04-18,847.976
2003-04-21,845.978
2003-04-22,863.688
2003-04-23,867.616
2003-04-24,867.934
2003-04-25,864.287
2003-04-28,858.284
2003-04-29,870.707
2003-04-30,876.992
2003-05-01,883.039
2003-05-02,871.486
2003-05-05,876.338
2003-05-06,876.223
2003-05-07,876.177
2003-05-08,881.281
2003-05-09,879.775
2003-05-12,889.077
2003-05-13,889.874
2003-05-14,887.557
2003-05-15,881.014
2003-05-16,887.313
2003-05-19,893.584
2003-05-20,886.971
2003-05-21,890.724
2003-05-22,899.542
2003-05-23,908.856
2003-05-26,912.818
2003-05-27,907.535
2003-05-28,901.091
2003-05-29,902.506
2003-05-30,906.339
2003-06-02,923.412
2003-06-03,920.881
2003-06-04,932.594
2003-06-05,939.938
2003-06-06,935.979
2003-06-09,932.438
2003-06-10,932.99
2003-06-11,946.71
2003-06-12,952.624
2003-06-13,956.474
2003-06-16,958.023
2003-06-17,970.18
2003-06-18,966.132
2003-06-19,963.056
2003-06-20,958.184
2003-06-23,952.566
2003-06-24,945.727
2003-06-25,955.474
2003-06-26,937.317
2003-06-27,941.496
2003-06-30,941.392
2003-07-01,954.966
2003-07-02,955.843
2003-07-03,966.23
2003-07-04,956.25
2003-07-07,957.83
2003-07-08,934.437
2003-07-09,918.406
2003-07-10,925.484
2003-07-11,928.347
2003-07-14,940.878
2003-07-15,931.978
2003-07-16,942.559
2003-07-17,933.594
2003-07-18,921.373
2003-07-21,931.153
2003-07-22,925.455
2003-07-23,940.898
2003-07-24,953.275
2003-07-25,954.92
2003-07-28,962.558
2003-07-29,959.802
2003-07-30,937.263
2003-07-31,938.379
2003-08-01,951.503
2003-08-04,941.701
2003-08-05,938.149
2003-08-06,941.686
2003-08-07,947.455
2003-08-08,953.622
2003-08-11,958.786
2003-08-12,957.487
2003-08-13,962.486
2003-08-14,959.622
2003-08-15,963.112
2003-08-18,963.892
2003-08-19,963.662
2003-08-20,973.129
2003-08-21,964.229
2003-08-22,961.719
2003-08-25,962.573
2003-08-26,951.743
2003-08-27,946.498
2003-08-28,950.212
2003-08-29,960.757
2003-09-01,960.52
2003-09-02,960.114
2003-09-03,954.81
2003-09-04,959.524
2003-09-05,962.642
2003-09-08,972.645
2003-09-09,988.815
2003-09-10,984.631
2003-09-11,979.38
2003-09-12,984.684
2003-09-15,986.504
2003-09-16,984.472
2003-09-17,993.95
2003-09-18,999.663
2003-09-19,1003.857
2003-09-22,1011.175
2003-09-23,1003.136
2003-09-24,1011.084
2003-09-25,1005.325
2003-09-26,995.657
2003-09-29,992.742
2003-09-30,997.812
2003-10-01,1002.193
2003-10-02,1017.275
2003-10-03,1017.75
2003-10-06,1021.968
2003-10-07,1034.935
2003-10-08,1043.496
2003-10-09,1048.65
2003-10-10,1049.991
2003-10-13,1052.885
2003-10-14,1055.021
2003-10-15,1054.936
2003-10-16,1063.471
2003-10-17,1064.022
2003-10-20,1061.989
2003-10-21,1076.641
2003-10-22,1084.385
2003-10-23,1063.429
2003-10-24,1062.994
2003-10-27,1064.463
2003-10-28,1064.522
2003-10-29,1069.667
2003-10-30,1077.803
2003-10-31,1082.189
2003-11-03,1068.578
2003-11-04,1066.43
2003-11-05,1075.025
2003-11-06,1072.156
2003-11-07,1074.789
2003-11-10,1080.844
2003-11-11,1069.821
2003-11-12,1072.761
2003-11-13,1083.176
2003-11-14,1074.672
2003-11-17,1058.96
2003-11-18,1070.1
2003-11-19,1074.192
2003-11-20,1077.246
2003-11-21,1072.318
2003-11-24,1063.209
2003-11-25,1072.543
2003-11-26,1080.647
2003-11-27,1075.124
2003-11-28,1077.724
2003-12-01,1076.75
2003-12-02,1092.082
2003-12-03,1106.934
2003-12-04,1110.413
2003-12-05,1111.88
2003-12-08,1117.633
2003-12-09,1113.173
2003-12-10,1115.685
2003-12-11,1101.814
2003-12-12,1119.952
2003-12-15,1133.145
2003-12-16,1122.76
2003-12-17,1124.997
2003-12-18,1113.935
2003-12-19,1115.517
2003-12-22,1121.328
2003-12-23,1125.674
2003-12-24,1140.072
2003-12-25,1140.072
2003-12-26,1137.77
2003-12-29,1145.239
2003-12-30,1159.708
2003-12-31,1169.001
2004-01-01,1169.001
2004-01-02,1175.049
2004-01-05,1185.664
2004-01-06,1201.686
2004-01-07,1194.574
2004-01-08,1198.97
2004-01-09,1205.302
2004-01-12,1204.094
2004-01-13,1203.667
2004-01-14,1208.08
2004-01-15,1193.886
2004-01-16,1179.966
2004-01-19,1166.718
2004-01-20,1189.25
2004-01-21,1197.929
2004-01-22,1213.008
2004-01-23,1213.283
2004-01-26,1209.534
2004-01-27,1206.632
2004-01-28,1193.063
2004-01-29,1163.002
2004-01-30,1167.337
2004-02-02,1163.933
2004-02-03,1172.106
2004-02-04,1163.353
2004-02-05,1169.779
2004-02-06,1178.119
2004-02-09,1195.365
2004-02-10,1199.748
2004-02-11,1206.643
2004-02-12,1232.475
2004-02-13,1238.674
2004-02-16,1239.12
2004-02-17,1250.13
2004-02-18,1252.76
2004-02-19,1245.171
2004-02-20,1223.649
2004-02-23,1215.576
2004-02-24,1220.129
2004-02-25,1216.515
2004-02-26,1211.974
2004-02-27,1221.162
2004-03-01,1231.505
2004-03-02,1228.304
2004-03-03,1194.587
2004-03-04,1201.806
2004-03-05,1227.613
2004-03-08,1224.083
2004-03-09,1234.0
2004-03-10,1204.412
2004-03-11,1183.533
2004-03-12,1174.088
2004-03-15,1181.675
2004-03-16,1201.791
2004-03-17,1201.217
2004-03-18,1218.474
2004-03-19,1219.365
2004-03-22,1214.714
2004-03-23,1209.196
2004-03-24,1200.127
2004-03-25,1194.583
2004-03-26,1210.455
2004-03-29,1210.686
2004-03-30,1226.193
2004-03-31,1238.312
2004-04-01,1255.426
2004-04-02,1241.226
2004-04-05,1235.895
2004-04-06,1249.258
2004-04-07,1259.615
2004-04-08,1252.147
2004-04-09,1252.147
2004-04-12,1258.553
2004-04-13,1233.702
2004-04-14,1196.571
2004-04-15,1201.673
2004-04-16,1207.994
2004-04-19,1217.544
2004-04-20,1209.846
2004-04-21,1197.477
2004-04-22,1189.703
2004-04-23,1199.845
2004-04-26,1200.202
2004-04-27,1197.224
2004-04-28,1182.661
2004-04-29,1161.044
2004-04-30,1164.9
2004-05-03,1154.176
2004-05-04,1172.513
2004-05-05,1180.881
2004-05-06,1171.337
2004-05-07,1134.32
2004-05-10,1100.853
2004-05-11,1103.492
2004-05-12,1116.46
2004-05-13,1103.416
2004-05-14,1099.697
2004-05-17,1094.349
2004-05-18,1098.734
2004-05-19,1127.022
2004-05-20,1112.043
2004-05-21,1132.206
2004-05-24,1129.328
2004-05-25,1137.926
2004-05-26,1149.587
2004-05-27,1175.756
2004-05-28,1167.676
2004-05-31,1171.809
2004-06-01,1165.26
2004-06-02,1153.848
2004-06-03,1136.144
2004-06-04,1141.696
2004-06-07,1167.078
2004-06-08,1161.42
2004-06-09,1139.892
2004-06-10,1150.124
2004-06-11,1146.92
2004-06-14,1146.341
2004-06-15,1137.924
2004-06-16,1141.342
2004-06-17,1140.854
2004-06-18,1157.251
2004-06-21,1166.991
2004-06-22,1157.066
2004-06-23,1161.872
2004-06-24,1175.653
2004-06-25,1171.69
2004-06-28,1173.718
2004-06-29,1156.794
2004-06-30,1169.997
2004-07-01,1181.995
2004-07-02,1196.781
2004-07-05,1195.681
2004-07-06,1206.245
2004-07-07,1223.467
2004-07-08,1224.106
2004-07-09,1221.322
2004-07-12,1230.287
2004-07-13,1226.091
2004-07-14,1212.435
2004-07-15,1211.232
2004-07-16,1226.696
2004-07-19,1228.853
2004-07-20,1212.559
2004-07-21,1192.313
2004-07-22,1187.12
2004-07-23,1169.967
2004-07-26,1170.499
2004-07-27,1160.673
2004-07-28,1156.975
2004-07-29,1156.508
2004-07-30,1173.003
2004-08-02,1182.165
2004-08-03,1188.559
2004-08-04,1184.826
2004-08-05,1178.219
2004-08-06,1195.326
2004-08-09,1191.305
2004-08-10,1187.841
2004-08-11,1184.934
2004-08-12,1178.486
2004-08-13,1181.366
2004-08-16,1182.248
2004-08-17,1179.527
2004-08-18,1178.352
2004-08-19,1198.832
2004-08-20,1203.205
2004-08-23,1203.773
2004-08-24,1184.718
2004-08-25,1180.628
2004-08-26,1176.965
2004-08-27,1189.482
2004-08-30,1181.527
2004-08-31,1194.339
2004-09-01,1199.325
2004-09-02,1188.619
2004-09-03,1177.29
2004-09-06,1180.328
2004-09-07,1187.115
2004-09-08,1187.757
2004-09-09,1175.956
2004-09-10,1199.412
2004-09-13,1198.376
2004-09-14,1217.878
2004-09-15,1203.841
2004-09-16,1210.338
2004-09-17,1208.183
2004-09-20,1214.901
2004-09-21,1217.213
2004-09-22,1230.934
2004-09-23,1244.232
2004-09-24,1235.575
2004-09-27,1236.849
2004-09-28,1246.557
2004-09-29,1252.324
2004-09-30,1272.112
2004-10-01,1269.543
2004-10-04,1274.286
2004-10-05,1283.083
2004-10-06,1284.084
2004-10-07,1289.594
2004-10-08,1298.789
2004-10-11,1302.263
2004-10-12,1300.404
2004-10-13,1289.225
2004-10-14,1298.486
2004-10-15,1301.883
2004-10-18,1288.348
2004-10-19,1294.728
2004-10-20,1301.321
2004-10-21,1305.887
2004-10-22,1306.775
2004-10-25,1309.63
2004-10-26,1317.993
2004-10-27,1335.923
2004-10-28,1345.074
2004-10-29,1348.471
2004-11-01,1354.271
2004-11-02,1354.126
2004-11-03,1385.505
2004-11-04,1388.766
2004-11-05,1394.083
2004-11-08,1383.937
2004-11-09,1387.316
2004-11-10,1393.371
2004-11-11,1405.825
2004-11-12,1415.666
2004-11-15,1429.96
2004-11-16,1430.954
2004-11-17,1445.92
2004-11-18,1440.133
2004-11-19,1450.788
2004-11-22,1438.169
2004-11-23,1454.05
2004-11-24,1466.447
2004-11-25,1484.576
2004-11-26,1479.732
2004-11-29,1478.177
2004-11-30,1461.705
2004-12-01,1447.747
2004-12-02,1463.878
2004-12-03,1463.943
2004-12-06,1467.527
2004-12-07,1455.282
2004-12-08,1404.064
2004-12-09,1395.528
2004-12-10,1398.181
2004-12-13,1413.808
2004-12-14,1423.696
2004-12-15,1442.044
2004-12-16,1437.38
2004-12-17,1446.166
2004-12-20,1462.04
2004-12-21,1469.763
2004-12-22,1476.362
2004-12-23,1479.85
2004-12-24,1497.11
2004-12-27,1507.304
2004-12-28,1508.08
2004-12-29,1500.917
2004-12-30,1512.217
2004-12-31,1523.668
2005-01-03,1509.964
2005-01-04,1495.342
2005-01-05,1484.053
2005-01-06,1470.731
2005-01-07,1478.565
2005-01-10,1485.979
2005-01-11,1494.207
2005-01-12,1505.63
2005-01-13,1498.114
2005-01-14,1483.856
2005-01-17,1487.718
2005-01-18,1477.565
2005-01-19,1483.875
2005-01-20,1477.776
2005-01-21,1491.47
2005-01-24,1496.369
2005-01-25,1493.447
2005-01-26,1512.589
2005-01-27,1534.577
2005-01-28,1529.087
2005-01-31,1534.785
2005-02-01,1536.196
2005-02-02,1548.529
2005-02-03,1541.226
2005-02-04,1550.633
2005-02-07,1563.093
2005-02-08,1542.73
2005-02-09,1546.761
2005-02-10,1580.619
2005-02-11,1581.01
2005-02-14,1582.149
2005-02-15,1572.688
2005-02-16,1571.384
2005-02-17,1590.43
2005-02-18,1589.605
2005-02-21,1596.521
2005-02-22,1600.96
2005-02-23,1575.798
2005-02-24,1565.436
2005-02-25,1578.423
2005-02-28,1617.173
2005-03-01,1607.022
2005-03-02,1601.029
2005-03-03,1609.231
2005-03-04,1631.615
2005-03-07,1638.92
2005-03-08,1654.094
2005-03-09,1642.262
2005-03-10,1627.59
2005-03-11,1627.176
2005-03-14,1627.882
2005-03-15,1628.751
2005-03-16,1644.902
2005-03-17,1639.445
2005-03-18,1641.795
2005-03-21,1638.875
2005-03-22,1631.479
2005-03-23,1574.968
2005-03-24,1557.927
2005-03-25,1557.927
2005-03-28,1552.377
2005-03-29,1541.04
2005-03-30,1546.878
2005-03-31,1551.293
2005-04-01,1562.242
2005-04-04,1543.459
2005-04-05,1548.947
2005-04-06,1539.535
2005-04-07,1551.944
2005-04-08,1568.423
2005-04-11,1566.411
2005-04-12,1567.565
2005-04-13,1573.763
2005-04-14,1541.394
2005-04-15,1515.016
2005-04-18,1483.025
2005-04-19,1511.932
2005-04-20,1525.133
2005-04-21,1527.776
2005-04-22,1547.172
2005-04-25,1539.166
2005-04-26,1535.262
2005-04-27,1531.638
2005-04-28,1533.046
2005-04-29,1526.24
2005-05-02,1534.449
2005-05-03,1514.274
2005-05-04,1505.908
2005-05-05,1516.5
2005-05-06,1519.119
2005-05-09,1516.583
2005-05-10,1522.645
2005-05-11,1527.044
2005-05-12,1520.711
2005-05-13,1502.545
2005-05-16,1474.191
2005-05-17,1470.326
2005-05-18,1485.723
2005-05-19,1505.396
2005-05-20,1499.588
2005-05-23,1523.074
2005-05-24,1535.517
2005-05-25,1530.408
2005-05-26,1528.121
2005-05-27,1537.585
2005-05-30,1543.847
2005-05-31,1524.03
2005-06-01,1529.955
2005-06-02,1552.68
2005-06-03,1562.484
2005-06-06,1580.658
2005-06-07,1590.606
2005-06-08,1597.846
2005-06-09,1589.19
2005-06-10,1582.659
2005-06-13,1581.102
2005-06-14,1590.865
2005-06-15,1603.068
2005-06-16,1619.243
2005-06-17,1651.76
2005-06-20,1645.689
2005-06-21,1647.213
2005-06-22,1641.815
2005-06-23,1624.589
2005-06-24,1607.819
2005-06-27,1604.425
2005-06-28,1614.706
2005-06-29,1602.266
2005-06-30,1609.063
2005-07-01,1584.542
2005-07-04,1587.403
2005-07-05,1573.854
2005-07-06,1567.898
2005-07-07,1548.752
2005-07-08,1550.856
2005-07-11,1573.202
2005-07-12,1592.131
2005-07-13,1581.531
2005-07-14,1597.871
2005-07-15,1588.893
2005-07-18,1597.613
2005-07-19,1582.867
2005-07-20,1601.266
2005-07-21,1638.369
2005-07-22,1657.188
2005-07-25,1648.598
2005-07-26,1638.155
2005-07-27,1634.823
2005-07-28,1631.066
2005-07-29,1647.007
2005-08-01,1645.309
2005-08-02,1655.587
2005-08-03,1664.662
2005-08-04,1671.602
2005-08-05,1661.267
2005-08-08,1668.109
2005-08-09,1660.256
2005-08-10,1673.763
2005-08-11,1708.195
2005-08-12,1710.268
2005-08-15,1698.564
2005-08-16,1706.801
2005-08-17,1691.335
2005-08-18,1663.653
2005-08-19,1661.245
2005-08-22,1688.161
2005-08-23,1680.575
2005-08-24,1667.51
2005-08-25,1666.034
2005-08-26,1677.295
2005-08-29,1643.097
2005-08-30,1647.886
2005-08-31,1659.921
2005-09-01,1704.052
2005-09-02,1700.517
2005-09-05,1705.992
