Date,IRELAND MID GROWTH Mid Cap
2013-01-31,449.986
2013-02-28,477.484
2013-03-29,500.579
2013-04-30,501.097
2013-05-31,506.299
2013-06-28,492.585
2013-07-31,540.642
2013-08-30,581.28
2013-09-30,570.647
2013-10-31,639.201
2013-11-29,661.418
2013-12-31,652.917
2014-01-31,678.6
2014-02-28,833.613
2014-03-31,754.947
2014-04-30,738.916
2014-05-30,721.925
2014-06-30,679.257
2014-07-31,685.798
2014-08-29,726.677
2014-09-30,698.179
2014-10-31,687.147
2014-11-28,739.409
2014-12-31,694.146
2015-01-30,647.35
2015-02-27,713.486
2015-03-31,688.602
2015-04-30,723.479
2015-05-29,729.885
2015-06-30,747.914
2015-07-31,778.176
2015-08-31,747.809
2015-09-30,747.229
2015-10-30,769.72
2015-11-30,763.896
2015-12-31,776.557
2016-01-29,730.811
2016-02-29,730.706
2016-03-31,732.958
2016-04-29,717.831
2016-05-31,724.165
2016-06-30,619.247
2016-07-29,631.577
2016-08-31,640.052
2016-09-30,616.726
2016-10-31,559.946
2016-11-30,555.767
2016-12-30,572.301
2017-01-31,567.393
2017-02-28,597.983
2017-03-31,603.679
2017-04-28,627.176
2017-05-31,645.922
2017-06-30,637.306
2017-07-31,643.692
2017-08-31,632.496
2017-09-29,669.119
2017-10-31,690.965
2017-11-30,727.645
2017-12-29,777.656
2018-01-31,746.774
2018-02-28,716.352
2018-03-30,690.771
2018-04-30,691.245
2018-05-31,756.94
2018-06-29,732.581
2018-07-31,736.885
2018-08-31,733.306
2018-09-28,705.202
2018-10-31,647.896
2018-11-30,630.079
2018-12-31,611.803
2019-01-31,629.318
2019-02-28,649.853
2019-03-29,675.398
2019-04-30,707.861
2019-05-31,710.029
2019-06-28,745.88
2019-07-31,728.365
2019-08-30,718.806
2019-09-30,717.242
2019-10-31,759.52
2019-11-29,803.521
2019-12-31,818.281
2020-01-31,834.299
2020-02-28,832.116
2020-03-31,743.887
2020-04-30,731.823
2020-05-29,819.464
2020-06-30,854.232
2020-07-31,952.691
2020-08-31,1141.165
2020-09-30,1208.353
2020-10-30,1156.289
2020-11-30,1160.44
2020-12-31,931.404
2021-01-29,902.263
2021-02-26,969.859
2021-03-31,1129.476
2021-04-30,1185.027
2021-05-31,1249.087
2021-06-30,1255.363
2021-07-30,1445.343
2021-08-31,1518.53
2021-09-30,1326.885
2021-10-29,1535.081
2021-11-30,1531.459
2021-12-31,1589.631
2022-01-31,1270.304
2022-02-28,1298.516
2022-03-31,1321.737
2022-04-29,1253.476
2022-05-31,1097.624
2022-06-30,800.602
2022-07-29,857.296
2022-08-31,759.851
2022-09-30,607.629
2022-10-31,675.994
2022-11-30,736.491
2022-12-30,722.531
2023-01-31,854.749
2023-02-28,874.101
2023-03-31,916.721
2023-04-28,929.352
2023-05-31,888.573
2023-06-30,895.824
2023-07-31,1054.991
2023-08-31,1074.735
2023-09-29,985.112
2023-10-31,884.369
2023-11-30,1009.761
2023-12-29,1061.749
2024-01-31,1060.074
2024-02-29,1088.807
2024-03-29,1116.558
2024-04-30,1125.448
2024-05-31,1170.796
2024-06-28,1071.814
2024-07-31,1199.007
2024-08-30,1184.977
2024-09-30,1258.879
2024-10-31,1185.811
2024-11-29,1083.777
2024-12-31,1069.32
2025-01-31,1091.264
2025-02-28,1183.291
2025-03-31,1164.796
2025-04-30,1208.425
2025-05-30,1236.57
2025-06-30,1233.669
2025-07-31,1130.225
2025-08-29,1076.681
2025-09-30,1118.199
