Date,IRELAND MID GROWTH Mid Cap
2022-06-30,820.259
2022-07-29,878.346
2022-08-31,778.508
2022-09-30,623.221
2022-10-31,693.341
2022-11-30,755.39
2022-12-30,741.071
2023-01-31,876.682
2023-02-28,896.531
2023-03-31,940.245
2023-04-28,954.173
2023-05-31,912.305
2023-06-30,919.749
2023-07-31,1083.168
2023-08-31,1103.439
2023-09-29,1012.063
2023-10-31,908.565
2023-11-30,1037.387
2023-12-29,1090.798
2024-01-31,1089.077
2024-02-29,1118.596
2024-03-29,1148.915
2024-04-30,1159.536
2024-05-31,1208.209
2024-06-28,1106.065
2024-07-31,1237.322
2024-08-30,1222.844
2024-09-30,1299.737
2024-10-31,1224.835
2024-11-29,1119.443
2024-12-31,1104.511
2025-01-31,1127.177
2025-02-28,1222.232
2025-03-31,1203.129
2025-04-30,1250.481
2025-05-30,1279.606
2025-06-30,1276.604
2025-07-31,1169.559
2025-08-29,1114.152
2025-09-30,1157.739
2025-10-31,1100.407
2025-11-28,1222.785
