Date,IRELAND MID GROWTH Mid Cap
2001-06-01,392.543
2001-06-04,393.077
2001-06-05,398.466
2001-06-06,399.047
2001-06-07,393.632
2001-06-08,379.54
2001-06-11,363.845
2001-06-12,358.359
2001-06-13,359.131
2001-06-14,362.342
2001-06-15,376.607
2001-06-18,374.606
2001-06-19,376.196
2001-06-20,372.999
2001-06-21,376.931
2001-06-22,376.651
2001-06-25,385.284
2001-06-26,377.998
2001-06-27,371.425
2001-06-28,372.166
2001-06-29,376.742
2001-07-02,374.315
2001-07-03,370.746
2001-07-04,368.601
2001-07-05,359.608
2001-07-06,365.465
2001-07-09,371.192
2001-07-10,374.646
2001-07-11,375.071
2001-07-12,373.746
2001-07-13,368.561
2001-07-16,375.697
2001-07-17,379.996
2001-07-18,396.164
2001-07-19,410.186
2001-07-20,409.751
2001-07-23,404.943
2001-07-24,401.487
2001-07-25,396.427
2001-07-26,395.3
2001-07-27,389.835
2001-07-30,392.833
2001-07-31,386.163
2001-08-01,390.536
2001-08-02,397.126
2001-08-03,400.287
2001-08-06,396.765
2001-08-07,389.738
2001-08-08,384.539
2001-08-09,376.955
2001-08-10,376.295
2001-08-13,374.08
2001-08-14,373.713
2001-08-15,373.639
2001-08-16,371.207
2001-08-17,375.827
2001-08-20,373.559
2001-08-21,375.54
2001-08-22,382.107
2001-08-23,378.315
2001-08-24,381.191
2001-08-27,385.059
2001-08-28,381.853
2001-08-29,382.231
2001-08-30,378.281
2001-08-31,372.185
2001-09-03,371.711
2001-09-04,361.328
2001-09-05,359.85
2001-09-06,358.395
2001-09-07,357.262
2001-09-10,353.176
2001-09-11,335.494
2001-09-12,294.446
2001-09-13,291.682
2001-09-14,278.772
2001-09-17,298.18
2001-09-18,306.285
2001-09-19,317.357
2001-09-20,305.126
2001-09-21,271.739
2001-09-24,272.937
2001-09-25,292.835
2001-09-26,295.498
2001-09-27,300.467
2001-09-28,315.706
2001-10-01,317.318
2001-10-02,315.943
2001-10-03,319.563
2001-10-04,328.054
2001-10-05,328.622
2001-10-08,319.682
2001-10-09,322.459
2001-10-10,324.464
2001-10-11,342.736
2001-10-12,341.35
2001-10-15,334.804
2001-10-16,340.302
2001-10-17,340.872
2001-10-18,338.43
2001-10-19,337.833
2001-10-22,335.633
2001-10-23,340.062
2001-10-24,350.868
2001-10-25,344.177
2001-10-26,344.829
2001-10-29,336.88
2001-10-30,338.355
2001-10-31,338.353
2001-11-01,340.226
2001-11-02,340.252
2001-11-05,362.607
2001-11-06,371.473
2001-11-07,374.064
2001-11-08,376.697
2001-11-09,379.073
2001-11-12,372.818
2001-11-13,385.144
2001-11-14,388.272
2001-11-15,382.61
2001-11-16,379.365
2001-11-19,378.94
2001-11-20,380.583
2001-11-21,379.015
2001-11-22,380.36
2001-11-23,377.81
2001-11-26,379.564
2001-11-27,379.834
2001-11-28,377.162
2001-11-29,373.825
2001-11-30,383.662
2001-12-03,381.067
2001-12-04,382.183
2001-12-05,389.485
2001-12-06,393.39
2001-12-07,391.931
2001-12-10,392.072
2001-12-11,390.031
2001-12-12,393.867
2001-12-13,393.943
2001-12-14,385.595
2001-12-17,385.984
2001-12-18,384.093
2001-12-19,379.427
2001-12-20,392.888
2001-12-21,391.088
2001-12-24,387.186
2001-12-25,387.186
2001-12-26,387.516
2001-12-27,388.977
2001-12-28,396.002
2001-12-31,401.739
2002-01-01,401.739
2002-01-02,404.152
2002-01-03,401.023
2002-01-04,398.204
2002-01-07,401.273
2002-01-08,397.33
2002-01-09,390.942
2002-01-10,391.63
2002-01-11,390.223
2002-01-14,391.21
2002-01-15,392.02
2002-01-16,385.161
2002-01-17,384.76
2002-01-18,385.379
2002-01-21,381.964
2002-01-22,381.544
2002-01-23,381.146
2002-01-24,379.459
2002-01-25,379.643
2002-01-28,389.281
2002-01-29,391.379
2002-01-30,383.61
2002-01-31,397.833
2002-02-01,396.063
2002-02-04,398.233
2002-02-05,378.669
2002-02-06,377.038
2002-02-07,383.709
2002-02-08,395.275
2002-02-11,381.011
2002-02-12,388.648
2002-02-13,389.978
2002-02-14,384.982
2002-02-15,384.961
2002-02-18,394.779
2002-02-19,400.789
2002-02-20,399.116
2002-02-21,398.76
2002-02-22,401.436
2002-02-25,402.561
2002-02-26,404.186
2002-02-27,402.211
2002-02-28,401.07
2002-03-01,400.703
2002-03-04,411.547
2002-03-05,413.753
2002-03-06,412.18
2002-03-07,411.633
2002-03-08,408.033
2002-03-11,404.873
2002-03-12,400.943
2002-03-13,402.493
2002-03-14,400.082
2002-03-15,391.955
2002-03-18,396.647
2002-03-19,393.37
2002-03-20,396.217
2002-03-21,396.29
2002-03-22,395.936
2002-03-25,393.343
2002-03-26,390.337
2002-03-27,392.478
2002-03-28,393.363
2002-03-29,393.363
2002-04-01,396.587
2002-04-02,394.806
2002-04-03,393.286
2002-04-04,392.941
2002-04-05,381.359
2002-04-08,375.207
2002-04-09,371.964
2002-04-10,383.819
2002-04-11,391.178
2002-04-12,390.156
2002-04-15,392.576
2002-04-16,392.701
2002-04-17,392.911
2002-04-18,395.658
2002-04-19,388.536
2002-04-22,388.931
2002-04-23,388.152
2002-04-24,389.687
2002-04-25,387.893
2002-04-26,383.408
2002-04-29,381.133
2002-04-30,380.985
2002-05-01,386.358
2002-05-02,385.714
2002-05-03,389.128
2002-05-06,390.428
2002-05-07,382.711
2002-05-08,380.552
2002-05-09,375.03
2002-05-10,371.219
2002-05-13,374.521
2002-05-14,373.757
2002-05-15,377.826
2002-05-16,382.33
2002-05-17,389.758
2002-05-20,379.912
2002-05-21,378.724
2002-05-22,385.687
2002-05-23,384.756
2002-05-24,384.611
2002-05-27,387.297
2002-05-28,386.376
2002-05-29,394.163
2002-05-30,398.94
2002-05-31,395.448
2002-06-03,397.035
2002-06-04,411.408
2002-06-05,407.489
2002-06-06,417.339
2002-06-07,414.087
2002-06-10,443.743
2002-06-11,462.902
2002-06-12,454.785
2002-06-13,440.414
2002-06-14,430.233
2002-06-17,447.367
2002-06-18,449.619
2002-06-19,442.254
2002-06-20,432.721
2002-06-21,438.254
2002-06-24,424.894
2002-06-25,413.407
2002-06-26,417.752
2002-06-27,409.449
2002-06-28,436.175
2002-07-01,430.461
2002-07-02,424.32
2002-07-03,395.012
2002-07-04,404.829
2002-07-05,418.876
2002-07-08,432.401
2002-07-09,435.841
2002-07-10,430.526
2002-07-11,419.449
2002-07-12,420.698
2002-07-15,417.35
2002-07-16,403.505
2002-07-17,416.465
2002-07-18,418.117
2002-07-19,406.496
2002-07-22,373.473
2002-07-23,375.01
2002-07-24,350.883
2002-07-25,382.121
2002-07-26,384.281
2002-07-29,406.24
2002-07-30,421.221
2002-07-31,423.296
2002-08-01,426.199
2002-08-02,410.707
2002-08-05,425.168
2002-08-06,422.477
2002-08-07,421.808
2002-08-08,417.56
2002-08-09,415.719
2002-08-12,400.774
2002-08-13,421.418
2002-08-14,420.502
2002-08-15,432.598
2002-08-16,439.408
2002-08-19,429.115
2002-08-20,426.739
2002-08-21,433.172
2002-08-22,429.462
2002-08-23,424.761
2002-08-26,424.783
2002-08-27,436.236
2002-08-28,430.619
2002-08-29,410.269
2002-08-30,398.477
2002-09-02,408.328
2002-09-03,376.787
2002-09-04,377.095
2002-09-05,381.962
2002-09-06,380.716
2002-09-09,390.519
2002-09-10,402.596
2002-09-11,398.274
2002-09-12,386.341
2002-09-13,380.317
2002-09-16,377.771
2002-09-17,393.784
2002-09-18,381.961
2002-09-19,388.894
2002-09-20,392.645
2002-09-23,384.423
2002-09-24,381.172
2002-09-25,373.65
2002-09-26,369.15
2002-09-27,403.278
2002-09-30,394.562
2002-10-01,403.52
2002-10-02,420.935
2002-10-03,406.885
2002-10-04,388.715
2002-10-07,374.215
2002-10-08,374.785
2002-10-09,362.567
2002-10-10,368.959
2002-10-11,390.1
2002-10-14,385.693
2002-10-15,402.701
2002-10-16,399.127
2002-10-17,401.997
2002-10-18,405.12
2002-10-21,419.694
2002-10-22,434.968
2002-10-23,458.71
2002-10-24,454.258
2002-10-25,428.129
2002-10-28,444.608
2002-10-29,431.7
2002-10-30,448.332
2002-10-31,454.862
2002-11-01,464.728
2002-11-04,530.901
2002-11-05,519.616
2002-11-06,517.98
2002-11-07,522.035
2002-11-08,523.883
2002-11-11,529.965
2002-11-12,535.335
2002-11-13,523.849
2002-11-14,521.589
2002-11-15,521.336
2002-11-18,531.029
2002-11-19,536.368
2002-11-20,531.996
2002-11-21,551.484
2002-11-22,568.335
2002-11-25,574.985
2002-11-26,554.228
2002-11-27,537.784
2002-11-28,554.022
2002-11-29,541.258
2002-12-02,529.015
2002-12-03,521.503
2002-12-04,515.849
2002-12-05,516.133
2002-12-06,519.924
2002-12-09,519.692
2002-12-10,517.819
2002-12-11,498.953
2002-12-12,500.262
2002-12-13,483.795
2002-12-16,504.419
2002-12-17,505.58
2002-12-18,503.749
2002-12-19,507.214
2002-12-20,500.699
2002-12-23,500.65
2002-12-24,502.723
2002-12-25,502.723
2002-12-26,503.99
2002-12-27,507.379
2002-12-30,494.898
2002-12-31,500.547
2003-01-01,500.547
2003-01-02,505.721
2003-01-03,532.181
2003-01-06,529.526
2003-01-07,528.424
2003-01-08,516.853
2003-01-09,529.451
2003-01-10,524.661
2003-01-13,510.818
2003-01-14,506.622
2003-01-15,493.831
2003-01-16,490.258
2003-01-17,487.235
2003-01-20,482.597
2003-01-21,484.468
2003-01-22,481.086
2003-01-23,477.387
2003-01-24,470.703
2003-01-27,446.787
2003-01-28,451.794
2003-01-29,460.702
2003-01-30,500.006
2003-01-31,507.49
2003-02-03,513.559
2003-02-04,483.804
2003-02-05,497.464
2003-02-06,486.096
2003-02-07,485.558
2003-02-10,489.38
2003-02-11,498.833
2003-02-12,485.492
2003-02-13,482.09
2003-02-14,473.646
2003-02-17,485.537
2003-02-18,502.224
2003-02-19,496.389
2003-02-20,502.31
2003-02-21,508.004
2003-02-24,494.616
2003-02-25,471.065
2003-02-26,469.745
2003-02-27,441.987
2003-02-28,450.878
2003-03-03,456.022
2003-03-04,431.572
2003-03-05,432.87
2003-03-06,430.582
2003-03-07,425.192
2003-03-10,433.601
2003-03-11,417.214
2003-03-12,397.237
2003-03-13,425.298
2003-03-14,460.16
2003-03-17,464.615
2003-03-18,470.359
2003-03-19,456.484
2003-03-20,468.923
2003-03-21,502.884
2003-03-24,498.672
2003-03-25,503.923
2003-03-26,505.479
2003-03-27,501.455
2003-03-28,490.105
2003-03-31,477.303
2003-04-01,473.763
2003-04-02,476.564
2003-04-03,477.972
2003-04-04,468.786
2003-04-07,485.159
2003-04-08,502.839
2003-04-09,504.726
2003-04-10,500.897
2003-04-11,502.309
2003-04-14,507.017
2003-04-15,510.829
2003-04-16,529.076
2003-04-17,523.931
2003-04-18,523.931
2003-04-21,521.673
2003-04-22,518.878
2003-04-23,521.963
2003-04-24,500.649
2003-04-25,478.826
2003-04-28,489.57
2003-04-29,486.7
2003-04-30,483.42
2003-05-01,481.493
2003-05-02,482.076
2003-05-05,484.568
2003-05-06,492.148
2003-05-07,496.659
2003-05-08,506.566
2003-05-09,488.719
2003-05-12,489.555
2003-05-13,480.145
2003-05-14,471.897
2003-05-15,467.486
2003-05-16,477.883
2003-05-19,470.716
2003-05-20,456.995
2003-05-21,467.853
2003-05-22,463.931
2003-05-23,463.897
2003-05-26,467.963
2003-05-27,480.725
2003-05-28,496.121
2003-05-29,504.812
2003-05-30,482.879
2003-06-02,481.073
2003-06-03,470.188
2003-06-04,471.179
2003-06-05,503.97
2003-06-06,516.555
2003-06-09,506.895
2003-06-10,492.844
2003-06-11,473.495
2003-06-12,472.488
2003-06-13,465.242
2003-06-16,462.502
2003-06-17,478.396
2003-06-18,477.527
2003-06-19,491.298
2003-06-20,489.492
2003-06-23,483.946
2003-06-24,489.139
2003-06-25,486.379
2003-06-26,473.203
2003-06-27,492.455
2003-06-30,508.793
2003-07-01,512.958
2003-07-02,506.186
2003-07-03,473.087
2003-07-04,482.952
2003-07-07,478.543
2003-07-08,474.186
2003-07-09,462.537
2003-07-10,459.325
2003-07-11,475.279
2003-07-14,493.378
2003-07-15,494.033
2003-07-16,482.589
2003-07-17,479.696
2003-07-18,473.809
2003-07-21,476.036
2003-07-22,475.777
2003-07-23,469.015
2003-07-24,474.774
2003-07-25,485.223
2003-07-28,489.51
2003-07-29,490.17
2003-07-30,498.124
2003-07-31,493.124
2003-08-01,487.47
2003-08-04,475.106
2003-08-05,489.114
2003-08-06,481.48
2003-08-07,484.446
2003-08-08,482.543
2003-08-11,488.209
2003-08-12,492.504
2003-08-13,487.865
2003-08-14,489.451
2003-08-15,483.537
2003-08-18,487.385
2003-08-19,497.538
2003-08-20,502.971
2003-08-21,503.55
2003-08-22,514.12
2003-08-25,508.405
2003-08-26,504.466
2003-08-27,500.426
2003-08-28,480.938
2003-08-29,483.337
2003-09-01,484.624
2003-09-02,499.048
2003-09-03,501.847
2003-09-04,506.771
2003-09-05,520.657
2003-09-08,527.075
2003-09-09,523.208
2003-09-10,509.373
2003-09-11,499.564
2003-09-12,509.492
2003-09-15,511.684
2003-09-16,513.999
2003-09-17,520.105
2003-09-18,513.304
2003-09-19,490.761
2003-09-22,482.595
2003-09-23,478.79
2003-09-24,491.153
2003-09-25,486.01
2003-09-26,479.953
2003-09-29,472.826
2003-09-30,469.065
2003-10-01,482.605
2003-10-02,495.596
2003-10-03,493.01
2003-10-06,491.219
2003-10-07,491.566
2003-10-08,503.252
2003-10-09,530.739
2003-10-10,544.704
2003-10-13,551.198
2003-10-14,543.946
2003-10-15,548.487
2003-10-16,553.653
2003-10-17,549.168
2003-10-20,553.881
2003-10-21,561.508
2003-10-22,565.576
2003-10-23,547.274
2003-10-24,553.1
2003-10-27,561.577
2003-10-28,572.316
2003-10-29,580.823
2003-10-30,586.355
2003-10-31,599.674
2003-11-03,580.433
2003-11-04,570.522
2003-11-05,564.072
2003-11-06,562.301
2003-11-07,559.453
2003-11-10,559.363
2003-11-11,556.19
2003-11-12,539.372
2003-11-13,548.431
2003-11-14,557.227
2003-11-17,531.448
2003-11-18,533.683
2003-11-19,532.501
2003-11-20,524.632
2003-11-21,530.329
2003-11-24,544.96
2003-11-25,547.553
2003-11-26,547.621
2003-11-27,549.041
2003-11-28,542.113
2003-12-01,543.162
2003-12-02,550.891
2003-12-03,565.492
2003-12-04,576.813
2003-12-05,580.741
2003-12-08,588.912
2003-12-09,592.506
2003-12-10,573.23
2003-12-11,579.14
2003-12-12,593.344
2003-12-15,598.426
2003-12-16,603.754
2003-12-17,610.467
2003-12-18,626.201
2003-12-19,620.752
2003-12-22,613.725
2003-12-23,604.742
2003-12-24,606.446
2003-12-25,606.446
2003-12-26,606.203
2003-12-29,617.803
2003-12-30,626.293
2003-12-31,626.321
2004-01-01,626.321
2004-01-02,641.282
2004-01-05,633.87
2004-01-06,638.411
2004-01-07,635.891
2004-01-08,642.707
2004-01-09,648.557
2004-01-12,653.625
2004-01-13,654.6
2004-01-14,666.959
2004-01-15,671.23
2004-01-16,673.513
2004-01-19,684.79
2004-01-20,690.315
2004-01-21,689.554
2004-01-22,698.185
2004-01-23,703.017
2004-01-26,689.777
2004-01-27,684.969
2004-01-28,632.018
2004-01-29,623.316
2004-01-30,620.67
2004-02-02,616.991
2004-02-03,619.537
2004-02-04,613.716
2004-02-05,625.205
2004-02-06,646.382
2004-02-09,646.952
2004-02-10,631.807
2004-02-11,623.777
2004-02-12,620.138
2004-02-13,619.335
2004-02-16,613.958
2004-02-17,613.156
2004-02-18,608.635
2004-02-19,596.568
2004-02-20,585.388
2004-02-23,587.03
2004-02-24,589.869
2004-02-25,608.457
2004-02-26,607.337
2004-02-27,620.05
2004-03-01,625.55
2004-03-02,624.462
2004-03-03,618.266
2004-03-04,627.324
2004-03-05,641.748
2004-03-08,636.24
2004-03-09,636.007
2004-03-10,609.973
2004-03-11,595.01
2004-03-12,589.501
2004-03-15,580.764
2004-03-16,582.351
2004-03-17,575.369
2004-03-18,576.782
2004-03-19,571.253
2004-03-22,556.256
2004-03-23,565.733
2004-03-24,559.174
2004-03-25,573.299
2004-03-26,572.9
2004-03-29,572.291
2004-03-30,576.82
2004-03-31,585.27
2004-04-01,590.863
2004-04-02,604.351
2004-04-05,587.677
2004-04-06,597.153
2004-04-07,593.201
2004-04-08,602.169
2004-04-09,602.169
2004-04-12,597.536
2004-04-13,593.104
2004-04-14,589.035
2004-04-15,585.067
2004-04-16,589.442
2004-04-19,587.45
2004-04-20,585.727
2004-04-21,580.077
2004-04-22,589.399
2004-04-23,587.047
2004-04-26,593.161
2004-04-27,598.087
2004-04-28,593.106
2004-04-29,602.175
2004-04-30,599.267
2004-05-03,597.617
2004-05-04,597.474
2004-05-05,594.725
2004-05-06,587.465
2004-05-07,575.63
2004-05-10,539.447
2004-05-11,554.477
2004-05-12,553.538
2004-05-13,552.478
2004-05-14,543.554
2004-05-17,532.628
2004-05-18,544.03
2004-05-19,565.208
2004-05-20,560.328
2004-05-21,570.67
2004-05-24,571.486
2004-05-25,571.533
2004-05-26,577.991
2004-05-27,591.739
2004-05-28,579.296
2004-05-31,578.283
2004-06-01,575.428
2004-06-02,575.91
2004-06-03,580.822
2004-06-04,580.741
2004-06-07,584.015
2004-06-08,589.274
2004-06-09,577.557
2004-06-10,567.964
2004-06-11,572.93
2004-06-14,560.41
2004-06-15,560.704
2004-06-16,557.594
2004-06-17,562.084
2004-06-18,573.598
2004-06-21,562.76
2004-06-22,561.827
2004-06-23,561.61
2004-06-24,578.534
2004-06-25,579.771
2004-06-28,601.058
2004-06-29,591.023
2004-06-30,591.853
2004-07-01,592.427
2004-07-02,599.3
2004-07-05,594.226
2004-07-06,591.332
2004-07-07,599.168
2004-07-08,604.37
2004-07-09,602.698
2004-07-12,598.514
2004-07-13,593.093
2004-07-14,603.905
2004-07-15,602.149
2004-07-16,602.083
2004-07-19,604.017
2004-07-20,592.899
2004-07-21,591.921
2004-07-22,560.776
2004-07-23,559.455
2004-07-26,562.9
2004-07-27,533.235
2004-07-28,548.798
2004-07-29,537.449
2004-07-30,544.97
2004-08-02,545.218
2004-08-03,544.718
2004-08-04,536.433
2004-08-05,533.461
2004-08-06,522.659
2004-08-09,520.678
2004-08-10,513.054
2004-08-11,536.534
2004-08-12,559.317
2004-08-13,555.281
2004-08-16,561.564
2004-08-17,574.515
2004-08-18,568.467
2004-08-19,573.133
2004-08-20,574.494
2004-08-23,572.855
2004-08-24,569.433
2004-08-25,566.745
2004-08-26,573.466
2004-08-27,573.251
2004-08-30,571.96
2004-08-31,576.958
2004-09-01,595.251
2004-09-02,593.384
2004-09-03,595.092
2004-09-06,595.623
2004-09-07,597.4
2004-09-08,602.846
2004-09-09,600.723
2004-09-10,606.485
2004-09-13,607.75
2004-09-14,618.235
2004-09-15,614.998
2004-09-16,616.472
2004-09-17,620.268
2004-09-20,617.807
2004-09-21,629.28
2004-09-22,615.806
2004-09-23,613.907
2004-09-24,617.342
2004-09-27,617.949
2004-09-28,621.122
2004-09-29,623.43
2004-09-30,621.648
2004-10-01,629.128
2004-10-04,625.669
2004-10-05,620.017
2004-10-06,618.94
2004-10-07,617.923
2004-10-08,610.062
2004-10-11,614.497
2004-10-12,605.94
2004-10-13,601.442
2004-10-14,599.938
2004-10-15,607.367
2004-10-18,618.829
2004-10-19,628.608
2004-10-20,632.123
2004-10-21,636.809
2004-10-22,652.699
2004-10-25,654.063
2004-10-26,657.754
2004-10-27,659.971
2004-10-28,662.752
2004-10-29,655.629
2004-11-01,661.817
2004-11-02,669.273
2004-11-03,682.477
2004-11-04,681.845
2004-11-05,701.469
2004-11-08,719.994
2004-11-09,718.595
2004-11-10,719.605
2004-11-11,715.466
2004-11-12,724.147
2004-11-15,743.547
2004-11-16,731.001
2004-11-17,733.779
2004-11-18,727.825
2004-11-19,712.319
2004-11-22,711.301
2004-11-23,701.29
2004-11-24,716.821
2004-11-25,726.249
2004-11-26,730.515
2004-11-29,735.851
2004-11-30,714.918
2004-12-01,723.401
2004-12-02,728.712
2004-12-03,737.023
2004-12-06,737.472
2004-12-07,734.224
2004-12-08,733.312
2004-12-09,747.832
2004-12-10,752.048
2004-12-13,747.035
2004-12-14,743.719
2004-12-15,755.037
2004-12-16,744.713
2004-12-17,744.981
2004-12-20,743.797
2004-12-21,736.138
2004-12-22,736.997
2004-12-23,740.16
2004-12-24,742.078
2004-12-27,746.71
2004-12-28,745.641
2004-12-29,752.724
2004-12-30,755.003
2004-12-31,752.048
2005-01-03,744.772
2005-01-04,759.406
2005-01-05,759.26
2005-01-06,758.984
2005-01-07,761.616
2005-01-10,773.482
2005-01-11,773.355
2005-01-12,781.259
2005-01-13,784.624
2005-01-14,769.401
2005-01-17,785.51
2005-01-18,778.239
2005-01-19,783.246
2005-01-20,774.863
2005-01-21,762.328
2005-01-24,753.722
2005-01-25,753.084
2005-01-26,749.552
2005-01-27,757.934
2005-01-28,753.223
2005-01-31,744.493
2005-02-01,762.593
2005-02-02,760.545
2005-02-03,760.137
2005-02-04,765.875
2005-02-07,765.341
2005-02-08,756.806
2005-02-09,759.166
2005-02-10,758.792
2005-02-11,765.099
2005-02-14,780.426
2005-02-15,782.393
2005-02-16,784.953
2005-02-17,794.151
2005-02-18,791.993
2005-02-21,791.841
2005-02-22,802.417
2005-02-23,785.198
2005-02-24,780.204
2005-02-25,780.757
2005-02-28,592.846
2005-03-01,588.982
2005-03-02,583.87
2005-03-03,579.444
2005-03-04,572.941
2005-03-07,574.301
2005-03-08,583.897
2005-03-09,580.906
2005-03-10,585.535
2005-03-11,584.005
2005-03-14,577.278
2005-03-15,584.066
2005-03-16,581.789
2005-03-17,584.481
2005-03-18,575.981
2005-03-21,577.095
2005-03-22,575.335
2005-03-23,570.369
2005-03-24,569.193
2005-03-25,569.193
2005-03-28,565.199
2005-03-29,558.115
2005-03-30,546.422
2005-03-31,514.682
2005-04-01,516.823
2005-04-04,519.956
2005-04-05,527.248
2005-04-06,530.464
2005-04-07,530.775
2005-04-08,528.588
2005-04-11,530.68
2005-04-12,527.565
2005-04-13,533.287
2005-04-14,525.256
2005-04-15,523.278
2005-04-18,517.439
2005-04-19,528.728
2005-04-20,533.45
2005-04-21,532.481
2005-04-22,528.278
2005-04-25,519.257
2005-04-26,513.04
2005-04-27,511.524
2005-04-28,510.618
2005-04-29,512.35
2005-05-02,509.532
2005-05-03,521.625
2005-05-04,549.811
2005-05-05,562.453
2005-05-06,554.81
2005-05-09,546.512
2005-05-10,553.706
2005-05-11,544.892
2005-05-12,546.585
2005-05-13,546.592
2005-05-16,541.912
2005-05-17,545.142
2005-05-18,549.984
2005-05-19,556.37
2005-05-20,560.423
2005-05-23,562.47
2005-05-24,560.315
2005-05-25,560.689
2005-05-26,563.44
2005-05-27,558.471
2005-05-30,561.432
2005-05-31,543.579
2005-06-01,549.75
2005-06-02,542.394
2005-06-03,545.744
2005-06-06,546.144
2005-06-07,550.157
2005-06-08,547.125
2005-06-09,547.53
2005-06-10,555.679
2005-06-13,548.585
2005-06-14,543.2
2005-06-15,545.592
2005-06-16,544.525
2005-06-17,548.449
2005-06-20,541.188
2005-06-21,541.476
2005-06-22,542.963
2005-06-23,543.655
2005-06-24,545.265
2005-06-27,547.917
2005-06-28,548.114
2005-06-29,548.2
2005-06-30,557.474
2005-07-01,551.464
2005-07-04,550.401
2005-07-05,549.693
2005-07-06,556.121
2005-07-07,555.833
2005-07-08,555.882
2005-07-11,561.854
2005-07-12,575.006
2005-07-13,568.569
2005-07-14,564.818
2005-07-15,564.154
2005-07-18,569.46
2005-07-19,585.796
2005-07-20,590.409
2005-07-21,602.119
2005-07-22,604.638
2005-07-25,603.11
2005-07-26,593.974
2005-07-27,594.542
2005-07-28,593.241
2005-07-29,594.281
2005-08-01,605.624
2005-08-02,597.623
2005-08-03,602.721
2005-08-04,602.241
2005-08-05,605.005
2005-08-08,608.197
2005-08-09,621.92
2005-08-10,623.895
2005-08-11,621.551
2005-08-12,611.877
2005-08-15,607.644
2005-08-16,602.744
2005-08-17,601.449
2005-08-18,594.902
2005-08-19,591.792
2005-08-22,595.96
2005-08-23,598.553
2005-08-24,602.253
2005-08-25,606.684
2005-08-26,610.561
2005-08-29,607.68
2005-08-30,598.886
2005-08-31,603.771
2005-09-01,605.978
2005-09-02,619.329
2005-09-05,613.386
2005-09-06,622.132
2005-09-07,614.882
2005-09-08,610.922
2005-09-09,612.521
2005-09-12,598.938
2005-09-13,596.051
2005-09-14,599.873
2005-09-15,591.101
2005-09-16,584.571
2005-09-19,584.025
2005-09-20,587.036
2005-09-21,584.831
2005-09-22,576.996
2005-09-23,580.251
2005-09-26,588.036
2005-09-27,587.343
2005-09-28,600.632
2005-09-29,600.782
2005-09-30,605.42
2005-10-03,590.395
2005-10-04,598.271
2005-10-05,606.63
2005-10-06,607.709
2005-10-07,603.676
2005-10-10,597.508
2005-10-11,598.219
2005-10-12,599.054
2005-10-13,585.991
2005-10-14,591.584
2005-10-17,590.023
2005-10-18,588.073
2005-10-19,575.254
2005-10-20,589.424
2005-10-21,571.668
2005-10-24,575.847
2005-10-25,582.689
2005-10-26,579.369
2005-10-27,572.03
2005-10-28,575.262
2005-10-31,579.467
2005-11-01,588.232
2005-11-02,590.452
2005-11-03,596.909
2005-11-04,585.018
2005-11-07,578.803
2005-11-08,585.156
2005-11-09,584.177
