Date,USA IMI IMI (Large+Mid+Small Cap)
2023-06-30,3987.853
2023-07-31,4131.72
2023-08-31,4052.628
2023-09-29,3858.639
2023-10-31,3755.691
2023-11-30,4108.762
2023-12-29,4326.965
2024-01-31,4373.7
2024-02-29,4608.452
2024-03-29,4757.812
2024-04-30,4550.653
2024-05-31,4767.743
2024-06-28,4917.243
2024-07-31,5006.359
2024-08-30,5114.538
2024-09-30,5220.991
2024-10-31,5182.427
2024-11-29,5525.21
2024-12-31,5357.597
2025-01-31,5523.618
2025-02-28,5419.923
2025-03-31,5100.371
2025-04-30,5065.799
2025-05-30,5389.923
2025-06-30,5666.007
2025-07-31,5794.352
2025-08-29,5925.486
2025-09-30,6133.283
