Date,USA IMI IMI (Large+Mid+Small Cap)
1994-05-31,235.724
1994-06-30,229.446
1994-07-29,236.439
1994-08-31,246.766
1994-09-30,241.819
1994-10-31,245.954
1994-11-30,237.012
1994-12-30,240.449
1995-01-31,245.694
1995-02-28,255.713
1995-03-31,262.308
1995-04-28,268.876
1995-05-31,278.128
1995-06-30,286.713
1995-07-31,298.344
1995-08-31,301.209
1995-09-29,312.628
1995-10-31,309.597
1995-11-30,323.236
1995-12-29,328.368
1996-01-31,337.347
1996-02-29,343.004
1996-03-29,346.836
1996-04-30,354.729
1996-05-31,363.981
1996-06-28,361.862
1996-07-31,342.669
1996-08-30,353.294
1996-09-30,372.43
1996-10-31,378.099
1996-11-29,403.89
1996-12-31,399.207
1997-01-31,420.623
1997-02-28,420.565
1997-03-31,401.787
1997-04-30,419.895
1997-05-30,449.585
1997-06-30,469.711
1997-07-31,506.412
1997-08-29,487.023
1997-09-30,515.092
1997-10-31,497.891
1997-11-28,515.49
1997-12-31,525.842
1998-01-30,528.346
1998-02-27,567.119
1998-03-31,596.222
1998-04-30,602.553
1998-05-29,587.139
1998-06-30,608.847
1998-07-31,596.17
1998-08-31,503.657
1998-09-30,537.262
1998-10-30,577.713
1998-11-30,613.078
1998-12-31,652.918
1999-01-29,677.432
1999-02-26,652.728
1999-03-31,678.687
1999-04-30,710.522
1999-05-31,696.523
1999-06-30,732.222
1999-07-30,708.935
1999-08-31,701.816
1999-09-30,684.754
1999-10-29,726.76
1999-11-30,750.409
1999-12-31,809.447
2000-01-31,773.116
2000-02-29,791.546
2000-03-31,839.653
2000-04-28,794.451
2000-05-31,766.564
2000-06-30,803.758
2000-07-31,787.709
2000-08-31,845.972
2000-09-29,804.86
2000-10-31,789.164
2000-11-30,709.583
2000-12-29,723.514
2001-01-31,751.86
2001-02-28,679.128
2001-03-30,632.298
2001-04-30,685.006
2001-05-31,691.834
2001-06-29,680.364
2001-07-31,668.232
2001-08-31,627.798
2001-09-28,571.101
2001-10-31,586.317
2001-11-30,632.421
2001-12-31,643.771
2002-01-31,632.877
2002-02-28,619.169
2002-03-29,646.612
2002-04-30,613.187
2002-05-31,605.979
2002-06-28,561.476
2002-07-31,517.759
2002-08-30,520.85
2002-09-30,467.089
2002-10-31,503.845
2002-11-29,534.127
2002-12-31,504.406
2003-01-31,491.799
2003-02-28,483.747
2003-03-31,488.595
2003-04-30,528.573
2003-05-30,560.731
2003-06-30,568.249
2003-07-31,580.662
2003-08-29,594.085
2003-09-30,587.344
2003-10-31,622.395
2003-11-28,631.385
2003-12-31,660.801
2004-01-30,675.195
2004-02-27,684.988
2004-03-31,677.1
2004-04-30,662.879
2004-05-31,672.548
2004-06-30,686.752
2004-07-30,661.57
2004-08-31,664.003
2004-09-30,674.492
2004-10-29,685.061
2004-11-30,716.426
2004-12-31,742.198
2005-01-31,723.238
2005-02-28,739.146
2005-03-31,726.48
2005-04-29,710.449
2005-05-31,737.103
2005-06-30,742.775
2005-07-29,773.13
2005-08-31,766.071
2005-09-30,772.399
2005-10-31,758.383
2005-11-30,788.818
2005-12-30,789.748
2006-01-31,816.926
2006-02-28,816.889
2006-03-31,831.109
2006-04-28,840.721
2006-05-31,814.096
2006-06-30,815.536
2006-07-31,815.175
2006-08-31,834.379
2006-09-29,853.34
2006-10-31,883.789
2006-11-30,903.438
2006-12-29,913.736
2007-01-31,931.067
2007-02-28,916.085
2007-03-30,926.56
2007-04-30,964.408
2007-05-31,1000.0
2007-06-29,983.414
2007-07-31,950.153
2007-08-31,963.997
2007-09-28,999.236
2007-10-31,1017.35
2007-11-30,972.186
2007-12-31,966.539
2008-01-31,907.775
2008-02-29,880.04
2008-03-31,875.23
2008-04-30,919.762
2008-05-30,939.302
2008-06-30,862.497
2008-07-31,855.234
2008-08-29,868.84
2008-09-30,788.228
2008-10-31,649.061
2008-11-28,598.234
2008-12-31,609.15
2009-01-30,558.86
2009-02-27,500.77
2009-03-31,544.414
2009-04-30,601.964
2009-05-29,633.931
2009-06-30,636.081
2009-07-31,685.641
2009-08-31,710.615
2009-09-30,740.342
2009-10-30,721.853
2009-11-30,762.844
2009-12-31,784.094
2010-01-29,756.797
2010-02-26,781.991
2010-03-31,831.011
2010-04-30,848.798
2010-05-31,780.825
2010-06-30,736.883
2010-07-30,788.543
2010-08-31,751.5
2010-09-30,822.654
2010-10-29,854.927
2010-11-30,859.665
2010-12-31,918.753
2011-01-31,939.142
2011-02-28,973.04
2011-03-31,977.359
2011-04-29,1007.021
2011-05-31,995.507
2011-06-30,977.93
2011-07-29,956.164
2011-08-31,898.969
2011-09-30,829.313
2011-10-31,925.075
2011-11-30,922.493
2011-12-30,930.035
2012-01-31,976.995
2012-02-29,1019.086
2012-03-30,1050.304
2012-04-30,1043.624
2012-05-31,978.534
2012-06-29,1016.985
2012-07-31,1027.792
2012-08-31,1053.688
2012-09-28,1080.7
2012-10-31,1061.858
2012-11-30,1069.86
2012-12-31,1082.699
2013-01-31,1141.992
2013-02-28,1156.542
2013-03-29,1201.431
2013-04-30,1221.889
2013-05-31,1250.162
2013-06-28,1234.37
2013-07-31,1301.625
2013-08-30,1265.119
2013-09-30,1311.733
2013-10-31,1367.572
2013-11-29,1406.991
2013-12-31,1444.232
2014-01-31,1398.248
2014-02-28,1464.616
2014-03-31,1472.212
2014-04-30,1474.179
2014-05-30,1506.574
2014-06-30,1545.374
2014-07-31,1515.386
2014-08-29,1578.732
2014-09-30,1545.697
2014-10-31,1587.818
2014-11-28,1625.866
2014-12-31,1624.92
2015-01-30,1580.014
2015-02-27,1672.879
2015-03-31,1655.068
2015-04-30,1663.943
2015-05-29,1687.806
2015-06-30,1659.14
2015-07-31,1686.285
2015-08-31,1584.47
2015-09-30,1538.111
2015-10-30,1659.633
2015-11-30,1669.274
2015-12-31,1635.335
2016-01-29,1542.982
2016-02-29,1541.806
2016-03-31,1650.755
2016-04-29,1661.635
2016-05-31,1692.507
2016-06-30,1696.515
2016-07-29,1764.052
2016-08-31,1768.491
2016-09-30,1771.546
2016-10-31,1732.568
2016-11-30,1807.893
2016-12-30,1842.388
2017-01-31,1878.937
2017-02-28,1948.732
2017-03-31,1951.008
2017-04-28,1971.669
2017-05-31,1991.651
2017-06-30,2009.114
2017-07-31,2048.127
2017-08-31,2052.024
2017-09-29,2101.553
2017-10-31,2147.53
2017-11-30,2212.376
2017-12-29,2234.537
2018-01-31,2353.967
2018-02-28,2266.442
2018-03-30,2220.964
2018-04-30,2229.987
2018-05-31,2293.06
2018-06-29,2309.045
2018-07-31,2386.313
2018-08-31,2468.755
2018-09-28,2472.485
2018-10-31,2290.674
2018-11-30,2335.097
2018-12-31,2118.312
2019-01-31,2301.38
2019-02-28,2382.718
2019-03-29,2418.312
2019-04-30,2513.57
2019-05-31,2351.271
2019-06-28,2515.866
2019-07-31,2554.147
2019-08-30,2502.483
2019-09-30,2546.926
2019-10-31,2601.256
2019-11-29,2699.822
2019-12-31,2778.053
2020-01-31,2774.67
2020-02-28,2546.73
2020-03-31,2196.235
2020-04-30,2488.718
2020-05-29,2622.935
2020-06-30,2685.292
2020-07-31,2839.307
2020-08-31,3044.032
2020-09-30,2933.017
2020-10-30,2871.475
2020-11-30,3218.632
2020-12-31,3364.173
2021-01-29,3350.346
2021-02-26,3452.667
2021-03-31,3575.816
2021-04-30,3763.265
2021-05-31,3778.944
2021-06-30,3878.425
2021-07-30,3949.891
2021-08-31,4063.548
2021-09-30,3879.954
2021-10-29,4140.863
2021-11-30,4084.139
2021-12-31,4243.043
2022-01-31,3992.119
2022-02-28,3891.478
2022-03-31,4018.95
2022-04-29,3657.559
2022-05-31,3650.98
2022-06-30,3345.638
2022-07-29,3662.436
2022-08-31,3524.363
2022-09-30,3196.77
2022-10-31,3458.527
2022-11-30,3641.886
2022-12-30,3427.405
2023-01-31,3666.416
2023-02-28,3581.473
2023-03-31,3679.317
2023-04-28,3716.421
2023-05-31,3732.14
