Date,USA IMI IMI (Large+Mid+Small Cap)
2001-11-08,616.719
2001-11-09,617.157
2001-11-12,616.763
2001-11-13,628.32
2001-11-14,630.5
2001-11-15,630.594
2001-11-16,629.212
2001-11-19,636.593
2001-11-20,631.437
2001-11-21,628.53
2001-11-22,628.53
2001-11-23,635.908
2001-11-26,640.539
2001-11-27,637.231
2001-11-28,626.026
2001-11-29,633.155
2001-11-30,632.421
2001-12-03,627.159
2001-12-04,636.344
2001-12-05,651.111
2001-12-06,650.332
2001-12-07,645.548
2001-12-10,635.623
2001-12-11,634.501
2001-12-12,634.695
2001-12-13,625.064
2001-12-14,627.155
2001-12-17,633.677
2001-12-18,638.912
2001-12-19,641.777
2001-12-20,635.889
2001-12-21,639.671
2001-12-24,639.912
2001-12-25,639.912
2001-12-26,643.287
2001-12-27,647.691
2001-12-28,650.466
2001-12-31,643.771
2002-01-01,643.77
2002-01-02,646.196
2002-01-03,652.263
2002-01-04,656.773
2002-01-07,652.29
2002-01-08,650.756
2002-01-09,647.83
2002-01-10,648.407
2002-01-11,642.375
2002-01-14,637.258
2002-01-15,641.111
2002-01-16,630.89
2002-01-17,637.179
2002-01-18,630.593
2002-01-21,630.593
2002-01-22,625.605
2002-01-23,631.168
2002-01-24,633.711
2002-01-25,634.451
2002-01-28,634.487
2002-01-29,617.87
2002-01-30,624.476
2002-01-31,632.877
2002-02-01,628.608
2002-02-04,613.254
2002-02-05,610.444
2002-02-06,606.145
2002-02-07,603.982
2002-02-08,613.709
2002-02-11,622.098
2002-02-12,620.141
2002-02-13,626.145
2002-02-14,624.509
2002-02-15,617.779
2002-02-18,617.779
2002-02-19,605.967
2002-02-20,614.056
2002-02-21,604.804
2002-02-22,609.49
2002-02-25,619.782
2002-02-26,620.586
2002-02-27,621.069
2002-02-28,619.169
2002-03-01,632.912
2002-03-04,645.722
2002-03-05,642.468
2002-03-06,651.542
2002-03-07,648.824
2002-03-08,653.521
2002-03-11,655.408
2002-03-12,653.551
2002-03-13,647.642
2002-03-14,647.411
2002-03-15,654.229
2002-03-18,654.98
2002-03-19,657.227
2002-03-20,647.496
2002-03-21,649.546
2002-03-22,646.779
2002-03-25,637.38
2002-03-26,641.13
2002-03-27,644.859
2002-03-28,646.612
2002-03-29,646.612
2002-04-01,645.934
2002-04-02,640.208
2002-04-03,633.956
2002-04-04,634.842
2002-04-05,633.262
2002-04-08,635.506
2002-04-09,631.857
2002-04-10,639.099
2002-04-11,625.003
2002-04-12,630.289
2002-04-15,626.142
2002-04-16,640.02
2002-04-17,638.513
2002-04-18,637.68
2002-04-19,638.003
2002-04-22,628.387
2002-04-23,625.011
2002-04-24,621.009
2002-04-25,619.943
2002-04-26,611.358
2002-04-29,605.759
2002-04-30,613.187
2002-05-01,617.969
2002-05-02,616.891
2002-05-03,611.081
2002-05-06,599.621
2002-05-07,597.435
2002-05-08,618.609
2002-05-09,609.688
2002-05-10,599.83
2002-05-13,610.331
2002-05-14,623.702
2002-05-15,621.409
2002-05-16,623.559
2002-05-17,627.923
2002-05-20,620.144
2002-05-21,612.933
2002-05-22,615.282
2002-05-23,621.984
2002-05-24,614.825
2002-05-27,614.825
2002-05-28,610.202
2002-05-29,606.135
2002-05-30,604.746
2002-05-31,605.979
2002-06-03,590.83
2002-06-04,590.315
2002-06-05,595.15
2002-06-06,583.527
2002-06-07,583.354
2002-06-10,584.77
2002-06-11,574.62
2002-06-12,577.903
2002-06-13,572.181
2002-06-14,571.65
2002-06-17,587.562
2002-06-18,587.858
2002-06-19,578.583
2002-06-20,570.594
2002-06-21,561.672
2002-06-24,562.798
2002-06-25,553.289
2002-06-26,551.723
2002-06-27,560.724
2002-06-28,561.476
2002-07-01,548.521
2002-07-02,536.292
2002-07-03,538.57
2002-07-04,538.57
2002-07-05,557.964
2002-07-08,551.085
2002-07-09,537.888
2002-07-10,521.257
2002-07-11,524.429
2002-07-12,521.5
2002-07-15,519.343
2002-07-16,511.567
2002-07-17,514.679
2002-07-18,500.611
2002-07-19,483.38
2002-07-22,467.857
2002-07-23,454.597
2002-07-24,479.627
2002-07-25,477.232
2002-07-26,484.967
2002-07-29,511.473
2002-07-30,514.025
2002-07-31,517.759
2002-08-01,503.53
2002-08-02,491.717
2002-08-05,475.164
2002-08-06,489.515
2002-08-07,498.534
2002-08-08,514.017
2002-08-09,515.688
2002-08-12,513.692
2002-08-13,502.492
2002-08-14,521.476
2002-08-15,527.561
2002-08-16,527.706
2002-08-19,539.268
2002-08-20,532.175
2002-08-21,539.444
2002-08-22,546.698
2002-08-23,534.462
2002-08-26,539.007
2002-08-27,530.867
2002-08-28,521.423
2002-08-29,522.203
2002-08-30,520.85
2002-09-02,520.85
2002-09-03,500.155
2002-09-04,509.188
2002-09-05,501.196
2002-09-06,510.037
2002-09-09,514.791
2002-09-10,518.257
2002-09-11,518.397
2002-09-12,506.051
2002-09-13,507.822
2002-09-16,508.0
2002-09-17,498.104
2002-09-18,495.802
2002-09-19,481.029
2002-09-20,481.914
2002-09-23,475.281
2002-09-24,467.654
2002-09-25,479.263
2002-09-26,487.784
2002-09-27,473.044
2002-09-30,467.089
2002-10-01,483.933
2002-10-02,472.543
2002-10-03,467.386
2002-10-04,456.543
2002-10-07,447.403
2002-10-08,454.193
2002-10-09,441.559
2002-10-10,456.991
2002-10-11,474.228
2002-10-14,477.721
2002-10-15,499.693
2002-10-16,487.449
2002-10-17,499.193
2002-10-18,501.741
2002-10-21,510.137
2002-10-22,504.408
2002-10-23,508.167
2002-10-24,500.879
2002-10-25,509.243
2002-10-28,505.16
2002-10-29,500.551
2002-10-30,506.031
2002-10-31,503.845
2002-11-01,512.754
2002-11-04,516.837
2002-11-05,520.191
2002-11-06,525.395
2002-11-07,513.593
2002-11-08,508.816
2002-11-11,498.207
2002-11-12,502.253
2002-11-13,501.98
2002-11-14,514.348
2002-11-15,517.492
2002-11-18,512.567
2002-11-19,510.307
2002-11-20,520.244
2002-11-21,531.597
2002-11-22,530.263
2002-11-25,532.009
2002-11-26,521.197
2002-11-27,535.633
2002-11-28,535.635
2002-11-29,534.127
2002-12-02,533.629
2002-12-03,525.548
2002-12-04,523.49
2002-12-05,517.867
2002-12-06,520.976
2002-12-09,509.48
2002-12-10,516.763
2002-12-11,517.231
2002-12-12,515.917
2002-12-13,508.998
2002-12-16,520.397
2002-12-17,516.289
2002-12-18,509.495
2002-12-19,505.93
2002-12-20,512.265
2002-12-23,513.495
2002-12-24,510.824
2002-12-25,510.824
2002-12-26,509.714
2002-12-27,501.939
2002-12-30,503.662
2002-12-31,504.406
2003-01-01,504.406
2003-01-02,520.404
2003-01-03,520.063
2003-01-06,531.18
2003-01-07,527.54
2003-01-08,520.474
2003-01-09,530.07
2003-01-10,530.201
2003-01-13,529.615
2003-01-14,532.309
2003-01-15,525.387
2003-01-16,523.544
2003-01-17,516.288
2003-01-20,516.276
2003-01-21,508.332
2003-01-22,503.59
2003-01-23,508.578
2003-01-24,494.548
2003-01-27,486.365
2003-01-28,492.562
2003-01-29,495.883
2003-01-30,485.35
2003-01-31,491.799
2003-02-03,493.755
2003-02-04,487.375
2003-02-05,485.0
2003-02-06,481.945
2003-02-07,476.917
2003-02-10,480.414
2003-02-11,476.794
2003-02-12,470.671
2003-02-13,469.615
2003-02-14,478.57
2003-02-17,478.57
2003-02-18,488.126
2003-02-19,484.823
2003-02-20,480.823
2003-02-21,487.164
2003-02-24,478.597
2003-02-25,481.94
2003-02-26,476.188
2003-02-27,481.667
2003-02-28,483.747
2003-03-03,480.508
2003-03-04,473.608
2003-03-05,477.495
2003-03-06,473.504
2003-03-07,477.007
2003-03-10,465.548
2003-03-11,461.701
2003-03-12,463.145
2003-03-13,478.477
2003-03-14,479.006
2003-03-17,495.335
2003-03-18,497.654
2003-03-19,501.351
2003-03-20,502.863
2003-03-21,513.893
2003-03-24,496.484
2003-03-25,502.502
2003-03-26,499.683
2003-03-27,499.23
2003-03-28,496.899
2003-03-31,488.595
2003-04-01,494.279
2003-04-02,506.877
2003-04-03,504.251
2003-04-04,505.025
2003-04-07,505.927
2003-04-08,504.726
2003-04-09,498.323
2003-04-10,501.061
2003-04-11,499.467
2003-04-14,508.877
2003-04-15,512.062
2003-04-16,506.361
2003-04-17,514.069
2003-04-18,514.069
2003-04-21,513.695
2003-04-22,524.388
2003-04-23,528.945
2003-04-24,524.692
2003-04-25,517.681
2003-04-28,526.682
2003-04-29,528.47
2003-04-30,528.573
2003-05-01,528.489
2003-05-02,536.798
2003-05-05,535.65
2003-05-06,539.955
2003-05-07,537.5
2003-05-08,532.292
2003-05-09,539.742
2003-05-12,546.536
2003-05-13,545.39
2003-05-14,544.217
2003-05-15,548.285
2003-05-16,546.921
2003-05-19,533.986
2003-05-20,533.352
2003-05-21,535.782
2003-05-22,540.897
2003-05-23,542.426
2003-05-26,542.426
2003-05-27,552.857
2003-05-28,553.84
2003-05-29,552.063
2003-05-30,560.731
2003-06-02,562.825
2003-06-03,564.961
2003-06-04,573.646
2003-06-05,576.616
2003-06-06,575.057
2003-06-09,567.454
2003-06-10,572.812
2003-06-11,580.323
2003-06-12,581.104
2003-06-13,575.117
2003-06-16,587.443
2003-06-17,588.06
2003-06-18,587.07
2003-06-19,578.428
2003-06-20,578.774
2003-06-23,570.199
2003-06-24,571.167
2003-06-25,567.664
2003-06-26,574.092
2003-06-27,569.3
2003-06-30,568.249
2003-07-01,572.423
2003-07-02,579.618
2003-07-03,575.398
2003-07-04,575.398
2003-07-07,586.113
2003-07-08,588.991
2003-07-09,586.751
2003-07-10,578.677
2003-07-11,584.055
2003-07-14,588.08
2003-07-15,585.834
2003-07-16,581.958
2003-07-17,573.903
2003-07-18,580.382
2003-07-21,572.178
2003-07-22,577.583
2003-07-23,578.258
2003-07-24,574.511
2003-07-25,583.454
2003-07-28,583.159
2003-07-29,579.736
2003-07-30,578.882
2003-07-31,580.662
2003-08-01,574.558
2003-08-04,575.382
2003-08-05,565.541
2003-08-06,565.878
2003-08-07,569.484
2003-08-08,571.278
2003-08-11,573.705
2003-08-12,579.667
2003-08-13,576.78
2003-08-14,580.408
2003-08-15,580.852
2003-08-18,586.667
2003-08-19,588.923
2003-08-20,588.218
2003-08-21,590.725
2003-08-22,584.425
2003-08-25,584.111
2003-08-26,585.911
2003-08-27,586.864
2003-08-28,590.982
2003-08-29,594.085
2003-09-01,594.085
2003-09-02,602.275
2003-09-03,604.899
2003-09-04,606.085
2003-09-05,602.407
2003-09-08,608.864
2003-09-09,604.05
2003-09-10,595.799
2003-09-11,599.32
2003-09-12,600.721
2003-09-15,598.461
2003-09-16,606.882
2003-09-17,605.179
2003-09-18,612.799
2003-09-19,611.415
2003-09-22,603.678
2003-09-23,607.549
2003-09-24,596.189
2003-09-25,591.562
2003-09-26,587.06
2003-09-29,593.065
2003-09-30,587.344
2003-10-01,600.224
2003-10-02,601.932
2003-10-03,608.06
2003-10-06,610.885
2003-10-07,613.907
2003-10-08,610.916
2003-10-09,614.076
2003-10-10,613.791
2003-10-13,618.559
2003-10-14,621.123
2003-10-15,619.025
2003-10-16,621.183
2003-10-17,614.393
2003-10-20,617.037
2003-10-21,618.516
2003-10-22,608.951
2003-10-23,610.462
2003-10-24,607.927
2003-10-27,610.191
2003-10-28,619.502
2003-10-29,621.096
2003-10-30,620.528
2003-10-31,622.395
2003-11-03,627.989
2003-11-04,625.215
2003-11-05,624.875
2003-11-06,628.631
2003-11-07,626.471
2003-11-10,622.001
2003-11-11,621.049
2003-11-12,629.36
2003-11-13,629.799
2003-11-14,624.871
2003-11-17,620.539
2003-11-18,615.074
2003-11-19,619.671
2003-11-20,614.867
2003-11-21,616.1
2003-11-24,626.522
2003-11-25,628.306
2003-11-26,631.051
2003-11-27,631.051
2003-11-28,631.385
2003-12-01,638.811
2003-12-02,637.131
2003-12-03,634.999
2003-12-04,637.087
2003-12-05,632.227
2003-12-08,636.716
2003-12-09,630.718
2003-12-10,629.231
2003-12-11,637.505
2003-12-12,639.503
2003-12-15,634.88
2003-12-16,638.362
2003-12-17,639.239
2003-12-18,647.13
2003-12-19,646.999
2003-12-22,649.474
2003-12-23,651.756
2003-12-24,650.656
2003-12-25,650.656
2003-12-26,651.814
2003-12-29,660.258
2003-12-30,660.653
2003-12-31,660.801
2004-01-01,660.801
2004-01-02,659.551
2004-01-05,667.534
2004-01-06,668.526
2004-01-07,670.541
2004-01-08,673.889
2004-01-09,668.87
2004-01-12,672.42
2004-01-13,668.939
2004-01-14,674.231
2004-01-15,675.088
2004-01-16,680.006
2004-01-19,680.006
2004-01-20,680.728
2004-01-21,685.317
2004-01-22,683.03
2004-01-23,682.264
2004-01-26,690.058
2004-01-27,683.454
2004-01-28,674.058
2004-01-29,676.138
2004-01-30,675.195
2004-02-02,677.276
2004-02-03,677.454
2004-02-04,670.895
2004-02-05,672.314
2004-02-06,681.661
2004-02-09,680.774
2004-02-10,684.671
2004-02-11,691.828
2004-02-12,688.495
2004-02-13,684.653
2004-02-16,684.653
2004-02-17,691.288
2004-02-18,688.443
2004-02-19,684.832
2004-02-20,682.715
2004-02-23,679.712
2004-02-24,678.98
2004-02-25,682.572
2004-02-26,684.441
2004-02-27,684.988
2004-03-01,692.145
2004-03-02,688.316
2004-03-03,689.282
2004-03-04,692.149
2004-03-05,693.794
2004-03-08,687.921
2004-03-09,683.519
2004-03-10,673.306
2004-03-11,663.689
2004-03-12,672.633
2004-03-15,662.42
2004-03-16,665.545
2004-03-17,673.863
2004-03-18,672.65
2004-03-19,665.749
2004-03-22,656.551
2004-03-23,656.028
2004-03-24,654.065
2004-03-25,665.172
2004-03-26,664.714
2004-03-29,673.645
2004-03-30,677.021
2004-03-31,677.1
2004-04-01,681.244
2004-04-02,686.937
2004-04-05,691.796
2004-04-06,689.536
2004-04-07,685.986
2004-04-08,684.887
2004-04-09,684.887
2004-04-12,687.915
2004-04-13,677.8
2004-04-14,676.395
2004-04-15,676.555
2004-04-16,679.822
2004-04-19,681.246
2004-04-20,670.567
2004-04-21,674.564
2004-04-22,684.304
2004-04-23,684.077
2004-04-26,681.517
2004-04-27,682.784
2004-04-28,673.05
2004-04-29,667.163
2004-04-30,662.879
2004-05-03,669.075
2004-05-04,670.681
2004-05-05,672.267
2004-05-06,667.22
2004-05-07,657.155
2004-05-10,648.833
2004-05-11,654.943
2004-05-12,655.791
2004-05-13,655.369
2004-05-14,654.579
2004-05-17,647.495
2004-05-18,652.448
2004-05-19,650.96
2004-05-20,651.37
2004-05-21,654.2
2004-05-24,656.185
2004-05-25,667.175
2004-05-26,668.919
2004-05-27,672.396
2004-05-28,672.548
2004-05-31,672.548
2004-06-01,673.4
2004-06-02,675.498
2004-06-03,669.492
2004-06-04,673.319
2004-06-07,684.175
2004-06-08,684.76
2004-06-09,677.916
2004-06-10,680.556
2004-06-11,680.336
2004-06-14,673.245
2004-06-15,678.288
2004-06-16,679.49
2004-06-17,678.747
2004-06-18,680.322
2004-06-21,677.639
2004-06-22,680.306
2004-06-23,686.594
2004-06-24,684.835
2004-06-25,682.495
2004-06-28,681.469
2004-06-29,683.456
2004-06-30,686.752
2004-07-01,679.597
2004-07-02,677.859
2004-07-05,677.859
2004-07-06,671.635
2004-07-07,673.061
2004-07-08,666.853
2004-07-09,669.198
2004-07-12,669.606
2004-07-13,670.059
2004-07-14,667.973
2004-07-15,666.12
2004-07-16,662.763
2004-07-19,662.393
2004-07-20,667.583
2004-07-21,657.591
2004-07-22,658.673
2004-07-23,651.949
2004-07-26,649.56
2004-07-27,656.456
2004-07-28,656.327
2004-07-29,660.606
2004-07-30,661.57
2004-08-02,664.263
2004-08-03,659.654
2004-08-04,658.614
2004-08-05,647.922
2004-08-06,637.758
2004-08-09,638.213
2004-08-10,646.955
2004-08-11,645.073
2004-08-12,637.221
2004-08-13,637.939
2004-08-16,646.968
2004-08-17,648.802
2004-08-18,657.529
2004-08-19,654.905
2004-08-20,660.293
2004-08-23,658.321
2004-08-24,658.691
2004-08-25,663.984
2004-08-26,663.919
2004-08-27,666.13
2004-08-30,660.646
2004-08-31,664.003
2004-09-01,665.927
2004-09-02,673.195
2004-09-03,670.329
2004-09-06,670.329
2004-09-07,675.168
2004-09-08,672.044
2004-09-09,674.091
2004-09-10,677.383
2004-09-13,679.216
2004-09-14,680.326
2004-09-15,675.787
2004-09-16,678.435
2004-09-17,680.936
2004-09-20,677.403
2004-09-21,682.065
2004-09-22,672.724
2004-09-23,670.025
2004-09-24,671.042
2004-09-27,666.562
2004-09-28,670.868
2004-09-29,674.045
2004-09-30,674.492
2004-10-01,684.793
2004-10-04,687.36
2004-10-05,686.768
2004-10-06,691.555
2004-10-07,684.254
2004-10-08,679.121
2004-10-11,680.437
2004-10-12,678.952
2004-10-13,673.788
2004-10-14,667.946
2004-10-15,670.99
2004-10-18,674.371
2004-10-19,668.227
2004-10-20,668.94
2004-10-21,671.497
2004-10-22,664.785
2004-10-25,664.483
2004-10-26,673.993
2004-10-27,682.823
2004-10-28,683.616
2004-10-29,685.061
2004-11-01,685.565
2004-11-02,685.288
2004-11-03,693.519
2004-11-04,704.088
2004-11-05,706.635
2004-11-08,705.67
2004-11-09,706.048
2004-11-10,706.081
2004-11-11,712.481
2004-11-12,719.226
2004-11-15,719.28
2004-11-16,714.492
2004-11-17,718.717
2004-11-18,719.43
2004-11-19,711.438
2004-11-22,715.909
2004-11-23,716.382
2004-11-24,719.869
2004-11-25,719.869
2004-11-26,720.685
2004-11-29,718.988
2004-11-30,716.426
2004-12-01,727.096
2004-12-02,726.172
2004-12-03,726.967
2004-12-06,726.258
2004-12-07,717.606
2004-12-08,721.169
2004-12-09,724.686
2004-12-10,724.592
2004-12-13,730.882
2004-12-14,734.229
2004-12-15,736.658
2004-12-16,734.564
2004-12-17,730.376
2004-12-20,729.977
2004-12-21,736.936
2004-12-22,739.726
2004-12-23,740.198
2004-12-24,740.198
2004-12-27,736.751
2004-12-28,742.779
2004-12-29,742.94
2004-12-30,743.206
2004-12-31,742.198
2005-01-03,734.869
2005-01-04,725.531
2005-01-05,721.544
2005-01-06,724.411
2005-01-07,722.942
2005-01-10,725.859
2005-01-11,721.112
2005-01-12,724.018
2005-01-13,718.758
2005-01-14,723.5
2005-01-17,723.5
2005-01-18,730.538
2005-01-19,723.751
2005-01-20,718.503
2005-01-21,714.478
2005-01-24,711.221
2005-01-25,713.544
2005-01-26,717.969
2005-01-27,718.469
2005-01-28,716.48
2005-01-31,723.238
2005-02-01,728.181
2005-02-02,730.856
2005-02-03,728.971
2005-02-04,737.372
2005-02-07,736.55
2005-02-08,737.309
2005-02-09,730.355
2005-02-10,733.172
2005-02-11,738.942
2005-02-14,739.573
2005-02-15,741.681
2005-02-16,742.507
2005-02-17,736.594
2005-02-18,736.984
2005-02-21,736.984
2005-02-22,726.002
2005-02-23,729.994
2005-02-24,736.259
2005-02-25,743.764
2005-02-28,739.146
2005-03-01,743.393
2005-03-02,743.461
2005-03-03,743.55
2005-03-04,750.757
2005-03-07,752.894
2005-03-08,749.012
2005-03-09,741.356
2005-03-10,741.944
2005-03-11,737.581
2005-03-14,742.21
2005-03-15,737.011
2005-03-16,730.833
2005-03-17,732.394
2005-03-18,731.711
2005-03-21,728.692
2005-03-22,721.946
2005-03-23,721.212
2005-03-24,721.28
2005-03-25,721.28
2005-03-28,722.476
2005-03-29,716.483
2005-03-30,726.369
2005-03-31,726.48
2005-04-01,722.275
2005-04-04,724.113
2005-04-05,727.043
2005-04-06,728.842
2005-04-07,733.185
2005-04-08,726.733
2005-04-11,726.377
2005-04-12,730.596
2005-04-13,721.773
2005-04-14,714.0
2005-04-15,702.302
2005-04-18,704.622
2005-04-19,709.88
2005-04-20,700.422
2005-04-21,713.963
2005-04-22,708.878
2005-04-25,715.354
2005-04-26,708.845
2005-04-27,711.046
2005-04-28,702.736
2005-04-29,710.449
2005-05-02,714.112
2005-05-03,713.287
2005-05-04,722.601
2005-05-05,721.327
2005-05-06,720.973
2005-05-09,725.717
2005-05-10,718.337
2005-05-11,721.432
2005-05-12,713.951
2005-05-13,710.547
2005-05-16,718.052
2005-05-17,723.133
2005-05-18,731.317
2005-05-19,734.909
2005-05-20,733.987
2005-05-23,737.046
2005-05-24,737.275
2005-05-25,734.119
2005-05-26,739.395
2005-05-27,740.668
2005-05-30,740.668
2005-05-31,737.103
2005-06-01,743.902
2005-06-02,745.41
2005-06-03,740.578
2005-06-06,741.844
2005-06-07,741.848
2005-06-08,740.059
2005-06-09,744.417
2005-06-10,742.936
2005-06-13,745.156
2005-06-14,747.359
2005-06-15,749.141
2005-06-16,752.666
2005-06-17,755.881
2005-06-20,755.322
2005-06-21,753.771
2005-06-22,754.269
2005-06-23,746.577
2005-06-24,740.965
2005-06-27,740.582
2005-06-28,747.988
2005-06-29,747.365
2005-06-30,742.775
2005-07-01,745.331
2005-07-04,745.331
2005-07-05,752.273
2005-07-06,746.738
2005-07-07,748.683
2005-07-08,757.717
2005-07-11,762.991
2005-07-12,764.568
2005-07-13,764.675
2005-07-14,765.481
2005-07-15,766.534
2005-07-18,762.457
2005-07-19,768.44
2005-07-20,772.586
2005-07-21,766.746
2005-07-22,771.45
2005-07-25,768.138
2005-07-26,769.848
2005-07-27,773.128
2005-07-28,778.366
2005-07-29,773.13
2005-08-01,774.281
2005-08-02,779.606
2005-08-03,779.623
2005-08-04,773.355
2005-08-05,766.71
2005-08-08,763.987
2005-08-09,768.67
2005-08-10,767.958
2005-08-11,773.588
2005-08-12,769.34
2005-08-15,771.666
2005-08-16,762.651
2005-08-17,763.018
2005-08-18,761.985
2005-08-19,762.736
2005-08-22,764.277
2005-08-23,762.034
2005-08-24,757.97
2005-08-25,759.774
2005-08-26,754.631
2005-08-29,759.413
2005-08-30,757.368
2005-08-31,766.071
2005-09-01,767.139
2005-09-02,764.428
2005-09-05,764.428
2005-09-06,773.97
2005-09-07,776.256
2005-09-08,773.308
2005-09-09,779.331
2005-09-12,779.116
2005-09-13,773.415
2005-09-14,770.407
2005-09-15,770.676
2005-09-16,776.589
2005-09-19,772.473
2005-09-20,766.402
2005-09-21,758.733
2005-09-22,761.203
2005-09-23,762.272
2005-09-26,763.373
2005-09-27,763.171
2005-09-28,763.653
2005-09-29,770.824
2005-09-30,772.399
2005-10-03,772.232
2005-10-04,764.416
2005-10-05,752.039
2005-10-06,748.069
2005-10-07,751.164
2005-10-10,745.641
2005-10-11,743.435
2005-10-12,737.885
2005-10-13,737.194
2005-10-14,744.144
2005-10-17,746.466
2005-10-18,738.54
2005-10-19,749.588
2005-10-20,738.514
2005-10-21,741.019
2005-10-24,753.796
2005-10-25,751.94
2005-10-26,748.379
2005-10-27,739.409
2005-10-28,751.559
2005-10-31,758.383
2005-11-01,756.101
2005-11-02,764.768
2005-11-03,768.255
2005-11-04,768.198
2005-11-07,770.121
2005-11-08,767.468
2005-11-09,768.93
