Date,HONG KONG VALUE Standard (Large+Mid Cap)
2001-08-31,11897.649
2001-09-03,11936.987
2001-09-04,11970.802
2001-09-05,11715.335
2001-09-06,11337.316
2001-09-07,10981.291
2001-09-10,11025.81
2001-09-11,11078.664
2001-09-12,10072.384
2001-09-13,10254.317
2001-09-14,10088.433
2001-09-17,9494.525
2001-09-18,9265.289
2001-09-19,9278.527
2001-09-20,9104.877
2001-09-21,8694.262
2001-09-24,8899.53
2001-09-25,8898.792
2001-09-26,8816.376
2001-09-27,9213.729
2001-09-28,9342.921
2001-10-01,9343.939
2001-10-02,9343.64
2001-10-03,9477.332
2001-10-04,9814.232
2001-10-05,9777.529
2001-10-08,9440.728
2001-10-09,9737.048
2001-10-10,9744.009
2001-10-11,9898.554
2001-10-12,9681.905
2001-10-15,9666.724
2001-10-16,9750.029
2001-10-17,9863.177
2001-10-18,9515.014
2001-10-19,9541.193
2001-10-22,9445.355
2001-10-23,9657.433
2001-10-24,9640.145
2001-10-25,9640.269
2001-10-26,9833.898
2001-10-29,9532.652
2001-10-30,9449.67
2001-10-31,9544.604
2001-11-01,9533.114
2001-11-02,9477.934
2001-11-05,9715.94
2001-11-06,9683.588
2001-11-07,9632.249
2001-11-08,9940.248
2001-11-09,10208.035
2001-11-12,10314.911
2001-11-13,10280.516
2001-11-14,10552.542
2001-11-15,10800.115
2001-11-16,10842.722
2001-11-19,10790.66
2001-11-20,10816.305
2001-11-21,10961.993
2001-11-22,10968.835
2001-11-23,11042.936
2001-11-26,11162.752
2001-11-27,10973.086
2001-11-28,10710.514
2001-11-29,10889.997
2001-11-30,11054.644
2001-12-03,11068.073
2001-12-04,11458.635
2001-12-05,12000.426
2001-12-06,11988.381
2001-12-07,12118.362
2001-12-10,12144.606
2001-12-11,11923.363
2001-12-12,12164.695
2001-12-13,11835.582
2001-12-14,11763.231
2001-12-17,11789.525
2001-12-18,11889.032
2001-12-19,12024.991
2001-12-20,12095.585
2001-12-21,11639.007
2001-12-24,11664.875
2001-12-25,11664.875
2001-12-26,11664.726
2001-12-27,11851.736
2001-12-28,11944.219
2001-12-31,11965.105
2002-01-01,11965.105
2002-01-02,11917.025
2002-01-03,11929.263
2002-01-04,12255.733
2002-01-07,12647.357
2002-01-08,12588.995
2002-01-09,12449.942
2002-01-10,12229.31
2002-01-11,11971.483
2002-01-14,11994.353
2002-01-15,11802.274
2002-01-16,11701.733
2002-01-17,11813.922
2002-01-18,11731.438
2002-01-21,11961.035
2002-01-22,11726.807
2002-01-23,11657.593
2002-01-24,11622.398
2002-01-25,11625.563
2002-01-28,11610.014
2002-01-29,11934.986
2002-01-30,11608.736
2002-01-31,11577.055
2002-02-01,11387.368
2002-02-04,11502.446
2002-02-05,11326.624
2002-02-06,11367.532
2002-02-07,11180.279
2002-02-08,11139.367
2002-02-11,11415.381
2002-02-12,11415.235
2002-02-13,11415.381
2002-02-14,11415.381
2002-02-15,11474.401
2002-02-18,11636.503
2002-02-19,11367.95
2002-02-20,11382.851
2002-02-21,11406.692
2002-02-22,11207.975
2002-02-25,10891.136
2002-02-26,10734.93
2002-02-27,10837.133
2002-02-28,10599.601
2002-03-01,10561.645
2002-03-04,10900.846
2002-03-05,11306.467
2002-03-06,11241.173
2002-03-07,11428.048
2002-03-08,11400.999
2002-03-11,11495.12
2002-03-12,11456.444
2002-03-13,11386.918
2002-03-14,11436.888
2002-03-15,11370.533
2002-03-18,11390.35
2002-03-19,11377.84
2002-03-20,11228.516
2002-03-21,10956.76
2002-03-22,10981.422
2002-03-25,11046.621
2002-03-26,11020.68
2002-03-27,11251.88
2002-03-28,11252.224
2002-03-29,11252.224
2002-04-01,11252.369
2002-04-02,11042.874
2002-04-03,10943.665
2002-04-04,11007.182
2002-04-05,11007.182
2002-04-08,10836.52
2002-04-09,10841.189
2002-04-10,10765.286
2002-04-11,10875.227
2002-04-12,10900.852
2002-04-15,10945.105
2002-04-16,10985.847
2002-04-17,11379.774
2002-04-18,11573.524
2002-04-19,11669.133
2002-04-22,11608.724
2002-04-23,11819.799
2002-04-24,12017.79
2002-04-25,11944.641
2002-04-26,11903.784
2002-04-29,11885.738
2002-04-30,12111.719
2002-05-01,12112.029
2002-05-02,12540.966
2002-05-03,12389.009
2002-05-06,12307.16
2002-05-07,12383.404
2002-05-08,12231.92
2002-05-09,12135.846
2002-05-10,12114.431
2002-05-13,12201.985
2002-05-14,12109.943
2002-05-15,12310.254
2002-05-16,12317.2
2002-05-17,12438.528
2002-05-20,12438.289
2002-05-21,12167.872
2002-05-22,12204.795
2002-05-23,11982.889
2002-05-24,11944.731
2002-05-27,11870.37
2002-05-28,11823.466
2002-05-29,11627.833
2002-05-30,11504.891
2002-05-31,11348.367
2002-06-03,11360.355
2002-06-04,11362.031
2002-06-05,11490.707
2002-06-06,11446.086
2002-06-07,11424.394
2002-06-10,11462.498
2002-06-11,11358.787
2002-06-12,11258.686
2002-06-13,11243.328
2002-06-14,11101.521
2002-06-17,10986.859
2002-06-18,10922.211
2002-06-19,10667.712
2002-06-20,10771.84
2002-06-21,10613.912
2002-06-24,10598.375
2002-06-25,10525.586
2002-06-26,10255.931
2002-06-27,10452.316
2002-06-28,10433.664
2002-07-01,10433.864
2002-07-02,10297.461
2002-07-03,10424.076
2002-07-04,10652.947
2002-07-05,10761.995
2002-07-08,10690.548
2002-07-09,10670.529
2002-07-10,10662.897
2002-07-11,10394.429
2002-07-12,10502.016
2002-07-15,10508.275
2002-07-16,10274.171
2002-07-17,10133.787
2002-07-18,10234.471
2002-07-19,10106.757
2002-07-22,9825.981
2002-07-23,10130.212
2002-07-24,9791.101
2002-07-25,9586.864
2002-07-26,9396.622
2002-07-29,9662.657
2002-07-30,9813.011
2002-07-31,9862.251
2002-08-01,9732.403
2002-08-02,9538.409
2002-08-05,9319.717
2002-08-06,9066.016
2002-08-07,9360.249
2002-08-08,9307.941
2002-08-09,9137.05
2002-08-12,8974.766
2002-08-13,9173.422
2002-08-14,9003.526
2002-08-15,9247.669
2002-08-16,9309.44
2002-08-19,9197.153
2002-08-20,9477.047
2002-08-21,9569.73
2002-08-22,9585.83
2002-08-23,9540.777
2002-08-26,9511.798
2002-08-27,9353.513
2002-08-28,9252.56
2002-08-29,9160.083
2002-08-30,9157.456
2002-09-02,8994.83
2002-09-03,8963.448
2002-09-04,9059.874
2002-09-05,8920.749
2002-09-06,8937.469
2002-09-09,8886.713
2002-09-10,9032.521
2002-09-11,9033.432
2002-09-12,9051.264
2002-09-13,8822.482
2002-09-16,8520.304
2002-09-17,8732.501
2002-09-18,8506.388
2002-09-19,8450.767
2002-09-20,8260.132
2002-09-23,8158.18
2002-09-24,8047.256
2002-09-25,8061.0
2002-09-26,8301.467
2002-09-27,8348.991
2002-09-30,8030.673
2002-10-01,8030.879
2002-10-02,7946.687
2002-10-03,7731.632
2002-10-04,7711.654
2002-10-07,7594.84
2002-10-08,7655.62
2002-10-09,7670.301
2002-10-10,7505.599
2002-10-11,7584.042
2002-10-14,7584.139
2002-10-15,8050.604
2002-10-16,8145.437
2002-10-17,8362.759
2002-10-18,8502.752
2002-10-21,8433.451
2002-10-22,8441.309
2002-10-23,8727.003
2002-10-24,8776.988
2002-10-25,8818.655
2002-10-28,9016.625
2002-10-29,8712.5
2002-10-30,8587.447
2002-10-31,8507.175
2002-11-01,8455.883
2002-11-04,8861.805
2002-11-05,8739.112
2002-11-06,8799.594
2002-11-07,8935.373
2002-11-08,8847.419
2002-11-11,8622.189
2002-11-12,8641.74
2002-11-13,8655.961
2002-11-14,8861.019
2002-11-15,9099.783
2002-11-18,8982.461
2002-11-19,9061.396
2002-11-20,9102.463
2002-11-21,9129.879
2002-11-22,9223.332
2002-11-25,9275.525
2002-11-26,9188.055
2002-11-27,9139.07
2002-11-28,9390.597
2002-11-29,9333.162
2002-12-02,9444.111
2002-12-03,9413.396
2002-12-04,9092.191
2002-12-05,9069.199
2002-12-06,9059.977
2002-12-09,8888.102
2002-12-10,8887.933
2002-12-11,8806.015
2002-12-12,8781.246
2002-12-13,8736.381
2002-12-16,8764.827
2002-12-17,8784.565
2002-12-18,8555.162
2002-12-19,8564.65
2002-12-20,8666.56
2002-12-23,8634.511
2002-12-24,8596.877
2002-12-25,8596.877
2002-12-26,8596.988
2002-12-27,8430.45
2002-12-30,8257.905
2002-12-31,8344.007
2003-01-01,8344.007
2003-01-02,8351.891
2003-01-03,8648.545
2003-01-06,8660.957
2003-01-07,8598.218
2003-01-08,8646.28
2003-01-09,8655.881
2003-01-10,8697.301
2003-01-13,8824.107
2003-01-14,8806.945
2003-01-15,8906.779
2003-01-16,8753.967
2003-01-17,8567.854
2003-01-20,8480.43
2003-01-21,8494.957
2003-01-22,8534.852
2003-01-23,8607.452
2003-01-24,8523.399
2003-01-27,8333.514
2003-01-28,8420.353
2003-01-29,8338.617
2003-01-30,8386.953
2003-01-31,8387.061
2003-02-03,8386.953
2003-02-04,8327.526
2003-02-05,8203.712
2003-02-06,8160.38
2003-02-07,8152.709
2003-02-10,8291.703
2003-02-11,8284.99
2003-02-12,8478.135
2003-02-13,8264.159
2003-02-14,8277.796
2003-02-17,8538.397
2003-02-18,8586.703
2003-02-19,8627.764
2003-02-20,8496.3
2003-02-21,8339.434
2003-02-24,8278.315
2003-02-25,8108.843
2003-02-26,8082.115
2003-02-27,8127.258
2003-02-28,8146.075
2003-03-03,8289.968
2003-03-04,8175.357
2003-03-05,8156.502
2003-03-06,7992.328
2003-03-07,7854.751
2003-03-10,7668.884
2003-03-11,7628.484
2003-03-12,7647.056
2003-03-13,7557.556
2003-03-14,7729.889
2003-03-17,7592.984
2003-03-18,7785.989
2003-03-19,8140.561
2003-03-20,8155.173
2003-03-21,8067.474
2003-03-24,7934.779
2003-03-25,7897.106
2003-03-26,7882.857
2003-03-27,7691.256
2003-03-28,7674.208
2003-03-31,7354.73
2003-04-01,7338.311
2003-04-02,7402.628
2003-04-03,7311.673
2003-04-04,7525.244
2003-04-07,7649.285
2003-04-08,7430.769
2003-04-09,7145.576
2003-04-10,7139.531
2003-04-11,7184.316
2003-04-14,7022.648
2003-04-15,7123.474
2003-04-16,7140.937
2003-04-17,7035.859
2003-04-18,7035.859
2003-04-21,7035.769
2003-04-22,7034.061
2003-04-23,6975.559
2003-04-24,6933.434
2003-04-25,6969.154
2003-04-28,7058.992
2003-04-29,7414.121
2003-04-30,7324.417
2003-05-01,7324.511
2003-05-02,7439.457
2003-05-05,7591.451
2003-05-06,7560.837
2003-05-07,7479.373
2003-05-08,7479.373
2003-05-09,7641.521
2003-05-12,7809.039
2003-05-13,7869.512
2003-05-14,7809.44
2003-05-15,7827.337
2003-05-16,7787.661
2003-05-19,7713.249
2003-05-20,7667.377
2003-05-21,7651.705
2003-05-22,7744.231
2003-05-23,7970.31
2003-05-26,8202.223
2003-05-27,8099.205
2003-05-28,8154.608
2003-05-29,8105.616
2003-05-30,8096.151
2003-06-02,8264.138
2003-06-03,8289.109
2003-06-04,8288.897
2003-06-05,8276.247
2003-06-06,8327.301
2003-06-09,8371.612
2003-06-10,8387.979
2003-06-11,8387.552
2003-06-12,8396.632
2003-06-13,8460.624
2003-06-16,8464.304
2003-06-17,8534.031
2003-06-18,8456.622
2003-06-19,8450.217
2003-06-20,8388.293
2003-06-23,8225.402
2003-06-24,8109.64
2003-06-25,8110.5
2003-06-26,8184.027
2003-06-27,8195.81
2003-06-30,8100.004
2003-07-01,8099.692
2003-07-02,8124.947
2003-07-03,8148.786
2003-07-04,8165.202
2003-07-07,8365.534
2003-07-08,8488.369
2003-07-09,8558.297
2003-07-10,8518.651
2003-07-11,8436.278
2003-07-14,8663.798
2003-07-15,8664.22
2003-07-16,8752.88
2003-07-17,8685.89
2003-07-18,8791.105
2003-07-21,8732.218
2003-07-22,8628.392
2003-07-23,8524.312
2003-07-24,8561.098
2003-07-25,8566.714
2003-07-28,8729.64
2003-07-29,8761.121
2003-07-30,8685.91
2003-07-31,8734.194
2003-08-01,8914.179
2003-08-04,8935.682
2003-08-05,8855.406
2003-08-06,8616.626
2003-08-07,8552.579
2003-08-08,8593.629
2003-08-11,8695.032
2003-08-12,8848.573
2003-08-13,8997.324
2003-08-14,9081.004
2003-08-15,9086.624
2003-08-18,9267.312
2003-08-19,9282.367
2003-08-20,9332.427
2003-08-21,9602.382
2003-08-22,9878.02
2003-08-25,9965.058
2003-08-26,9913.582
2003-08-27,9873.323
2003-08-28,9886.919
2003-08-29,10041.198
2003-09-01,10172.568
2003-09-02,10231.134
2003-09-03,10487.373
2003-09-04,10518.708
2003-09-05,10465.637
2003-09-08,10462.912
2003-09-09,10285.317
2003-09-10,9944.81
2003-09-11,10080.923
2003-09-12,10080.794
2003-09-15,10250.253
2003-09-16,10294.726
2003-09-17,10418.126
2003-09-18,10253.667
2003-09-19,9980.737
2003-09-22,9954.473
2003-09-23,10151.17
2003-09-24,10667.323
2003-09-25,10562.983
2003-09-26,10564.845
2003-09-29,10375.722
2003-09-30,10462.956
2003-10-01,10470.866
2003-10-02,10966.898
2003-10-03,11001.748
2003-10-06,11192.463
2003-10-07,10933.236
2003-10-08,10727.445
2003-10-09,10879.004
2003-10-10,11090.409
2003-10-13,11111.409
2003-10-14,10944.368
2003-10-15,11081.45
2003-10-16,10994.818
2003-10-17,10978.56
2003-10-20,11061.895
2003-10-21,11160.249
2003-10-22,11061.523
2003-10-23,10690.318
2003-10-24,10615.398
2003-10-27,10587.993
2003-10-28,10847.427
2003-10-29,10862.746
2003-10-30,10794.983
2003-10-31,10848.429
2003-11-03,10934.493
2003-11-04,10913.654
2003-11-05,10921.134
2003-11-06,10692.446
2003-11-07,10760.299
2003-11-10,10667.378
2003-11-11,10567.725
2003-11-12,10439.911
2003-11-13,10637.773
2003-11-14,10644.737
2003-11-17,10348.749
2003-11-18,10197.704
2003-11-19,10045.506
2003-11-20,10090.687
2003-11-21,10067.429
2003-11-24,9989.867
2003-11-25,10140.198
2003-11-26,10232.763
2003-11-27,10251.096
2003-11-28,10467.051
2003-12-01,10637.562
2003-12-02,10604.88
2003-12-03,10544.128
2003-12-04,10482.001
2003-12-05,10515.016
2003-12-08,10311.917
2003-12-09,10489.696
2003-12-10,10441.225
2003-12-11,10701.763
2003-12-12,10724.118
2003-12-15,10686.647
2003-12-16,10499.721
2003-12-17,10428.325
2003-12-18,10352.035
2003-12-19,10421.386
2003-12-22,10488.402
2003-12-23,10484.587
2003-12-24,10530.282
2003-12-25,10530.282
2003-12-26,10529.672
2003-12-29,10526.105
2003-12-30,10628.756
2003-12-31,10679.872
2004-01-01,10679.872
2004-01-02,10851.709
2004-01-05,11242.37
2004-01-06,11323.21
2004-01-07,11300.775
2004-01-08,11172.574
2004-01-09,11472.725
2004-01-12,11685.96
2004-01-13,11743.389
2004-01-14,11910.229
2004-01-15,11833.647
2004-01-16,11812.415
2004-01-19,11920.748
2004-01-20,12276.651
2004-01-21,12471.596
2004-01-22,12472.56
2004-01-23,12472.881
2004-01-26,12593.016
2004-01-27,12473.49
2004-01-28,12082.658
2004-01-29,11974.538
2004-01-30,12022.141
2004-02-02,11717.173
2004-02-03,11882.96
2004-02-04,11928.02
2004-02-05,11883.153
2004-02-06,12136.095
2004-02-09,12343.669
2004-02-10,12299.902
2004-02-11,12255.602
2004-02-12,12221.035
2004-02-13,12244.412
2004-02-16,12275.405
2004-02-17,12261.776
2004-02-18,12340.815
2004-02-19,12373.473
2004-02-20,12344.712
2004-02-23,12186.217
2004-02-24,12160.901
2004-02-25,12021.014
2004-02-26,12055.072
2004-02-27,12300.072
2004-03-01,12326.427
2004-03-02,12183.809
2004-03-03,11976.839
2004-03-04,12033.281
2004-03-05,11959.836
2004-03-08,12047.677
2004-03-09,11900.073
2004-03-10,11790.311
2004-03-11,11636.32
2004-03-12,11523.574
2004-03-15,11474.952
2004-03-16,11566.896
2004-03-17,11632.353
2004-03-18,11563.054
2004-03-19,11655.544
2004-03-22,11395.002
2004-03-23,11442.301
2004-03-24,11576.68
2004-03-25,11444.439
2004-03-26,11455.607
2004-03-29,11399.487
2004-03-30,11658.669
2004-03-31,11627.548
2004-04-01,11715.977
2004-04-02,11832.444
2004-04-05,11830.394
2004-04-06,11934.567
2004-04-07,11935.513
2004-04-08,11916.267
2004-04-09,11916.267
2004-04-12,11915.885
2004-04-13,12031.617
2004-04-14,11675.131
2004-04-15,11479.912
2004-04-16,11446.572
2004-04-19,11366.883
2004-04-20,11415.874
2004-04-21,11200.872
2004-04-22,11061.406
2004-04-23,11333.374
2004-04-26,11100.463
2004-04-27,11137.329
2004-04-28,11154.149
2004-04-29,11027.968
2004-04-30,11022.162
2004-05-03,11019.889
2004-05-04,11113.722
2004-05-05,10893.753
2004-05-06,10942.457
2004-05-07,10804.819
2004-05-10,10396.661
2004-05-11,10471.965
2004-05-12,10521.088
2004-05-13,10371.564
2004-05-14,10221.548
2004-05-17,9802.16
2004-05-18,9836.685
2004-05-19,10234.64
2004-05-20,10183.745
2004-05-21,10531.735
2004-05-24,10674.825
2004-05-25,10717.093
2004-05-26,10716.405
2004-05-27,10967.166
2004-05-28,10997.012
2004-05-31,10985.945
2004-06-01,10937.54
2004-06-02,10990.392
2004-06-03,10758.37
2004-06-04,10842.289
2004-06-07,11183.772
2004-06-08,11191.682
2004-06-09,11133.386
2004-06-10,11214.974
2004-06-11,11217.84
2004-06-14,10921.52
2004-06-15,10898.922
2004-06-16,10969.083
2004-06-17,10881.968
2004-06-18,10597.649
2004-06-21,10598.975
2004-06-22,10598.567
2004-06-23,10604.811
2004-06-24,10863.642
2004-06-25,10842.279
2004-06-28,10909.303
2004-06-29,10860.182
2004-06-30,11033.119
2004-07-01,11033.331
2004-07-02,10997.082
2004-07-05,11094.46
2004-07-06,11221.174
2004-07-07,11284.811
2004-07-08,11121.464
2004-07-09,11137.87
2004-07-12,11190.357
2004-07-13,11063.643
2004-07-14,10912.697
2004-07-15,10944.766
2004-07-16,11054.752
2004-07-19,11136.863
2004-07-20,11121.848
2004-07-21,11398.054
2004-07-22,11326.327
2004-07-23,11382.271
2004-07-26,11373.315
2004-07-27,11349.519
2004-07-28,11362.095
2004-07-29,11203.011
2004-07-30,11210.89
2004-08-02,11183.77
2004-08-03,11274.16
2004-08-04,11275.055
2004-08-05,11459.381
2004-08-06,11557.037
2004-08-09,11620.816
2004-08-10,11620.171
2004-08-11,11514.709
2004-08-12,11589.945
2004-08-13,11556.785
2004-08-16,11453.272
2004-08-17,11503.952
2004-08-18,11499.597
2004-08-19,11674.051
2004-08-20,11714.672
2004-08-23,11880.477
2004-08-24,12128.721
2004-08-25,12258.894
2004-08-26,12261.318
2004-08-27,12205.671
2004-08-30,12294.523
2004-08-31,12318.54
2004-09-01,12458.128
2004-09-02,12478.962
2004-09-03,12364.678
2004-09-06,12603.579
2004-09-07,12689.316
2004-09-08,12569.061
2004-09-09,12475.034
2004-09-10,12529.579
2004-09-13,12635.955
2004-09-14,12650.37
2004-09-15,12558.936
2004-09-16,12724.171
2004-09-17,12672.39
2004-09-20,12605.179
2004-09-21,12637.962
2004-09-22,12629.832
2004-09-23,12536.111
2004-09-24,12281.607
2004-09-27,12274.296
2004-09-28,12223.713
2004-09-29,12224.575
2004-09-30,12370.794
2004-10-01,12371.984
2004-10-04,12630.044
2004-10-05,12596.411
2004-10-06,12501.999
2004-10-07,12476.635
2004-10-08,12369.266
2004-10-11,12374.977
2004-10-12,12413.239
2004-10-13,12314.946
2004-10-14,12183.616
2004-10-15,12238.427
2004-10-18,12191.597
2004-10-19,12287.015
2004-10-20,12145.848
2004-10-21,12127.714
2004-10-22,12125.456
2004-10-25,11947.163
2004-10-26,11969.861
2004-10-27,11991.38
2004-10-28,12287.216
2004-10-29,12241.413
2004-11-01,12229.63
2004-11-02,12428.197
2004-11-03,12550.498
2004-11-04,12503.454
2004-11-05,12639.084
2004-11-08,12644.175
2004-11-09,12595.544
2004-11-10,12704.95
2004-11-11,12654.408
2004-11-12,12848.844
2004-11-15,12982.357
2004-11-16,12852.685
2004-11-17,12977.318
2004-11-18,13041.8
2004-11-19,13046.458
2004-11-22,13086.307
2004-11-23,13393.463
2004-11-24,13453.933
2004-11-25,13453.854
2004-11-26,13445.831
2004-11-29,13672.423
2004-11-30,13654.055
2004-12-01,13713.088
2004-12-02,13785.509
2004-12-03,13696.166
2004-12-06,13741.375
2004-12-07,13761.1
2004-12-08,13581.618
2004-12-09,13501.208
2004-12-10,13409.062
2004-12-13,13425.163
2004-12-14,13565.067
2004-12-15,13605.281
2004-12-16,13561.061
2004-12-17,13552.21
2004-12-20,13741.971
2004-12-21,13729.936
2004-12-22,13702.948
2004-12-23,13826.519
2004-12-24,13776.768
2004-12-27,13776.768
2004-12-28,13847.283
2004-12-29,13881.974
2004-12-30,13847.205
2004-12-31,13939.085
2005-01-03,13913.313
2005-01-04,13767.694
2005-01-05,13420.245
2005-01-06,13370.033
2005-01-07,13198.632
2005-01-10,13226.7
2005-01-11,13132.377
2005-01-12,13168.413
2005-01-13,13244.612
2005-01-14,13109.973
2005-01-17,13209.339
2005-01-18,13210.066
2005-01-19,13233.729
2005-01-20,13086.812
2005-01-21,13015.334
2005-01-24,12861.308
2005-01-25,13103.274
2005-01-26,13161.794
2005-01-27,13155.102
2005-01-28,13191.976
2005-01-31,13255.507
2005-02-01,13123.189
2005-02-02,13097.198
2005-02-03,13092.828
2005-02-04,13134.745
2005-02-07,13291.854
2005-02-08,13335.473
2005-02-09,13335.473
2005-02-10,13335.473
2005-02-11,13335.046
2005-02-14,13470.942
2005-02-15,13451.808
2005-02-16,13467.409
2005-02-17,13404.201
2005-02-18,13536.939
2005-02-21,13576.659
2005-02-22,13511.765
2005-02-23,13392.664
2005-02-24,13449.915
2005-02-25,13556.166
2005-02-28,13582.862
2005-03-01,13550.947
2005-03-02,13382.01
2005-03-03,13370.51
2005-03-04,13250.35
2005-03-07,13257.02
2005-03-08,13339.124
2005-03-09,13442.064
2005-03-10,13364.331
2005-03-11,13405.33
2005-03-14,13382.549
2005-03-15,13309.48
2005-03-16,13437.255
2005-03-17,13436.886
2005-03-18,13432.734
2005-03-21,13438.704
2005-03-22,13383.28
2005-03-23,13207.809
2005-03-24,13176.722
2005-03-25,13176.722
2005-03-28,13176.722
2005-03-29,13041.657
2005-03-30,13061.497
2005-03-31,13114.891
2005-04-01,13100.639
2005-04-04,13154.314
2005-04-05,13153.808
2005-04-06,13154.786
2005-04-07,13212.758
2005-04-08,13277.549
2005-04-11,13292.199
2005-04-12,13295.057
2005-04-13,13433.658
2005-04-14,13479.815
2005-04-15,13362.769
2005-04-18,13118.354
2005-04-19,13223.315
2005-04-20,13234.131
2005-04-21,13322.705
2005-04-22,13447.909
2005-04-25,13485.185
2005-04-26,13624.131
2005-04-27,13619.641
2005-04-28,13669.346
2005-04-29,13685.37
2005-05-02,13683.615
2005-05-03,13697.288
2005-05-04,13767.311
2005-05-05,13843.912
2005-05-06,13835.903
2005-05-09,13883.684
2005-05-10,13834.409
2005-05-11,13750.505
2005-05-12,13816.679
2005-05-13,13753.477
2005-05-16,13751.714
2005-05-17,13599.213
2005-05-18,13564.025
2005-05-19,13572.029
2005-05-20,13547.769
2005-05-23,13537.045
2005-05-24,13584.461
2005-05-25,13437.485
2005-05-26,13457.613
2005-05-27,13624.937
2005-05-30,13771.313
2005-05-31,13762.154
2005-06-01,13784.951
2005-06-02,13742.49
2005-06-03,13765.864
2005-06-06,13813.935
2005-06-07,13776.242
2005-06-08,13847.671
2005-06-09,13838.33
2005-06-10,13862.434
2005-06-13,13931.448
2005-06-14,13939.267
