Date,HONG KONG VALUE Standard (Large+Mid Cap)
1994-03-31,10238.465
1994-04-29,9949.526
1994-05-31,10745.264
1994-06-30,9783.702
1994-07-29,10819.29
1994-08-31,11525.199
1994-09-30,11068.37
1994-10-31,11045.786
1994-11-30,9391.368
1994-12-30,8920.359
1995-01-31,7864.25
1995-02-28,9383.096
1995-03-31,9329.224
1995-04-28,8994.963
1995-05-31,10244.396
1995-06-30,10351.449
1995-07-31,10601.287
1995-08-31,10144.06
1995-09-29,10869.887
1995-10-31,10843.845
1995-11-30,10936.513
1995-12-29,11295.657
1996-01-31,13254.167
1996-02-29,12861.27
1996-03-29,12786.449
1996-04-30,12961.2
1996-05-31,13533.388
1996-06-28,13200.259
1996-07-31,12608.847
1996-08-30,13125.373
1996-09-30,13944.329
1996-10-31,14512.027
1996-11-29,16230.971
1996-12-31,16137.118
1997-01-31,15510.779
1997-02-28,15453.538
1997-03-31,14084.124
1997-04-30,14215.482
1997-05-30,15852.504
1997-06-30,15920.65
1997-07-31,16837.104
1997-08-29,15148.684
1997-09-30,15571.854
1997-10-31,10753.841
1997-11-28,10589.047
1997-12-31,10614.637
1998-01-30,8595.628
1998-02-27,10756.769
1998-03-31,10313.974
1998-04-30,9180.998
1998-05-29,7373.949
1998-06-30,6686.422
1998-07-31,5906.917
1998-08-31,5289.502
1998-09-30,6169.663
1998-10-30,9404.764
1998-11-30,9639.525
1998-12-31,9622.352
1999-01-29,8770.385
1999-02-26,8814.504
1999-03-31,9795.917
1999-04-30,11893.398
1999-05-31,10976.875
1999-06-30,12067.578
1999-07-30,11490.158
1999-08-31,11539.43
1999-09-30,11066.368
1999-10-29,11423.985
1999-11-30,12480.891
1999-12-31,13468.113
2000-01-31,12369.155
2000-02-29,12106.299
2000-03-31,12729.696
2000-04-28,12063.995
2000-05-31,10488.11
2000-06-30,11486.495
2000-07-31,12360.06
2000-08-31,13483.219
2000-09-29,12898.116
2000-10-31,12033.155
2000-11-30,11613.659
2000-12-29,13925.859
2001-01-31,14581.682
2001-02-28,15313.496
2001-03-30,13595.437
2001-04-30,13001.457
2001-05-31,12976.204
2001-06-29,12582.457
2001-07-31,12564.268
2001-08-31,11897.649
2001-09-28,9342.921
2001-10-31,9544.604
2001-11-30,11054.644
2001-12-31,11965.105
2002-01-31,11577.055
2002-02-28,10599.601
2002-03-29,11252.224
2002-04-30,12111.719
2002-05-31,11348.367
2002-06-28,10433.664
2002-07-31,9862.251
2002-08-30,9157.456
2002-09-30,8030.673
2002-10-31,8507.175
2002-11-29,9333.162
2002-12-31,8344.007
2003-01-31,8387.061
2003-02-28,8146.075
2003-03-31,7354.73
2003-04-30,7324.417
2003-05-30,8096.151
2003-06-30,8100.004
2003-07-31,8734.194
2003-08-29,10041.198
2003-09-30,10462.956
2003-10-31,10848.429
2003-11-28,10467.051
2003-12-31,10679.872
2004-01-30,12022.141
2004-02-27,12300.072
2004-03-31,11627.548
2004-04-30,11022.162
2004-05-31,10985.945
2004-06-30,11033.119
2004-07-30,11210.89
2004-08-31,12318.54
2004-09-30,12370.794
2004-10-29,12241.413
2004-11-30,13654.055
2004-12-31,13939.085
2005-01-31,13255.507
2005-02-28,13582.862
2005-03-31,13114.891
2005-04-29,13685.37
2005-05-31,13762.154
2005-06-30,14307.444
2005-07-29,15268.306
2005-08-31,15254.689
2005-09-30,15646.153
2005-10-31,14634.065
2005-11-30,14987.402
2005-12-30,15151.166
2006-01-31,15785.654
2006-02-28,16000.456
2006-03-31,16260.043
2006-04-28,17032.729
2006-05-31,15985.325
2006-06-30,16198.756
2006-07-31,16538.771
2006-08-31,16964.141
2006-09-29,16853.212
2006-10-31,17077.511
2006-11-30,18155.119
2006-12-29,19264.957
2007-01-31,19888.086
2007-02-28,19349.577
2007-03-30,19733.963
2007-04-30,20190.77
2007-05-31,20455.806
2007-06-29,20368.976
2007-07-31,21748.044
2007-08-31,21407.046
2007-09-28,23510.226
2007-10-31,26373.306
2007-11-30,25262.815
2007-12-31,25713.325
2008-01-31,23911.531
2008-02-29,23302.252
2008-03-31,22515.503
2008-04-30,23868.748
2008-05-30,24600.925
2008-06-30,22687.866
2008-07-31,22284.537
2008-08-29,21634.581
2008-09-30,18617.871
2008-10-31,14264.196
2008-11-28,14853.13
2008-12-31,15456.761
2009-01-30,15335.921
2009-02-27,14746.666
2009-03-31,15018.079
2009-04-30,17213.524
2009-05-29,20559.774
2009-06-30,20391.881
2009-07-31,22744.05
2009-08-31,21283.36
2009-09-30,22448.947
2009-10-30,22924.008
2009-11-30,22743.628
2009-12-31,23249.686
2010-01-29,21904.128
2010-02-26,22751.448
2010-03-31,23722.113
2010-04-30,23233.923
2010-05-31,22042.012
2010-06-30,22608.842
2010-07-30,23770.218
2010-08-31,24389.549
2010-09-30,27698.102
2010-10-29,28323.643
2010-11-30,28873.712
2010-12-31,29397.909
2011-01-31,29814.91
2011-02-28,28400.959
2011-03-31,29182.782
2011-04-29,29425.326
2011-05-31,30015.313
2011-06-30,29059.827
2011-07-29,29637.937
2011-08-31,27798.145
2011-09-30,23593.249
2011-10-31,26002.332
2011-11-30,24202.484
2011-12-30,24768.678
2012-01-31,27219.246
2012-02-29,29534.487
2012-03-30,27830.329
2012-04-30,28399.784
2012-05-31,25816.28
2012-06-29,27346.711
2012-07-31,28708.555
2012-08-31,29007.657
2012-09-28,31695.581
2012-10-31,31530.736
2012-11-30,32591.157
2012-12-31,32933.038
2013-01-31,35224.324
2013-02-28,34442.152
2013-03-29,33094.899
2013-04-30,34257.959
2013-05-31,33025.221
2013-06-28,31208.111
2013-07-31,32197.087
2013-08-30,32063.126
2013-09-30,33686.71
2013-10-31,33636.957
2013-11-29,33929.774
2013-12-31,33428.332
2014-01-31,31556.423
2014-02-28,33034.404
2014-03-31,33161.994
2014-04-30,34184.806
2014-05-30,36202.539
2014-06-30,36469.375
2014-07-31,38784.554
2014-08-29,39034.398
2014-09-30,36778.738
2014-10-31,38782.906
2014-11-28,39345.788
2014-12-31,38510.829
2015-01-30,41140.261
2015-02-27,40623.709
2015-03-31,40403.467
2015-04-30,42783.193
2015-05-29,42714.916
2015-06-30,42028.442
2015-07-31,42155.897
2015-08-31,36790.412
2015-09-30,36548.636
2015-10-30,38652.636
2015-11-30,36567.882
2015-12-31,36989.148
2016-01-29,33612.041
2016-02-29,34253.204
2016-03-31,37328.697
2016-04-29,36918.731
2016-05-31,36772.234
2016-06-30,36651.289
2016-07-29,39710.47
2016-08-31,40705.52
2016-09-30,41873.025
2016-10-31,41554.625
2016-11-30,40804.049
2016-12-30,38724.703
2017-01-31,42090.034
2017-02-28,43242.533
2017-03-31,44389.391
2017-04-28,45095.321
2017-05-31,46274.603
2017-06-30,45989.713
2017-07-31,47495.079
2017-08-31,48920.148
2017-09-29,48381.422
2017-10-31,48359.806
2017-11-30,48802.428
2017-12-29,49420.299
2018-01-31,51788.022
2018-02-28,50013.769
2018-03-30,48572.632
2018-04-30,49980.219
2018-05-31,50170.118
2018-06-29,48012.09
2018-07-31,49384.564
2018-08-31,48110.262
2018-09-28,47875.973
2018-10-31,43129.193
2018-11-30,45690.055
2018-12-31,45153.183
2019-01-31,48584.733
2019-02-28,50185.922
2019-03-29,51025.348
2019-04-30,51132.008
2019-05-31,47883.177
2019-06-28,49584.444
2019-07-31,47806.373
2019-08-30,43331.679
2019-09-30,43756.618
2019-10-31,45420.782
2019-11-29,44187.546
2019-12-31,45887.209
2020-01-31,43611.434
2020-02-28,43280.941
2020-03-31,37158.146
2020-04-30,40159.121
2020-05-29,35821.907
2020-06-30,38566.855
2020-07-31,37369.346
2020-08-31,39305.183
2020-09-30,36966.458
2020-10-30,36777.533
2020-11-30,40864.57
2020-12-31,40850.283
2021-01-29,40969.795
2021-02-26,44217.262
2021-03-31,45373.514
2021-04-30,46387.998
2021-05-31,47076.142
2021-06-30,46664.279
2021-07-30,45102.054
2021-08-31,43969.839
2021-09-30,40631.544
2021-10-29,42576.352
2021-11-30,40510.752
2021-12-31,41538.96
2022-01-31,42983.836
2022-02-28,41946.358
2022-03-31,42033.528
2022-04-29,40962.149
2022-05-31,42145.032
2022-06-30,40795.443
2022-07-29,40284.34
2022-08-31,39182.024
2022-09-30,35816.629
2022-10-31,32203.641
2022-11-30,36308.008
2022-12-30,39222.888
2023-01-31,40803.229
2023-02-28,38523.909
2023-03-31,38206.654
2023-04-28,38840.204
2023-05-31,36337.16
2023-06-30,36767.152
2023-07-31,37676.181
2023-08-31,34241.983
2023-09-29,33114.978
2023-10-31,31465.486
2023-11-30,31627.064
2023-12-29,34437.335
2024-01-31,31515.03
2024-02-29,33171.91
2024-03-29,31969.88
2024-04-30,32766.07
2024-05-31,33088.765
2024-06-28,31283.451
2024-07-31,32065.049
2024-08-30,34493.203
2024-09-30,37607.33
2024-10-31,35803.987
2024-11-29,34901.873
2024-12-31,34857.081
2025-01-31,33776.066
2025-02-28,35466.558
2025-03-31,36413.229
2025-04-30,37232.557
2025-05-30,39554.741
2025-06-30,42192.65
2025-07-31,44054.391
2025-08-29,44403.176
2025-09-30,45458.483
