Date,ISRAEL SMALL CAP Small Cap
2001-05-14,436.843
2001-05-15,440.622
2001-05-16,439.558
2001-05-17,446.018
2001-05-18,446.72
2001-05-21,443.805
2001-05-22,446.746
2001-05-23,449.683
2001-05-24,448.632
2001-05-25,449.135
2001-05-28,448.444
2001-05-29,447.572
2001-05-30,442.174
2001-05-31,441.665
2001-06-01,440.724
2001-06-04,437.874
2001-06-05,441.334
2001-06-06,443.387
2001-06-07,442.016
2001-06-08,441.993
2001-06-11,436.571
2001-06-12,426.983
2001-06-13,430.986
2001-06-14,425.729
2001-06-15,424.005
2001-06-18,412.291
2001-06-19,411.159
2001-06-20,407.033
2001-06-21,405.507
2001-06-22,404.85
2001-06-25,409.365
2001-06-26,409.661
2001-06-27,415.718
2001-06-28,420.486
2001-06-29,421.851
2001-07-02,430.694
2001-07-03,427.29
2001-07-04,425.597
2001-07-05,422.53
2001-07-06,420.281
2001-07-09,416.789
2001-07-10,420.051
2001-07-11,417.826
2001-07-12,423.102
2001-07-13,423.238
2001-07-16,424.779
2001-07-17,422.398
2001-07-18,418.264
2001-07-19,421.529
2001-07-20,420.997
2001-07-23,421.301
2001-07-24,420.25
2001-07-25,418.704
2001-07-26,422.093
2001-07-27,422.29
2001-07-30,424.394
2001-07-31,422.459
2001-08-01,423.901
2001-08-02,430.608
2001-08-03,430.919
2001-08-06,433.146
2001-08-07,432.917
2001-08-08,433.922
2001-08-09,428.578
2001-08-10,429.06
2001-08-13,427.676
2001-08-14,426.313
2001-08-15,422.227
2001-08-16,418.323
2001-08-17,416.91
2001-08-20,412.355
2001-08-21,412.849
2001-08-22,412.712
2001-08-23,413.178
2001-08-24,413.717
2001-08-27,411.089
2001-08-28,407.309
2001-08-29,406.261
2001-08-30,401.925
2001-08-31,401.016
2001-09-03,395.254
2001-09-04,392.26
2001-09-05,388.451
2001-09-06,383.304
2001-09-07,383.22
2001-09-10,375.285
2001-09-11,362.118
2001-09-12,356.514
2001-09-13,360.541
2001-09-14,359.614
2001-09-17,353.719
2001-09-18,353.457
2001-09-19,353.91
2001-09-20,342.117
2001-09-21,337.754
2001-09-24,332.512
2001-09-25,333.325
2001-09-26,332.806
2001-09-27,332.923
2001-09-28,333.612
2001-10-01,334.04
2001-10-02,334.672
2001-10-03,332.148
2001-10-04,333.165
2001-10-05,333.725
2001-10-08,336.154
2001-10-09,336.228
2001-10-10,340.449
2001-10-11,347.513
2001-10-12,347.094
2001-10-15,345.367
2001-10-16,350.741
2001-10-17,348.555
2001-10-18,347.895
2001-10-19,347.928
2001-10-22,350.579
2001-10-23,350.415
2001-10-24,348.675
2001-10-25,347.574
2001-10-26,348.951
2001-10-29,348.892
2001-10-30,345.975
2001-10-31,347.087
2001-11-01,345.525
2001-11-02,346.201
2001-11-05,351.92
2001-11-06,350.979
2001-11-07,350.927
2001-11-08,352.795
2001-11-09,354.643
2001-11-12,355.863
2001-11-13,361.257
2001-11-14,362.145
2001-11-15,362.351
2001-11-16,361.58
2001-11-19,364.836
2001-11-20,365.26
2001-11-21,364.024
2001-11-22,368.255
2001-11-23,368.246
2001-11-26,378.296
2001-11-27,377.455
2001-11-28,376.3
2001-11-29,380.588
2001-11-30,379.733
2001-12-03,373.869
2001-12-04,373.118
2001-12-05,377.022
2001-12-06,381.225
2001-12-07,382.374
2001-12-10,385.011
2001-12-11,389.16
2001-12-12,392.34
2001-12-13,385.691
2001-12-14,383.992
2001-12-17,384.551
2001-12-18,382.383
2001-12-19,380.141
2001-12-20,378.111
2001-12-21,375.201
2001-12-24,398.286
2001-12-25,411.134
2001-12-26,419.118
2001-12-27,429.598
2001-12-28,430.006
2001-12-31,431.963
2002-01-01,432.31
2002-01-02,444.065
2002-01-03,443.034
2002-01-04,442.8
2002-01-07,440.072
2002-01-08,437.579
2002-01-09,429.255
2002-01-10,421.114
2002-01-11,419.426
2002-01-14,420.69
2002-01-15,412.878
2002-01-16,407.908
2002-01-17,411.105
2002-01-18,411.837
2002-01-21,402.025
2002-01-22,399.296
2002-01-23,392.342
2002-01-24,396.304
2002-01-25,395.023
2002-01-28,384.605
2002-01-29,385.618
2002-01-30,386.044
2002-01-31,392.404
2002-02-01,392.659
2002-02-04,395.386
2002-02-05,388.541
2002-02-06,386.606
2002-02-07,379.331
2002-02-08,378.5
2002-02-11,361.975
2002-02-12,364.255
2002-02-13,372.311
2002-02-14,374.747
2002-02-15,375.751
2002-02-18,364.828
2002-02-19,356.251
2002-02-20,356.875
2002-02-21,355.731
2002-02-22,355.581
2002-02-25,360.821
2002-02-26,362.939
2002-02-27,369.514
2002-02-28,367.874
2002-03-01,365.337
2002-03-04,365.269
2002-03-05,358.635
2002-03-06,355.317
2002-03-07,358.544
2002-03-08,358.459
2002-03-11,364.012
2002-03-12,359.201
2002-03-13,357.51
2002-03-14,359.162
2002-03-15,357.932
2002-03-18,368.411
2002-03-19,367.969
2002-03-20,365.421
2002-03-21,364.147
2002-03-22,364.322
2002-03-25,358.539
2002-03-26,352.602
2002-03-27,349.928
2002-03-28,349.336
2002-03-29,348.397
2002-04-01,329.217
2002-04-02,329.759
2002-04-03,329.258
2002-04-04,329.066
2002-04-05,330.535
2002-04-08,330.346
2002-04-09,328.423
2002-04-10,331.045
2002-04-11,330.682
2002-04-12,328.589
2002-04-15,324.781
2002-04-16,325.628
2002-04-17,326.097
2002-04-18,329.426
2002-04-19,329.951
2002-04-22,334.199
2002-04-23,331.395
2002-04-24,319.363
2002-04-25,316.58
2002-04-26,316.076
2002-04-29,309.023
2002-04-30,308.661
2002-05-01,313.648
2002-05-02,319.449
2002-05-03,319.607
2002-05-06,315.999
2002-05-07,315.801
2002-05-08,312.856
2002-05-09,308.61
2002-05-10,308.874
2002-05-13,313.134
2002-05-14,319.053
2002-05-15,320.641
2002-05-16,321.071
2002-05-17,320.709
2002-05-20,319.711
2002-05-21,319.166
2002-05-22,320.226
2002-05-23,318.141
2002-05-24,318.279
2002-05-27,317.254
2002-05-28,313.379
2002-05-29,311.611
2002-05-30,312.481
2002-05-31,314.574
2002-06-03,314.347
2002-06-04,313.774
2002-06-05,312.386
2002-06-06,308.717
2002-06-07,308.838
2002-06-10,307.631
2002-06-11,301.14
2002-06-12,299.626
2002-06-13,297.228
2002-06-14,295.693
2002-06-17,298.416
2002-06-18,297.296
2002-06-19,291.495
2002-06-20,282.293
2002-06-21,280.471
2002-06-24,274.006
2002-06-25,283.125
2002-06-26,280.854
2002-06-27,288.014
2002-06-28,292.781
2002-07-01,289.095
2002-07-02,283.829
2002-07-03,282.91
2002-07-04,282.381
2002-07-05,285.217
2002-07-08,286.232
2002-07-09,287.833
2002-07-10,292.255
2002-07-11,289.246
2002-07-12,292.25
2002-07-15,299.807
2002-07-16,299.332
2002-07-17,307.796
2002-07-18,306.871
2002-07-19,306.311
2002-07-22,305.901
2002-07-23,299.037
2002-07-24,292.086
2002-07-25,291.304
2002-07-26,291.234
2002-07-29,301.29
2002-07-30,305.068
2002-07-31,307.952
2002-08-01,303.516
2002-08-02,301.232
2002-08-05,291.904
2002-08-06,293.897
2002-08-07,297.332
2002-08-08,298.486
2002-08-09,299.903
2002-08-12,299.266
2002-08-13,293.378
2002-08-14,297.345
2002-08-15,299.444
2002-08-16,300.256
2002-08-19,312.641
2002-08-20,314.381
2002-08-21,317.762
2002-08-22,317.379
2002-08-23,314.913
2002-08-26,317.063
2002-08-27,315.596
2002-08-28,311.753
2002-08-29,309.734
2002-08-30,309.551
2002-09-02,304.033
2002-09-03,299.662
2002-09-04,301.364
2002-09-05,298.657
2002-09-06,300.538
2002-09-09,301.566
2002-09-10,302.8
2002-09-11,304.065
2002-09-12,300.38
2002-09-13,300.109
2002-09-16,301.209
2002-09-17,302.112
2002-09-18,294.198
2002-09-19,290.317
2002-09-20,287.906
2002-09-23,279.621
2002-09-24,275.249
2002-09-25,275.213
2002-09-26,275.18
2002-09-27,274.728
2002-09-30,269.18
2002-10-01,271.757
2002-10-02,270.249
2002-10-03,266.743
2002-10-04,265.626
2002-10-07,257.853
2002-10-08,259.441
2002-10-09,260.016
2002-10-10,260.754
2002-10-11,264.42
2002-10-14,261.737
2002-10-15,269.706
2002-10-16,264.095
2002-10-17,271.954
2002-10-18,272.695
2002-10-21,273.506
2002-10-22,268.126
2002-10-23,269.766
2002-10-24,270.807
2002-10-25,270.238
2002-10-28,264.108
2002-10-29,261.787
2002-10-30,266.558
2002-10-31,263.655
2002-11-01,266.487
2002-11-04,270.257
2002-11-05,273.815
2002-11-06,282.514
2002-11-07,280.343
2002-11-08,280.032
2002-11-11,280.164
2002-11-12,278.132
2002-11-13,278.268
2002-11-14,281.747
2002-11-15,281.643
2002-11-18,283.774
2002-11-19,282.56
2002-11-20,284.494
2002-11-21,290.13
2002-11-22,292.304
2002-11-25,299.967
2002-11-26,303.341
2002-11-27,309.904
2002-11-28,310.474
2002-11-29,311.617
2002-12-02,321.523
2002-12-03,317.839
2002-12-04,309.901
2002-12-05,306.787
2002-12-06,305.83
2002-12-09,300.336
2002-12-10,306.326
2002-12-11,309.421
2002-12-12,308.865
2002-12-13,308.224
2002-12-16,306.287
2002-12-17,303.008
2002-12-18,296.501
2002-12-19,293.661
2002-12-20,294.125
2002-12-23,289.544
2002-12-24,287.203
2002-12-25,286.028
2002-12-26,291.691
2002-12-27,289.87
2002-12-30,285.169
2002-12-31,286.138
2003-01-01,283.189
2003-01-02,283.388
2003-01-03,283.362
2003-01-06,284.944
2003-01-07,285.548
2003-01-08,282.461
2003-01-09,285.461
2003-01-10,285.87
2003-01-13,282.387
2003-01-14,281.226
2003-01-15,282.959
2003-01-16,284.147
2003-01-17,280.914
2003-01-20,272.711
2003-01-21,271.585
2003-01-22,268.95
2003-01-23,271.184
2003-01-24,269.002
2003-01-27,270.625
2003-01-28,271.051
2003-01-29,272.973
2003-01-30,273.119
2003-01-31,272.491
2003-02-03,268.307
2003-02-04,262.754
2003-02-05,263.986
2003-02-06,264.5
2003-02-07,264.59
2003-02-10,263.623
2003-02-11,264.626
2003-02-12,263.733
2003-02-13,257.718
2003-02-14,260.572
2003-02-17,269.874
2003-02-18,276.418
2003-02-19,272.159
2003-02-20,270.26
2003-02-21,270.458
2003-02-24,273.554
2003-02-25,270.675
2003-02-26,271.24
2003-02-27,279.756
2003-02-28,280.251
2003-03-03,283.403
2003-03-04,282.466
2003-03-05,279.051
2003-03-06,282.996
2003-03-07,282.07
2003-03-10,279.613
2003-03-11,280.808
2003-03-12,281.062
2003-03-13,287.522
2003-03-14,286.042
2003-03-17,292.214
2003-03-18,292.784
2003-03-19,301.915
2003-03-20,300.37
2003-03-21,302.591
2003-03-24,299.024
2003-03-25,302.299
2003-03-26,308.112
2003-03-27,304.535
2003-03-28,304.385
2003-03-31,303.004
2003-04-01,310.461
2003-04-02,315.637
2003-04-03,318.631
2003-04-04,318.818
2003-04-07,326.549
2003-04-08,326.915
2003-04-09,328.545
2003-04-10,330.532
2003-04-11,331.002
2003-04-14,339.141
2003-04-15,346.26
2003-04-16,346.752
2003-04-17,348.12
2003-04-18,348.193
2003-04-21,347.918
2003-04-22,347.591
2003-04-23,347.702
2003-04-24,354.669
2003-04-25,351.752
2003-04-28,345.133
2003-04-29,355.967
2003-04-30,356.91
2003-05-01,358.486
2003-05-02,362.676
2003-05-05,378.96
2003-05-06,381.519
2003-05-07,380.481
2003-05-08,377.712
2003-05-09,380.063
2003-05-12,392.088
2003-05-13,384.91
2003-05-14,386.866
2003-05-15,386.156
2003-05-16,386.842
2003-05-19,369.232
2003-05-20,361.296
2003-05-21,351.99
2003-05-22,359.467
2003-05-23,364.352
2003-05-26,384.221
2003-05-27,394.117
2003-05-28,407.374
2003-05-29,409.957
2003-05-30,412.226
2003-06-02,412.71
2003-06-03,416.86
2003-06-04,409.788
2003-06-05,408.048
2003-06-06,407.877
2003-06-09,398.764
2003-06-10,394.416
2003-06-11,402.352
2003-06-12,401.38
2003-06-13,402.074
2003-06-16,423.214
2003-06-17,431.06
2003-06-18,430.916
2003-06-19,436.767
2003-06-20,436.231
2003-06-23,428.755
2003-06-24,427.154
2003-06-25,427.462
2003-06-26,434.113
2003-06-27,432.897
2003-06-30,435.619
2003-07-01,435.976
2003-07-02,450.412
2003-07-03,443.643
2003-07-04,442.91
2003-07-07,439.168
2003-07-08,423.503
2003-07-09,435.042
2003-07-10,428.453
2003-07-11,429.273
2003-07-14,429.267
2003-07-15,423.643
2003-07-16,415.348
2003-07-17,412.643
2003-07-18,413.685
2003-07-21,414.989
2003-07-22,416.723
2003-07-23,424.785
2003-07-24,419.666
2003-07-25,421.642
2003-07-28,427.848
2003-07-29,424.479
2003-07-30,417.511
2003-07-31,414.337
2003-08-01,413.18
2003-08-04,402.591
2003-08-05,404.134
2003-08-06,401.831
2003-08-07,402.149
2003-08-08,401.497
2003-08-11,392.829
2003-08-12,396.157
2003-08-13,402.732
2003-08-14,399.835
2003-08-15,400.416
2003-08-18,407.983
2003-08-19,406.119
2003-08-20,400.134
2003-08-21,397.888
2003-08-22,396.961
2003-08-25,396.527
2003-08-26,400.567
2003-08-27,404.434
2003-08-28,411.353
2003-08-29,411.899
2003-09-01,410.226
2003-09-02,417.722
2003-09-03,427.875
2003-09-04,428.898
2003-09-05,426.838
2003-09-08,423.494
2003-09-09,422.898
2003-09-10,412.188
2003-09-11,408.168
2003-09-12,408.049
2003-09-15,411.348
2003-09-16,418.04
2003-09-17,421.603
2003-09-18,425.553
2003-09-19,429.14
2003-09-22,434.197
2003-09-23,439.294
2003-09-24,441.153
2003-09-25,437.137
2003-09-26,435.422
2003-09-29,438.489
2003-09-30,435.448
2003-10-01,438.87
2003-10-02,448.071
2003-10-03,453.539
2003-10-06,458.072
2003-10-07,453.938
2003-10-08,451.734
2003-10-09,457.046
2003-10-10,460.758
2003-10-13,473.737
2003-10-14,471.193
2003-10-15,476.588
2003-10-16,474.185
2003-10-17,472.902
2003-10-20,471.711
2003-10-21,480.034
2003-10-22,474.336
2003-10-23,467.527
2003-10-24,466.49
2003-10-27,467.259
2003-10-28,477.503
2003-10-29,487.245
2003-10-30,483.87
2003-10-31,483.88
2003-11-03,498.586
2003-11-04,502.28
2003-11-05,514.128
2003-11-06,515.171
2003-11-07,515.701
2003-11-10,510.626
2003-11-11,495.975
2003-11-12,509.178
2003-11-13,512.044
2003-11-14,510.308
2003-11-17,510.655
2003-11-18,519.952
2003-11-19,519.82
2003-11-20,513.348
2003-11-21,515.107
2003-11-24,521.063
2003-11-25,530.568
2003-11-26,530.918
2003-11-27,532.671
2003-11-28,536.722
2003-12-01,538.41
2003-12-02,530.264
2003-12-03,517.453
2003-12-04,507.878
2003-12-05,505.025
2003-12-08,494.828
2003-12-09,513.928
2003-12-10,507.311
2003-12-11,525.824
2003-12-12,527.032
2003-12-15,537.756
2003-12-16,536.431
2003-12-17,532.097
2003-12-18,534.938
2003-12-19,536.397
2003-12-22,539.43
2003-12-23,541.621
2003-12-24,545.282
2003-12-25,549.566
2003-12-26,548.507
2003-12-29,555.536
2003-12-30,555.558
2003-12-31,556.115
2004-01-01,558.253
2004-01-02,561.158
2004-01-05,586.977
2004-01-06,593.616
2004-01-07,589.636
2004-01-08,606.35
2004-01-09,606.547
2004-01-12,611.424
2004-01-13,619.002
2004-01-14,618.339
2004-01-15,625.986
2004-01-16,634.84
2004-01-19,644.202
2004-01-20,644.367
2004-01-21,615.102
2004-01-22,599.822
2004-01-23,602.886
2004-01-26,599.43
2004-01-27,604.591
2004-01-28,593.858
2004-01-29,582.71
2004-01-30,583.141
2004-02-02,575.875
2004-02-03,569.856
2004-02-04,552.385
2004-02-05,559.875
2004-02-06,562.893
2004-02-09,586.465
2004-02-10,587.637
2004-02-11,590.594
2004-02-12,591.208
2004-02-13,590.311
2004-02-16,591.9
2004-02-17,596.68
2004-02-18,594.952
2004-02-19,595.655
2004-02-20,593.258
2004-02-23,587.325
2004-02-24,576.61
2004-02-25,582.449
2004-02-26,578.532
2004-02-27,580.807
2004-03-01,592.54
2004-03-02,591.751
2004-03-03,585.872
2004-03-04,594.624
2004-03-05,596.652
2004-03-08,594.215
2004-03-09,588.823
2004-03-10,582.328
2004-03-11,572.114
2004-03-12,574.904
2004-03-15,583.232
2004-03-16,588.519
2004-03-17,593.721
2004-03-18,595.302
2004-03-19,593.466
2004-03-22,577.746
2004-03-23,575.828
2004-03-24,562.168
2004-03-25,567.57
2004-03-26,570.472
2004-03-29,575.739
2004-03-30,579.101
2004-03-31,581.957
2004-04-01,587.328
2004-04-02,591.868
2004-04-05,601.696
2004-04-06,599.367
2004-04-07,601.913
2004-04-08,605.959
2004-04-09,606.14
2004-04-12,604.775
2004-04-13,603.832
2004-04-14,595.773
2004-04-15,598.201
2004-04-16,591.083
2004-04-19,599.955
2004-04-20,594.5
2004-04-21,592.466
2004-04-22,594.757
2004-04-23,595.184
2004-04-26,596.078
2004-04-27,593.434
2004-04-28,578.368
2004-04-29,566.405
2004-04-30,562.108
2004-05-03,556.258
2004-05-04,567.261
2004-05-05,569.457
2004-05-06,566.268
2004-05-07,564.344
2004-05-10,536.664
2004-05-11,546.756
2004-05-12,547.263
2004-05-13,545.713
2004-05-14,542.599
2004-05-17,528.538
2004-05-18,531.036
2004-05-19,543.227
2004-05-20,539.753
2004-05-21,541.662
2004-05-24,550.046
2004-05-25,553.304
2004-05-26,554.934
2004-05-27,560.981
2004-05-28,561.112
2004-05-31,559.623
2004-06-01,563.118
2004-06-02,567.522
2004-06-03,561.008
2004-06-04,561.381
2004-06-07,565.96
2004-06-08,566.038
2004-06-09,561.609
2004-06-10,563.815
2004-06-11,563.672
2004-06-14,560.307
2004-06-15,561.398
2004-06-16,568.376
2004-06-17,570.835
2004-06-18,570.951
2004-06-21,579.83
2004-06-22,584.554
2004-06-23,589.551
2004-06-24,591.634
2004-06-25,592.18
2004-06-28,597.823
2004-06-29,595.066
2004-06-30,600.096
2004-07-01,602.027
2004-07-02,603.677
2004-07-05,603.076
2004-07-06,593.784
2004-07-07,593.662
2004-07-08,586.169
2004-07-09,590.077
2004-07-12,586.38
2004-07-13,585.02
2004-07-14,579.275
2004-07-15,583.877
2004-07-16,585.796
2004-07-19,584.951
2004-07-20,587.726
2004-07-21,583.465
2004-07-22,576.808
2004-07-23,572.362
2004-07-26,561.269
2004-07-27,567.276
2004-07-28,554.005
2004-07-29,561.509
2004-07-30,562.547
2004-08-02,558.273
2004-08-03,548.832
2004-08-04,540.637
2004-08-05,543.316
2004-08-06,539.786
2004-08-09,530.575
2004-08-10,532.348
2004-08-11,519.321
2004-08-12,511.951
2004-08-13,509.836
2004-08-16,507.009
2004-08-17,519.035
2004-08-18,526.813
2004-08-19,533.686
2004-08-20,536.876
2004-08-23,544.149
2004-08-24,544.146
2004-08-25,544.977
2004-08-26,548.329
2004-08-27,549.029
2004-08-30,546.693
2004-08-31,541.663
2004-09-01,542.338
2004-09-02,546.721
2004-09-03,544.469
2004-09-06,544.879
2004-09-07,555.536
2004-09-08,554.807
2004-09-09,557.73
2004-09-10,561.714
2004-09-13,568.45
2004-09-14,571.158
2004-09-15,568.931
2004-09-16,572.363
2004-09-17,571.437
2004-09-20,571.72
2004-09-21,574.665
2004-09-22,569.696
2004-09-23,567.073
2004-09-24,566.444
2004-09-27,564.821
2004-09-28,565.463
2004-09-29,566.083
2004-09-30,569.818
2004-10-01,575.38
2004-10-04,587.349
2004-10-05,584.019
2004-10-06,585.89
2004-10-07,583.238
2004-10-08,579.551
2004-10-11,574.137
2004-10-12,563.843
2004-10-13,567.149
2004-10-14,559.866
2004-10-15,558.359
2004-10-18,554.897
2004-10-19,562.714
2004-10-20,563.579
2004-10-21,565.665
2004-10-22,560.869
2004-10-25,556.946
2004-10-26,560.996
2004-10-27,558.291
2004-10-28,556.553
2004-10-29,556.403
2004-11-01,564.5
2004-11-02,569.763
2004-11-03,585.467
2004-11-04,584.739
2004-11-05,587.723
2004-11-08,593.095
2004-11-09,593.934
2004-11-10,590.777
2004-11-11,599.153
2004-11-12,605.347
2004-11-15,612.805
2004-11-16,620.411
2004-11-17,622.612
2004-11-18,623.111
2004-11-19,621.602
2004-11-22,610.591
2004-11-23,618.957
2004-11-24,623.34
2004-11-25,623.055
2004-11-26,624.442
2004-11-29,619.132
2004-11-30,616.689
2004-12-01,620.892
2004-12-02,624.791
2004-12-03,626.635
2004-12-06,638.94
2004-12-07,642.892
2004-12-08,636.458
2004-12-09,627.939
2004-12-10,630.822
2004-12-13,637.597
2004-12-14,640.558
2004-12-15,642.924
2004-12-16,645.061
2004-12-17,643.345
2004-12-20,639.547
2004-12-21,633.576
2004-12-22,635.602
2004-12-23,641.038
2004-12-24,643.248
2004-12-27,653.553
2004-12-28,651.528
2004-12-29,647.975
2004-12-30,657.354
2004-12-31,661.466
2005-01-03,664.938
2005-01-04,655.637
2005-01-05,643.535
2005-01-06,655.374
2005-01-07,658.418
2005-01-10,674.449
2005-01-11,669.85
2005-01-12,668.619
2005-01-13,668.873
2005-01-14,666.712
2005-01-17,665.339
2005-01-18,667.193
2005-01-19,665.769
2005-01-20,661.438
2005-01-21,661.312
2005-01-24,660.995
2005-01-25,655.24
2005-01-26,650.508
2005-01-27,646.827
2005-01-28,647.789
2005-01-31,660.631
2005-02-01,666.747
2005-02-02,670.734
2005-02-03,681.141
2005-02-04,689.962
2005-02-07,680.516
2005-02-08,681.153
2005-02-09,674.288
2005-02-10,672.038
2005-02-11,677.142
2005-02-14,687.758
2005-02-15,691.566
2005-02-16,684.686
2005-02-17,685.543
2005-02-18,684.441
2005-02-21,681.316
2005-02-22,674.447
2005-02-23,673.073
2005-02-24,679.947
2005-02-25,681.421
2005-02-28,689.943
2005-03-01,698.293
2005-03-02,698.367
2005-03-03,704.899
2005-03-04,706.458
2005-03-07,718.435
2005-03-08,715.865
2005-03-09,710.658
2005-03-10,703.537
2005-03-11,702.88
2005-03-14,704.599
2005-03-15,701.981
2005-03-16,692.142
2005-03-17,691.8
2005-03-18,689.936
2005-03-21,695.529
2005-03-22,692.909
2005-03-23,674.177
2005-03-24,667.628
2005-03-25,668.851
2005-03-28,673.532
2005-03-29,667.78
2005-03-30,663.974
2005-03-31,668.649
2005-04-01,668.781
2005-04-04,661.445
2005-04-05,665.556
2005-04-06,668.825
2005-04-07,676.631
2005-04-08,673.888
2005-04-11,676.167
2005-04-12,677.914
2005-04-13,677.238
2005-04-14,671.281
2005-04-15,664.065
2005-04-18,663.084
2005-04-19,670.917
2005-04-20,668.344
2005-04-21,672.851
2005-04-22,671.474
2005-04-25,672.675
2005-04-26,668.664
2005-04-27,662.809
2005-04-28,663.382
2005-04-29,666.016
2005-05-02,677.099
2005-05-03,677.259
2005-05-04,681.829
2005-05-05,688.444
2005-05-06,689.226
2005-05-09,694.732
2005-05-10,693.165
2005-05-11,697.132
2005-05-12,697.05
2005-05-13,694.852
2005-05-16,696.453
2005-05-17,697.396
2005-05-18,696.129
2005-05-19,697.726
2005-05-20,695.953
2005-05-23,688.031
2005-05-24,688.343
2005-05-25,691.16
2005-05-26,695.566
2005-05-27,694.774
2005-05-30,692.198
2005-05-31,692.462
2005-06-01,694.372
2005-06-02,698.064
2005-06-03,694.953
2005-06-06,697.382
2005-06-07,700.463
2005-06-08,699.31
2005-06-09,692.332
2005-06-10,696.33
2005-06-13,692.833
2005-06-14,687.654
2005-06-15,674.649
2005-06-16,671.163
2005-06-17,671.069
2005-06-20,645.292
2005-06-21,655.696
2005-06-22,658.945
2005-06-23,651.752
2005-06-24,646.467
2005-06-27,636.635
2005-06-28,639.386
2005-06-29,646.907
2005-06-30,644.408
2005-07-01,638.629
2005-07-04,643.117
2005-07-05,634.795
2005-07-06,642.006
2005-07-07,641.891
2005-07-08,643.84
2005-07-11,657.827
2005-07-12,662.722
2005-07-13,664.399
2005-07-14,666.646
2005-07-15,664.717
2005-07-18,656.457
2005-07-19,661.969
2005-07-20,669.162
2005-07-21,672.617
2005-07-22,674.702
2005-07-25,672.867
2005-07-26,674.323
2005-07-27,676.024
2005-07-28,679.727
2005-07-29,680.856
2005-08-01,682.458
2005-08-02,693.831
2005-08-03,692.238
2005-08-04,689.441
2005-08-05,689.914
2005-08-08,676.014
2005-08-09,677.093
2005-08-10,678.622
2005-08-11,680.577
2005-08-12,676.116
2005-08-15,681.703
2005-08-16,681.114
2005-08-17,696.144
2005-08-18,700.5
2005-08-19,700.221
2005-08-22,696.791
2005-08-23,695.113
2005-08-24,690.803
2005-08-25,685.394
2005-08-26,682.207
2005-08-29,680.158
2005-08-30,683.13
2005-08-31,685.404
2005-09-01,699.139
2005-09-02,699.955
2005-09-05,701.69
2005-09-06,701.162
2005-09-07,700.231
2005-09-08,701.535
2005-09-09,703.564
2005-09-12,713.372
2005-09-13,712.15
2005-09-14,715.512
2005-09-15,713.411
2005-09-16,715.959
2005-09-19,708.808
2005-09-20,701.865
2005-09-21,691.338
2005-09-22,681.782
2005-09-23,683.536
2005-09-26,689.824
2005-09-27,697.142
2005-09-28,691.887
2005-09-29,691.529
2005-09-30,696.916
2005-10-03,705.6
2005-10-04,706.66
2005-10-05,699.055
2005-10-06,693.411
2005-10-07,695.794
2005-10-10,695.099
2005-10-11,686.879
2005-10-12,676.123
2005-10-13,676.409
2005-10-14,679.003
2005-10-17,671.03
2005-10-18,673.339
2005-10-19,669.024
2005-10-20,671.005
2005-10-21,677.927
2005-10-24,682.916
2005-10-25,684.736
2005-10-26,683.065
2005-10-27,675.327
2005-10-28,674.711
2005-10-31,688.742
2005-11-01,693.595
2005-11-02,698.187
2005-11-03,698.349
2005-11-04,700.733
2005-11-07,703.316
2005-11-08,698.021
2005-11-09,701.79
