Date,HONG KONG MID VALUE Mid Cap
2005-11-10,498.548
2005-11-11,504.016
2005-11-14,500.613
2005-11-15,497.766
2005-11-16,499.433
2005-11-17,505.123
2005-11-18,512.081
2005-11-21,511.811
2005-11-22,509.02
2005-11-23,519.888
2005-11-24,524.394
2005-11-25,522.831
2005-11-28,524.457
2005-11-29,522.233
2005-11-30,522.835
2005-12-01,532.843
2005-12-02,533.852
2005-12-05,532.357
2005-12-06,536.533
2005-12-07,542.916
2005-12-08,537.804
2005-12-09,551.333
2005-12-12,554.58
2005-12-13,535.459
2005-12-14,535.64
2005-12-15,540.476
2005-12-16,537.271
2005-12-19,538.091
2005-12-20,535.784
2005-12-21,543.621
2005-12-22,542.374
2005-12-23,544.657
2005-12-26,544.657
2005-12-27,544.678
2005-12-28,541.385
2005-12-29,541.472
2005-12-30,535.047
2006-01-02,535.047
2006-01-03,539.766
2006-01-04,547.888
2006-01-05,553.681
2006-01-06,554.394
2006-01-09,561.236
2006-01-10,558.227
2006-01-11,559.959
2006-01-12,563.311
2006-01-13,567.483
2006-01-16,564.201
2006-01-17,558.776
2006-01-18,554.8
2006-01-19,565.758
2006-01-20,564.694
2006-01-23,550.982
2006-01-24,553.693
2006-01-25,559.04
2006-01-26,564.279
2006-01-27,575.06
2006-01-30,575.015
2006-01-31,575.008
2006-02-01,579.484
2006-02-02,577.509
2006-02-03,563.145
2006-02-06,564.921
2006-02-07,568.219
2006-02-08,561.331
2006-02-09,564.533
2006-02-10,569.582
2006-02-13,572.728
2006-02-14,579.704
2006-02-15,584.842
2006-02-16,584.852
2006-02-17,584.338
2006-02-20,590.122
2006-02-21,589.004
2006-02-22,590.84
2006-02-23,606.671
2006-02-24,604.077
2006-02-27,601.065
2006-02-28,604.223
2006-03-01,602.03
2006-03-02,600.681
2006-03-03,599.634
2006-03-06,598.236
2006-03-07,585.767
2006-03-08,584.969
2006-03-09,589.937
2006-03-10,586.365
2006-03-13,597.674
2006-03-14,594.224
2006-03-15,605.906
2006-03-16,617.935
2006-03-17,625.884
2006-03-20,624.824
2006-03-21,628.845
2006-03-22,624.621
2006-03-23,631.923
2006-03-24,632.297
2006-03-27,638.279
2006-03-28,633.113
2006-03-29,629.694
2006-03-30,633.943
2006-03-31,635.384
2006-04-03,647.877
2006-04-04,651.241
2006-04-05,651.258
2006-04-06,678.086
2006-04-07,682.714
2006-04-10,674.066
2006-04-11,671.565
2006-04-12,661.597
2006-04-13,666.719
2006-04-14,666.719
2006-04-17,666.749
2006-04-18,670.007
2006-04-19,680.904
2006-04-20,687.838
2006-04-21,685.653
2006-04-24,665.5
2006-04-25,654.486
2006-04-26,659.695
2006-04-27,676.322
2006-04-28,674.038
2006-05-01,674.068
2006-05-02,686.143
2006-05-03,694.492
2006-05-04,691.789
2006-05-05,691.82
2006-05-08,700.432
2006-05-09,687.538
2006-05-10,680.636
2006-05-11,679.89
2006-05-12,671.202
2006-05-15,652.737
2006-05-16,639.65
2006-05-17,647.641
2006-05-18,629.281
2006-05-19,628.595
2006-05-22,615.97
2006-05-23,618.508
2006-05-24,628.828
2006-05-25,612.852
2006-05-26,625.615
2006-05-29,621.201
2006-05-30,615.316
2006-05-31,615.312
2006-06-01,610.819
2006-06-02,621.29
2006-06-05,623.594
2006-06-06,620.379
2006-06-07,610.777
2006-06-08,594.046
2006-06-09,605.536
2006-06-12,600.802
2006-06-13,575.947
2006-06-14,583.551
2006-06-15,591.39
2006-06-16,610.397
2006-06-19,603.905
2006-06-20,600.154
2006-06-21,602.039
2006-06-22,614.32
2006-06-23,613.37
2006-06-26,615.182
2006-06-27,615.728
2006-06-28,614.867
2006-06-29,622.006
2006-06-30,640.718
2006-07-03,641.909
2006-07-04,640.516
2006-07-05,636.263
2006-07-06,643.062
2006-07-07,642.999
2006-07-10,644.596
2006-07-11,642.03
2006-07-12,644.629
2006-07-13,638.337
2006-07-14,634.327
2006-07-17,629.477
2006-07-18,628.339
2006-07-19,624.098
2006-07-20,637.018
2006-07-21,634.875
2006-07-24,630.975
2006-07-25,635.161
2006-07-26,639.226
2006-07-27,650.827
2006-07-28,654.44
2006-07-31,654.476
2006-08-01,660.362
2006-08-02,669.674
2006-08-03,669.442
2006-08-04,656.971
2006-08-07,656.726
2006-08-08,656.945
2006-08-09,668.13
2006-08-10,664.03
2006-08-11,670.851
2006-08-14,676.536
2006-08-15,677.872
2006-08-16,686.255
2006-08-17,679.243
2006-08-18,683.018
2006-08-21,670.72
2006-08-22,682.971
2006-08-23,675.878
2006-08-24,666.547
2006-08-25,666.614
2006-08-28,664.187
2006-08-29,672.831
2006-08-30,685.058
2006-08-31,690.393
2006-09-01,694.777
2006-09-04,696.311
2006-09-05,690.664
2006-09-06,682.85
2006-09-07,680.756
2006-09-08,681.912
2006-09-11,682.149
2006-09-12,686.999
2006-09-13,695.358
2006-09-14,703.776
2006-09-15,703.27
2006-09-18,712.111
2006-09-19,714.482
2006-09-20,715.129
2006-09-21,722.053
2006-09-22,713.023
2006-09-25,710.818
2006-09-26,705.963
2006-09-27,709.274
2006-09-28,705.107
2006-09-29,704.479
2006-10-02,704.474
2006-10-03,711.64
2006-10-04,714.63
2006-10-05,726.894
2006-10-06,736.658
2006-10-09,724.41
2006-10-10,725.653
2006-10-11,730.677
2006-10-12,727.415
2006-10-13,732.653
2006-10-16,730.174
2006-10-17,726.688
2006-10-18,726.672
2006-10-19,726.414
2006-10-20,735.954
2006-10-23,727.697
2006-10-24,729.368
2006-10-25,725.033
2006-10-26,723.084
2006-10-27,723.427
2006-10-30,723.734
2006-10-31,723.055
2006-11-01,721.269
2006-11-02,724.144
2006-11-03,723.003
2006-11-06,724.543
2006-11-07,729.556
2006-11-08,739.655
2006-11-09,737.366
2006-11-10,738.914
2006-11-13,736.273
2006-11-14,739.522
2006-11-15,752.763
2006-11-16,765.656
2006-11-17,786.329
2006-11-20,769.115
2006-11-21,774.215
2006-11-22,779.751
2006-11-23,789.632
2006-11-24,801.296
2006-11-27,794.998
2006-11-28,767.95
2006-11-29,776.106
2006-11-30,784.594
2006-12-01,771.077
2006-12-04,779.108
2006-12-05,791.684
2006-12-06,804.728
2006-12-07,802.811
2006-12-08,806.338
2006-12-11,810.142
2006-12-12,806.684
2006-12-13,797.879
2006-12-14,800.393
2006-12-15,806.671
2006-12-18,811.652
2006-12-19,796.256
2006-12-20,817.793
2006-12-21,822.712
2006-12-22,824.39
2006-12-25,824.39
2006-12-26,824.189
2006-12-27,827.562
2006-12-28,837.302
2006-12-29,836.539
2007-01-01,836.539
2007-01-02,855.084
2007-01-03,841.479
2007-01-04,827.677
2007-01-05,861.554
2007-01-08,887.762
2007-01-09,898.134
2007-01-10,865.506
2007-01-11,875.198
2007-01-12,874.561
2007-01-15,915.41
2007-01-16,917.977
2007-01-17,925.797
2007-01-18,919.499
2007-01-19,925.294
2007-01-22,949.96
2007-01-23,931.765
2007-01-24,916.841
2007-01-25,914.041
2007-01-26,898.835
2007-01-29,900.385
2007-01-30,914.176
2007-01-31,910.042
2007-02-01,930.906
2007-02-02,941.419
2007-02-05,959.166
2007-02-06,952.01
2007-02-07,948.195
2007-02-08,935.413
2007-02-09,941.975
2007-02-12,953.348
2007-02-13,935.891
2007-02-14,942.352
2007-02-15,964.962
2007-02-16,976.995
2007-02-19,977.032
2007-02-20,976.945
2007-02-21,972.473
2007-02-22,977.506
2007-02-23,994.188
2007-02-26,974.05
2007-02-27,953.043
2007-02-28,920.709
2007-03-01,914.597
2007-03-02,920.208
2007-03-05,870.48
2007-03-06,891.626
2007-03-07,919.695
2007-03-08,931.958
2007-03-09,919.454
2007-03-12,957.999
2007-03-13,960.856
2007-03-14,922.872
2007-03-15,923.887
2007-03-16,908.725
2007-03-19,938.517
2007-03-20,925.205
2007-03-21,921.594
2007-03-22,938.894
2007-03-23,930.975
2007-03-26,954.578
2007-03-27,955.754
2007-03-28,942.95
2007-03-29,952.472
2007-03-30,942.152
2007-04-02,944.954
2007-04-03,968.101
2007-04-04,985.659
2007-04-05,985.659
2007-04-06,985.659
2007-04-09,985.482
2007-04-10,970.769
2007-04-11,969.499
2007-04-12,968.403
2007-04-13,958.382
2007-04-16,976.498
2007-04-17,982.527
2007-04-18,980.851
2007-04-19,959.233
2007-04-20,956.488
2007-04-23,970.831
2007-04-24,980.158
2007-04-25,994.713
2007-04-26,1009.931
2007-04-27,997.447
2007-04-30,985.861
2007-05-01,985.709
2007-05-02,997.811
2007-05-03,1028.446
2007-05-04,1066.95
2007-05-07,1052.547
2007-05-08,1025.412
2007-05-09,1072.98
2007-05-10,1064.641
2007-05-11,1040.052
2007-05-14,1042.065
2007-05-15,1034.802
2007-05-16,1000.442
2007-05-17,1015.525
2007-05-18,1005.053
2007-05-21,1012.962
2007-05-22,1017.021
2007-05-23,1010.952
2007-05-24,1010.919
2007-05-25,1004.154
2007-05-28,1002.295
2007-05-29,1006.273
2007-05-30,997.475
2007-05-31,1000.0
2007-06-01,999.074
2007-06-04,1008.91
2007-06-05,1011.101
2007-06-06,1001.906
2007-06-07,998.061
2007-06-08,985.027
2007-06-11,982.736
2007-06-12,983.826
2007-06-13,980.506
2007-06-14,990.267
2007-06-15,991.624
2007-06-18,996.697
2007-06-19,996.722
2007-06-20,987.433
2007-06-21,984.497
2007-06-22,976.357
2007-06-25,970.689
2007-06-26,969.396
2007-06-27,972.654
2007-06-28,981.861
2007-06-29,980.817
2007-07-02,981.112
2007-07-03,990.558
2007-07-04,1006.032
2007-07-05,1002.742
2007-07-06,993.096
2007-07-09,1004.368
2007-07-10,1006.768
2007-07-11,999.302
2007-07-12,1011.238
2007-07-13,1020.353
2007-07-16,1016.708
2007-07-17,1016.842
2007-07-18,1016.969
2007-07-19,1015.906
2007-07-20,1020.244
2007-07-23,1023.785
2007-07-24,1030.325
2007-07-25,1033.903
2007-07-26,1026.394
2007-07-27,1000.776
2007-07-30,996.124
2007-07-31,999.856
2007-08-01,983.295
2007-08-02,976.756
2007-08-03,979.247
2007-08-06,955.513
2007-08-07,955.577
2007-08-08,981.587
2007-08-09,977.187
2007-08-10,961.897
2007-08-13,961.691
2007-08-14,972.315
2007-08-15,945.026
2007-08-16,902.642
2007-08-17,881.145
2007-08-20,912.431
2007-08-21,929.193
2007-08-22,949.266
2007-08-23,962.877
2007-08-24,958.094
2007-08-27,975.636
2007-08-28,966.982
2007-08-29,948.608
2007-08-30,956.506
2007-08-31,972.311
2007-09-03,973.39
2007-09-04,977.472
2007-09-05,982.587
2007-09-06,982.024
2007-09-07,979.961
2007-09-10,978.219
2007-09-11,979.992
2007-09-12,1002.653
2007-09-13,1014.469
2007-09-14,1020.839
2007-09-17,1009.6
2007-09-18,1012.123
2007-09-19,1031.883
2007-09-20,1031.177
2007-09-21,1021.642
2007-09-24,1019.811
2007-09-25,1014.675
2007-09-26,1014.929
2007-09-27,1027.704
2007-09-28,1024.316
2007-10-01,1024.178
2007-10-02,1034.229
2007-10-03,1027.858
2007-10-04,1019.271
2007-10-05,1036.976
2007-10-08,1045.625
2007-10-09,1049.175
2007-10-10,1066.845
2007-10-11,1070.682
2007-10-12,1066.392
2007-10-15,1071.08
2007-10-16,1062.873
2007-10-17,1063.499
2007-10-18,1062.082
2007-10-19,1062.061
2007-10-22,1036.269
2007-10-23,1049.019
2007-10-24,1042.766
2007-10-25,1049.289
2007-10-26,1068.348
2007-10-29,1102.443
2007-10-30,1101.37
2007-10-31,1101.137
2007-11-01,1090.75
2007-11-02,1073.496
2007-11-05,1057.838
2007-11-06,1059.415
2007-11-07,1075.077
2007-11-08,1050.533
2007-11-09,1056.257
2007-11-12,1027.301
2007-11-13,1026.435
2007-11-14,1036.441
2007-11-15,1031.154
2007-11-16,1019.866
2007-11-19,1013.816
2007-11-20,1007.426
2007-11-21,984.667
2007-11-22,967.531
2007-11-23,966.64
2007-11-26,989.787
2007-11-27,980.687
2007-11-28,997.491
2007-11-29,1020.541
2007-11-30,1024.601
2007-12-03,1040.103
2007-12-04,1034.441
2007-12-05,1038.793
2007-12-06,1046.099
2007-12-07,1048.523
2007-12-10,1035.735
2007-12-11,1049.781
2007-12-12,1028.242
2007-12-13,1027.157
2007-12-14,1018.783
2007-12-17,986.215
2007-12-18,980.517
2007-12-19,989.229
2007-12-20,991.798
2007-12-21,1010.681
2007-12-24,1018.239
2007-12-25,1018.239
2007-12-26,1017.893
2007-12-27,1019.521
2007-12-28,1004.595
2007-12-31,1024.586
2008-01-01,1024.586
2008-01-02,1023.262
2008-01-03,1002.092
2008-01-04,1012.998
2008-01-07,1005.144
2008-01-08,1003.129
2008-01-09,1010.507
2008-01-10,1012.711
2008-01-11,1028.279
2008-01-14,1040.281
2008-01-15,1021.102
2008-01-16,986.429
2008-01-17,997.11
2008-01-18,999.695
2008-01-21,953.126
2008-01-22,900.404
2008-01-23,956.564
2008-01-24,955.585
2008-01-25,974.253
2008-01-28,949.442
2008-01-29,959.775
2008-01-30,956.874
2008-01-31,972.468
2008-02-01,961.939
2008-02-04,991.934
2008-02-05,989.298
2008-02-06,960.268
2008-02-07,960.41
2008-02-08,960.447
2008-02-11,948.366
2008-02-12,949.794
2008-02-13,955.705
2008-02-14,973.109
2008-02-15,973.143
2008-02-18,971.526
2008-02-19,973.295
2008-02-20,967.659
2008-02-21,961.01
2008-02-22,951.079
2008-02-25,954.116
2008-02-26,968.017
2008-02-27,975.961
2008-02-28,991.926
2008-02-29,999.548
2008-03-03,976.505
2008-03-04,971.825
2008-03-05,968.386
2008-03-06,970.579
2008-03-07,956.981
2008-03-10,948.235
2008-03-11,956.532
2008-03-12,955.525
2008-03-13,942.42
2008-03-14,932.041
2008-03-17,899.714
2008-03-18,898.942
2008-03-19,922.869
2008-03-20,909.493
2008-03-21,909.493
2008-03-24,909.312
2008-03-25,944.6
2008-03-26,957.849
2008-03-27,953.728
2008-03-28,959.345
2008-03-31,970.111
2008-04-01,974.526
2008-04-02,983.429
2008-04-03,990.58
2008-04-04,990.643
2008-04-07,990.916
2008-04-08,987.255
2008-04-09,980.151
2008-04-10,986.027
2008-04-11,986.893
2008-04-14,968.979
2008-04-15,973.528
2008-04-16,974.684
2008-04-17,976.16
2008-04-18,974.88
2008-04-21,980.197
2008-04-22,998.052
2008-04-23,998.885
2008-04-24,1011.005
2008-04-25,1008.803
2008-04-28,1016.891
2008-04-29,1014.216
2008-04-30,1016.914
2008-05-01,1017.09
2008-05-02,1032.38
2008-05-05,1035.499
2008-05-06,1036.989
2008-05-07,1032.277
2008-05-08,1030.977
2008-05-09,1020.682
2008-05-12,1020.761
2008-05-13,1026.556
2008-05-14,1033.466
2008-05-15,1037.681
2008-05-16,1040.065
2008-05-19,1042.588
2008-05-20,1033.37
2008-05-21,1032.136
2008-05-22,1020.073
2008-05-23,1025.08
2008-05-26,1020.403
2008-05-27,1019.61
2008-05-28,1027.237
2008-05-29,1041.981
2008-05-30,1056.951
2008-06-02,1052.901
2008-06-03,1043.77
2008-06-04,1042.534
2008-06-05,1043.766
2008-06-06,1044.202
2008-06-09,1044.329
2008-06-10,1013.836
2008-06-11,1003.391
2008-06-12,981.49
2008-06-13,972.667
2008-06-16,986.246
2008-06-17,993.472
2008-06-18,989.656
2008-06-19,967.166
2008-06-20,958.077
2008-06-23,945.059
2008-06-24,936.107
2008-06-25,936.732
2008-06-26,939.542
2008-06-27,918.906
2008-06-30,926.316
2008-07-01,926.167
2008-07-02,922.777
2008-07-03,914.309
2008-07-04,913.818
2008-07-07,935.715
2008-07-08,920.736
2008-07-09,926.72
2008-07-10,926.557
2008-07-11,932.578
2008-07-14,922.524
2008-07-15,895.683
2008-07-16,893.532
2008-07-17,895.017
2008-07-18,897.983
2008-07-21,911.613
2008-07-22,910.517
2008-07-23,918.689
2008-07-24,924.494
2008-07-25,914.6
2008-07-28,907.945
2008-07-29,900.709
2008-07-30,909.031
2008-07-31,913.392
2008-08-01,916.131
2008-08-04,906.313
2008-08-05,892.433
2008-08-06,892.439
2008-08-07,892.559
2008-08-08,892.773
2008-08-11,896.702
2008-08-12,897.702
2008-08-13,897.849
2008-08-14,897.674
2008-08-15,906.689
2008-08-18,895.362
2008-08-19,871.571
2008-08-20,882.002
2008-08-21,862.372
2008-08-22,862.389
2008-08-25,879.289
2008-08-26,885.956
2008-08-27,895.876
2008-08-28,898.946
2008-08-29,913.33
2008-09-01,902.376
2008-09-02,896.956
2008-09-03,884.447
2008-09-04,868.982
2008-09-05,851.08
2008-09-08,875.715
2008-09-09,857.716
2008-09-10,838.716
2008-09-11,825.347
2008-09-12,836.226
2008-09-15,836.617
2008-09-16,804.414
2008-09-17,786.474
2008-09-18,756.538
2008-09-19,786.101
2008-09-22,796.776
2008-09-23,777.469
2008-09-24,784.44
2008-09-25,784.335
2008-09-26,767.19
2008-09-29,761.994
2008-09-30,756.399
2008-10-01,756.199
2008-10-02,738.633
2008-10-03,715.44
2008-10-06,687.675
2008-10-07,687.41
2008-10-08,621.155
2008-10-09,633.639
2008-10-10,572.003
2008-10-13,598.074
2008-10-14,628.205
2008-10-15,619.122
2008-10-16,594.448
2008-10-17,579.523
2008-10-20,594.83
2008-10-21,592.033
2008-10-22,577.523
2008-10-23,561.283
2008-10-24,549.647
2008-10-27,511.361
2008-10-28,531.838
2008-10-29,534.099
2008-10-30,560.681
2008-10-31,571.767
2008-11-03,595.892
2008-11-04,600.429
2008-11-05,619.004
2008-11-06,619.34
2008-11-07,630.997
2008-11-10,622.013
2008-11-11,585.857
2008-11-12,590.892
2008-11-13,571.958
2008-11-14,580.849
2008-11-17,580.624
2008-11-18,554.855
2008-11-19,554.992
2008-11-20,530.566
2008-11-21,521.962
2008-11-24,534.034
2008-11-25,569.293
2008-11-26,567.36
2008-11-27,581.754
2008-11-28,600.86
2008-12-01,605.494
2008-12-02,581.753
2008-12-03,587.842
2008-12-04,584.568
2008-12-05,594.491
2008-12-08,618.884
2008-12-09,611.33
2008-12-10,642.461
2008-12-11,659.98
2008-12-12,629.643
2008-12-15,643.01
2008-12-16,636.577
2008-12-17,648.408
2008-12-18,660.498
2008-12-19,649.445
2008-12-22,652.4
2008-12-23,635.609
2008-12-24,642.329
2008-12-25,642.329
2008-12-26,642.363
2008-12-29,654.025
2008-12-30,653.947
2008-12-31,669.899
2009-01-01,669.899
2009-01-02,679.708
2009-01-05,702.992
2009-01-06,718.847
2009-01-07,717.5
2009-01-08,695.08
2009-01-09,690.761
2009-01-12,675.953
2009-01-13,666.274
2009-01-14,670.725
2009-01-15,647.985
2009-01-16,653.717
2009-01-19,656.71
2009-01-20,648.755
2009-01-21,634.544
2009-01-22,638.116
2009-01-23,637.989
2009-01-26,638.014
2009-01-27,637.75
2009-01-28,637.837
2009-01-29,668.178
2009-01-30,678.29
2009-02-02,663.035
2009-02-03,663.599
2009-02-04,676.585
2009-02-05,676.203
2009-02-06,689.601
2009-02-09,687.465
2009-02-10,683.775
2009-02-11,670.961
2009-02-12,662.792
2009-02-13,671.427
2009-02-16,668.348
2009-02-17,661.188
2009-02-18,667.731
2009-02-19,673.517
2009-02-20,666.485
2009-02-23,668.565
2009-02-24,657.998
2009-02-25,662.374
2009-02-26,653.099
2009-02-27,660.595
2009-03-02,636.924
2009-03-03,629.786
2009-03-04,645.708
2009-03-05,646.48
2009-03-06,635.896
2009-03-09,616.712
2009-03-10,625.506
2009-03-11,634.483
2009-03-12,629.399
2009-03-13,648.63
2009-03-16,659.34
2009-03-17,655.121
2009-03-18,660.104
2009-03-19,672.042
2009-03-20,668.724
2009-03-23,699.281
2009-03-24,716.821
2009-03-25,694.953
2009-03-26,706.398
2009-03-27,715.637
2009-03-30,697.46
2009-03-31,691.592
2009-04-01,704.557
2009-04-02,737.672
2009-04-03,736.088
2009-04-06,756.071
2009-04-07,751.075
2009-04-08,742.162
2009-04-09,757.964
2009-04-10,757.964
2009-04-13,757.944
2009-04-14,776.605
2009-04-15,775.443
2009-04-16,766.499
2009-04-17,768.495
2009-04-20,777.455
2009-04-21,766.724
2009-04-22,749.137
2009-04-23,767.839
2009-04-24,768.751
2009-04-27,748.514
2009-04-28,733.392
2009-04-29,749.471
2009-04-30,776.771
2009-05-01,776.781
2009-05-04,806.555
2009-05-05,813.301
2009-05-06,838.03
2009-05-07,846.178
2009-05-08,849.797
2009-05-11,827.413
2009-05-12,813.605
2009-05-13,834.263
2009-05-14,814.686
2009-05-15,830.066
2009-05-18,847.449
2009-05-19,868.613
2009-05-20,868.339
2009-05-21,869.955
2009-05-22,878.48
2009-05-25,901.444
2009-05-26,910.045
2009-05-27,919.941
2009-05-28,919.952
2009-05-29,941.625
2009-06-01,982.7
2009-06-02,969.28
2009-06-03,1002.312
2009-06-04,987.806
2009-06-05,1005.856
2009-06-08,992.77
2009-06-09,967.372
2009-06-10,982.818
2009-06-11,976.249
2009-06-12,981.903
2009-06-15,972.439
2009-06-16,955.216
2009-06-17,954.041
2009-06-18,937.489
2009-06-19,936.933
2009-06-22,934.721
2009-06-23,913.941
2009-06-24,935.367
2009-06-25,964.367
2009-06-26,986.836
2009-06-29,978.848
2009-06-30,955.922
2009-07-01,955.916
2009-07-02,962.438
2009-07-03,961.085
2009-07-06,957.943
2009-07-07,944.732
2009-07-08,935.48
2009-07-09,932.638
2009-07-10,934.968
2009-07-13,920.444
2009-07-14,943.245
2009-07-15,968.794
2009-07-16,955.577
2009-07-17,985.326
2009-07-20,1006.533
2009-07-21,1019.189
2009-07-22,1018.003
2009-07-23,1028.005
2009-07-24,1033.72
2009-07-27,1049.907
2009-07-28,1067.562
2009-07-29,1043.327
2009-07-30,1053.935
2009-07-31,1082.199
2009-08-03,1104.482
2009-08-04,1098.478
2009-08-05,1086.148
2009-08-06,1075.348
2009-08-07,1054.837
2009-08-10,1075.102
2009-08-11,1089.138
2009-08-12,1070.057
2009-08-13,1065.589
2009-08-14,1066.526
2009-08-17,1039.516
2009-08-18,1028.432
2009-08-19,1027.907
2009-08-20,1041.192
2009-08-21,1041.281
2009-08-24,1051.516
2009-08-25,1040.382
2009-08-26,1038.18
2009-08-27,1030.147
2009-08-28,1018.901
2009-08-31,1000.129
2009-09-01,1003.385
2009-09-02,999.723
2009-09-03,1017.463
2009-09-04,1027.922
2009-09-07,1042.983
2009-09-08,1047.994
2009-09-09,1042.858
2009-09-10,1050.473
2009-09-11,1049.213
2009-09-14,1037.436
2009-09-15,1030.723
2009-09-16,1048.171
2009-09-17,1052.665
2009-09-18,1036.867
2009-09-21,1034.474
2009-09-22,1038.478
2009-09-23,1034.628
2009-09-24,1021.53
2009-09-25,1024.188
2009-09-28,1018.586
2009-09-29,1028.367
2009-09-30,1040.943
2009-10-01,1040.943
2009-10-02,1031.713
2009-10-05,1025.858
2009-10-06,1039.25
2009-10-07,1047.823
2009-10-08,1067.659
2009-10-09,1079.478
2009-10-12,1065.594
2009-10-13,1067.612
2009-10-14,1069.054
2009-10-15,1070.435
2009-10-16,1078.275
2009-10-19,1077.511
2009-10-20,1099.165
2009-10-21,1112.203
2009-10-22,1111.144
2009-10-23,1117.618
2009-10-26,1117.618
2009-10-27,1101.172
2009-10-28,1078.137
2009-10-29,1059.678
2009-10-30,1085.416
2009-11-02,1071.598
2009-11-03,1062.065
2009-11-04,1073.415
2009-11-05,1069.288
2009-11-06,1078.17
2009-11-09,1090.363
2009-11-10,1088.124
2009-11-11,1098.524
2009-11-12,1105.126
2009-11-13,1094.778
2009-11-16,1105.957
2009-11-17,1099.4
2009-11-18,1087.618
2009-11-19,1100.233
2009-11-20,1104.285
2009-11-23,1116.277
2009-11-24,1103.635
2009-11-25,1105.571
2009-11-26,1099.347
2009-11-27,1070.278
2009-11-30,1101.958
2009-12-01,1122.57
2009-12-02,1129.617
2009-12-03,1138.673
2009-12-04,1146.696
2009-12-07,1137.362
2009-12-08,1132.84
2009-12-09,1121.178
2009-12-10,1133.232
2009-12-11,1121.548
2009-12-14,1120.28
2009-12-15,1116.775
2009-12-16,1104.469
2009-12-17,1080.751
2009-12-18,1074.937
2009-12-21,1074.039
2009-12-22,1078.684
2009-12-23,1093.617
2009-12-24,1091.983
2009-12-25,1091.983
2009-12-28,1091.411
2009-12-29,1092.722
2009-12-30,1091.629
2009-12-31,1097.04
2010-01-01,1097.04
2010-01-04,1104.725
2010-01-05,1134.09
2010-01-06,1125.517
2010-01-07,1126.368
2010-01-08,1130.461
2010-01-11,1139.417
2010-01-12,1138.247
2010-01-13,1125.064
2010-01-14,1129.359
2010-01-15,1122.045
2010-01-18,1118.217
2010-01-19,1129.881
2010-01-20,1128.687
2010-01-21,1101.071
2010-01-22,1091.289
2010-01-25,1083.64
2010-01-26,1073.553
2010-01-27,1046.712
2010-01-28,1054.048
2010-01-29,1052.629
2010-02-01,1061.304
2010-02-02,1061.531
2010-02-03,1080.814
2010-02-04,1064.561
2010-02-05,1040.127
2010-02-08,1030.348
2010-02-09,1042.867
2010-02-10,1057.431
2010-02-11,1059.025
2010-02-12,1070.67
2010-02-15,1070.519
2010-02-16,1070.684
2010-02-17,1071.567
2010-02-18,1069.892
2010-02-19,1056.734
2010-02-22,1064.233
2010-02-23,1072.815
2010-02-24,1076.989
2010-02-25,1076.991
2010-02-26,1079.137
2010-03-01,1092.299
2010-03-02,1095.395
2010-03-03,1090.007
2010-03-04,1087.37
2010-03-05,1092.771
2010-03-08,1114.5
2010-03-09,1110.016
2010-03-10,1117.891
2010-03-11,1114.74
2010-03-12,1106.403
2010-03-15,1104.336
2010-03-16,1099.357
2010-03-17,1116.033
2010-03-18,1112.251
2010-03-19,1129.313
2010-03-22,1115.236
2010-03-23,1111.102
2010-03-24,1120.897
2010-03-25,1117.335
2010-03-26,1138.845
2010-03-29,1138.132
2010-03-30,1143.088
2010-03-31,1130.267
2010-04-01,1141.888
2010-04-02,1141.888
2010-04-05,1142.057
2010-04-06,1142.145
2010-04-07,1156.127
2010-04-08,1146.966
2010-04-09,1156.484
2010-04-12,1144.87
2010-04-13,1144.119
2010-04-14,1147.727
2010-04-15,1153.543
2010-04-16,1149.535
2010-04-19,1128.114
2010-04-20,1137.811
2010-04-21,1149.157
2010-04-22,1141.969
2010-04-23,1141.024
2010-04-26,1150.843
2010-04-27,1143.46
2010-04-28,1134.166
2010-04-29,1142.069
2010-04-30,1142.85
2010-05-03,1141.212
2010-05-04,1144.739
2010-05-05,1125.164
2010-05-06,1098.321
2010-05-07,1081.472
2010-05-10,1086.422
2010-05-11,1077.241
2010-05-12,1084.668
2010-05-13,1102.939
2010-05-14,1098.352
2010-05-17,1079.073
2010-05-18,1069.584
2010-05-19,1053.449
2010-05-20,1033.849
2010-05-21,1033.696
2010-05-24,1034.028
2010-05-25,1007.052
2010-05-26,1012.143
2010-05-27,1036.193
2010-05-28,1044.706
2010-05-31,1046.478
2010-06-01,1032.616
2010-06-02,1032.669
2010-06-03,1042.02
2010-06-04,1049.017
2010-06-07,1035.074
2010-06-08,1038.377
2010-06-09,1048.214
2010-06-10,1045.772
2010-06-11,1066.813
2010-06-14,1078.662
2010-06-15,1078.785
2010-06-16,1078.847
2010-06-17,1101.904
2010-06-18,1097.556
2010-06-21,1116.789
2010-06-22,1112.392
2010-06-23,1113.93
2010-06-24,1111.829
2010-06-25,1110.007
2010-06-28,1112.168
2010-06-29,1099.76
2010-06-30,1097.466
2010-07-01,1096.29
2010-07-02,1101.585
2010-07-05,1096.011
2010-07-06,1108.279
2010-07-07,1108.094
2010-07-08,1113.184
2010-07-09,1122.561
2010-07-12,1119.213
2010-07-13,1118.085
2010-07-14,1123.38
2010-07-15,1115.497
2010-07-16,1121.608
2010-07-19,1114.454
2010-07-20,1123.449
2010-07-21,1127.018
2010-07-22,1137.222
2010-07-23,1157.14
2010-07-26,1154.302
2010-07-27,1158.638
2010-07-28,1161.147
2010-07-29,1164.155
2010-07-30,1168.815
